x	C2	CA42	CANS	CE42	CENS	CEO	CL42	CLNS	CR-2	CR13	CR24	CR3	CapeElizabeth	ChaBa	DBO1.1	DBO1.10	DBO1.2	DBO1.3	DBO1.4	DBO1.5	DBO1.6	DBO1.7	DBO1.8	DBO1.9	DBO2.1	DBO2.2	DBO2.3	DBO2.4	DBO2.5	DBO3.1	DBO3.2	DBO3.3	DBO3.4	DBO3.5	DBO3.6	DBO3.7	DBO3.8	DBO4.1	DBO4.2	DBO4.3	DBO4.4	DBO4.5	DBO4.6	HH20	M8	MB42	NH10	PR1	Sokul	TH42	THNS	TeahwhiteHead
ASV_1	0.000504530685556296	0.00116414435389988	0.00055790806790857	0.00490912432313951	0.00320114830360057	0.00251032370624192	0.00103515543745922	7.57508000646129	0.369255240583991	0.404217361340589	0.285159191350412	0.797036102340908	0.00124781955090466	21.2748136029378	1.05867590787064	0.000919388055310385	0	0.000846034425140759	0	0.000746881768616028	0.00306649392381495	0	0.00299441340910546	0.00157005589398983	2.16535552371709	0.000655414105854812	2.73535129947784	0.876959937959441	0.000756861899193564	0.000657479486640017	2.01466857379595	0.00196126555921104	0.598920870349264	0.000628942684453166	0.00264886628522992	0.00175411512755965	0.00160408078150816	0.00584182951597413	0	0.00314450855170735	0.00354638082673244	0.0039594865337863	0.00610690121753786	4.12272603909416	0	0.0179433010164333	11.2931669440591	0	37.6988731015962	0.0116320440402164	0.714895943296686	7.38675064042874
ASV_2	0	0.00284751384701223	0.00055790806790857	0.000856126178604371	0	0.00170057149517104	0.736874475344109	0.000956433053484103	0	0.00123901552305165	4.87936739977535e-05	0	0	0.753504059880711	0	0.00437361458983632	0	0.00145883176752057	0	0.000373440884308014	0	0.000336258784760752	0.00105197271182786	0	0	0	0.00148132786229576	0.00255361201849233	0.00113529284879035	0.000722501589503497	0	0.00244585227448935	0.000787891680651744	0	0	0	0.000534693593836052	0	0.00271758334916214	0.000618486563379411	0.0023642538844883	0	0.000420880735026116	0.000272657275259749	0.000313000801282051	0.00118077695123391	0.000262078165727251	0	0.440628009429121	0	0.000839897171025608	6.4364331453086
ASV_3	0	0.000929670431831916	0	0.00272672036129002	0.000663415928616446	0	0.00417362569908132	0.00144489399591268	0	4.96690320369606	0.000242333007407505	0.00148050179140717	5.82392187558239e-05	2.20226087381763	0.000407328657200349	0.000725994976114765	0	0.000846034425140759	0	0	0	0.000336258784760752	0.000445233992724877	0.000523351964663275	0.000417412792032425	0	0	0.00114557318474483	0.000854981656068776	0.00144500317900699	0.00125450052061772	0.000920899350305508	0	0.000628942684453166	0.000433965621243485	0.00046083798779701	0.00100985229684286	0.00164515624871472	0	0.0017121357425957	0.00118212694224415	0.0036060401171963	0	0.697221872410152	0.000626001602564103	0	9.9508489760971	0	0.118119048837489	0.000742942050520059	0.00132689615043941	4.14378747049129
ASV_4	2.25206691476585	0.0560146998319829	1.23204728217018	0.893633033963529	0.0681442289433801	0.000599100151572338	1.29101556786228	1.36320490054882	0	2.66410680500659	1.8901343074051	0.71023037447893	5.92690259224427	1.20356460573377	1.12689118411866	0.0117884550531238	1.08510825744476	1.70282052858822	2.61936364163595	3.42944613511334	2.04804700767297	0.79422290617219	0.019371090457689	0.185036087579549	0.339134509031	0.0565678732139854	0.164777152798765	0.234758906164708	0.179662655786894	2.44397764781647	3.25944874961888	1.78292218982816	0.48949046340382	0.0349452057839988	0.0504032818393081	0.0979568851508949	0.100610733464966	9.75073862440317	5.58702184311048	0.0766791094674485	0.0194520992057059	0.00667590415385547	0.00316604397068134	8.69033313962601	0.944790507961322	0.88316244744881	3.39535469837885	0.156922974191179	0.248078229095609	0	1.36346675054705	2.51239755836421
ASV_5	0.000402936601955048	0	0	0	0.00195837896894444	0	0.000779541480857459	0.00215178173253546	0	0.00269043409290228	0.000251401119758961	28.1996103841243	0.355342416580337	0.10046947634976	0	0.00421015411816069	0	0	0.000495773530651199	0	0.000695930546131496	0	0.000759076659151808	0.000523351964663275	0.00107019702897278	0.0020048316747869	0.00257175187737887	0.000799188024966634	0	0	0	0	0.000393945840325872	0	0.000529773257045984	0	0.000534693593836052	0.00112316643080172	0.00180771905542155	0	0.00108067217809478	0	0.0014127885620638	0.000120265739177286	0	0	0.000394856524135578	0	3.36254116149734	0.00413154850437944	0.000261284894597674	4.2164525119716
ASV_6	0	0	0.00136195249509697	0.00815763934795145	0	0.000502371192026364	0.050332761754725	0.00554982083527538	0.0430121489031902	3.12272693516395	5.90454626928059	23.1701460761684	0.00197701184614763	2.36782447908135	0	0.00145198995222953	0	0	0	0	0.00520917500805513	0.00111498401156447	0	0.000523351964663275	0.0701725276282723	0.00694003463077281	0.0118660613336144	0.000315674501707799	0	0.113714917356702	0.289465921915096	0.0492924344854526	0.0266413274869493	0	0.00035880103047656	0.0279010935771325	0	0.217332704360132	0.000520223696189361	0	0	0.00079189730675726	0.00186853553134646	10.4602966646648	0	0.0675478127614957	3.92413080217821	0	10.0420934776414	0	0.0115333064863199	0.505339679376912
ASV_7	0.338798344578911	1.11747750386036	4.62907088036379	0.011219599535869	1.81429630842408	1.16089809582126	5.8735391890533	4.10446150811202	0	0.34053774408153	0.000787743440909616	0.0685847897126987	0.0110994556533599	1.04464629807407	0.428961633377588	0.465083965833238	0.972508042231673	0.77098788186259	0.0868767905057091	0.567904944441559	0.320564996711533	0.77163252833226	1.81847172025412	3.45405047432291	1.16637767404366	0.517782261389904	0.854968096158314	1.03649329480358	1.81266166816464	0.211534495725144	0.574759149088959	1.00902433110066	1.01758683766368	1.77742186004556	0.478654635460469	0.608338815161462	0.0959820580073745	0.251041705315939	0.169044842472629	0.14438339276983	0.316298210782189	3.24984145034344	0.837448633690105	0.589763456306948	0.445187221892535	1.496324243815	0.541315464967143	0.00834696671229675	1.41265395672351	9.65245069928107	2.64788352583695	3.14777207148091
ASV_8	7.53088509053985	0	0	0	0	0	0	0	0	0	0.000243660620134337	0	0.000170709802315769	0.000283623660252095	1.12233565908838	9.04841041648511	4.86551737031648	0.953103421446772	7.25911706096758	16.0851614428229	16.7062121692301	14.7466424560129	9.43667353933426	3.33063514174105	16.7257874413269	2.89779957521531	14.0336955870512	14.605746731208	18.4605904978192	2.04029584568852	0.801128930309133	4.26054303870595	1.23984113006145	1.45798008263081	1.72110765385166	0	2.11920781541035	4.0316731580908	0	0.768801621967316	0	0	0	0	10.8002543085344	0	0.000186103703994473	0	0.080580625110951	0.000448559227760433	0	0.000164584637792676
ASV_9	0	0	0	0.00152695067949305	0	0	0	0.00185606236369542	0.000811549979305476	3.883066291709	1.88124934717617	0.0220978196817914	2.5040087426091	0.392750423845364	0.00269287733943719	0.000725994976114765	0.101288641393589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0207456715960186	0	0	0	0	0	0	0	0.985598689865989	0	0	3.15669564437961	0.0200327201095122	0.0578706409505642	0	0.000261284894597674	2.0125831277051
ASV_10	0	0	0	0.0005625958171001	0	0	0	0	0	0	0	0	0.00161906754613132	14.2227101968637	0	0	0	0	0	0.00227332143628448	0	0	0.00455445995491085	0	0	0	0	0	0	0	0	0	0	0.0026075194380603	0	0	0	0	0	0	0.0020014911108776	0	0	0	0.00427542273242267	0.00118077695123391	0.0403843625308249	0	6.77293400114463e-05	0	0	0.00747518006327828
