x	MP_E611_1B_WCOA21	MP_E614_WCOA21	MP_E619_WCOA21	MP_E624_WCOA21	MP_E645_WCOA21	MP_E668_WCOA21	MP_E671_WCOA21	MP_E678_WCOA21	MP_E697_WCOA21	MP_E731_WCOA21	MP_E754_WCOA21	MP_E777_WCOA21	MP_E782_WCOA21	MP_E786_WCOA21	MP_E790_WCOA21	MP_E806_1B_WCOA21	MP_E815_WCOA21	MP_E820_WCOA21	MP_E828_WCOA21	MP_E834_WCOA21	MP_E882_1B_WCOA21	MP_E888_WCOA21	MP_E893_WCOA21	MP_E897_WCOA21	MP_E902_1B_WCOA21	MP_E969_1T_NA128	MP_E970_1T_NA128	MP_E971_1T_NA128	MP_E972_1T_NA128	MP_E973_1T_NA128	MP_E977_2T_NA128	MP_E978_2T_NA128	MP_E979_1T_NA128	MP_E980_1T_NA128	MP_E985_1T_NA128	MP_E991_1T_NA128	MP_E994_2T_NA128	MP_E995_1T_NA128	MP_E996_1T_NA128	MP_E1005_1T_NA128	MP_E1011_2T_NA128	MP_E1012_1T_NA128	MP_E1013_1T_NA128	MP_E1014_1T_NA128	MP_E1015_1T_NA128	MP_E1020_1T_NA128	MP_E1021_1T_NA128	MP_E1022_1T_NA128	MP_E1024_1T_NA128	MP_E1025_1T_NA128	MP_E1623_1B_Chaba22	MP_E1624_1B_Chaba22	MP_E1625_1B_Chaba22	MP_E1626_1B_Chaba22	MP_E1627_1B_Chaba22	MP_E1631_Chaba22	MP_E1632_Chaba22	MP_E1634_Chaba22	MP_E1635_Chaba22	MP_E1637_Chaba22	MP_E2084_SKQ23_12S	MP_E2090_SKQ23_12S	MP_E2097_SKQ23_12S	MP_E2138_1T_QiavacTest	MP_E2138_2T_QiavacTest	MP_E2139_1T_QiavacTest	MP_E2139_2T_QiavacTest	MP_E2139_3T_QiavacTest	MP_E2139_4T_QiavacTest	MP_E2140_Kotzebue23	MP_E2141_Kotzebue23
ASV_1	0	25.6314526646954	70.1675537474473	19.81176048763	63.5608856088561	14.3144710355625	0	33.6053218642603	85.165180253737	73.1499372860097	34.8391999611946	7.32105732105732	36.1344877811944	23.198316675434	0.376775190802821	0	29.3301223144686	30.5187046549154	5.13628192462792	18.0181420727404	7.04835093515842	54.466880832186	94.5354612076797	5.43433083956775	82.2028667443934	95.0245800381833	67.6280821260674	49.2371705963939	44.7882860524608	49.0462072051913	25.9997428865273	16.2100054826417	84.773623778297	86.8789029459931	36.6053461079551	4.12678689696806	97.9743941472337	31.8654732533899	15.8917131638768	10.3013727542146	94.501612753701	66.036216834294	83.9337279075959	86.6695774378846	74.3568997031845	65.7497340663492	73.2327217728678	65.4125531023754	0	17.7730565298217	48.2884547996784	0.00292093610160184	23.2612261668407	50.6989936340526	0.0219266990450923	2.52887621771075	48.2014607982524	18.213140659039	25.843739414104	13.1682098952708	0	19.4693557052527	27.8662375024924	13.3837747376274	28.5869308799245	35.235238106164	35.8676385703413	17.0130818779467	16.5502872477134	4.05327862608987	31.8544929009307
ASV_10	95.0995530272247	2.38543253387493	0	0.037647902474005	0	13.6147234559223	14.6236616918096	49.5648853427658	8.59188544152745	0	8.72313936003363	12.4707124707125	45.4280627933323	0	6.22484140018678	2.92207792207792	43.6423938990642	16.4344751980094	23.2804832623447	60.9928223488304	18.3204023836215	0	0	22.9894014962594	0.0411494410534257	0.00108681082608491	0.0287825002398542	1.04616603923123	11.396090260013	0	0.535653068220775	0.599029369360832	1.52885605889299	1.96519516979502	0.133563656438659	0	0.0384087791495199	3.52812362537533	0	0.019786655879275	0.374018202219175	0.0145847431918419	0.382457146367937	0.104605840644372	0.703888786410209	8.84639473501079	0.0765624853216094	5.80865194758571	0.631060885371563	0	10.7715351687841	64.958113776303	13.0338643356512	1.60640376494317	38.6819861203995	15.3386334076952	0	11.4228499231016	26.2107944816449	33.9672099316772	0	0.00826548745712278	36.5596604665736	0.642195360466171	2.44869072894551	0.45888925854968	0.349394943989539	0.313765854306395	0.356697407211429	88.3037876979795	34.4543086745228
ASV_100	0	0.259848869508079	0	0	0	0	0	1.87712281689009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0485442168984593	0	1.5164123901988	0.0467717918368905	0.379279480868203	0.601645526225574	0.0125220828623451	0.681515539810558	0.402217143268487	0	0	0	0	0	0	0.0703282089642892	0.478962966420087	0.322554219828381	0.0100057760616356	0.296396290644442	0.338506198490889	1.14890698832305	1.29001376174236	1.31956888938429	0.0228939825456277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176304026499029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176304026499029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1002	0	0	0	0	0	0	0	0	0	0	0	0.0478500478500479	0	1.84771173066807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00060966316110349	0.31221909843747	0.0904686459553168	0	0	0	0	0	0	0	0	0	0	0	1.56416404999279	0.415941300868102	0	0	0.772916141339502	0.0433538043681111	0.425913609099174	0.247764314196121	0.80000371231421	1.04729196752545	0	0	0	0	0	0	0	0	0	0	0
ASV_1003	0	0	0	0	0	0	0	0	0.105200351714609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000959021031331217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0170853596773308	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1004	0	0	0	0	0	0	0	0	0	0	0	0	0	24.4520427844994	22.9156603226741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1005	0.016253555465258	1.97823641269178	2.68938236665648	18.3650053782718	9.940036900369	1.1726363549222	19.3804489461453	5.41833309886046	0.252794875015702	0	1.92895370834479	6.32775632775633	0.258941576306846	0	0	10.1072840203275	8.24302342776264	10.3543845386349	12.4159878212707	0.268516446632356	6.45023305209747	42.488909285605	1.93507358730543	57.1124272651704	15.1807146286263	1.10999612370805	7.67413412645112	9.30717918235255	7.55125806574778	1.62452450212576	2.44300651354131	0.744556278301599	1.69405291324339	1.00149369229939	2.22249924313928	0.83168734651295	0.0140222527053803	0.751142731462888	0.523524144106909	0.56413954429133	0.210664953215757	2.83819102513243	1.74128079624813	1.00285164617757	0.519846393775259	1.26107228424579	1.84689381769674	1.60473882606354	0.781966749264763	1.18865557376899	0.756487862526711	15.7368353409901	0	2.82748912746602	20.8183044083628	0.0490960301122318	2.11309287723559	0.0556061955156067	1.38098088622221	0.189313495867869	0	0	0	0	0	0	0	0	0	0	0
ASV_1008	0	0	0	0	0	0	0	0	0	0	0	0.16005016005016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0753522172752203	0	0	0	0.64332065339002	0.88104216660953	0.0988229242109396	0	0	0	0	0	0	0	0	0.723741204977958	6.3624483700091	3.71295746380225	2.76750669704784	3.86027870474402	4.29868077026315	8.0230908698062	4.70172919284389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_101	0	0	3.94764347392626	0	0	0	0	0	0	0.898335536797858	0	0	0	0	0	0	0.0676003971523333	0.287005900250052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.324962059179106	0	0.441799905181358	0	0	0	0	0	0	0	0	0	0	0.00413274372856139	0	0	0.0283085633404105	0.00745695045143231	0	0	0	0	0
ASV_1011	0	0.901008532202344	0	10.7493725349588	0	0	17.973965959619	0	0	0	5.98735589438453	0.186450186450186	0	0	0	1.13535532790191	0	7.01378367392188	11.567363596612	0	0	0	0	0	0	0.36082119426019	0.193082605775688	0	1.24661143140774	0	1.80836475831334	0	0	0	0	86.5986390570693	0.0743789056546258	5.5353147053761	0.288397510964157	0	0.106451334477765	0	0	0	0.0268307816142069	0	0	1.4180577993179	0	0.856234947206476	1.00624566273421	0	0	1.3660524822993	5.85113964018287	0	3.07475455050249	0	0.65151114390322	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0495486981973468	0	0	0	0
