x	C2	CA42	CANS	CE42	CENS	CEO	CL42	CLNS	CR13	CR24	CR3	CapeElizabeth	ChaBa	DBO1.1	DBO1.10	DBO1.2	DBO1.3	DBO1.4	DBO1.5	DBO1.6	DBO1.7	DBO1.8	DBO1.9	DBO2.1	DBO2.2	DBO2.3	DBO2.4	DBO2.5	DBO3.1	DBO3.2	DBO3.3	DBO3.4	DBO3.5	DBO3.6	DBO3.7	DBO3.8	DBO4.1	DBO4.2	DBO4.3	DBO4.4	DBO4.5	DBO4.6	HH20	M8	MB42	NH10	Sokul	TH42	THNS	TeahwhiteHead
ASV_1	10.7332325742624	0.420001214936393	1.54171847147579	2.30918143599615	1.16936362322568	10.7985137750414	0.971002970603079	0.385949416530022	29.6179263803411	10.1337216652897	2.79464358982916	25.2935617418055	4.82639319748622	12.8316581285172	23.5375651079375	13.3435652858691	12.7447621009811	9.63953307776369	9.03112937934904	7.26878454516027	9.31193382566845	10.160082769522	16.1825199287396	9.68258763211186	9.60427746754871	12.7380780648195	9.37803711367835	11.4029852708232	12.2582202351298	20.9119113605279	20.3993973958849	22.9361480193115	12.699994191259	20.1768451217306	16.0740897730272	25.9465423660492	17.1504443585189	8.62615737692348	15.9026784043848	9.56808928103973	9.74437412568562	11.8552298135478	7.96306446235306	11.1442986682623	0.505039118833065	10.151962004322	2.93695651760265	0.51225966513512	0.599180817988426	7.81794852549364
ASV_10	11.1995168512671	4.64377536087686	2.63924918869927	11.0295271891446	5.26700082108791	20.5970970607261	6.94730508472921	2.0434309591928	15.9536684043842	8.74547299980071	6.8971929287838	0.996265399514129	5.5374303141954	13.1470575759237	6.98825965650327	14.8900398678987	9.71780059127268	10.226632858027	10.15587939371	12.2182811685021	12.028646849952	6.15788427867983	9.31156447627706	10.4276660989321	8.34164512919589	4.237669844595	12.7916690694068	6.91293714572048	11.6361687866821	15.1452358957928	17.8972747388204	14.4673003429214	12.7733682873154	16.7987685519338	16.2154377405961	15.8345056513633	14.3947274433003	14.4324335996987	18.2470280855339	14.1410388391918	13.8236644212511	17.4521310015163	12.3093306737029	7.00609459370275	10.1184947921788	12.3146285302787	2.28896158520619	8.76197144754119	4.93216528549704	10.1988653800283
ASV_100	0.20854857037894	0.0161086169392288	0.00115595254049208	0.00399093118748026	0.000246776482201246	0.150652295272352	0.204813926245837	9.16405491101703e-05	0.00501853153687041	0.0136213669147953	0	0.00323149645710095	0.00147459854399052	0.0136637029197571	0.0365965958254562	0.0294322142016648	19.5290651090608	0.0947971525045787	0.138642367495563	10.266365024577	0.134348438388566	0.135906413683044	0.0688444826174947	0.0155371574421944	0.00674370957163929	0.0173212077530853	0.0386068837756764	0.00978089456520831	0.131708091856734	0.0630199876410413	0.0532731870777468	0.0391643015783071	0.153375509689281	0.201478717119262	0.207245249203448	0.180868748512305	0.0994230743195542	0.0593954511341186	0.134695429826138	0.0329300474543951	0.0171169281263305	0.0224504355056373	0.000660012274625059	18.53112287039	0.0112508892128299	0.00166504441086424	5.05203597049611e-05	0.00090107041782855	0.000324086077262121	0.00820715961802777
ASV_1000	0.0172946758978173	0.0107729106037647	0.008561078480925	0.336438835438484	0.0935907268229116	0.0149497946692635	0.0465617382949655	0.0293282768792681	0.0370659524698927	0.0393644009311022	0.0600435949670892	0.0246765008939843	0.0723797673098148	0.014345935754398	0.0249313062943592	0.00476533298193341	0.0126279877732578	0.0014695077149155	0.00716914702889089	0.0123258793960883	0.00530783024753422	0.0303100706624816	0.00838266817215969	0.00838279054832842	0.00781437364567354	0.0234587432121441	0.009475260784565	0.00326867934433038	0.0176066714966971	0.0272309208534016	0.00286692412547695	0.0103835957687597	0.0197720863933043	0.00477323086693948	0.0037397157816006	0.0106381122467513	0.0137182412494784	0.0116357967455827	0.0046613073100996	0.00834238671892034	0.00799932084464657	0.0373233962836022	0.0416316947836509	0.00547703362690366	0.00590481559394741	0.4736232360421	0.0943515371004013	0.0219707150899925	0.0188571215103079	0.0632746620157835
ASV_10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00413216849678235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0130904833162805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0376373609422914	0	0	0	0	0	0
ASV_10002	0	0	0	0	0	0	0	0	0	0	0	0	5.55894651292844e-05	0	0	0	0	0	0	0	0.00177652236863727	0	0	0	0	0	0	0.000880571596634808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000117190513281764
ASV_10004	0.0102794229980714	0.00139126576003965	0.00572431466788598	0.0425400224238826	0.0301191719865241	0.0870171265390699	0.0199338488204105	0.0155594587215692	0	0.0122980971120929	0.00369371476519477	0.066435962951235	0.00930428944888986	0.0288581521054103	0.0129076975850228	0.0320253158480674	0.00460906552975008	0.0134651018770897	0.0409444223025139	0.0121790229378848	0.0534159257321	0.0141645949977174	0.0970385549081748	0.0369406501724248	0.0319402155871049	0.0699771317254133	0.0482018102408377	0.0583399566728277	0.0482055947649319	0.0364236928876622	0.0283790315208289	0.0233309659896355	0.0334659292116283	0.02036356640793	0.0528405950372522	0.072413813995957	0.0670436674206558	0.0281922413119441	0.0672954593976335	0.061997264510315	0.0364513498418092	0.0385106543239218	0.0193050277978889	0.00914600425579897	0.00586593409659682	0.00836832395664414	0.0448250659983505	0.00724858187677856	0.0184625559360407	0.00570871186690821
ASV_10005	0.00197778290536309	0	0	0	0	0	0	0	0	0	0.000571449360148125	0.00140987989806379	3.69810723475511e-05	0	0.00194499552651029	0	0	0	0	0.0015223778672356	0	0	0.00458664658198269	0.00199480318275557	0.00050168566383047	0	0.00742604324189415	0	0	0	0	0	0.000749253088327574	0	0.00169699438052432	0	0	0.00273144664863912	0	0.00151679758525824	0	0	0.000932459235076264	0	0	0.000415901080685938	0	0	0	0.000360755975837218
ASV_10006	0	0	0	0	0	0	0	0	0.0066174693151905	0	0	0.000872280665026779	0.00163527336496293	0	0.0277603906965559	0	0	0	0	0	0	0	0	0.00266858031785139	0.00204194822804895	0.0114695821143592	0.00912979878210788	0.00768765678165522	0.00107324542260827	0	0	0	0.00316061619373313	0	0	0	0.00243676062252562	0	0	0.000443111172161984	0	0.00811808595514097	0.00172414468546282	0	0	0.00541854516902269	0.00013510598319405	0	0	0.00266223681063724
