x	MP_E611_1B_WCOA21	MP_E614_WCOA21	MP_E619_WCOA21	MP_E624_WCOA21	MP_E645_WCOA21	MP_E668_WCOA21	MP_E671_WCOA21	MP_E678_WCOA21	MP_E697_WCOA21	MP_E731_WCOA21	MP_E754_WCOA21	MP_E777_WCOA21	MP_E782_WCOA21	MP_E786_WCOA21	MP_E790_WCOA21	MP_E806_1B_WCOA21	MP_E815_WCOA21	MP_E820_WCOA21	MP_E828_WCOA21	MP_E834_WCOA21	MP_E882_1B_WCOA21	MP_E888_WCOA21	MP_E893_WCOA21	MP_E897_WCOA21	MP_E902_1B_WCOA21	MP_E969_1T_NA128	MP_E970_1T_NA128	MP_E971_1T_NA128	MP_E972_1T_NA128	MP_E973_1T_NA128	MP_E977_2T_NA128	MP_E978_2T_NA128	MP_E979_1T_NA128	MP_E980_1T_NA128	MP_E985_1T_NA128	MP_E991_1T_NA128	MP_E994_2T_NA128	MP_E995_1T_NA128	MP_E996_1T_NA128	MP_E1005_1T_NA128	MP_E1011_2T_NA128	MP_E1012_1T_NA128	MP_E1013_1T_NA128	MP_E1014_1T_NA128	MP_E1015_1T_NA128	MP_E1020_1T_NA128	MP_E1021_1T_NA128	MP_E1022_1T_NA128	MP_E1024_1T_NA128	MP_E1025_1T_NA128	MP_E1623_1B_Chaba22	MP_E1624_1B_Chaba22	MP_E1625_1B_Chaba22	MP_E1626_1B_Chaba22	MP_E1627_1B_Chaba22	MP_E1631_Chaba22	MP_E1632_Chaba22	MP_E1634_Chaba22	MP_E1635_Chaba22	MP_E1637_Chaba22	MP_E2084_SKQ23_12S	MP_E2090_SKQ23_12S	MP_E2097_SKQ23_12S	MP_E2138_1T_QiavacTest	MP_E2138_2T_QiavacTest	MP_E2139_1T_QiavacTest	MP_E2139_2T_QiavacTest	MP_E2139_3T_QiavacTest	MP_E2139_4T_QiavacTest	MP_E2140_Kotzebue23	MP_E2141_Kotzebue23
ASV_11	0	51229	55977	11173	23811	4474	0	3548	1505	6088	0	513	625	1653	10581	2	0	21	0	0	87	522	3611	10	0	1956	2920	7028	6108	1125	390	600	17	380	12732	17680	12	0	50	0	0	204	43	87	0	64	540	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12	0	48	783	1911	0	0	625	261	0	262	694	111	0	447	0	93	1407	199	549	818	448	0	8	94	0	1486	1919	1305	529	486	1440	3629	0	0	212	316	12353	7044	7921	7972	724	10212	9426	3261	2213	3781	6867	1020	0	317	20199	2098	8563	21806	22190	1668	14979	723	21085	3440	0	0	156	0	0	0	0	0	0	0	0
ASV_13	0	147	0	0	0	0	0	869	0	0	0	262	253	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1610	1237	1056	20	0	0	0	0	0	66	89	0	0	862	2445	202	212	3115	2301	79004	7880	44238	12816	32902	0	0	0	0	0	0	0	0	0	0	0
ASV_14	0	0	0	0	0	0	190635	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_15	0	246	0	0	0	333	0	1357	218	0	0	181546	0	197	369	49	1195	7	183	0	69	0	0	0	44	0	0	0	0	0	0	13	0	0	1623	659	0	0	0	0	0	0	0	0	0	0	25	0	0	73	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_16	0	298	0	0	0	0	35	0	0	1	12	0	0	0	0	0	0	0	13	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	412	12	0	0	0	0	0	0	0	5	0	0	0	0	81002	45184	34	0	54950	0	47	1513	29	175	182	850	80	0	0	0	0	0	0	0	0
ASV_17	0	0	614	0	0	0	0	0	0	0	138	324	0	0	0	3102	4452	0	0	0	0	0	0	0	0	0	1581	0	0	19125	0	10873	0	0	0	0	6	26	19	0	8	0	4821	0	30983	0	144	2024	0	0	52	1202	0	0	25656	442	71137	15	1453	10	0	290	0	0	0	0	0	0	0	0	0
ASV_18	433	103520	533	405	3539	0	0	2492	892	310	145	0	0	0	0	0	55	0	0	0	0	0	0	0	0	1084	259	519	459	1982	7629	5293	52	488	909	4784	35	78	44	646	245	59	250	261	61	69	18000	1208	2617	68	110	197	1996	337	181	104	1859	138	946	191	247	644	179	0	0	0	0	0	0	0	0
ASV_19	1658	1319	4320	4864	209	1745	5248	4637	663	11814	479	1688	594	6805	2667	888	440	792	4150	117	423	210	5135	266	617	6033	5277	6709	2980	556	1150	1335	223	1678	620	473	10877	4043	5324	1134	274	1914	1129	477	352	637	915	181	1274	1433	5277	6883	1078	3988	6422	3091	1700	2626	2617	1939	62	3256	5267	0	0	0	0	0	0	0	0
ASV_20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21386	22256	33929	21484	32478	21468	0	0
ASV_21	680	13317	1074	7027	58620	2986	307	4506	3188	5971	826	2204	434	825	720	692	1226	2552	685	86	290	148	3216	86	0	610	3376	460	509	976	438	1116	24	556	302	5008	212	419	721	428	59	519	199	142	127	174	1492	174	286	825	198	498	4842	1534	255	2497	1370	8288	469	487	0	148	81	0	0	9	0	0	0	304	103
ASV_22	0	3956	41811	11482	3960	1748	1631	8132	0	4296	29	567	135	2680	856	0	48	0	0	0	0	0	0	0	1405	2525	7630	28818	10709	27	16	0	59	53	309	13055	0	0	7	11	0	90	13	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_23	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	166	215	102	355	142	366	0	0	0	69	0	0	0	0	3099	1682	122347	764	423	380	2218	171	0	129	0	45	0	0	0	0	9	0	15	0	0	1	0	0	0	0	0	0	0	0	0
ASV_24	0	0	0	1410	0	0	0	0	484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2868	88199	5397	1855	0	0	26105	0	0	44	46	0	0	0	0	30	43	27	66	2	14	0	0	255	117	4151	372	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8790	51431	7840	4794	9440	34874	0	0
ASV_27	0	10610	8788	746	1274	758	139	294	1571	354	501	695	7402	7345	616	2360	75	0	134	102	0	57465	1801	0	480	0	1720	604	59	36	0	0	0	2157	2361	0	0	0	20	0	0	31	57	0	26	0	78	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ASV_28	274	996	4153	3291	3156	10877	2536	20931	1116	897	520	4191	3547	6145	779	60	858	459	807	21	4524	0	613	287	22462	382	287	179	446	153	182	657	58	142	284	54	948	304	482	3642	58	162	212	69	46	37	464	70	1215	257	1279	0	0	1919	123	36	645	8	839	33	0	0	0	0	0	0	0	0	0	0	0
ASV_29	6217	7090	794	571	0	375	34	356	0	0	100	0	0	0	0	0	893	0	0	0	0	0	439	0	0	0	412	117	179	1381	2685	4162	5869	31616	5119	7527	0	0	0	0	197	540	927	1105	256	620	1418	166	20199	6727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_31	3511	1071	0	2095	281	0	530	2167	86	324	1729	0	231	3709	2043	9	1121	0	1305	0	455	1219	1703	107	59	727	91	4289	828	620	108	0	73	0	0	0	2551	2384	1951	10506	0	210	0	54	0	0	0	5	0	0	11922	2625	366	1129	6752	998	1388	245	19256	3980	0	453	555	0	0	0	0	1	0	0	0
ASV_32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2308	0	0	0	0	251	0	0	0	0	0	10889	7661	7519	2768	0	0	0	0	0	0	0	0	486	0	29042	1156	1319	897	12983	3576	4406	485	10350	1314	0	0	0	1	0	0	0	0	0	0	0
ASV_33	0	104	482	584	577	974	102	272	0	0	245	97	47	0	0	0	71	104	65	0	55	0	0	12	0	72	31	31	150	0	114	21	0	0	28	0	249	523	136	182	26	40	21	41	0	210	341	318	0	0	549	61	107	227	313	36155	1255	32689	1698	12836	1	46	65	0	0	0	0	0	0	0	0
ASV_34	0	0	289	395	0	0	0	0	0	0	352	0	0	0	0	0	424	377	182	0	0	0	0	0	0	47	0	93	0	0	0	0	0	0	0	1	36	25	16	234	0	0	0	0	0	0	0	0	0	0	38178	7099	0	4291	19932	366	6805	0	12396	516	0	0	0	0	0	0	0	0	0	0	0
ASV_35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	3167	0	7613	80712	334	0	0	39	0	0	0	0	0	0	0	0
ASV_36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	154	0	0	0	0	0	0	15075	74439
ASV_37	6236	613	1113	3078	4264	2773	256	1313	449	0	0	0	971	1268	0	13	56	0	0	0	251	0	0	24	0	3575	5420	3900	4490	271	202	410	2406	11223	3933	5533	14	10	0	0	92	1092	893	786	236	295	870	118	10037	4600	0	0	0	4411	0	0	815	0	448	0	0	0	0	0	0	0	0	0	0	0	0
ASV_38	0	49	802	459	0	0	7655	32	0	0	1098	0	0	0	0	0	360	733	289	0	119	0	0	0	0	54	992	331	728	5753	8062	13517	16	0	0	0	22	59	47	36	783	8851	6479	6279	1826	5612	8840	1211	0	341	756	943	0	76	1048	51	115	0	797	15	0	1	0	0	0	0	0	0	0	0	0
ASV_39	25819	524	52	47	325	24078	0	57	14335	321	0	0	346	1077	247	3	29	12	9	19	0	0	0	2	38	76	64	24	152	1248	721	802	385	1869	59	2210	0	2	6	4	126	592	367	412	100	145	274	113	130	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_40	0	0	350	9304	0	162	55	159	0	0	323	34	9333	15948	29507	0	607	0	0	17	0	0	1342	35	0	1115	1119	3768	1162	27	0	0	921	0	532	0	0	0	0	11	0	0	0	0	62	16	0	32	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_41	0	0	4444	2100	0	69	61	552	405	0	433	6172	0	0	1353	1593	8005	1229	7377	4206	796	0	6186	0	28509	0	0	167	204	0	214	143	0	0	0	0	0	41	0	0	0	650	23	103	0	9	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_42	0	142	464	0	0	0	97	0	0	0	60	0	0	0	0	0	461	177	79	4	0	0	0	0	0	0	16	75	0	270	286	591	0	0	69	893	1406	1697	1022	19551	509	3708	2233	1879	537	766	1238	333	0	0	786	999	51	8569	1221	2093	2197	2197	4600	10847	58	36	1248	0	0	0	0	0	0	0	0
ASV_43	0	0	0	0	0	0	56	0	0	0	129	0	0	0	0	0	0	544	426	0	0	0	0	0	0	60	14	0	0	0	0	0	0	0	0	39	37	31	44	23	0	259	22	0	3	12	520	0	0	0	96	79	6477	61	40	1438	15	60093	37	787	0	0	0	0	0	0	0	0	0	0	0
ASV_44	0	398	867	0	9883	5599	30	366	254	0	695	1812	10533	6683	0	43	110	59	36	45	0	0	541	150	2111	35	34	0	66	212	870	564	19	141	342	389	0	0	0	0	1261	5034	1397	3909	889	797	11005	774	1956	164	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_45	0	745	3344	738	0	0	606	1200	0	0	556	646	0	0	0	192	12760	779	428	389	5644	2633	18064	70	585	1019	1523	1038	283	140	176	0	0	0	0	0	4623	2689	2665	1630	33	99	289	194	38	86	460	60	0	0	180	504	0	0	643	248	178	514	314	764	0	0	0	0	0	0	0	0	0	0	0
ASV_46	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	5	142	25	128	1276	13579	0	21200	0	12212	7	22	0	0	126	121	143	1812	10352	0	0	0	0	0	6	130	223	6109	649	75	116	197	210	0	0	16	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0
ASV_47	0	0	0	0	0	0	0	4069	0	0	0	56427	108	0	0	0	0	4	2462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	181	63	302	0	0	0	0	0	0	0	0	0	0	10	0	0	230	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0
ASV_48	851	7071	4456	2128	0	0	0	5842	0	0	1554	3702	0	0	0	725	3456	1782	3292	230	1820	0	0	0	1247	624	1425	1790	339	110	850	1796	274	669	1194	0	934	317	813	1598	184	821	657	296	161	540	471	100	0	495	1582	0	0	0	4498	0	1456	0	1537	0	0	70	255	0	0	0	0	0	0	0	0
ASV_49	2247	183	302	164	0	588	0	1234	3798	5188	155	629	840	6765	1935	140	8097	172	76	22511	0	4911	0	1045	0	5	51	209	191	0	108	0	373	773	149	0	0	0	0	0	8	0	0	0	0	0	33	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ASV_50	0	1056	0	0	0	3608	0	0	182	0	0	40837	171	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	9424	5330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_51	0	0	0	0	0	0	215	0	0	0	222	173	0	0	217	0	0	183	66	10	202	0	0	0	0	202	0	0	0	0	145	0	0	3548	1055	0	2105	1210	1490	561	0	0	0	47	0	0	0	0	214	371	7642	248	2356	623	3239	5245	2268	18483	3518	4477	0	0	41	0	0	0	0	0	0	0	0
ASV_52	0	0	261	791	0	0	510	3	5	0	102	96	0	183	67	0	148	269	462	0	146	0	0	77	0	1847	578	149	253	93	162	376	0	74	622	75	1181	572	759	784	23	258	28	78	0	137	87	0	243	150	6406	7743	4845	5226	10830	2569	3065	1084	4083	1600	93	61	289	0	0	0	0	0	0	0	0
ASV_53	839	139	348	1390	262	229	162	1537	350	0	102	334	0	0	0	17	750	225	841	0	729	0	334	94	305	369	705	942	267	303	227	645	197	1097	1578	887	11056	7876	7539	5372	90	329	130	239	41	94	538	123	2828	1508	13	193	0	727	409	11	167	19	58	78	0	0	0	1	0	0	0	0	0	0	0
ASV_54	19809	0	112	688	0	988	266	1269	6661	1583	0	217	996	2523	139	0	62	0	0	0	67	1885	615	0	0	222	268	502	183	233	251	966	98	425	1217	946	1272	860	855	207	68	171	176	291	92	122	337	37	0	0	1563	0	0	1451	175	72	1876	94	1864	57	0	0	47	0	0	0	0	0	0	0	0
ASV_55	4170	14439	0	1691	0	278	1258	2553	1552	0	290	0	0	0	0	64	0	0	136	0	217	462	0	34	0	617	229	210	137	3320	6246	9124	0	0	770	0	0	17	4	21	201	724	1291	1163	505	1620	673	283	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_56	0	48095	1792	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	204	195	177	19	0	0	0	0	310	1050	0	0	0	0	0	32	24	27	5	16	0	0	506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	193	0	19	829	0	107	18	123	25	31	0	39	46	0	15	0	37	0	0	48481	11	14	0	0	0	15	0	15	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_58	367	0	0	174	0	0	532	0	0	0	0	0	0	0	0	0	0	169	279	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	7034	10344	6050	10353	0	0	0	0	4	74	0	0	0	0	2314	271	0	1765	5214	51	2341	88	1380	0	0	0	0	0	0	0	0	0	1	0	0
ASV_59	0	529	9609	487	0	0	0	0	0	0	86	0	0	0	0	1	0	17	0	0	0	0	0	0	0	982	4929	1790	4200	4892	5389	7495	7	352	0	0	416	319	204	249	177	483	516	668	86	106	408	182	0	0	1	0	0	1503	0	0	344	0	366	1	0	0	1386	0	0	0	0	0	0	0	0
ASV_60	0	16	2328	1904	0	0	1565	595	0	0	593	103	0	0	0	0	3415	386	743	115	462	981	0	441	0	1321	34	323	38	0	0	0	0	0	0	0	2728	1473	2106	1410	0	0	0	0	0	0	0	0	0	196	3562	59	0	4360	3182	84	6755	0	6373	277	0	0	0	0	0	0	0	0	0	0	0
ASV_61	0	0	0	98	0	0	0	0	0	0	22917	0	0	0	0	88	2741	3359	3312	259	0	0	338	0	0	77	49	71	0	0	0	0	0	0	0	0	0	0	14	0	0	57	0	0	0	0	0	0	0	0	0	0	0	2032	0	10	5560	12	6249	15	0	0	0	0	0	0	0	0	0	0	0
ASV_62	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	7	0	0	0	0	0	0	0	0	0	222	0	21	0	0	0	100	0	1	0	0	147	1150	4648	3119	0	0	0	0	0	0	0	0	0	0	5196	1516	0	0	7	2130	0	9520	61	17930	41	232	526	0	0	0	0	0	0	0	0
ASV_63	364	0	0	0	0	0	252	0	869	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	127	9	0	0	0	0	0	0	0	0	0	0	0	17045	902	0	1101	6824	289	7379	0	10222	179	0	0	35	0	0	0	0	0	0	0	0
ASV_64	0	0	0	103	0	0	40	47	0	0	245	0	0	0	0	0	0	0	15	2	26	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	7	0	0	0	0	31	7	0	28	43564	21	25	4	35	0	0	0	0	0	0	0	0	0	0	0	0
ASV_65	872	335	455	881	8386	6513	548	1100	654	175	80	938	573	188	291	43	110	549	384	12	1091	1126	1898	229	621	671	74	113	1	182	53	122	546	1782	1323	1899	37	11	14	24	16	233	204	0	13	50	0	27	1530	3734	179	1580	0	329	784	25	144	0	183	17	0	0	0	0	0	0	0	0	0	0	0
ASV_66	0	139	50	62	0	254	55	2043	0	0	7	2737	124	0	0	228	694	49	0	0	0	0	0	0	0	0	171	78	36	627	665	1015	45	356	1098	517	6018	5887	5250	42	153	806	1072	454	87	464	953	136	0	0	4320	49	1	2752	372	59	995	75	1931	68	20	41	312	0	0	0	0	0	0	0	0
ASV_67	193	525	84	412	723	804	1606	491	539	1265	396	814	656	1098	1138	31	365	388	968	87	412	1617	934	359	74	101	337	160	102	335	319	232	111	559	338	98	4215	1529	2686	1470	82	281	312	136	45	136	220	92	892	291	876	3385	0	719	3261	238	1199	74	1480	199	0	122	296	0	0	0	0	0	0	0	0
ASV_68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	1732	26568	14516	0	0	0	0	0	0	0	0
ASV_69	0	170	16307	215	261	0	33	650	0	0	0	142	235	0	0	0	133	55	24	0	354	0	0	0	0	303	1524	457	243	434	2197	3230	31	779	326	147	0	11	15	30	408	3100	3007	1996	807	1564	2682	409	285	0	0	0	0	56	54	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_70	0	5735	21484	403	0	0	0	2268	0	240	0	1205	0	215	0	340	29	0	0	0	918	0	328	42	81	371	1221	743	424	141	930	867	0	0	575	593	0	0	0	0	165	476	517	644	231	571	682	155	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_71	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	25	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	16252	6754	8306	2660	0	0	0	0	49	0	0	0	0	0	2971	600	48	754	814	223	1087	108	1526	271	0	0	0	0	1	0	0	0	0	0	0
ASV_72	608	169	598	921	674	1752	393	369	1555	2820	300	526	160	1343	1281	125	2493	219	910	4919	653	1185	3076	170	175	189	467	454	22	212	472	234	170	632	254	286	660	464	660	616	128	97	589	374	142	89	621	444	1001	563	53	2354	327	384	671	46	347	0	309	15	0	0	41	0	0	0	0	0	0	0	0
ASV_73	0	0	0	0	0	0	0	0	0	0	0	0	0	1435	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14397	13518	11710	16	934	0	0	6	0	0	0	102	265	222	141	100	44	69	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	40668	32	0	11	33	5	8	0	0	0	6	0	0	0	0	0	0	0	0
ASV_76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	153	192	298	0	6	0	0	0	0	0	0	0	0	0	0	0	13	0	0	14141	19	5622	1335	18289	0	0	0	0	0	0	0	0	0	0	0
