dada2_input	filtered	dada_f	dada_r	merged	nonchim	final_perc_reads_retained
MP_E1032_OC0821_PCR1	91410	83691	83343	83104	77617	62823	68.7
MP_E1032_OC0821_PCR2	111291	97222	96776	96499	89890	72630	65.3
MP_E1032_OC0821_PCR3	122117	113037	112583	112170	104636	83155	68.1
MP_E1033_OC0821_PCR1	123209	113771	113324	112856	105805	85652	69.5
MP_E1033_OC0821_PCR2	121303	112284	111830	111396	104566	83754	69
MP_E1033_OC0821_PCR3	114719	104906	104385	104230	97870	79570	69.4
MP_E1034_OC0821_PCR1	115312	107309	106949	106545	99636	80698	70
MP_E1034_OC0821_PCR2	111234	101741	101326	100991	94111	74615	67.1
MP_E1034_OC0821_PCR3	113321	105545	105138	104831	97975	79250	69.9
MP_E1053_SKQ2021	66064	58298	57976	57875	54267	43077	65.2
MP_E1054_SKQ2021	80131	73606	73542	73430	69862	66414	82.9
MP_E1055_SKQ2021	95067	86441	86279	85961	81962	73268	77.1
MP_E1056_SKQ2021	91629	83760	83498	83436	79066	66887	73
MP_E1057_SKQ2021	116323	104533	103999	103743	96381	79150	68
MP_E1058_SKQ2021	103632	94766	94445	94212	88003	72284	69.8
MP_E1059_SKQ2021	109973	101808	101545	101428	97254	85652	77.9
MP_E1060_SKQ2021	132924	121482	121231	121052	116706	99793	75.1
MP_E1061_SKQ2021	105642	96269	95986	95647	89626	76230	72.2
MP_E1062_SKQ2021	102329	92372	92100	91954	87448	75183	73.5
MP_E1063_SKQ2021	92304	84855	84684	84599	80947	72629	78.7
MP_E1064_SKQ2021	112796	103528	103241	102945	98121	76533	67.9
MP_E1065_SKQ2021	122020	111912	111654	111414	106978	85151	69.8
MP_E1066_SKQ2021	123526	112714	112520	112285	108487	96438	78.1
MP_E1067_SKQ2021	98883	91188	91010	90989	87095	77748	78.6
MP_E1068_SKQ2021	99425	90455	89871	90083	86254	74220	74.6
MP_E1069_SKQ2021	116184	105853	105632	105405	101173	83889	72.2
MP_E1070_SKQ2021	79027	73105	72958	72844	69721	56278	71.2
MP_E1071_SKQ2021	130522	119430	119196	118908	114823	96042	73.6
MP_E1072_SKQ2021	120769	111142	110862	110764	107506	92532	76.6
MP_E1073_SKQ2021	123373	105832	105685	105521	101873	84883	68.8
MP_E1074_SKQ2021	119876	110369	110109	109902	105589	87003	72.6
MP_E1075_SKQ2021	103183	95165	94946	94767	90916	76802	74.4
