dada2_input	filtered	dada_f	dada_r	merged	nonchim	final_perc_reads_retained
MP_E1076_SKQ2021	77370	70859	70796	70661	68798	58487	75.6
MP_E1077_SKQ2021	111760	103054	102652	102388	96389	81851	73.2
MP_E1078_SKQ2021	115109	105170	104908	104463	99599	88082	76.5
MP_E1079_SKQ2021	99963	91919	91757	91560	87344	79939	80
MP_E1080_SKQ2021	97205	89837	89549	89317	82664	69970	72
MP_E1081_SKQ2021	95960	86537	86355	86299	82417	69083	72
MP_E1082_SKQ2021	99179	90749	90623	90421	87410	79788	80.4
MP_E1083_SKQ2021	69941	61327	61080	61046	57877	50801	72.6
MP_E1084_SKQ2021	123967	112787	112533	112353	107239	88116	71.1
MP_E1085_SKQ2021	103802	95451	95224	95077	91242	80829	77.9
MP_E1086_SKQ2021	112021	102971	102722	102528	97943	84220	75.2
MP_E1087_SKQ2021	117169	106070	105735	105598	100227	79756	68.1
MP_E1088_SKQ2021	111286	101613	101336	101020	96268	79676	71.6
MP_E1089_SKQ2021	116035	107106	106795	106548	101014	86043	74.2
MP_E1090_SKQ2021	116538	107334	107075	106927	102167	83131	71.3
MP_E1091_SKQ2021	118715	109190	108629	108410	101422	80741	68
MP_E1092_SKQ2021	113282	103343	103052	102822	98245	84371	74.5
MP_E1093_SKQ2021	126130	114756	114381	114181	108068	88907	70.5
MP_E1094_SKQ2021	108001	99303	98872	98504	94979	79366	73.5
MP_E1095_SKQ2021	108783	100868	100598	100561	96419	87229	80.2
MP_E1096_SKQ2021	111970	103276	102935	102827	97245	77838	69.5
MP_E1097_SKQ2021	98763	91355	91069	90841	86499	73702	74.6
MP_E1098_SKQ2021	99829	91327	90772	90792	85611	73081	73.2
MP_E1099_SKQ2021	111924	102941	102715	102485	97501	81884	73.2
MP_E1100_SKQ2021	99204	47811	47669	47548	25954	21400	21.6
MP_E1101_SKQ2021	105222	96854	96614	96414	88869	77096	73.3
MP_E1102_SKQ2021	123785	112989	112727	112463	104118	85912	69.4
MP_E1103_SKQ2021	111475	103249	102935	102526	95830	82015	73.6
MP_E1104_SKQ2021	124573	114077	113674	113418	105675	86224	69.2
MP_E1105_SKQ2021	113018	104054	103822	103510	95490	78347	69.3
MP_E1106_SKQ2021	98934	91345	90959	90744	83704	68065	68.8
MP_E1107_SKQ2021	135349	123337	122955	122606	115386	97209	71.8
MP_E1108_SKQ2021	123519	113008	112561	112384	103758	81081	65.6
MP_E1109_SKQ2021	3282	1992	1950	1966	1056	897	27.3
MP_E1110_SKQ2021	116080	107261	106868	106688	97814	76432	65.8
MP_E1111_SKQ2021	116143	107623	107223	106976	97320	75068	64.6
MP_E1112_SKQ2021	97154	89361	89090	88956	84997	77973	80.3
MP_E1113_SKQ2021	114685	104977	104586	104387	97364	77403	67.5
MP_E1114_SKQ2021	102944	94265	93973	93625	86673	69348	67.4
MP_E1115_SKQ2021	95385	85401	85260	84941	79936	69609	73
MP_E1116_SKQ2021	124527	114042	113556	113135	103273	78321	62.9
MP_E1117_SKQ2021	114723	103989	103814	103498	96036	81923	71.4
MP_E1118_SKQ2021	105695	95875	95453	95209	89806	75752	71.7
MP_E1119_SKQ2021	110362	69465	69204	69069	59170	47510	43
MP_E1120_SKQ2021	99248	85780	85589	85325	78287	64178	64.7
MP_E1121_SKQ2021	89436	81378	81157	81020	77011	67239	75.2
MP_E1122_SKQ2021	126662	116483	116236	115925	109856	87008	68.7
MP_E1123_SKQ2021	119422	108402	108150	107832	102017	81319	68.1
MP_E1124_SKQ2021	90914	82159	82027	81919	78828	74129	81.5
MP_E1125_SKQ2021	117189	107488	107378	107182	104665	93564	79.8
MP_E1126_SKQ2021	129519	118150	117564	117774	112790	95954	74.1
MP_E1127_SKQ2021	103322	95472	95288	95195	91983	80267	77.7
MP_E1128_SKQ2021	116284	106838	106685	106463	102775	87097	74.9
MP_E1129_SKQ2021	92566	83663	83515	83265	79817	73103	79
MP_E1130_SKQ2021	109483	99980	99606	99371	93625	79925	73
MP_E1131_SKQ2021	114299	104127	103979	103800	101102	89662	78.4
MP_E1132_SKQ2021	107873	99855	99729	99594	97610	85069	78.9
MP_E1133_SKQ2021	104802	95163	94865	94729	90585	80844	77.1
MP_E1134_SKQ2021	118479	107322	106894	106515	99505	80506	67.9
MP_E1135_SKQ2021	113988	103950	103774	103551	98756	82513	72.4
MP_E1136_SKQ2021	108982	99884	99556	99214	92459	70107	64.3
MP_E1137_SKQ2021	129267	117642	117061	116560	108702	80471	62.3
MP_E1138_SKQ2021	129300	119127	119041	118934	116772	110215	85.2
MP_E1139_SKQ2021	111731	103593	103316	103005	97642	72851	65.2
MP_E1140_SKQ2021	108638	100572	100328	100084	95807	79259	73
MP_E1141_SKQ2021	99892	91029	90893	90831	88089	78558	78.6
MP_E1142_SKQ2021	104516	95155	94815	94552	89143	73547	70.4
MP_E1143_SKQ2021	103708	95341	95046	94854	90162	77881	75.1
MP_E1144_SKQ2021	115805	106095	105842	105712	101538	85873	74.2
MP_E1145_SKQ2021	97494	84939	84750	84683	82222	72387	74.2
MP_E1146_SKQ2021	117634	108266	108011	107953	104435	89015	75.7
MP_E1172_OC0622	57950	53287	52995	52862	49690	40547	70
MP_E1173_OC0622	33497	30813	30517	30292	27034	21574	64.4
MP_E1174_OC0622	41203	37687	37578	37445	36393	33196	80.6
MP_E1229_OC0822_PCR1	123244	113914	113216	112483	103012	83701	67.9
MP_E1229_OC0822_PCR2	117732	107411	106650	106118	96755	79650	67.7
MP_E1229_OC0822_PCR3	122938	113438	112635	112194	102516	83804	68.2
MP_E1230_OC0822_PCR1	50513	46535	46147	45945	41325	33578	66.5
MP_E1230_OC0822_PCR2	60654	55693	55298	55117	49908	40806	67.3
MP_E1230_OC0822_PCR3	41558	37856	37592	37594	34368	29281	70.5
MP_E1231_OC0822_PCR1	304	288	278	280	233	208	68.4
MP_E1231_OC0822_PCR2	62645	57910	57578	57389	52668	44721	71.4
MP_E1231_OC0822_PCR3	71190	65462	65070	64937	60096	52259	73.4
MP_E1240_OC0922	83341	77171	76947	76936	74827	68027	81.6
MP_E1241_OC0922	74658	65708	65348	65266	62397	51493	69
MP_E1242_OC0922	147788	135096	134488	133844	126264	96046	65
MP_E1243_OC0922	24103	21117	20878	20965	20031	18575	77.1
MP_E1244_OC0922	49467	45084	44862	44774	42711	37736	76.3
MP_E1245_OC0922	60411	54753	54540	54508	52788	46939	77.7
MP_E1246_OC0922	145068	124723	124066	123519	117233	95386	65.8
MP_E1247_OC0922	19595	17251	16989	17141	16300	15284	78
MP_E1248_OC0922	64037	58605	58280	58143	54850	48017	75
MP_E1249_OC0922	32648	24818	24536	24705	23768	21308	65.3
MP_E1250_OC0922	99655	92321	91985	91856	88001	75596	75.9
MP_E1251_OC0922	85045	77236	76930	76799	73999	52719	62
MP_E1252_OC0922	156786	138548	138094	137346	129328	92034	58.7
MP_E1253_OC0922	122222	106704	106290	106026	100547	79787	65.3
MP_E1254_OC0922	114046	104165	103525	103089	95649	80162	70.3
MP_E1255_OC0922	119257	109853	109339	108712	101818	88891	74.5
MP_E1256_OC0922	142154	127108	126680	126225	121446	95736	67.3
MP_E1257_OC0922	56049	51832	51728	51674	50568	43176	77
MP_E1258_OC0922	43950	40291	40222	40208	39700	37284	84.8
MP_E1259_OC0922	81716	73616	73375	73354	71160	61915	75.8
MP_E1260_OC0922	150603	136928	136309	135448	127088	94838	63
MP_E1261_OC0922	143001	129623	129243	128876	125000	100503	70.3
MP_E1262_OC0922	145679	133284	132885	132712	129236	102946	70.7
MP_E1263_OC0922	115054	88868	88424	88185	83202	60614	52.7
MP_E1265_OC0922_PCR1	89893	80927	80676	80448	76317	56914	63.3
MP_E1265_OC0922_PCR2	89674	81551	81336	81077	77177	59079	65.9
MP_E1265_OC0922_PCR3	103179	93965	93647	93409	88833	68474	66.4
MP_E1266_OC0922_PCR1	175725	160415	159783	159003	149863	112403	64
MP_E1266_OC0922_PCR2	187094	171327	170779	169782	160333	119299	63.8
MP_E1266_OC0922_PCR3	160595	145863	145212	144647	136234	102020	63.5
MP_E1267_OC0922_PCR1	140414	128064	127605	127115	119780	81782	58.2
MP_E1267_OC0922_PCR2	148250	134700	134241	133555	125658	84750	57.2
MP_E1267_OC0922_PCR3	127311	116563	116206	115837	109968	79189	62.2
MP_E1275_OC1021	101765	92930	92322	92135	85498	68527	67.3
MP_E1276_OC1021	18769	17221	17149	17071	16514	14656	78.1
MP_E1277_OC1021	36203	33276	33077	33000	31545	28721	79.3
MP_E1278_OC1021	52557	48042	47807	47752	44962	38523	73.3
MP_E1279_OC1021	149496	137799	136778	136000	125480	102605	68.6
MP_E1280_OC1021	123162	114237	113508	113166	105438	89243	72.5
MP_E1281_OC1021	52048	47361	46948	46807	42829	34690	66.7
MP_E1282_OC1021	67716	62285	61796	61538	55530	43400	64.1
MP_E1283_OC1021	109884	99938	99415	99326	93635	82013	74.6
MP_E1284_OC1021	12951	11673	11587	11619	11293	10675	82.4
MP_E1285_OC1021	104652	97024	96286	95929	87705	66641	63.7
MP_E1286_OC1021	27201	25198	25042	25014	23802	20744	76.3
MP_E1287_OC1021	131980	121431	120629	120244	110645	87784	66.5
MP_E1288_OC1021	103573	94671	94092	93796	87349	72524	70
MP_E1289_OC1021	122997	111989	111230	110807	103766	88280	71.8
MP_E1290_OC1021	103638	95032	94224	93514	82805	65135	62.8
MP_E1291_OC1021	137368	122700	122300	121502	114378	89066	64.8
MP_E1292_OC1021	46850	42707	42519	42349	40890	36337	77.6
MP_E1293_OC1021	85822	79134	78723	78342	71960	59926	69.8
MP_E1294_OC1021	12438	11304	11252	11252	10993	10788	86.7
MP_E1295_OC1021	138893	125996	125304	124574	114373	91304	65.7
MP_E1296_OC1021	104236	96225	96058	95756	93098	87106	83.6
MP_E1297_OC1021	117426	107899	107591	107322	102679	91921	78.3
MP_E1298_OC1021	6977	6219	6180	6172	5881	5787	82.9
MP_E1299_OC1021	93000	85698	85683	85652	84105	83620	89.9
MP_E1300_OC1021	36404	33116	33102	33100	32552	32543	89.4
MP_E1301_OC1021	7957	7350	7309	7304	7078	6996	87.9
MP_E1302_OC1021	29980	27866	27837	27841	27250	27222	90.8
MP_E1303_OC1021	36408	32074	32046	32035	28911	28895	79.4
MP_E1304_OC1021	110116	100803	100657	100713	98688	98258	89.2
MP_E1305_OC1021	67565	61956	61942	61928	61218	60979	90.3
MP_E1306_OC1021	34153	30686	30669	30662	29686	29673	86.9
MP_E1307_OC1021	31685	29064	29055	29042	28154	27975	88.3
MP_E1308_OC1021	46242	39164	39152	39087	38747	38710	83.7
MP_E1309_OC1021	18096	16508	16494	16495	15788	15781	87.2
MP_E1310_OC1021	50158	45596	45591	45481	45194	45188	90.1
MP_E1312_OC1021	125050	113751	113728	113679	111425	109773	87.8
MP_E1313_OC1021	8691	7671	7657	7654	7261	7258	83.5
MP_E1315_OC1021	19333	17777	17767	17763	17102	17060	88.2
MP_E1316_OC1021	9479	8386	8380	8382	8119	8110	85.6
MP_E1317_OC1021	4070	3648	3642	3636	3513	3504	86.1
MP_E1318_OC1021	23000	20013	20003	20002	18091	18087	78.6
MP_E1319_OC1021	50529	41434	41401	41421	40116	40109	79.4
MP_E1320_OC1021	48593	44976	44964	44918	44519	44462	91.5
MP_E1321_OC1021	110018	100291	100247	100201	97811	97456	88.6
MP_E1322_OC1021	57550	52162	52123	52088	51415	51301	89.1
MP_E1323_OC1021_PCR1	3196	2933	2896	2892	2686	2184	68.3
MP_E1323_OC1021_PCR2	116093	106642	106176	106141	100267	77869	67.1
MP_E1323_OC1021_PCR3	116208	107269	106741	106767	100863	79209	68.2
MP_E1324_OC1021_PCR1	120678	111619	110983	111120	105091	82025	68
MP_E1324_OC1021_PCR2	104321	94812	94471	94448	89763	71114	68.2
MP_E1324_OC1021_PCR3	102468	92842	92514	92476	87652	69148	67.5
MP_E1325_OC1021_PCR1	120991	112141	111732	111501	105418	83984	69.4
MP_E1325_OC1021_PCR2	129193	118791	118382	118256	111687	89319	69.1
MP_E1325_OC1021_PCR3	131625	121490	121088	120929	114614	91699	69.7
MP_E1389_OC0722	120580	109584	108982	108720	101023	69449	57.6
MP_E1390_OC0722	114537	105208	104559	104177	96928	75467	65.9
MP_E1391_OC0722	118240	109409	108836	108451	101328	79629	67.3
MP_E1403_OC0722	36439	33405	33212	33087	31720	27822	76.4
MP_E1404_OC0722	59244	53369	53208	53116	49027	45490	76.8
MP_E1406_OC0722	42262	39271	38997	38981	37294	32779	77.6
MP_E1408_OC0722	86790	79405	79380	79359	77014	76841	88.5
MP_E1410_OC0722	137271	125938	125095	124429	114329	76446	55.7
MP_E1412_OC0722	116039	106247	105819	105516	100502	80932	69.7
MP_E1414_OC0722	109226	100906	100524	100190	94676	69781	63.9
MP_E1416_OC0722	133038	122660	122352	121735	115945	88167	66.3
MP_E1418_OC0722	130667	118532	117925	117531	108292	78880	60.4
MP_E1420_OC0722	33318	30175	29946	29901	27896	24158	72.5
MP_E1422_OC0722	120009	110189	109777	109545	104213	85681	71.4
MP_E1424_OC0722	69866	64231	63992	63909	61056	55435	79.3
MP_E1426_OC0722	174409	159367	158754	158210	150208	111134	63.7
MP_E1845_OC0623	106666	88440	87825	87738	80952	63777	59.8
MP_E1846_OC0623	130848	118302	117708	117025	107972	82841	63.3
MP_E1847_OC0623	101841	91178	90663	90195	83159	62955	61.8
MP_E1849_OC0723	105969	91374	90944	90590	83605	63580	60
MP_E1850_OC0723	58206	52646	52434	52320	50423	46912	80.6
MP_E1851_OC0723	22685	21072	20918	20788	19726	18015	79.4
MP_E1852_OC0723	118678	104826	104380	104033	96984	82656	69.6
MP_E1853_OC0723	151235	136853	136316	135678	128739	106043	70.1
MP_E1854_OC0723	145398	131876	131261	130881	121058	86041	59.2
MP_E1855_OC0723	128926	117750	117204	116811	109192	82675	64.1
MP_E1856_OC0723	124758	114438	113783	113110	102214	83415	66.9
MP_E1857_OC0723	122089	112302	111668	111276	103540	85411	70
MP_E1858_OC0723	53273	48803	48541	48624	46059	40462	76
MP_E1859_OC0723	102759	94702	94032	94021	86604	72950	71
MP_E1860_OC0723	50938	47089	46890	46775	44619	40991	80.5
MP_E1861_OC0723	141903	128967	128390	127757	118628	105677	74.5
MP_E1862_OC0723	122483	112017	111596	111203	105405	92572	75.6
MP_E1863_OC0723	44305	40492	40286	40151	38171	33815	76.3
MP_E1864_OC0723	135903	125250	124738	124311	117471	101618	74.8
MP_E1865_OC0723	130842	119674	118953	118469	109460	85719	65.5
MP_E1866_OC0723	137184	124363	124081	124001	122051	115683	84.3
MP_E1867_OC0723	143861	132808	132588	132299	129553	114350	79.5
MP_E1868_OC0723	111294	101512	101196	100888	96310	85099	76.5
MP_E1869_OC0723	121260	111299	110726	110277	102024	82894	68.4
MP_E1870_OC0723	97157	89776	89244	88952	82682	72428	74.5
MP_E1871_OC0723	103499	94643	94302	94180	89733	79756	77.1
MP_E1872_OC0723	102679	93648	93246	93073	87426	76841	74.8
MP_E1873_OC0723	113329	104357	103946	103698	98078	71165	62.8
MP_E1874_OC0723	120318	109698	109237	108914	103207	76987	64
MP_E1875_OC0723	91527	84437	84127	83957	80103	60882	66.5
MP_E2128_1B	89164	4266	4253	4244	4155	3594	4
MP_E2128_2B	102832	39868	39742	39701	38558	35558	34.6
MP_E2128_3B	30133	6109	6107	6106	6049	5964	19.8
MP_E2128_4B	121668	48617	48476	48420	47218	44276	36.4
MP_E2129_1B	91392	9828	9812	9795	9659	9317	10.2
MP_E2129_2B	106236	27860	27799	27772	27282	26422	24.9
MP_E2129_3B	75029	51408	51352	51333	50576	46631	62.2
MP_E2129_4B	110037	71269	71134	70975	69497	63324	57.5
MP_E2129_5B	107074	13868	13831	13832	13395	12541	11.7
MP_E2130_1B	95132	44955	44855	44725	43221	38779	40.8
MP_E2130_2B	75254	44780	44639	44556	42666	36384	48.3
MP_E2130_3B	74395	29943	29857	29802	28552	25592	34.4
MP_E2130_4B	37832	21438	21298	21372	20847	19548	51.7
MP_E2130_5B	84561	33581	33521	33527	32820	30107	35.6
MP_E2131_1B	59145	52197	51853	51908	49723	40428	68.4
MP_E2131_2B	132692	118211	117775	117707	114991	98559	74.3
MP_E2131_3B	82089	75356	74998	74683	70000	59848	72.9
MP_E2131_4B	115697	102243	101821	101515	96943	80118	69.2
MP_E2131_5B	113816	101033	100568	100182	94757	79197	69.6
MP_E2132_1B	111798	44835	44628	44617	43348	39689	35.5
MP_E2132_2B	71872	19296	19277	19277	18893	18373	25.6
MP_E2132_3B	77731	24401	24337	24300	23871	22972	29.6
MP_E2132_4B	79439	26456	26427	26405	26171	22618	28.5
MP_E2132_5B	141128	35885	35815	35736	34968	34094	24.2
MP_E2133_1B	102762	77085	76693	76755	74886	58005	56.4
MP_E2133_2B	91257	69533	69166	68977	62408	48128	52.7
MP_E2133_3B	104061	86531	86408	86223	84631	68467	65.8
MP_E2133_4B	112378	83746	83382	83311	79530	62175	55.3
MP_E2133_5B	39260	33306	33210	33205	32345	28466	72.5
MP_E2134_1B	45146	37587	37533	37479	36997	35869	79.5
MP_E2134_2B	68838	40458	40359	40347	39459	34414	50
MP_E2134_3B	184597	165655	165292	165415	159423	150019	81.3
MP_E2134_4B	74288	14085	14052	14025	13743	13254	17.8
MP_E2134_5B	87648	20900	20671	20830	20237	17777	20.3
MP_E2135_1B	105247	80713	80521	80551	78865	67343	64
MP_E2135_2B	116087	31600	31538	31509	30689	29161	25.1
MP_E2135_3B	78355	51909	51743	51724	50631	49019	62.6
MP_E2135_4B	61175	34680	34584	34565	33810	32135	52.5
MP_E2135_5B	1311	363	361	356	346	340	25.9
MP_E2136_1B	107614	27590	27545	27528	26098	23253	21.6
MP_E2136_2B	74964	33048	33015	33000	32275	28747	38.3
MP_E2136_3B	87509	27624	27482	27544	27074	22798	26.1
MP_E2136_4B	83376	10804	10787	10776	10608	10087	12.1
MP_E2136_5B	90122	20860	20842	20807	20213	18221	20.2
MP_E2137_1B	52130	35362	35283	35224	34570	33602	64.5
MP_E446_1B_PCR2	104023	95021	94667	94366	89441	77043	74.1
MP_E446_1B_PCR3	100529	93438	93099	92768	87966	74998	74.6
MP_E446_2B_PCR2	94286	86225	85787	85486	79436	65013	69
MP_E446_2B_PCR3	107154	99250	98762	98398	92080	76409	71.3
MP_E446_3B_PCR2	107098	98524	98060	97680	90264	72584	67.8
MP_E446_3B_PCR3	110185	98052	97513	97136	89193	71528	64.9
MP_E447_1B_PCR2	110856	100873	100194	99862	89756	68273	61.6
MP_E447_1B_PCR3	15531	14178	14022	13905	12041	9221	59.4
MP_E447_2B_PCR2	119861	109373	108642	107984	94987	67883	56.6
MP_E447_2B_PCR3	118566	107835	107030	106583	94005	69568	58.7
MP_E447_3B_PCR2	133158	122178	121770	121471	115220	96833	72.7
MP_E447_3B_PCR3	125979	115860	115414	114867	108831	90972	72.2
MP_E448_1B_PCR2	89458	81100	80575	80071	70834	53089	59.3
MP_E448_1B_PCR3	110174	100054	99359	98886	89127	68464	62.1
MP_E448_2B_PCR2	82055	73294	72995	72645	66522	53675	65.4
MP_E448_2B_PCR3	76700	69730	69421	69177	63503	50689	66.1
MP_E448_3B_PCR2	107074	98357	97912	97441	89091	66114	61.7
MP_E448_3B_PCR3	78531	68481	68219	67963	62802	50312	64.1
MP_E449_1B_PCR2	107979	99156	98632	98109	89670	62146	57.6
MP_E449_1B_PCR3	130536	119627	119015	118343	108552	74693	57.2
MP_E449_2B_PCR2	98893	85927	85495	84920	75958	50268	50.8
MP_E449_2B_PCR3	106090	93381	92891	92235	82625	55349	52.2
MP_E449_3B_PCR2	100408	92389	91889	91370	82910	57461	57.2
MP_E449_3B_PCR3	112364	103081	102494	102080	93258	64035	57
MP_E450_1B_PCR2	109007	99901	99443	98863	90819	63603	58.3
MP_E450_1B_PCR3	97385	89918	89523	89309	83422	64292	66
MP_E450_2B_PCR2	108471	99861	99334	99081	92377	67908	62.6
MP_E450_2B_PCR3	96111	87111	86720	86559	81551	62298	64.8
MP_E450_3B_PCR2	114630	105635	105083	104594	96878	67012	58.5
MP_E450_3B_PCR3	97509	89431	88982	88829	83607	63229	64.8
MP_E475_PCR2	120727	109436	108798	108256	98213	71291	59.1
MP_E475_PCR3	103173	94730	94137	93621	84747	61149	59.3
MP_E486_PCR2	99936	87377	86881	86692	80582	68928	69
MP_E486_PCR3	111308	102362	101889	101511	95166	80092	72
MP_E492_1B_PCR2	85767	78717	78506	78443	75924	71149	83
MP_E492_1B_PCR3	85897	78893	78759	78571	76289	71686	83.5
MP_E494_PCR2	105631	97097	96578	96260	89340	74316	70.4
MP_E494_PCR3	122967	112789	112200	111793	103599	86162	70.1
MP_E496_1T_PCR2	100723	92832	92185	91615	80494	62880	62.4
MP_E496_1T_PCR3	131852	120415	119625	119234	107975	87946	66.7
MP_E496_3B_PCR2	96415	89818	89046	88415	76882	58077	60.2
MP_E496_3B_PCR3	111692	103137	102229	101367	87240	63328	56.7
MP_E498_1B_PCR2	115513	106006	105543	105173	98445	80387	69.6
MP_E498_1B_PCR3	103965	95458	95060	94552	87629	70119	67.4
MP_E498_2B_PCR2	22061	20020	19873	19805	18656	15106	68.5
MP_E498_2B_PCR3	119367	108645	108263	107921	102683	81249	68.1
MP_E498_3B_PCR2	97159	89152	88569	88124	78604	58450	60.2
MP_E498_3B_PCR3	101648	94218	93709	93319	84469	64888	63.8
MP_E573_1B_PCR2	107037	97505	97114	96601	89856	77797	72.7
MP_E573_1B_PCR3	77546	71880	71569	71284	66416	57739	74.5
MP_E573_2B_PCR2	111460	102925	102597	102138	96526	83890	75.3
MP_E573_2B_PCR3	141425	130030	129540	129160	122755	107047	75.7
MP_E573_3B_PCR2	108566	99386	99030	98564	92113	78005	71.9
MP_E573_3B_PCR3	111219	102573	102163	101620	94767	79002	71
MP_E574_1B_PCR2	86144	77098	76866	76640	73815	60703	70.5
MP_E574_1B_PCR3	90679	83497	83257	83038	80129	66230	73
MP_E574_2B_PCR2	97919	90194	89856	89383	82735	65892	67.3
MP_E574_2B_PCR3	73290	67479	67209	66864	61785	49464	67.5
MP_E574_3B_PCR2	91893	85166	84883	84655	79811	68635	74.7
MP_E574_3B_PCR3	95199	88228	87875	87551	81885	67938	71.4
MP_E575_1B_PCR2	90849	84321	83931	83761	78055	56975	62.7
MP_E575_1B_PCR3	115287	106745	106229	106037	98396	69564	60.3
MP_E575_2B_PCR2	102241	94524	94172	93865	88098	65562	64.1
MP_E575_2B_PCR3	105935	96934	96480	96318	90050	65999	62.3
MP_E575_3B_PCR2	106908	98908	98562	98454	93209	69801	65.3
MP_E575_3B_PCR3	87299	74421	74154	74042	69305	51351	58.8
MP_E598_1B_PCR2	113014	104102	103661	103258	97946	88089	77.9
MP_E598_1B_PCR3	107321	96024	95732	95260	90893	82365	76.7
MP_E598_2B_PCR2	115488	105985	105454	105079	99081	86960	75.3
MP_E598_2B_PCR3	109036	100600	100231	99925	94930	83701	76.8
MP_E598_3B_PCR2	108779	101133	100534	100090	92405	77154	70.9
MP_E598_3B_PCR3	106204	97456	96956	96527	89421	76139	71.7
MP_E600_1B_PCR2	107429	97184	96739	96464	88702	70907	66
MP_E600_1B_PCR3	118400	109117	108600	108219	99239	77397	65.4
MP_E600_2B_PCR2	103347	94971	94536	94162	86814	66699	64.5
MP_E600_2B_PCR3	102849	94432	94110	93749	87167	68928	67
MP_E600_3B_PCR2	101358	90956	90697	90188	82932	63359	62.5
MP_E600_3B_PCR3	121700	111022	110513	110109	99937	73983	60.8
MP_E610_NC	17	14	8	11	6	5	29.4
MP_POSITIVE	25190	21238	21236	21231	79	72	0.3
