reads.in	reads.out
MP_E1032_OC0821_PCR1_R1_trimmed.fq.gz	91410	83691
MP_E1032_OC0821_PCR2_R1_trimmed.fq.gz	111291	97222
MP_E1032_OC0821_PCR3_R1_trimmed.fq.gz	122117	113037
MP_E1033_OC0821_PCR1_R1_trimmed.fq.gz	123209	113771
MP_E1033_OC0821_PCR2_R1_trimmed.fq.gz	121303	112284
MP_E1033_OC0821_PCR3_R1_trimmed.fq.gz	114719	104906
MP_E1034_OC0821_PCR1_R1_trimmed.fq.gz	115312	107309
MP_E1034_OC0821_PCR2_R1_trimmed.fq.gz	111234	101741
MP_E1034_OC0821_PCR3_R1_trimmed.fq.gz	113321	105545
MP_E1053_SKQ2021_R1_trimmed.fq.gz	66064	58298
MP_E1054_SKQ2021_R1_trimmed.fq.gz	80131	73606
MP_E1055_SKQ2021_R1_trimmed.fq.gz	95067	86441
MP_E1056_SKQ2021_R1_trimmed.fq.gz	91629	83760
MP_E1057_SKQ2021_R1_trimmed.fq.gz	116323	104533
MP_E1058_SKQ2021_R1_trimmed.fq.gz	103632	94766
MP_E1059_SKQ2021_R1_trimmed.fq.gz	109973	101808
MP_E1060_SKQ2021_R1_trimmed.fq.gz	132924	121482
MP_E1061_SKQ2021_R1_trimmed.fq.gz	105642	96269
MP_E1062_SKQ2021_R1_trimmed.fq.gz	102329	92372
MP_E1063_SKQ2021_R1_trimmed.fq.gz	92304	84855
MP_E1064_SKQ2021_R1_trimmed.fq.gz	112796	103528
MP_E1065_SKQ2021_R1_trimmed.fq.gz	122020	111912
MP_E1066_SKQ2021_R1_trimmed.fq.gz	123526	112714
MP_E1067_SKQ2021_R1_trimmed.fq.gz	98883	91188
MP_E1068_SKQ2021_R1_trimmed.fq.gz	99425	90455
MP_E1069_SKQ2021_R1_trimmed.fq.gz	116184	105853
MP_E1070_SKQ2021_R1_trimmed.fq.gz	79027	73105
MP_E1071_SKQ2021_R1_trimmed.fq.gz	130522	119430
MP_E1072_SKQ2021_R1_trimmed.fq.gz	120769	111142
MP_E1073_SKQ2021_R1_trimmed.fq.gz	123373	105832
MP_E1074_SKQ2021_R1_trimmed.fq.gz	119876	110369
MP_E1075_SKQ2021_R1_trimmed.fq.gz	103183	95165
MP_E1076_SKQ2021_R1_trimmed.fq.gz	77370	70859
MP_E1077_SKQ2021_R1_trimmed.fq.gz	111760	103054
MP_E1078_SKQ2021_R1_trimmed.fq.gz	115109	105170
MP_E1079_SKQ2021_R1_trimmed.fq.gz	99963	91919
MP_E1080_SKQ2021_R1_trimmed.fq.gz	97205	89837
MP_E1081_SKQ2021_R1_trimmed.fq.gz	95960	86537
MP_E1082_SKQ2021_R1_trimmed.fq.gz	99179	90749
MP_E1083_SKQ2021_R1_trimmed.fq.gz	69941	61327
MP_E1084_SKQ2021_R1_trimmed.fq.gz	123967	112787
MP_E1085_SKQ2021_R1_trimmed.fq.gz	103802	95451
MP_E1086_SKQ2021_R1_trimmed.fq.gz	112021	102971
MP_E1087_SKQ2021_R1_trimmed.fq.gz	117169	106070
MP_E1088_SKQ2021_R1_trimmed.fq.gz	111286	101613
MP_E1089_SKQ2021_R1_trimmed.fq.gz	116035	107106
MP_E1090_SKQ2021_R1_trimmed.fq.gz	116538	107334
MP_E1091_SKQ2021_R1_trimmed.fq.gz	118715	109190
MP_E1092_SKQ2021_R1_trimmed.fq.gz	113282	103343
MP_E1093_SKQ2021_R1_trimmed.fq.gz	126130	114756
MP_E1094_SKQ2021_R1_trimmed.fq.gz	108001	99303
MP_E1095_SKQ2021_R1_trimmed.fq.gz	108783	100868
MP_E1096_SKQ2021_R1_trimmed.fq.gz	111970	103276
MP_E1097_SKQ2021_R1_trimmed.fq.gz	98763	91355
MP_E1098_SKQ2021_R1_trimmed.fq.gz	99829	91327
MP_E1099_SKQ2021_R1_trimmed.fq.gz	111924	102941
MP_E1100_SKQ2021_R1_trimmed.fq.gz	99204	47811
MP_E1101_SKQ2021_R1_trimmed.fq.gz	105222	96854
MP_E1102_SKQ2021_R1_trimmed.fq.gz	123785	112989
MP_E1103_SKQ2021_R1_trimmed.fq.gz	111475	103249
MP_E1104_SKQ2021_R1_trimmed.fq.gz	124573	114077
MP_E1105_SKQ2021_R1_trimmed.fq.gz	113018	104054
MP_E1106_SKQ2021_R1_trimmed.fq.gz	98934	91345
MP_E1107_SKQ2021_R1_trimmed.fq.gz	135349	123337
MP_E1108_SKQ2021_R1_trimmed.fq.gz	123519	113008
