reads.in	reads.out
MP_E1109_SKQ2021_R1_trimmed.fq.gz	3282	1992
MP_E1110_SKQ2021_R1_trimmed.fq.gz	116080	107261
MP_E1111_SKQ2021_R1_trimmed.fq.gz	116143	107623
MP_E1112_SKQ2021_R1_trimmed.fq.gz	97154	89361
MP_E1113_SKQ2021_R1_trimmed.fq.gz	114685	104977
MP_E1114_SKQ2021_R1_trimmed.fq.gz	102944	94265
MP_E1115_SKQ2021_R1_trimmed.fq.gz	95385	85401
MP_E1116_SKQ2021_R1_trimmed.fq.gz	124527	114042
MP_E1117_SKQ2021_R1_trimmed.fq.gz	114723	103989
MP_E1118_SKQ2021_R1_trimmed.fq.gz	105695	95875
MP_E1119_SKQ2021_R1_trimmed.fq.gz	110362	69465
MP_E1120_SKQ2021_R1_trimmed.fq.gz	99248	85780
MP_E1121_SKQ2021_R1_trimmed.fq.gz	89436	81378
MP_E1122_SKQ2021_R1_trimmed.fq.gz	126662	116483
MP_E1123_SKQ2021_R1_trimmed.fq.gz	119422	108402
MP_E1124_SKQ2021_R1_trimmed.fq.gz	90914	82159
MP_E1125_SKQ2021_R1_trimmed.fq.gz	117189	107488
MP_E1126_SKQ2021_R1_trimmed.fq.gz	129519	118150
MP_E1127_SKQ2021_R1_trimmed.fq.gz	103322	95472
MP_E1128_SKQ2021_R1_trimmed.fq.gz	116284	106838
MP_E1129_SKQ2021_R1_trimmed.fq.gz	92566	83663
MP_E1130_SKQ2021_R1_trimmed.fq.gz	109483	99980
MP_E1131_SKQ2021_R1_trimmed.fq.gz	114299	104127
MP_E1132_SKQ2021_R1_trimmed.fq.gz	107873	99855
MP_E1133_SKQ2021_R1_trimmed.fq.gz	104802	95163
MP_E1134_SKQ2021_R1_trimmed.fq.gz	118479	107322
MP_E1135_SKQ2021_R1_trimmed.fq.gz	113988	103950
MP_E1136_SKQ2021_R1_trimmed.fq.gz	108982	99884
MP_E1137_SKQ2021_R1_trimmed.fq.gz	129267	117642
MP_E1138_SKQ2021_R1_trimmed.fq.gz	129300	119127
MP_E1139_SKQ2021_R1_trimmed.fq.gz	111731	103593
MP_E1140_SKQ2021_R1_trimmed.fq.gz	108638	100572
MP_E1141_SKQ2021_R1_trimmed.fq.gz	99892	91029
MP_E1142_SKQ2021_R1_trimmed.fq.gz	104516	95155
MP_E1143_SKQ2021_R1_trimmed.fq.gz	103708	95341
MP_E1144_SKQ2021_R1_trimmed.fq.gz	115805	106095
MP_E1145_SKQ2021_R1_trimmed.fq.gz	97494	84939
MP_E1146_SKQ2021_R1_trimmed.fq.gz	117634	108266
MP_E1172_OC0622_R1_trimmed.fq.gz	57950	53287
MP_E1173_OC0622_R1_trimmed.fq.gz	33497	30813
MP_E1174_OC0622_R1_trimmed.fq.gz	41203	37687
MP_E1229_OC0822_PCR1_R1_trimmed.fq.gz	123244	113914
MP_E1229_OC0822_PCR2_R1_trimmed.fq.gz	117732	107411
MP_E1229_OC0822_PCR3_R1_trimmed.fq.gz	122938	113438
MP_E1230_OC0822_PCR1_R1_trimmed.fq.gz	50513	46535
MP_E1230_OC0822_PCR2_R1_trimmed.fq.gz	60654	55693
MP_E1230_OC0822_PCR3_R1_trimmed.fq.gz	41558	37856
MP_E1231_OC0822_PCR1_R1_trimmed.fq.gz	304	288
MP_E1231_OC0822_PCR2_R1_trimmed.fq.gz	62645	57910
MP_E1231_OC0822_PCR3_R1_trimmed.fq.gz	71190	65462
MP_E1240_OC0922_R1_trimmed.fq.gz	83341	77171
MP_E1241_OC0922_R1_trimmed.fq.gz	74658	65708
MP_E1242_OC0922_R1_trimmed.fq.gz	147788	135096
MP_E1243_OC0922_R1_trimmed.fq.gz	24103	21117
MP_E1244_OC0922_R1_trimmed.fq.gz	49467	45084
MP_E1245_OC0922_R1_trimmed.fq.gz	60411	54753
MP_E1246_OC0922_R1_trimmed.fq.gz	145068	124723
MP_E1247_OC0922_R1_trimmed.fq.gz	19595	17251
MP_E1248_OC0922_R1_trimmed.fq.gz	64037	58605
MP_E1249_OC0922_R1_trimmed.fq.gz	32648	24818
MP_E1250_OC0922_R1_trimmed.fq.gz	99655	92321
MP_E1251_OC0922_R1_trimmed.fq.gz	85045	77236
MP_E1252_OC0922_R1_trimmed.fq.gz	156786	138548
MP_E1253_OC0922_R1_trimmed.fq.gz	122222	106704
MP_E1254_OC0922_R1_trimmed.fq.gz	114046	104165
MP_E1255_OC0922_R1_trimmed.fq.gz	119257	109853
MP_E1256_OC0922_R1_trimmed.fq.gz	142154	127108
MP_E1257_OC0922_R1_trimmed.fq.gz	56049	51832
MP_E1258_OC0922_R1_trimmed.fq.gz	43950	40291
MP_E1259_OC0922_R1_trimmed.fq.gz	81716	73616
MP_E1260_OC0922_R1_trimmed.fq.gz	150603	136928
MP_E1261_OC0922_R1_trimmed.fq.gz	143001	129623
MP_E1262_OC0922_R1_trimmed.fq.gz	145679	133284
MP_E1263_OC0922_R1_trimmed.fq.gz	115054	88868
MP_E1265_OC0922_PCR1_R1_trimmed.fq.gz	89893	80927
MP_E1265_OC0922_PCR2_R1_trimmed.fq.gz	89674	81551
MP_E1265_OC0922_PCR3_R1_trimmed.fq.gz	103179	93965
MP_E1266_OC0922_PCR1_R1_trimmed.fq.gz	175725	160415
MP_E1266_OC0922_PCR2_R1_trimmed.fq.gz	187094	171327
MP_E1266_OC0922_PCR3_R1_trimmed.fq.gz	160595	145863
MP_E1267_OC0922_PCR1_R1_trimmed.fq.gz	140414	128064
MP_E1267_OC0922_PCR2_R1_trimmed.fq.gz	148250	134700
MP_E1267_OC0922_PCR3_R1_trimmed.fq.gz	127311	116563
MP_E1275_OC1021_R1_trimmed.fq.gz	101765	92930
MP_E1276_OC1021_R1_trimmed.fq.gz	18769	17221
MP_E1277_OC1021_R1_trimmed.fq.gz	36203	33276
MP_E1278_OC1021_R1_trimmed.fq.gz	52557	48042
MP_E1279_OC1021_R1_trimmed.fq.gz	149496	137799
MP_E1280_OC1021_R1_trimmed.fq.gz	123162	114237
MP_E1281_OC1021_R1_trimmed.fq.gz	52048	47361
MP_E1282_OC1021_R1_trimmed.fq.gz	67716	62285
MP_E1283_OC1021_R1_trimmed.fq.gz	109884	99938
MP_E1284_OC1021_R1_trimmed.fq.gz	12951	11673
MP_E1285_OC1021_R1_trimmed.fq.gz	104652	97024
MP_E1286_OC1021_R1_trimmed.fq.gz	27201	25198
MP_E1287_OC1021_R1_trimmed.fq.gz	131980	121431
MP_E1288_OC1021_R1_trimmed.fq.gz	103573	94671
MP_E1289_OC1021_R1_trimmed.fq.gz	122997	111989
MP_E1290_OC1021_R1_trimmed.fq.gz	103638	95032
MP_E1291_OC1021_R1_trimmed.fq.gz	137368	122700
MP_E1292_OC1021_R1_trimmed.fq.gz	46850	42707
MP_E1293_OC1021_R1_trimmed.fq.gz	85822	79134
MP_E1294_OC1021_R1_trimmed.fq.gz	12438	11304
MP_E1295_OC1021_R1_trimmed.fq.gz	138893	125996
MP_E1296_OC1021_R1_trimmed.fq.gz	104236	96225
MP_E1297_OC1021_R1_trimmed.fq.gz	117426	107899
MP_E1298_OC1021_R1_trimmed.fq.gz	6977	6219
MP_E1299_OC1021_R1_trimmed.fq.gz	93000	85698
MP_E1300_OC1021_R1_trimmed.fq.gz	36404	33116
MP_E1301_OC1021_R1_trimmed.fq.gz	7957	7350
MP_E1302_OC1021_R1_trimmed.fq.gz	29980	27866
MP_E1303_OC1021_R1_trimmed.fq.gz	36408	32074
MP_E1304_OC1021_R1_trimmed.fq.gz	110116	100803
MP_E1305_OC1021_R1_trimmed.fq.gz	67565	61956
MP_E1306_OC1021_R1_trimmed.fq.gz	34153	30686
MP_E1307_OC1021_R1_trimmed.fq.gz	31685	29064
MP_E1308_OC1021_R1_trimmed.fq.gz	46242	39164
MP_E1309_OC1021_R1_trimmed.fq.gz	18096	16508
MP_E1310_OC1021_R1_trimmed.fq.gz	50158	45596
MP_E1312_OC1021_R1_trimmed.fq.gz	125050	113751
MP_E1313_OC1021_R1_trimmed.fq.gz	8691	7671
MP_E1315_OC1021_R1_trimmed.fq.gz	19333	17777
MP_E1316_OC1021_R1_trimmed.fq.gz	9479	8386
MP_E1317_OC1021_R1_trimmed.fq.gz	4070	3648
MP_E1318_OC1021_R1_trimmed.fq.gz	23000	20013
MP_E1319_OC1021_R1_trimmed.fq.gz	50529	41434
MP_E1320_OC1021_R1_trimmed.fq.gz	48593	44976
MP_E1321_OC1021_R1_trimmed.fq.gz	110018	100291
MP_E1322_OC1021_R1_trimmed.fq.gz	57550	52162
MP_E1323_OC1021_PCR1_R1_trimmed.fq.gz	3196	2933
MP_E1323_OC1021_PCR2_R1_trimmed.fq.gz	116093	106642
MP_E1323_OC1021_PCR3_R1_trimmed.fq.gz	116208	107269
MP_E1324_OC1021_PCR1_R1_trimmed.fq.gz	120678	111619
MP_E1324_OC1021_PCR2_R1_trimmed.fq.gz	104321	94812
MP_E1324_OC1021_PCR3_R1_trimmed.fq.gz	102468	92842
MP_E1325_OC1021_PCR1_R1_trimmed.fq.gz	120991	112141
MP_E1325_OC1021_PCR2_R1_trimmed.fq.gz	129193	118791
MP_E1325_OC1021_PCR3_R1_trimmed.fq.gz	131625	121490
MP_E1389_OC0722_R1_trimmed.fq.gz	120580	109584
MP_E1390_OC0722_R1_trimmed.fq.gz	114537	105208
MP_E1391_OC0722_R1_trimmed.fq.gz	118240	109409
MP_E1403_OC0722_R1_trimmed.fq.gz	36439	33405
MP_E1404_OC0722_R1_trimmed.fq.gz	59244	53369
MP_E1406_OC0722_R1_trimmed.fq.gz	42262	39271
MP_E1408_OC0722_R1_trimmed.fq.gz	86790	79405
MP_E1410_OC0722_R1_trimmed.fq.gz	137271	125938
MP_E1412_OC0722_R1_trimmed.fq.gz	116039	106247
MP_E1414_OC0722_R1_trimmed.fq.gz	109226	100906
MP_E1416_OC0722_R1_trimmed.fq.gz	133038	122660
MP_E1418_OC0722_R1_trimmed.fq.gz	130667	118532
MP_E1420_OC0722_R1_trimmed.fq.gz	33318	30175
MP_E1422_OC0722_R1_trimmed.fq.gz	120009	110189
MP_E1424_OC0722_R1_trimmed.fq.gz	69866	64231
MP_E1426_OC0722_R1_trimmed.fq.gz	174409	159367
MP_E1845_OC0623_R1_trimmed.fq.gz	106666	88440
MP_E1846_OC0623_R1_trimmed.fq.gz	130848	118302
MP_E1847_OC0623_R1_trimmed.fq.gz	101841	91178
MP_E1849_OC0723_R1_trimmed.fq.gz	105969	91374
MP_E1850_OC0723_R1_trimmed.fq.gz	58206	52646
MP_E1851_OC0723_R1_trimmed.fq.gz	22685	21072
MP_E1852_OC0723_R1_trimmed.fq.gz	118678	104826
MP_E1853_OC0723_R1_trimmed.fq.gz	151235	136853
MP_E1854_OC0723_R1_trimmed.fq.gz	145398	131876
MP_E1855_OC0723_R1_trimmed.fq.gz	128926	117750
MP_E1856_OC0723_R1_trimmed.fq.gz	124758	114438
MP_E1857_OC0723_R1_trimmed.fq.gz	122089	112302
MP_E1858_OC0723_R1_trimmed.fq.gz	53273	48803
MP_E1859_OC0723_R1_trimmed.fq.gz	102759	94702
MP_E1860_OC0723_R1_trimmed.fq.gz	50938	47089
MP_E1861_OC0723_R1_trimmed.fq.gz	141903	128967
MP_E1862_OC0723_R1_trimmed.fq.gz	122483	112017
MP_E1863_OC0723_R1_trimmed.fq.gz	44305	40492
MP_E1864_OC0723_R1_trimmed.fq.gz	135903	125250
MP_E1865_OC0723_R1_trimmed.fq.gz	130842	119674
MP_E1866_OC0723_R1_trimmed.fq.gz	137184	124363
MP_E1867_OC0723_R1_trimmed.fq.gz	143861	132808
MP_E1868_OC0723_R1_trimmed.fq.gz	111294	101512
MP_E1869_OC0723_R1_trimmed.fq.gz	121260	111299
MP_E1870_OC0723_R1_trimmed.fq.gz	97157	89776
MP_E1871_OC0723_R1_trimmed.fq.gz	103499	94643
MP_E1872_OC0723_R1_trimmed.fq.gz	102679	93648
MP_E1873_OC0723_R1_trimmed.fq.gz	113329	104357
MP_E1874_OC0723_R1_trimmed.fq.gz	120318	109698
MP_E1875_OC0723_R1_trimmed.fq.gz	91527	84437
MP_E2128_1B_R1_trimmed.fq.gz	89164	4266
MP_E2128_2B_R1_trimmed.fq.gz	102832	39868
MP_E2128_3B_R1_trimmed.fq.gz	30133	6109
MP_E2128_4B_R1_trimmed.fq.gz	121668	48617
MP_E2129_1B_R1_trimmed.fq.gz	91392	9828
MP_E2129_2B_R1_trimmed.fq.gz	106236	27860
MP_E2129_3B_R1_trimmed.fq.gz	75029	51408
MP_E2129_4B_R1_trimmed.fq.gz	110037	71269
MP_E2129_5B_R1_trimmed.fq.gz	107074	13868
MP_E2130_1B_R1_trimmed.fq.gz	95132	44955
MP_E2130_2B_R1_trimmed.fq.gz	75254	44780
MP_E2130_3B_R1_trimmed.fq.gz	74395	29943
MP_E2130_4B_R1_trimmed.fq.gz	37832	21438
MP_E2130_5B_R1_trimmed.fq.gz	84561	33581
MP_E2131_1B_R1_trimmed.fq.gz	59145	52197
MP_E2131_2B_R1_trimmed.fq.gz	132692	118211
MP_E2131_3B_R1_trimmed.fq.gz	82089	75356
MP_E2131_4B_R1_trimmed.fq.gz	115697	102243
MP_E2131_5B_R1_trimmed.fq.gz	113816	101033
MP_E2132_1B_R1_trimmed.fq.gz	111798	44835
MP_E2132_2B_R1_trimmed.fq.gz	71872	19296
MP_E2132_3B_R1_trimmed.fq.gz	77731	24401
MP_E2132_4B_R1_trimmed.fq.gz	79439	26456
MP_E2132_5B_R1_trimmed.fq.gz	141128	35885
MP_E2133_1B_R1_trimmed.fq.gz	102762	77085
MP_E2133_2B_R1_trimmed.fq.gz	91257	69533
MP_E2133_3B_R1_trimmed.fq.gz	104061	86531
MP_E2133_4B_R1_trimmed.fq.gz	112378	83746
MP_E2133_5B_R1_trimmed.fq.gz	39260	33306
MP_E2134_1B_R1_trimmed.fq.gz	45146	37587
MP_E2134_2B_R1_trimmed.fq.gz	68838	40458
MP_E2134_3B_R1_trimmed.fq.gz	184597	165655
MP_E2134_4B_R1_trimmed.fq.gz	74288	14085
MP_E2134_5B_R1_trimmed.fq.gz	87648	20900
MP_E2135_1B_R1_trimmed.fq.gz	105247	80713
MP_E2135_2B_R1_trimmed.fq.gz	116087	31600
MP_E2135_3B_R1_trimmed.fq.gz	78355	51909
MP_E2135_4B_R1_trimmed.fq.gz	61175	34680
MP_E2135_5B_R1_trimmed.fq.gz	1311	363
MP_E2136_1B_R1_trimmed.fq.gz	107614	27590
MP_E2136_2B_R1_trimmed.fq.gz	74964	33048
MP_E2136_3B_R1_trimmed.fq.gz	87509	27624
MP_E2136_4B_R1_trimmed.fq.gz	83376	10804
MP_E2136_5B_R1_trimmed.fq.gz	90122	20860
MP_E2137_1B_R1_trimmed.fq.gz	52130	35362
MP_E446_1B_PCR2_R1_trimmed.fq.gz	104023	95021
MP_E446_1B_PCR3_R1_trimmed.fq.gz	100529	93438
MP_E446_2B_PCR2_R1_trimmed.fq.gz	94286	86225
MP_E446_2B_PCR3_R1_trimmed.fq.gz	107154	99250
MP_E446_3B_PCR2_R1_trimmed.fq.gz	107098	98524
MP_E446_3B_PCR3_R1_trimmed.fq.gz	110185	98052
MP_E447_1B_PCR2_R1_trimmed.fq.gz	110856	100873
MP_E447_1B_PCR3_R1_trimmed.fq.gz	15531	14178
MP_E447_2B_PCR2_R1_trimmed.fq.gz	119861	109373
MP_E447_2B_PCR3_R1_trimmed.fq.gz	118566	107835
MP_E447_3B_PCR2_R1_trimmed.fq.gz	133158	122178
MP_E447_3B_PCR3_R1_trimmed.fq.gz	125979	115860
MP_E448_1B_PCR2_R1_trimmed.fq.gz	89458	81100
MP_E448_1B_PCR3_R1_trimmed.fq.gz	110174	100054
MP_E448_2B_PCR2_R1_trimmed.fq.gz	82055	73294
MP_E448_2B_PCR3_R1_trimmed.fq.gz	76700	69730
MP_E448_3B_PCR2_R1_trimmed.fq.gz	107074	98357
MP_E448_3B_PCR3_R1_trimmed.fq.gz	78531	68481
MP_E449_1B_PCR2_R1_trimmed.fq.gz	107979	99156
MP_E449_1B_PCR3_R1_trimmed.fq.gz	130536	119627
MP_E449_2B_PCR2_R1_trimmed.fq.gz	98893	85927
MP_E449_2B_PCR3_R1_trimmed.fq.gz	106090	93381
MP_E449_3B_PCR2_R1_trimmed.fq.gz	100408	92389
MP_E449_3B_PCR3_R1_trimmed.fq.gz	112364	103081
MP_E450_1B_PCR2_R1_trimmed.fq.gz	109007	99901
MP_E450_1B_PCR3_R1_trimmed.fq.gz	97385	89918
MP_E450_2B_PCR2_R1_trimmed.fq.gz	108471	99861
MP_E450_2B_PCR3_R1_trimmed.fq.gz	96111	87111
MP_E450_3B_PCR2_R1_trimmed.fq.gz	114630	105635
MP_E450_3B_PCR3_R1_trimmed.fq.gz	97509	89431
MP_E475_PCR2_R1_trimmed.fq.gz	120727	109436
MP_E475_PCR3_R1_trimmed.fq.gz	103173	94730
MP_E486_PCR2_R1_trimmed.fq.gz	99936	87377
MP_E486_PCR3_R1_trimmed.fq.gz	111308	102362
MP_E492_1B_PCR2_R1_trimmed.fq.gz	85767	78717
MP_E492_1B_PCR3_R1_trimmed.fq.gz	85897	78893
MP_E494_PCR2_R1_trimmed.fq.gz	105631	97097
MP_E494_PCR3_R1_trimmed.fq.gz	122967	112789
MP_E496_1T_PCR2_R1_trimmed.fq.gz	100723	92832
MP_E496_1T_PCR3_R1_trimmed.fq.gz	131852	120415
MP_E496_3B_PCR2_R1_trimmed.fq.gz	96415	89818
MP_E496_3B_PCR3_R1_trimmed.fq.gz	111692	103137
MP_E498_1B_PCR2_R1_trimmed.fq.gz	115513	106006
MP_E498_1B_PCR3_R1_trimmed.fq.gz	103965	95458
MP_E498_2B_PCR2_R1_trimmed.fq.gz	22061	20020
MP_E498_2B_PCR3_R1_trimmed.fq.gz	119367	108645
MP_E498_3B_PCR2_R1_trimmed.fq.gz	97159	89152
MP_E498_3B_PCR3_R1_trimmed.fq.gz	101648	94218
MP_E573_1B_PCR2_R1_trimmed.fq.gz	107037	97505
MP_E573_1B_PCR3_R1_trimmed.fq.gz	77546	71880
MP_E573_2B_PCR2_R1_trimmed.fq.gz	111460	102925
MP_E573_2B_PCR3_R1_trimmed.fq.gz	141425	130030
MP_E573_3B_PCR2_R1_trimmed.fq.gz	108566	99386
MP_E573_3B_PCR3_R1_trimmed.fq.gz	111219	102573
MP_E574_1B_PCR2_R1_trimmed.fq.gz	86144	77098
MP_E574_1B_PCR3_R1_trimmed.fq.gz	90679	83497
MP_E574_2B_PCR2_R1_trimmed.fq.gz	97919	90194
MP_E574_2B_PCR3_R1_trimmed.fq.gz	73290	67479
MP_E574_3B_PCR2_R1_trimmed.fq.gz	91893	85166
MP_E574_3B_PCR3_R1_trimmed.fq.gz	95199	88228
MP_E575_1B_PCR2_R1_trimmed.fq.gz	90849	84321
MP_E575_1B_PCR3_R1_trimmed.fq.gz	115287	106745
MP_E575_2B_PCR2_R1_trimmed.fq.gz	102241	94524
MP_E575_2B_PCR3_R1_trimmed.fq.gz	105935	96934
MP_E575_3B_PCR2_R1_trimmed.fq.gz	106908	98908
MP_E575_3B_PCR3_R1_trimmed.fq.gz	87299	74421
MP_E598_1B_PCR2_R1_trimmed.fq.gz	113014	104102
MP_E598_1B_PCR3_R1_trimmed.fq.gz	107321	96024
MP_E598_2B_PCR2_R1_trimmed.fq.gz	115488	105985
MP_E598_2B_PCR3_R1_trimmed.fq.gz	109036	100600
MP_E598_3B_PCR2_R1_trimmed.fq.gz	108779	101133
MP_E598_3B_PCR3_R1_trimmed.fq.gz	106204	97456
MP_E600_1B_PCR2_R1_trimmed.fq.gz	107429	97184
MP_E600_1B_PCR3_R1_trimmed.fq.gz	118400	109117
MP_E600_2B_PCR2_R1_trimmed.fq.gz	103347	94971
MP_E600_2B_PCR3_R1_trimmed.fq.gz	102849	94432
MP_E600_3B_PCR2_R1_trimmed.fq.gz	101358	90956
MP_E600_3B_PCR3_R1_trimmed.fq.gz	121700	111022
MP_E610_NC_R1_trimmed.fq.gz	17	14
MP_POSITIVE_R1_trimmed.fq.gz	25190	21238
