"Sample_Name","Biological_Replicate","Technical_Replicate","Negative_control","Cruise_ID_short","Cruise_ID_long","Cast_No.","Rosette_position","Field_collection_method","Preservation","Station","Depth_m_notes","Sample_volume_ml","Personnel_responsible_for_Collecting_Sample","Field_Notes","Date_UTC_notes","Lat_notes","Lon_notes","Date_UTC_btl","verbatimEventDate","verbatimEventTime","verbatimLongitude","verbatimLatitude","verbatimCoordinateSystem","Area.within.region","ctd_time..UTC.","ctd_pressure","ctd_latitude..degrees_north.","ctd_longitude..degrees_east.","ctd_BTLID","ctd_salinity_ch1..PSU.","ctd_salinity_ch2..PSU.","ctd_sigma_t_ch1..kg.m.3.","ctd_sigma_t_ch2..kg.m.3.","ctd_chlor_fluorescence..ugrams.l.","ctd_par..umol.m.2.s.1.","ctd_temperature_ch1..degree_C.","ctd_oxy_percentsat_ch1..percent.","ctd_oxy_percentsat_ch2..percent.","ctd_oxy_conc_ch1..umol.kg.","ctd_oxy_conc_ch2..umol.kg.","ctd_temperature_ch2..degree_C.","ctd_Water_Depth..dbar.","ctd_air_pressure_at_sealevel..mbar.","ctd_wind_direction..degrees.","ctd_wind_speed..m.s.1.","ctd_air_temperature..degree_C.","ctd_Station_Name","ctd_profile_id","ctd_SI..uM.l.","ctd_PO4..uM.l.","ctd_NO2..uM.l.","ctd_NO3..uM.l.","ctd_NH4..uM.l.","ctd_holder1","ctd_Cast","btl_cast","btl_date","btl_time","btl_nb","btl_Sbeox0ML.L","btl_Sbeox0PS","btl_Sbox0Mm.Kg","btl_Sbeox1ML.L","btl_Sbeox1PS","btl_Sbox1Mm.Kg","btl_Sal00","btl_Sal11","btl_Sigma.t00","btl_Sigma.t11","btl_FlECO.AFL","btl_T090C","btl_T190C","btl_TurbWETntu0","btl_PrDM","btl_bottle","btl_holder1","btl_Cast"
"E41.NC.DY2012",1,1,TRUE,"DY2012","DY20-12 Dyson 2020",NA,NA,"0.22µm swinex filter","95% EtOH",NA,NA,1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","2020/09/09 00:00:00",NA,NA,NA,"9/9/20","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E42.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020",32,8,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO2-3",0,1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","2020/09/09 22:31:00",64.6685,-168.235666666667,"2020/09/09 22:35:34","9/9/20","22:31","168˚ 14.14' W","64˚ 40.11' N","degrees minutes seconds","Chukchi Sea","2020-09-09T22:31:00Z",0,64.6685,-168.23567,NA,32.0717,32.0749,25.09489,25.097448,1.949,NA,7.134,102.00473,102.44203,304.91098,306.21307,7.1337,38,1027,243,14,7.6,"DBO 2-3","dy2012c032",NA,NA,NA,NA,NA,"032",32,"ctd032","9-Sep-20","22:35:34",8,6.7035,97.64,292.05,6.5821,95.871,286.761,32.0678,32.0712,25.0956,25.0984,1.1891,7.1054,7.1053,0.3452,2.275,8,"032",32
"E42.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020",32,8,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO2-3",0,1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","2020/09/09 22:31:00",64.6685,-168.235666666667,"2020/09/09 22:35:34","9/9/20","22:31","168˚ 14.14' W","64˚ 40.11' N","degrees minutes seconds","Chukchi Sea","2020-09-09T22:31:00Z",0,64.6685,-168.23567,NA,32.0717,32.0749,25.09489,25.097448,1.949,NA,7.134,102.00473,102.44203,304.91098,306.21307,7.1337,38,1027,243,14,7.6,"DBO 2-3","dy2012c032",NA,NA,NA,NA,NA,"032",32,"ctd032","9-Sep-20","22:35:34",8,6.7035,97.64,292.05,6.5821,95.871,286.761,32.0678,32.0712,25.0956,25.0984,1.1891,7.1054,7.1053,0.3452,2.275,8,"032",32
"E43.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020",32,2,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO2-3",34,1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","2020/09/09 22:31:00",64.6685,-168.235666666667,"2020/09/09 22:31:56","9/9/20","22:31","168˚ 14.14' W","64˚ 40.11' N","degrees minutes seconds","Chukchi Sea","2020-09-09T22:31:00Z",34,64.6685,-168.23567,1,32.6657,32.6685,26.003656,26.005827,0.5496,0.57974,3.2093,86.77259,86.959656,283.4237,284.02377,3.21,38,1027,243,14,7.6,"DBO 2-3","dy2012c032",27.5,1.749,0.13,1.6,4.56,"032",32,"ctd032","9-Sep-20","22:31:56",2,6.2446,83.228,271.816,6.1016,81.321,265.59,32.6655,32.6686,26.0031,26.0055,0.517,3.2131,3.2137,1.2493,34.61,2,"032",32
"E43.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020",32,2,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO2-3",34,1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","2020/09/09 22:31:00",64.6685,-168.235666666667,"2020/09/09 22:31:56","9/9/20","22:31","168˚ 14.14' W","64˚ 40.11' N","degrees minutes seconds","Chukchi Sea","2020-09-09T22:31:00Z",34,64.6685,-168.23567,1,32.6657,32.6685,26.003656,26.005827,0.5496,0.57974,3.2093,86.77259,86.959656,283.4237,284.02377,3.21,38,1027,243,14,7.6,"DBO 2-3","dy2012c032",27.5,1.749,0.13,1.6,4.56,"032",32,"ctd032","9-Sep-20","22:31:56",2,6.2446,83.228,271.816,6.1016,81.321,265.59,32.6655,32.6686,26.0031,26.0055,0.517,3.2131,3.2137,1.2493,34.61,2,"032",32
"E44.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020",34,8,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO2-5",0,1000,"Sarah Donohoe, Penelope Adams","DBO2-5 0mR2 lost because water was filtered without an inserted filter. Filter stored in 50cc tube","2020/09/10 03:02:00",64.9883333333333,-169.138833333333,"2020/09/10 03:06:05","9/10/20","3:02","169˚ 08.33' W","64˚ 59.30' N","degrees minutes seconds","Chukchi Sea","2020-09-10T03:02:00Z",0,64.988335,-169.13884,NA,32.3454,32.3487,25.459915,25.46217,6.0801,NA,5.9632,109.566795,109.82317,335.8193,336.57407,5.9661,49,1027,240,16,6.5,"DBO 2-5","dy2012c034",NA,NA,NA,NA,NA,"034",34,"ctd034","10-Sep-20","3:06:05",8,7.2714,103.268,316.677,7.0877,100.66,308.68,32.3418,32.3448,25.4598,25.4622,4.6363,5.9407,5.9408,0.563,2.152,8,"034",34
"E45.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020",34,2,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO2-5",43,1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","2020/09/10 03:02:00",64.9883333333333,-169.138833333333,"2020/09/10 03:03:11","9/10/20","3:02","169˚ 08.33' W","64˚ 59.30' N","degrees minutes seconds","Chukchi Sea","2020-09-10T03:02:00Z",43,64.988335,-169.13884,NA,33.0256,33.0281,26.334269,26.336208,0.365,0.20428,2.7055,76.757866,77.124695,253.15974,254.36034,2.7062,49,1027,240,16,6.5,"DBO 2-5","dy2012c034",NA,NA,NA,NA,NA,"034",34,"ctd034","10-Sep-20","3:03:11",2,5.5918,73.775,243.322,5.488,72.406,238.805,33.0245,33.0272,26.3334,26.3355,0.3813,2.7053,2.7055,1.1949,44.307,2,"034",34
"E45.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020",34,2,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO2-5",43,1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","2020/09/10 03:02:00",64.9883333333333,-169.138833333333,"2020/09/10 03:03:11","9/10/20","3:02","169˚ 08.33' W","64˚ 59.30' N","degrees minutes seconds","Chukchi Sea","2020-09-10T03:02:00Z",43,64.988335,-169.13884,NA,33.0256,33.0281,26.334269,26.336208,0.365,0.20428,2.7055,76.757866,77.124695,253.15974,254.36034,2.7062,49,1027,240,16,6.5,"DBO 2-5","dy2012c034",NA,NA,NA,NA,NA,"034",34,"ctd034","10-Sep-20","3:03:11",2,5.5918,73.775,243.322,5.488,72.406,238.805,33.0245,33.0272,26.3334,26.3355,0.3813,2.7053,2.7055,1.1949,44.307,2,"034",34
"E46.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020",35,7,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO2-4",0,1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","2020/09/10 05:32:00",64.95945,-169.87915,"2020/09/10 05:36:33","9/10/20","5:32","169˚ 52.749' W","64˚ 57.567' N","degrees minutes seconds","Chukchi Sea","2020-09-10T05:32:00Z",0,64.95945,-169.87915,NA,32.4435,32.4467,25.599323,25.601866,9.5453,NA,5.4398,108.535515,108.39804,336.52512,336.09164,5.4397,49,1027,226,17,5.9,"DBO 2-4","dy2012c035",NA,NA,NA,NA,NA,"035",35,"ctd035","10-Sep-20","5:36:33",7,7.4002,103.925,322.242,7.1977,101.082,313.426,32.443600000000004,32.4473,25.5997,25.6026,8.837,5.4368,5.4372,0.6191,2.995,7,"035",35
"E46.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020",35,7,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO2-4",0,1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","2020/09/10 05:32:00",64.95945,-169.87915,"2020/09/10 05:36:33","9/10/20","5:32","169˚ 52.749' W","64˚ 57.567' N","degrees minutes seconds","Chukchi Sea","2020-09-10T05:32:00Z",0,64.95945,-169.87915,NA,32.4435,32.4467,25.599323,25.601866,9.5453,NA,5.4398,108.535515,108.39804,336.52512,336.09164,5.4397,49,1027,226,17,5.9,"DBO 2-4","dy2012c035",NA,NA,NA,NA,NA,"035",35,"ctd035","10-Sep-20","5:36:33",7,7.4002,103.925,322.242,7.1977,101.082,313.426,32.443600000000004,32.4473,25.5997,25.6026,8.837,5.4368,5.4372,0.6191,2.995,7,"035",35
"E47.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020",35,2,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO2-4",45,1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","2020/09/10 05:32:00",64.95945,-169.87915,"2020/09/10 05:32:50","9/10/20","5:32","169˚ 52.749' W","64˚ 57.567' N","degrees minutes seconds","Chukchi Sea","2020-09-10T05:32:00Z",45,64.95945,-169.87915,1,32.9715,32.974,26.342598,26.344524,0.4269,0.20377,2.0544,82.45469,82.55172,276.52084,276.83398,2.0554,49,1027,226,17,5.9,"DBO 2-4","dy2012c035",46.2,2.324,0.15,21.6,5.92,"035",35,"ctd035","10-Sep-20","5:32:50",2,6.0782,78.865,264.485,5.9248,76.874,257.808,32.9701,32.9729,26.3415,26.3437,0.447,2.0539,2.0547,0.8812,45.154,2,"035",35
"E47.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020",35,2,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO2-4",45,1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","2020/09/10 05:32:00",64.95945,-169.87915,"2020/09/10 05:32:50","9/10/20","5:32","169˚ 52.749' W","64˚ 57.567' N","degrees minutes seconds","Chukchi Sea","2020-09-10T05:32:00Z",45,64.95945,-169.87915,1,32.9715,32.974,26.342598,26.344524,0.4269,0.20377,2.0544,82.45469,82.55172,276.52084,276.83398,2.0554,49,1027,226,17,5.9,"DBO 2-4","dy2012c035",46.2,2.324,0.15,21.6,5.92,"035",35,"ctd035","10-Sep-20","5:32:50",2,6.0782,78.865,264.485,5.9248,76.874,257.808,32.9701,32.9729,26.3415,26.3437,0.447,2.0539,2.0547,0.8812,45.154,2,"035",35
"E48.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020",36,7,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO3-8",0,1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","2020/09/10 21:54:00",67.6729,-168.9421,"2020/09/10 21:57:49","9/10/20","21:54","168˚ 56.526' W","67˚ 40.374' N","degrees minutes seconds","Chukchi Sea","2020-09-10T21:54:00Z",0,67.6729,-168.9421,NA,31.4396,31.4436,24.67593,24.679283,2.3419,NA,6.5262,105.068954,105.32197,319.97842,320.75137,6.5246,50,1028,281,10,7,"DBO 3-8","dy2012c036",NA,NA,NA,NA,NA,"036",36,"ctd036","10-Sep-20","21:57:49",7,7.0785,101.342,308.515,6.922,99.102,301.695,31.4385,31.4421,24.6732,24.6762,2.6004,6.541,6.54,0.3774,2.868,7,"036",36
"E48.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020",36,7,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO3-8",0,1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","2020/09/10 21:54:00",67.6729,-168.9421,"2020/09/10 21:57:49","9/10/20","21:54","168˚ 56.526' W","67˚ 40.374' N","degrees minutes seconds","Chukchi Sea","2020-09-10T21:54:00Z",0,67.6729,-168.9421,NA,31.4396,31.4436,24.67593,24.679283,2.3419,NA,6.5262,105.068954,105.32197,319.97842,320.75137,6.5246,50,1028,281,10,7,"DBO 3-8","dy2012c036",NA,NA,NA,NA,NA,"036",36,"ctd036","10-Sep-20","21:57:49",7,7.0785,101.342,308.515,6.922,99.102,301.695,31.4385,31.4421,24.6732,24.6762,2.6004,6.541,6.54,0.3774,2.868,7,"036",36
"E49.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020",36,1,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO3-8",45,1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","2020/09/10 21:54:00",67.6729,-168.9421,"2020/09/10 21:54:23","9/10/20","21:54","168˚ 56.526' W","67˚ 40.374' N","degrees minutes seconds","Chukchi Sea","2020-09-10T21:54:00Z",45,67.6729,-168.9421,NA,32.9901,32.9931,26.318853,26.321194,0.2481,0.20419,2.5484,76.93848,77.15742,254.81702,255.53185,2.5491,50,1028,281,10,7,"DBO 3-8","dy2012c036",NA,NA,NA,NA,NA,"036",36,"ctd036","10-Sep-20","21:54:23",1,5.6118,73.734,244.197,5.4596,71.734,237.574,32.9884,32.9907,26.3174,26.3192,0.2218,2.5493,2.5498,2.2256,45.874,1,"036",36
"E49.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020",36,1,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO3-8",45,1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","2020/09/10 21:54:00",67.6729,-168.9421,"2020/09/10 21:54:23","9/10/20","21:54","168˚ 56.526' W","67˚ 40.374' N","degrees minutes seconds","Chukchi Sea","2020-09-10T21:54:00Z",45,67.6729,-168.9421,NA,32.9901,32.9931,26.318853,26.321194,0.2481,0.20419,2.5484,76.93848,77.15742,254.81702,255.53185,2.5491,50,1028,281,10,7,"DBO 3-8","dy2012c036",NA,NA,NA,NA,NA,"036",36,"ctd036","10-Sep-20","21:54:23",1,5.6118,73.734,244.197,5.4596,71.734,237.574,32.9884,32.9907,26.3174,26.3192,0.2218,2.5493,2.5498,2.2256,45.874,1,"036",36
"E50.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020",39,7,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO3-6",0,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/11 06:14:00",67.8976666666667,-168.2315,"2020/09/11 06:18:49","9/11/20","6:14","168˚ 13.89' W","67˚ 53.86' N","degrees minutes seconds","Chukchi Sea","2020-09-11T06:14:00Z",0,67.89767,-168.2315,NA,33.0595,33.0633,26.303421,26.306395,0.268,NA,3.3658,91.45789,91.671906,296.6954,297.37677,3.3664,58,1028,278,12,4.6,"DBO 3-6","dy2012c039",NA,NA,NA,NA,NA,"039",39,"ctd039","11-Sep-20","6:18:49",7,6.5295,87.572,284.134,6.4225,86.136,279.477,33.0601,33.0637,26.3046,26.3074,0.2634,3.3582,3.3587,0.4706,2.976,7,"039",39
"E50.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020",39,7,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO3-6",0,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/11 06:14:00",67.8976666666667,-168.2315,"2020/09/11 06:18:49","9/11/20","6:14","168˚ 13.89' W","67˚ 53.86' N","degrees minutes seconds","Chukchi Sea","2020-09-11T06:14:00Z",0,67.89767,-168.2315,NA,33.0595,33.0633,26.303421,26.306395,0.268,NA,3.3658,91.45789,91.671906,296.6954,297.37677,3.3664,58,1028,278,12,4.6,"DBO 3-6","dy2012c039",NA,NA,NA,NA,NA,"039",39,"ctd039","11-Sep-20","6:18:49",7,6.5295,87.572,284.134,6.4225,86.136,279.477,33.0601,33.0637,26.3046,26.3074,0.2634,3.3582,3.3587,0.4706,2.976,7,"039",39
"E51.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020",39,2,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO3-6",54,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/11 06:14:00",67.8976666666667,-168.2315,"2020/09/11 06:15:11","9/11/20","6:14","168˚ 13.89' W","67˚ 53.86' N","degrees minutes seconds","Chukchi Sea","2020-09-11T06:14:00Z",54,67.89767,-168.2315,NA,33.073,33.0766,26.360245,26.363092,0.2342,0.20197,2.8462,84.60515,85.0144,277.9699,279.30478,2.8465,58,1028,278,12,4.6,"DBO 3-6","dy2012c039",NA,NA,NA,NA,NA,"039",39,"ctd039","11-Sep-20","6:15:11",2,6.0334,79.898,262.531,5.9312,78.544,258.083,33.0734,33.0773,26.361,26.3642,0.2411,2.8412,2.8402,1.9705,55.133,2,"039",39
"E51.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020",39,2,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO3-6",54,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/11 06:14:00",67.8976666666667,-168.2315,"2020/09/11 06:15:11","9/11/20","6:14","168˚ 13.89' W","67˚ 53.86' N","degrees minutes seconds","Chukchi Sea","2020-09-11T06:14:00Z",54,67.89767,-168.2315,NA,33.073,33.0766,26.360245,26.363092,0.2342,0.20197,2.8462,84.60515,85.0144,277.9699,279.30478,2.8465,58,1028,278,12,4.6,"DBO 3-6","dy2012c039",NA,NA,NA,NA,NA,"039",39,"ctd039","11-Sep-20","6:15:11",2,6.0334,79.898,262.531,5.9312,78.544,258.083,33.0734,33.0773,26.361,26.3642,0.2411,2.8412,2.8402,1.9705,55.133,2,"039",39
"E52.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020",42,7,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO3-3",0,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/11 11:04:00",68.187,-167.289833333333,"2020/09/11 11:07:49","9/11/20","11:04","167˚ 17.39' W","68˚ 11.22' N","degrees minutes seconds","Chukchi Sea","2020-09-11T11:04:00Z",0,68.187,-167.28984,NA,29.1375,29.1414,22.59172,22.594816,1.6372,NA,8.5864,101.19079,101.81618,299.02414,300.8657,8.5861,48,1028,268,14,6.2,"DBO 3-3","dy2012c042",NA,NA,NA,NA,NA,"042",42,"ctd042","11-Sep-20","11:07:49",7,6.5666,97.035,286.787,6.462,95.49,282.218,29.1358,29.1395,22.5915,22.5944,1.6466,8.5784,8.5788,0.4396,3.385,7,"042",42
"E52.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020",42,7,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO3-3",0,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/11 11:04:00",68.187,-167.289833333333,"2020/09/11 11:07:49","9/11/20","11:04","167˚ 17.39' W","68˚ 11.22' N","degrees minutes seconds","Chukchi Sea","2020-09-11T11:04:00Z",0,68.187,-167.28984,NA,29.1375,29.1414,22.59172,22.594816,1.6372,NA,8.5864,101.19079,101.81618,299.02414,300.8657,8.5861,48,1028,268,14,6.2,"DBO 3-3","dy2012c042",NA,NA,NA,NA,NA,"042",42,"ctd042","11-Sep-20","11:07:49",7,6.5666,97.035,286.787,6.462,95.49,282.218,29.1358,29.1395,22.5915,22.5944,1.6466,8.5784,8.5788,0.4396,3.385,7,"042",42
"E53.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020",42,2,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO3-3",43,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/11 11:04:00",68.187,-167.289833333333,"2020/09/11 11:04:18","9/11/20","11:04","167˚ 17.39' W","68˚ 11.22' N","degrees minutes seconds","Chukchi Sea","2020-09-11T11:04:00Z",43,68.187,-167.28984,1,32.3156,32.3188,25.552996,25.555466,0.1772,0.2014,4.9501,86.97957,87.626,273.097,275.11612,4.9507,48,1028,268,14,6.2,"DBO 3-3","dy2012c042",13.6,1.319,0.14,2.8,4.94,"042",42,"ctd042","11-Sep-20","11:04:18",2,6.0118,83.384,261.796,5.9139,82.027,257.534,32.3154,32.319,25.5527,25.5555,0.1922,4.9509,4.9513,2.2875,43.19,2,"042",42
"E53.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020",42,2,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO3-3",43,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/11 11:04:00",68.187,-167.289833333333,"2020/09/11 11:04:18","9/11/20","11:04","167˚ 17.39' W","68˚ 11.22' N","degrees minutes seconds","Chukchi Sea","2020-09-11T11:04:00Z",43,68.187,-167.28984,1,32.3156,32.3188,25.552996,25.555466,0.1772,0.2014,4.9501,86.97957,87.626,273.097,275.11612,4.9507,48,1028,268,14,6.2,"DBO 3-3","dy2012c042",13.6,1.319,0.14,2.8,4.94,"042",42,"ctd042","11-Sep-20","11:04:18",2,6.0118,83.384,261.796,5.9139,82.027,257.534,32.3154,32.319,25.5527,25.5555,0.1922,4.9509,4.9513,2.2875,43.19,2,"042",42
"E54.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020",43,7,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO3-1",0,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/11 13:00:00",68.303,-166.924833333333,"2020/09/11 13:04:13","9/11/20","13:00","166˚ 55.49' W","68˚ 18.18' N","degrees minutes seconds","Chukchi Sea","2020-09-11T13:00:00Z",0,68.303,-166.92484,NA,30.3093,30.3194,23.624138,23.632843,1.6482,NA,7.7697,98.939384,99.51912,295.27966,297.02637,7.764,35,1028,269,18,6.9,"DBO 3-1","dy2012c043",NA,NA,NA,NA,NA,"043",43,"ctd043","11-Sep-20","13:04:13",7,6.4639,94.505,282.014,6.3563,92.932,277.319,30.3249,30.3231,23.6367,23.6353,1.7175,7.7677,7.7675,1.2142,2.553,7,"043",43
"E54.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020",43,7,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO3-1",0,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/11 13:00:00",68.303,-166.924833333333,"2020/09/11 13:04:13","9/11/20","13:00","166˚ 55.49' W","68˚ 18.18' N","degrees minutes seconds","Chukchi Sea","2020-09-11T13:00:00Z",0,68.303,-166.92484,NA,30.3093,30.3194,23.624138,23.632843,1.6482,NA,7.7697,98.939384,99.51912,295.27966,297.02637,7.764,35,1028,269,18,6.9,"DBO 3-1","dy2012c043",NA,NA,NA,NA,NA,"043",43,"ctd043","11-Sep-20","13:04:13",7,6.4639,94.505,282.014,6.3563,92.932,277.319,30.3249,30.3231,23.6367,23.6353,1.7175,7.7677,7.7675,1.2142,2.553,7,"043",43
"E55.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020",43,1,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO3-1",29,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/11 13:00:00",68.303,-166.924833333333,"2020/09/11 13:01:10","9/11/20","13:00","166˚ 55.49' W","68˚ 18.18' N","degrees minutes seconds","Chukchi Sea","2020-09-11T13:00:00Z",29,68.303,-166.92484,NA,31.9507,31.9582,25.080416,25.08735,0.3276,0.20168,6.5131,90.28558,91.89349,274.00577,278.92242,6.505,35,1028,269,18,6.9,"DBO 3-1","dy2012c043",NA,NA,NA,NA,NA,"043",43,"ctd043","11-Sep-20","13:01:10",1,6.0633,86.352,264.135,5.9455,84.675,259.004,32.0217,32.0252,25.1816,25.1854,0.3189,6.1507,6.1416,1.0771,29.51,1,"043",43
"E55.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020",43,1,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO3-1",29,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/11 13:00:00",68.303,-166.924833333333,"2020/09/11 13:01:10","9/11/20","13:00","166˚ 55.49' W","68˚ 18.18' N","degrees minutes seconds","Chukchi Sea","2020-09-11T13:00:00Z",29,68.303,-166.92484,NA,31.9507,31.9582,25.080416,25.08735,0.3276,0.20168,6.5131,90.28558,91.89349,274.00577,278.92242,6.505,35,1028,269,18,6.9,"DBO 3-1","dy2012c043",NA,NA,NA,NA,NA,"043",43,"ctd043","11-Sep-20","13:01:10",1,6.0633,86.352,264.135,5.9455,84.675,259.004,32.0217,32.0252,25.1816,25.1854,0.3189,6.1507,6.1416,1.0771,29.51,1,"043",43
"E56.NC.DY2012",NA,1,TRUE,"DY2012","DY20-12 Dyson 2020",NA,NA,"0.22µm swinex filter","95% EtOH",NA,NA,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/13 00:00:00",NA,NA,NA,"9/13/20","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E57.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020",50,7,"Niskin; 0.22 µm swinex filter","95% EtOH","IC10",0,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/13 08:32:00",71.7051666666667,-165.584166666667,"2020/09/13 08:36:37","9/13/20","8:32","165˚ 35.05' W","71˚ 42.31' N","degrees minutes seconds","Chukchi Sea","2020-09-13T08:32:00Z",0,71.70517,-165.58417,NA,30.3091,30.3116,24.012028,24.013952,0.374,NA,4.4695,102.66733,102.90227,331.02448,331.77094,4.4701,42,1022,246,17,4.8,"IC10","dy2012c050",NA,NA,NA,NA,NA,"050",50,"ctd050","13-Sep-20","8:36:37",7,7.3174,98.983,319.134,7.1297,96.443,310.945,30.3086,30.3108,24.0115,24.0133,0.3846,4.4701,4.4702,0.1801,3.514,7,"050",50
