"Sample_Name","Biological_Replicate","Technical_Replicate","Negative_control","Cruise_ID_short","Cruise_ID_long","Cast_No.","Rosette_position","Field_collection_method","Preservation","Station","Depth_m_notes","Sample_volume_ml","Personnel_responsible_for_Collecting_Sample","Field_Notes","Date_UTC_notes","Lat_notes","Lon_notes","Date_UTC_btl","verbatimEventDate","verbatimEventTime","verbatimLongitude","verbatimLatitude","verbatimCoordinateSystem","Area.within.region","ctd_time..UTC.","ctd_pressure","ctd_latitude..degrees_north.","ctd_longitude..degrees_east.","ctd_BTLID","ctd_salinity_ch1..PSU.","ctd_salinity_ch2..PSU.","ctd_sigma_t_ch1..kg.m.3.","ctd_sigma_t_ch2..kg.m.3.","ctd_chlor_fluorescence..ugrams.l.","ctd_par..umol.m.2.s.1.","ctd_temperature_ch1..degree_C.","ctd_oxy_percentsat_ch1..percent.","ctd_oxy_percentsat_ch2..percent.","ctd_oxy_conc_ch1..umol.kg.","ctd_oxy_conc_ch2..umol.kg.","ctd_temperature_ch2..degree_C.","ctd_Water_Depth..dbar.","ctd_air_pressure_at_sealevel..mbar.","ctd_wind_direction..degrees.","ctd_wind_speed..m.s.1.","ctd_air_temperature..degree_C.","ctd_Station_Name","ctd_profile_id","ctd_SI..uM.l.","ctd_PO4..uM.l.","ctd_NO2..uM.l.","ctd_NO3..uM.l.","ctd_NH4..uM.l.","ctd_holder1","ctd_Cast","btl_cast","btl_date","btl_time","btl_nb","btl_Sbeox0ML.L","btl_Sbeox0PS","btl_Sbox0Mm.Kg","btl_Sbeox1ML.L","btl_Sbeox1PS","btl_Sbox1Mm.Kg","btl_Sal00","btl_Sal11","btl_Sigma.t00","btl_Sigma.t11","btl_FlECO.AFL","btl_T090C","btl_T190C","btl_TurbWETntu0","btl_PrDM","btl_bottle","btl_holder1","btl_Cast"
"E57.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020",50,7,"Niskin; 0.22 µm swinex filter","95% EtOH","IC10",0,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/13 08:32:00",71.7051666666667,-165.584166666667,"2020/09/13 08:36:37","9/13/20","8:32","165˚ 35.05' W","71˚ 42.31' N","degrees minutes seconds","Chukchi Sea","2020-09-13T08:32:00Z",0,71.70517,-165.58417,NA,30.3091,30.3116,24.012028,24.013952,0.374,NA,4.4695,102.66733,102.90227,331.02448,331.77094,4.4701,42,1022,246,17,4.8,"IC10","dy2012c050",NA,NA,NA,NA,NA,"050",50,"ctd050","13-Sep-20","8:36:37",7,7.3174,98.983,319.134,7.1297,96.443,310.945,30.3086,30.3108,24.0115,24.0133,0.3846,4.4701,4.4702,0.1801,3.514,7,"050",50
"E58.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020",50,2,"Niskin; 0.22 µm swinex filter","95% EtOH","IC10",37,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/13 08:32:00",71.7051666666667,-165.584166666667,"2020/09/13 08:32:44","9/13/20","8:32","165˚ 35.05' W","71˚ 42.31' N","degrees minutes seconds","Chukchi Sea","2020-09-13T08:32:00Z",37,71.70517,-165.58417,1,32.8332,32.8369,26.40865,26.411676,0.9835,0.2017,-1.3729,84.639366,82.99448,310.62503,304.5868,-1.3738,42,1022,246,17,4.8,"IC10","dy2012c050",32.8,2.031,0.22,9.6,4.48,"050",50,"ctd050","13-Sep-20","8:32:44",2,6.0315,71.496,262.433,5.8907,69.827,256.306,32.8484,32.8466,26.4213,26.4198,0.3813,-1.3831,-1.3811,2.2549,36.806,2,"050",50
"E58.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020",50,2,"Niskin; 0.22 µm swinex filter","95% EtOH","IC10",37,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/13 08:32:00",71.7051666666667,-165.584166666667,"2020/09/13 08:32:44","9/13/20","8:32","165˚ 35.05' W","71˚ 42.31' N","degrees minutes seconds","Chukchi Sea","2020-09-13T08:32:00Z",37,71.70517,-165.58417,1,32.8332,32.8369,26.40865,26.411676,0.9835,0.2017,-1.3729,84.639366,82.99448,310.62503,304.5868,-1.3738,42,1022,246,17,4.8,"IC10","dy2012c050",32.8,2.031,0.22,9.6,4.48,"050",50,"ctd050","13-Sep-20","8:32:44",2,6.0315,71.496,262.433,5.8907,69.827,256.306,32.8484,32.8466,26.4213,26.4198,0.3813,-1.3831,-1.3811,2.2549,36.806,2,"050",50
"E59.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020",52,8,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO4-5",0,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/13 17:03:00",71.7241,-161.7726,"2020/09/13 17:07:00","9/13/20","17:03","161˚ 46.356' W","71˚ 43.446' N","degrees minutes seconds","Chukchi Sea","2020-09-13T17:03:00Z",0,71.7241,-161.7726,NA,28.108,28.1108,22.401411,22.403622,0.4457,NA,2.8122,103.30514,103.1461,352.76575,352.21255,2.8125,35,1019,237,18,4.4,"DBO 4-5","dy2012c052",NA,NA,NA,NA,NA,"052",52,"ctd052","13-Sep-20","17:07:00",8,7.7843,99.594,340.03,7.6303,97.623,333.303,28.1155,28.1183,22.4071,22.409300000000002,0.4369,2.8165,2.8167,0.243,3.084,8,"052",52
"E59.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020",52,8,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO4-5",0,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/13 17:03:00",71.7241,-161.7726,"2020/09/13 17:07:00","9/13/20","17:03","161˚ 46.356' W","71˚ 43.446' N","degrees minutes seconds","Chukchi Sea","2020-09-13T17:03:00Z",0,71.7241,-161.7726,NA,28.108,28.1108,22.401411,22.403622,0.4457,NA,2.8122,103.30514,103.1461,352.76575,352.21255,2.8125,35,1019,237,18,4.4,"DBO 4-5","dy2012c052",NA,NA,NA,NA,NA,"052",52,"ctd052","13-Sep-20","17:07:00",8,7.7843,99.594,340.03,7.6303,97.623,333.303,28.1155,28.1183,22.4071,22.409300000000002,0.4369,2.8165,2.8167,0.243,3.084,8,"052",52
"E60.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020",52,2,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO4-5",35,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/13 17:03:00",71.7241,-161.7726,"2020/09/13 17:03:57","9/13/20","17:03","161˚ 46.356' W","71˚ 43.446' N","degrees minutes seconds","Chukchi Sea","2020-09-13T17:03:00Z",35,71.7241,-161.7726,NA,32.9965,32.9981,26.544249,26.54552,2.2656,0.23929,-1.4846,91.19717,92.20568,335.26654,338.96075,-1.4836,35,1019,237,18,4.4,"DBO 4-5","dy2012c052",NA,NA,NA,NA,NA,"052",52,"ctd052","13-Sep-20","17:03:57",2,7.3467,86.941,319.618,7.2058,85.274,313.491,32.9946,32.9968,26.5427,26.5445,2.3909,-1.4836,-1.4829,2.7641,36.223,2,"052",52
"E60.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020",52,2,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO4-5",35,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/13 17:03:00",71.7241,-161.7726,"2020/09/13 17:03:57","9/13/20","17:03","161˚ 46.356' W","71˚ 43.446' N","degrees minutes seconds","Chukchi Sea","2020-09-13T17:03:00Z",35,71.7241,-161.7726,NA,32.9965,32.9981,26.544249,26.54552,2.2656,0.23929,-1.4846,91.19717,92.20568,335.26654,338.96075,-1.4836,35,1019,237,18,4.4,"DBO 4-5","dy2012c052",NA,NA,NA,NA,NA,"052",52,"ctd052","13-Sep-20","17:03:57",2,7.3467,86.941,319.618,7.2058,85.274,313.491,32.9946,32.9968,26.5427,26.5445,2.3909,-1.4836,-1.4829,2.7641,36.223,2,"052",52
"E61.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020",54,8,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO4-3",0,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/13 20:11:00",71.4549,-161.0373,"2020/09/13 20:14:44","9/13/20","20:11","161˚ 02.238' W","71˚ 27.294' N","degrees minutes seconds","Chukchi Sea","2020-09-13T20:11:00Z",0,71.4549,-161.0373,NA,28.0648,28.0792,22.348629,22.360367,0.239,NA,3.0666,103.37104,102.697624,350.86594,348.57343,3.063,48,1019,242,17,4.5,"DBO 4-3","dy2012c054",NA,NA,NA,NA,NA,"054",54,"ctd054","13-Sep-20","20:14:44",8,7.7435,99.657,338.264,7.5493,97.158,329.781,28.0647,28.0676,22.3486,22.351,0.1546,3.0655,3.0654,0.1845,2.733,8,"054",54
"E61.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020",54,8,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO4-3",0,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/13 20:11:00",71.4549,-161.0373,"2020/09/13 20:14:44","9/13/20","20:11","161˚ 02.238' W","71˚ 27.294' N","degrees minutes seconds","Chukchi Sea","2020-09-13T20:11:00Z",0,71.4549,-161.0373,NA,28.0648,28.0792,22.348629,22.360367,0.239,NA,3.0666,103.37104,102.697624,350.86594,348.57343,3.063,48,1019,242,17,4.5,"DBO 4-3","dy2012c054",NA,NA,NA,NA,NA,"054",54,"ctd054","13-Sep-20","20:14:44",8,7.7435,99.657,338.264,7.5493,97.158,329.781,28.0647,28.0676,22.3486,22.351,0.1546,3.0655,3.0654,0.1845,2.733,8,"054",54
"E62.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020",54,2,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO4-3",38,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/13 20:11:00",71.4549,-161.0373,"2020/09/13 20:11:18","9/13/20","20:11","161˚ 02.238' W","71˚ 27.294' N","degrees minutes seconds","Chukchi Sea","2020-09-13T20:11:00Z",38,71.4549,-161.0373,1,33.1983,33.1998,26.711111,26.712305,1.1389,0.27015,-1.5978,72.53903,74.02779,267.06232,272.5335,-1.5969,48,1019,242,17,4.5,"DBO 4-3","dy2012c054",39.2,2.285,0.17,15.5,2.35,"054",54,"ctd054","13-Sep-20","20:11:18",2,5.8559,69.186,254.722,5.781,68.3,251.462,33.1965,33.1988,26.7097,26.7115,1.0752,-1.5976,-1.597,2.5004,38.428,2,"054",54
"E62.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020",54,2,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO4-3",38,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/13 20:11:00",71.4549,-161.0373,"2020/09/13 20:11:18","9/13/20","20:11","161˚ 02.238' W","71˚ 27.294' N","degrees minutes seconds","Chukchi Sea","2020-09-13T20:11:00Z",38,71.4549,-161.0373,1,33.1983,33.1998,26.711111,26.712305,1.1389,0.27015,-1.5978,72.53903,74.02779,267.06232,272.5335,-1.5969,48,1019,242,17,4.5,"DBO 4-3","dy2012c054",39.2,2.285,0.17,15.5,2.35,"054",54,"ctd054","13-Sep-20","20:11:18",2,5.8559,69.186,254.722,5.781,68.3,251.462,33.1965,33.1988,26.7097,26.7115,1.0752,-1.5976,-1.597,2.5004,38.428,2,"054",54
"E63.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020",56,8,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO4-1",0,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/13 23:51:00",71.1928333333333,-160.275333333333,"2020/09/13 23:55:36","9/13/20","23:51","160˚ 16.52' W","71˚ 11.57' N","degrees minutes seconds","Chukchi Sea","2020-09-13T23:51:00Z",0,71.19283,-160.192,NA,28.4695,28.465,22.649042,22.64554,0.1366,NA,3.3532,103.34088,102.90283,347.20474,345.75333,3.3522,53,1019,240,13,4.6,"DBO 4-1","dy2012c056",NA,NA,NA,NA,NA,"056",56,"ctd056","13-Sep-20","23:55:36",8,7.6196,99.04,332.759,7.3965,96.139,323.012,28.4585,28.4616,22.6401,22.6426,0.1456,3.3551,3.3555,0.1761,2.726,8,"056",56
"E63.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020",56,8,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO4-1",0,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/13 23:51:00",71.1928333333333,-160.275333333333,"2020/09/13 23:55:36","9/13/20","23:51","160˚ 16.52' W","71˚ 11.57' N","degrees minutes seconds","Chukchi Sea","2020-09-13T23:51:00Z",0,71.19283,-160.192,NA,28.4695,28.465,22.649042,22.64554,0.1366,NA,3.3532,103.34088,102.90283,347.20474,345.75333,3.3522,53,1019,240,13,4.6,"DBO 4-1","dy2012c056",NA,NA,NA,NA,NA,"056",56,"ctd056","13-Sep-20","23:55:36",8,7.6196,99.04,332.759,7.3965,96.139,323.012,28.4585,28.4616,22.6401,22.6426,0.1456,3.3551,3.3555,0.1761,2.726,8,"056",56
"E64.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020",56,2,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO4-1",48,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/13 23:51:00",71.1928333333333,-160.275333333333,"2020/09/13 23:51:35","9/13/20","23:51","160˚ 16.52' W","71˚ 11.57' N","degrees minutes seconds","Chukchi Sea","2020-09-13T23:51:00Z",48,71.19283,-160.192,1,33.1952,33.1974,26.708582,26.710346,0.6655,0.22971,-1.5974,71.63606,72.28947,263.74152,266.13605,-1.5965,53,1019,240,13,4.6,"DBO 4-1","dy2012c056",37,2.356,0.15,16.1,3.04,"056",56,"ctd056","13-Sep-20","23:51:35",2,5.7907,68.417,251.884,5.6908,67.237,247.541,33.1927,33.195,26.7065,26.7084,0.6733,-1.5955,-1.5946,1.8419,48.986,2,"056",56
"E64.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020",56,2,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO4-1",48,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/13 23:51:00",71.1928333333333,-160.275333333333,"2020/09/13 23:51:35","9/13/20","23:51","160˚ 16.52' W","71˚ 11.57' N","degrees minutes seconds","Chukchi Sea","2020-09-13T23:51:00Z",48,71.19283,-160.192,1,33.1952,33.1974,26.708582,26.710346,0.6655,0.22971,-1.5974,71.63606,72.28947,263.74152,266.13605,-1.5965,53,1019,240,13,4.6,"DBO 4-1","dy2012c056",37,2.356,0.15,16.1,3.04,"056",56,"ctd056","13-Sep-20","23:51:35",2,5.7907,68.417,251.884,5.6908,67.237,247.541,33.1927,33.195,26.7065,26.7084,0.6733,-1.5955,-1.5946,1.8419,48.986,2,"056",56
"E65.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020",58,7,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO5-1",0,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/14 11:09:00",71.2524,-157.141066666667,"2020/09/14 11:12:52","9/14/20","11:09","157˚ 08.464' W","71˚ 15.144' N","degrees minutes seconds","Chukchi Sea","2020-09-14T11:09:00Z",0,71.2524,-157.14107,NA,30.9388,30.9287,24.564848,24.556412,0.4247,NA,3.9153,103.849396,103.27365,337.76703,335.88397,3.9197,47,1019,349,7,3.5,"DBO 5-1","dy2012c058",NA,NA,NA,NA,NA,"058",58,"ctd058","14-Sep-20","11:12:52",7,7.4109,99.311,323.046,7.2593,97.28,316.44,30.8961,30.8879,24.5302,24.5234,0.3872,3.9225,3.9259,0.4264,3.945,7,"058",58
"E65.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020",58,7,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO5-1",0,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/14 11:09:00",71.2524,-157.141066666667,"2020/09/14 11:12:52","9/14/20","11:09","157˚ 08.464' W","71˚ 15.144' N","degrees minutes seconds","Chukchi Sea","2020-09-14T11:09:00Z",0,71.2524,-157.14107,NA,30.9388,30.9287,24.564848,24.556412,0.4247,NA,3.9153,103.849396,103.27365,337.76703,335.88397,3.9197,47,1019,349,7,3.5,"DBO 5-1","dy2012c058",NA,NA,NA,NA,NA,"058",58,"ctd058","14-Sep-20","11:12:52",7,7.4109,99.311,323.046,7.2593,97.28,316.44,30.8961,30.8879,24.5302,24.5234,0.3872,3.9225,3.9259,0.4264,3.945,7,"058",58
"E66.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020",58,1,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO5-1",43,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/14 11:09:00",71.2524,-157.141066666667,"2020/09/14 11:09:59","9/14/20","11:09","157˚ 08.464' W","71˚ 15.144' N","degrees minutes seconds","Chukchi Sea","2020-09-14T11:09:00Z",43,71.2524,-157.14107,1,32.1056,32.1096,25.654007,25.65729,10.0611,0.20168,1.9898,101.96729,101.796555,344.79376,344.21545,1.9887,47,1019,349,7,3.5,"DBO 5-1","dy2012c058",13.7,1.202,0.11,4.9,0.96,"058",58,"ctd058","14-Sep-20","11:09:59",1,7.6163,98.072,331.634,7.386,95.106,321.607,32.1067,32.1102,25.6551,25.6578,9.7431,1.9875,1.9873,0.7514,43.334,1,"058",58
"E66.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020",58,1,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO5-1",43,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/14 11:09:00",71.2524,-157.141066666667,"2020/09/14 11:09:59","9/14/20","11:09","157˚ 08.464' W","71˚ 15.144' N","degrees minutes seconds","Chukchi Sea","2020-09-14T11:09:00Z",43,71.2524,-157.14107,1,32.1056,32.1096,25.654007,25.65729,10.0611,0.20168,1.9898,101.96729,101.796555,344.79376,344.21545,1.9887,47,1019,349,7,3.5,"DBO 5-1","dy2012c058",13.7,1.202,0.11,4.9,0.96,"058",58,"ctd058","14-Sep-20","11:09:59",1,7.6163,98.072,331.634,7.386,95.106,321.607,32.1067,32.1102,25.6551,25.6578,9.7431,1.9875,1.9873,0.7514,43.334,1,"058",58
"E67.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020",60,10,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO5-5",0,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/14 13:20:00",71.4066666666667,-157.475166666667,"2020/09/14 13:27:25","9/14/20","13:20","157˚ 28.51' W","71˚ 24.40' N","degrees minutes seconds","Chukchi Sea","2020-09-14T13:20:00Z",0,71.40667,-157.47517,NA,29.6011,29.6051,23.518148,23.52126,0.2058,NA,3.7289,104.11437,103.2856,343.62473,340.8724,3.7297,127,1020,265,1,3.2,"DBO 5-5","dy2012c060",NA,NA,NA,NA,NA,"060",60,"ctd060","14-Sep-20","13:27:25",10,7.5582,99.934,329.791,7.3862,97.661,322.288,29.6065,29.61,23.5222,23.5251,0.2195,3.731,3.7304,0.2082,3.922,10,"060",60
"E67.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020",60,10,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO5-5",0,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/14 13:20:00",71.4066666666667,-157.475166666667,"2020/09/14 13:27:25","9/14/20","13:20","157˚ 28.51' W","71˚ 24.40' N","degrees minutes seconds","Chukchi Sea","2020-09-14T13:20:00Z",0,71.40667,-157.47517,NA,29.6011,29.6051,23.518148,23.52126,0.2058,NA,3.7289,104.11437,103.2856,343.62473,340.8724,3.7297,127,1020,265,1,3.2,"DBO 5-5","dy2012c060",NA,NA,NA,NA,NA,"060",60,"ctd060","14-Sep-20","13:27:25",10,7.5582,99.934,329.791,7.3862,97.661,322.288,29.6065,29.61,23.5222,23.5251,0.2195,3.731,3.7304,0.2082,3.922,10,"060",60
"E68.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020",60,2,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO5-5",122,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/14 13:20:00",71.4066666666667,-157.475166666667,"2020/09/14 13:20:51","9/14/20","13:20","157˚ 28.51' W","71˚ 24.40' N","degrees minutes seconds","Chukchi Sea","2020-09-14T13:20:00Z",122,71.40667,-157.47517,NA,33.0852,33.0887,26.609121,26.611948,13.6967,0.2014,-1.2362,89.03737,88.77456,324.92316,323.9517,-1.2358,127,1020,265,1,3.2,"DBO 5-5","dy2012c060",NA,NA,NA,NA,NA,"060",60,"ctd060","14-Sep-20","13:20:51",2,7.1604,85.354,311.498,6.9816,83.223,303.719,33.0824,33.086,26.6069,26.6098,12.7221,-1.2369,-1.2367,0.4715,123.825,2,"060",60
"E68.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020",60,2,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO5-5",122,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/14 13:20:00",71.4066666666667,-157.475166666667,"2020/09/14 13:20:51","9/14/20","13:20","157˚ 28.51' W","71˚ 24.40' N","degrees minutes seconds","Chukchi Sea","2020-09-14T13:20:00Z",122,71.40667,-157.47517,NA,33.0852,33.0887,26.609121,26.611948,13.6967,0.2014,-1.2362,89.03737,88.77456,324.92316,323.9517,-1.2358,127,1020,265,1,3.2,"DBO 5-5","dy2012c060",NA,NA,NA,NA,NA,"060",60,"ctd060","14-Sep-20","13:20:51",2,7.1604,85.354,311.498,6.9816,83.223,303.719,33.0824,33.086,26.6069,26.6098,12.7221,-1.2369,-1.2367,0.4715,123.825,2,"060",60
"E69.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020",62,8,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO5-9",0,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/14 16:15:00",71.58055,-157.800383333333,"2020/09/14 16:19:24","9/14/20","16:15","157˚ 48.023' W","71˚ 34.833' N","degrees minutes seconds","Chukchi Sea","2020-09-14T16:15:00Z",0,71.58055,-157.80038,NA,29.5208,29.524,23.463541,23.466078,0.3244,NA,3.6212,103.35117,102.97285,342.2173,340.95547,3.6213,65,1021,55,9,2.7,"DBO 5-9","dy2012c062",NA,NA,NA,NA,NA,"062",62,"ctd062","14-Sep-20","16:19:24",8,7.532,99.008,328.697,7.3092,96.079,318.974,29.4006,29.404,23.3739,23.3767,0.3573,3.5506,3.5498,0.244,1.827,8,"062",62
"E69.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020",62,8,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO5-9",0,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/14 16:15:00",71.58055,-157.800383333333,"2020/09/14 16:19:24","9/14/20","16:15","157˚ 48.023' W","71˚ 34.833' N","degrees minutes seconds","Chukchi Sea","2020-09-14T16:15:00Z",0,71.58055,-157.80038,NA,29.5208,29.524,23.463541,23.466078,0.3244,NA,3.6212,103.35117,102.97285,342.2173,340.95547,3.6213,65,1021,55,9,2.7,"DBO 5-9","dy2012c062",NA,NA,NA,NA,NA,"062",62,"ctd062","14-Sep-20","16:19:24",8,7.532,99.008,328.697,7.3092,96.079,318.974,29.4006,29.404,23.3739,23.3767,0.3573,3.5506,3.5498,0.244,1.827,8,"062",62
"E70.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020",62,2,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO5-9",59,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/14 16:15:00",71.58055,-157.800383333333,"2020/09/14 16:15:16","9/14/20","16:15","157˚ 48.023' W","71˚ 34.833' N","degrees minutes seconds","Chukchi Sea","2020-09-14T16:15:00Z",59,71.58055,-157.80038,NA,33.1225,33.1267,26.649298,26.652697,2.5202,0.20259,-1.5886,75.88112,76.31432,279.46478,281.04712,-1.5881,65,1021,55,9,2.7,"DBO 5-9","dy2012c062",NA,NA,NA,NA,NA,"062",62,"ctd062","14-Sep-20","16:15:16",2,6.0846,71.834,264.679,5.9343,70.06,258.141,33.1408,33.1415,26.6647,26.665,1.9636,-1.6103,-1.5997,0.0424,59.724,2,"062",62
"E70.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020",62,2,"Niskin; 0.22 µm swinex filter","95% EtOH","DBO5-9",59,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/14 16:15:00",71.58055,-157.800383333333,"2020/09/14 16:15:16","9/14/20","16:15","157˚ 48.023' W","71˚ 34.833' N","degrees minutes seconds","Chukchi Sea","2020-09-14T16:15:00Z",59,71.58055,-157.80038,NA,33.1225,33.1267,26.649298,26.652697,2.5202,0.20259,-1.5886,75.88112,76.31432,279.46478,281.04712,-1.5881,65,1021,55,9,2.7,"DBO 5-9","dy2012c062",NA,NA,NA,NA,NA,"062",62,"ctd062","14-Sep-20","16:15:16",2,6.0846,71.834,264.679,5.9343,70.06,258.141,33.1408,33.1415,26.6647,26.665,1.9636,-1.6103,-1.5997,0.0424,59.724,2,"062",62
"E71.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020",65,8,"Niskin; 0.22 µm swinex filter","95% EtOH","BS14",0,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/18 08:11:00",63.9993333333333,-167.943666666667,"2020/09/18 08:11:29","9/18/20","8:11","167˚ 56.62' W","63˚ 59.96' N","degrees minutes seconds","Chukchi Sea","2020-09-18T08:11:00Z",0,63.999332,-167.94366,NA,30.8602,30.8629,23.890244,23.892324,0.4658,NA,8.9209,100.904175,100.58616,292.29303,291.36484,8.9211,37,991,328,22,7.8,"BS14","dy2012c065",NA,NA,NA,NA,NA,"065",65,"ctd065","18-Sep-20","8:11:29",8,6.414,96.583,279.765,6.2764,94.512,273.763,30.8695,30.8717,23.898,23.8997,0.457,8.9177,8.9179,0.8032,4.075,8,"065",65
"E71.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020",65,8,"Niskin; 0.22 µm swinex filter","95% EtOH","BS14",0,1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","2020/09/18 08:11:00",63.9993333333333,-167.943666666667,"2020/09/18 08:11:29","9/18/20","8:11","167˚ 56.62' W","63˚ 59.96' N","degrees minutes seconds","Chukchi Sea","2020-09-18T08:11:00Z",0,63.999332,-167.94366,NA,30.8602,30.8629,23.890244,23.892324,0.4658,NA,8.9209,100.904175,100.58616,292.29303,291.36484,8.9211,37,991,328,22,7.8,"BS14","dy2012c065",NA,NA,NA,NA,NA,"065",65,"ctd065","18-Sep-20","8:11:29",8,6.414,96.583,279.765,6.2764,94.512,273.763,30.8695,30.8717,23.898,23.8997,0.457,8.9177,8.9179,0.8032,4.075,8,"065",65
