Sample_Name,Biological_Replicate,Technical_Replicate,Negative_control,Cruise_ID_short,Cruise_ID_long,Collection_Date_UTC,Collection_Date_local,Collection_Time_UTC,Field_Sample_Name,Cast_No.,Rosette_position,Field_collection_method,Preservation,Area.within.region,Station,Depth_m,Lat,Lon,Sample_volume_ml,Personnel_responsible_for_Collecting_Sample,Field_Notes,Combined_date,Date_UTC,Date_local,Lat_fix,Lat_dec,Lon_fix,Lon_dec,cast,nb,date,time,Sbeox0ML.L,Sbeox0PS,Sbox0Mm.Kg,Sbeox1ML.L,Sbeox1PS,Sbox1Mm.Kg,Sal00,Sal11,Sigma.t00,Sigma.t11,FlECO.AFL,T090C,T190C,TurbWETntu0,PrDM
E67.1B.DY2012,1,1,FALSE,DY2012,DY20-12 Dyson 2020,9/14/20,NA,13:20,DBO5-5 setA 0mR1 81,60,10,Niskin; 0.22 µm swinex filter,95% EtOH,Chukchi Sea,DBO5-5,0,71˚ 24.40' N,157˚ 28.51' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in Whirlpak,9/14/20 13:20,9/14/20 13:20,9/14/20 21:20,71 24.40,71.40666667,157 28.51,-157.4751667,ctd060,10,14-Sep-20,13:27:25,7.5582,99.934,329.791,7.3862,97.661,322.288,29.6065,29.61,23.5222,23.5251,0.2195,3.731,3.7304,0.2082,3.922
E67.2B.DY2012,2,1,FALSE,DY2012,DY20-12 Dyson 2020,9/14/20,NA,13:20,DBO5-5 setA 0mR2 82,60,10,Niskin; 0.22 µm swinex filter,95% EtOH,Chukchi Sea,DBO5-5,0,71˚ 24.40' N,157˚ 28.51' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in Whirlpak,9/14/20 13:20,9/14/20 13:20,9/14/20 21:20,71 24.40,71.40666667,157 28.51,-157.4751667,ctd060,10,14-Sep-20,13:27:25,7.5582,99.934,329.791,7.3862,97.661,322.288,29.6065,29.61,23.5222,23.5251,0.2195,3.731,3.7304,0.2082,3.922
E68.1B.DY2012,1,1,FALSE,DY2012,DY20-12 Dyson 2020,9/14/20,NA,13:20,DBO5-5 setA 122mR1 83,60,2,Niskin; 0.22 µm swinex filter,95% EtOH,Chukchi Sea,DBO5-5,122,71˚ 24.40' N,157˚ 28.51' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in Whirlpak,9/14/20 13:20,9/14/20 13:20,9/14/20 21:20,71 24.40,71.40666667,157 28.51,-157.4751667,ctd060,2,14-Sep-20,13:20:51,7.1604,85.354,311.498,6.9816,83.223,303.719,33.0824,33.086,26.6069,26.6098,12.7221,-1.2369,-1.2367,0.4715,123.825
E68.2B.DY2012,2,1,FALSE,DY2012,DY20-12 Dyson 2020,9/14/20,NA,13:20,DBO5-5 setA 122mR2 84,60,2,Niskin; 0.22 µm swinex filter,95% EtOH,Chukchi Sea,DBO5-5,122,71˚ 24.40' N,157˚ 28.51' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in Whirlpak,9/14/20 13:20,9/14/20 13:20,9/14/20 21:20,71 24.40,71.40666667,157 28.51,-157.4751667,ctd060,2,14-Sep-20,13:20:51,7.1604,85.354,311.498,6.9816,83.223,303.719,33.0824,33.086,26.6069,26.6098,12.7221,-1.2369,-1.2367,0.4715,123.825
E69.1B.DY2012,1,1,FALSE,DY2012,DY20-12 Dyson 2020,9/14/20,NA,16:15,DBO5-9 setB 0mR1 85,62,8,Niskin; 0.22 µm swinex filter,95% EtOH,Chukchi Sea,DBO5-9,0,71˚ 34.833' N,157˚ 48.023' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in Whirlpak,9/14/20 16:15,9/14/20 16:15,9/15/20 0:15,71 34.833,71.58055,157 48.023,-157.8003833,ctd062,8,14-Sep-20,16:19:24,7.532,99.008,328.697,7.3092,96.079,318.974,29.4006,29.404,23.3739,23.3767,0.3573,3.5506,3.5498,0.244,1.827
E69.2B.DY2012,2,1,FALSE,DY2012,DY20-12 Dyson 2020,9/14/20,NA,16:15,DBO5-9 setB 0mR2 86,62,8,Niskin; 0.22 µm swinex filter,95% EtOH,Chukchi Sea,DBO5-9,0,71˚ 34.833' N,157˚ 48.023' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in Whirlpak,9/14/20 16:15,9/14/20 16:15,9/15/20 0:15,71 34.833,71.58055,157 48.023,-157.8003833,ctd062,8,14-Sep-20,16:19:24,7.532,99.008,328.697,7.3092,96.079,318.974,29.4006,29.404,23.3739,23.3767,0.3573,3.5506,3.5498,0.244,1.827
E70.1B.DY2012,1,1,FALSE,DY2012,DY20-12 Dyson 2020,9/14/20,NA,16:15,DBO5-9 setB 59mR1 87,62,2,Niskin; 0.22 µm swinex filter,95% EtOH,Chukchi Sea,DBO5-9,59,71˚ 34.833' N,157˚ 48.023' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in Whirlpak,9/14/20 16:15,9/14/20 16:15,9/15/20 0:15,71 34.833,71.58055,157 48.023,-157.8003833,ctd062,2,14-Sep-20,16:15:16,6.0846,71.834,264.679,5.9343,70.06,258.141,33.1408,33.1415,26.6647,26.665,1.9636,-1.6103,-1.5997,0.0424,59.724
E70.2B.DY2012,2,1,FALSE,DY2012,DY20-12 Dyson 2020,9/14/20,NA,16:15,DBO5-9 setB 59mR2 88,62,2,Niskin; 0.22 µm swinex filter,95% EtOH,Chukchi Sea,DBO5-9,59,71˚ 34.833' N,157˚ 48.023' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in Whirlpak,9/14/20 16:15,9/14/20 16:15,9/15/20 0:15,71 34.833,71.58055,157 48.023,-157.8003833,ctd062,2,14-Sep-20,16:15:16,6.0846,71.834,264.679,5.9343,70.06,258.141,33.1408,33.1415,26.6647,26.665,1.9636,-1.6103,-1.5997,0.0424,59.724
E71.1B.DY2012,1,1,FALSE,DY2012,DY20-12 Dyson 2020,9/18/20,NA,8:11,BS14 0mR1 89,65,8,Niskin; 0.22 µm swinex filter,95% EtOH,Bering Sea,BS14,0,63˚ 59.96' N,167˚ 56.62' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in Whirlpak,9/18/20 8:11,9/18/20 8:11,9/18/20 16:11,63 59.96,63.99933333,167 56.62,-167.9436667,ctd065,8,18-Sep-20,8:11:29,6.414,96.583,279.765,6.2764,94.512,273.763,30.8695,30.8717,23.898,23.8997,0.457,8.9177,8.9179,0.8032,4.075
E71.2B.DY2012,2,1,FALSE,DY2012,DY20-12 Dyson 2020,9/18/20,NA,8:11,BS14 0mR2 90,65,8,Niskin; 0.22 µm swinex filter,95% EtOH,Bering Sea,BS14,0,63˚ 59.96' N,167˚ 56.62' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in Whirlpak,9/18/20 8:11,9/18/20 8:11,9/18/20 16:11,63 59.96,63.99933333,167 56.62,-167.9436667,ctd065,8,18-Sep-20,8:11:29,6.414,96.583,279.765,6.2764,94.512,273.763,30.8695,30.8717,23.898,23.8997,0.457,8.9177,8.9179,0.8032,4.075
E72.1B.DY2012,1,1,FALSE,DY2012,DY20-12 Dyson 2020,9/18/20,NA,8:11,BS14 32mR1 91,65,1,Niskin; 0.22 µm swinex filter,95% EtOH,Bering Sea,BS14,32,63˚ 59.96' N,167˚ 56.62' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in Whirlpak,9/18/20 8:11,9/18/20 8:11,9/18/20 16:11,63 59.96,63.99933333,167 56.62,-167.9436667,ctd065,1,18-Sep-20,8:06:55,6.7604,89.575,294.366,6.5721,87.079,286.164,32.2315,32.2342,25.6674,25.6696,3.4567,3.0946,3.0951,0.3103,31.589
E72.2B.DY2012,2,1,FALSE,DY2012,DY20-12 Dyson 2020,9/18/20,NA,8:11,BS14 32mR2 92,65,1,Niskin; 0.22 µm swinex filter,95% EtOH,Bering Sea,BS14,32,63˚ 59.96' N,167˚ 56.62' W,1000,"Sarah Donohoe, Penelope Adams",Filter stored in Whirlpak,9/18/20 8:11,9/18/20 8:11,9/18/20 16:11,63 59.96,63.99933333,167 56.62,-167.9436667,ctd065,1,18-Sep-20,8:06:55,6.7604,89.575,294.366,6.5721,87.079,286.164,32.2315,32.2342,25.6674,25.6696,3.4567,3.0946,3.0951,0.3103,31.589
E73.NC.DY2012,1,1,TRUE,DY2012,DY20-12 Dyson 2020,9/18/20,NA,,Control-4,NA,NA,0.22µm swinex filter,95% EtOH,,NA,NA,NA,NA,1000,"Sarah Donohoe, Penelope Adams",Filter stored in Whirlpak,9/18/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
