dada2_input	filtered	dada_f	dada_r	merged	nonchim	final_perc_reads_retained
MP_E522_1B	129684	121754	120901	120580	106895	92034	71
MP_E522_2T	114812	108275	107785	107586	100253	90441	78.8
MP_E522_3T	55962	52631	52266	52114	48005	42034	75.1
MP_E523_1B	128503	119227	118625	118263	106890	82898	64.5
MP_E523_2B	104432	96742	96447	95967	89275	68560	65.7
MP_E523_3B	136741	126437	126052	125647	117613	90190	66
MP_E529	167441	157288	156847	156273	151002	140629	84
MP_E531	131680	122423	121747	121216	107048	81759	62.1
MP_E532	36240	34187	34010	33945	31960	27520	75.9
MP_E533	97629	91092	90650	90509	84091	69262	70.9
MP_E534	111097	104010	103484	103294	95670	80337	72.3
MP_E535	126119	117444	116921	116303	104212	83910	66.5
MP_E536	114079	107026	106532	106218	99844	79147	69.4
MP_E537	114049	106757	106341	106094	99236	85830	75.3
MP_E538	131520	122092	121485	121292	110516	87092	66.2
MP_E539	114146	106845	106282	105980	95376	70421	61.7
MP_E540	137664	128309	127902	127639	121975	107216	77.9
MP_E541	140387	131058	130057	129333	114850	86425	61.6
MP_E542	132619	122884	122652	122237	116542	97170	73.3
MP_E543	89826	83582	83125	82657	73984	56726	63.2
MP_E544	117449	110646	110258	109898	103143	81284	69.2
MP_E545	167652	156671	156177	155835	145237	115925	69.1
MP_E557	132339	123582	123003	122653	110202	88164	66.6
MP_E561	169287	159471	158752	158163	150415	135726	80.2
MP_E562	166263	156984	156369	155795	146014	125911	75.7
MP_E563	104854	98013	97392	97194	87249	73693	70.3
MP_E564	141156	130335	129837	129377	121119	91638	64.9
MP_E566	85167	80410	80027	79673	75655	68785	80.8
MP_E567	108833	101757	101287	101103	93871	81622	75
MP_E568	121276	112845	112481	112019	102250	80966	66.8
MP_E570	130172	122319	121934	121677	115579	108123	83.1
MP_E571	123663	116115	115608	115430	108248	96181	77.8
MP_E572	127777	118819	118334	118019	109327	86519	67.7
MP_E573_1B_PCR1	140014	130653	130156	129620	121292	104878	74.9
MP_E573_2B_PCR1	133133	125487	124880	124431	117000	98977	74.3
MP_E573_3B_PCR1	139193	130973	130538	130112	122549	105635	75.9
MP_E574_1B_PCR1	99270	92393	92154	91909	88869	75129	75.7
MP_E574_2B_PCR1	104999	98240	97856	97550	91214	76158	72.5
MP_E574_3B_PCR1	101912	95172	94860	94547	88526	72644	71.3
MP_E575_1B_PCR1	112624	101776	101508	101254	94185	67270	59.7
MP_E575_2B_PCR1	85601	80085	79799	79591	74349	54763	64
MP_E575_3B_PCR1	97435	90914	90585	90439	84707	61993	63.6
MP_E579	128646	119592	119024	118528	111255	87804	68.3
MP_E580	143397	133153	132482	131620	118268	90571	63.2
MP_E581	143326	133362	132858	132257	121263	94136	65.7
MP_E590	119745	112134	111697	111225	103228	92644	77.4
MP_E592	122938	115197	114668	114434	106113	91776	74.7
MP_E593	133766	122711	122296	121807	111714	85516	63.9
MP_E594	134165	124436	124020	123402	115507	98278	73.3
MP_E595	112765	94822	94543	94111	87618	77760	69
MP_E596	120180	113201	112760	112391	106234	92741	77.2
MP_E597	132676	124643	124230	123501	113273	78699	59.3
MP_E598_1B_PCR1	157649	147574	147062	146489	138850	120787	76.6
MP_E598_2B_PCR1	129265	122308	121893	121346	113504	97330	75.3
MP_E598_3B_PCR1	157761	148655	147991	147518	137535	115509	73.2
MP_E599_PCR1	116613	110236	109792	109484	103477	88697	76.1
MP_E600_1B_PCR1	95475	87317	87054	86846	81288	66646	69.8
MP_E600_2B_PCR1	102242	95011	94723	94239	87579	68528	67
MP_E600_3B_PCR1	94753	89136	88719	88361	80478	58555	61.8
MP_E601	101749	95623	95351	95087	91670	83057	81.6
MP_E602	126396	118963	118545	118234	110808	94600	74.8
MP_E603	143705	134107	133644	133257	124565	97660	68
MP_E604	149034	140328	139771	139089	127655	103943	69.7
MP_E605	121612	112581	112195	111819	106490	92608	76.2
MP_E606	121267	113499	112973	112632	105994	89573	73.9
MP_E607	145283	136727	136220	135764	127564	109807	75.6
MP_E609	127087	118946	118502	117997	110949	83938	66
MP_E622	119978	111899	111294	111102	102075	87629	73
MP_E623	150808	139891	139358	138940	129824	108669	72.1
MP_E626	117712	109883	109336	109270	102216	91674	77.9
MP_E627	130429	120086	119468	119335	110973	88628	68
MP_E632	91883	85404	85006	84894	80417	71915	78.3
MP_E633	124499	117010	116524	116170	109045	93501	75.1
MP_E634	88047	82065	81863	81729	78118	69406	78.8
MP_E635	140074	127285	126797	126318	119854	105464	75.3
MP_E636	115812	107931	107631	107007	101141	88991	76.8
MP_E637	141407	132865	132560	132351	127111	105346	74.5
MP_E638	150304	141672	141298	140806	134976	103324	68.7
MP_E639	120196	112191	111795	111588	105563	80291	66.8
MP_E640	123380	115889	115499	115319	109545	85009	68.9
MP_E649	107113	99713	99348	99094	92174	80974	75.6
MP_E650	120065	113354	112818	112417	100316	77614	64.6
MP_E653	110525	101220	100942	100549	94351	88085	79.7
MP_E654	88109	82437	82054	81823	74309	58181	66
MP_E655	140550	131899	131371	130861	122550	106167	75.5
MP_E656	71004	65750	65568	65284	59078	51990	73.2
MP_E657	107223	99897	99495	99116	91597	80815	75.4
MP_E658_1B	173468	161443	160990	160342	153452	133690	77.1
MP_E658_2T	139358	131355	130869	130572	123999	110345	79.2
MP_E658_3T	140819	132467	132038	131571	124852	111521	79.2
MP_E659_1B	94738	88328	88000	87801	80518	72085	76.1
MP_E659_2B	113946	99631	99282	98943	93712	83677	73.4
MP_E659_3B	117642	109568	109171	108681	100729	87026	74
MP_E660_1B	122976	114479	114277	113996	110544	101678	82.7
MP_E660_2B	134088	124634	124282	123869	118388	102769	76.6
MP_E660_3B	79744	74772	74443	74269	69825	60379	75.7
MP_E661	161376	151969	151426	150900	143588	126377	78.3
MP_E663	122710	113313	112987	112588	105644	93779	76.4
MP_E666	106900	99457	99141	98791	91408	78794	73.7
MP_E667	116632	110145	109811	109427	102902	86699	74.3
MP_E675_1B	58926	55530	55276	55085	52672	48633	82.5
MP_E680	94606	87093	86801	86466	77202	69083	73
MP_E681	103747	96871	96370	95896	87122	64527	62.2
MP_E685	156585	146820	146518	145997	140598	126123	80.5
MP_E686	125864	117763	117134	116565	106190	84159	66.9
MP_E687	107932	100443	99902	99487	89249	65012	60.2
MP_E688	104706	95186	94606	94219	87791	71266	68.1
MP_E689	65096	60984	60393	60291	54604	43607	67
MP_E690	122442	113834	113146	112748	101296	78031	63.7
MP_E691_1B	161782	152066	151511	150763	142206	113540	70.2
MP_E691_2B	146711	137045	136616	136147	129148	106447	72.6
MP_E691_3B	106088	97500	97162	96834	91733	77208	72.8
MP_E692_1B	110059	102706	102210	101951	94108	80723	73.3
MP_E692_2B	99386	92774	92259	91921	84566	70563	71
MP_E692_3B	105828	99190	98714	98350	89483	74716	70.6
MP_E693_1B	113077	100623	100019	99629	88222	64460	57
MP_E693_2B	129411	121638	120775	120263	104378	71745	55.4
MP_E693_3B	148677	138043	137112	136545	121006	87159	58.6
MP_E694_1B	129867	122152	121768	121242	115136	103728	79.9
MP_E694_2B	150543	140467	139989	139594	132565	119047	79.1
MP_E694_3B	146883	137886	137466	136989	130263	117197	79.8
MP_E695_1B	71657	66928	66694	66558	62658	54486	76
MP_E695_2B	93156	85700	85430	85002	80513	68673	73.7
MP_E695_3B	110826	103580	103222	103034	96732	82763	74.7
MP_E696_1B	57282	53816	53569	53283	48278	39953	69.7
MP_E696_2B	122593	115355	114894	114347	103239	80998	66.1
MP_E696_3B	132623	123924	123156	122641	111119	85995	64.8
MP_E699	120946	112922	112511	111990	102311	88358	73.1
MP_E700	112981	103710	103225	102851	91802	69653	61.7
MP_E707	121217	113315	113097	112696	99049	94917	78.3
MP_E709	86531	81093	80755	80390	75691	71180	82.3
MP_E713	107694	100823	100228	99660	89180	65536	60.9
MP_E715	124672	116440	115597	115274	104021	77073	61.8
MP_E716	80243	74279	73757	73256	65806	48460	60.4
MP_E718	53343	49944	49745	49707	46343	39444	73.9
MP_E721	139625	130120	129425	128928	119483	98280	70.4
MP_E724	92523	85820	85330	85030	76875	60436	65.3
MP_E725_1B	145574	136513	135934	135695	126950	109083	74.9
MP_E730_1B	114813	105979	105334	105026	94692	74296	64.7
MP_E733	111228	95896	95805	95599	93579	83948	75.5
MP_E737	136068	124066	123209	122670	108700	78717	57.9
MP_E742_1B	136514	126107	125680	125467	117940	94793	69.4
MP_E742_2T	87622	81819	81627	81558	78954	63650	72.6
MP_E742_3T	126512	117500	117307	117005	112941	98340	77.7
MP_E746	110832	104486	104057	103861	97262	89449	80.7
MP_E747	57354	53412	53011	52793	46295	33068	57.7
MP_E748	129000	119437	118721	118494	107129	66618	51.6
MP_E749	108817	99811	98926	98313	85939	64748	59.5
MP_E750	121260	113114	112615	112134	105022	91583	75.5
MP_E753	134633	111399	110687	110213	98465	65999	49
MP_E756	94908	88233	87973	87655	82339	74723	78.7
MP_E757	86415	78032	77622	77444	69742	49343	57.1
MP_E758	118461	110541	110021	109669	103980	88155	74.4
MP_E759	124956	115463	115006	114804	107478	91438	73.2
MP_E760	112765	104597	103943	103795	94274	62720	55.6
MP_E761	106824	100428	100095	99789	95160	86653	81.1
MP_E768_1B	110591	103388	103078	102566	98311	90010	81.4
MP_E769_1B	99116	91912	91535	91389	85284	77614	78.3
MP_E769_2T	102140	94467	94241	93952	87803	81623	79.9
MP_E769_3T	105847	98652	98294	98157	91900	84837	80.2
MP_E770	142697	132310	131567	131096	120958	98033	68.7
MP_E771	125241	114359	113675	113295	103459	71787	57.3
MP_E772_1B	106506	99773	99316	98997	90388	63533	59.7
MP_E772_2B	118877	108515	107651	107829	99164	69185	58.2
MP_E772_3B	134265	124601	123870	123693	113823	76429	56.9
MP_E773	135480	124601	123910	123454	115286	98056	72.4
MP_E774	110738	103667	103102	102787	93366	79330	71.6
MP_E775	101146	93530	93040	92779	84303	64482	63.8
MP_E780	91576	85498	85208	84905	80219	71700	78.3
MP_E781	136153	126701	125700	125069	107686	81845	60.1
MP_E784	118051	109468	108999	108685	101342	84297	71.4
MP_E785	105626	98414	98016	97807	90826	77448	73.3
MP_E788_1B	120686	112094	111668	111331	104860	90921	75.3
MP_E788_2B	138601	126410	125913	125832	95560	79881	57.6
MP_E788_3B	124667	115595	115095	114985	99287	84391	67.7
MP_E789	127051	117050	116274	115796	105739	90035	70.9
MP_E792	106407	99783	99225	98839	90726	78225	73.5
MP_E798	135010	124912	124477	124241	109290	86572	64.1
MP_E800	101343	94897	94615	94323	89299	83617	82.5
MP_E801	112155	104089	103474	103276	93567	70173	62.6
MP_E804	127541	118550	117994	117689	110051	96199	75.4
MP_E805	103811	95677	95247	95080	85973	68664	66.1
MP_E809_1B	98077	91604	91421	91180	87645	80662	82.2
MP_E809_2T	109247	100588	100192	99927	93780	83122	76.1
MP_E809_3T	94508	88381	88138	87759	83794	76546	81
MP_E810_1B	118732	109542	108806	108630	98631	73845	62.2
MP_E810_2B	101078	90656	90293	89910	82671	64850	64.2
MP_E810_3B	111384	103525	103008	102861	93333	70670	63.4
MP_E811_1B	117065	109978	109770	109270	105550	97908	83.6
MP_E811_2B	138043	129003	128462	127982	120858	110766	80.2
MP_E811_3B	147104	134753	133959	133454	123453	109592	74.5
MP_E812	113924	106483	105841	105681	99158	91033	79.9
MP_E813_1B	91434	84213	84019	83737	78770	75411	82.5
MP_E813_2B	91704	84659	84282	84093	78907	73864	80.5
MP_E813_3B	69768	63603	63238	63077	58145	51951	74.5
MP_E814_1B	52788	43543	43214	43323	38122	31960	60.5
MP_E814_2B	65969	61704	61441	61425	55642	46318	70.2
MP_E814_3B	103538	96460	96102	95922	86208	71750	69.3
MP_E819	90180	84246	83942	83751	75654	63919	70.9
MP_E822	90086	84006	83777	83564	81151	76165	84.5
MP_E823	97416	90056	89607	89394	80288	64271	66
MP_E824	125691	112572	112477	112369	102376	89495	71.2
MP_E825	95251	89135	88707	88559	80866	68142	71.5
MP_E826	99236	92223	92023	92078	91308	83331	84
MP_E829	140493	132079	131632	131306	126356	117902	83.9
MP_E831	115415	107509	106933	106673	100399	91480	79.3
MP_E832	78155	73419	73202	72828	68981	61804	79.1
MP_E833	99530	92536	92031	91858	82073	69945	70.3
MP_E840	130770	121121	120745	120710	118421	114035	87.2
MP_E841	103168	96186	95811	95441	90992	80314	77.8
MP_E843	87171	81482	81211	81026	70793	62895	72.2
MP_E846	128822	120416	120213	119767	117955	104373	81
MP_E852	168803	155810	155570	154949	151097	142658	84.5
MP_E853	23258	21664	21662	21659	21464	21461	92.3
MP_E854	83286	77700	77245	77075	70177	58705	70.5
MP_E855	92467	79743	79660	79560	78007	70847	76.6
MP_E856	159092	149001	148485	147915	142184	129031	81.1
MP_E857	97732	91132	90662	90758	88214	84865	86.8
MP_E858	50903	47736	47426	47227	43180	37273	73.2
MP_E859	119879	111771	111290	111150	100066	89127	74.3
MP_E860_1B	145537	136218	135797	135322	130490	119310	82
MP_E860_2B	149978	140514	139716	139141	130711	115309	76.9
MP_E860_3B	126776	118276	117872	117550	113334	103629	81.7
MP_E861_1B	109682	101806	101233	100790	90142	78190	71.3
MP_E861_2B	75050	70632	70366	70163	57501	50889	67.8
MP_E861_3B	109999	103416	103120	102959	85558	76770	69.8
MP_E862_1B	94355	87979	87727	87544	82139	74111	78.5
MP_E862_2B	105965	99524	99164	98981	86175	75922	71.6
MP_E862_3B	94083	87561	87219	87036	77096	68049	72.3
MP_E866	62742	58115	57890	57604	55094	49383	78.7
MP_E867	91945	86335	86092	85837	64292	56659	61.6
MP_E868	98695	92859	92686	92500	80450	75513	76.5
MP_E869	55490	52037	51844	51762	43831	39536	71.2
MP_E870	93879	87764	87515	87257	72766	65325	69.6
MP_E871	102630	95685	95332	95029	72955	65463	63.8
MP_E872_1B	173941	162475	161855	160997	152237	138847	79.8
MP_E872_2B	151378	141946	141569	141133	135564	128207	84.7
MP_E872_3B	165546	155236	154697	154132	132419	122538	74
MP_E873_1B	114570	107722	106889	106577	96450	79466	69.4
MP_E873_2B	116365	108053	107359	107025	97087	80296	69
MP_E873_3B	110057	102871	102007	101812	91392	74649	67.8
MP_E874_1B	101132	93879	93328	92893	83673	68393	67.6
MP_E874_2B	109156	100239	99573	99152	88546	71762	65.7
MP_E874_3B	70512	64754	64263	64013	55499	46074	65.3
MP_E875	189118	175841	174896	174022	160268	133193	70.4
MP_E876	113730	104303	103689	103239	92835	73980	65
MP_E880	88819	83570	83170	82782	78391	71074	80
MP_E881	95768	88943	88374	88114	77181	66900	69.9
MP_E885_1B	105103	98789	98211	97667	91606	82986	79
MP_E885_2T	97259	91267	90705	90117	83819	76088	78.2
MP_E885_3T	94492	89345	88852	88289	82415	74537	78.9
MP_E886_1B	108616	101561	100935	100734	92495	82416	75.9
MP_E886_2B	41297	38612	38158	38005	31881	27672	67
MP_E886_3B	116031	107880	107223	106939	93944	81271	70
MP_E892	84266	77475	76841	76682	66914	58589	69.5
MP_E895	111290	103684	103116	102767	96900	83162	74.7
MP_E896	118907	110486	110003	109755	103652	86884	73.1
MP_E901	73336	65762	65504	65330	62092	57416	78.3
MP_E903_1B	111388	104640	104271	103784	98820	90451	81.2
MP_E904_1B	107272	99877	99067	98756	87487	69897	65.2
MP_E904_2B	120972	112589	111769	111449	100292	82180	67.9
MP_E904_3B	124427	116403	115458	115046	102020	80227	64.5
MP_E907	104289	97854	97085	96709	86377	69058	66.2
