Sample	lat	long	sites	controls	group1	group2	group3	group4	group5	group6	samp_vol	depth
E1858.OC0723	47.87831667	-124.73645	TeahwhiteHead	NA	deep	2023	Jul	2023_Jul	OCNMS	PPS	1001	34
E1859.OC0723	47.87831667	-124.73645	TeahwhiteHead	NA	deep	2023	Jul	2023_Jul	OCNMS	PPS	1001	34
E1860.OC0723	47.87831667	-124.73645	TeahwhiteHead	NA	deep	2023	Jul	2023_Jul	OCNMS	PPS	1001	34
E1861.OC0723	47.87831667	-124.73645	TeahwhiteHead	NA	deep	2023	Jul	2023_Jul	OCNMS	PPS	1001	34
E1862.OC0723	47.87831667	-124.73645	TeahwhiteHead	NA	deep	2023	Jul	2023_Jul	OCNMS	PPS	1001	34
E1863.OC0723	47.87831667	-124.73645	TeahwhiteHead	NA	deep	2023	Jul	2023_Jul	OCNMS	PPS	1001	34
E1864.OC0723	47.87831667	-124.73645	TeahwhiteHead	NA	deep	2023	Jul	2023_Jul	OCNMS	PPS	1001	34
E1865.OC0723	47.87831667	-124.73645	TeahwhiteHead	NA	deep	2023	Jul	2023_Jul	OCNMS	PPS	1000	34
E1866.OC0723	47.87831667	-124.73645	TeahwhiteHead	NA	deep	2023	Jul	2023_Jul	OCNMS	PPS	1001	34
E1867.OC0723	47.87831667	-124.73645	TeahwhiteHead	NA	deep	2023	Jul	2023_Jul	OCNMS	PPS	1001	34
E1868.OC0723	47.87831667	-124.73645	TeahwhiteHead	NA	deep	2023	Jul	2023_Jul	OCNMS	PPS	1001	34
E1869.OC0723	47.87831667	-124.73645	TeahwhiteHead	NA	deep	2023	Jul	2023_Jul	OCNMS	PPS	1001	34
E1870.OC0723	47.87831667	-124.73645	TeahwhiteHead	NA	deep	2023	Jul	2023_Jul	OCNMS	PPS	1001	34
E1871.OC0723	47.87831667	-124.73645	TeahwhiteHead	NA	deep	2023	Jul	2023_Jul	OCNMS	PPS	1001	34
E1872.OC0723	47.87831667	-124.73645	TeahwhiteHead	NA	deep	2023	Jul	2023_Jul	OCNMS	PPS	1001	34
E1873.OC0723	47.87831667	-124.73645	TeahwhiteHead	NA	deep	2023	Jul	2023_Jul	OCNMS	Niskin	1000	33.579
E1874.OC0723	47.87831667	-124.73645	TeahwhiteHead	NA	deep	2023	Jul	2023_Jul	OCNMS	Niskin	1000	33.6858
E1875.OC0723	47.87831667	-124.73645	TeahwhiteHead	NA	deep	2023	Jul	2023_Jul	OCNMS	Niskin	1000	33.6858
E2128.OC0919	48.1663	-124.7568333	CANS	NA	surface	2019	Sep	2019_Sep	OCNMS	Bottle	1000	0
E2129.OC0919	48.16601667	-124.8233667	CA42	NA	surface	2019	Sep	2019_Sep	OCNMS	Bottle	1000	0
E2130.OC0919	47.35678333	-124.3481333	CENS	NA	surface	2019	Sep	2019_Sep	OCNMS	Bottle	1000	0
E2131.OC0919	47.35313333	-124.4887333	CE42	NA	surface	2019	Sep	2019_Sep	OCNMS	Bottle	1000	0
E2132.OC0919	47.60083333	-124.4284	CLNS	NA	surface	2019	Sep	2019_Sep	OCNMS	Bottle	1000	0
E2133.OC0919	47.59456667	-124.4970667	CL42	NA	surface	2019	Sep	2019_Sep	OCNMS	Bottle	1000	0
E2134.OC0919	48.32396667	-124.7353833	MB42	NA	surface	2019	Sep	2019_Sep	OCNMS	Bottle	1000	0
E2135.OC0919	47.87611667	-124.6194667	THNS	NA	surface	2019	Sep	2019_Sep	OCNMS	Bottle	1000	0
E2136.OC0919	47.87615	-124.7334167	TH42	NA	surface	2019	Sep	2019_Sep	OCNMS	Bottle	1000	0
E2137.OC0919	47.59456667	-124.4970667	CL42	NA	deep	2019	Sep	2019_Sep	OCNMS	Bottle	1000	NA
E446.WCOA21	47.954	-124.907	ChaBa	NA	deep	2021	Jun	2021_Jun	WCOA	Niskin	1000	77.1_76.2_76.5
E447.WCOA21	47.954	-124.907	ChaBa	NA	surface	2021	Jun	2021_Jun	WCOA	Niskin	1000	10.8
E448.WCOA21	47.954	-124.907	ChaBa	NA	surface	2021	Jun	2021_Jun	WCOA	Niskin	1000	3.3_2.9_3.1
E449.WCOA21	47.946	-124.746	Sokul	NA	mid	2021	Jun	2021_Jun	WCOA	Niskin	1000	25.7_25.3_26
E450.WCOA21	47.946	-124.746	Sokul	NA	surface	2021	Jun	2021_Jun	WCOA	Niskin	1000	3.1_3.6
E475.WCOA21	46.131	-124.031	CR3	NA	mid	2021	Jul	2021_Jul	WCOA	Niskin	1000	19.7
E486.WCOA21	46.129	-124.269	CR13	NA	deep	2021	Jul	2021_Jul	WCOA	Niskin	1000	87.7
E492.WCOA21	46.129	-124.526	CR24	NA	deep	2021	Jul	2021_Jul	WCOA	Niskin	1000	131
E494.WCOA21	46.128	-124.526	CR24	NA	deep	2021	Jul	2021_Jul	WCOA	Niskin	1000	79.7
E496.WCOA21	46.128	-124.526	CR24	NA	mid	2021	Jul	2021_Jul	WCOA	Niskin	1000	20.5_20.3
E498.WCOA21	46.128	-124.527	CR24	NA	surface	2021	Jul	2021_Jul	WCOA	Niskin	350_1000	3.2
E573.WCOA21	44.652	-124.297	NH10	NA	deep	2021	Jul	2021_Jul	WCOA	Niskin	1000	70.4_71.1_70.5
E574.WCOA21	44.652	-124.298	NH10	NA	mid	2021	Jul	2021_Jul	WCOA	Niskin	1000	40.6_39.6_40.4
E575.WCOA21	44.652	-124.298	NH10	NA	surface	2021	Jul	2021_Jul	WCOA	Niskin	1000	4_4.4
E598.WCOA21	44.001	-124.6	HH20	NA	deep	2021	Jul	2021_Jul	WCOA	Niskin	1000	144.2_143.3_143.5
E600.WCOA21	44.001	-124.601	HH20	NA	surface	2021	Jul	2021_Jul	WCOA	Niskin	1000	3.7_3.8
E610.NC.WCOA21	NA	NA	NA	negative	NA	2021	Jul	2021_Jul	WCOA	NA	1000	NA
POSITIVE	NA	NA	NA	positive	NA	NA	NA	NA	NA	NA	NA	NA
