ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_1	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium helveticum
ASV_10	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	NA	NA	NA
ASV_100	Eukaryota	Ciliophora	Spirotrichea	Choreotrichida	Leegaardiellidae	Leegaardiella	NA
ASV_1000	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Eudubosquellidae	Euduboscquella	Euduboscquella sp_
ASV_10000	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	NA
ASV_10001	Unknown	NA	NA	NA	NA	NA	NA
ASV_10002	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10003	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa rotundata
ASV_10004	Eukaryota	Fornicata	Hicanonectes__f__o__c	Hicanonectes__f__o	Hicanonectes__f	NA	NA
ASV_10005	Eukaryota	Pelagophyceae__p	Pelagophyceae	Pelagomonadales	Aureococcus__f	Aureococcus	Aureococcus anophagefferens
ASV_10006	Eukaryota	Mucoromycota	NA	NA	NA	NA	NA
ASV_10007	Eukaryota	Choanoflagellata__p	Choanoflagellata	NA	NA	NA	NA
ASV_10008	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	NA	NA	NA
ASV_10009	Eukaryota	Choanoflagellata__p	Choanoflagellata	NA	NA	NA	NA
ASV_1001	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10010	Environmental Unknown	NA	NA	NA	NA	NA	NA
ASV_10011	Unknown	NA	NA	NA	NA	NA	NA
ASV_10012	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	NA
ASV_10013	Eukaryota	Bacillariophyta	Mediophyceae	Biddulphiales	Biddulphiaceae	Biddulphia	NA
ASV_10014	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10015	Environmental Unknown	NA	NA	NA	NA	NA	NA
ASV_10016	Eukaryota	Ciliophora	Spirotrichea	Strombidiidae__o	Strombidiidae	NA	NA
ASV_10017	Eukaryota	Ciliophora	Spirotrichea	Tintinnida	Xystonellidae	Parafavella	NA
ASV_10018	Eukaryota	Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae	NA	NA
ASV_10019	Unknown	NA	NA	NA	NA	NA	NA
ASV_1002	Environmental Unknown	NA	NA	NA	NA	NA	NA
ASV_10020	Eukaryota	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae	Aurelia	Aurelia solida
ASV_10021	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10022	Unknown	NA	NA	NA	NA	NA	NA
ASV_10023	Eukaryota	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	NA
ASV_10024	Unknown	NA	NA	NA	NA	NA	NA
ASV_10025	Unknown	NA	NA	NA	NA	NA	NA
ASV_10026	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10027	Eukaryota	Cercozoa	Mesofilidae__o__c	Mesofilidae__o	Mesofilidae	NA	NA
ASV_10028	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	NA
ASV_10029	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_1003	Eukaryota	Annelida	Polychaeta	Terebellida	Terebellidae	Polycirrus	Polycirrus carolinensis
ASV_10030	Unknown	NA	NA	NA	NA	NA	NA
ASV_10031	Eukaryota	Arthropoda	Hexanauplia	Harpacticoida	Canthocamptidae	Canthocamptus	Canthocamptus staphylinus
ASV_10032	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_10033	Unknown	NA	NA	NA	NA	NA	NA
ASV_10034	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	Karlodinium veneficum
ASV_10035	Unknown	NA	NA	NA	NA	NA	NA
ASV_10036	Eukaryota	Annelida	Polychaeta	Sabellida	Sabellidae	Megalomma	Megalomma sp_ MC_2010
ASV_10037	Eukaryota	Polycystinea__p	Polycystinea	NA	NA	NA	NA
ASV_10038	Eukaryota	Cercozoa	Thecofilosea	Cryomonadida	Rhogostomidae	Rhogostoma	Rhogostoma sp_
ASV_10039	Eukaryota	Dinophyceae__p	Dinophyceae	Phytodiniales	Phytodiniaceae	Spiniferodinium	NA
ASV_1004	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Ceratoperidiniaeceae	NA	NA
ASV_10040	Eukaryota	Dinophyceae__p	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	NA
ASV_10041	Unknown	NA	NA	NA	NA	NA	NA
ASV_10042	Unknown	NA	NA	NA	NA	NA	NA
ASV_10043	Eukaryota	Cercozoa	Imbricatea	NA	NA	NA	NA
ASV_10044	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	NA	NA	NA
ASV_10045	Eukaryota	Cercozoa	Imbricatea	Thaumatomonadida	Thaumatomastigidae	Thaumatomonas	NA
ASV_10046	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	NA	NA	NA
ASV_10047	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10048	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo_nitzschia	NA
ASV_10049	Eukaryota	Dinophyceae__p	Dinophyceae	Gonyaulacales	Amphidomataceae	Amphidoma	Amphidoma languida
ASV_1005	Eukaryota	Ciliophora	NA	NA	NA	NA	NA
ASV_10050	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	NA	NA	NA
ASV_10051	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10052	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	NA	NA	NA
ASV_10053	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	NA	NA	NA
ASV_10054	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Eudubosquellidae	NA	NA
ASV_10055	Eukaryota	Polycystinea__p	Polycystinea	Nassellaria	Plagoniidae	Pseudocubus	NA
ASV_10056	Eukaryota	Dinophyceae__p	Dinophyceae	Noctilucales	Noctilucaceae	Noctiluca	Noctiluca sp_
ASV_10057	Eukaryota	Dinophyceae__p	Dinophyceae	Noctilucales	Noctilucaceae	Noctiluca	NA
ASV_10058	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	NA	NA	NA
ASV_10059	Eukaryota	Bigyra__p	Bigyra	Nanomonadea	Solenicola__f	NA	NA
ASV_1006	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	NA
ASV_10060	Environmental Unknown	NA	NA	NA	NA	NA	NA
ASV_10061	Unknown	NA	NA	NA	NA	NA	NA
ASV_10062	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	NA	NA	NA
ASV_10063	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Eudubosquellidae	NA	NA
ASV_10064	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium heterostriatum
ASV_10065	Environmental Unknown	NA	NA	NA	NA	NA	NA
ASV_10066	Eukaryota	Cercozoa	Cercomonadida__c	Cercomonadida	Cercomonadidae	NA	NA
ASV_10067	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	Amoebophrya sp_
ASV_10068	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	NA
ASV_10069	Eukaryota	Cercozoa	Chlorarachniophyceae	Minorisa__f__o	Minorisa__f	Minorisa	Minorisa sp_ SRT710
ASV_1007	Eukaryota	Cercozoa	Thecofilosea	Cryomonadida	Rhogostomidae	Rhogostoma	Rhogostoma sp_
ASV_10070	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	NA	NA	NA
ASV_10071	Environmental Unknown	NA	NA	NA	NA	NA	NA
ASV_10072	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	NA	NA	NA
ASV_10073	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Lucicutiidae	Lucicutia	Lucicutia flavicornis
ASV_10074	Eukaryota	Chrysophyceae__p	Chrysophyceae	NA	NA	NA	NA
ASV_10075	Eukaryota	Cercozoa	Imbricatea	Euglyphida	Paulinellidae	Paulinella	NA
ASV_10076	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10077	Unknown	NA	NA	NA	NA	NA	NA
ASV_10078	Eukaryota	Telonemida__c__p	Telonemida__c	Telonemida	Telonema__f	Telonema	NA
ASV_10079	Eukaryota	Mucoromycota	NA	NA	NA	NA	NA
ASV_1008	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	Skeletonema	NA
