All percentages range 0-100% of the total count for either Eukaryotes or Prokaryotes, with exception of the first three data rows (% Known, % Eukaryote, % Prokaryote), which represent %s of total reads.
Taxonomy String (K->S)	Terminal Taxa	MP_E1032_OC0821_PCR1	MP_E1032_OC0821_PCR2	MP_E1032_OC0821_PCR3	MP_E1033_OC0821_PCR1	MP_E1033_OC0821_PCR2	MP_E1033_OC0821_PCR3	MP_E1034_OC0821_PCR1	MP_E1034_OC0821_PCR2	MP_E1034_OC0821_PCR3	MP_E1053_SKQ2021	MP_E1054_SKQ2021	MP_E1055_SKQ2021	MP_E1056_SKQ2021	MP_E1057_SKQ2021	MP_E1058_SKQ2021	MP_E1059_SKQ2021	MP_E1060_SKQ2021	MP_E1061_SKQ2021	MP_E1062_SKQ2021	MP_E1063_SKQ2021	MP_E1064_SKQ2021	MP_E1065_SKQ2021	MP_E1066_SKQ2021	MP_E1067_SKQ2021	MP_E1068_SKQ2021	MP_E1069_SKQ2021	MP_E1070_SKQ2021	MP_E1071_SKQ2021	MP_E1072_SKQ2021	MP_E1073_SKQ2021	MP_E1074_SKQ2021	MP_E1075_SKQ2021	MP_E1076_SKQ2021	MP_E1077_SKQ2021	MP_E1078_SKQ2021	MP_E1079_SKQ2021	MP_E1080_SKQ2021	MP_E1081_SKQ2021	MP_E1082_SKQ2021	MP_E1083_SKQ2021	MP_E1084_SKQ2021	MP_E1085_SKQ2021	MP_E1086_SKQ2021	MP_E1087_SKQ2021	MP_E1088_SKQ2021	MP_E1089_SKQ2021	MP_E1090_SKQ2021	MP_E1091_SKQ2021	MP_E1092_SKQ2021	MP_E1093_SKQ2021	MP_E1094_SKQ2021	MP_E1095_SKQ2021	MP_E1096_SKQ2021	MP_E1097_SKQ2021	MP_E1098_SKQ2021	MP_E1099_SKQ2021	MP_E1100_SKQ2021	MP_E1101_SKQ2021	MP_E1102_SKQ2021	MP_E1103_SKQ2021	MP_E1104_SKQ2021	MP_E1105_SKQ2021	MP_E1106_SKQ2021	MP_E1107_SKQ2021	MP_E1108_SKQ2021	MP_E1109_SKQ2021	MP_E1110_SKQ2021	MP_E1111_SKQ2021	MP_E1112_SKQ2021	MP_E1113_SKQ2021	MP_E1114_SKQ2021	MP_E1115_SKQ2021	MP_E1116_SKQ2021	MP_E1117_SKQ2021	MP_E1118_SKQ2021	MP_E1119_SKQ2021	MP_E1120_SKQ2021	MP_E1121_SKQ2021	MP_E1122_SKQ2021	MP_E1123_SKQ2021	MP_E1124_SKQ2021	MP_E1125_SKQ2021	MP_E1126_SKQ2021	MP_E1127_SKQ2021	MP_E1128_SKQ2021	MP_E1129_SKQ2021	MP_E1130_SKQ2021	MP_E1131_SKQ2021	MP_E1132_SKQ2021	MP_E1133_SKQ2021	MP_E1134_SKQ2021	MP_E1135_SKQ2021	MP_E1136_SKQ2021	MP_E1137_SKQ2021	MP_E1138_SKQ2021	MP_E1139_SKQ2021	MP_E1140_SKQ2021	MP_E1141_SKQ2021	MP_E1142_SKQ2021	MP_E1143_SKQ2021	MP_E1144_SKQ2021	MP_E1145_SKQ2021	MP_E1146_SKQ2021	MP_E1172_OC0622	MP_E1173_OC0622	MP_E1174_OC0622	MP_E1229_OC0822_PCR1	MP_E1229_OC0822_PCR2	MP_E1229_OC0822_PCR3	MP_E1230_OC0822_PCR1	MP_E1230_OC0822_PCR2	MP_E1230_OC0822_PCR3	MP_E1231_OC0822_PCR1	MP_E1231_OC0822_PCR2	MP_E1231_OC0822_PCR3	MP_E1240_OC0922	MP_E1241_OC0922	MP_E1242_OC0922	MP_E1243_OC0922	MP_E1244_OC0922	MP_E1245_OC0922	MP_E1246_OC0922	MP_E1247_OC0922	MP_E1248_OC0922	MP_E1249_OC0922	MP_E1250_OC0922	MP_E1251_OC0922	MP_E1252_OC0922	MP_E1253_OC0922	MP_E1254_OC0922	MP_E1255_OC0922	MP_E1256_OC0922	MP_E1257_OC0922	MP_E1258_OC0922	MP_E1259_OC0922	MP_E1260_OC0922	MP_E1261_OC0922	MP_E1262_OC0922	MP_E1263_OC0922	MP_E1265_OC0922_PCR1	MP_E1265_OC0922_PCR2	MP_E1265_OC0922_PCR3	MP_E1266_OC0922_PCR1	MP_E1266_OC0922_PCR2	MP_E1266_OC0922_PCR3	MP_E1267_OC0922_PCR1	MP_E1267_OC0922_PCR2	MP_E1267_OC0922_PCR3	MP_E1275_OC1021	MP_E1276_OC1021	MP_E1277_OC1021	MP_E1278_OC1021	MP_E1279_OC1021	MP_E1280_OC1021	MP_E1281_OC1021	MP_E1282_OC1021	MP_E1283_OC1021	MP_E1284_OC1021	MP_E1285_OC1021	MP_E1286_OC1021	MP_E1287_OC1021	MP_E1288_OC1021	MP_E1289_OC1021	MP_E1290_OC1021	MP_E1291_OC1021	MP_E1292_OC1021	MP_E1293_OC1021	MP_E1294_OC1021	MP_E1295_OC1021	MP_E1296_OC1021	MP_E1297_OC1021	MP_E1298_OC1021	MP_E1299_OC1021	MP_E1300_OC1021	MP_E1301_OC1021	MP_E1302_OC1021	MP_E1303_OC1021	MP_E1304_OC1021	MP_E1305_OC1021	MP_E1306_OC1021	MP_E1307_OC1021	MP_E1308_OC1021	MP_E1309_OC1021	MP_E1310_OC1021	MP_E1312_OC1021	MP_E1313_OC1021	MP_E1315_OC1021	MP_E1316_OC1021	MP_E1317_OC1021	MP_E1318_OC1021	MP_E1319_OC1021	MP_E1320_OC1021	MP_E1321_OC1021	MP_E1322_OC1021	MP_E1323_OC1021_PCR1	MP_E1323_OC1021_PCR2	MP_E1323_OC1021_PCR3	MP_E1324_OC1021_PCR1	MP_E1324_OC1021_PCR2	MP_E1324_OC1021_PCR3	MP_E1325_OC1021_PCR1	MP_E1325_OC1021_PCR2	MP_E1325_OC1021_PCR3	MP_E1389_OC0722	MP_E1390_OC0722	MP_E1391_OC0722	MP_E1403_OC0722	MP_E1404_OC0722	MP_E1406_OC0722	MP_E1408_OC0722	MP_E1410_OC0722	MP_E1412_OC0722	MP_E1414_OC0722	MP_E1416_OC0722	MP_E1418_OC0722	MP_E1420_OC0722	MP_E1422_OC0722	MP_E1424_OC0722	MP_E1426_OC0722	MP_E1845_OC0623	MP_E1846_OC0623	MP_E1847_OC0623	MP_E1849_OC0723	MP_E1850_OC0723	MP_E1851_OC0723	MP_E1852_OC0723	MP_E1853_OC0723	MP_E1854_OC0723	MP_E1855_OC0723	MP_E1856_OC0723	MP_E1857_OC0723	MP_E1858_OC0723	MP_E1859_OC0723	MP_E1860_OC0723	MP_E1861_OC0723	MP_E1862_OC0723	MP_E1863_OC0723	MP_E1864_OC0723	MP_E1865_OC0723	MP_E1866_OC0723	MP_E1867_OC0723	MP_E1868_OC0723	MP_E1869_OC0723	MP_E1870_OC0723	MP_E1871_OC0723	MP_E1872_OC0723	MP_E1873_OC0723	MP_E1874_OC0723	MP_E1875_OC0723	MP_E2128_1B	MP_E2128_2B	MP_E2128_3B	MP_E2128_4B	MP_E2129_1B	MP_E2129_2B	MP_E2129_3B	MP_E2129_4B	MP_E2129_5B	MP_E2130_1B	MP_E2130_2B	MP_E2130_3B	MP_E2130_4B	MP_E2130_5B	MP_E2131_1B	MP_E2131_2B	MP_E2131_3B	MP_E2131_4B	MP_E2131_5B	MP_E2132_1B	MP_E2132_2B	MP_E2132_3B	MP_E2132_4B	MP_E2132_5B	MP_E2133_1B	MP_E2133_2B	MP_E2133_3B	MP_E2133_4B	MP_E2133_5B	MP_E2134_1B	MP_E2134_2B	MP_E2134_3B	MP_E2134_4B	MP_E2134_5B	MP_E2135_1B	MP_E2135_2B	MP_E2135_3B	MP_E2135_4B	MP_E2135_5B	MP_E2136_1B	MP_E2136_2B	MP_E2136_3B	MP_E2136_4B	MP_E2136_5B	MP_E2137_1B	MP_E446_1B_PCR2	MP_E446_1B_PCR3	MP_E446_2B_PCR2	MP_E446_2B_PCR3	MP_E446_3B_PCR2	MP_E446_3B_PCR3	MP_E447_1B_PCR2	MP_E447_1B_PCR3	MP_E447_2B_PCR2	MP_E447_2B_PCR3	MP_E447_3B_PCR2	MP_E447_3B_PCR3	MP_E448_1B_PCR2	MP_E448_1B_PCR3	MP_E448_2B_PCR2	MP_E448_2B_PCR3	MP_E448_3B_PCR2	MP_E448_3B_PCR3	MP_E449_1B_PCR2	MP_E449_1B_PCR3	MP_E449_2B_PCR2	MP_E449_2B_PCR3	MP_E449_3B_PCR2	MP_E449_3B_PCR3	MP_E450_1B_PCR2	MP_E450_1B_PCR3	MP_E450_2B_PCR2	MP_E450_2B_PCR3	MP_E450_3B_PCR2	MP_E450_3B_PCR3	MP_E475_PCR2	MP_E475_PCR3	MP_E486_PCR2	MP_E486_PCR3	MP_E492_1B_PCR2	MP_E492_1B_PCR3	MP_E494_PCR2	MP_E494_PCR3	MP_E496_1T_PCR2	MP_E496_1T_PCR3	MP_E496_3B_PCR2	MP_E496_3B_PCR3	MP_E498_1B_PCR2	MP_E498_1B_PCR3	MP_E498_2B_PCR2	MP_E498_2B_PCR3	MP_E498_3B_PCR2	MP_E498_3B_PCR3	MP_E573_1B_PCR2	MP_E573_1B_PCR3	MP_E573_2B_PCR2	MP_E573_2B_PCR3	MP_E573_3B_PCR2	MP_E573_3B_PCR3	MP_E574_1B_PCR2	MP_E574_1B_PCR3	MP_E574_2B_PCR2	MP_E574_2B_PCR3	MP_E574_3B_PCR2	MP_E574_3B_PCR3	MP_E575_1B_PCR2	MP_E575_1B_PCR3	MP_E575_2B_PCR2	MP_E575_2B_PCR3	MP_E575_3B_PCR2	MP_E575_3B_PCR3	MP_E598_1B_PCR2	MP_E598_1B_PCR3	MP_E598_2B_PCR2	MP_E598_2B_PCR3	MP_E598_3B_PCR2	MP_E598_3B_PCR3	MP_E600_1B_PCR2	MP_E600_1B_PCR3	MP_E600_2B_PCR2	MP_E600_2B_PCR3	MP_E600_3B_PCR2	MP_E600_3B_PCR3	MP_E610_NC	MP_POSITIVE
	% Known	99.8567403657896	99.7838358804902	99.8725272082256	99.7139588100686	99.7146404947823	99.7210003770265	98.8909266648492	98.887623132078	98.7419558359621	99.9419643893493	99.7470412864757	99.8485013921494	99.8504941169435	99.877447883765	99.7689668529688	99.7536543221407	99.8096058841803	99.7218942673488	99.8297487463921	99.8155006953145	99.7896332301099	99.9037004850207	99.7988344843319	99.6025621237845	99.7588251145244	99.9189405047146	99.7121432886741	99.9000437308678	99.9351575671119	99.8975059788179	99.8609243359424	99.782557745892	99.912801135295	99.7996359238128	99.8739810631003	99.7935926143684	99.8627983421466	99.9059102818349	99.8007219130696	99.9192929273046	99.7662172590676	99.7810191886575	99.8682023272382	99.820703144591	99.826798534063	99.8059109979894	99.8207648169756	99.769633767231	99.6622062082943	99.538843960543	99.7858024846912	99.6801522429467	99.7045145044837	99.9145206371605	99.7851698799962	99.7520883200625	99.8224299065421	99.7820898619902	99.7834993947295	99.7975980003658	99.7750046390796	99.8174786526606	99.7340777198266	99.8806694853357	99.8100664767331	100	99.7514130207243	99.7748707838227	99.8807279442884	99.9263594434324	99.8904077983503	99.8994382910256	99.9093474291697	99.7998120186028	99.7584222198754	99.7979372763629	99.6759013992334	99.7218875949969	99.8678282456786	99.736838869145	99.7693210484426	99.9134282416314	99.8613919169602	99.7732567555783	99.8415559663364	99.5362707412828	99.7547700969659	99.4981151435391	99.7837049924179	99.6573648013458	99.5155640573373	99.7370111376389	99.6590925299899	99.5141106734103	99.8838633579821	99.6170265336097	99.8549060674498	99.8268795030423	98.2433002025915	99.7791502420359	99.856765223062	99.8618536477544	99.7303825198	99.9383431573236	99.4762213775841	99.9698758886613	99.0884218826537	99.2253609541745	99.0262994606463	99.6217761629639	99.752487379307	99.5935931149892	99.5192307692308	99.6802397084144	99.6632159053943	99.9132697311362	99.9417396539336	99.6397559502738	99.7415881561238	99.8330506677973	99.8870874965381	99.4548466231942	99.9280293116985	99.8375575317075	99.9765346348789	99.7724747341129	100	99.5360410283156	99.8746662990211	99.6881315336444	99.6096342711861	99.8777889195287	99.9745228830832	99.983907306083	99.9870790600016	99.4316624138004	99.9572152075062	99.8717774367144	99.7954267990893	99.9912148153354	99.9136749098664	99.9576481584251	99.5871996299031	99.7845748916588	99.6971182121153	99.8349270010516	99.8914454277286	99.8648802232633	99.6337210150743	99.4609716157205	99.5264788830472	99.4263167458402	99.0039471760635	99.4867944824804	99.0804266359181	99.3617511520737	99.373270091327	98.6885245901639	99.0021158145886	98.997300424219	99.4497858379659	99.3864100159947	99.777979157227	99.0680893528825	99.9034423910359	99.9064314610452	99.7046357173848	90.5728587319244	99.3680452116008	99.6934769131862	99.9227597610992	98.9631933644375	99.2621382444391	99.7572442614387	98.9422527158376	99.1881566380134	91.3202976293476	99.8931384721855	99.740894406271	97.9071883530482	90.1411974977659	98.3570136915526	98.346112413662	99.1966893865628	99.3577655707688	97.2857536511436	96.8815943728019	97.4722564734895	93.8641552511416	97.9377453419583	97.9331322147149	98.5718141334173	97.4121654900673	95.9318531802499	100	99.9203790982291	99.9255135148784	99.914660164584	99.9620327924178	99.9233528084688	99.8594970470566	99.8443780158757	99.8756802146152	99.9625624559029	99.8025627095287	99.815393889161	99.8957659406225	99.8966805891405	99.9725433966869	99.4716362358637	99.7292206263245	99.7701774329066	99.830899528525	99.565597105493	99.5993914807302	99.7226591605265	99.8167621759783	99.9657256246054	99.6661687692335	99.9294416482431	99.9106722516628	99.8665713604956	99.8710286253539	99.825204638472	99.8001665278934	99.455574912892	99.0060635779825	99.683871642589	99.2246749319625	99.0697116825511	99.64290313894	99.9307992684494	99.8725154215216	99.770681369081	97.6106437540808	99.7299399386424	99.8373502883336	99.5581491468047	99.7853451393507	99.6135992323851	99.9641451683428	99.3442931174279	99.4716143508577	99.4932898878887	99.7504889914239	99.7540375580745	99.9227148176772	99.9532388585086	99.9704346112151	99.5826377295492	99.9718769334608	100	99.9209504020237	99.6994740796394	99.9432291272424	99.8927751924685	99.4978207314762	99.5694123275656	99.9303746873308	99.8433377308707	99.9687402313223	99.9897687742992	99.8505330986149	99.9505293361037	99.5626984851713	99.8629862317872	99.5781222696523	99.7903961008624	99.9445690241629	99.972786153595	100	99.8187284463702	99.9384055845603	99.6620980949918	99.7319647606383	99.3602757532826	99.6236429433052	99.9332537061758	99.8996347821238	99.9709420584646	99.6693752124731	99.9622755394598	99.4037239129212	99.88862985017	99.8113919275745	99.9877598482221	99.9657694103003	98.8235294117647	98.9721756332516	99.9025985320207	99.5657513817002	99.9801724992565	99.2042149168542	99.9761918933397	99.8753942603481	99.8719965865756	99.8538753787704	99.8547291549425	99.7726771740328	99.8741751481937	99.7026643036046	99.5336731374038	99.6199342987199	99.7944457221711	99.8481922485103	99.7933430066394	99.6590630827478	99.7254031315728	99.9496972519795	99.7119690662668	99.9621865263031	99.8449674034028	99.9485083513018	99.9196711873937	99.9403198854142	99.9674790872464	99.9408294321366	99.9375341610057	99.9638381837335	99.9657811236235	99.9896919361489	99.9727118045523	99.9776159493822	99.9984184472315	99.8962000813567	99.869172022437	99.7228992571959	99.8876292263896	99.8524223812	99.8367882152722	99.8452553958771	99.8444790046656	99.9475190839695	99.9169945193642	99.8570862820049	99.5847018696311	99.7337878015102	99.697656840514	99.8742221633788	99.8916909746582	99.7399486740804	99.8273948958205	99.7969073357584	99.8025597949393	99.8557634998212	99.6665016301251	99.7718094993911	99.6316548948128	99.8797423521078	99.9652725351049	99.8057427305287	99.8160278182112	99.8207911415459	99.8616385527981	99.977182974989	99.9554367201426	99.9420395961075	99.9560599403021	99.9742124038337	99.9961052365095	99.5697533176674	99.6600497784253	99.389374425023	99.5352504749047	99.6591233118179	99.6046704054427	99.9717940400807	99.9237696551546	99.964017451536	99.9709842154132	99.971590460708	99.9810767338443	100	100
	% Eukaryote	89.6757556945705	89.9545642296572	90.4984667187782	86.4556577779853	87.0250973087852	87.1308282015835	84.4506679223772	84.2806406218589	83.8435331230284	97.1887550200803	94.4243683560695	91.2021619260796	93.1855218502848	89.3051168667088	90.7711250069172	94.928314575258	97.6761897127053	93.9512003148367	97.0631658752644	96.9075713557945	99.1363202801406	95.6395109863654	95.4851821895933	99.2449966558625	93.4694152519536	94.7323248578479	99.2714737552863	95.752899773016	97.6710759521031	99.6359695109739	94.6139788283163	93.3113720996849	99.4579992135004	96.1686479090054	95.8947344519879	97.3179549406422	93.2170930398742	96.9543881997018	94.0742968867499	94.1320052754867	97.9629125243997	93.0260178896188	92.6169555924958	97.8973368774763	95.9636527938149	95.5696570319491	98.0909648626866	96.9148264202821	95.611051190575	96.737039828135	97.8479449638384	94.3459170688647	96.6854235720342	96.3908713467749	95.8552838631108	94.3102437594646	95.7570093457944	93.8193940022829	96.460331502002	94.9594586356154	96.7920764520319	96.1964082862139	95.8201718945126	96.6906356407329	96.6329966329966	94.314381270903	95.4482415742098	95.3508818671071	92.2178189886243	96.0931746831518	95.3783814962219	97.2517921533135	96.5666934793989	95.9925783967872	93.8113845179005	96.1018732898337	94.8315622175823	93.6197742381653	97.6611346083119	97.0818627872945	95.109876026926	98.9953400880681	99.3205077432937	98.3056548768485	98.314522888274	90.5462156135863	94.2633719111667	97.3065512703263	98.2790440701078	93.1460590767404	93.1396417658311	96.9023063032492	95.4811930335059	93.8512010537958	99.3911899469219	97.2148632139573	96.5114371869441	93.5881768884137	91.5197084857302	93.7096339286861	95.4199806691277	97.6404603036457	95.5962478234005	94.8158926677683	94.6185222953555	96.8068441980962	92.9654364941876	92.7156308851224	92.7008257362417	85.883614271249	85.8893300004901	85.3932584269663	92.7884615384615	89.356230853514	89.611358809009	98.4021050465256	97.8560192647544	96.9139787185307	94.4495289367429	92.4051303794785	95.9159760540276	95.4322437254943	89.2698246532321	89.6682424974488	96.5412051811526	95.9508439599979	99.2071169786984	99.0231870830345	97.782846829684	94.9951348519249	91.8394438132094	98.3997660232306	99.0295534556235	99.007617208454	98.816118872648	97.9733861954069	99.4457876879297	99.3734579293999	99.0051803213779	98.1603823312366	97.9671287597962	98.0153050793002	98.1246052151633	98.5087888414823	98.3189570672417	97.850382724805	97.9834808259587	98.032555026582	87.982838881025	88.4825327510917	88.8374360224226	89.7308101653558	93.4934944690804	92.3691494010735	93.1795906601326	95.2603686635945	95.8189555314401	93.6861826697892	93.02081301301	94.7261858850752	96.8069352045931	93.5552368870994	95.3602174898052	92.9592385046442	99.1848741382795	98.5166634559815	95.4293628808864	90.0815721171672	96.8194164549198	96.1885518793194	98.0537635578377	93.2434767582512	97.9071992346329	99.7295885443874	96.4265294453974	98.3726397766512	86.1948433985118	99.7516741639358	99.0160547073583	96.45468944832	89.4441465594281	98.2510979075174	96.7175717635131	99.0971054262193	98.9997540378782	88.7434554973822	92.0574443141852	95.9556103575832	89.3550228310502	87.1122905954553	83.9287940362512	98.5268319013989	93.3652109670005	91.7681916531841	92.032967032967	91.0041223079788	91.4681412465755	89.5970740627857	90.2578957729842	90.0951582113727	85.424604686607	85.4633392671212	85.6945004852834	99.582427392763	93.4554175997456	92.6458953396376	95.9672201854647	96.7970982633546	95.4574575185332	98.8651891568303	96.4916411584648	97.8673454257896	99.4755019274588	98.9758072748307	96.1397058823529	91.9446974087259	96.6316919737165	90.9154866059349	97.5345078913744	96.9895103250388	95.912651947707	96.0193789214518	96.8480654293803	95.7644099590723	89.3755203996669	90.625	95.4556170610036	97.4093746004812	94.9972785001512	93.9291494335551	95.6832258140052	89.9139933765014	91.9204934886909	91.3663975018907	91.5175487570616	91.161474311887	92.1839420375573	90.1169084217363	91.7089560074196	98.8364755409179	98.7590730214255	90.8635824157746	91.7967524790697	92.4117744518694	95.2066302221777	96.1530953527414	97.4861237968102	95.5966591762245	94.9705988633751	99.4156928213689	99.9043815737668	99.9832327297116	99.8644864034691	98.3471074380165	99.7085761865112	97.8597928416718	97.3564525298465	98.9155569731281	99.5796694087006	98.8896218117854	99.671772428884	99.6726007775732	99.6678513302554	98.6222420104878	98.7611481447661	97.6991712337923	98.3549264834369	97.9910855209162	99.5716697321676	99.8802590758178	99.721399965175	99.3147051021311	99.7946852818678	98.8707870011206	97.6687167553192	98.5891013188836	98.1359067149176	98.1837982154149	96.8607990186512	98.4715522752368	95.8951866096961	99.826467481515	96.7542329976936	97.4815496785115	99.4616096841672	99.0228278830657	98.9979772833359	98.8235294117647	97.7809314927106	99.3703690819912	99.0262303710852	99.5142262317835	98.5840513692992	96.6490089875603	93.538673208468	93.903837435665	93.8627659083568	94.2388985590703	93.6459825856938	93.8219997763114	95.302681880099	95.4126450493439	94.3402619212468	94.5420308187673	98.4457777823676	98.6413401925867	94.8520409124301	95.0017527459687	96.6725663716814	96.2279784568644	96.8342559820915	96.3984735252027	98.421459144595	98.2126839195105	98.4821357523673	98.4082819924479	98.1030612067315	98.158819395643	99.3663820888952	99.1943010016798	99.5052129351476	99.3723715047032	99.4015997134842	99.3847759730503	98.5552173486134	98.5363620010139	89.909760909935	88.8490735653998	88.8318880096698	85.9289122004297	90.1447871252489	90.2010166894919	93.5989185750636	93.66429399859	92.377361089588	92.477261243052	97.7098287036461	97.8008813588328	98.6429233417185	98.4762889389408	96.5851154833191	96.7898532856614	91.6192141085132	91.6486257122569	94.7562283943259	94.7854680654292	93.4145247099545	93.5356066935014	98.1549511556266	98.008455382757	94.9614520730893	95.1580947759987	95.2414948641364	95.3899143336572	99.670030715226	99.6248059341038	99.6186815533388	99.6924195821149	99.6260798555895	99.7643668088255	85.7030957327248	84.9317064287015	83.1623735050598	84.329936320952	84.8601498302097	85.3018820840831	97.7139069485382	97.9288602917426	98.0569423829443	98.1908658310121	97.9497782477628	98.1211900031088	100	98.6111111111111
	% Prokaryote	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00778250492891979	0.0058199087438309	0	0	0	0	0.00102871133331276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00250234594932749	0	0	0	0.0273271557399448	0	0	0	0	0	0	0.00254588966114209	0.00407902429738806	0	0	0	0	0	0	0	0.00119472885628607	0	0.00238652092978855	0	0	0	0	0	0	0.00147000455701413	0	0.00208233554755013	0	0	0	0	0	0	0	0.005291285253188	0	0	0.00501334803915425	0	0.00337491984565367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00275770779328222	0	0	0	0	0	0	0.0109524226758959	0	0	0	0.0442477876106195	0	0	0	0.68870046720886	0	0	0	0.318141197497766	0	0.0253469361890881	0.088519075860848	0.144844360635129	0.37200330669606	0.257913247362251	0.567200986436498	0	0	0.329103193796903	0	0.0441224757839435	0.191029414631294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00741363119656008	0	0.0124763233409325	0.00887423935091278	0	0.00350135969468143	0	0.000899814638184534	0.00783981686187811	0	0.00794218092288142	0	0	0	0.0314556716995741	0.0245183557613421	0.00464894643251473	0.0120955548835803	0.00719295090811005	0.0280994251325942	0	0.00822481151473612	0	0.0473139850677063	0.012962882945167	0	0.0186974748568167	0.00349980751058692	0.0146953312068325	0	0.011751019400933	0.00241271985909716	0.00276136300878113	0.00125382416369928	0.00260277716323317	0.00281037026628258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00501269883705387	0.00374447689657755	0.00378802227357097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025315814789499	0	0	0	0	0	0	0	0	0	0	0	0	0.017028232809999	0	0	0	0	0	0	0	0	0	0	0	0	0
	<<<Acantharea__p>>>
Eukaryota;Acantharea__p;Acantharea;Arthracanthida;Acanthometridae;Amphilonche;NA	Amphilonche	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00406036407931244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
