time (UTC),pressure,latitude (degrees_north),longitude (degrees_east),BTLID,salinity_ch1 (PSU),salinity_ch2 (PSU),sigma_t_ch1 (kg m-3),sigma_t_ch2 (kg m-3),chlor_fluorescence (ugrams/l),par (umol m-2 s-1),temperature_ch1 (degree_C),oxy_percentsat_ch1 (percent),oxy_percentsat_ch2 (percent),oxy_conc_ch1 (umol/kg),oxy_conc_ch2 (umol/kg),temperature_ch2 (degree_C),Water_Depth (dbar),air_pressure_at_sealevel (mbar),wind_direction (degrees),wind_speed (m s-1),air_temperature (degree_C),Station_Name,profile_id,SI (uM/l),PO4 (uM/l),NO2 (uM/l),NO3 (uM/l),NH4 (uM/l),PO4_WOCE_FLAG,SI_WOCE_FLAG,NO3_WOCE_FLAG,NO2_WOCE_FLAG,NH4_WOCE_FLAG
2021-11-10T02:43:21Z,22.0,71.1935,-160.26483,NaN,30.7347,30.7214,24.65232,24.64168,0.3191,NaN,0.2785,93.196,NaN,332.799,NaN,0.2768,53.0,NaN,NaN,NaN,NaN,,skq202115sc002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T02:43:21Z,23.0,71.1935,-160.26483,NaN,30.7347,30.7214,24.652369,24.64172,0.3265,NaN,0.2774,93.26,NaN,333.038,NaN,0.2759,53.0,NaN,NaN,NaN,NaN,,skq202115sc002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T02:43:21Z,24.0,71.1935,-160.26483,NaN,30.7347,30.7215,24.652365,24.64181,0.3217,NaN,0.2775,93.015,NaN,332.16,NaN,0.2757,53.0,NaN,NaN,NaN,NaN,,skq202115sc002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T02:43:21Z,25.0,71.1935,-160.26483,NaN,30.7346,30.7215,24.652288,24.641817,0.3394,NaN,0.2774,92.999,NaN,332.104,NaN,0.2755,53.0,NaN,NaN,NaN,NaN,,skq202115sc002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T02:43:21Z,26.0,71.1935,-160.26483,NaN,30.7345,30.7215,24.652185,24.64181,0.3376,NaN,0.2779,93.414,NaN,333.582,NaN,0.2757,53.0,NaN,NaN,NaN,NaN,,skq202115sc002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T02:43:21Z,27.0,71.1935,-160.26483,NaN,30.7345,30.7215,24.652182,24.6418,0.3376,NaN,0.278,93.337,NaN,333.307,NaN,0.2759,53.0,NaN,NaN,NaN,NaN,,skq202115sc002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T02:43:21Z,28.0,71.1935,-160.26483,NaN,30.7343,30.7214,24.65202,24.641693,0.333,NaN,0.278,93.073,NaN,332.363,NaN,0.2765,53.0,NaN,NaN,NaN,NaN,,skq202115sc002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T02:43:21Z,29.0,71.1935,-160.26483,NaN,30.7344,30.7216,24.652105,24.641867,0.3447,NaN,0.2779,93.078,NaN,332.382,NaN,0.2762,53.0,NaN,NaN,NaN,NaN,,skq202115sc002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T02:43:21Z,30.0,71.1935,-160.26483,7.0,30.7346,30.7218,24.652262,24.642023,0.3214,NaN,0.278,93.546,NaN,334.053,NaN,0.2763,53.0,NaN,NaN,NaN,NaN,,skq202115sc002,20.9,1.232,0.38,3.7,3.29,NaN,NaN,NaN,NaN,NaN
2021-11-10T02:43:21Z,31.0,71.1935,-160.26483,NaN,30.7345,30.722,24.652199,24.642195,0.3277,NaN,0.2776,93.349,NaN,333.354,NaN,0.2761,53.0,NaN,NaN,NaN,NaN,,skq202115sc002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T02:43:21Z,32.0,71.1935,-160.26483,NaN,30.7343,30.7218,24.65207,24.642069,0.3252,NaN,0.2769,93.096,NaN,332.457,NaN,0.2753,53.0,NaN,NaN,NaN,NaN,,skq202115sc002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T02:43:21Z,33.0,71.1935,-160.26483,NaN,30.7342,30.7218,24.65198,24.64206,0.3269,NaN,0.2771,93.169,NaN,332.716,NaN,0.2755,53.0,NaN,NaN,NaN,NaN,,skq202115sc002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T02:43:21Z,34.0,71.1935,-160.26483,NaN,30.7341,30.7218,24.6519,24.642069,0.3211,NaN,0.2771,93.134,NaN,332.59,NaN,0.2753,53.0,NaN,NaN,NaN,NaN,,skq202115sc002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T02:43:21Z,35.0,71.1935,-160.26483,NaN,30.7341,30.7218,24.651873,24.642036,0.3222,NaN,0.2777,93.267,NaN,333.062,NaN,0.276,53.0,NaN,NaN,NaN,NaN,,skq202115sc002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T02:43:21Z,36.0,71.1935,-160.26483,NaN,30.7416,30.7286,24.65822,24.647785,0.3195,NaN,0.2708,92.158,NaN,329.142,NaN,0.2699,53.0,NaN,NaN,NaN,NaN,,skq202115sc002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T02:43:21Z,37.0,71.1935,-160.26483,NaN,30.9891,30.9578,24.863583,24.838219,0.3253,NaN,0.1358,87.398,NaN,312.635,NaN,0.1388,53.0,NaN,NaN,NaN,NaN,,skq202115sc002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T02:43:21Z,38.0,71.1935,-160.26483,NaN,31.8833,31.8723,25.607025,25.598255,0.2835,NaN,-0.396,80.818,NaN,291.131,NaN,-0.3991,53.0,NaN,NaN,NaN,NaN,,skq202115sc002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T02:43:21Z,39.0,71.1935,-160.26483,NaN,32.1488,32.1454,25.834435,25.831919,0.2164,NaN,-0.744,78.583,NaN,285.12,NaN,-0.7509,53.0,NaN,NaN,NaN,NaN,,skq202115sc002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T02:43:21Z,40.0,71.1935,-160.26483,4.0,32.1577,32.15,25.842245,25.836094,0.1887,NaN,-0.7617,78.544,NaN,285.095,NaN,-0.7641,53.0,NaN,NaN,NaN,NaN,,skq202115sc002,35.1,1.834,0.18,10.6,4.1,NaN,NaN,NaN,NaN,NaN
2021-11-10T02:43:21Z,41.0,71.1935,-160.26483,NaN,32.1614,32.153,25.84536,25.838636,0.1696,NaN,-0.7652,78.872,NaN,286.303,NaN,-0.7674,53.0,NaN,NaN,NaN,NaN,,skq202115sc002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T02:43:21Z,42.0,71.1935,-160.26483,NaN,32.1659,32.157,25.849176,25.842041,0.1691,NaN,-0.7703,78.766,NaN,285.949,NaN,-0.7723,53.0,NaN,NaN,NaN,NaN,,skq202115sc002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T02:43:21Z,43.0,71.1935,-160.26483,NaN,32.1961,32.1882,25.875257,25.868929,0.1841,NaN,-0.8186,78.291,NaN,284.52,NaN,-0.8206,53.0,NaN,NaN,NaN,NaN,,skq202115sc002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T02:43:21Z,44.0,71.1935,-160.26483,NaN,32.3063,32.3017,25.969156,25.96557,0.1785,NaN,-0.961,78.125,NaN,284.752,NaN,-0.9654,53.0,NaN,NaN,NaN,NaN,,skq202115sc002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T02:43:21Z,45.0,71.1935,-160.26483,NaN,32.4015,32.3929,26.049583,26.042664,0.1693,NaN,-1.0662,78.237,NaN,285.748,NaN,-1.0678,53.0,NaN,NaN,NaN,NaN,,skq202115sc002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T02:43:21Z,46.0,71.1935,-160.26483,NaN,32.4345,32.423,26.077162,26.067856,0.1623,NaN,-1.0934,74.01,NaN,270.437,NaN,-1.0939,53.0,NaN,NaN,NaN,NaN,,skq202115sc002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T02:43:21Z,47.0,71.1935,-160.26483,NaN,32.4612,32.4491,26.099543,26.089743,0.1596,NaN,-1.1178,72.886,NaN,266.447,NaN,-1.1181,53.0,NaN,NaN,NaN,NaN,,skq202115sc002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T02:43:21Z,48.0,71.1935,-160.26483,NaN,32.4729,32.4623,26.109343,26.100803,0.1687,NaN,-1.1283,73.02,NaN,266.985,NaN,-1.1301,53.0,NaN,NaN,NaN,NaN,,skq202115sc002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T02:43:21Z,49.0,71.1935,-160.26483,1.0,32.4796,32.4677,26.1149,26.105236,0.1792,NaN,-1.1325,74.611,NaN,272.82,NaN,-1.1319,53.0,NaN,NaN,NaN,NaN,,skq202115sc002,36.7,1.955,0.15,11.7,4.35,NaN,NaN,NaN,NaN,NaN
2021-11-10T04:54:19Z,0.0,71.32183,-160.65683,NaN,30.6717,30.6559,24.61095,24.598478,0.1657,NaN,0.0576,96.438,NaN,346.548,NaN,0.051,48.0,NaN,NaN,NaN,NaN,,skq202115sc003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T04:54:19Z,1.0,71.32183,-160.65683,NaN,30.6717,30.6559,24.61095,24.598478,0.1657,NaN,0.0576,96.438,NaN,346.548,NaN,0.051,48.0,NaN,NaN,NaN,NaN,,skq202115sc003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T04:54:19Z,2.0,71.32183,-160.65683,13.0,30.6717,30.6559,24.61095,24.598478,0.1657,NaN,0.0576,96.438,NaN,346.548,NaN,0.051,48.0,NaN,NaN,NaN,NaN,,skq202115sc003,16.2,1.082,0.45,1.9,3.17,NaN,NaN,NaN,NaN,NaN
2021-11-10T04:54:19Z,3.0,71.32183,-160.65683,NaN,30.6717,30.6559,24.61095,24.598478,0.1657,NaN,0.0576,96.438,NaN,346.548,NaN,0.051,48.0,NaN,NaN,NaN,NaN,,skq202115sc003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T04:54:19Z,4.0,71.32183,-160.65683,NaN,30.6717,30.6559,24.61095,24.598478,0.1657,NaN,0.0576,96.438,NaN,346.548,NaN,0.051,48.0,NaN,NaN,NaN,NaN,,skq202115sc003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T04:54:19Z,5.0,71.32183,-160.65683,NaN,30.6717,30.6559,24.61095,24.598478,0.1657,NaN,0.0576,96.438,NaN,346.548,NaN,0.051,48.0,NaN,NaN,NaN,NaN,,skq202115sc003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T04:54:19Z,6.0,71.32183,-160.65683,NaN,30.6715,30.6553,24.61078,24.597689,0.1547,NaN,0.0578,96.399,NaN,346.406,NaN,0.0585,48.0,NaN,NaN,NaN,NaN,,skq202115sc003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T04:54:19Z,7.0,71.32183,-160.65683,NaN,30.6713,30.6556,24.610836,24.59829,0.1542,NaN,0.0525,96.384,NaN,346.4,NaN,0.0497,48.0,NaN,NaN,NaN,NaN,,skq202115sc003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T04:54:19Z,8.0,71.32183,-160.65683,NaN,30.672,30.6572,24.611355,24.599543,0.1599,NaN,0.0536,96.576,NaN,347.076,NaN,0.0506,48.0,NaN,NaN,NaN,NaN,,skq202115sc003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T04:54:19Z,9.0,71.32183,-160.65683,NaN,30.6748,30.6593,24.61412,24.601599,0.1615,NaN,0.0412,96.325,NaN,346.28,NaN,0.0417,48.0,NaN,NaN,NaN,NaN,,skq202115sc003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T04:54:19Z,10.0,71.32183,-160.65683,10.0,30.6929,30.6825,24.632223,24.624063,0.1671,NaN,-0.0461,95.909,NaN,345.538,NaN,-0.0519,48.0,NaN,NaN,NaN,NaN,,skq202115sc003,15.4,1.075,0.42,1.9,3.11,NaN,NaN,NaN,NaN,NaN
2021-11-10T04:54:19Z,11.0,71.32183,-160.65683,NaN,30.7879,30.7753,24.726196,24.715933,0.1067,NaN,-0.5208,96.176,NaN,350.613,NaN,-0.5184,48.0,NaN,NaN,NaN,NaN,,skq202115sc003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T04:54:19Z,12.0,71.32183,-160.65683,NaN,30.849,30.8381,24.786224,24.777443,0.0622,NaN,-0.8655,96.564,NaN,355.105,NaN,-0.867,48.0,NaN,NaN,NaN,NaN,,skq202115sc003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T04:54:19Z,13.0,71.32183,-160.65683,NaN,30.884,30.8678,24.814743,24.801674,0.0293,NaN,-0.8721,96.61,NaN,355.238,NaN,-0.8737,48.0,NaN,NaN,NaN,NaN,,skq202115sc003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T04:54:19Z,14.0,71.32183,-160.65683,NaN,30.9183,30.9035,24.839586,24.82768,0.0287,NaN,-0.7722,96.097,NaN,352.314,NaN,-0.7745,48.0,NaN,NaN,NaN,NaN,,skq202115sc003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T04:54:19Z,15.0,71.32183,-160.65683,NaN,30.9396,30.9264,24.856493,24.845879,0.0037,NaN,-0.7613,95.447,NaN,349.772,NaN,-0.7635,48.0,NaN,NaN,NaN,NaN,,skq202115sc003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T04:54:19Z,16.0,71.32183,-160.65683,NaN,30.9502,30.9366,24.865574,24.854628,0.0114,NaN,-0.778,96.299,NaN,353.022,NaN,-0.78,48.0,NaN,NaN,NaN,NaN,,skq202115sc003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T04:54:19Z,17.0,71.32183,-160.65683,NaN,30.966,30.9491,24.876158,24.862524,0.0057,NaN,-0.706,96.145,NaN,351.737,NaN,-0.7072,48.0,NaN,NaN,NaN,NaN,,skq202115sc003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T04:54:19Z,18.0,71.32183,-160.65683,NaN,30.981,30.9643,24.885042,24.871578,6.0E-4,NaN,-0.604,95.713,NaN,349.166,NaN,-0.6052,48.0,NaN,NaN,NaN,NaN,,skq202115sc003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T04:54:19Z,19.0,71.32183,-160.65683,NaN,30.9901,30.9741,24.890106,24.877226,6.0E-4,NaN,-0.5347,95.271,NaN,346.89,NaN,-0.5363,48.0,NaN,NaN,NaN,NaN,,skq202115sc003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T04:54:19Z,20.0,71.32183,-160.65683,7.0,30.9931,30.9784,24.89171,24.879892,6.0E-4,NaN,-0.5104,95.226,NaN,346.492,NaN,-0.5123,48.0,NaN,NaN,NaN,NaN,,skq202115sc003,11.3,1.013,0.25,2.4,2.83,NaN,NaN,NaN,NaN,NaN
2021-11-10T04:54:19Z,21.0,71.32183,-160.65683,NaN,31.0006,30.9856,24.89641,24.884356,6.0E-4,NaN,-0.4706,95.193,NaN,345.989,NaN,-0.4726,48.0,NaN,NaN,NaN,NaN,,skq202115sc003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T04:54:19Z,22.0,71.32183,-160.65683,NaN,31.0041,30.9895,24.898256,24.886488,6.0E-4,NaN,-0.4424,94.895,NaN,344.637,NaN,-0.4432,48.0,NaN,NaN,NaN,NaN,,skq202115sc003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T04:54:19Z,23.0,71.32183,-160.65683,NaN,31.015,30.999,24.905401,24.89257,6.0E-4,NaN,-0.3953,94.917,NaN,344.256,NaN,-0.398,48.0,NaN,NaN,NaN,NaN,,skq202115sc003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T04:54:19Z,24.0,71.32183,-160.65683,NaN,31.0331,31.0167,24.917925,24.90472,6.0E-4,NaN,-0.3372,94.625,NaN,342.624,NaN,-0.3384,48.0,NaN,NaN,NaN,NaN,,skq202115sc003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T04:54:19Z,25.0,71.32183,-160.65683,NaN,31.0617,31.0452,24.93844,24.925207,6.0E-4,NaN,-0.2676,93.974,NaN,339.565,NaN,-0.27,48.0,NaN,NaN,NaN,NaN,,skq202115sc003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T04:54:19Z,26.0,71.32183,-160.65683,NaN,31.0852,31.0697,24.956043,24.943586,6.0E-4,NaN,-0.2314,93.45,NaN,337.287,NaN,-0.2329,48.0,NaN,NaN,NaN,NaN,,skq202115sc003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T04:54:19Z,27.0,71.32183,-160.65683,NaN,31.1385,31.1214,24.99667,24.982903,6.0E-4,NaN,-0.1694,92.319,NaN,332.524,NaN,-0.1703,48.0,NaN,NaN,NaN,NaN,,skq202115sc003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T04:54:19Z,28.0,71.32183,-160.65683,NaN,31.1952,31.1776,25.04018,25.026068,6.0E-4,NaN,-0.1127,90.905,NaN,326.796,NaN,-0.115,48.0,NaN,NaN,NaN,NaN,,skq202115sc003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T04:54:19Z,29.0,71.32183,-160.65683,NaN,31.4577,31.4357,25.248402,25.230642,6.0E-4,NaN,-0.0256,85.129,NaN,304.725,NaN,-0.0254,48.0,NaN,NaN,NaN,NaN,,skq202115sc003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T04:54:19Z,30.0,71.32183,-160.65683,4.0,31.9194,31.9068,25.620317,25.61026,6.0E-4,NaN,-0.0117,80.402,NaN,286.649,NaN,-0.0142,48.0,NaN,NaN,NaN,NaN,,skq202115sc003,22.8,1.62,0.59,6.3,5.18,NaN,NaN,NaN,NaN,NaN
2021-11-10T04:54:19Z,31.0,71.32183,-160.65683,NaN,32.009,31.9927,25.69394,25.68097,0.0437,NaN,-0.0418,79.824,NaN,284.611,NaN,-0.046,48.0,NaN,NaN,NaN,NaN,,skq202115sc003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021-11-10T04:54:19Z,32.0,71.32183,-160.65683,NaN,32.0152,32.0026,25.699726,25.68965,0.0502,NaN,-0.0597,80.326,NaN,286.522,NaN,-0.0618,48.0,NaN,NaN,NaN,NaN,,skq202115sc003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
