ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_1	Eukaryota	Cryptophyceae__p	Cryptophyceae	Cyathomonadacea	NA	NA	NA
ASV_10	Eukaryota	Haptophyta	Phaeocystales__c	Phaeocystales	Phaeocystaceae	NA	NA
ASV_1000	Eukaryota	Arthropoda	Thecostraca	Balanomorpha	Balanidae	Amphibalanus	Amphibalanus sp_ AFG_2015
ASV_10000	Eukaryota	Oomycota	Pythiales__c	Pythiales	NA	NA	NA
ASV_10001	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_10002	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_10004	Eukaryota	Arthropoda	Arachnida	NA	NA	NA	NA
ASV_10005	Eukaryota	Arthropoda	Insecta	Hemiptera	NA	NA	NA
ASV_10006	Eukaryota	Arthropoda	Insecta	Lepidoptera	NA	NA	NA
ASV_10007	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	NA
ASV_10008	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	NA	NA	NA
ASV_10009	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_1001	Eukaryota	Tubulinea	Elardia	Arcellinida	Netzeliidae	NA	NA
ASV_10011	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_10012	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Temoridae	Eurytemora	Eurytemora herdmani
ASV_10013	Eukaryota	Arthropoda	Insecta	NA	NA	NA	NA
ASV_10014	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_10015	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Erennidae	Erenna	NA
ASV_10018	Eukaryota	Rhodophyta	Bangiophyceae	Bangiales	NA	NA	NA
ASV_1002	Eukaryota	Arthropoda	Insecta	Hymenoptera	NA	NA	NA
ASV_10021	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	NA	NA	NA
ASV_10023	Eukaryota	Cnidaria	Hydrozoa	NA	NA	NA	NA
ASV_10025	Eukaryota	Phaeophyceae__p	Phaeophyceae	Ectocarpales	NA	NA	NA
ASV_10026	Eukaryota	Annelida	Polychaeta	Terebellida	Terebellidae	Thelepus	Thelepus sp_ CMC01
ASV_10027	Eukaryota	Annelida	Polychaeta	Terebellida	Terebellidae	Thelepus	Thelepus sp_ CMC01
ASV_10028	Eukaryota	Oomycota	Pythiales__c	Pythiales	NA	NA	NA
ASV_1003	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
ASV_10030	Eukaryota	Arthropoda	Arachnida	Araneae	NA	NA	NA
ASV_10031	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	NA	NA	NA
ASV_10032	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	NA	NA
ASV_10034	Eukaryota	Bryozoa	Gymnolaemata	Ctenostomatida	NA	NA	NA
ASV_10035	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_10036	Eukaryota	Bigyra__p	Bigyra	Thraustochytrida	NA	NA	NA
ASV_10037	Eukaryota	Haptophyta	Prymnesiales__c	Prymnesiales	NA	NA	NA
ASV_10038	Eukaryota	Echinodermata	Ophiuroidea	Amphilepidida	Amphiuridae	Amphipholis	Amphipholis pugetana
ASV_10039	Eukaryota	Haptophyta	Prymnesiales__c	Prymnesiales	NA	NA	NA
ASV_1004	Eukaryota	Arthropoda	Insecta	Coleoptera	NA	NA	NA
ASV_10040	Eukaryota	Oomycota	Saprolegniales__c	Saprolegniales	NA	NA	NA
ASV_10041	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Neocalanus	Neocalanus plumchrus
ASV_10042	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_10043	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus mimus
ASV_10044	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus mimus
ASV_10045	Eukaryota	Arthropoda	Insecta	Diptera	NA	NA	NA
ASV_10046	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus mimus
ASV_10048	Eukaryota	Oomycota	Peronosporales__c	Peronosporales	NA	NA	NA
