Value	Sample	TerminalTaxa
7	MP_E721	Pantopoda
224	MP_E721	Ennucula
203	MP_E721	Gymnothorax eurostus
535	MP_E725_1B	Eukaryota
9	MP_E725_1B	Homo sapiens
3532	MP_E725_1B	Unknown
1618	MP_E725_1B	Picozoa
3045	MP_E725_1B	Candidatus Karelsulcia__f
3172	MP_E725_1B	Poecilosclerida
149	MP_E725_1B	Echinoidea
52	MP_E725_1B	Dendroceratida
337	MP_E725_1B	Axinellida
440	MP_E725_1B	Pseudocalanus elongatus
2009	MP_E725_1B	Acartia longiremis
373	MP_E725_1B	Thysanoessa
38	MP_E725_1B	Carybdeida
41	MP_E725_1B	Amphimedon compressa
2930	MP_E725_1B	Perciformes
12	MP_E725_1B	Suberitida
363	MP_E725_1B	Demospongiae
13	MP_E725_1B	Tethyidae
328	MP_E725_1B	Spatangoida
114	MP_E725_1B	Bacillota
2	MP_E725_1B	Siphonophorae
46276	MP_E725_1B	Actinopteri
1	MP_E725_1B	Actinomycetaceae
19	MP_E725_1B	Anthozoa
121	MP_E725_1B	Monostilifera
3	MP_E725_1B	Candidatus Woesebacteria
5	MP_E725_1B	Candidatus Pseudothioglobus__f
87	MP_E725_1B	Sagittidae
4216	MP_E725_1B	Chordata
3	MP_E725_1B	Clausocalanidae
1872	MP_E725_1B	Modiolus
2756	MP_E725_1B	Phocoena phocoena
124	MP_E725_1B	Flustridae
49	MP_E725_1B	Calanoida
433	MP_E725_1B	Luidia foliolata
441	MP_E725_1B	Cephalopoda
7	MP_E725_1B	Compsomyax subdiaphana
9	MP_E725_1B	Cerebratulus
11	MP_E725_1B	Ophiura luetkenii
22	MP_E725_1B	Chaetopteridae__o
14	MP_E725_1B	Ophiuroidea
246	MP_E725_1B	Maculaura
19	MP_E725_1B	Lampropidae
126	MP_E725_1B	Maculaura alaskensis
76	MP_E725_1B	Macoma nasuta
77	MP_E725_1B	Cerebratulus albifrons
404	MP_E725_1B	Carinoma sp_ yellowback
660	MP_E725_1B	Schizocardium
2396	MP_E725_1B	Amphilepidida
24	MP_E725_1B	Acartia tonsa
327	MP_E725_1B	Frigidocardium
3369	MP_E725_1B	Amphipholis squamata
9	MP_E725_1B	Balaenoptera acutorostrata
3	MP_E725_1B	Nicippe
772	MP_E750	Unknown
781	MP_E750	Picozoa
5148	MP_E750	Candidatus Karelsulcia__f
288	MP_E750	Poecilosclerida
79	MP_E750	Chuniphyes multidentata
269	MP_E750	Cheilostomatida
73	MP_E750	Echinoidea
66	MP_E750	Dendroceratida
280	MP_E750	Axinellida
5	MP_E750	Porifera
61	MP_E750	Thysanoessa
59	MP_E750	Carybdeida
42210	MP_E750	Perciformes
72	MP_E750	Suberitida
31	MP_E750	Demospongiae
7530	MP_E750	Spatangoida
29	MP_E750	Antedonidae
871	MP_E750	Amphipholis torelli
11	MP_E750	Spongillida
23698	MP_E750	Actinopteri
83	MP_E750	Heteronemertea
6	MP_E750	Actinomycetaceae
24	MP_E750	Anthozoa
160	MP_E750	Chordata
22	MP_E750	Elusimicrobiota
418	MP_E750	Cephalopoda
349	MP_E750	Lyonsiidae__o
290	MP_E750	Insecta
7646	MP_E750	Merluccius
7	MP_E750	Candidatus Pseudothioglobus__f__o
19	MP_E750	Chaetopteridae__o
4	MP_E750	Mariniblastus
586	MP_E750	Breviturma doederleini
71	MP_E750	Breviturma
38	MP_E750	Mycoplasmatales
62	MP_E750	Architaenioglossa
44	MP_E750	Luidia neozelanica
281	MP_E750	Gymnothorax meleagris
14	MP_E750	Pachycerianthus
2326	MP_E750	Porichthys notatus
2	MP_E750	Ophidiasteridae
206	MP_E750	Leptasterias hexactis
4129	MP_E758	Eukaryota
3441	MP_E758	Unknown
1128	MP_E758	Picozoa
282	MP_E758	Candidatus Karelsulcia__f
192	MP_E758	Poecilosclerida
2	MP_E758	Chuniphyes multidentata
27410	MP_E758	Lineidae
26	MP_E758	Cheilostomatida
590	MP_E758	Echinoidea
50	MP_E758	Dendroceratida
319	MP_E758	Axinellida
3	MP_E758	Adapedonta
12	MP_E758	Carybdeida
6911	MP_E758	Perciformes
6	MP_E758	Suberitida
3	MP_E758	Spongillida
53569	MP_E758	Actinopteri
2	MP_E758	Actinomycetaceae
9	MP_E758	Coleoptera
188	MP_E758	Euphausia pacifica
1576	MP_E758	Suidae
94	MP_E758	Tubulanidae
23	MP_E758	Anthozoa
3	MP_E758	Candidatus Woesebacteria
2	MP_E758	Candidatus Pseudothioglobus__f
2428	MP_E758	Chordata
18	MP_E758	Bugulidae
49	MP_E758	Tubulanus sp_ 3 TCH_2015
109	MP_E758	Luidia foliolata
28	MP_E758	Tellinidae
12	MP_E758	Celleporella hyalina
146	MP_E758	Cerebratulus
13	MP_E758	Octopodidae
2	MP_E758	Chaetopteridae__o
18	MP_E758	Heteromolpadia tridens
2	MP_E758	Ophiuroidea
62	MP_E758	Molpadida
2	MP_E758	Alphaproteobacteria
35	MP_E758	Siliqua alta
85	MP_E758	Maculaura
608	MP_E758	Phoca
40	MP_E758	Lampropidae
38	MP_E758	Maculaura alaskensis
42	MP_E758	Macoma nasuta
1201	MP_E758	Myida
11	MP_E758	Farrellidae
13	MP_E758	Mycoplasmatales
49	MP_E758	Littorinimorpha
133	MP_E758	Citharichthys xanthostigma
1068	MP_E758	Schizocardium
23	MP_E758	Plakinidae
3	MP_E758	Acartia tonsa
202	MP_E758	Gymnothorax meleagris
3	MP_E758	Paracalanidae
10	MP_E758	Cerebratulus cf_ marginatus 7 MBA_2020
1179	MP_E758	Amphipholis squamata
716	MP_E758	Porichthys notatus
301	MP_E758	Tubulanus sp_ 1 TCH_2015
52	MP_E758	Leptopecten latiauratus
131	MP_E758	Ennucula
86	MP_E758	Amphipholis
4290	MP_E758	Lamna
27	MP_E758	Caprella californica
3	MP_E758	Carinomiformes
3	MP_E758	Glottidia albida
124	MP_E758	Panopea generosa
109	MP_E758	Carinoma
690	MP_E761	Unknown
594	MP_E761	Picozoa
1909	MP_E761	Candidatus Karelsulcia__f
230	MP_E761	Poecilosclerida
85	MP_E761	Echinoidea
69	MP_E761	Dendroceratida
28	MP_E761	Polymastia
280	MP_E761	Axinellida
1	MP_E761	Porifera
31	MP_E761	Carybdeida
661	MP_E761	Perciformes
12	MP_E761	Suberitida
3	MP_E761	Tethyidae
1970	MP_E761	Spatangoida
4	MP_E761	Spongillida
65523	MP_E761	Actinopteri
2712	MP_E761	Harrimaniidae
1	MP_E761	Sphaeronectes koellikeri
5	MP_E761	Actinomycetaceae
283	MP_E761	Euphausia pacifica
159	MP_E761	Anthozoa
95	MP_E761	Sagittidae
4	MP_E761	Chordata
94	MP_E761	Amphipoda
4417	MP_E761	Phocoena phocoena
353	MP_E761	Cephalopoda
40	MP_E761	Celleporella hyalina
96	MP_E761	Hiatellidae
9	MP_E761	Latrunculiidae
41	MP_E761	Octopodidae
2840	MP_E761	Merluccius
7	MP_E761	Ampithoidae
341	MP_E761	Nemertea
11	MP_E761	Ophiopholis sp_ EAC01
1715	MP_E761	Schizocardium
879	MP_E761	Amphilepidida
571	MP_E761	Luidia neozelanica
8	MP_E761	Acartia tonsa
227	MP_E761	Amphipholis squamata
26	MP_E761	Tubulanus sp_ 1 TCH_2015
15	MP_E761	Cuspidariidae
2	MP_E761	Candidatus Melainabacteria
3367	MP_E768_1B	Eukaryota
1076	MP_E768_1B	Unknown
666	MP_E768_1B	Picozoa
2625	MP_E768_1B	Candidatus Karelsulcia__f
250	MP_E768_1B	Poecilosclerida
47	MP_E768_1B	Echinoidea
67	MP_E768_1B	Dendroceratida
127	MP_E768_1B	Axinellida
31	MP_E768_1B	Carybdeida
50	MP_E768_1B	Amphimedon compressa
39	MP_E768_1B	Suberitida
1	MP_E768_1B	Dictyodendrillidae
619	MP_E768_1B	Forcipulatida
6	MP_E768_1B	Spongillida
44198	MP_E768_1B	Actinopteri
5	MP_E768_1B	Anthozoa
8	MP_E768_1B	Acartia tonsa
798	MP_E768_1B	Gymnothorax meleagris
47	MP_E768_1B	Lucicutiidae
2	MP_E768_1B	Calanus
70403	MP_E773	Eukaryota
1981	MP_E773	Unknown
1245	MP_E773	Picozoa
3502	MP_E773	Candidatus Karelsulcia__f
255	MP_E773	Poecilosclerida
422	MP_E773	Hominidae
8	MP_E773	Cheilostomatida
203	MP_E773	Echinoidea
113	MP_E773	Dendroceratida
361	MP_E773	Axinellida
4	MP_E773	Porifera
361	MP_E773	Thysanoessa
43	MP_E773	Balanomorpha
56	MP_E773	Carybdeida
132	MP_E773	Cyclopecten sp_ DJC_2016
4500	MP_E773	Perciformes
81	MP_E773	Suberitida
25	MP_E773	Demospongiae
46	MP_E773	Hemiptera
87	MP_E773	Callyspongia
223	MP_E773	Forcipulatida
16	MP_E773	Crella
90	MP_E773	Antedonidae
10	MP_E773	Environmental Unknown
9360	MP_E773	Actinopteri
4	MP_E773	Sphaeronectes koellikeri
1	MP_E773	Heteronemertea
9	MP_E773	Actinomycetaceae
285	MP_E773	Euphausia pacifica
167	MP_E773	Anthozoa
5537	MP_E773	Chordata
213	MP_E773	Dendrochirotida
24	MP_E773	Amphipoda
34	MP_E773	Trochida
4174	MP_E773	Rajidae
14	MP_E773	Mytilus californianus
265	MP_E773	Ophiura luetkenii
259	MP_E773	Nemertea
24	MP_E773	Ophiopholis sp_ EAC01
1639	MP_E773	Heteromolpadia tridens
4	MP_E773	Terebratulina unguicula
141	MP_E773	Molpadida
46	MP_E773	Tubulanus
1004	MP_E773	Hemichordata
504	MP_E773	Patiria miniata
119	MP_E773	Luidia neozelanica
131	MP_E773	Eualus subtilis
1080	MP_E773	Amphipholis
48	MP_E773	Iotrochota birotulata
45	MP_E773	Oscarella balibaloi
36	MP_E773	Mytilida
26	MP_E773	Alvania concinna
2	MP_E773	Geryoniidae
3	MP_E773	Premocyathus sp_ IS_2022
426	MP_E773	Branchiostoma
4918	MP_E811_1B	Eukaryota
200	MP_E811_1B	Homo sapiens
118	MP_E811_1B	Unknown
340	MP_E811_1B	Picozoa
1899	MP_E811_1B	Candidatus Karelsulcia__f
94	MP_E811_1B	Poecilosclerida
15	MP_E811_1B	Chuniphyes multidentata
65	MP_E811_1B	Echinoidea
4	MP_E811_1B	Dendroceratida
45	MP_E811_1B	Axinellida
2	MP_E811_1B	Steironepion moniliferum
25	MP_E811_1B	Carybdeida
4	MP_E811_1B	Demospongiae
7734	MP_E811_1B	Actinopteri
77318	MP_E811_1B	Euphausia pacifica
2008	MP_E811_1B	Mammalia
7	MP_E811_1B	Anthozoa
44	MP_E811_1B	Luidia foliolata
636	MP_E811_1B	Otariidae
515	MP_E811_1B	Merluccius
4	MP_E811_1B	Ophiura luetkenii
141	MP_E811_1B	Asteroidea
2	MP_E811_1B	Gastropoda
1	MP_E811_1B	Magnoliopsida
230	MP_E811_1B	Luidia neozelanica
231	MP_E811_1B	Amphipholis squamata
8	MP_E811_1B	Isarachnanthus nocturnus
66301	MP_E811_2B	Eukaryota
551	MP_E811_2B	Homo sapiens
357	MP_E811_2B	Unknown
1243	MP_E811_2B	Picozoa
11528	MP_E811_2B	Candidatus Karelsulcia__f
379	MP_E811_2B	Poecilosclerida
1	MP_E811_2B	Chuniphyes multidentata
128	MP_E811_2B	Lineidae
264	MP_E811_2B	Echinoidea
59	MP_E811_2B	Dendroceratida
220	MP_E811_2B	Axinellida
448	MP_E811_2B	Thysanoessa
66	MP_E811_2B	Carybdeida
48	MP_E811_2B	Cyclopecten sp_ DJC_2016
9124	MP_E811_2B	Perciformes
113	MP_E811_2B	Demospongiae
2065	MP_E811_2B	Chimaeriformes
71	MP_E811_2B	Sclerodactylidae
7	MP_E811_2B	Antedonidae
12	MP_E811_2B	Environmental Unknown
13771	MP_E811_2B	Actinopteri
1505	MP_E811_2B	Eptatretus
2	MP_E811_2B	Heteronemertea
2	MP_E811_2B	Actinomycetaceae
638	MP_E811_2B	Sus scrofa
4309	MP_E811_2B	Chordata
10	MP_E811_2B	Amphipoda
6	MP_E811_2B	Calanoida
513	MP_E811_2B	Cephalopoda
110	MP_E811_2B	Cellariidae
38	MP_E811_2B	Cliona patera
40	MP_E811_2B	Munididae
8	MP_E811_2B	Ophiura luetkenii
56	MP_E811_2B	Gallus
29	MP_E811_2B	Asteroidea
1	MP_E811_2B	Magnoliopsida
151	MP_E811_2B	Schizocardium
8	MP_E811_2B	Chloroflexota
2788	MP_E811_2B	Diplostraca
1685	MP_E811_2B	Abbottina rivularis
9044	MP_E811_3B	Eukaryota
289	MP_E811_3B	Unknown
1207	MP_E811_3B	Picozoa
13419	MP_E811_3B	Candidatus Karelsulcia__f
435	MP_E811_3B	Poecilosclerida
950	MP_E811_3B	Echinoidea
46	MP_E811_3B	Dendroceratida
232	MP_E811_3B	Axinellida
105	MP_E811_3B	Thysanoessa
68	MP_E811_3B	Carybdeida
1802	MP_E811_3B	Perciformes
1	MP_E811_3B	Demospongiae
518	MP_E811_3B	Spatangoida
4137	MP_E811_3B	Chimaeriformes
2	MP_E811_3B	Siphonophorae
12	MP_E811_3B	Environmental Unknown
47343	MP_E811_3B	Actinopteri
1	MP_E811_3B	Heteronemertea
780	MP_E811_3B	Eusergestes arcticus
4	MP_E811_3B	Actinomycetaceae
434	MP_E811_3B	Euphausia pacifica
34	MP_E811_3B	Anthozoa
386	MP_E811_3B	Sagittidae
22	MP_E811_3B	Chordata
359	MP_E811_3B	Cephalopoda
52	MP_E811_3B	Ophiura luetkenii
32	MP_E811_3B	Ophiuroidea
279	MP_E811_3B	Asteroidea
4	MP_E811_3B	Polymastia littoralis
85	MP_E811_3B	Flabellidae
2	MP_E811_3B	Magnoliopsida
253	MP_E811_3B	Amphilepidida
703	MP_E811_3B	Luidia neozelanica
9	MP_E811_3B	Acartia tonsa
16	MP_E811_3B	Caprellidae
72	MP_E811_3B	Oerstedia sp_ Simushir 22
28	MP_E811_3B	Terebratulina
301	MP_E811_3B	Ophiolepididae
229	MP_E811_3B	Solemya
70	MP_E824	Unknown
61654	MP_E824	Echinoidea
15	MP_E824	Hemiptera
120613	MP_E824	Sagittidae
129	MP_E824	Mytilus californianus
10329	MP_E824	Podonidae
1	MP_E824	Acartia tonsa
170	MP_E824	Lasaeidae
42	MP_E824	Corambe pacifica
3071	MP_E829	Eukaryota
614	MP_E829	Unknown
326	MP_E829	Picozoa
13786	MP_E829	Candidatus Karelsulcia__f
459	MP_E829	Poecilosclerida
79	MP_E829	Echinoidea
105	MP_E829	Dendroceratida
162	MP_E829	Axinellida
30101	MP_E829	Thysanoessa
43	MP_E829	Carybdeida
17	MP_E829	Dictyodendrillidae
335	MP_E829	Spatangoida
2	MP_E829	Siphonophorae
5	MP_E829	Environmental Unknown
3	MP_E829	Spongillida
14786	MP_E829	Actinopteri
20	MP_E829	Sphaeronectes koellikeri
25	MP_E829	Actinomycetaceae
203	MP_E829	Euphausia pacifica
3076	MP_E829	Sus scrofa
9	MP_E829	Anthozoa
41	MP_E829	Psammobiidae
30	MP_E829	Tellinidae
326	MP_E829	Cephalopoda
795	MP_E829	Merluccius
9	MP_E829	Tetractinellida
1007	MP_E829	Gallus
28	MP_E829	Merluccius productus
279	MP_E829	Ophiolepididae
6	MP_E829	Tepidiformaceae
440	MP_E829	Lemuridae
11	MP_E840	Eukaryota
521	MP_E840	Unknown
95	MP_E840	Picozoa
8350	MP_E840	Candidatus Karelsulcia__f
209	MP_E840	Poecilosclerida
49	MP_E840	Echinoidea
4	MP_E840	Dendroceratida
70	MP_E840	Axinellida
9	MP_E840	Vazella pourtalesii
9	MP_E840	Carybdeida
1	MP_E840	Demospongiae
9	MP_E840	Dictyodendrillidae
513	MP_E840	Spatangoida
14	MP_E840	Actinomycetaceae
5	MP_E840	Anthozoa
140	MP_E840	Merluccius
4	MP_E840	Candidatus Pseudothioglobus__f__o
7	MP_E840	Candidatus Chazhemtobacteraceae
459	MP_E840	Amphipholis squamata
13	MP_E840	Hansarsia megalops
5454	MP_E846	Eukaryota
45	MP_E846	Unknown
49	MP_E846	Picozoa
1796	MP_E846	Candidatus Karelsulcia__f
5	MP_E846	Poecilosclerida
134	MP_E846	Thysanoessa
48	MP_E846	Spongillida
23632	MP_E846	Actinopteri
3	MP_E846	Actinomycetaceae
32	MP_E846	Euphausia pacifica
137	MP_E846	Candidatus Woesebacteria
274	MP_E846	Artiodactyla
196	MP_E846	Psammobiidae
42	MP_E846	Tellinidae
4825	MP_E846	Otariidae
100	MP_E846	Insecta
20	MP_E846	Acartia tonsa
9	MP_E846	Geryoniidae
4	MP_E846	Propionibacterium
577	MP_E846	Salvelinus namaycush
3306	MP_E852	Eukaryota
1696	MP_E852	Unknown
181	MP_E852	Picozoa
24618	MP_E852	Candidatus Karelsulcia__f
429	MP_E852	Poecilosclerida
181	MP_E852	Echinoidea
48	MP_E852	Dendroceratida
354	MP_E852	Axinellida
2	MP_E852	Holothuroidea
62	MP_E852	Carybdeida
182	MP_E852	Cyclopecten sp_ DJC_2016
23	MP_E852	Dictyodendrillidae
417	MP_E852	Spatangoida
8820	MP_E852	Actinopteri
9	MP_E852	Heteronemertea
133	MP_E852	Eusergestes arcticus
27	MP_E852	Actinomycetaceae
500	MP_E852	Saccoglossus
1396	MP_E852	Euphausia pacifica
4	MP_E852	Candidatus Pseudothioglobus__f
525	MP_E852	Cephalopoda
18	MP_E852	Actinomycetes
807	MP_E852	Hansarsia megalops
4479	MP_E852	Paralepididae
58	MP_E852	Moridae
55	MP_E852	Octopus californicus
10	MP_E852	Cecidomyiidae
34	MP_E856	Eukaryota
2	MP_E856	Picozoa
52	MP_E856	Candidatus Karelsulcia__f
3	MP_E856	Poecilosclerida
13	MP_E856	Echinoidea
446	MP_E856	Perciformes
122	MP_E856	Actinopteri
16	MP_E856	Mammalia
27	MP_E856	Chordata
6	MP_E856	Cephalopoda
2533	MP_E856	Hansarsia megalops
9	MP_E856	Ophionereis
89701	MP_E860_1B	Eukaryota
437	MP_E860_1B	Homo sapiens
185	MP_E860_1B	Unknown
1178	MP_E860_1B	Picozoa
10102	MP_E860_1B	Candidatus Karelsulcia__f
227	MP_E860_1B	Poecilosclerida
202	MP_E860_1B	Echinoidea
66	MP_E860_1B	Dendroceratida
371	MP_E860_1B	Axinellida
1	MP_E860_1B	Porifera
57	MP_E860_1B	Carybdeida
37	MP_E860_1B	Demospongiae
54	MP_E860_1B	Trochidae
5	MP_E860_1B	Dictyodendrillidae
10	MP_E860_1B	Environmental Unknown
2	MP_E860_1B	Sphaeronectes koellikeri
8	MP_E860_1B	Heteronemertea
100	MP_E860_1B	Eusergestes arcticus
5	MP_E860_1B	Actinomycetaceae
144	MP_E860_1B	Euphausia pacifica
2423	MP_E860_1B	Suidae
186	MP_E860_1B	Sagittidae
485	MP_E860_1B	Cephalopoda
1468	MP_E860_1B	Gallus
33	MP_E860_1B	Euphausiidae
521	MP_E860_1B	Schizocardium
67	MP_E860_1B	Ophiothrix angulata
4	MP_E860_1B	Proboscidea
1235	MP_E860_2B	Eukaryota
536	MP_E860_2B	Unknown
1335	MP_E860_2B	Picozoa
14633	MP_E860_2B	Candidatus Karelsulcia__f
272	MP_E860_2B	Poecilosclerida
1198	MP_E860_2B	Echinoidea
76	MP_E860_2B	Dendroceratida
256	MP_E860_2B	Axinellida
1	MP_E860_2B	Acartia longiremis
73	MP_E860_2B	Carybdeida
3	MP_E860_2B	Suberitida
2	MP_E860_2B	Demospongiae
3	MP_E860_2B	Dictyodendrillidae
4	MP_E860_2B	Tethyidae
1	MP_E860_2B	Aphragmophora
26	MP_E860_2B	Environmental Unknown
3	MP_E860_2B	Spongillida
11358	MP_E860_2B	Actinopteri
1	MP_E860_2B	Heteronemertea
15	MP_E860_2B	Eusergestes arcticus
13	MP_E860_2B	Actinomycetaceae
1092	MP_E860_2B	Euphausia pacifica
15	MP_E860_2B	Chiridota sp_ 2 AKM_2016
8	MP_E860_2B	Candidatus Pseudothioglobus__f
4	MP_E860_2B	Calanoida
1	MP_E860_2B	Tellinidae
741	MP_E860_2B	Cephalopoda
31	MP_E860_2B	Pseudocnus
67	MP_E860_2B	Sapromyza palpella
5057	MP_E860_2B	Chydoridae
20	MP_E860_2B	Ophiothrix angulata
580	MP_E860_2B	Patiria miniata
71	MP_E860_2B	Fenestrulina sp_ BLEED20
16079	MP_E860_3B	Eukaryota
317	MP_E860_3B	Unknown
1054	MP_E860_3B	Picozoa
9029	MP_E860_3B	Candidatus Karelsulcia__f
296	MP_E860_3B	Poecilosclerida
99	MP_E860_3B	Echinoidea
42	MP_E860_3B	Dendroceratida
224	MP_E860_3B	Axinellida
27	MP_E860_3B	Carybdeida
44	MP_E860_3B	Demospongiae
278	MP_E860_3B	Spatangoida
27	MP_E860_3B	Environmental Unknown
1	MP_E860_3B	Spongillida
186	MP_E860_3B	Actinopteri
222	MP_E860_3B	Eusergestes arcticus
983	MP_E860_3B	Euphausia pacifica
1458	MP_E860_3B	Cephalopoda
247	MP_E860_3B	Sapromyza palpella
1	MP_E860_3B	Ophiura luetkenii
4	MP_E860_3B	Tetractinellida
501	MP_E860_3B	Asteroidea
7	MP_E860_3B	Ophiothrix angulata
36	MP_E860_3B	Oscarella balibaloi
77	MP_E860_3B	Diplostraca
5	MP_E860_3B	Aspidochirotida
3	MP_E860_3B	Chelophyes appendiculata
20531	MP_E872_1B	Eukaryota
476	MP_E872_1B	Unknown
350	MP_E872_1B	Picozoa
2239	MP_E872_1B	Candidatus Karelsulcia__f
101	MP_E872_1B	Poecilosclerida
93	MP_E872_1B	Echinoidea
20	MP_E872_1B	Dendroceratida
46	MP_E872_1B	Axinellida
32	MP_E872_1B	Carybdeida
5	MP_E872_1B	Environmental Unknown
2002	MP_E872_1B	Actinopteri
6	MP_E872_1B	Sphaeronectes koellikeri
2	MP_E872_1B	Heteronemertea
1	MP_E872_1B	Chordata
3	MP_E872_1B	Calanoida
2	MP_E872_1B	Muggiaea atlantica
2	MP_E872_1B	Tetractinellida
139	MP_E872_1B	Nemertea
4	MP_E872_1B	Magnoliopsida
554	MP_E872_1B	Acartia tonsa
497	MP_E872_1B	Hansarsia megalops
5	MP_E872_1B	Actinomyces
2	MP_E872_1B	Halieaceae
2	MP_E872_1B	Eucoccidiorida
19253	MP_E872_2B	Eukaryota
261	MP_E872_2B	Unknown
213	MP_E872_2B	Picozoa
1546	MP_E872_2B	Candidatus Karelsulcia__f
73	MP_E872_2B	Poecilosclerida
42	MP_E872_2B	Lineidae
57	MP_E872_2B	Echinoidea
18	MP_E872_2B	Dendroceratida
16	MP_E872_2B	Axinellida
8	MP_E872_2B	Carybdeida
3	MP_E872_2B	Environmental Unknown
1478	MP_E872_2B	Actinopteri
23	MP_E872_2B	Heteronemertea
2	MP_E872_2B	Actinomycetaceae
304	MP_E872_2B	Chordata
10	MP_E872_2B	Sapromyza palpella
83	MP_E872_2B	Podonidae
19	MP_E872_2B	Magnoliopsida
163	MP_E872_2B	Acartia tonsa
2	MP_E872_2B	Calocalanus styliremis
90713	MP_E872_3B	Eukaryota
1628	MP_E872_3B	Homo sapiens
461	MP_E872_3B	Unknown
297	MP_E872_3B	Picozoa
1342	MP_E872_3B	Candidatus Karelsulcia__f
97	MP_E872_3B	Poecilosclerida
83	MP_E872_3B	Echinoidea
15	MP_E872_3B	Dendroceratida
51	MP_E872_3B	Axinellida
20	MP_E872_3B	Carybdeida
6	MP_E872_3B	Demospongiae
2	MP_E872_3B	Environmental Unknown
1	MP_E872_3B	Actinomycetaceae
36	MP_E872_3B	Sagittidae
14	MP_E872_3B	Magnoliopsida
28	MP_E872_3B	Ophiothrix angulata
11600	MP_E875	Eukaryota
46	MP_E875	Homo sapiens
278	MP_E875	Unknown
3856	MP_E875	Picozoa
1	MP_E875	Candidatus Karelsulcia__f
27	MP_E875	Poecilosclerida
60	MP_E875	Hominidae
1	MP_E875	Cheilostomatida
454	MP_E875	Echinoidea
24	MP_E875	Dendroceratida
12	MP_E875	Axinellida
2	MP_E875	Carybdeida
5	MP_E875	Demospongiae
97	MP_E875	Sclerodactylidae
13296	MP_E875	Actinopteri
1	MP_E875	Sphaeronectes koellikeri
42	MP_E875	Saccoglossus
12	MP_E875	Anthozoa
346	MP_E875	Sagittidae
758	MP_E875	Chordata
438	MP_E875	Modiolus
57	MP_E875	Tubulanus sp_ 3 TCH_2015
388	MP_E875	Evadne
11	MP_E875	Oerstedia sp_ SJ 64
58	MP_E875	Tellinidae
28	MP_E875	Cephalopoda
7	MP_E875	Octopodidae
452	MP_E875	Ophiuroidea
15	MP_E875	Asteroidea
180220	MP_E875	Chthamalus
326	MP_E875	Podonidae
1634	MP_E875	Macoma nasuta
645	MP_E875	Embiotocidae
1	MP_E875	Magnoliopsida
16	MP_E875	Hubrechtella
363	MP_E875	Acartia tonsa
9	MP_E875	Lucinoma borealis
71	MP_E875	Leptopecten latiauratus
15	MP_E875	Ophiolepididae
55	MP_E875	Thalamoporella californica
19	MP_E875	Amathia cf_ citrina AW_2014
7	MP_E875	Ptilocaulis walpersi
3	MP_E875	Ceriantheopsis americana
766	MP_E875	Scombridae
568	MP_E875	Ophidion scrippsae
145498	MP_POSITIVE	Aves
49	MP_POSITIVE	Pyrrhura
17	MP_POSITIVE	Pycnonotidae
17	MP_POSITIVE	Aenigmachannidae
