Sample	ASV	count	Kingdom	Phylum	Class	Order	Family	Genus	Species	(common name)
MP_E449_3B_PCR1	ASV_10	7565	Eukaryota	Arthropoda	Thecostraca	Balanomorpha				
MP_E455	ASV_10	11	Eukaryota	Arthropoda	Thecostraca	Balanomorpha				
MP_E467	ASV_10	8	Eukaryota	Arthropoda	Thecostraca	Balanomorpha				
MP_E471	ASV_10	1952	Eukaryota	Arthropoda	Thecostraca	Balanomorpha				
MP_E472	ASV_10	27	Eukaryota	Arthropoda	Thecostraca	Balanomorpha				
MP_E499	ASV_10	1	Eukaryota	Arthropoda	Thecostraca	Balanomorpha				
MP_E540	ASV_10	53959	Eukaryota	Arthropoda	Thecostraca	Balanomorpha				
MP_E543	ASV_10	1	Eukaryota	Arthropoda	Thecostraca	Balanomorpha				
MP_E579	ASV_10	103708	Eukaryota	Arthropoda	Thecostraca	Balanomorpha				
MP_E583	ASV_10	55910	Eukaryota	Arthropoda	Thecostraca	Balanomorpha				
MP_E588	ASV_10	24	Eukaryota	Arthropoda	Thecostraca	Balanomorpha				
MP_E598_3B_PCR1	ASV_10	1313	Eukaryota	Arthropoda	Thecostraca	Balanomorpha				
MP_E607	ASV_10	107	Eukaryota	Arthropoda	Thecostraca	Balanomorpha				
MP_E632	ASV_10	39	Eukaryota	Arthropoda	Thecostraca	Balanomorpha				
MP_E635	ASV_10	131	Eukaryota	Arthropoda	Thecostraca	Balanomorpha				
MP_E638	ASV_10	2060	Eukaryota	Arthropoda	Thecostraca	Balanomorpha				
MP_E655	ASV_10	529	Eukaryota	Arthropoda	Thecostraca	Balanomorpha				
MP_E658_1B	ASV_10	1704	Eukaryota	Arthropoda	Thecostraca	Balanomorpha				
MP_E658_2T	ASV_10	1047	Eukaryota	Arthropoda	Thecostraca	Balanomorpha				
MP_E658_3T	ASV_10	630	Eukaryota	Arthropoda	Thecostraca	Balanomorpha				
MP_E688	ASV_10	14	Eukaryota	Arthropoda	Thecostraca	Balanomorpha				
MP_E713	ASV_10	36	Eukaryota	Arthropoda	Thecostraca	Balanomorpha				
MP_E716	ASV_10	18	Eukaryota	Arthropoda	Thecostraca	Balanomorpha				
MP_E721	ASV_10	217	Eukaryota	Arthropoda	Thecostraca	Balanomorpha				
MP_E773	ASV_10	43	Eukaryota	Arthropoda	Thecostraca	Balanomorpha				
MP_E384_3B	ASV_100	113	Eukaryota	Echinodermata	Ophiuroidea	Amphilepidida	Ophiuridae	Ophiura	Ophiura sarsii	
MP_E404	ASV_100	10	Eukaryota	Echinodermata	Ophiuroidea	Amphilepidida	Ophiuridae	Ophiura	Ophiura sarsii	
MP_E438	ASV_100	88	Eukaryota	Echinodermata	Ophiuroidea	Amphilepidida	Ophiuridae	Ophiura	Ophiura sarsii	
MP_E442	ASV_100	187	Eukaryota	Echinodermata	Ophiuroidea	Amphilepidida	Ophiuridae	Ophiura	Ophiura sarsii	
MP_E560	ASV_100	6457	Eukaryota	Echinodermata	Ophiuroidea	Amphilepidida	Ophiuridae	Ophiura	Ophiura sarsii	
MP_E561	ASV_100	428	Eukaryota	Echinodermata	Ophiuroidea	Amphilepidida	Ophiuridae	Ophiura	Ophiura sarsii	
MP_E562	ASV_100	1	Eukaryota	Echinodermata	Ophiuroidea	Amphilepidida	Ophiuridae	Ophiura	Ophiura sarsii	
MP_E565	ASV_100	112	Eukaryota	Echinodermata	Ophiuroidea	Amphilepidida	Ophiuridae	Ophiura	Ophiura sarsii	
MP_E566	ASV_100	97	Eukaryota	Echinodermata	Ophiuroidea	Amphilepidida	Ophiuridae	Ophiura	Ophiura sarsii	
MP_E590	ASV_100	216	Eukaryota	Echinodermata	Ophiuroidea	Amphilepidida	Ophiuridae	Ophiura	Ophiura sarsii	
MP_E594	ASV_100	247	Eukaryota	Echinodermata	Ophiuroidea	Amphilepidida	Ophiuridae	Ophiura	Ophiura sarsii	
MP_E446_3B_PCR1	ASV_1000	108	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	Umbonulidae	Oshurkovia	Oshurkovia littoralis	
MP_E561	ASV_1001	108	Eukaryota	Annelida	Polychaeta	Spionida	Magelonidae			
MP_E691_1B	ASV_1002	64	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	Cribrilinidae	Reginella	Reginella hippocrepis	
MP_E713	ASV_1002	44	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	Cribrilinidae	Reginella	Reginella hippocrepis	
MP_E370	ASV_1003	1	Eukaryota	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae			
MP_E392	ASV_1003	8	Eukaryota	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae			
MP_E427	ASV_1003	1	Eukaryota	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae			
MP_E438	ASV_1003	5	Eukaryota	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae			
MP_E442	ASV_1003	34	Eukaryota	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae			
MP_E451	ASV_1003	3	Eukaryota	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae			
MP_E458_1B	ASV_1003	7	Eukaryota	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae			
MP_E506	ASV_1003	1	Eukaryota	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae			
MP_E520_1B	ASV_1003	2	Eukaryota	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae			
MP_E524	ASV_1003	2	Eukaryota	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae			
MP_E528	ASV_1003	4	Eukaryota	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae			
MP_E555	ASV_1003	13	Eukaryota	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae			
MP_E560	ASV_1003	9	Eukaryota	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae			
MP_E569	ASV_1003	1	Eukaryota	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae			
MP_E588	ASV_1003	16	Eukaryota	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae			
MP_E392	ASV_1004	9	Eukaryota	Porifera	Demospongiae	Spongillida				
MP_E427	ASV_1004	1	Eukaryota	Porifera	Demospongiae	Spongillida				
MP_E431	ASV_1004	4	Eukaryota	Porifera	Demospongiae	Spongillida				
MP_E438	ASV_1004	6	Eukaryota	Porifera	Demospongiae	Spongillida				
MP_E442	ASV_1004	5	Eukaryota	Porifera	Demospongiae	Spongillida				
MP_E524	ASV_1004	4	Eukaryota	Porifera	Demospongiae	Spongillida				
MP_E529	ASV_1004	1	Eukaryota	Porifera	Demospongiae	Spongillida				
MP_E560	ASV_1004	3	Eukaryota	Porifera	Demospongiae	Spongillida				
MP_E561	ASV_1004	3	Eukaryota	Porifera	Demospongiae	Spongillida				
MP_E562	ASV_1004	2	Eukaryota	Porifera	Demospongiae	Spongillida				
MP_E566	ASV_1004	3	Eukaryota	Porifera	Demospongiae	Spongillida				
MP_E569	ASV_1004	1	Eukaryota	Porifera	Demospongiae	Spongillida				
MP_E588	ASV_1004	11	Eukaryota	Porifera	Demospongiae	Spongillida				
MP_E590	ASV_1004	1	Eukaryota	Porifera	Demospongiae	Spongillida				
MP_E658_3T	ASV_1004	5	Eukaryota	Porifera	Demospongiae	Spongillida				
MP_E846	ASV_1004	48	Eukaryota	Porifera	Demospongiae	Spongillida				
MP_E562	ASV_1005	73	Eukaryota							
MP_E811_3B	ASV_1005	34	Eukaryota							
MP_E569	ASV_1006	107	Eukaryota	Echinodermata	Ophiuroidea	Amphilepidida	Amphiuridae	Amphipholis	Amphipholis torelli	
MP_E758	ASV_1007	107	Eukaryota							
MP_E411_1T	ASV_1008	106	Eukaryota	Chaetognatha	Sagittoidea	Aphragmophora	Sagittidae			
MP_E435	ASV_1009	106	Eukaryota	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	Euphausia	Euphausia pacifica	(North Pacific krill)
MP_E471	ASV_101	343	Eukaryota	Chordata	Actinopteri					
MP_E472	ASV_101	654	Eukaryota	Chordata	Actinopteri					
MP_E604	ASV_101	2781	Eukaryota	Chordata	Actinopteri					
MP_E607	ASV_101	4041	Eukaryota	Chordata	Actinopteri					
MP_E875	ASV_101	40	Eukaryota	Chordata	Actinopteri					
MP_E561	ASV_1010	106	Bacteria	Bacillota						
MP_E588	ASV_1011	106	Eukaryota	Arthropoda	Thecostraca	Balanomorpha				
MP_E691_1B	ASV_1012	76	Eukaryota	Mollusca	Bivalvia	Adapedonta	Pharidae	Siliqua	Siliqua alta	
MP_E691_2B	ASV_1012	30	Eukaryota	Mollusca	Bivalvia	Adapedonta	Pharidae	Siliqua	Siliqua alta	
MP_E852	ASV_1013	106	Eukaryota	Chordata	Actinopteri	Aulopiformes	Paralepididae			
MP_E492_1B_PCR1	ASV_1014	105	Eukaryota	Chaetognatha	Sagittoidea	Aphragmophora	Sagittidae			
MP_E691_1B	ASV_1015	105	Eukaryota	Mollusca	Bivalvia	Galeommatida	Lasaeidae			
MP_E750	ASV_1016	105	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius		
MP_E811_1B	ASV_1017	105	Eukaryota	Chordata	Mammalia					
MP_E384_3B	ASV_1018	51	Unknown							
MP_E435	ASV_1018	6	Unknown							
MP_E446_2B_PCR1	ASV_1018	16	Unknown							
MP_E486_PCR1	ASV_1018	11	Unknown							
MP_E560	ASV_1018	3	Unknown							
MP_E594	ASV_1018	12	Unknown							
MP_E811_1B	ASV_1018	1	Unknown							
MP_E811_2B	ASV_1018	4	Unknown							
MP_E404	ASV_1019	103	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	Electridae			
MP_E396	ASV_102	5041	Eukaryota	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa	(domestic pig)
MP_E532	ASV_102	2077	Eukaryota	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa	(domestic pig)
MP_E811_2B	ASV_102	638	Eukaryota	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa	(domestic pig)
MP_E536	ASV_1020	103	Eukaryota	Mollusca	Bivalvia	Cardiida	Tellinidae			
MP_E658_1B	ASV_1021	103	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius		
MP_E607	ASV_1022	102	Eukaryota	Chaetognatha	Sagittoidea	Aphragmophora	Sagittidae			
MP_E661	ASV_1023	102	Eukaryota	Porifera						
MP_E458_1B	ASV_1024	101	Bacteria	Candidatus Woesebacteria						
MP_E562	ASV_1025	101	Eukaryota	Porifera						
MP_E811_2B	ASV_1026	101	Eukaryota	Arthropoda	Branchiopoda	Diplostraca				
MP_E378	ASV_1027	100	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida				
MP_E449_1B_PCR1	ASV_1028	100	Eukaryota							
MP_E472	ASV_1029	100	Eukaryota	Bryozoa	Phylactolaemata	Plumatellidae__o	Plumatellidae			
MP_E392	ASV_103	356	Eukaryota	Chordata	Myxini	Myxiniformes	Myxinidae	Eptatretus		
MP_E566	ASV_103	258	Eukaryota	Chordata	Myxini	Myxiniformes	Myxinidae	Eptatretus		
MP_E569	ASV_103	4085	Eukaryota	Chordata	Myxini	Myxiniformes	Myxinidae	Eptatretus		
MP_E604	ASV_103	398	Eukaryota	Chordata	Myxini	Myxiniformes	Myxinidae	Eptatretus		
MP_E661	ASV_103	835	Eukaryota	Chordata	Myxini	Myxiniformes	Myxinidae	Eptatretus		
MP_E811_2B	ASV_103	1505	Eukaryota	Chordata	Myxini	Myxiniformes	Myxinidae	Eptatretus		
MP_E532	ASV_1030	100	Eukaryota	Chaetognatha	Sagittoidea	Aphragmophora				
MP_E555	ASV_1031	100	Eukaryota	Chordata	Actinopteri					
MP_E707	ASV_1032	100	Eukaryota	Chordata	Actinopteri					
MP_E472	ASV_1033	99	Eukaryota	Chordata	Actinopteri	Cyprinodontiformes	Fundulidae	Fundulus		
MP_E655	ASV_1034	99	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida				
MP_E860_1B	ASV_1035	99	Eukaryota							
MP_E378	ASV_1036	98	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida				
MP_E520_1B	ASV_1037	98	Eukaryota	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	Euphausia	Euphausia pacifica	(North Pacific krill)
MP_E588	ASV_1038	98	Eukaryota	Arthropoda	Thecostraca	Balanomorpha	Balanidae	Megabalanus		
MP_E655	ASV_1039	98	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales				
MP_E688	ASV_104	20	Eukaryota	Hemichordata	Enteropneusta	Ptychoderidae__o	Ptychoderidae			
MP_E691_1B	ASV_104	446	Eukaryota	Hemichordata	Enteropneusta	Ptychoderidae__o	Ptychoderidae			
MP_E721	ASV_104	6960	Eukaryota	Hemichordata	Enteropneusta	Ptychoderidae__o	Ptychoderidae			
MP_E750	ASV_1040	98	Unknown							
MP_E540	ASV_1041	97	Eukaryota	Mollusca	Bivalvia	Myida	Teredinidae	Bankia	Bankia setacea	
MP_E875	ASV_1042	97	Eukaryota	Echinodermata	Holothuroidea	Dendrochirotida	Sclerodactylidae			
MP_E555	ASV_1043	96	Eukaryota	Echinodermata	Asteroidea	Valvatida				
MP_E716	ASV_1044	96	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Acartiidae	Acartia	Acartia tonsa	
MP_E396	ASV_1045	95	Eukaryota	Nemertea	Pilidiophora	Heteronemertea				
MP_E408	ASV_1046	59	Eukaryota	Arthropoda	Thecostraca	Lepadidae__o				
MP_E449_2B_PCR1	ASV_1046	2	Eukaryota	Arthropoda	Thecostraca	Lepadidae__o				
MP_E449_3B_PCR1	ASV_1046	8	Eukaryota	Arthropoda	Thecostraca	Lepadidae__o				
MP_E467	ASV_1046	7	Eukaryota	Arthropoda	Thecostraca	Lepadidae__o				
MP_E579	ASV_1046	7	Eukaryota	Arthropoda	Thecostraca	Lepadidae__o				
MP_E713	ASV_1046	10	Eukaryota	Arthropoda	Thecostraca	Lepadidae__o				
MP_E716	ASV_1046	2	Eukaryota	Arthropoda	Thecostraca	Lepadidae__o				
MP_E423	ASV_1047	6	Eukaryota	Mollusca	Bivalvia	Lyonsiidae__o				
MP_E446_2B_PCR1	ASV_1047	70	Eukaryota	Mollusca	Bivalvia	Lyonsiidae__o				
MP_E750	ASV_1047	19	Eukaryota	Mollusca	Bivalvia	Lyonsiidae__o				
MP_E446_2B_PCR1	ASV_1048	95	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	Lepraliellidae			
MP_E532	ASV_1049	95	Eukaryota	Chaetognatha	Sagittoidea	Aphragmophora	Sagittidae			
MP_E458_1B	ASV_105	7257	Eukaryota	Chordata	Actinopteri	Stomiiformes	Stomiidae	Tactostoma	Tactostoma macropus	(longfin dragonfish)
MP_E561	ASV_1050	95	Eukaryota	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius		
MP_E594	ASV_1051	95	Eukaryota	Porifera	Demospongiae	Tethyida				
MP_E685	ASV_1052	95	Eukaryota	Chordata	Actinopteri					
MP_E442	ASV_1053	94	Eukaryota							
MP_E528	ASV_1054	94	Eukaryota	Chaetognatha	Sagittoidea	Aphragmophora	Sagittidae			
MP_E560	ASV_1055	94	Eukaryota	Echinodermata	Asteroidea	Forcipulatida	Zoroasteridae	Myxoderma	Myxoderma platyacanthum	
MP_E594	ASV_1056	94	Eukaryota							
MP_E594	ASV_1057	94	Eukaryota	Bryozoa	Gymnolaemata	Cheilostomatida	Watersiporidae	Watersipora		
MP_E607	ASV_1058	94	Eukaryota	Chaetognatha	Sagittoidea	Aphragmophora				
MP_E758	ASV_1059	94	Eukaryota	Nemertea	Palaeonemertea	Tubulaniformes	Tubulanidae			
MP_E451	ASV_106	2140	Eukaryota	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster	Pteraster jordani	
MP_E458_1B	ASV_106	4572	Eukaryota	Echinodermata	Asteroidea	Velatida	Pterasteridae	Pteraster	Pteraster jordani	
MP_E761	ASV_1060	94	Eukaryota	Arthropoda	Malacostraca	Amphipoda				
MP_E499	ASV_1061	4	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Candidatus Karelsulcia__f			
MP_E506	ASV_1061	52	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Candidatus Karelsulcia__f			
MP_E588	ASV_1061	33	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Candidatus Karelsulcia__f			
MP_E846	ASV_1061	4	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Candidatus Karelsulcia__f			
MP_E583	ASV_1062	93	Eukaryota	Echinodermata	Holothuroidea	Apodida	Chiridotidae	Chiridota	Chiridota sp_ 2 AKM_2016	
MP_E632	ASV_1063	93	Eukaryota							
MP_E675_1B	ASV_1064	93	Unknown							
MP_E691_1B	ASV_1065	93	Eukaryota	Chordata	Actinopteri					
MP_E691_2B	ASV_1066	93	Eukaryota	Chordata	Actinopteri					
MP_E716	ASV_1067	92	Eukaryota	Mollusca	Bivalvia	Mytilida	Mytilidae	Modiolus		
MP_E404	ASV_1068	11	Unknown							
MP_E411_1T	ASV_1068	7	Unknown							
MP_E427	ASV_1068	2	Unknown							
MP_E431	ASV_1068	2	Unknown							
MP_E435	ASV_1068	22	Unknown							
MP_E446_1B_PCR1	ASV_1068	8	Unknown							
MP_E446_2B_PCR1	ASV_1068	3	Unknown							
MP_E446_3B_PCR1	ASV_1068	10	Unknown							
MP_E449_2B_PCR1	ASV_1068	3	Unknown							
MP_E536	ASV_1068	1	Unknown							
MP_E562	ASV_1068	2	Unknown							
MP_E573_1B_PCR1	ASV_1068	4	Unknown							
MP_E573_3B_PCR1	ASV_1068	8	Unknown							
MP_E598_3B_PCR1	ASV_1068	3	Unknown							
MP_E604	ASV_1068	5	Unknown							
MP_E435	ASV_1069	42	Unknown							
MP_E438	ASV_1069	15	Unknown							
MP_E486_PCR1	ASV_1069	21	Unknown							
MP_E532	ASV_1069	5	Unknown							
MP_E607	ASV_1069	8	Unknown							
MP_E561	ASV_107	5749	Eukaryota	Chordata	Actinopteri	Perciformes				
MP_E570	ASV_107	154	Eukaryota	Chordata	Actinopteri	Perciformes				
MP_E658_1B	ASV_107	742	Eukaryota	Chordata	Actinopteri	Perciformes				
MP_E540	ASV_1070	91	Eukaryota	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	Limanda	Limanda sakhalinensis	(Sakhalin sole)
MP_E569	ASV_1071	91	Eukaryota	Chordata	Actinopteri					
MP_E370	ASV_1072	62	Eukaryota	Mollusca	Cephalopoda	Octopoda	Octopodidae	Enteroctopus		
MP_E431	ASV_1072	28	Eukaryota	Mollusca	Cephalopoda	Octopoda	Octopodidae	Enteroctopus		
MP_E411_1T	ASV_1073	90	Eukaryota	Chordata	Actinopteri					
MP_E423	ASV_1074	90	Eukaryota							
MP_E435	ASV_1075	90	Unknown							
MP_E573_1B_PCR1	ASV_1076	90	Eukaryota	Mollusca	Bivalvia	Cardiida	Tellinidae	Macoma		
MP_E594	ASV_1077	90	Eukaryota	Chordata	Actinopteri	Perciformes				
MP_E378	ASV_1078	89	Unknown							
MP_E536	ASV_1079	89	Eukaryota	Mollusca	Bivalvia	Lucinida	Thyasiridae			
MP_E467	ASV_108	25	Eukaryota	Annelida	Polychaeta	Spionida	Magelonidae			
MP_E471	ASV_108	6210	Eukaryota	Annelida	Polychaeta	Spionida	Magelonidae			
MP_E472	ASV_108	330	Eukaryota	Annelida	Polychaeta	Spionida	Magelonidae			
MP_E543	ASV_108	5	Eukaryota	Annelida	Polychaeta	Spionida	Magelonidae			
MP_E562	ASV_1080	21	Bacteria	Mycoplasmatota	Mollicutes	Mycoplasmatales				
MP_E570	ASV_1080	6	Bacteria	Mycoplasmatota	Mollicutes	Mycoplasmatales				
MP_E598_3B_PCR1	ASV_1080	11	Bacteria	Mycoplasmatota	Mollicutes	Mycoplasmatales				
MP_E750	ASV_1080	38	Bacteria	Mycoplasmatota	Mollicutes	Mycoplasmatales				
MP_E758	ASV_1080	13	Bacteria	Mycoplasmatota	Mollicutes	Mycoplasmatales				
MP_E594	ASV_1081	89	Unknown							
MP_E635	ASV_1082	6	Unknown							
MP_E658_1B	ASV_1082	83	Unknown							
MP_E370	ASV_1083	88	Eukaryota	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens	(human)
MP_E404	ASV_1084	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Candidatus Pseudothioglobus__f__o	Candidatus Pseudothioglobus__f			
MP_E446_1B_PCR1	ASV_1084	5	Bacteria	Pseudomonadota	Gammaproteobacteria	Candidatus Pseudothioglobus__f__o	Candidatus Pseudothioglobus__f			
MP_E486_PCR1	ASV_1084	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Candidatus Pseudothioglobus__f__o	Candidatus Pseudothioglobus__f			
MP_E501	ASV_1084	6	Bacteria	Pseudomonadota	Gammaproteobacteria	Candidatus Pseudothioglobus__f__o	Candidatus Pseudothioglobus__f			
MP_E560	ASV_1084	2	Bacteria	Pseudomonadota	Gammaproteobacteria	Candidatus Pseudothioglobus__f__o	Candidatus Pseudothioglobus__f			
MP_E562	ASV_1084	6	Bacteria	Pseudomonadota	Gammaproteobacteria	Candidatus Pseudothioglobus__f__o	Candidatus Pseudothioglobus__f			
MP_E565	ASV_1084	3	Bacteria	Pseudomonadota	Gammaproteobacteria	Candidatus Pseudothioglobus__f__o	Candidatus Pseudothioglobus__f			
MP_E566	ASV_1084	4	Bacteria	Pseudomonadota	Gammaproteobacteria	Candidatus Pseudothioglobus__f__o	Candidatus Pseudothioglobus__f			
MP_E573_1B_PCR1	ASV_1084	4	Bacteria	Pseudomonadota	Gammaproteobacteria	Candidatus Pseudothioglobus__f__o	Candidatus Pseudothioglobus__f			
MP_E573_2B_PCR1	ASV_1084	8	Bacteria	Pseudomonadota	Gammaproteobacteria	Candidatus Pseudothioglobus__f__o	Candidatus Pseudothioglobus__f			
MP_E573_3B_PCR1	ASV_1084	14	Bacteria	Pseudomonadota	Gammaproteobacteria	Candidatus Pseudothioglobus__f__o	Candidatus Pseudothioglobus__f			
MP_E598_1B_PCR1	ASV_1084	3	Bacteria	Pseudomonadota	Gammaproteobacteria	Candidatus Pseudothioglobus__f__o	Candidatus Pseudothioglobus__f			
MP_E598_3B_PCR1	ASV_1084	6	Bacteria	Pseudomonadota	Gammaproteobacteria	Candidatus Pseudothioglobus__f__o	Candidatus Pseudothioglobus__f			
MP_E604	ASV_1084	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Candidatus Pseudothioglobus__f__o	Candidatus Pseudothioglobus__f			
MP_E635	ASV_1084	3	Bacteria	Pseudomonadota	Gammaproteobacteria	Candidatus Pseudothioglobus__f__o	Candidatus Pseudothioglobus__f			
MP_E658_1B	ASV_1084	1	Bacteria	Pseudomonadota	Gammaproteobacteria	Candidatus Pseudothioglobus__f__o	Candidatus Pseudothioglobus__f			
