Sample	Eukaryota	Ulmaridae	Enteroctopus	Homo sapiens	Unknown	Picozoa	Candidatus Karelsulcia__f	Doliolum nationalis	Paragorgia	Diptera	Poecilosclerida	Chuniphyes multidentata	Hominidae	Ophiotreta	Trichometra cubensis	Lineidae	Cheilostomatida	Echinoidea	Dendroceratida	Clathrinida	Anomiidae	Polymastia	Axinellida	Dendronotus	candidate division WOR_3	Ctenostomatida	Adapedonta	Pseudocalanus elongatus	Acartia longiremis	Pagurus nigrofascia	Steironepion moniliferum	Holothuroidea	Porifera	Vazella pourtalesii	Thysanoessa	Balanomorpha	Carybdeida	Amphimedon compressa	Rhynchozoon sp_ MHD_2004	Cyclopecten sp_ DJC_2016	Perciformes	Cupuladriidae	Suberitida	Demospongiae	Trochidae	Ophiopholis mirabilis	Dictyodendrillidae	Tethyidae	Romancheinidae	Fenestrulina	Dendronotus venustus	Hemiptera	Callyspongia	Forcipulatida	Ophiura sarsii	Heterochone calyx	Velatida	Flavobacteriales	Aplysina	Stichopodidae	Strongylocentrotus	Polymastiida	Gymnodinium impudicum	Cyanea	Spatangoida	Bacillota	Crella	Chimaeriformes	Sclerodactylidae	Aphragmophora	Antedonidae	Siphonophorae	Chaperiidae	Amphipholis torelli	Environmental Unknown	Spongillida	Actinopteri	Harrimaniidae	Thyasiridae	Agelasidae	Trachipterus trachypterus	Sphaeronectes koellikeri	Apostichopus japonicus	Eptatretus	Elasipodida	Stenobrachius leucopsarus	Heteronemertea	Ophiuridae	Cerebratulus sp_ 1 TCH_2015	Eusergestes arcticus	Actinomycetaceae	Candidatus Beckwithbacteria	Coleoptera	Propionibacteriaceae	Solaster	Hubrechtidae	Saccoglossus	Chalinidae	Euphausia pacifica	Hymenodiscus cf_ fragilis RSIOAS009	Sus scrofa	Elpidiidae	Gemmatimonadales	Chaetoderma nitidulum	Suidae	Sphaerichthys	Prionace glauca	Mammalia	Tubulanidae	Anthozoa	Xylophaga oregona	Chiridota sp_ 2 AKM_2016	Monostilifera	Synaptidae	Plutonaster agassizi	Candidatus Woesebacteria	Allapasus	Benthogone abstrusa	Phacellophora sp_ PCA7	Valenciniidae	Peniagone vitrea setosa	Synallactidae	Apodida	Electridae	Candidatus Pseudothioglobus__f	Sagittidae	Petrasma pervernicosa	Crellidae	Negombata magnifica	Chordata	Pseudocalanus	Artiodactyla	Asteriidae	Clausocalanidae	Suberites domuncula	Orcinus orca	Modiolus	Centropagidae	Celleporina souleae	Dendrochirotida	Bugulidae	Megaptera novaeangliae	Negombata	Lepadidae__o	Lineus flavescens	Polydactylus	Tubulanus sp_ 3 TCH_2015	Amphipoda	Evadne	Cypriniformes	Riserius	Pinnixa	Hoilungia	Elusimicrobiota	Neogastropoda	Trochida	Parasagitta	Cephalothrix	Oweniidae	Rhodobacterales	Betaproteobacteria	Ototyphlonemertidae	Fusobacteriales	Margarites	Phocoena phocoena	Psammobiidae	Henricia	Chondrichthyes	Carinoma mutabilis	Flustridae	Rajidae	Calanoida	Oerstedia sp_ SJ 64	Luidia foliolata	Phoronidae__o	Tellinidae	Cephalopoda	Otariidae	Carnivora	Opiliones	Osmeriformes	Clavagellidae	Prosorhochmidae	Parasagitta elegans	Glebocarcinus oregonensis	Lyonsiidae__o	Schizomavella acuta	Corticium	Camarodonta	Cellariidae	Parasmittina	Cliona patera	Psolus	Chlamys hastata	Synchaetidae	Celleporella hyalina	Munididae	Cucumaria	Solaster endeca	Petaloconchus	Echinasteridae	Aoroides columbiae	Pachycheles	Hiatellidae	Mytilus	Compsomyax subdiaphana	Hiatella	Latrunculiidae	Muggiaea atlantica	Eualus	Lucapina	Pseudocnus	Escharinidae	Insecta	Lutjanidae	Bitias	Mytilus californianus	Cerebratulus	Jakobida	Homosclerophorida	Alcyonidiidae	Dermasterias imbricata	Carcinonemertes	Pectinidae	Sapromyza palpella	Zygonemertes	Moerella	Octopodidae	Crassadoma gigantea	Adeonidae	Merluccius	Erysipelotrichales	Candidatus Pseudothioglobus__f__o	Galeorhinus galeus	Aplysinidae	Clathria prolifera	Lutjanus fulviflamma	Chlorophyceae	Cercopithecidae	Ophiura luetkenii	Gorgonocephalus	Tetractinellida	Serranidae	Crella elegans	Magelonidae	Tetilla dactyloidea	Ampithoidae	Nemertea	Ophiopholis sp_ EAC01	Seguenziida	Parasmittina jeffreysi	Chaetopteridae__o	Orthasterias koehleri	Porella	Heteromolpadia tridens	Chlamys islandica	Gallus	Loxosomella	Rickettsiales	Actinomycetes	Myxoderma platyacanthum	Onykia	Cancellothyrididae	Decapoda	Gymnothorax zonipectis	Candidae	Calopteryx splendens	Terebratulina unguicula	Agonopsis vulsa	Chironomidae	Ophiuroidea	Columbellidae	Sinonovacula	Haplosporidiidae	Molpadida	Macoma	Magelona	Watersiporidae	Anaspidacea	Bugulina	Lepraliellidae	Phidolopora pacifica	Cricotopus	Humilaria kennerleyi	Bacteria	Acetomicrobiaceae	Pseudomonadales	Aequorea coerulescens	Mariniblastus	Patinopecten caurinus	Fredericella	Mytilidae	Axinella	Micrura wilsoni	Cochlodesma	Thermobia	Galeommatida	Oshurkovia littoralis	Lucinida	Alphaproteobacteria	Crangon sp_ UF_53625	Asteroidea	Tresus	Siliqua alta	Microporella cf_ ciliata AW214	Carinoma hamanako	Ischyroceridae	Maculaura	Riserius sp_ no eyes	Chthamalus	Scrupocellaria varians	Phoca	Lepidoptera	Carinina sp_ chocolate	Lampropidae	Pseudosuberites sp_ CY_2021	Pontogeneiidae	Metacarcinus magister	Enhydra lutris	Podonidae	Alvania	Nassariidae	Maculaura alaskensis	Farrella	Pollicipes polymerus	Pteraster jordani	Chironephthya sp_ CSM_2012	Tubulaniformes	Ifalukella yanii	Narcomedusae	Venerida	Charadriiformes	Eubacteriales	Ploima	Tactostoma macropus	Cyclothone atraria	Xenoturbella	Polymastia littoralis	Malacobdella grossa	Poralia	Carinaria sp_	Pseudobathylagus milleri	Lonchotaster tartareus	Oreasteridae	Dacrydium sp_ DJC_2016	Acharax johnsoni	Nucula	Sphaeropleales	Tarletonbeania	Cephalothrix major	Sebastidae	Macoma nasuta	Mytilus trossulus	Nuttallia	Carinoma sp_ white	Celleporidae	Mya	Macoma balthica	Megangulus venulosus	Myida	Acipenseriformes	Farrellidae	Bosminidae	Eurytemora	Petromyzontidae	Pandalus	Alona affinis	Merluccius productus	Aves	Cyprididae	Moina	Haplosclerida	Odhneripisidium caucasus	Scleractinia	Embiotocidae	Daphnia parvula	Eurycercus glacialis	Plumatellidae	Fundulus	Castor canadensis	Bothrocara hollandi	Temoridae	Phalacrocorax pelagicus	Caenis sp_ BYU IGCEP019	Paludicella articulata	Eubosmina	Daphnia	Okanagana	Chydoridae	Malacobdellidae	Maculaura cerebrosa	Idoteidae	Stylommatophora	Eurytemora affinis	Harrimaniidae__o	Nocardioidaceae	Candidatus Fonsibacter ubiquis	Gammaproteobacteria	Spirontocaris holmesi	Pandalus borealis	Breviturma doederleini	Meioglossus psammophilus	Pirellulaceae	Kulikovia montgomeryi	Candidatus Lokiarchaeum__f__o	Pteraster tesselatus	Comatulida	Candidatus Chazhemtobacteraceae	Pilidiophora	Lepas	Euphausia	Gennadas	Mollusca	Trachymedusae	Protoglossus koehleri	Acharax sp_ NY_2022	Asteronychidae	Nuculidae	Ennucula decipiens	Ctenodiscus crispatus	Hippasteria spinosa	Gorgonocephalidae	Vesicomyidae	Stereobalanus canadensis	Crinoidea	Galiteuthis armata	Ophiophthalmus	Dondersiidae	Merluccius albidus	Pterasteridae	Enteropneusta	Rossia pacifica	Spionida	Hippolytidae	Baseodiscidae	Serratella sp_ Liaoning_2019	Serratella ignita	Neotrypaea	Vermetidae	Poseidonemertes	Bathytyphlops marionae	Bankia setacea	Limanda sakhalinensis	Cerebratulus albifrons	Nitidotellina	Carinoma sp_ 5 TCH_2015	Solenidae	Bivalvia	Oerstedia	Alopias	Clinocardium nuttallii	Ophiura signata	Peniagone leander	Valvatida	Apristurus brunneus	Paragorgia coralloides	Watasenia scintillans	Cheiraster dawsoni	Rhizostomeae	Pseudomugilidae	Ophiotreta stimulea	Dermaptera	Micrura purpurea	Breviturma	Mycobacteriaceae	Mycoplasmatales	Micrura verrilli	Aphrocallistes vastus	Nitrososphaerota	Chloropicales	Littorinimorpha	Halisarca dujardinii	Maculaura aquilonia	Watersipora	Lagenorhynchus obliquidens	Tonicella lineata	Gammarus balcanicus	Aphididae	Liposcelis bostrychophila	Eumicrotremus spinosus	Carinoma sp_ yellowback	Limnophyes sp_ YF_2022	Flabellidae	Bryobacterales	Spatangus raschi	Citharichthys xanthostigma	Gastropoda	Saxidomus nuttalli	Pagurus	Maculaura magna	Cardiida	Brisinga sp_ SS_2022	Hymenaster latebrosus	Megabalanus	Magnoliopsida	Lepidodermella squamata	Benthocodon pedunculatus	Psathyrometra fragilis	Actinulida	Aglantha digitale	Tethyida	Ophiopholis	Axinellidae	Cadlina luteomarginata	Lophaster furcilliger	Tubulanus	Smittinidae	Micrura	Euphausiidae	Mallomonadaceae	Cadlina	Cerianthidae	Semelidae	Numenius	Sagittoidea	Loxosomatidae	Schizocardium	Aeromonadales	Ceratopogonidae	Balaenoptera musculus	Acila	Onchidoris bilamellata	Nudibranchia	Pteraster sp_ TX_2020	Acanthella acuta	Plakinidae	Corambe	Callyspongiidae	Hemichordata	Xylophaga washingtona	Metridium senile	Amphiuridae	Actiniaria	Citharichthys	Hubrechtella	Leucilla nuttingi	Lineus sp_ 1 TCH_2015	Ostreococcus sp_ _lucimarinus_	Architaenioglossa	Ophiothrix angulata	Heptacarpus	Hermissenda	Aptyxis	Clionaidae	Patiria miniata	Loxosomella aloxiata	Amphilepidida	Lycodichthys antarcticus	Luidia neozelanica	Lucicutia flavicornis	Acartia tonsa	Frigidocardium	Smittina	Amphioplus	Halichoeres	Cephalaspidea	Lucinoma borealis	Gymnothorax meleagris	Thymallus	Olindiasidae	Eualus subtilis	Ptychoderidae	Pseudocardium sachalinense	Pinnotheridae	Loxorhynchus crispatus	Emerita	Myidae	Veneridae	Paracalanidae	Celleporella sp_ CAL_2	Siliqua	Chamidae	Reginella hippocrepis	Lasaeidae	Cerebratulus cf_ marginatus 7 MBA_2020	Pachycerianthus	Homoscleromorpha	Tubulanus sexlineatus	Amphipholis squamata	Siphonenteron	Chloroflexota	Crangon crangon	Naticidae	Uria aalge	Gymnodinium sp_ ex Spongotrochus glacialis	Pleuroxus denticulatus	Saxipendium coronatum	Symphurus	Saxipendium	Symphurus ommaspilus	Porichthys notatus	Caprellidae	Carinomidae	Crangon	Isarachnanthus nocturnus	Ruditapes philippinarum	Arcuatula senhousia	Theora lubrica	Candidatus Moranbacteria	Didemnum vexillum	Tubulanus sp_ 1 TCH_2015	Phoronida	Mytilimeria nuttalli	Metacarcinus gracilis	Conopeum reticulum	Caprella	Mactridae	Araneae	Myliobatidae	Mustelus	Synchaeta	Anguinella palmata	Thalassiosirales	Leptopecten latiauratus	Maliibacteriaceae	Pantopoda	Ennucula	Gymnothorax eurostus	Balaenoptera acutorostrata	Nicippe	Ophidiasteridae	Leptasterias hexactis	Amphipholis	Lamna	Caprella californica	Carinomiformes	Glottidia albida	Panopea generosa	Carinoma	Cuspidariidae	Candidatus Melainabacteria	Lucicutiidae	Calanus	Iotrochota birotulata	Oscarella balibaloi	Mytilida	Alvania concinna	Geryoniidae	Premocyathus sp_ IS_2022	Branchiostoma	Diplostraca	Abbottina rivularis	Oerstedia sp_ Simushir 22	Terebratulina	Ophiolepididae	Solemya	Corambe pacifica	Tepidiformaceae	Lemuridae	Hansarsia megalops	Propionibacterium	Salvelinus namaycush	Paralepididae	Moridae	Octopus californicus	Cecidomyiidae	Ophionereis	Proboscidea	Fenestrulina sp_ BLEED20	Aspidochirotida	Chelophyes appendiculata	Actinomyces	Halieaceae	Eucoccidiorida	Calocalanus styliremis	Thalamoporella californica	Amathia cf_ citrina AW_2014	Ptilocaulis walpersi	Ceriantheopsis americana	Scombridae	Ophidion scrippsae	Pyrrhura	Pycnonotidae	Aenigmachannidae	
MP_E370	73997	1	62	664	425	56	2307	1	11	11	42	7	949	38449	85	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E378	9939	0	0	311	17796	9106	55	0	0	0	396	0	0	0	0	0	1725	442	314	75	6	36	1647	4812	3	113	494	80	1713	15	4	5	2	11	376	579	2	125	936	69	789	615	1	22	371	61	130	76	151	128	125	124	14	3531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E384_3B	29561	0	0	197	12895	1315	32640	0	0	0	3492	0	0	0	0	0	0	226	159	0	0	0	847	0	0	0	0	467	4	0	0	5	0	0	865	0	6	278	0	378	0	0	0	192	0	0	50	139	0	0	0	0	0	0	113	17	4	35	19	215	306	4	3	2	737	274	79	4953	180	336	2735	15	206	530	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E388_1B	105694	0	0	2521	320	7	51	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	602	681	67	560	4	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E392	8082	8	0	0	660	208	9184	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9960	0	0	0	0	24	0	356	83	12643	377	8	43	1114	1	1	7	2	893	1121	1554	20	410	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
