reads.in	reads.out
MP_E1558_RC0083_R1_trimmed.fq.gz	380673	362564
MP_E1559_RC0083_R1_trimmed.fq.gz	435452	390405
MP_E1560_RC0083_R1_trimmed.fq.gz	521191	489754
MP_E1561_RC0083_R1_trimmed.fq.gz	335838	316107
MP_E1562_RC0083_R1_trimmed.fq.gz	368317	346874
MP_E1563_RC0083_R1_trimmed.fq.gz	360282	334067
MP_E1564_RC0083_R1_trimmed.fq.gz	441428	393945
MP_E1565_RC0083_R1_trimmed.fq.gz	419468	386541
MP_E1566_RC0083_R1_trimmed.fq.gz	519886	485465
MP_E1567_RC0083_R1_trimmed.fq.gz	398440	368514
MP_E1568_RC0083_R1_trimmed.fq.gz	451954	388400
MP_E1569_RC0083_R1_trimmed.fq.gz	412974	389953
MP_E1611_DY2209_R1_trimmed.fq.gz	500565	301894
MP_E1612_DY2209_R1_trimmed.fq.gz	252588	193494
MP_E1613_DY2209_R1_trimmed.fq.gz	533832	411653
MP_E1614_DY2209_R1_trimmed.fq.gz	397487	245921
MP_E1615_DY2209_R1_trimmed.fq.gz	142207	14123
MP_E1616_DY2209_R1_trimmed.fq.gz	394619	200921
MP_E1617_DY2209_R1_trimmed.fq.gz	402218	375316
MP_E1618_DY2209_R1_trimmed.fq.gz	299945	230984
MP_E1619_DY2209_R1_trimmed.fq.gz	426423	333535
MP_E1620_DY2209_R1_trimmed.fq.gz	379326	356883
MP_E1621_DY2209_R1_trimmed.fq.gz	379837	342985
MP_E1622_DY2209_R1_trimmed.fq.gz	354842	321010
MP_E1718_DY2306_R1_trimmed.fq.gz	312437	291658
MP_E1719_DY2306_R1_trimmed.fq.gz	169524	156819
MP_E1720_DY2306_R1_trimmed.fq.gz	319692	299356
MP_E1721_DY2306_R1_trimmed.fq.gz	343270	313262
MP_E1722_DY2306_R1_trimmed.fq.gz	455645	431268
MP_E1723_DY2306_R1_trimmed.fq.gz	572121	537470
MP_E1724_DY2306_R1_trimmed.fq.gz	373760	346708
MP_E1725_DY2306_R1_trimmed.fq.gz	311760	292421
MP_E1726_DY2306_R1_trimmed.fq.gz	160059	151795
MP_E1727_DY2306_R1_trimmed.fq.gz	314586	288431
MP_E1728_DY2306_R1_trimmed.fq.gz	239539	227687
MP_E1729_DY2306_R1_trimmed.fq.gz	308888	288215
MP_E1730_DY2306_R1_trimmed.fq.gz	512903	480988
MP_E1731_DY2306_R1_trimmed.fq.gz	465184	433267
MP_E1732_DY2306_R1_trimmed.fq.gz	345706	307460
MP_E1733_DY2306_R1_trimmed.fq.gz	375778	285777
MP_E1734_DY2306_R1_trimmed.fq.gz	216364	204350
MP_E1735_DY2306_R1_trimmed.fq.gz	265985	30585
MP_E1736_DY2306_R1_trimmed.fq.gz	360094	110702
MP_E1737_DY2306_R1_trimmed.fq.gz	571630	236171
MP_E1750_DY2306_R1_trimmed.fq.gz	447792	340768
MP_E1751_DY2306_R1_trimmed.fq.gz	376273	218436
MP_E1752_DY2306_R1_trimmed.fq.gz	430439	192577
MP_E1753_DY2306_R1_trimmed.fq.gz	315529	99175
MP_E1754_DY2306_R1_trimmed.fq.gz	359061	217363
MP_E1755_DY2306_R1_trimmed.fq.gz	374283	248637
MP_E1756_DY2306_R1_trimmed.fq.gz	354755	174007
MP_E1757_DY2306_R1_trimmed.fq.gz	429416	154249
MP_E1758_DY2306_R1_trimmed.fq.gz	399387	174714
MP_E1759_DY2306_R1_trimmed.fq.gz	518843	318036
MP_E1760_DY2306_R1_trimmed.fq.gz	450787	188780
MP_E1761_DY2306_R1_trimmed.fq.gz	324841	285395
MP_E1762_DY2306_R1_trimmed.fq.gz	303389	241394
MP_E1763_DY2306_R1_trimmed.fq.gz	317645	203747
MP_E1764_DY2306_R1_trimmed.fq.gz	300343	97715
MP_E1765_DY2306_R1_trimmed.fq.gz	306449	285500
MP_E1766_DY2306_R1_trimmed.fq.gz	336770	221785
MP_E1767_DY2306_R1_trimmed.fq.gz	560472	463685
MP_E1768_DY2306_R1_trimmed.fq.gz	371105	245211
MP_E1769_DY2306_R1_trimmed.fq.gz	393641	307809
MP_E1770_DY2306_R1_trimmed.fq.gz	288330	227525
MP_E1772_DY2306_R1_trimmed.fq.gz	239986	171762
MP_E1773_DY2306_R1_trimmed.fq.gz	289942	266312
MP_E1774_DY2306_R1_trimmed.fq.gz	422127	263124
MP_E1775_DY2306_R1_trimmed.fq.gz	442671	282698
MP_E1776_DY2306_R1_trimmed.fq.gz	432699	334365
MP_E1777_DY2306_R1_trimmed.fq.gz	524352	404006
MP_E1778_DY2306_R1_trimmed.fq.gz	461503	424902
MP_E1779_DY2306_R1_trimmed.fq.gz	296283	220878
MP_E1780_DY2306_R1_trimmed.fq.gz	431353	401643
MP_E1781_DY2306_R1_trimmed.fq.gz	373040	257544
MP_E1782_DY2306_R1_trimmed.fq.gz	268072	123746
MP_E1783_DY2306_R1_trimmed.fq.gz	397412	358963
MP_E1784_DY2306_R1_trimmed.fq.gz	411325	376467
MP_E1785_DY2306_R1_trimmed.fq.gz	479524	447541
MP_E1786_DY2306_R1_trimmed.fq.gz	455189	411026
MP_E1787_DY2306_R1_trimmed.fq.gz	346465	325531
MP_E1788_DY2306_R1_trimmed.fq.gz	498543	464758
MP_E1789_DY2306_R1_trimmed.fq.gz	477742	311837
MP_E1790_DY2306_R1_trimmed.fq.gz	472250	398595
MP_E1791_DY2306_R1_trimmed.fq.gz	512434	432914
MP_E1792_DY2306_R1_trimmed.fq.gz	416430	308240
MP_E1793_DY2306_R1_trimmed.fq.gz	412654	386970
MP_E1794_DY2306_R1_trimmed.fq.gz	593951	426744
MP_E1795_DY2306_R1_trimmed.fq.gz	469258	331995
MP_E1796_DY2306_R1_trimmed.fq.gz	428396	364219
MP_E1797_DY2306_R1_trimmed.fq.gz	397063	360433
MP_E1798_DY2306_R1_trimmed.fq.gz	455822	317508
MP_E1820_DY2306_PCR1_R1_trimmed.fq.gz	384487	225057
MP_E1820_DY2306_PCR2_R1_trimmed.fq.gz	272006	164413
MP_E1820_DY2306_PCR3_R1_trimmed.fq.gz	406184	220310
MP_E1821_DY2306_PCR1_R1_trimmed.fq.gz	417731	380799
MP_E1821_DY2306_PCR2_R1_trimmed.fq.gz	371223	332357
MP_E1821_DY2306_PCR3_R1_trimmed.fq.gz	411816	372868
MP_E1822_DY2306_PCR1_R1_trimmed.fq.gz	317482	84614
MP_E1822_DY2306_PCR2_R1_trimmed.fq.gz	280138	75460
MP_E1822_DY2306_PCR3_R1_trimmed.fq.gz	243847	67556
MP_E1823_DY2306_PCR1_R1_trimmed.fq.gz	131783	124485
MP_E1823_DY2306_PCR2_R1_trimmed.fq.gz	61539	55829
MP_E1824_DY2306_PCR1_R1_trimmed.fq.gz	317618	292046
MP_E1824_DY2306_PCR2_R1_trimmed.fq.gz	412768	383052
MP_E1824_DY2306_PCR3_R1_trimmed.fq.gz	249937	144680
MP_E1825_DY2306_PCR1_R1_trimmed.fq.gz	313790	299237
MP_E1825_DY2306_PCR2_R1_trimmed.fq.gz	307014	278398
MP_E1825_DY2306_PCR3_R1_trimmed.fq.gz	261967	226144
MP_E1826_DY2306_PCR1_R1_trimmed.fq.gz	420832	275998
MP_E1826_DY2306_PCR2_R1_trimmed.fq.gz	409314	382192
MP_E1826_DY2306_PCR3_R1_trimmed.fq.gz	378380	354025
MP_E1827_DY2306_PCR1_R1_trimmed.fq.gz	365079	347823
MP_E1827_DY2306_PCR2_R1_trimmed.fq.gz	361514	339792
MP_E1827_DY2306_PCR3_R1_trimmed.fq.gz	325830	281306
MP_E1828_DY2306_PCR1_R1_trimmed.fq.gz	227467	187208
MP_E1828_DY2306_PCR2_R1_trimmed.fq.gz	154433	146906
MP_E1828_DY2306_PCR3_R1_trimmed.fq.gz	281304	223144
MP_E1829_DY2306_PCR1_R1_trimmed.fq.gz	388218	346637
MP_E1829_DY2306_PCR2_R1_trimmed.fq.gz	394854	349486
MP_E1829_DY2306_PCR3_R1_trimmed.fq.gz	330974	296416
MP_E1830_DY2306_PCR1_R1_trimmed.fq.gz	352087	190205
MP_E1830_DY2306_PCR2_R1_trimmed.fq.gz	423079	227514
MP_E1830_DY2306_PCR3_R1_trimmed.fq.gz	359080	188906
MP_E1831_DY2306_PCR1_R1_trimmed.fq.gz	475163	279266
MP_E1831_DY2306_PCR2_R1_trimmed.fq.gz	339134	138383
MP_E1831_DY2306_PCR3_R1_trimmed.fq.gz	422640	249719
MP_E1832_DY2306_PCR1_R1_trimmed.fq.gz	249937	44454
MP_E1832_DY2306_PCR2_R1_trimmed.fq.gz	406657	83530
MP_E1832_DY2306_PCR3_R1_trimmed.fq.gz	292865	57005
MP_E1833_DY2306_PCR1_R1_trimmed.fq.gz	338015	159916
MP_E1833_DY2306_PCR2_R1_trimmed.fq.gz	365125	176964
MP_E1833_DY2306_PCR3_R1_trimmed.fq.gz	349103	169052
MP_E1834_DY2306_PCR1_R1_trimmed.fq.gz	335176	100124
MP_E1834_DY2306_PCR2_R1_trimmed.fq.gz	414035	133745
MP_E1834_DY2306_PCR3_R1_trimmed.fq.gz	375532	124694
MP_E1835_DY2306_PCR1_R1_trimmed.fq.gz	499873	457819
MP_E1835_DY2306_PCR2_R1_trimmed.fq.gz	425831	388512
MP_E1835_DY2306_PCR3_R1_trimmed.fq.gz	432172	397729
MP_E1836_DY2306_PCR1_R1_trimmed.fq.gz	418865	269624
MP_E1836_DY2306_PCR2_R1_trimmed.fq.gz	475415	308864
MP_E1836_DY2306_PCR3_R1_trimmed.fq.gz	523342	338230
MP_E1837_DY2306_PCR1_R1_trimmed.fq.gz	407373	159634
MP_E1837_DY2306_PCR2_R1_trimmed.fq.gz	424013	173346
MP_E1837_DY2306_PCR3_R1_trimmed.fq.gz	347553	149204
MP_E1838_DY2306_PCR1_R1_trimmed.fq.gz	339854	301183
MP_E1838_DY2306_PCR2_R1_trimmed.fq.gz	308069	275075
MP_E1838_DY2306_PCR3_R1_trimmed.fq.gz	367169	329228
MP_E1839_DY2306_PCR1_R1_trimmed.fq.gz	346783	98901
MP_E1839_DY2306_PCR2_R1_trimmed.fq.gz	324065	103834
MP_E1839_DY2306_PCR3_R1_trimmed.fq.gz	287271	83317
MP_E1840_DY2306_PCR1_R1_trimmed.fq.gz	374134	157017
MP_E1840_DY2306_PCR2_R1_trimmed.fq.gz	322131	132110
MP_E1840_DY2306_PCR3_R1_trimmed.fq.gz	285936	113794
MP_E1841_DY2306_PCR1_R1_trimmed.fq.gz	370794	334322
MP_E1841_DY2306_PCR2_R1_trimmed.fq.gz	303316	281248
MP_E1841_DY2306_PCR3_R1_trimmed.fq.gz	355596	327773
MP_E1842_DY2306_PCR1_R1_trimmed.fq.gz	423995	223904
MP_E1842_DY2306_PCR2_R1_trimmed.fq.gz	436878	238427
MP_E1842_DY2306_PCR3_R1_trimmed.fq.gz	439897	239851
MP_E1877_SKQ23_12S_R1_trimmed.fq.gz	337653	163483
MP_E1878_SKQ23_12S_R1_trimmed.fq.gz	377494	296539
MP_E1879_SKQ23_12S_R1_trimmed.fq.gz	357406	241095
MP_E1880_SKQ23_12S_R1_trimmed.fq.gz	358441	193183
MP_E1881_SKQ23_12S_R1_trimmed.fq.gz	399574	378541
MP_E1882_SKQ23_12S_R1_trimmed.fq.gz	378755	300674
MP_E1883_SKQ23_12S_R1_trimmed.fq.gz	421879	333066
MP_E1884_SKQ23_12S_R1_trimmed.fq.gz	442239	397162
MP_E1885_SKQ23_12S_R1_trimmed.fq.gz	391350	370401
MP_E1886_SKQ23_12S_R1_trimmed.fq.gz	349095	289563
MP_E1887_SKQ23_12S_R1_trimmed.fq.gz	316571	295062
MP_E1888_SKQ23_12S_R1_trimmed.fq.gz	381685	362256
MP_E1889_SKQ23_12S_R1_trimmed.fq.gz	374044	349609
MP_E1890_SKQ23_12S_R1_trimmed.fq.gz	378212	310871
MP_E1891_SKQ23_12S_R1_trimmed.fq.gz	522096	493821
MP_E1892_SKQ23_12S_R1_trimmed.fq.gz	453840	199828
MP_E1893_SKQ23_12S_R1_trimmed.fq.gz	314729	301250
MP_E1894_SKQ23_12S_R1_trimmed.fq.gz	319695	297031
MP_E1895_SKQ23_12S_R1_trimmed.fq.gz	321106	161679
MP_E1896_SKQ23_12S_R1_trimmed.fq.gz	309424	172265
MP_E1897_SKQ23_12S_R1_trimmed.fq.gz	347827	104082
MP_E1898_SKQ23_12S_R1_trimmed.fq.gz	365345	245704
MP_E1899_SKQ23_12S_R1_trimmed.fq.gz	514460	381708
MP_E1900_SKQ23_12S_R1_trimmed.fq.gz	417655	266904
MP_E1901_SKQ23_12S_R1_trimmed.fq.gz	398143	164412
MP_E1902_SKQ23_12S_R1_trimmed.fq.gz	325631	225675
MP_E1903_SKQ23_12S_R1_trimmed.fq.gz	345404	246202
MP_E1904_SKQ23_12S_R1_trimmed.fq.gz	347696	313816
MP_E1905_SKQ23_12S_R1_trimmed.fq.gz	401404	373903
MP_E1906_SKQ23_12S_R1_trimmed.fq.gz	454016	306046
MP_E1907_SKQ23_12S_R1_trimmed.fq.gz	459776	288455
MP_E1908_SKQ23_12S_R1_trimmed.fq.gz	452356	429023
MP_E1909_SKQ23_12S_R1_trimmed.fq.gz	458219	252073
MP_E1910_SKQ23_12S_R1_trimmed.fq.gz	476077	229821
MP_E1911_SKQ23_12S_R1_trimmed.fq.gz	433892	263637
MP_E1912_SKQ23_12S_R1_trimmed.fq.gz	459661	332228
MP_E1913_SKQ23_12S_R1_trimmed.fq.gz	403441	291975
MP_E1914_SKQ23_12S_R1_trimmed.fq.gz	368513	309408
MP_E1915_SKQ23_12S_R1_trimmed.fq.gz	504521	479939
MP_E1916_SKQ23_12S_R1_trimmed.fq.gz	459169	376551
MP_E1917_SKQ23_12S_R1_trimmed.fq.gz	465173	334432
MP_E1918_SKQ23_12S_R1_trimmed.fq.gz	398693	365828
MP_E1919_SKQ23_12S_R1_trimmed.fq.gz	517632	493593
MP_E1920_SKQ23_12S_R1_trimmed.fq.gz	398045	375267
MP_E1921_SKQ23_12S_R1_trimmed.fq.gz	434843	383563
MP_E1922_SKQ23_12S_R1_trimmed.fq.gz	410747	385921
MP_E1923_SKQ23_12S_R1_trimmed.fq.gz	428167	382257
MP_E1924_SKQ23_12S_R1_trimmed.fq.gz	445687	423039
MP_E1925_SKQ23_12S_R1_trimmed.fq.gz	608194	476329
MP_E1926_SKQ23_12S_R1_trimmed.fq.gz	458868	435187
MP_E1927_SKQ23_12S_R1_trimmed.fq.gz	441517	210196
MP_E1928_SKQ23_12S_R1_trimmed.fq.gz	429706	396042
MP_E1929_SKQ23_12S_R1_trimmed.fq.gz	395066	254153
MP_E1930_SKQ23_12S_R1_trimmed.fq.gz	404168	228440
MP_E1931_SKQ23_12S_R1_trimmed.fq.gz	398296	375734
MP_E1932_SKQ23_12S_R1_trimmed.fq.gz	260016	241459
MP_E1933_SKQ23_12S_R1_trimmed.fq.gz	379509	237037
MP_E1934_SKQ23_12S_R1_trimmed.fq.gz	382896	306851
MP_E1935_SKQ23_12S_R1_trimmed.fq.gz	378359	276963
MP_E1936_SKQ23_12S_R1_trimmed.fq.gz	384203	158050
MP_E1937_SKQ23_12S_R1_trimmed.fq.gz	437184	386753
MP_E1938_SKQ23_12S_R1_trimmed.fq.gz	422282	375218
MP_E1939_SKQ23_12S_R1_trimmed.fq.gz	399657	368428
MP_E1940_SKQ23_12S_R1_trimmed.fq.gz	379183	352609
MP_E1941_SKQ23_12S_R1_trimmed.fq.gz	407083	324433
MP_E1942_SKQ23_12S_R1_trimmed.fq.gz	312329	215135
MP_E1943_SKQ23_12S_R1_trimmed.fq.gz	461150	334646
MP_E1944_SKQ23_12S_R1_trimmed.fq.gz	415843	350146
MP_E1945_SKQ23_12S_R1_trimmed.fq.gz	463236	442024
MP_E1946_SKQ23_12S_R1_trimmed.fq.gz	356523	297007
MP_E1947_SKQ23_12S_R1_trimmed.fq.gz	404783	362000
MP_E1948_SKQ23_12S_R1_trimmed.fq.gz	349338	281149
MP_E1949_SKQ23_12S_R1_trimmed.fq.gz	318436	276439
MP_E1950_SKQ23_12S_R1_trimmed.fq.gz	325741	134866
MP_E1951_SKQ23_12S_R1_trimmed.fq.gz	356401	286101
MP_E1952_SKQ23_12S_R1_trimmed.fq.gz	460143	427125
MP_E1953_SKQ23_12S_R1_trimmed.fq.gz	279892	203179
MP_E1954_SKQ23_12S_R1_trimmed.fq.gz	396475	170115
MP_E1955_SKQ23_12S_R1_trimmed.fq.gz	396871	378946
MP_E1956_SKQ23_12S_R1_trimmed.fq.gz	277573	59483
MP_E1957_SKQ23_12S_R1_trimmed.fq.gz	347914	132468
MP_E1958_SKQ23_12S_R1_trimmed.fq.gz	335267	221140
MP_E1959_SKQ23_12S_R1_trimmed.fq.gz	229899	99733
MP_E1960_SKQ23_12S_R1_trimmed.fq.gz	290111	141543
MP_E1961_SKQ23_12S_R1_trimmed.fq.gz	343051	325425
MP_E1962_SKQ23_12S_R1_trimmed.fq.gz	413376	307493
MP_E1963_SKQ23_12S_R1_trimmed.fq.gz	427084	177850
MP_E1964_SKQ23_12S_R1_trimmed.fq.gz	380664	363854
MP_E1965_SKQ23_12S_R1_trimmed.fq.gz	383423	299891
MP_E1966_SKQ23_12S_R1_trimmed.fq.gz	364146	199726
MP_E1967_SKQ23_12S_R1_trimmed.fq.gz	390948	339181
MP_E1968_SKQ23_12S_R1_trimmed.fq.gz	350033	266092
MP_E1969_SKQ23_12S_R1_trimmed.fq.gz	419640	275270
MP_E1970_SKQ23_12S_R1_trimmed.fq.gz	337156	299967
MP_E1971_SKQ23_12S_R1_trimmed.fq.gz	383887	361565
MP_E1972_SKQ23_12S_R1_trimmed.fq.gz	345855	323756
MP_E1973_SKQ23_12S_R1_trimmed.fq.gz	352794	335131
MP_E1974_SKQ23_12S_R1_trimmed.fq.gz	360982	277808
MP_E1975_SKQ23_12S_R1_trimmed.fq.gz	342570	252702
MP_E1976_SKQ23_12S_R1_trimmed.fq.gz	408571	383409
MP_E1977_SKQ23_12S_R1_trimmed.fq.gz	392475	283150
MP_E1978_SKQ23_12S_R1_trimmed.fq.gz	308984	278689
MP_E1979_SKQ23_12S_R1_trimmed.fq.gz	159125	150236
MP_E1980_SKQ23_12S_R1_trimmed.fq.gz	384552	370017
MP_E1981_SKQ23_12S_R1_trimmed.fq.gz	347328	329547
MP_E1982_SKQ23_12S_R1_trimmed.fq.gz	289934	169198
MP_E1983_SKQ23_12S_R1_trimmed.fq.gz	338280	318472
MP_E1984_SKQ23_12S_R1_trimmed.fq.gz	356939	249365
MP_E1985_SKQ23_12S_R1_trimmed.fq.gz	435190	287727
MP_E1986_SKQ23_12S_R1_trimmed.fq.gz	358756	337292
MP_E1987_SKQ23_12S_R1_trimmed.fq.gz	452846	391169
MP_E1988_SKQ23_12S_R1_trimmed.fq.gz	470427	369165
MP_E1989_SKQ23_12S_R1_trimmed.fq.gz	332139	316134
MP_E1990_SKQ23_12S_R1_trimmed.fq.gz	354589	94969
MP_E1991_SKQ23_12S_R1_trimmed.fq.gz	396651	380571
MP_E1992_SKQ23_12S_R1_trimmed.fq.gz	297835	263090
MP_E1993_SKQ23_12S_R1_trimmed.fq.gz	367659	352402
MP_E1994_SKQ23_12S_R1_trimmed.fq.gz	353876	239372
MP_E1995_SKQ23_12S_R1_trimmed.fq.gz	461918	420836
MP_E1996_SKQ23_12S_R1_trimmed.fq.gz	348339	324431
MP_E1997_SKQ23_12S_R1_trimmed.fq.gz	373516	287235
MP_E1998_SKQ23_12S_R1_trimmed.fq.gz	313547	243880
MP_E1999_SKQ23_12S_R1_trimmed.fq.gz	317690	281479
MP_E2000_SKQ23_12S_R1_trimmed.fq.gz	288463	184637
MP_E2001_SKQ23_12S_R1_trimmed.fq.gz	371000	235082
MP_E2002_SKQ23_12S_R1_trimmed.fq.gz	380839	354208
MP_E2003_SKQ23_12S_R1_trimmed.fq.gz	451884	201740
MP_E2004_SKQ23_12S_R1_trimmed.fq.gz	545675	401381
MP_E2005_SKQ23_12S_R1_trimmed.fq.gz	512451	367575
MP_E2006_SKQ23_12S_R1_trimmed.fq.gz	422984	243789
MP_E2007_SKQ23_12S_R1_trimmed.fq.gz	376146	178980
MP_E2008_SKQ23_12S_R1_trimmed.fq.gz	487289	464842
MP_E2009_SKQ23_12S_R1_trimmed.fq.gz	396625	328167
MP_E2010_SKQ23_12S_R1_trimmed.fq.gz	381441	331471
MP_E2011_SKQ23_12S_R1_trimmed.fq.gz	489069	451383
MP_E2012_SKQ23_12S_R1_trimmed.fq.gz	408807	348108
MP_E2013_SKQ23_12S_R1_trimmed.fq.gz	452290	167409
MP_E2014_SKQ23_12S_R1_trimmed.fq.gz	404596	311236
MP_E2015_SKQ23_12S_R1_trimmed.fq.gz	516708	279029
MP_E2016_SKQ23_12S_R1_trimmed.fq.gz	473054	278852
MP_E2017_SKQ23_12S_R1_trimmed.fq.gz	442217	290690
MP_E2018_SKQ23_12S_R1_trimmed.fq.gz	435350	359843
MP_E2019_SKQ23_12S_R1_trimmed.fq.gz	320466	137364
MP_E2020_SKQ23_12S_R1_trimmed.fq.gz	448295	359862
MP_E2021_SKQ23_12S_R1_trimmed.fq.gz	592466	480720
MP_E2022_SKQ23_12S_R1_trimmed.fq.gz	460541	196232
MP_E2023_SKQ23_12S_R1_trimmed.fq.gz	389464	273882
MP_E2024_SKQ23_12S_R1_trimmed.fq.gz	413825	223848
MP_E2025_SKQ23_12S_R1_trimmed.fq.gz	366559	331635
MP_E2026_SKQ23_12S_R1_trimmed.fq.gz	434218	325302
MP_POSITIVE_R1_trimmed.fq.gz	313918	292216
MP_RC0083_NC_pool_R1_trimmed.fq.gz	19612	18647
MP_SKQ23_NC_pool_R1_trimmed.fq.gz	21684	20664
