dada2_input	filtered	dada_f	dada_r	merged	nonchim	final_perc_reads_retained
MP_E43_1B_DY20	159220	147527	146686	146438	144586	140451	88.2
MP_E43_2B_DY20	140496	130625	130116	129865	128285	121696	86.6
MP_E44_DY20	139364	128489	127796	127665	126413	123665	88.7
MP_E45_1B_DY20	156685	126692	126212	126100	124403	117000	74.7
MP_E45_2B_DY20	150464	121736	121246	121161	119636	110758	73.6
MP_E46_1B_DY20	180651	78556	78256	78080	76079	69716	38.6
MP_E46_2B_DY20	137601	101762	101300	101292	99751	92749	67.4
MP_E47_1B_DY20	143182	134019	133531	133422	132330	129728	90.6
MP_E47_2B_DY20	144654	80883	80323	80398	79271	76165	52.7
MP_E48_1B_DY20	158838	147224	146371	146365	143940	136741	86.1
MP_E48_2B_DY20	161876	150974	150237	150105	147627	140889	87
MP_E49_1B_DY20	165812	71725	71197	71251	69349	63872	38.5
MP_E49_2B_DY20	176923	125844	125367	125474	123808	115348	65.2
MP_E50_1B_DY20	155826	141126	140479	140201	138253	132457	85
MP_E50_2B_DY20	164150	149717	149164	149054	147235	142229	86.6
MP_E51_1B_DY20	155572	131954	131436	131451	130263	125476	80.7
MP_E51_2B_DY20	117293	53060	52276	52591	51028	48620	41.5
MP_E52_1B_DY20	151159	130505	129887	129985	126520	117394	77.7
MP_E52_2B_DY20	177986	144094	143551	143495	141478	135059	75.9
MP_E53_1B_DY20	126715	105893	105128	105089	103379	100613	79.4
MP_E53_2B_DY20	168749	51734	51423	51371	50214	44921	26.6
MP_E54_1B_DY20	143647	121526	120942	120801	118763	113792	79.2
MP_E54_2B_DY20	137202	111360	110836	110874	108769	103180	75.2
MP_E55_1B_DY20	126239	58490	58299	58258	57221	52016	41.2
MP_E55_2B_DY20	147775	56596	56291	56164	54998	50660	34.3
MP_E57_1B_DY20	151546	137525	137192	137108	135177	131087	86.5
MP_E57_2B_DY20	123969	116130	115883	115737	114254	110681	89.3
MP_E58_1B_DY20	154480	116854	116180	116027	114205	109695	71
MP_E58_2B_DY20	145872	73917	73682	73700	73030	67441	46.2
MP_E59_1B_DY20	137513	126694	126359	126312	123841	120379	87.5
MP_E59_2B_DY20	169410	154541	154084	153864	151047	146045	86.2
MP_E60_1B_DY20	136625	74423	74028	73946	72586	69373	50.8
MP_E60_2B_DY20	142251	98002	97268	97500	95676	93238	65.5
MP_E61_1B_DY20	142578	132637	132295	132133	129745	125346	87.9
MP_E61_2B_DY20	187480	165919	165409	165279	162169	156526	83.5
MP_E62_1B_DY20	155023	143775	143231	143061	141654	135982	87.7
MP_E62_2B_DY20	171526	156563	156050	156020	153437	134029	78.1
MP_E63_1B_DY20	157417	146121	145719	145589	142997	137846	87.6
MP_E63_2B_DY20	137306	127805	127436	127283	125246	120535	87.8
MP_E64_1B_DY20	106604	98473	97642	97809	95825	92980	87.2
MP_E64_2B_DY20	97572	42405	42297	42277	41799	40819	41.8
MP_E65_1B_DY20	188080	175508	175085	174928	173109	168775	89.7
MP_E65_2B_DY20	162803	150429	150047	149982	148779	143989	88.4
MP_E66_1B_DY20	145503	132794	132082	131964	130258	126898	87.2
MP_E66_2B_DY20	181374	166637	165983	165769	163950	159102	87.7
MP_E67_1B_DY20	151663	139735	139442	139311	137604	134341	88.6
MP_E67_2B_DY20	150559	138568	138161	138081	136097	132426	88
MP_E68_1B_DY20	122970	114003	113031	112728	110560	108415	88.2
MP_E68_2B_DY20	148749	138277	136801	136446	133449	129794	87.3
MP_E69_2B_DY20	167868	129482	129085	128937	127594	124146	74
MP_E70_1B_DY20	126057	116499	115203	115405	112645	109160	86.6
MP_E70_2B_DY20	149605	125828	125167	124990	123262	121152	81
MP_E71_1B_DY20	170117	147883	147529	147498	145678	139723	82.1
MP_E71_2B_DY20	172815	141786	141483	141376	139593	133295	77.1
MP_E72_1B_DY20	173216	112585	112064	112076	110918	104892	60.6
MP_E72_2B_DY20	141375	128292	127786	127731	125786	120766	85.4
MP_E233_1B_NO20	142579	130324	129944	130193	129290	128099	89.8
MP_E233_2B_NO20	151443	140284	140014	139887	138530	136646	90.2
MP_E234_1B_NO20	179688	167909	167699	167578	166068	160901	89.5
MP_E234_2B_NO20	152766	91365	91235	91138	90315	86249	56.5
MP_E234_3B_NO20	197556	181637	181322	181162	179247	171520	86.8
MP_E235_1B_NO20	160148	144129	143342	143314	140680	134574	84
MP_E235_2B_NO20	154552	144512	144246	143998	142468	139134	90
MP_E235_3B_NO20	157345	144040	143448	143266	140674	133075	84.6
MP_E236_1B_NO20	158203	108362	108148	108011	106923	103419	65.4
MP_E236_2B_NO20	160528	150083	149785	149649	148072	141122	87.9
MP_E236_3B_NO20	173903	139202	138988	138919	137651	133682	76.9
MP_E237_1B_NO20	149668	133980	133410	133125	131197	126498	84.5
MP_E237_2B_NO20	170441	158842	158540	158359	156385	150282	88.2
MP_E238_1B_NO20	171084	160442	159448	159645	156952	149447	87.4
MP_E238_2B_NO20	160028	144075	143813	143754	141942	136490	85.3
MP_E239_1B_NO20	149438	136643	135679	135423	133053	127625	85.4
MP_E239_2B_NO20	138786	113170	112532	112574	111043	106178	76.5
MP_E240_1B_NO20	148535	132529	132328	132303	130807	127157	85.6
MP_E240_2B_NO20	173982	162074	161768	161719	160109	154295	88.7
MP_E241_1B_NO20	178728	167562	166536	166622	163788	155552	87
MP_E241_2B_NO20	156083	142246	141704	141585	139540	135991	87.1
MP_E242_1B_NO20	160079	149382	149062	148991	147421	142846	89.2
MP_E242_2B_NO20	167475	155938	155681	155526	153760	149922	89.5
MP_E243_1B_NO20	148347	136000	135179	134870	132759	129788	87.5
MP_E243_2B_NO20	152853	62408	61813	61997	60784	58994	38.6
MP_E244_1B_NO20	173442	162934	162699	162615	161328	157391	90.7
MP_E244_2B_NO20	164277	128515	128164	128205	126898	123969	75.5
MP_E245_1B_NO20	171429	156735	156085	155774	153547	146489	85.5
MP_E245_2B_NO20	157067	143395	142689	142437	140187	133550	85
MP_E246_1B_NO20	183220	171688	171299	171263	169600	164197	89.6
MP_E246_2B_NO20	151219	140175	139953	139805	138465	135737	89.8
MP_E247_1B_NO20	172392	107292	106573	106330	104554	101243	58.7
MP_E247_2B_NO20	163178	75484	74965	74612	73285	71014	43.5
MP_E248_1B_NO20	191696	163748	163379	163283	161647	157766	82.3
MP_E248_2B_NO20	180322	160561	160225	160029	157977	153867	85.3
MP_E249_1B_NO20	145998	135416	134636	134291	132316	128597	88.1
MP_E249_2B_NO20	160717	148951	147978	147793	145405	142206	88.5
MP_E250_1B_NO20	168029	154188	153791	153618	151755	147282	87.7
MP_E250_2B_NO20	167315	117200	116919	116840	115636	111465	66.6
MP_E251_1B_NO20	163699	150469	149802	149550	147207	142965	87.3
MP_E251_2B_NO20	128989	118546	117748	117907	115790	111375	86.3
MP_E252_1B_NO20	170841	156954	156653	156549	155115	151680	88.8
MP_E252_2B_NO20	131775	105142	104884	104786	103511	100994	76.6
MP_E253_NO20	132791	122834	121770	121947	119091	111066	83.6
MP_E254_NO20	146276	127424	127158	127162	126054	123406	84.4
MP_E255_1B_NO20	169574	73889	73314	73192	71759	68296	40.3
MP_E255_2B_NO20	143777	109747	109268	109262	106650	93406	65
MP_E256_1B_NO20	161263	137704	137155	137300	135468	132680	82.3
MP_E256_2B_NO20	189994	127875	127432	127212	125546	120368	63.4
MP_E257_1B_NO20	126130	114707	113925	113899	111716	107154	85
MP_E257_2B_NO20	168347	152672	151979	151488	149717	146197	86.8
MP_E258_1B_NO20	143272	112054	111747	111660	110200	100616	70.2
MP_E258_2B_NO20	148433	115210	114860	114833	112896	105927	71.4
MP_E259_1B_NO20	138470	57106	56654	56553	55041	49994	36.1
MP_E259_2B_NO20	142340	107637	106884	106442	104598	100626	70.7
MP_E260_1B_NO20	150694	127353	127040	127036	125401	121715	80.8
MP_E260_2B_NO20	166286	154994	154635	154614	152766	148820	89.5
MP_E261_1B_NO20	107195	97361	96857	96643	95724	93751	87.5
MP_E261_2B_NO20	129888	88193	87827	87678	86733	84569	65.1
MP_E262_1B_NO20	149260	139528	139091	138912	136787	129596	86.8
MP_E262_2B_NO20	162801	153200	152785	152637	150591	144772	88.9
MP_E263_2B_NO20	162063	148639	147217	146952	144138	140352	86.6
MP_E264_1B_NO20	187478	172679	172269	172151	170298	165016	88
MP_E264_2B_NO20	155511	142236	141768	141671	140254	136346	87.7
MP_E265_1B_NO20	139205	124311	123734	123618	121431	118019	84.8
MP_E265_2B_NO20	171247	157408	156734	156506	154290	150104	87.7
MP_E266_1B_NO20	145164	135007	134500	134339	132560	127619	87.9
MP_E266_2B_NO20	164960	152285	151634	151560	149309	143539	87
MP_E267_1B_NO20	154139	116540	115932	116067	114215	107830	70
MP_E267_2B_NO20	150527	90116	89578	89383	87806	84544	56.2
MP_E268_1B_NO20	144445	104801	104144	103872	101531	96334	66.7
MP_E268_2B_NO20	153525	56612	56318	56207	54571	49423	32.2
MP_E269_1B_NO20	159158	144737	144279	144143	142947	140171	88.1
MP_E269_2B_NO20	170828	148679	148313	148186	147330	145027	84.9
MP_E270_1B_NO20	139531	103786	103456	103423	102471	100013	71.7
MP_E270_2B_NO20	134665	118577	118189	117889	116837	113892	84.6
MP_E271_1B_NO20	172274	151100	150385	149922	147800	141848	82.3
MP_E271_2B_NO20	167980	152003	151177	150826	148825	143130	85.2
MP_E272_1B_NO20	148767	124921	124569	124493	123733	121530	81.7
MP_E272_2B_NO20	131529	113603	113065	112994	111680	107115	81.4
MP_E273_1B_NO20	145659	124329	123181	122964	120905	115258	79.1
MP_E273_2B_NO20	139901	118743	117964	117666	116061	113437	81.1
MP_E274_1B_NO20	149224	95243	94847	94731	93149	89597	60
MP_E274_2B_NO20	133016	103166	102685	102508	101304	98051	73.7
MP_E275_1B_NO20	146033	91314	90780	90850	89770	88138	60.4
MP_E275_2B_NO20	144476	133931	133503	133314	131755	129383	89.6
MP_E276_1B_NO20	160913	144974	144602	144600	143277	137854	85.7
MP_E276_2B_NO20	156517	136133	135866	135641	134399	130234	83.2
MP_E277_1B_NO20	139492	129379	128217	127975	125339	121994	87.5
MP_E277_2B_NO20	167143	156126	155248	155006	152774	148442	88.8
MP_E277_3B_NO20	174207	101997	101590	101477	99937	96992	55.7
MP_E278_1B_NO20	170813	97674	97512	97125	95560	93636	54.8
MP_E278_2B_NO20	191566	159023	158587	158511	156520	146015	76.2
MP_E278_3B_NO20	181095	140382	140067	140053	138742	133758	73.9
MP_E279_1B_NO20	150899	54367	54087	54010	52606	44995	29.8
MP_E279_2B_NO20	161313	81282	80601	80573	79015	76294	47.3
MP_E280_1B_NO20	165815	89101	88931	88963	87873	87246	52.6
MP_E280_2B_NO20	161079	147475	147144	147096	145702	140240	87.1
MP_E280_3B_NO20	185390	165963	165673	165546	163940	158649	85.6
MP_E281_1B_NO20	145621	119424	118855	118841	117129	114549	78.7
MP_E281_2B_NO20	176733	146960	146103	145922	143754	139967	79.2
MP_E281_3B_NO20	158734	79965	79582	79484	78362	73389	46.2
MP_E282_1B_NO20	183231	169745	169418	169368	167368	160930	87.8
MP_E282_2B_NO20	157789	133638	133337	133299	131929	126190	80
MP_E282_3B_NO20	164444	152045	151763	151688	150101	144775	88
MP_E283_1B_NO20	133968	56826	56450	56549	55332	52037	38.8
MP_E283_2B_NO20	182112	155504	154974	154931	153260	150004	82.4
MP_E283_3B_NO20	174163	145164	144761	144648	143240	140201	80.5
MP_E284_1B_NO20	152484	141144	140787	140741	139153	131934	86.5
MP_E284_2B_NO20	154105	129479	129166	129217	127925	124767	81
MP_E284_3B_NO20	127578	118245	118114	118098	117071	116091	91
MP_E285_1B_NO20	159815	119237	118156	117832	115462	111342	69.7
MP_E285_2B_NO20	168471	142566	141425	141439	138534	134102	79.6
MP_E285_3B_NO20	162314	147185	146260	145638	143434	138101	85.1
MP_E286_1B_NO20	160580	121529	121214	121050	119602	115433	71.9
MP_E286_2B_NO20	151353	96893	96448	96523	95254	91772	60.6
MP_E286_3B_NO20	180863	137368	137016	136731	134964	131818	72.9
MP_E287_1B_NO20	186053	172841	171257	170928	167676	160768	86.4
MP_E287_2B_NO20	140634	128182	127160	126908	124844	120124	85.4
MP_E287_3B_NO20	145640	128828	127909	127623	125710	120930	83
MP_E288_1B_NO20	134187	125187	124326	124041	122298	116810	87.1
MP_E288_2B_NO20	204746	190879	189654	189556	186466	176987	86.4
MP_E289_1B_NO20	159667	110001	109538	109444	107743	103037	64.5
MP_E289_2B_NO20	181265	83547	83094	82990	81906	77184	42.6
MP_E289_3B_NO20	161885	141538	140912	140724	138700	133430	82.4
MP_E290_1B_NO20	173244	127843	127387	127209	125597	121184	69.9
MP_E290_2B_NO20	157919	132156	131691	131620	129775	124455	78.8
MP_E290_3B_NO20	143692	112368	111692	111749	110021	105749	73.6
MP_E291_1B_NO20	193092	164951	164432	164282	162382	156062	80.8
MP_E291_2B_NO20	176286	163291	162824	162640	160877	155425	88.2
MP_E291_3B_NO20	173656	151774	151276	151046	149533	142638	82.1
MP_E292_1B_NO20	184131	168742	168216	168129	166316	158316	86
MP_E292_2B_NO20	156895	144939	144501	144374	142756	136044	86.7
MP_E292_3B_NO20	156915	136146	135618	135631	134108	128130	81.7
MP_E293_1B_NO20	192049	173051	172447	172179	170214	165084	86
MP_E293_2B_NO20	198696	178421	177730	177488	175306	169496	85.3
MP_E293_3B_NO20	187432	173098	172387	172174	170161	163939	87.5
MP_E294_1B_NO20	177417	157212	156937	156828	155786	152066	85.7
MP_E294_2B_NO20	200897	116063	115605	115424	113494	107491	53.5
MP_E294_3B_NO20	178371	120422	120059	119907	118374	114624	64.3
MP_E295_1B_NO20	170904	160461	160013	159853	158400	151890	88.9
MP_E295_2B_NO20	168683	152581	152103	152015	150369	144326	85.6
MP_E295_3B_NO20	219321	189403	188914	188735	186989	178986	81.6
MP_E296_1B_NO20	201359	188213	187605	187518	185691	176869	87.8
MP_E296_2B_NO20	196843	175996	175509	175460	173460	165968	84.3
MP_E296_3B_NO20	184202	170662	170123	169955	168134	159865	86.8
MP_E297_1B_NO20	153198	132689	131822	131710	129758	123760	80.8
MP_E297_2B_NO20	177248	130260	129406	129219	127413	120516	68
MP_E297_3B_NO20	207454	167350	166470	166188	163971	155978	75.2
MP_E298_1B_NO20	162844	140716	140335	140185	138542	132444	81.3
MP_E298_2B_NO20	202697	175062	174476	174310	172183	165801	81.8
MP_E298_3B_NO20	198930	152622	152342	152263	150988	145320	73.1
MP_E299_1B_NO20	169377	125193	124620	124421	122928	117403	69.3
MP_E299_2B_NO20	166682	152339	151548	151232	149134	141736	85
MP_E299_3B_NO20	139974	124940	124072	124108	122371	117612	84
MP_E300_1B_NO20	158971	148629	147926	147728	145775	139234	87.6
MP_E300_2B_NO20	146817	114703	114168	113985	112461	108038	73.6
MP_E300_3B_NO20	151820	121503	120981	120955	119496	115126	75.8
MP_E611_1B_WCOA21	124342	114046	113851	113866	113082	111648	89.8
MP_E614_WCOA21	125185	108247	107544	107657	106227	102744	82.1
MP_E619_WCOA21	149059	133489	132801	132481	130923	128445	86.2
MP_E624_WCOA21	124578	116159	115189	115287	113224	110953	89.1
MP_E645_WCOA21	102051	94314	93976	94012	93006	92447	90.6
MP_E668_WCOA21	121153	113225	112606	112539	111254	110217	91
MP_E671_WCOA21	133863	124108	123642	123252	122083	121069	90.4
MP_E678_WCOA21	130754	121667	120858	120773	118903	117065	89.5
MP_E697_WCOA21	124773	115131	114609	114618	113346	111309	89.2
MP_E731_WCOA21	162996	152397	151982	151868	150334	147261	90.3
MP_E754_WCOA21	131187	120390	119918	119761	118868	117909	89.9
MP_E777_WCOA21	147661	138358	137664	137513	133259	126136	85.4
MP_E782_WCOA21	133651	125421	125009	124927	123825	121946	91.2
MP_E786_WCOA21	134751	126456	126013	126035	124914	121877	90.4
MP_E790_WCOA21	130308	121610	121167	121052	120092	119119	91.4
MP_E806_1B_WCOA21	133741	124866	124505	124322	122823	121244	90.7
MP_E815_WCOA21	143300	124197	123367	123110	121068	117696	82.1
MP_E820_WCOA21	126381	115732	114350	114354	111615	109170	86.4
MP_E828_WCOA21	151291	137665	136835	136533	134909	128531	85
MP_E834_WCOA21	109065	84190	83454	83387	81517	80671	74
MP_E882_1B_WCOA21	155251	140449	139562	139435	136694	134291	86.5
MP_E888_WCOA21	127205	118591	117898	117984	116148	114709	90.2
MP_E893_WCOA21	120266	112265	111758	111893	110398	109916	91.4
MP_E897_WCOA21	123807	115985	115840	115728	114235	113579	91.7
MP_E902_1B_WCOA21	126127	118267	117836	117807	115250	113611	90.1
MP_E969_1T_NA128	162840	140896	139922	139952	137303	133330	81.9
MP_E970_1T_NA128	144956	135221	134566	134138	132051	128463	88.6
MP_E971_1T_NA128	125569	110511	109825	109653	106236	103561	82.5
MP_E972_1T_NA128	126886	114636	113876	113659	111038	108826	85.8
MP_E973_1T_NA128	146382	134177	133325	133122	130496	127731	87.3
MP_E977_2T_NA128	133003	124380	124076	123930	122010	101989	76.7
MP_E978_2T_NA128	151414	138993	138169	138016	135736	133867	88.4
MP_E979_1T_NA128	134228	121485	120871	120896	117420	93446	69.6
MP_E980_1T_NA128	137422	127840	127140	127154	125477	124383	90.5
MP_E985_1T_NA128	129989	117687	117345	117276	116010	107068	82.4
MP_E991_1T_NA128	163177	138575	138179	137974	136997	133373	81.7
MP_E994_2T_NA128	165461	152122	151334	151075	149201	147029	88.9
MP_E995_1T_NA128	130209	119760	118608	118203	115528	113205	86.9
MP_E996_1T_NA128	136259	125889	124656	124530	121999	119814	87.9
MP_E1005_1T_NA128	138051	127407	126459	126213	123908	121189	87.8
MP_E1011_2T_NA128	152662	142295	141832	141493	138217	118623	77.7
MP_E1012_1T_NA128	126138	116457	115636	115465	113421	110346	87.5
MP_E1013_1T_NA128	138561	113339	112606	112588	110671	108577	78.4
MP_E1014_1T_NA128	129588	121915	121281	121449	119530	117507	90.7
MP_E1015_1T_NA128	127043	60490	60117	60221	58238	51369	40.4
MP_E1020_1T_NA128	152989	107595	107339	107231	105844	98808	64.6
MP_E1021_1T_NA128	149984	123027	122170	122011	120275	118255	78.8
MP_E1022_1T_NA128	146193	129940	129390	129431	126707	119108	81.5
MP_E1024_1T_NA128	150078	135018	134595	134422	132957	131828	87.8
MP_E1025_1T_NA128	172901	145606	144874	144922	142676	140886	81.5
MP_E1623_1B_Chaba22	170462	155516	154283	153940	151362	149476	87.7
MP_E1624_1B_Chaba22	157941	141153	139894	139315	136601	132149	83.7
MP_E1625_1B_Chaba22	178211	167097	166460	166152	163523	156117	87.6
MP_E1626_1B_Chaba22	168799	154979	154216	153964	151927	148395	87.9
MP_E1627_1B_Chaba22	200934	183833	183034	182703	180272	174786	87
MP_E1631_Chaba22	156395	141793	140464	139976	137726	133768	85.5
MP_E1632_Chaba22	117881	109115	108262	108034	106190	105185	89.2
MP_E1634_Chaba22	186368	167586	166357	165870	163473	159032	85.3
MP_E1635_Chaba22	158296	142183	141426	141209	139373	137081	86.6
MP_E1637_Chaba22	134801	119081	117897	117648	115447	113271	84
MP_E2084_SKQ23_12S	33215	29602	29537	29553	29417	29398	88.5
MP_E2090_SKQ23_12S	162753	151710	151525	151535	149432	148123	91
MP_E2097_SKQ23_12S	172074	92949	92727	92496	91768	90986	52.9
MP_E2138_1T_QiavacTest	161541	142201	141362	141169	139209	132687	82.1
MP_E2138_2T_QiavacTest	534	12	7	11	7	7	1.3
MP_E2139_1T_QiavacTest	157310	132865	131880	131874	129712	124124	78.9
MP_E2139_2T_QiavacTest	173674	150658	149463	149275	146600	136643	78.7
MP_E2139_3T_QiavacTest	189973	164861	164242	164046	162354	149487	78.7
MP_E2139_4T_QiavacTest	180023	149448	148800	148860	146986	138474	76.9
MP_E2140_Kotzebue23	181638	155305	153800	153674	150708	133217	73.3
MP_E2141_Kotzebue23	216853	200110	199064	198976	193285	166258	76.7
MP_E24_NC_DY20	55571	49548	49546	49530	49257	49179	88.5
MP_E41_NC_DY20	25440	13904	13899	13897	13876	13859	54.5
MP_E56_NC_DY20	344	322	318	319	317	317	92.2
MP_E73_NC_DY20	119168	48400	48176	48343	47253	45314	38
MP_E232_NC_NO20	19892	8141	8096	8119	8043	8023	40.3
MP_E301_NC_NO20	38143	35346	35334	35332	35012	34993	91.7
MP_E309_NC_RC56	25882	9837	9835	9833	9818	9808	37.9
MP_Mid_NC_SKQ21	20737	3559	3556	3558	3555	3554	17.1
MP_Blank1C_QiavacTest	8654	7953	7948	7948	7932	7932	91.7
MP_Blank3Q_QiavacTest	18571	4312	4297	4299	4265	4265	23
MP_POSITIVE	143393	129687	129581	129606	128055	127371	88.8
