bottle,oxy_concM_ch1,oxy_percentsat_ch1,oxy_conc_ch1,oxy_concM_ch2,oxy_percentsat_ch2,oxy_conc_ch2,salinity_ch1,salinity_ch2,sigma_t_ch1,sigma_t_ch2,chlor_fluorescence,temperature_ch1,temperature_ch2,turbidity,pressure,latitude,longitude,time,profile_id
,ml/l,percent,micromole/kg,,,,PSU,PSU,,,ugrams/l,degree_C,degree_C,,decibar,degrees_north,degrees_east,UTC,
1.0,2.0082,24.912,87.376,NaN,NaN,NaN,32.9608,32.9548,26.445,26.4403,0.3084,0.3038,0.3034,NaN,46.143,67.67666666666666,-168.94966666666667,2021-11-08T21:59:39Z,SKQ202115Sc001_btl
2.0,2.0019,24.833,87.099,NaN,NaN,NaN,32.9607,32.9548,26.445,26.4402,0.356,0.3032,0.3032,NaN,46.134,67.67666666666666,-168.94966666666667,2021-11-08T21:59:39Z,SKQ202115Sc001_btl
3.0,2.0005,24.817,87.042,NaN,NaN,NaN,32.9604,32.9554,26.4447,26.4408,0.3296,0.3042,0.3025,NaN,46.149,67.67666666666666,-168.94966666666667,2021-11-08T21:59:39Z,SKQ202115Sc001_btl
4.0,2.0022,24.839,87.116,NaN,NaN,NaN,32.96,32.9551,26.4443,26.4405,0.3365,0.3058,0.3039,NaN,46.131,67.67666666666666,-168.94966666666667,2021-11-08T21:59:39Z,SKQ202115Sc001_btl
5.0,2.0007,24.82,87.048,NaN,NaN,NaN,32.9598,32.9549,26.4442,26.4403,0.3628,0.3061,0.305,NaN,46.139,67.67666666666666,-168.94966666666667,2021-11-08T21:59:39Z,SKQ202115Sc001_btl
6.0,1.9953,24.763,86.813,NaN,NaN,NaN,32.9552,32.9515,26.4395,26.4366,0.3428,0.3235,0.3217,NaN,40.577,67.67666666666666,-168.94966666666667,2021-11-08T21:59:39Z,SKQ202115Sc001_btl
7.0,1.9942,24.748,86.765,NaN,NaN,NaN,32.9555,32.9517,26.4399,26.4369,0.3611,0.3215,0.3203,NaN,40.579,67.67666666666666,-168.94966666666667,2021-11-08T21:59:39Z,SKQ202115Sc001_btl
8.0,1.9896,24.692,86.566,NaN,NaN,NaN,32.9552,32.9514,26.4396,26.4365,0.3611,0.3226,0.3215,NaN,40.582,67.67666666666666,-168.94966666666667,2021-11-08T21:59:39Z,SKQ202115Sc001_btl
9.0,1.8149,22.673,78.97,NaN,NaN,NaN,32.8781,32.8755,26.3627,26.3607,0.4493,0.5969,0.5956,NaN,30.531,67.67666666666666,-168.94966666666667,2021-11-08T21:59:39Z,SKQ202115Sc001_btl
10.0,1.8158,22.684,79.011,NaN,NaN,NaN,32.8781,32.8753,26.3627,26.3605,0.4482,0.5968,0.5956,NaN,30.529,67.67666666666666,-168.94966666666667,2021-11-08T21:59:39Z,SKQ202115Sc001_btl
11.0,1.8166,22.694,79.046,NaN,NaN,NaN,32.8778,32.8752,26.3625,26.3605,0.4488,0.5966,0.5955,NaN,30.531,67.67666666666666,-168.94966666666667,2021-11-08T21:59:39Z,SKQ202115Sc001_btl
12.0,7.7848,93.539,339.32,NaN,NaN,NaN,30.6446,30.6531,24.6026,24.6093,0.3686,-0.2928,-0.2905,NaN,20.466,67.67666666666666,-168.94966666666667,2021-11-08T21:59:39Z,SKQ202115Sc001_btl
13.0,7.7214,92.687,336.563,NaN,NaN,NaN,30.6261,30.6275,24.5888,24.5896,0.3628,-0.3248,-0.3155,NaN,20.467,67.67666666666666,-168.94966666666667,2021-11-08T21:59:39Z,SKQ202115Sc001_btl
14.0,7.8889,94.826,343.85,NaN,NaN,NaN,30.6691,30.67,24.6221,24.6227,0.3909,-0.2847,-0.2836,NaN,20.476,67.67666666666666,-168.94966666666667,2021-11-08T21:59:39Z,SKQ202115Sc001_btl
15.0,8.0187,96.203,349.525,NaN,NaN,NaN,30.6082,30.6044,24.5749,24.5718,0.376,-0.3404,-0.3413,NaN,10.312,67.67666666666666,-168.94966666666667,2021-11-08T21:59:39Z,SKQ202115Sc001_btl
16.0,7.9506,95.387,346.557,NaN,NaN,NaN,30.6089,30.6045,24.5754,24.5719,0.3662,-0.34,-0.3425,NaN,10.304,67.67666666666666,-168.94966666666667,2021-11-08T21:59:39Z,SKQ202115Sc001_btl
17.0,7.9838,95.774,348.004,NaN,NaN,NaN,30.609,30.6055,24.5756,24.5729,0.3279,-0.3446,-0.348,NaN,10.311,67.67666666666666,-168.94966666666667,2021-11-08T21:59:39Z,SKQ202115Sc001_btl
18.0,7.9467,95.366,346.387,NaN,NaN,NaN,30.6081,30.6037,24.5744,24.5709,0.317,-0.3297,-0.3311,NaN,2.064,67.67666666666666,-168.94966666666667,2021-11-08T21:59:39Z,SKQ202115Sc001_btl
19.0,7.9274,95.117,345.547,NaN,NaN,NaN,30.6072,30.6033,24.5739,24.5709,0.3468,-0.3365,-0.3391,NaN,2.061,67.67666666666666,-168.94966666666667,2021-11-08T21:59:39Z,SKQ202115Sc001_btl
20.0,7.9452,95.324,346.321,NaN,NaN,NaN,30.6075,30.6029,24.5742,24.5705,0.3479,-0.3389,-0.3387,NaN,2.074,67.67666666666666,-168.94966666666667,2021-11-08T21:59:39Z,SKQ202115Sc001_btl
1.0,6.3314,75.382,275.567,NaN,NaN,NaN,32.4607,32.4505,26.0991,26.0909,0.1794,-1.1167,-1.1176,NaN,49.331,71.1935,-160.26483333333334,2021-11-10T02:43:21Z,SKQ202115Sc002_btl
2.0,6.3157,75.191,274.883,NaN,NaN,NaN,32.4631,32.459,26.1011,26.098,0.1811,-1.1195,-1.125,NaN,49.327,71.1935,-160.26483333333334,2021-11-10T02:43:21Z,SKQ202115Sc002_btl
3.0,6.2981,74.99,274.119,NaN,NaN,NaN,32.46,32.4604,26.0985,26.0991,0.1966,-1.1147,-1.1261,NaN,49.348,71.1935,-160.26483333333334,2021-11-10T02:43:21Z,SKQ202115Sc002_btl
4.0,6.4719,77.627,281.753,NaN,NaN,NaN,32.1599,32.1535,25.844,25.8389,0.1806,-0.7606,-0.761,NaN,40.422,71.1935,-160.26483333333334,2021-11-10T02:43:21Z,SKQ202115Sc002_btl
5.0,6.4761,77.676,281.934,NaN,NaN,NaN,32.16,32.1537,25.8441,25.839,0.1972,-0.761,-0.7613,NaN,40.407,71.1935,-160.26483333333334,2021-11-10T02:43:21Z,SKQ202115Sc002_btl
6.0,6.4909,77.853,282.58,NaN,NaN,NaN,32.1602,32.1539,25.8443,25.8392,0.1955,-0.7616,-0.7621,NaN,40.434,71.1935,-160.26483333333334,2021-11-10T02:43:21Z,SKQ202115Sc002_btl
7.0,7.5452,92.091,328.864,NaN,NaN,NaN,30.7282,30.7234,24.6471,24.6433,0.3892,0.2789,0.2766,NaN,30.154,71.1935,-160.26483333333334,2021-11-10T02:43:21Z,SKQ202115Sc002_btl
8.0,7.5233,91.819,327.91,NaN,NaN,NaN,30.7279,30.7226,24.6469,24.6428,0.3949,0.2772,0.2745,NaN,30.177,71.1935,-160.26483333333334,2021-11-10T02:43:21Z,SKQ202115Sc002_btl
9.0,7.5243,91.831,327.952,NaN,NaN,NaN,30.7273,30.7226,24.6464,24.6427,0.4081,0.2777,0.2752,NaN,30.179,71.1935,-160.26483333333334,2021-11-10T02:43:21Z,SKQ202115Sc002_btl
10.0,7.6126,92.905,331.803,NaN,NaN,NaN,30.7272,30.7229,24.6464,24.643,0.3468,0.2758,0.2745,NaN,20.333,71.1935,-160.26483333333334,2021-11-10T02:43:21Z,SKQ202115Sc002_btl
11.0,7.5648,92.321,329.716,NaN,NaN,NaN,30.7272,30.7229,24.6464,24.643,0.3347,0.2759,0.274,NaN,20.329,71.1935,-160.26483333333334,2021-11-10T02:43:21Z,SKQ202115Sc002_btl
12.0,7.5596,92.258,329.489,NaN,NaN,NaN,30.7272,30.7229,24.6464,24.643,0.3456,0.2759,0.2742,NaN,20.328,71.1935,-160.26483333333334,2021-11-10T02:43:21Z,SKQ202115Sc002_btl
13.0,7.5969,92.688,331.117,NaN,NaN,NaN,30.7272,30.7229,24.6469,24.6434,0.3514,0.2655,0.2644,NaN,9.947,71.1935,-160.26483333333334,2021-11-10T02:43:21Z,SKQ202115Sc002_btl
14.0,7.5784,92.471,330.31,NaN,NaN,NaN,30.7272,30.7227,24.6467,24.6431,0.3726,0.2692,0.2665,NaN,9.922,71.1935,-160.26483333333334,2021-11-10T02:43:21Z,SKQ202115Sc002_btl
15.0,7.583,92.542,330.509,NaN,NaN,NaN,30.727,30.7227,24.6463,24.6428,0.317,0.2754,0.2763,NaN,9.927,71.1935,-160.26483333333334,2021-11-10T02:43:21Z,SKQ202115Sc002_btl
16.0,7.5708,92.436,329.981,NaN,NaN,NaN,30.7277,30.7234,24.646,24.6429,0.3365,0.2927,0.2865,NaN,2.179,71.1935,-160.26483333333334,2021-11-10T02:43:21Z,SKQ202115Sc002_btl
17.0,7.5797,92.537,330.367,NaN,NaN,NaN,30.7275,30.7234,24.646,24.6431,0.3347,0.2895,0.2814,NaN,2.213,71.1935,-160.26483333333334,2021-11-10T02:43:21Z,SKQ202115Sc002_btl
18.0,7.6039,92.813,331.421,NaN,NaN,NaN,30.7275,30.7231,24.6464,24.6427,0.3623,0.2818,0.2838,NaN,2.235,71.1935,-160.26483333333334,2021-11-10T02:43:21Z,SKQ202115Sc002_btl
1.0,6.4928,77.525,282.605,NaN,NaN,NaN,32.4186,32.4014,26.0614,26.0468,0.0848,-0.9991,-0.9789,NaN,43.273,71.32183333333333,-160.65683333333334,2021-11-10T04:54:19Z,SKQ202115Sc003_btl
2.0,6.48,77.396,282.047,NaN,NaN,NaN,32.4094,32.4049,26.0534,26.05,0.0923,-0.985,-0.9894,NaN,43.305,71.32183333333333,-160.65683333333334,2021-11-10T04:54:19Z,SKQ202115Sc003_btl
3.0,6.5212,77.901,283.84,NaN,NaN,NaN,32.4059,32.4,26.0504,26.0458,0.0842,-0.9779,-0.9817,NaN,43.225,71.32183333333333,-160.65683333333334,2021-11-10T04:54:19Z,SKQ202115Sc003_btl
4.0,6.6586,81.335,289.955,NaN,NaN,NaN,31.8785,31.9044,25.5867,25.6081,6.0E-4,0.003,-0.0096,NaN,30.358,71.32183333333333,-160.65683333333334,2021-11-10T04:54:19Z,SKQ202115Sc003_btl
5.0,6.7011,81.859,291.803,NaN,NaN,NaN,31.8949,31.8854,25.6,25.5923,0.0339,8.0E-4,2.0E-4,NaN,30.325,71.32183333333333,-160.65683333333334,2021-11-10T04:54:19Z,SKQ202115Sc003_btl
6.0,6.6831,81.643,291.016,NaN,NaN,NaN,31.9058,31.9097,25.6089,25.6123,0.0339,-4.0E-4,-0.006,NaN,30.387,71.32183333333333,-160.65683333333334,2021-11-10T04:54:19Z,SKQ202115Sc003_btl
7.0,8.0472,96.107,350.665,NaN,NaN,NaN,30.9662,30.9618,24.8731,24.8696,0.0,-0.6062,-0.6073,NaN,20.242,71.32183333333333,-160.65683333333334,2021-11-10T04:54:19Z,SKQ202115Sc003_btl
8.0,8.038,96.003,350.264,NaN,NaN,NaN,30.9664,30.962,24.8732,24.8697,6.0E-4,-0.6038,-0.6037,NaN,20.291,71.32183333333333,-160.65683333333334,2021-11-10T04:54:19Z,SKQ202115Sc003_btl
9.0,8.0563,96.181,351.061,NaN,NaN,NaN,30.9653,30.9607,24.8728,24.8693,0.0212,-0.6193,-0.6261,NaN,20.243,71.32183333333333,-160.65683333333334,2021-11-10T04:54:19Z,SKQ202115Sc003_btl
10.0,8.0623,97.748,351.415,NaN,NaN,NaN,30.663,30.6584,24.6046,24.6009,0.1485,0.0427,0.0413,NaN,10.238,71.32183333333333,-160.65683333333334,2021-11-10T04:54:19Z,SKQ202115Sc003_btl
11.0,8.0981,98.183,352.974,NaN,NaN,NaN,30.664,30.6593,24.6053,24.6016,0.1691,0.043,0.0427,NaN,10.251,71.32183333333333,-160.65683333333334,2021-11-10T04:54:19Z,SKQ202115Sc003_btl
12.0,8.0843,97.999,352.375,NaN,NaN,NaN,30.6648,30.6598,24.6063,24.6022,0.168,0.0361,0.0367,NaN,10.301,71.32183333333333,-160.65683333333334,2021-11-10T04:54:19Z,SKQ202115Sc003_btl
13.0,8.1603,98.946,355.689,NaN,NaN,NaN,30.6642,30.6596,24.6054,24.6017,0.1714,0.0458,0.0449,NaN,2.495,71.32183333333333,-160.65683333333334,2021-11-10T04:54:19Z,SKQ202115Sc003_btl
14.0,8.1583,98.92,355.601,NaN,NaN,NaN,30.6642,30.6597,24.6054,24.6018,0.1766,0.0454,0.0447,NaN,2.474,71.32183333333333,-160.65683333333334,2021-11-10T04:54:19Z,SKQ202115Sc003_btl
15.0,8.1942,99.35,357.165,NaN,NaN,NaN,30.6642,30.6596,24.6055,24.6017,0.1662,0.0436,0.0435,NaN,2.498,71.32183333333333,-160.65683333333334,2021-11-10T04:54:19Z,SKQ202115Sc003_btl
1.0,6.6134,80.332,287.927,NaN,NaN,NaN,32.1223,32.1161,25.7952,25.7903,0.1106,-0.2743,-0.2745,NaN,43.35,71.45433333333334,-161.03933333333333,2021-11-10T07:21:59Z,SKQ202115Sc004_btl
2.0,6.5923,80.094,287.008,NaN,NaN,NaN,32.1225,32.1166,25.7951,25.7904,0.1112,-0.2657,-0.2677,NaN,43.344,71.45433333333334,-161.03933333333333,2021-11-10T07:21:59Z,SKQ202115Sc004_btl
3.0,6.5994,80.18,287.318,NaN,NaN,NaN,32.1224,32.117,25.795,25.7909,0.1123,-0.2658,-0.2705,NaN,43.376,71.45433333333334,-161.03933333333333,2021-11-10T07:21:59Z,SKQ202115Sc004_btl
4.0,6.6144,80.403,287.972,NaN,NaN,NaN,32.1214,32.1167,25.7934,25.7897,0.1118,-0.2467,-0.2478,NaN,30.361,71.45433333333334,-161.03933333333333,2021-11-10T07:21:59Z,SKQ202115Sc004_btl
5.0,6.6121,80.373,287.873,NaN,NaN,NaN,32.1213,32.1167,25.7934,25.7897,0.1112,-0.2475,-0.2486,NaN,30.407,71.45433333333334,-161.03933333333333,2021-11-10T07:21:59Z,SKQ202115Sc004_btl
6.0,6.6181,80.448,288.131,NaN,NaN,NaN,32.1214,32.1167,25.7934,25.7897,0.1112,-0.2463,-0.2477,NaN,30.374,71.45433333333334,-161.03933333333333,2021-11-10T07:21:59Z,SKQ202115Sc004_btl
7.0,8.0796,94.855,352.108,NaN,NaN,NaN,30.8414,30.8348,24.7891,24.7838,0.0551,-1.2126,-1.2153,NaN,20.365,71.45433333333334,-161.03933333333333,2021-11-10T07:21:59Z,SKQ202115Sc004_btl
8.0,8.1147,95.26,353.636,NaN,NaN,NaN,30.8407,30.8338,24.7885,24.783,0.0562,-1.2152,-1.2177,NaN,20.35,71.45433333333334,-161.03933333333333,2021-11-10T07:21:59Z,SKQ202115Sc004_btl
9.0,8.1572,95.75,355.489,NaN,NaN,NaN,30.8399,30.8341,24.7879,24.7833,0.0837,-1.2184,-1.2203,NaN,20.363,71.45433333333334,-161.03933333333333,2021-11-10T07:21:59Z,SKQ202115Sc004_btl
10.0,8.2909,96.458,361.34,NaN,NaN,NaN,30.7434,30.7377,24.716,24.7114,0.1009,-1.5217,-1.5221,NaN,10.284,71.45433333333334,-161.03933333333333,2021-11-10T07:21:59Z,SKQ202115Sc004_btl
11.0,8.2945,96.567,361.495,NaN,NaN,NaN,30.7504,30.7382,24.7212,24.7117,0.1095,-1.4981,-1.5196,NaN,10.307,71.45433333333334,-161.03933333333333,2021-11-10T07:21:59Z,SKQ202115Sc004_btl
12.0,8.2858,96.49,361.115,NaN,NaN,NaN,30.7552,30.744,24.725,24.716,0.1169,-1.4899,-1.497,NaN,10.317,71.45433333333334,-161.03933333333333,2021-11-10T07:21:59Z,SKQ202115Sc004_btl
13.0,8.2737,96.239,360.59,NaN,NaN,NaN,30.7413,30.7362,24.7144,24.7103,0.0648,-1.5282,-1.5295,NaN,1.935,71.45433333333334,-161.03933333333333,2021-11-10T07:21:59Z,SKQ202115Sc004_btl
14.0,8.2847,96.365,361.072,NaN,NaN,NaN,30.7413,30.7362,24.7144,24.7104,0.1014,-1.5293,-1.5308,NaN,1.989,71.45433333333334,-161.03933333333333,2021-11-10T07:21:59Z,SKQ202115Sc004_btl
15.0,8.2715,96.211,360.496,NaN,NaN,NaN,30.7412,30.7362,24.7144,24.7103,0.0991,-1.5295,-1.5304,NaN,2.0,71.45433333333334,-161.03933333333333,2021-11-10T07:21:59Z,SKQ202115Sc004_btl
1.0,5.3624,63.288,233.331,NaN,NaN,NaN,32.7809,32.7769,26.3703,26.367,0.1186,-1.527,-1.5283,NaN,43.282,71.589,-161.4065,2021-11-10T10:27:49Z,SKQ202115Sc005_btl
2.0,5.377,63.459,233.965,NaN,NaN,NaN,32.7821,32.7776,26.3713,26.3676,0.1226,-1.528,-1.5288,NaN,43.294,71.589,-161.4065,2021-11-10T10:27:49Z,SKQ202115Sc005_btl
3.0,5.3715,63.395,233.729,NaN,NaN,NaN,32.7823,32.7781,26.3714,26.3681,0.1192,-1.5283,-1.5293,NaN,43.311,71.589,-161.4065,2021-11-10T10:27:49Z,SKQ202115Sc005_btl
4.0,5.9503,70.42,258.949,NaN,NaN,NaN,32.5972,32.589,26.2173,26.2105,0.0819,-1.3764,-1.3739,NaN,30.376,71.589,-161.4065,2021-11-10T10:27:49Z,SKQ202115Sc005_btl
5.0,5.9107,69.945,257.228,NaN,NaN,NaN,32.6031,32.5983,26.2221,26.2183,0.0808,-1.3818,-1.3815,NaN,30.379,71.589,-161.4065,2021-11-10T10:27:49Z,SKQ202115Sc005_btl
6.0,5.9147,69.997,257.4,NaN,NaN,NaN,32.5981,32.5919,26.218,26.2129,0.0819,-1.3778,-1.377,NaN,30.384,71.589,-161.4065,2021-11-10T10:27:49Z,SKQ202115Sc005_btl
7.0,8.1065,94.091,353.299,NaN,NaN,NaN,30.7573,30.7514,24.7289,24.7241,0.0974,-1.6119,-1.6142,NaN,20.478,71.589,-161.4065,2021-11-10T10:27:49Z,SKQ202115Sc005_btl
8.0,8.1326,94.391,354.439,NaN,NaN,NaN,30.7551,30.7522,24.7271,24.7247,0.0808,-1.6129,-1.6109,NaN,20.503,71.589,-161.4065,2021-11-10T10:27:49Z,SKQ202115Sc005_btl
9.0,8.1322,94.411,354.42,NaN,NaN,NaN,30.7631,30.755,24.7335,24.7269,0.0808,-1.6052,-1.6082,NaN,20.5,71.589,-161.4065,2021-11-10T10:27:49Z,SKQ202115Sc005_btl
10.0,8.2284,95.32,358.631,NaN,NaN,NaN,30.6918,30.687,24.6766,24.6728,0.0791,-1.6667,-1.668,NaN,10.33,71.589,-161.4065,2021-11-10T10:27:49Z,SKQ202115Sc005_btl
11.0,8.2295,95.335,358.677,NaN,NaN,NaN,30.6967,30.6906,24.6806,24.6757,0.0831,-1.667,-1.6681,NaN,10.315,71.589,-161.4065,2021-11-10T10:27:49Z,SKQ202115Sc005_btl
12.0,8.2155,95.174,358.068,NaN,NaN,NaN,30.6972,30.6925,24.681,24.6772,0.1066,-1.667,-1.6682,NaN,10.324,71.589,-161.4065,2021-11-10T10:27:49Z,SKQ202115Sc005_btl
13.0,8.2317,95.357,358.773,NaN,NaN,NaN,30.6923,30.6877,24.677,24.6733,0.1083,-1.6671,-1.6683,NaN,2.103,71.589,-161.4065,2021-11-10T10:27:49Z,SKQ202115Sc005_btl
14.0,8.2317,95.362,358.775,NaN,NaN,NaN,30.691,30.6866,24.676,24.6724,0.1089,-1.6652,-1.6664,NaN,2.106,71.589,-161.4065,2021-11-10T10:27:49Z,SKQ202115Sc005_btl
15.0,8.2387,95.441,359.08,NaN,NaN,NaN,30.6912,30.6868,24.6761,24.6726,0.0802,-1.6658,-1.6672,NaN,2.095,71.589,-161.4065,2021-11-10T10:27:49Z,SKQ202115Sc005_btl
1.0,5.4047,63.801,235.175,NaN,NaN,NaN,32.7697,32.7636,26.3609,26.356,0.1238,-1.5164,-1.5175,NaN,42.314,71.59116666666667,-161.523,2021-11-10T12:13:45Z,SKQ202115Sc006_btl
2.0,5.4109,63.873,235.443,NaN,NaN,NaN,32.7704,32.7643,26.3615,26.3566,0.1376,-1.5172,-1.5181,NaN,42.303,71.59116666666667,-161.523,2021-11-10T12:13:45Z,SKQ202115Sc006_btl
3.0,5.4075,63.832,235.295,NaN,NaN,NaN,32.7703,32.7643,26.3615,26.3566,0.137,-1.5173,-1.5179,NaN,42.295,71.59116666666667,-161.523,2021-11-10T12:13:45Z,SKQ202115Sc006_btl
4.0,5.3951,63.689,234.759,NaN,NaN,NaN,32.7668,32.7624,26.3585,26.355,0.1324,-1.515,-1.5162,NaN,34.503,71.59116666666667,-161.523,2021-11-10T12:13:45Z,SKQ202115Sc006_btl
5.0,5.3878,63.603,234.441,NaN,NaN,NaN,32.7666,32.7621,26.3583,26.3547,0.1496,-1.5149,-1.516,NaN,34.504,71.59116666666667,-161.523,2021-11-10T12:13:45Z,SKQ202115Sc006_btl
6.0,5.4047,63.802,235.175,NaN,NaN,NaN,32.7666,32.7622,26.3583,26.3548,0.1393,-1.5149,-1.5161,NaN,34.512,71.59116666666667,-161.523,2021-11-10T12:13:45Z,SKQ202115Sc006_btl
7.0,6.054,71.638,263.468,NaN,NaN,NaN,32.5838,32.5794,26.2064,26.2029,0.1318,-1.378,-1.3787,NaN,30.195,71.59116666666667,-161.523,2021-11-10T12:13:45Z,SKQ202115Sc006_btl
8.0,6.0822,71.971,264.696,NaN,NaN,NaN,32.5841,32.5797,26.2066,26.2031,0.1444,-1.3787,-1.3793,NaN,30.186,71.59116666666667,-161.523,2021-11-10T12:13:45Z,SKQ202115Sc006_btl
9.0,6.0548,71.647,263.504,NaN,NaN,NaN,32.5833,32.5794,26.206,26.2029,0.1158,-1.3782,-1.3791,NaN,30.189,71.59116666666667,-161.523,2021-11-10T12:13:45Z,SKQ202115Sc006_btl
10.0,7.6577,89.733,333.633,NaN,NaN,NaN,31.1616,31.0651,25.0522,24.9749,2.516,-1.3663,-1.4159,NaN,20.323,71.59116666666667,-161.523,2021-11-10T12:13:45Z,SKQ202115Sc006_btl
11.0,7.2432,85.232,315.522,NaN,NaN,NaN,31.3746,31.3453,25.2226,25.1992,0.1536,-1.2671,-1.2809,NaN,20.328,71.59116666666667,-161.523,2021-11-10T12:13:45Z,SKQ202115Sc006_btl
12.0,7.0371,83.306,306.478,NaN,NaN,NaN,31.6622,31.5338,25.452,25.3495,0.239,-1.1196,-1.1806,NaN,20.341,71.59116666666667,-161.523,2021-11-10T12:13:45Z,SKQ202115Sc006_btl
13.0,7.9746,92.337,347.589,NaN,NaN,NaN,30.6167,30.6115,24.6156,24.6114,0.1462,-1.6639,-1.6649,NaN,10.192,71.59116666666667,-161.523,2021-11-10T12:13:45Z,SKQ202115Sc006_btl
14.0,7.9022,91.498,344.434,NaN,NaN,NaN,30.615,30.6103,24.6142,24.6104,0.1215,-1.6639,-1.6649,NaN,10.203,71.59116666666667,-161.523,2021-11-10T12:13:45Z,SKQ202115Sc006_btl
15.0,7.9876,92.486,348.155,NaN,NaN,NaN,30.6151,30.61,24.6143,24.6102,0.1347,-1.6639,-1.6649,NaN,10.197,71.59116666666667,-161.523,2021-11-10T12:13:45Z,SKQ202115Sc006_btl
16.0,7.9813,92.436,347.885,NaN,NaN,NaN,30.6097,30.6039,24.6097,24.605,0.1513,-1.6538,-1.6543,NaN,2.406,71.59116666666667,-161.523,2021-11-10T12:13:45Z,SKQ202115Sc006_btl
17.0,7.9984,92.632,348.631,NaN,NaN,NaN,30.6043,30.599,24.6053,24.6011,0.1777,-1.6533,-1.6544,NaN,2.423,71.59116666666667,-161.523,2021-11-10T12:13:45Z,SKQ202115Sc006_btl
18.0,8.0046,92.708,348.899,NaN,NaN,NaN,30.6105,30.6054,24.6104,24.6062,0.1313,-1.6531,-1.6545,NaN,2.377,71.59116666666667,-161.523,2021-11-10T12:13:45Z,SKQ202115Sc006_btl
1.0,5.2327,61.641,227.677,NaN,NaN,NaN,32.8331,32.8259,26.4148,26.4089,0.2092,-1.6106,-1.6116,NaN,39.33,71.71916666666667,-161.77433333333335,2021-11-10T14:33:01Z,SKQ202115Sc007_btl
2.0,5.2381,61.704,227.912,NaN,NaN,NaN,32.8329,32.8259,26.4146,26.4089,0.2247,-1.6106,-1.6116,NaN,39.34,71.71916666666667,-161.77433333333335,2021-11-10T14:33:01Z,SKQ202115Sc007_btl
3.0,5.2313,61.624,227.618,NaN,NaN,NaN,32.8322,32.8257,26.414,26.4087,0.2259,-1.6107,-1.6117,NaN,39.344,71.71916666666667,-161.77433333333335,2021-11-10T14:33:01Z,SKQ202115Sc007_btl
4.0,5.2694,62.068,229.277,NaN,NaN,NaN,32.8239,32.8183,26.4073,26.4028,0.2344,-1.6117,-1.6127,NaN,30.023,71.71916666666667,-161.77433333333335,2021-11-10T14:33:01Z,SKQ202115Sc007_btl
5.0,5.2885,62.293,230.108,NaN,NaN,NaN,32.8233,32.8179,26.4068,26.4025,0.2373,-1.6117,-1.6128,NaN,30.031,71.71916666666667,-161.77433333333335,2021-11-10T14:33:01Z,SKQ202115Sc007_btl
6.0,5.2622,61.982,228.963,NaN,NaN,NaN,32.8231,32.8178,26.4067,26.4024,0.2499,-1.6118,-1.6128,NaN,30.042,71.71916666666667,-161.77433333333335,2021-11-10T14:33:01Z,SKQ202115Sc007_btl
7.0,8.1258,94.03,354.195,NaN,NaN,NaN,30.559,30.5527,24.5688,24.5637,0.0808,-1.6712,-1.6722,NaN,20.231,71.71916666666667,-161.77433333333335,2021-11-10T14:33:01Z,SKQ202115Sc007_btl
8.0,8.1925,94.802,357.103,NaN,NaN,NaN,30.5581,30.552,24.5681,24.5632,0.0814,-1.6714,-1.6723,NaN,20.23,71.71916666666667,-161.77433333333335,2021-11-10T14:33:01Z,SKQ202115Sc007_btl
9.0,8.1032,93.769,353.21,NaN,NaN,NaN,30.5583,30.5521,24.5682,24.5632,0.0825,-1.6712,-1.6724,NaN,20.215,71.71916666666667,-161.77433333333335,2021-11-10T14:33:01Z,SKQ202115Sc007_btl
10.0,8.1579,94.3,355.644,NaN,NaN,NaN,30.3774,30.3719,24.4213,24.4168,0.1393,-1.6633,-1.6645,NaN,9.97,71.71916666666667,-161.77433333333335,2021-11-10T14:33:01Z,SKQ202115Sc007_btl
11.0,8.0945,93.567,352.882,NaN,NaN,NaN,30.3778,30.3724,24.4216,24.4172,0.1485,-1.6638,-1.6647,NaN,9.983,71.71916666666667,-161.77433333333335,2021-11-10T14:33:01Z,SKQ202115Sc007_btl
12.0,8.1149,93.804,353.771,NaN,NaN,NaN,30.379,30.3725,24.4226,24.4173,0.1244,-1.6637,-1.6646,NaN,9.974,71.71916666666667,-161.77433333333335,2021-11-10T14:33:01Z,SKQ202115Sc007_btl
13.0,8.1122,93.77,353.654,NaN,NaN,NaN,30.3789,30.3739,24.4225,24.4184,0.1186,-1.6646,-1.6657,NaN,2.259,71.71916666666667,-161.77433333333335,2021-11-10T14:33:01Z,SKQ202115Sc007_btl
14.0,8.0672,93.251,351.691,NaN,NaN,NaN,30.3807,30.3758,24.4239,24.42,0.1215,-1.6647,-1.6657,NaN,2.273,71.71916666666667,-161.77433333333335,2021-11-10T14:33:01Z,SKQ202115Sc007_btl
15.0,8.1165,93.82,353.839,NaN,NaN,NaN,30.381,30.3758,24.4242,24.42,0.153,-1.6647,-1.6657,NaN,2.268,71.71916666666667,-161.77433333333335,2021-11-10T14:33:01Z,SKQ202115Sc007_btl
1.0,5.3095,62.547,231.029,NaN,NaN,NaN,32.7803,32.7741,26.3715,26.3665,0.2619,-1.596,-1.5969,NaN,37.163,71.85066666666667,-162.16983333333334,2021-11-10T18:39:00Z,SKQ202115Sc008_btl
