x	MP_E446_1B_PCR2	MP_E446_1B_PCR3	MP_E446_2B_PCR2	MP_E446_2B_PCR3	MP_E446_3B_PCR2	MP_E446_3B_PCR3	MP_E449_1B_PCR2	MP_E449_1B_PCR3	MP_E449_2B_PCR2	MP_E449_2B_PCR3	MP_E449_3B_PCR2	MP_E449_3B_PCR3	MP_E475_PCR2	MP_E475_PCR3	MP_E486_PCR2	MP_E486_PCR3	MP_E492_1B_PCR2	MP_E492_1B_PCR3	MP_E573_1B_PCR2	MP_E573_1B_PCR3	MP_E573_2B_PCR2	MP_E573_2B_PCR3	MP_E573_3B_PCR2	MP_E573_3B_PCR3	MP_E598_1B_PCR2	MP_E598_1B_PCR3	MP_E598_2B_PCR2	MP_E598_2B_PCR3	MP_E598_3B_PCR2	MP_E598_3B_PCR3
ASV_210	192	0	0	0	0	0	41	139	31	80	41	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_214	0	0	342	156	0	44	5	79	0	0	21	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_217	102	0	17	1	56	63	74	0	19	9	19	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_218	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	0	0	0
ASV_222	0	0	89	0	113	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_226	0	9	0	123	0	60	0	0	0	0	0	0	0	0	0	0	71	0	0	161	0	0	0	0	0	0	0	0	0	0
ASV_227	0	0	0	579	0	398	156	64	128	283	48	20	1009	1122	367	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_23	13	0	7866	11049	21	19	24	34	267	238	142	106	42	21	980	1223	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_230	17	0	14	0	95	0	16	30	5	135	5	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_231	0	0	63	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_233	644	49	523	848	490	611	79	142	116	159	117	128	0	0	144	79	24	15	411	136	286	236	340	376	486	437	802	630	1103	689
ASV_239	523	3	6	4	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_24	389	181	950	3099	1436	1990	1453	2017	2218	1919	1688	2761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_242	0	0	0	0	0	0	136	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_249	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_25	2122	196	1518	2436	1533	1943	75	114	76	107	79	116	1	2	295	439	390	262	537	188	335	415	422	345	749	660	877	743	1255	953
ASV_250	208	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_251	0	0	0	0	285	0	0	14	29	7	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0
ASV_256	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0
ASV_257	173	0	4	0	47	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_259	0	7	5	105	86	135	5	0	0	0	0	0	0	0	0	0	0	58	0	4	0	0	0	0	0	0	0	0	0	0
ASV_260	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0
ASV_262	0	0	0	0	126	0	0	6	0	0	0	0	0	0	0	0	0	0	125	142	1215	783	213	210	0	0	0	0	0	0
ASV_265	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_28	0	0	0	0	267	0	0	0	0	0	0	0	888	1034	0	0	7984	3185	0	0	0	0	0	0	0	272	698	0	0	2027
ASV_280	0	0	310	133	301	709	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	0	0	0	0	0	0	0	0
ASV_282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0
ASV_286	0	0	0	0	0	0	0	43	0	104	47	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_292	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_299	0	0	0	0	14	0	0	49	0	5	13	2	0	0	0	0	0	0	49	16	7	0	0	44	0	0	0	0	0	0
ASV_307	41	0	19	19	23	8	0	2	0	1	0	0	0	0	1	2	0	1	3	0	0	0	0	0	2	10	16	20	13	13
ASV_312	0	0	0	0	0	0	0	0	20	15	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0
ASV_315	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0
ASV_318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0
ASV_320	0	14	154	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_321	41	0	80	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0
ASV_323	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_326	0	11	5	76	0	210	6	70	27	13	33	99	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0
ASV_329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0
ASV_330	72	0	0	31	8	0	0	0	0	0	0	0	0	0	5	20	0	0	3	0	4888	5015	23	1	0	0	0	0	0	0
ASV_338	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_34	0	0	0	0	4434	0	0	0	0	0	0	0	0	0	3	547	0	0	0	2802	0	1427	0	0	0	0	0	0	0	3649
ASV_341	0	0	0	0	0	0	46	21	9	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0
ASV_342	0	0	0	0	67	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6758	0	0
ASV_352	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_353	0	0	0	0	9	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_355	4	8	9	3	2	20	0	1	0	5	0	1	0	0	4	0	6	7	11	3	7	0	2	2	24	4	1	1	3	0
ASV_357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	59	0	0	0
ASV_361	0	0	0	0	0	0	16	0	0	6	0	9	43	49	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0
ASV_366	98	4	0	0	0	0	51	35	17	37	7	12	759	945	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ASV_373	0	12	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_374	0	10	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	91	0	0	0	0	0	0	0	0	0
ASV_38	0	5	160	24	0	104	449	562	2906	3290	408	366	90	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_385	0	7	0	0	0	0	0	0	0	0	0	0	0	0	31	81	0	0	0	48	89	343	2642	0	0	0	0	0	0	0
ASV_391	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	24	0	0	18	55	0	0	0	0	0	0
ASV_392	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0
ASV_396	0	0	0	94	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	94	0	0	0	0	0	0	48	0	0	0	0	0	0	38
ASV_399	0	6	0	84	33	21	0	0	8	2	3	0	33	27	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4	1089	116	1078	2629	3015	1412	546	657	464	767	287	776	207334	229746	20	26	5	9	871	12	2520	13	44	39	66	54	77	77	84	137
ASV_40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7193
ASV_401	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_402	0	0	0	38	33	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_404	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_405	520	0	15	0	0	1634	215	279	788	646	1073	1417	316	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_413	0	0	0	0	0	0	31	2	18	58	11	5	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_417	12	0	0	2	4	5	0	0	0	1	0	0	0	0	19	23	11	2	14	6	7	11	16	11	2	0	11	6	9	3
ASV_420	0	16	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_431	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	21	57	0	0	0	0	0	0
ASV_432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	37	0	0	0	0	0	0	0	0	0	0	0	0
ASV_441	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0
ASV_442	0	0	18	0	47	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_454	0	0	0	0	0	0	0	20	12	34	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_46	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	2412	0	0	0	0	2179	0	0	0	0	0	0	0
ASV_462	0	0	0	0	0	0	19	18	12	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_463	0	0	0	0	0	0	47	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_467	0	0	0	0	0	0	27	27	11	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63
ASV_474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0
ASV_477	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0
ASV_483	7	0	11	18	6	2	0	1	0	0	0	0	0	0	0	0	0	0	7	1	3	1	0	0	0	0	3	0	0	0
ASV_484	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	476	429	189	0	109	842	0	0	0	0	0	0
ASV_487	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	59	6	0	0	0	0	0	0	0
ASV_488	0	0	0	0	24	21	0	0	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_489	0	0	0	0	0	0	0	0	0	0	0	0	30	19	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_49	1359	23	0	0	0	0	552	580	315	619	211	215	0	0	1050	488	0	0	0	0	2037	0	829	0	0	0	0	0	0	0
ASV_493	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0
ASV_496	0	0	0	0	5	7	0	0	0	1	0	0	0	0	0	0	0	0	10	6	0	20	4	0	0	0	0	0	0	0
ASV_499	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	15	2	4	0	4	0	0	4	3	9	0	6	4	3
ASV_501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0
ASV_502	16	0	9	10	22	0	0	4	6	4	4	12	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0
ASV_513	0	0	0	32	0	0	7	0	8	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_519	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_520	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_521	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0
ASV_526	0	0	12	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3821	0	0	0	0	0	0	0	0
