"Sample_Name","Biological_Replicate","Technical_Replicate","Negative_control","Cruise_ID_short","Cruise_ID_long","Collection_Date_UTC","Collection_Date_local","Collection_Time_UTC","Collection_Time_local","Field_Sample_Name","Cast_No.","Rosette_position","Field_collection_method","Preservation","Area.within.region","Station","Depth_m","Lat","Lon","Sample_volume_ml","Personnel_responsible_for_Collecting_Sample","Field_Notes","Combined_date","Combined_date_local","Date_UTC","Date_local_check","Date_local","Lat_fix","Lat_dec","Lon_fix","Lon_dec","Cast","Bottle"
"E1727.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/25/2023",NA,"6:00",NA,NA,14,6,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","UBN4",30,"54°56.11' N","165°28.95' W",1000,"Shannon Brown","","4/25/2023 6:00",NA,"2023/04/25 06:00:00",NA,"2023-04-24 22:00:00","54 56.11",54.9351666666667,"165 28.95",-165.4825,"14","6"
"E1728.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/25/2023",NA,"6:00",NA,NA,14,8,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","UBN4",10,"54°56.11' N","165°28.95' W",1000,"Shannon Brown","","4/25/2023 6:00",NA,"2023/04/25 06:00:00",NA,"2023-04-24 22:00:00","54 56.11",54.9351666666667,"165 28.95",-165.4825,"14","8"
"E1729.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/25/2023",NA,"8:41",NA,NA,16,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","UBN6",110,"55°02.85' N","165°05.82' W",800,"Shannon Brown","Airlocked (smaller volume filtered)","4/25/2023 8:41",NA,"2023/04/25 08:41:00",NA,"2023-04-25 00:41:00","55 02.85",55.0475,"165 05.82",-165.097,"16","1"
"E1730.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/25/2023",NA,"8:41",NA,NA,16,5,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","UBN6",30,"55°02.85' N","165°05.82' W",1000,"Shannon Brown","","4/25/2023 8:41",NA,"2023/04/25 08:41:00",NA,"2023-04-25 00:41:00","55 02.85",55.0475,"165 05.82",-165.097,"16","5"
"E1731.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/25/2023",NA,"8:41",NA,NA,16,8,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","UBN6",10,"55°02.85' N","165°05.82' W",1000,"Shannon Brown","","4/25/2023 8:41",NA,"2023/04/25 08:41:00",NA,"2023-04-25 00:41:00","55 02.85",55.0475,"165 05.82",-165.097,"16","8"
"E1732.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/25/2023",NA,"13:28",NA,NA,19,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","UBE3",43,"54°43.32' N","164°46.47' W",1000,"Shannon Brown","","4/25/2023 13:28",NA,"2023/04/25 13:28:00",NA,"2023-04-25 05:28:00","54 43.32",54.722,"164 46.47",-164.7745,"19","1"
"E1733.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/25/2023",NA,"13:28",NA,NA,19,3,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","UBE3",30,"54°43.32' N","164°46.47' W",1000,"Shannon Brown","","4/25/2023 13:28",NA,"2023/04/25 13:28:00",NA,"2023-04-25 05:28:00","54 43.32",54.722,"164 46.47",-164.7745,"19","3"
"E1734.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/25/2023",NA,"13:28",NA,NA,19,5,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","UBE3",10,"54°43.32' N","164°46.47' W",1000,"Shannon Brown","","4/25/2023 13:28",NA,"2023/04/25 13:28:00",NA,"2023-04-25 05:28:00","54 43.32",54.722,"164 46.47",-164.7745,"19","5"
"E1735.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/27/2023",NA,"2:44",NA,NA,26,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","70M26",65,"58°16.76' N","170°06.56' W",1000,"Shannon Brown","","4/27/2023 2:44",NA,"2023/04/27 02:44:00",NA,"2023-04-26 18:44:00","58 16.76",58.2793333333333,"170 06.56",-170.109333333333,"26","1"
"E1736.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/27/2023",NA,"2:44",NA,NA,26,4,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","70M26",30,"58°16.76' N","170°06.56' W",1000,"Shannon Brown","","4/27/2023 2:44",NA,"2023/04/27 02:44:00",NA,"2023-04-26 18:44:00","58 16.76",58.2793333333333,"170 06.56",-170.109333333333,"26","4"
"E1737.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/27/2023",NA,"2:44",NA,NA,26,6,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","70M26",10,"58°16.76' N","170°06.56' W",1000,"Shannon Brown","","4/27/2023 2:44",NA,"2023/04/27 02:44:00",NA,"2023-04-26 18:44:00","58 16.76",58.2793333333333,"170 06.56",-170.109333333333,"26","6"
"E1738.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/27/2023",NA,"0:05",NA,NA,24,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","Ice Edge Station 2",66,"58°20.05' N","169°57.60' W",1000,"Shannon Brown","","4/27/2023 0:05",NA,"2023/04/27 00:05:00",NA,"2023-04-26 16:05:00","58 20.05",58.3341666666667,"169 57.60",-169.96,"24","1"
"E1739.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/27/2023",NA,"0:05",NA,NA,24,2,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","Ice Edge Station 2",30,"58°20.05' N","169°57.60' W",1000,"Shannon Brown","","4/27/2023 0:05",NA,"2023/04/27 00:05:00",NA,"2023-04-26 16:05:00","58 20.05",58.3341666666667,"169 57.60",-169.96,"24","2"
"E1740.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/27/2023",NA,"0:05",NA,NA,24,3,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","Ice Edge Station 2",10,"58°20.05' N","169°57.60' W",1000,"Shannon Brown","","4/27/2023 0:05",NA,"2023/04/27 00:05:00",NA,"2023-04-26 16:05:00","58 20.05",58.3341666666667,"169 57.60",-169.96,"24","3"
"E1741.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/26/2023",NA,"22:56",NA,NA,23,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","Ice Edge Station 1",65,"58°19.67' N","169°51.10' W",1000,"Shannon Brown","","4/26/2023 22:56",NA,"2023/04/26 22:56:00",NA,"2023-04-26 14:56:00","58 19.67",58.3278333333333,"169 51.10",-169.851666666667,"23","1"
"E1742.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/26/2023",NA,"22:56",NA,NA,23,4,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","Ice Edge Station 1",30,"58°19.67' N","169°51.10' W",1000,"Shannon Brown","","4/26/2023 22:56",NA,"2023/04/26 22:56:00",NA,"2023-04-26 14:56:00","58 19.67",58.3278333333333,"169 51.10",-169.851666666667,"23","4"
"E1743.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/26/2023",NA,"22:56",NA,NA,23,6,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","Ice Edge Station 1",10,"58°19.67' N","169°51.10' W",1000,"Shannon Brown","","4/26/2023 22:56",NA,"2023/04/26 22:56:00",NA,"2023-04-26 14:56:00","58 19.67",58.3278333333333,"169 51.10",-169.851666666667,"23","6"
"E1744.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/26/2023",NA,"17:08",NA,NA,22,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","Ice Station 2",65,"58°19.43' N","169°42.17' W",1000,"Shannon Brown","","4/26/2023 17:08",NA,"2023/04/26 17:08:00",NA,"2023-04-26 09:08:00","58 19.43",58.3238333333333,"169 42.17",-169.702833333333,"22","1"
"E1745.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/26/2023",NA,"17:08",NA,NA,22,2,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","Ice Station 2",30,"58°19.43' N","169°42.17' W",1000,"Shannon Brown","","4/26/2023 17:08",NA,"2023/04/26 17:08:00",NA,"2023-04-26 09:08:00","58 19.43",58.3238333333333,"169 42.17",-169.702833333333,"22","2"
"E1746.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/26/2023",NA,"17:08",NA,NA,22,3,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","Ice Station 2",10,"58°19.43' N","169°42.17' W",1000,"Shannon Brown","","4/26/2023 17:08",NA,"2023/04/26 17:08:00",NA,"2023-04-26 09:08:00","58 19.43",58.3238333333333,"169 42.17",-169.702833333333,"22","3"
"E1747.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/26/2023",NA,"19:46",NA,NA,21,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","Ice Station 1",65,"58°16.73' N","169°43.24' W",1000,"Shannon Brown","","4/26/2023 19:46",NA,"2023/04/26 19:46:00",NA,"2023-04-26 11:46:00","58 16.73",58.2788333333333,"169 43.24",-169.720666666667,"21","1"
"E1748.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/26/2023",NA,"19:46",NA,NA,21,2,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","Ice Station 1",30,"58°16.73' N","169°43.24' W",1000,"Shannon Brown","","4/26/2023 19:46",NA,"2023/04/26 19:46:00",NA,"2023-04-26 11:46:00","58 16.73",58.2788333333333,"169 43.24",-169.720666666667,"21","2"
"E1749.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/26/2023",NA,"19:46",NA,NA,21,3,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","Ice Station 1",10,"58°16.73' N","169°43.24' W",1000,"Shannon Brown","","4/26/2023 19:46",NA,"2023/04/26 19:46:00",NA,"2023-04-26 11:46:00","58 16.73",58.2788333333333,"169 43.24",-169.720666666667,"21","3"
"E1750.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/27/2023",NA,"5:41",NA,NA,27,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","70M24",64,"58°02.70' N","169°40.85' W",1000,"Shannon Brown","","4/27/2023 5:41",NA,"2023/04/27 05:41:00",NA,"2023-04-26 21:41:00","58 02.70",58.045,"169 40.85",-169.680833333333,"27","1"
"E1751.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/27/2023",NA,"5:41",NA,NA,27,4,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","70M24",30,"58°02.70' N","169°40.85' W",1000,"Shannon Brown","","4/27/2023 5:41",NA,"2023/04/27 05:41:00",NA,"2023-04-26 21:41:00","58 02.70",58.045,"169 40.85",-169.680833333333,"27","4"
"E1752.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/27/2023",NA,"5:41",NA,NA,27,6,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","70M24",10,"58°02.70' N","169°40.85' W",1000,"Shannon Brown","","4/27/2023 5:41",NA,"2023/04/27 05:41:00",NA,"2023-04-26 21:41:00","58 02.70",58.045,"169 40.85",-169.680833333333,"27","6"
"E1753.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/27/2023",NA,"8:16",NA,NA,29,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","70M22",62,"57°55.79' N","169°19.96' W",1000,"Shannon Brown","","4/27/2023 8:16",NA,"2023/04/27 08:16:00",NA,"2023-04-27 00:16:00","57 55.79",57.9298333333333,"169 19.96",-169.332666666667,"29","1"
"E1754.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/27/2023",NA,"8:16",NA,NA,29,4,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","70M22",30,"57°55.79' N","169°19.96' W",1000,"Shannon Brown","","4/27/2023 8:16",NA,"2023/04/27 08:16:00",NA,"2023-04-27 00:16:00","57 55.79",57.9298333333333,"169 19.96",-169.332666666667,"29","4"
"E1755.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/27/2023",NA,"8:16",NA,NA,29,6,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","70M22",10,"57°55.79' N","169°19.96' W",1000,"Shannon Brown","","4/27/2023 8:16",NA,"2023/04/27 08:16:00",NA,"2023-04-27 00:16:00","57 55.79",57.9298333333333,"169 19.96",-169.332666666667,"29","6"
"E1756.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/27/2023",NA,"17:25",NA,NA,32,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","M4",66,"57°51.25' N","168°54.18' W",1000,"Shannon Brown","Stored in fridge for 4-10 hours before filtering","4/27/2023 17:25",NA,"2023/04/27 17:25:00",NA,"2023-04-27 09:25:00","57 51.25",57.8541666666667,"168 54.18",-168.903,"32","1"
"E1757.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/27/2023",NA,"17:25",NA,NA,32,4,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","M4",30,"57°51.25' N","168°54.18' W",1000,"Shannon Brown","Stored in fridge for 4-10 hours before filtering","4/27/2023 17:25",NA,"2023/04/27 17:25:00",NA,"2023-04-27 09:25:00","57 51.25",57.8541666666667,"168 54.18",-168.903,"32","4"
"E1758.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/27/2023",NA,"17:25",NA,NA,32,6,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","M4",10,"57°51.25' N","168°54.18' W",1000,"Shannon Brown","Stored in fridge for 4-10 hours before filtering","4/27/2023 17:25",NA,"2023/04/27 17:25:00",NA,"2023-04-27 09:25:00","57 51.25",57.8541666666667,"168 54.18",-168.903,"32","6"
"E1759.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/27/2023",NA,"19:40",NA,NA,33,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","70M19",62,"57°39.24' N","169°00.63' W",1000,"Shannon Brown","Stored in fridge for 4-10 hours before filtering","4/27/2023 19:40",NA,"2023/04/27 19:40:00",NA,"2023-04-27 11:40:00","57 39.24",57.654,"169 00.63",-169.0105,"33","1"
"E1760.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/27/2023",NA,"19:40",NA,NA,33,4,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","70M19",30,"57°39.24' N","169°00.63' W",1000,"Shannon Brown","Stored in fridge for 4-10 hours before filtering","4/27/2023 19:40",NA,"2023/04/27 19:40:00",NA,"2023-04-27 11:40:00","57 39.24",57.654,"169 00.63",-169.0105,"33","4"
"E1761.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/27/2023",NA,"19:40",NA,NA,33,6,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","70M19",10,"57°39.24' N","169°00.63' W",1000,"Shannon Brown","Stored in fridge for 4-10 hours before filtering","4/27/2023 19:40",NA,"2023/04/27 19:40:00",NA,"2023-04-27 11:40:00","57 39.24",57.654,"169 00.63",-169.0105,"33","6"
"E1762.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/27/2023",NA,"21:42",NA,NA,34,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","70M18",66,"57°31.41' N","168°36.68' W",1000,"Shannon Brown","Stored in fridge for 4-10 hours before filtering","4/27/2023 21:42",NA,"2023/04/27 21:42:00",NA,"2023-04-27 13:42:00","57 31.41",57.5235,"168 36.68",-168.611333333333,"34","1"
"E1763.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/27/2023",NA,"21:42",NA,NA,34,4,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","70M18",30,"57°31.41' N","168°36.68' W",1000,"Shannon Brown","Stored in fridge for 4-10 hours before filtering","4/27/2023 21:42",NA,"2023/04/27 21:42:00",NA,"2023-04-27 13:42:00","57 31.41",57.5235,"168 36.68",-168.611333333333,"34","4"
"E1764.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/27/2023",NA,"21:42",NA,NA,34,6,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","70M18",10,"57°31.41' N","168°36.68' W",1000,"Shannon Brown","Stored in fridge for 4-10 hours before filtering","4/27/2023 21:42",NA,"2023/04/27 21:42:00",NA,"2023-04-27 13:42:00","57 31.41",57.5235,"168 36.68",-168.611333333333,"34","6"
"E1765.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/28/2023",NA,"0:34",NA,NA,36,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","70M16",67,"57°30.05' N","167°59.30' W",1000,"Shannon Brown","Stored in fridge for 4-10 hours before filtering","4/28/2023 0:34",NA,"2023/04/28 00:34:00",NA,"2023-04-27 16:34:00","57 30.05",57.5008333333333,"167 59.30",-167.988333333333,"36","1"
"E1766.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/28/2023",NA,"0:34",NA,NA,36,4,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","70M16",30,"57°30.05' N","167°59.30' W",1000,"Shannon Brown","Stored in fridge for 4-10 hours before filtering","4/28/2023 0:34",NA,"2023/04/28 00:34:00",NA,"2023-04-27 16:34:00","57 30.05",57.5008333333333,"167 59.30",-167.988333333333,"36","4"
"E1767.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/28/2023",NA,"0:34",NA,NA,36,6,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","70M16",10,"57°30.05' N","167°59.30' W",1000,"Shannon Brown","Stored in fridge for 4-10 hours before filtering","4/28/2023 0:34",NA,"2023/04/28 00:34:00",NA,"2023-04-27 16:34:00","57 30.05",57.5008333333333,"167 59.30",-167.988333333333,"36","6"
"E1768.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/28/2023",NA,"3:31",NA,NA,38,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","70M14",64,"57°29.87' N","167°20.57' W",1000,"Shannon Brown","","4/28/2023 3:31",NA,"2023/04/28 03:31:00",NA,"2023-04-27 19:31:00","57 29.87",57.4978333333333,"167 20.57",-167.342833333333,"38","1"
"E1769.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/28/2023",NA,"3:31",NA,NA,38,4,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","70M14",30,"57°29.87' N","167°20.57' W",1000,"Shannon Brown","","4/28/2023 3:31",NA,"2023/04/28 03:31:00",NA,"2023-04-27 19:31:00","57 29.87",57.4978333333333,"167 20.57",-167.342833333333,"38","4"
"E1770.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/28/2023",NA,"3:31",NA,NA,38,6,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","70M14",10,"57°29.87' N","167°20.57' W",1000,"Shannon Brown","","4/28/2023 3:31",NA,"2023/04/28 03:31:00",NA,"2023-04-27 19:31:00","57 29.87",57.4978333333333,"167 20.57",-167.342833333333,"38","6"
"E1771.NC.DY2306",NA,NA,TRUE,"DY2306","EcoFOCI Spring Mooring","4/28/2023",NA,NA,NA,NA,NA,NA,"Sterivex 0.22µm filter","95% EtOH","Beiring Sea",NA,NA,NA,NA,1000,"Shannon Brown","",NA,NA,"2023/04/28 00:00:00",NA,"2023-04-27 16:00:00",NA,NA,NA,NA,NA,NA
"E1772.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/28/2023",NA,"6:15",NA,NA,40,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","70M12",63,"57°25.86' N","166°48.78' W",1000,"Shannon Brown","","4/28/2023 6:15",NA,"2023/04/28 06:15:00",NA,"2023-04-27 22:15:00","57 25.86",57.431,"166 48.78",-166.813,"40","1"
"E1773.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/28/2023",NA,"6:15",NA,NA,40,4,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","70M12",30,"57°25.86' N","166°48.78' W",1000,"Shannon Brown","","4/28/2023 6:15",NA,"2023/04/28 06:15:00",NA,"2023-04-27 22:15:00","57 25.86",57.431,"166 48.78",-166.813,"40","4"
"E1774.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/28/2023",NA,"6:15",NA,NA,40,6,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","70M12",10,"57°25.86' N","166°48.78' W",1000,"Shannon Brown","Accidently have a repeated sample ID, but from two different sites","4/28/2023 6:15",NA,"2023/04/28 06:15:00",NA,"2023-04-27 22:15:00","57 25.86",57.431,"166 48.78",-166.813,"40","6"
"E1777.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/28/2023",NA,"8:47",NA,NA,42,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","70M10",63,"57°26.39' N","166°19.60' W",1000,"Shannon Brown","Accidently have a repeated sample ID, but from two different sites","4/28/2023 8:47",NA,"2023/04/28 08:47:00",NA,"2023-04-28 00:47:00","57 26.39",57.4398333333333,"166 19.60",-166.326666666667,"42","1"
"E1775.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/28/2023",NA,"8:47",NA,NA,42,4,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","70M10",30,"57°26.39' N","166°19.60' W",1000,"Shannon Brown","","4/28/2023 8:47",NA,"2023/04/28 08:47:00",NA,"2023-04-28 00:47:00","57 26.39",57.4398333333333,"166 19.60",-166.326666666667,"42","4"
"E1776.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring","4/28/2023",NA,"8:47",NA,NA,42,6,"Niskin; Sterivex 0.22µm filter","95% EtOH","Beiring Sea","70M10",10,"57°26.39' N","166°19.60' W",1000,"Shannon Brown","","4/28/2023 8:47",NA,"2023/04/28 08:47:00",NA,"2023-04-28 00:47:00","57 26.39",57.4398333333333,"166 19.60",-166.326666666667,"42","6"
