Sample_Name,Biological_Replicate,Technical_Replicate,Negative_control,Cruise_ID_short,Cruise_ID_long,Collection_Date_UTC,Collection_Date_local,Collection_Time_UTC,Collection_Time_local,Field_Sample_Name,Cast_No.,Rosette_position,Field_collection_method,Preservation,Area.within.region,Station,Depth_m,Lat,Lon,Sample_volume_ml,Personnel_responsible_for_Collecting_Sample,Field_Notes
E1810.DY2306,1,1,FALSE,DY2306,EcoFOCI Spring Mooring,5/6/2023,NA,13:14,NA,NA,84,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UT5,420,54°33.33' N,166°35.80' W,1000,Shannon Brown,
E1811.DY2306,1,1,FALSE,DY2306,EcoFOCI Spring Mooring,5/6/2023,NA,13:14,NA,NA,84,3,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UT5,200,54°33.33' N,166°35.80' W,1000,Shannon Brown,
E1812.DY2306,1,1,FALSE,DY2306,EcoFOCI Spring Mooring,5/6/2023,NA,13:14,NA,NA,84,10,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UT5,10,54°33.33' N,166°35.80' W,1000,Shannon Brown,
E1813.DY2306,1,1,FALSE,DY2306,EcoFOCI Spring Mooring,5/6/2023,NA,16:37,NA,NA,85,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UT3,975,54°17.90' N,166°22.04' W,1000,Shannon Brown,
E1814.DY2306,1,1,FALSE,DY2306,EcoFOCI Spring Mooring,5/6/2023,NA,16:37,NA,NA,85,2,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UT3,500,54°17.90' N,166°22.04' W,1000,Shannon Brown,
E1815.DY2306,1,1,FALSE,DY2306,EcoFOCI Spring Mooring,5/6/2023,NA,16:37,NA,NA,85,9,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UT3,10,54°17.90' N,166°22.04' W,1000,Shannon Brown,
E1816.DY2306,1,1,FALSE,DY2306,EcoFOCI Spring Mooring,5/6/2023,NA,20:01,NA,NA,87,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UT1,118,54°10.09' N,166°14.05' W,1000,Shannon Brown,
E1817.DY2306,1,1,FALSE,DY2306,EcoFOCI Spring Mooring,5/6/2023,NA,20:01,NA,NA,87,4,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UT1,50,54°10.09' N,166°14.05' W,1000,Shannon Brown,
E1818.DY2306,1,1,FALSE,DY2306,EcoFOCI Spring Mooring,5/6/2023,NA,20:01,NA,NA,87,8,Niskin; Sterivex 0.22µm filter,95% EtOH,Beiring Sea,UT1,10,54°10.09' N,166°14.05' W,1000,Shannon Brown,
E1819.DY2306,1,1,TRUE,DY2306,EcoFOCI Spring Mooring,NA,NA,NA,NA,NA,NA,NA,Sterivex 0.22µm filter,95% EtOH,Beiring Sea,NA,NA,NA,NA,1000,Shannon Brown,
