bottle,oxy_concM_ch1 (ml/l),oxy_percentsat_ch1 (percent),oxy_conc_ch1 (micromole/kg),salinity_ch1 (PSU),salinity_ch2 (PSU),sigma_t_ch1,sigma_t_ch2,chlor_fluorescence (ugrams/l),temperature_ch1 (degree_C),temperature_ch2 (degree_C),turbidity (NTU),pressure (decibar),latitude (degrees_north),longitude (degrees_east),time (UTC),profile_id
5.0,9.0356,121.365,393.667,31.5511,31.5531,25.059,25.0607,2.8135,3.8364,3.8357,0.3332,31.795,54.932833333333335,-165.00466666666668,2023-04-25T10:17:00Z,DY2306c017_btl
6.0,9.0276,121.245,393.319,31.5482,31.5505,25.057,25.0589,2.8347,3.8328,3.8326,0.3502,20.25,54.932833333333335,-165.00466666666668,2023-04-25T10:17:00Z,DY2306c017_btl
7.0,9.011,121.006,392.594,31.5464,31.5489,25.056,25.058,2.6291,3.8282,3.8283,0.276,10.163,54.932833333333335,-165.00466666666668,2023-04-25T10:17:00Z,DY2306c017_btl
8.0,8.4499,113.462,368.149,31.5441,31.5467,25.0545,25.0565,2.5319,3.8254,3.8254,0.3397,2.141,54.932833333333335,-165.00466666666668,2023-04-25T10:17:00Z,DY2306c017_btl
1.0,7.858,105.588,342.254,31.9317,31.9348,25.3701,25.3726,0.5609,3.7469,3.7467,0.3038,72.097,54.82266666666666,-164.88833333333332,2023-04-25T12:08:00Z,DY2306c018_btl
2.0,7.8986,106.135,344.027,31.9241,31.9269,25.3638,25.3661,0.7012,3.7496,3.7496,0.3128,52.145,54.82266666666666,-164.88833333333332,2023-04-25T12:08:00Z,DY2306c018_btl
3.0,8.0305,107.894,349.778,31.893,31.8978,25.3387,25.3426,0.9952,3.7533,3.7532,0.2894,40.315,54.82266666666666,-164.88833333333332,2023-04-25T12:08:00Z,DY2306c018_btl
4.0,8.3832,112.55,365.175,31.7783,31.7807,25.2473,25.2492,1.6321,3.7548,3.7549,0.3497,30.915,54.82266666666666,-164.88833333333332,2023-04-25T12:08:00Z,DY2306c018_btl
5.0,8.7085,116.73,379.412,31.5438,31.5466,25.0608,25.0631,1.4934,3.7541,3.7541,0.2645,20.325,54.82266666666666,-164.88833333333332,2023-04-25T12:08:00Z,DY2306c018_btl
6.0,8.699,116.603,379.001,31.5437,31.5466,25.0608,25.063,1.5372,3.7542,3.7543,0.2874,10.444,54.82266666666666,-164.88833333333332,2023-04-25T12:08:00Z,DY2306c018_btl
7.0,8.1599,109.37,355.512,31.5439,31.5466,25.0611,25.0632,1.5482,3.7518,3.752,0.3108,1.744,54.82266666666666,-164.88833333333332,2023-04-25T12:08:00Z,DY2306c018_btl
1.0,8.9651,120.624,390.562,31.6641,31.6666,25.1452,25.1472,2.5927,3.8749,3.8748,0.4574,44.066,54.722,-164.7745,2023-04-25T13:28:00Z,DY2306c019_btl
2.0,8.9519,120.455,389.988,31.6633,31.666,25.1443,25.1465,2.5202,3.878,3.878,0.406,40.825,54.722,-164.7745,2023-04-25T13:28:00Z,DY2306c019_btl
3.0,8.9742,120.728,390.959,31.6553,31.6577,25.1386,25.1405,2.8155,3.8713,3.8711,0.4589,30.241,54.722,-164.7745,2023-04-25T13:28:00Z,DY2306c019_btl
4.0,8.9791,120.787,391.174,31.6519,31.6546,25.136,25.1382,2.6563,3.87,3.87,0.4494,21.55,54.722,-164.7745,2023-04-25T13:28:00Z,DY2306c019_btl
5.0,8.9893,120.868,391.623,31.6393,31.6417,25.1274,25.1294,2.6406,3.8543,3.8544,0.4429,10.628,54.722,-164.7745,2023-04-25T13:28:00Z,DY2306c019_btl
6.0,8.3946,112.856,365.715,31.6356,31.6384,25.1249,25.1272,2.531,3.8497,3.8495,0.4105,1.859,54.722,-164.7745,2023-04-25T13:28:00Z,DY2306c019_btl
1.0,8.2082,101.358,357.329,32.2676,32.2701,25.8858,25.8879,0.4849,0.3138,0.3139,1.022,65.989,58.27883333333333,-169.72066666666666,2023-04-26T19:46:00Z,DY2306c022_btl
2.0,8.2136,101.419,357.563,32.2666,32.2693,25.8852,25.8873,0.4941,0.3119,0.3121,0.8082,30.981,58.27883333333333,-169.72066666666666,2023-04-26T19:46:00Z,DY2306c022_btl
3.0,8.271,101.695,360.081,32.1994,32.2031,25.838,25.8408,0.5106,0.1672,0.1699,0.5197,10.966,58.27883333333333,-169.72066666666666,2023-04-26T19:46:00Z,DY2306c022_btl
1.0,8.2286,101.64,358.216,32.2652,32.2678,25.8833,25.8854,0.4961,0.3259,0.3259,0.9562,65.682,58.32383333333333,-169.70283333333333,2023-04-26T17:08:00Z,DY2306c023_btl
2.0,8.2358,101.725,358.532,32.2639,32.2664,25.8823,25.8843,0.5345,0.3246,0.3248,0.7559,30.984,58.32383333333333,-169.70283333333333,2023-04-26T17:08:00Z,DY2306c023_btl
3.0,8.3529,102.332,363.667,32.1192,32.1219,25.7787,25.7809,0.3247,0.0508,0.0509,0.4678,10.768,58.32383333333333,-169.70283333333333,2023-04-26T17:08:00Z,DY2306c023_btl
1.0,8.2095,101.423,357.385,32.2743,32.2771,25.8905,25.8927,0.5178,0.3303,0.3302,1.2757,65.531,58.32783333333333,-169.85166666666666,2023-04-26T22:56:00Z,DY2306c024_btl
2.0,8.2105,101.425,357.427,32.2736,32.2617,25.8901,25.8805,0.4939,0.3268,0.3268,0.8939,51.145,58.32783333333333,-169.85166666666666,2023-04-26T22:56:00Z,DY2306c024_btl
3.0,8.2135,101.46,357.557,32.2735,32.2616,25.89,25.8804,0.4789,0.326,0.3262,0.8166,41.063,58.32783333333333,-169.85166666666666,2023-04-26T22:56:00Z,DY2306c024_btl
4.0,8.2529,101.811,359.281,32.2481,32.2506,25.8717,25.8738,0.5883,0.2816,0.2815,0.5984,31.451,58.32783333333333,-169.85166666666666,2023-04-26T22:56:00Z,DY2306c024_btl
5.0,8.3177,102.02,362.12,32.1701,32.1127,25.8183,25.772,0.6429,0.0821,0.0827,0.5157,20.989,58.32783333333333,-169.85166666666666,2023-04-26T22:56:00Z,DY2306c024_btl
6.0,8.3283,102.236,362.581,32.1623,32.0981,25.8105,25.7586,0.313,0.1165,0.1169,0.5361,10.804,58.32783333333333,-169.85166666666666,2023-04-26T22:56:00Z,DY2306c024_btl
7.0,8.3305,102.336,362.678,32.1647,32.0951,25.8112,25.7551,0.164,0.1428,0.1403,0.5595,1.928,58.32783333333333,-169.85166666666666,2023-04-26T22:56:00Z,DY2306c024_btl
1.0,8.1401,100.443,354.363,32.2695,32.2718,25.8888,25.8907,0.3892,0.2851,0.284,1.1431,66.654,58.33416666666667,-169.96,2023-04-27T00:05:00Z,DY2306c025_btl
2.0,8.1605,100.384,355.254,32.2462,32.2484,25.8754,25.8772,0.4112,0.1732,0.1727,0.7195,31.073,58.33416666666667,-169.96,2023-04-27T00:05:00Z,DY2306c025_btl
3.0,8.3791,102.218,364.815,32.0748,32.0772,25.7495,25.7514,0.2893,-0.0984,-0.0991,0.4872,10.905,58.33416666666667,-169.96,2023-04-27T00:05:00Z,DY2306c025_btl
1.0,8.1218,99.499,353.578,32.2039,32.2063,25.8481,25.85,0.3882,0.0278,0.0279,1.0489,65.621,58.279333333333334,-170.10933333333332,2023-04-27T02:44:00Z,DY2306c027_btl
2.0,8.1329,99.594,354.066,32.1976,32.2002,25.8437,25.8458,0.3675,0.0134,0.0135,0.7644,51.261,58.279333333333334,-170.10933333333332,2023-04-27T02:44:00Z,DY2306c027_btl
3.0,8.4861,102.733,369.494,31.9962,31.9985,25.6972,25.699,0.7637,-0.3683,-0.3682,0.3641,40.475,58.279333333333334,-170.10933333333332,2023-04-27T02:44:00Z,DY2306c027_btl
4.0,8.5553,103.486,372.512,31.9729,31.9748,25.6793,25.6808,0.9108,-0.3928,-0.3918,0.3761,31.23,58.279333333333334,-170.10933333333332,2023-04-27T02:44:00Z,DY2306c027_btl
5.0,8.564,103.771,372.897,31.965,31.9675,25.6703,25.6723,0.8702,-0.3256,-0.3249,0.4,20.893,58.279333333333334,-170.10933333333332,2023-04-27T02:44:00Z,DY2306c027_btl
6.0,8.5652,103.89,372.949,31.9636,31.966,25.6676,25.6696,0.5213,-0.287,-0.2879,0.3781,10.743,58.279333333333334,-170.10933333333332,2023-04-27T02:44:00Z,DY2306c027_btl
7.0,8.5734,104.059,373.306,31.9642,31.9665,25.6671,25.669,0.2168,-0.2619,-0.2623,0.3866,1.654,58.279333333333334,-170.10933333333332,2023-04-27T02:44:00Z,DY2306c027_btl
1.0,8.1851,101.9,356.322,32.2959,32.2985,25.8928,25.8949,0.4959,0.6193,0.6187,0.8685,64.805,58.045,-169.68083333333334,2023-04-27T05:41:00Z,DY2306c028_btl
2.0,8.1861,101.969,356.365,32.2976,32.3003,25.8931,25.8952,0.5355,0.6404,0.6415,0.7075,51.089,58.045,-169.68083333333334,2023-04-27T05:41:00Z,DY2306c028_btl
3.0,8.1897,102.013,356.523,32.2975,32.3001,25.893,25.8951,0.5011,0.6397,0.6403,0.726,41.03,58.045,-169.68083333333334,2023-04-27T05:41:00Z,DY2306c028_btl
4.0,8.2137,102.572,357.57,32.2881,32.2912,25.88,25.8824,0.5783,0.7405,0.7409,0.6383,30.865,58.045,-169.68083333333334,2023-04-27T05:41:00Z,DY2306c028_btl
5.0,8.2299,102.828,358.277,32.2818,32.2841,25.8737,25.8754,0.6072,0.7625,0.7637,0.6069,21.157,58.045,-169.68083333333334,2023-04-27T05:41:00Z,DY2306c028_btl
6.0,8.2371,102.891,358.591,32.2742,32.2769,25.868,25.8701,0.7007,0.7545,0.7546,0.6069,10.506,58.045,-169.68083333333334,2023-04-27T05:41:00Z,DY2306c028_btl
7.0,8.2331,102.848,358.418,32.2743,32.277,25.8679,25.8702,0.7029,0.7571,0.7562,0.5944,1.642,58.045,-169.68083333333334,2023-04-27T05:41:00Z,DY2306c028_btl
1.0,8.1484,102.698,354.727,32.3121,32.3149,25.8789,25.8812,0.7221,1.0912,1.0907,1.0883,63.945,57.908166666666666,-169.50316666666666,2023-04-27T07:20:00Z,DY2306c029_btl
2.0,8.1572,102.789,355.109,32.3111,32.3136,25.8785,25.8806,0.5888,1.0838,1.0828,0.9801,52.046,57.908166666666666,-169.50316666666666,2023-04-27T07:20:00Z,DY2306c029_btl
3.0,8.1638,102.765,355.401,32.3055,32.3081,25.8764,25.8785,0.5813,1.0446,1.0449,0.8082,41.269,57.908166666666666,-169.50316666666666,2023-04-27T07:20:00Z,DY2306c029_btl
4.0,8.2077,102.982,357.311,32.2876,32.2903,25.8691,25.8712,0.7249,0.9236,0.9254,0.7384,31.24,57.908166666666666,-169.50316666666666,2023-04-27T07:20:00Z,DY2306c029_btl
5.0,8.264,103.582,359.766,32.2706,32.2734,25.8575,25.8597,0.7166,0.8883,0.8892,0.6183,21.268,57.908166666666666,-169.50316666666666,2023-04-27T07:20:00Z,DY2306c029_btl
6.0,8.2803,103.716,360.478,32.2643,32.2669,25.8539,25.8559,0.7777,0.8637,0.8645,0.6328,10.642,57.908166666666666,-169.50316666666666,2023-04-27T07:20:00Z,DY2306c029_btl
7.0,8.28,103.704,360.463,32.264,32.2666,25.8538,25.8558,0.8557,0.8608,0.8611,0.6617,1.754,57.908166666666666,-169.50316666666666,2023-04-27T07:20:00Z,DY2306c029_btl
1.0,8.1621,102.552,355.323,32.2986,32.3011,25.875,25.8771,0.6967,0.9746,0.9741,0.9722,62.624,57.929833333333335,-169.33266666666665,2023-04-27T08:16:00Z,DY2306c030_btl
2.0,8.1774,102.621,356.013,32.2236,32.2956,25.8163,25.8744,0.597,0.9478,0.9434,0.8585,50.998,57.929833333333335,-169.33266666666665,2023-04-27T08:16:00Z,DY2306c030_btl
3.0,8.2317,102.582,358.382,32.177,32.2438,25.7933,25.8471,0.6364,0.6896,0.6887,0.6403,40.283,57.929833333333335,-169.33266666666665,2023-04-27T08:16:00Z,DY2306c030_btl
4.0,8.2573,102.712,359.5,32.1672,32.2317,25.7891,25.8411,0.7049,0.6214,0.621,0.6034,30.395,57.929833333333335,-169.33266666666665,2023-04-27T08:16:00Z,DY2306c030_btl
5.0,8.2713,102.754,360.108,32.1626,32.2236,25.7879,25.837,0.6785,0.5734,0.5735,0.6164,20.775,57.929833333333335,-169.33266666666665,2023-04-27T08:16:00Z,DY2306c030_btl
6.0,8.3386,103.253,363.048,32.1309,32.1901,25.7685,25.8162,0.764,0.4562,0.4563,0.5745,10.54,57.929833333333335,-169.33266666666665,2023-04-27T08:16:00Z,DY2306c030_btl
7.0,8.3303,103.16,362.685,32.1289,32.1871,25.7667,25.8136,0.8515,0.4607,0.461,0.5625,1.507,57.929833333333335,-169.33266666666665,2023-04-27T08:16:00Z,DY2306c030_btl
1.0,8.2876,101.088,360.826,32.0989,32.1017,25.7695,25.7717,0.5995,-0.1103,-0.1102,0.7289,66.025,58.072,-168.74033333333333,2023-04-27T11:01:00Z,DY2306c031_btl
2.0,8.2861,101.068,360.76,32.099,32.1023,25.7696,25.7723,0.593,-0.1107,-0.1107,0.7853,50.855,58.072,-168.74033333333333,2023-04-27T11:01:00Z,DY2306c031_btl
3.0,8.3045,101.276,361.563,32.0959,32.0995,25.7673,25.7702,0.5527,-0.1166,-0.1163,0.6218,40.364,58.072,-168.74033333333333,2023-04-27T11:01:00Z,DY2306c031_btl
4.0,8.4026,102.371,365.839,32.0746,32.0783,25.7515,25.7544,0.8814,-0.1482,-0.1482,0.5705,30.272,58.072,-168.74033333333333,2023-04-27T11:01:00Z,DY2306c031_btl
5.0,8.6787,105.793,377.869,32.0467,32.0515,25.7278,25.7315,1.4338,-0.1199,-0.1171,0.5889,20.151,58.072,-168.74033333333333,2023-04-27T11:01:00Z,DY2306c031_btl
6.0,8.6636,105.392,377.219,32.0208,32.0248,25.7098,25.7131,1.347,-0.1913,-0.1921,0.5251,10.502,58.072,-168.74033333333333,2023-04-27T11:01:00Z,DY2306c031_btl
7.0,8.667,105.339,377.37,32.0109,32.0154,25.7032,25.7068,1.3286,-0.2224,-0.2222,0.5251,1.817,58.072,-168.74033333333333,2023-04-27T11:01:00Z,DY2306c031_btl
1.0,8.333,102.761,362.791,32.1687,32.1711,25.8074,25.8094,0.8133,0.2886,0.2887,0.7514,66.335,57.770833333333336,-168.45033333333333,2023-04-27T13:42:00Z,DY2306c032_btl
2.0,8.3325,102.753,362.766,32.1686,32.1712,25.8073,25.8094,0.7799,0.2882,0.2883,0.6412,50.849,57.770833333333336,-168.45033333333333,2023-04-27T13:42:00Z,DY2306c032_btl
3.0,8.3364,102.815,362.939,32.1693,32.1718,25.8077,25.8097,0.7114,0.2928,0.2929,0.6627,40.599,57.770833333333336,-168.45033333333333,2023-04-27T13:42:00Z,DY2306c032_btl
4.0,8.3359,102.809,362.915,32.1696,32.172,25.8079,25.8098,0.6999,0.293,0.2931,0.5969,30.259,57.770833333333336,-168.45033333333333,2023-04-27T13:42:00Z,DY2306c032_btl
5.0,8.3443,102.926,363.282,32.1678,32.1707,25.8062,25.8086,0.7271,0.2986,0.2975,0.7065,20.658,57.770833333333336,-168.45033333333333,2023-04-27T13:42:00Z,DY2306c032_btl
6.0,8.3784,103.332,364.767,32.1636,32.1661,25.803,25.805,0.8654,0.2941,0.2944,0.5749,10.851,57.770833333333336,-168.45033333333333,2023-04-27T13:42:00Z,DY2306c032_btl
7.0,8.3847,103.407,365.042,32.1626,32.1649,25.8022,25.8041,0.8689,0.2935,0.2936,0.5391,1.011,57.770833333333336,-168.45033333333333,2023-04-27T13:42:00Z,DY2306c032_btl
1.0,8.237,102.564,358.597,32.2303,32.2328,25.8387,25.8407,0.7894,0.6441,0.6441,0.6298,67.261,57.854166666666664,-168.903,2023-04-27T17:25:00Z,DY2306c033_btl
2.0,8.2438,102.649,358.893,32.2304,32.2329,25.8387,25.8408,0.8188,0.6442,0.6444,0.6368,50.515,57.854166666666664,-168.903,2023-04-27T17:25:00Z,DY2306c033_btl
3.0,8.2373,102.569,358.614,32.2302,32.2327,25.8386,25.8406,0.7984,0.6439,0.6441,0.5764,40.918,57.854166666666664,-168.903,2023-04-27T17:25:00Z,DY2306c033_btl
4.0,8.2461,102.676,358.995,32.2302,32.2328,25.8387,25.8408,0.76,0.6434,0.6435,0.5799,30.916,57.854166666666664,-168.903,2023-04-27T17:25:00Z,DY2306c033_btl
5.0,8.2432,102.639,358.869,32.2301,32.2327,25.8386,25.8407,0.7854,0.6429,0.643,0.711,20.319,57.854166666666664,-168.903,2023-04-27T17:25:00Z,DY2306c033_btl
6.0,8.2476,102.691,359.059,32.2301,32.1061,25.8386,25.7388,0.8696,0.6422,0.6424,0.716,9.613,57.854166666666664,-168.903,2023-04-27T17:25:00Z,DY2306c033_btl
7.0,8.3783,101.35,365.94,28.0898,30.7175,22.5082,24.6216,0.8026,0.6403,0.6403,0.6118,1.125,57.854166666666664,-168.903,2023-04-27T17:25:00Z,DY2306c033_btl
1.0,8.1295,102.712,353.899,32.3336,32.336,25.8907,25.8927,0.7425,1.1812,1.1809,0.6961,63.888,57.654,-169.0105,2023-04-27T19:40:00Z,DY2306c034_btl
2.0,8.1352,102.737,354.149,32.3313,32.3339,25.8899,25.892,0.9008,1.1638,1.1643,0.6512,51.415,57.654,-169.0105,2023-04-27T19:40:00Z,DY2306c034_btl
3.0,8.1381,102.684,354.277,32.3274,32.3298,25.8888,25.8908,0.7911,1.1308,1.1302,0.6054,40.41,57.654,-169.0105,2023-04-27T19:40:00Z,DY2306c034_btl
4.0,8.1581,102.692,355.148,32.3156,32.3113,25.8847,25.8811,0.8031,1.0418,1.0442,0.6398,31.017,57.654,-169.0105,2023-04-27T19:40:00Z,DY2306c034_btl
5.0,8.1502,102.471,354.805,32.3091,32.275,25.8821,25.8547,0.7513,0.9973,0.9975,0.5979,20.491,57.654,-169.0105,2023-04-27T19:40:00Z,DY2306c034_btl
6.0,8.1682,102.617,355.588,32.3044,32.2709,25.88,25.8531,0.6167,0.9684,0.9686,0.567,10.578,57.654,-169.0105,2023-04-27T19:40:00Z,DY2306c034_btl
7.0,8.1702,102.647,355.676,32.3045,32.2666,25.88,25.8495,0.393,0.97,0.9702,0.5849,2.042,57.654,-169.0105,2023-04-27T19:40:00Z,DY2306c034_btl
1.0,8.196,103.273,356.798,32.3119,32.3148,25.8793,25.8816,0.9314,1.082,1.0821,0.5954,66.495,57.5235,-168.61133333333333,2023-04-27T21:42:00Z,DY2306c035_btl
2.0,8.2061,103.378,357.24,32.3108,32.3136,25.879,25.8812,0.7976,1.0735,1.0737,0.5326,50.842,57.5235,-168.61133333333333,2023-04-27T21:42:00Z,DY2306c035_btl
3.0,8.2022,103.321,357.069,32.3104,32.3132,25.8788,25.8811,0.8277,1.0711,1.0706,0.5241,40.636,57.5235,-168.61133333333333,2023-04-27T21:42:00Z,DY2306c035_btl
4.0,8.217,103.431,357.715,32.3062,32.309,25.877,25.8793,0.7834,1.0433,1.0433,0.4898,30.622,57.5235,-168.61133333333333,2023-04-27T21:42:00Z,DY2306c035_btl
5.0,8.2321,103.555,358.372,32.3022,32.3053,25.8753,25.8777,0.8437,1.0198,1.0203,0.5157,20.573,57.5235,-168.61133333333333,2023-04-27T21:42:00Z,DY2306c035_btl
6.0,8.2511,103.767,359.199,32.2998,32.3025,25.8738,25.876,0.7463,1.0103,1.0105,0.4723,10.222,57.5235,-168.61133333333333,2023-04-27T21:42:00Z,DY2306c035_btl
7.0,8.2501,103.788,359.156,32.2992,32.3024,25.8726,25.8753,0.4974,1.0227,1.0214,0.5067,2.247,57.5235,-168.61133333333333,2023-04-27T21:42:00Z,DY2306c035_btl
1.0,8.2057,102.815,357.25,32.2037,32.2585,25.8034,25.8475,0.7421,0.8925,0.8929,0.5441,66.618,57.525333333333336,-168.3065,2023-04-27T23:17:00Z,DY2306c036_btl
2.0,8.1459,102.065,354.643,32.2048,32.2586,25.8044,25.8476,0.7565,0.892,0.8927,0.5695,50.404,57.525333333333336,-168.3065,2023-04-27T23:17:00Z,DY2306c036_btl
3.0,8.1488,102.002,354.81,32.066,32.2585,25.6928,25.8475,0.7613,0.8916,0.8924,0.5341,40.811,57.525333333333336,-168.3065,2023-04-27T23:17:00Z,DY2306c036_btl
4.0,8.0819,101.166,351.894,32.0704,32.2579,25.6964,25.8471,0.7553,0.891,0.8918,0.566,30.67,57.525333333333336,-168.3065,2023-04-27T23:17:00Z,DY2306c036_btl
5.0,8.1808,102.412,356.204,32.0624,32.2568,25.6897,25.8459,0.8098,0.8959,0.8972,0.4888,20.795,57.525333333333336,-168.3065,2023-04-27T23:17:00Z,DY2306c036_btl
6.0,8.2246,102.992,358.11,32.0606,32.2567,25.6875,25.8451,0.6922,0.9085,0.9083,0.5281,10.468,57.525333333333336,-168.3065,2023-04-27T23:17:00Z,DY2306c036_btl
7.0,8.239,103.21,358.741,32.0586,32.2564,25.6851,25.8441,0.3505,0.923,0.9233,0.4481,1.893,57.525333333333336,-168.3065,2023-04-27T23:17:00Z,DY2306c036_btl
1.0,8.2611,103.914,359.653,32.239,32.2416,25.8236,25.8257,0.9912,1.0345,1.0349,0.862,67.334,57.50083333333333,-167.98833333333334,2023-04-28T00:34:00Z,DY2306c037_btl
2.0,8.2877,104.3,360.811,32.2376,32.2403,25.8213,25.8236,0.9137,1.0541,1.0516,0.561,50.369,57.50083333333333,-167.98833333333334,2023-04-28T00:34:00Z,DY2306c037_btl
3.0,8.3073,104.542,361.664,32.2376,32.2405,25.8214,25.8237,1.0012,1.0524,1.0529,0.6422,41.481,57.50083333333333,-167.98833333333334,2023-04-28T00:34:00Z,DY2306c037_btl
4.0,8.3018,104.475,361.428,32.2373,32.2402,25.8211,25.8235,0.9282,1.0528,1.0521,0.5799,30.933,57.50083333333333,-167.98833333333334,2023-04-28T00:34:00Z,DY2306c037_btl
5.0,8.3199,104.708,362.212,32.2372,32.2401,25.8209,25.8231,0.9317,1.0551,1.0567,0.5999,20.615,57.50083333333333,-167.98833333333334,2023-04-28T00:34:00Z,DY2306c037_btl
6.0,8.3384,104.959,363.02,32.2372,32.2401,25.8205,25.8226,0.9546,1.0617,1.0653,0.5799,10.327,57.50083333333333,-167.98833333333334,2023-04-28T00:34:00Z,DY2306c037_btl
7.0,8.3538,105.271,363.693,32.2367,32.2396,25.8175,25.8201,0.398,1.1056,1.1006,0.565,2.062,57.50083333333333,-167.98833333333334,2023-04-28T00:34:00Z,DY2306c037_btl
1.0,8.1789,103.085,356.081,32.2197,32.2224,25.8031,25.8052,0.6954,1.117,1.1172,0.5655,66.412,57.49933333333333,-167.665,2023-04-28T02:11:00Z,DY2306c038_btl
2.0,8.1864,103.177,356.407,32.2196,32.2224,25.8031,25.8053,0.6382,1.1163,1.1165,0.5127,51.11,57.49933333333333,-167.665,2023-04-28T02:11:00Z,DY2306c038_btl
3.0,8.1844,103.156,356.322,32.2197,32.2226,25.8031,25.8055,0.7538,1.1175,1.1165,0.4763,40.624,57.49933333333333,-167.665,2023-04-28T02:11:00Z,DY2306c038_btl
4.0,8.1895,103.215,356.541,32.2195,32.2225,25.8031,25.8054,0.682,1.1159,1.1161,0.4514,30.804,57.49933333333333,-167.665,2023-04-28T02:11:00Z,DY2306c038_btl
5.0,8.2032,103.405,357.139,32.2193,32.2221,25.8024,25.8047,0.6588,1.1225,1.1227,0.4409,20.793,57.49933333333333,-167.665,2023-04-28T02:11:00Z,DY2306c038_btl
6.0,8.2481,104.105,359.094,32.2181,32.2209,25.7984,25.8005,0.7037,1.173,1.1749,0.4265,10.825,57.49933333333333,-167.665,2023-04-28T02:11:00Z,DY2306c038_btl
7.0,8.2519,104.219,359.261,32.2176,32.2206,25.7965,25.799,0.4236,1.1976,1.1967,0.4429,1.797,57.49933333333333,-167.665,2023-04-28T02:11:00Z,DY2306c038_btl
1.0,8.224,102.362,358.06,32.1355,32.1381,25.7619,25.764,0.743,0.6542,0.6542,0.8052,65.649,57.49783333333333,-167.34283333333335,2023-04-28T03:31:00Z,DY2306c039_btl
2.0,8.2306,102.45,358.348,32.1349,31.5766,25.7612,25.312,0.7884,0.6565,0.6561,0.6014,50.597,57.49783333333333,-167.34283333333335,2023-04-28T03:31:00Z,DY2306c039_btl
3.0,8.2454,102.661,358.994,32.1345,32.1371,25.7604,25.7625,0.6673,0.6665,0.6669,0.5964,40.992,57.49783333333333,-167.34283333333335,2023-04-28T03:31:00Z,DY2306c039_btl
4.0,8.2747,103.149,360.268,32.1327,32.1353,25.7564,25.7585,0.7575,0.7132,0.7134,0.5969,30.646,57.49783333333333,-167.34283333333335,2023-04-28T03:31:00Z,DY2306c039_btl
5.0,8.3134,103.804,361.954,32.1317,32.1343,25.752,25.7541,0.8681,0.778,0.7781,0.5735,20.607,57.49783333333333,-167.34283333333335,2023-04-28T03:31:00Z,DY2306c039_btl
6.0,8.3762,104.828,364.692,32.1272,32.1299,25.7433,25.7455,0.7819,0.8678,0.8686,0.5231,9.666,57.49783333333333,-167.34283333333335,2023-04-28T03:31:00Z,DY2306c039_btl
7.0,8.3753,104.971,364.656,32.1259,32.1285,25.739,25.7411,0.4824,0.9249,0.9263,0.5675,1.768,57.49783333333333,-167.34283333333335,2023-04-28T03:31:00Z,DY2306c039_btl
1.0,8.1828,102.727,356.264,32.1587,32.1616,25.7622,25.7646,0.7321,0.98,0.9801,0.8137,64.48,57.520833333333336,-167.04066666666668,2023-04-28T05:02:00Z,DY2306c040_btl
2.0,8.1889,102.807,356.531,32.1589,32.1616,25.7623,25.7645,0.7635,0.9811,0.9813,0.7384,50.472,57.520833333333336,-167.04066666666668,2023-04-28T05:02:00Z,DY2306c040_btl
3.0,8.1963,102.9,356.854,32.1581,32.1608,25.7617,25.7639,0.6937,0.981,0.9812,0.6298,41.241,57.520833333333336,-167.04066666666668,2023-04-28T05:02:00Z,DY2306c040_btl
4.0,8.2024,102.977,357.119,32.1576,32.1605,25.7613,25.7636,0.681,0.9817,0.9817,0.5819,31.176,57.520833333333336,-167.04066666666668,2023-04-28T05:02:00Z,DY2306c040_btl
5.0,8.227,103.305,358.19,32.1554,32.1582,25.759,25.7613,0.7944,0.9895,0.9896,0.5446,20.774,57.520833333333336,-167.04066666666668,2023-04-28T05:02:00Z,DY2306c040_btl
6.0,8.3444,104.983,363.307,32.1438,32.1465,25.7451,25.7474,0.7501,1.0682,1.0656,0.411,10.834,57.520833333333336,-167.04066666666668,2023-04-28T05:02:00Z,DY2306c040_btl
7.0,8.3586,105.287,363.931,32.1267,32.1293,25.7283,25.7304,0.7134,1.1188,1.1189,0.4429,1.829,57.520833333333336,-167.04066666666668,2023-04-28T05:02:00Z,DY2306c040_btl
1.0,8.1983,103.043,356.943,32.1494,32.1521,25.7519,25.7541,0.7916,1.028,1.0285,0.7399,64.101,57.431,-166.813,2023-04-28T06:15:00Z,DY2306c041_btl
2.0,8.1987,103.055,356.961,32.1496,32.1523,25.752,25.7541,0.7164,1.0304,1.0307,0.6677,50.948,57.431,-166.813,2023-04-28T06:15:00Z,DY2306c041_btl
3.0,8.2078,103.174,357.359,32.1495,32.1523,25.7518,25.754,0.7481,1.0324,1.0331,0.6991,41.259,57.431,-166.813,2023-04-28T06:15:00Z,DY2306c041_btl
4.0,8.2317,103.501,358.397,32.1486,32.1514,25.7504,25.7526,0.7102,1.0427,1.0428,0.6039,31.077,57.431,-166.813,2023-04-28T06:15:00Z,DY2306c041_btl
5.0,8.3132,104.668,361.952,32.1442,32.1468,25.7437,25.7458,0.8579,1.0963,1.0971,0.548,20.848,57.431,-166.813,2023-04-28T06:15:00Z,DY2306c041_btl
6.0,8.3435,105.007,363.273,32.1258,32.1291,25.7295,25.732,0.8048,1.086,1.0896,0.4165,10.545,57.431,-166.813,2023-04-28T06:15:00Z,DY2306c041_btl
