"Sample_Name","Biological_Replicate","Technical_Replicate","Negative_control","Cruise_ID_short","Cruise_ID_long","Cast_No.","Rosette_position","Field_collection_method","Preservation","Station","Depth_m_notes","Sample_volume_ml","Personnel_responsible_for_Collecting_Sample","Field_Notes","Date_UTC_notes","Lat_notes","Lon_notes","verbatimEventDate","verbatimEventTime","verbatimLongitude","verbatimLatitude","verbatimCoordinateSystem","Date_UTC_btl","btl_bottle","btl_oxy_concM_ch1..ml.l.","btl_oxy_percentsat_ch1..percent.","btl_oxy_conc_ch1..micromole.kg.","btl_salinity_ch1..PSU.","btl_salinity_ch2..PSU.","btl_sigma_t_ch1","btl_sigma_t_ch2","btl_chlor_fluorescence..ugrams.l.","btl_temperature_ch1..degree_C.","btl_temperature_ch2..degree_C.","btl_turbidity..NTU.","btl_pressure..decibar.","btl_latitude..degrees_north.","btl_longitude..degrees_east.","btl_time..UTC.","btl_profile_id","btl_holder1","btl_Cast"
"E1717.NC.DY2306",NA,NA,TRUE,"DY2306","EcoFOCI Spring Mooring",NA,NA,"Sterivex 0.22µm filter","95% EtOH",NA,NA,1000,"Shannon Brown","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E1718.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",4,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","UBS2",133,1000,"Shannon Brown","Lost the 10 m sample as the Niskin didn't close","2023/04/24 08:51:00",54.4225,-165.147666666667,"4/24/2023","8:51","165°08.86' W","54°25.35' N","degrees minutes seconds","2023/04/24 08:51:00",1,7.3127,99.448,318.349,32.5947,32.5971,25.8677,25.8695,0.3252,4.0554,4.0554,0.4115,135.51,54.40583333333333,-165.14766666666668,"2023-04-24T08:51:00Z","DY2306c004_btl","004_btl",4
"E1719.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",4,7,"Niskin; Sterivex 0.22µm filter","95% EtOH","UBS2",30,1000,"Shannon Brown","Lost the 10 m sample as the Niskin didn't close","2023/04/24 08:51:00",54.4225,-165.147666666667,"4/24/2023","8:51","165°08.86' W","54°25.35' N","degrees minutes seconds","2023/04/24 08:51:00",7,8.338,112.965,363.146,32.0308,32.0351,25.4193,25.4227,1.9902,4.0567,4.0572,0.3467,29.952,54.40583333333333,-165.14766666666668,"2023-04-24T08:51:00Z","DY2306c004_btl","004_btl",4
"E1720.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",7,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","UBW1",467,1000,"Shannon Brown","","2023/04/24 14:44:00",54.3601666666667,-165.931666666667,"4/24/2023","14:44","165°55.90' W","54°21.61' N","degrees minutes seconds","2023/04/24 14:44:00",1,2.7831,38.216,121.062,33.6372,33.638,26.6853,26.6856,0.0277,4.1642,4.1679,0.0811,471.772,54.360166666666665,-165.93166666666667,"2023-04-24T14:44:00Z","DY2306c007_btl","007_btl",7
"E1721.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",7,8,"Niskin; Sterivex 0.22µm filter","95% EtOH","UBW1",30,1000,"Shannon Brown","","2023/04/24 14:44:00",54.3601666666667,-165.931666666667,"4/24/2023","14:44","165°55.90' W","54°21.61' N","degrees minutes seconds","2023/04/24 14:44:00",8,8.5335,115.319,371.546,32.393,32.3962,25.7271,25.7296,1.078,3.8519,3.8524,0.1718,30.392,54.360166666666665,-165.93166666666667,"2023-04-24T14:44:00Z","DY2306c007_btl","007_btl",7
"E1722.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",7,10,"Niskin; Sterivex 0.22µm filter","95% EtOH","UBW1",10,1000,"Shannon Brown","","2023/04/24 14:44:00",54.3601666666667,-165.931666666667,"4/24/2023","14:44","165°55.90' W","54°21.61' N","degrees minutes seconds","2023/04/24 14:44:00",10,9.4735,129.471,412.515,32.3231,32.3262,25.6238,25.6264,6.1454,4.3348,4.3338,0.5047,10.404,54.360166666666665,-165.93166666666667,"2023-04-24T14:44:00Z","DY2306c007_btl","007_btl",7
"E1723.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",10,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","UBW4",287,1000,"Shannon Brown","Stored in fridge for ~2 hours before filtering","2023/04/24 22:34:00",54.6868333333333,-166.230166666667,"4/24/2023","22:34","166°13.81' W","54°41.21' N","degrees minutes seconds","2023/04/24 22:34:00",1,3.5711,49.134,155.359,33.4956,33.4983,26.5602,26.5623,0.0214,4.2859,4.286,0.2261,290.247,54.68683333333333,-166.23016666666666,"2023-04-24T22:34:00Z","DY2306c010_btl","010_btl",10
"E1724.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",10,7,"Niskin; Sterivex 0.22µm filter","95% EtOH","UBW4",40,1000,"Shannon Brown","Stored in fridge for ~2 hours before filtering","2023/04/24 22:34:00",54.6868333333333,-166.230166666667,"4/24/2023","22:34","166°13.81' W","54°41.21' N","degrees minutes seconds","2023/04/24 22:34:00",7,8.7377,119.105,380.475,32.3151,32.3154,25.6281,25.6276,3.2748,4.2294,4.2365,0.3193,30.162,54.68683333333333,-166.23016666666666,"2023-04-24T22:34:00Z","DY2306c010_btl","010_btl",10
"E1725.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",10,9,"Niskin; Sterivex 0.22µm filter","95% EtOH","UBW4",10,1000,"Shannon Brown","Stored in fridge for ~2 hours before filtering","2023/04/24 22:34:00",54.6868333333333,-166.230166666667,"4/24/2023","22:34","166°13.81' W","54°41.21' N","degrees minutes seconds","2023/04/24 22:34:00",9,8.7155,118.883,379.513,32.3039,32.3069,25.6161,25.6184,2.7084,4.2603,4.2609,0.3253,10.924,54.68683333333333,-166.23016666666666,"2023-04-24T22:34:00Z","DY2306c010_btl","010_btl",10
"E1726.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",14,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","UBN4",121,1000,"Shannon Brown","","2023/04/25 06:00:00",54.9351666666667,-165.4825,"4/25/2023","6:00","165°28.95' W","54°56.11' N","degrees minutes seconds","2023/04/25 06:00:00",1,6.7217,91.765,292.561,32.8681,32.8715,26.0766,26.0793,0.0852,4.1388,4.139,0.2496,122.003,54.93516666666667,-165.4825,"2023-04-25T06:00:00Z","DY2306c014_btl","014_btl",14
"E1727.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",14,6,"Niskin; Sterivex 0.22µm filter","95% EtOH","UBN4",30,1000,"Shannon Brown","","2023/04/25 06:00:00",54.9351666666667,-165.4825,"4/25/2023","6:00","165°28.95' W","54°56.11' N","degrees minutes seconds","2023/04/25 06:00:00",6,8.2318,111.592,358.476,32.176,32.1789,25.5362,25.5385,1.7111,4.0414,4.0416,0.253,31.001,54.93516666666667,-165.4825,"2023-04-25T06:00:00Z","DY2306c014_btl","014_btl",14
"E1728.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",14,8,"Niskin; Sterivex 0.22µm filter","95% EtOH","UBN4",10,1000,"Shannon Brown","","2023/04/25 06:00:00",54.9351666666667,-165.4825,"4/25/2023","6:00","165°28.95' W","54°56.11' N","degrees minutes seconds","2023/04/25 06:00:00",8,8.7375,118.587,380.533,32.0806,32.0839,25.4531,25.4557,3.1885,4.1159,4.1158,0.3452,11.241,54.93516666666667,-165.4825,"2023-04-25T06:00:00Z","DY2306c014_btl","014_btl",14
"E1729.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",16,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","UBN6",110,800,"Shannon Brown","Airlocked (smaller volume filtered)","2023/04/25 08:41:00",55.0475,-165.097,"4/25/2023","8:41","165°05.82' W","55°02.85' N","degrees minutes seconds","2023/04/25 08:41:00",1,7.4973,101.778,326.393,32.5644,32.5674,25.85,25.8523,0.2876,3.9908,3.9908,0.2839,110.598,55.0475,-165.097,"2023-04-25T08:41:00Z","DY2306c016_btl","016_btl",16
"E1730.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",16,5,"Niskin; Sterivex 0.22µm filter","95% EtOH","UBN6",30,1000,"Shannon Brown","","2023/04/25 08:41:00",55.0475,-165.097,"4/25/2023","8:41","165°05.82' W","55°02.85' N","degrees minutes seconds","2023/04/25 08:41:00",5,8.7328,118.415,380.345,32.0192,32.0221,25.4063,25.4087,3.0418,4.0952,4.0953,0.3547,30.527,55.0475,-165.097,"2023-04-25T08:41:00Z","DY2306c016_btl","016_btl",16
"E1731.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",16,8,"Niskin; Sterivex 0.22µm filter","95% EtOH","UBN6",10,1000,"Shannon Brown","","2023/04/25 08:41:00",55.0475,-165.097,"4/25/2023","8:41","165°05.82' W","55°02.85' N","degrees minutes seconds","2023/04/25 08:41:00",8,8.5225,115.566,371.189,32.008,32.011,25.397,25.3994,3.293,4.0995,4.0993,0.3871,10.314,55.0475,-165.097,"2023-04-25T08:41:00Z","DY2306c016_btl","016_btl",16
"E1732.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",19,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","UBE3",43,1000,"Shannon Brown","","2023/04/25 13:28:00",54.722,-164.7745,"4/25/2023","13:28","164°46.47' W","54°43.32' N","degrees minutes seconds","2023/04/25 13:28:00",1,8.9651,120.624,390.562,31.6641,31.6666,25.1452,25.1472,2.5927,3.8749,3.8748,0.4574,44.066,54.722,-164.7745,"2023-04-25T13:28:00Z","DY2306c019_btl","019_btl",19
"E1733.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",19,3,"Niskin; Sterivex 0.22µm filter","95% EtOH","UBE3",30,1000,"Shannon Brown","","2023/04/25 13:28:00",54.722,-164.7745,"4/25/2023","13:28","164°46.47' W","54°43.32' N","degrees minutes seconds","2023/04/25 13:28:00",3,8.9742,120.728,390.959,31.6553,31.6577,25.1386,25.1405,2.8155,3.8713,3.8711,0.4589,30.241,54.722,-164.7745,"2023-04-25T13:28:00Z","DY2306c019_btl","019_btl",19
"E1734.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",19,5,"Niskin; Sterivex 0.22µm filter","95% EtOH","UBE3",10,1000,"Shannon Brown","","2023/04/25 13:28:00",54.722,-164.7745,"4/25/2023","13:28","164°46.47' W","54°43.32' N","degrees minutes seconds","2023/04/25 13:28:00",5,8.9893,120.868,391.623,31.6393,31.6417,25.1274,25.1294,2.6406,3.8543,3.8544,0.4429,10.628,54.722,-164.7745,"2023-04-25T13:28:00Z","DY2306c019_btl","019_btl",19
"E1735.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",26,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","70M26",65,1000,"Shannon Brown","","2023/04/27 02:44:00",58.2793333333333,-170.109333333333,"4/27/2023","2:44","170°06.56' W","58°16.76' N","degrees minutes seconds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E1736.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",26,4,"Niskin; Sterivex 0.22µm filter","95% EtOH","70M26",30,1000,"Shannon Brown","","2023/04/27 02:44:00",58.2793333333333,-170.109333333333,"4/27/2023","2:44","170°06.56' W","58°16.76' N","degrees minutes seconds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E1737.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",26,6,"Niskin; Sterivex 0.22µm filter","95% EtOH","70M26",10,1000,"Shannon Brown","","2023/04/27 02:44:00",58.2793333333333,-170.109333333333,"4/27/2023","2:44","170°06.56' W","58°16.76' N","degrees minutes seconds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E1738.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",24,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","Ice Edge Station 2",66,1000,"Shannon Brown","","2023/04/27 00:05:00",58.3341666666667,-169.96,"4/27/2023","0:05","169°57.60' W","58°20.05' N","degrees minutes seconds","2023/04/26 22:56:00",1,8.2095,101.423,357.385,32.2743,32.2771,25.8905,25.8927,0.5178,0.3303,0.3302,1.2757,65.531,58.32783333333333,-169.85166666666666,"2023-04-26T22:56:00Z","DY2306c024_btl","024_btl",24
"E1739.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",24,2,"Niskin; Sterivex 0.22µm filter","95% EtOH","Ice Edge Station 2",30,1000,"Shannon Brown","","2023/04/27 00:05:00",58.3341666666667,-169.96,"4/27/2023","0:05","169°57.60' W","58°20.05' N","degrees minutes seconds","2023/04/26 22:56:00",2,8.2105,101.425,357.427,32.2736,32.2617,25.8901,25.8805,0.4939,0.3268,0.3268,0.8939,51.145,58.32783333333333,-169.85166666666666,"2023-04-26T22:56:00Z","DY2306c024_btl","024_btl",24
"E1740.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",24,3,"Niskin; Sterivex 0.22µm filter","95% EtOH","Ice Edge Station 2",10,1000,"Shannon Brown","","2023/04/27 00:05:00",58.3341666666667,-169.96,"4/27/2023","0:05","169°57.60' W","58°20.05' N","degrees minutes seconds","2023/04/26 22:56:00",3,8.2135,101.46,357.557,32.2735,32.2616,25.89,25.8804,0.4789,0.326,0.3262,0.8166,41.063,58.32783333333333,-169.85166666666666,"2023-04-26T22:56:00Z","DY2306c024_btl","024_btl",24
"E1741.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",23,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","Ice Edge Station 1",65,1000,"Shannon Brown","","2023/04/26 22:56:00",58.3278333333333,-169.851666666667,"4/26/2023","22:56","169°51.10' W","58°19.67' N","degrees minutes seconds","2023/04/26 17:08:00",1,8.2286,101.64,358.216,32.2652,32.2678,25.8833,25.8854,0.4961,0.3259,0.3259,0.9562,65.682,58.32383333333333,-169.70283333333333,"2023-04-26T17:08:00Z","DY2306c023_btl","023_btl",23
"E1742.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",23,4,"Niskin; Sterivex 0.22µm filter","95% EtOH","Ice Edge Station 1",30,1000,"Shannon Brown","","2023/04/26 22:56:00",58.3278333333333,-169.851666666667,"4/26/2023","22:56","169°51.10' W","58°19.67' N","degrees minutes seconds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E1743.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",23,6,"Niskin; Sterivex 0.22µm filter","95% EtOH","Ice Edge Station 1",10,1000,"Shannon Brown","","2023/04/26 22:56:00",58.3278333333333,-169.851666666667,"4/26/2023","22:56","169°51.10' W","58°19.67' N","degrees minutes seconds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E1744.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",22,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","Ice Station 2",65,1000,"Shannon Brown","","2023/04/26 17:08:00",58.3238333333333,-169.702833333333,"4/26/2023","17:08","169°42.17' W","58°19.43' N","degrees minutes seconds","2023/04/26 19:46:00",1,8.2082,101.358,357.329,32.2676,32.2701,25.8858,25.8879,0.4849,0.3138,0.3139,1.022,65.989,58.27883333333333,-169.72066666666666,"2023-04-26T19:46:00Z","DY2306c022_btl","022_btl",22
"E1745.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",22,2,"Niskin; Sterivex 0.22µm filter","95% EtOH","Ice Station 2",30,1000,"Shannon Brown","","2023/04/26 17:08:00",58.3238333333333,-169.702833333333,"4/26/2023","17:08","169°42.17' W","58°19.43' N","degrees minutes seconds","2023/04/26 19:46:00",2,8.2136,101.419,357.563,32.2666,32.2693,25.8852,25.8873,0.4941,0.3119,0.3121,0.8082,30.981,58.27883333333333,-169.72066666666666,"2023-04-26T19:46:00Z","DY2306c022_btl","022_btl",22
"E1746.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",22,3,"Niskin; Sterivex 0.22µm filter","95% EtOH","Ice Station 2",10,1000,"Shannon Brown","","2023/04/26 17:08:00",58.3238333333333,-169.702833333333,"4/26/2023","17:08","169°42.17' W","58°19.43' N","degrees minutes seconds","2023/04/26 19:46:00",3,8.271,101.695,360.081,32.1994,32.2031,25.838,25.8408,0.5106,0.1672,0.1699,0.5197,10.966,58.27883333333333,-169.72066666666666,"2023-04-26T19:46:00Z","DY2306c022_btl","022_btl",22
"E1747.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",21,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","Ice Station 1",65,1000,"Shannon Brown","","2023/04/26 19:46:00",58.2788333333333,-169.720666666667,"4/26/2023","19:46","169°43.24' W","58°16.73' N","degrees minutes seconds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E1748.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",21,2,"Niskin; Sterivex 0.22µm filter","95% EtOH","Ice Station 1",30,1000,"Shannon Brown","","2023/04/26 19:46:00",58.2788333333333,-169.720666666667,"4/26/2023","19:46","169°43.24' W","58°16.73' N","degrees minutes seconds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E1749.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",21,3,"Niskin; Sterivex 0.22µm filter","95% EtOH","Ice Station 1",10,1000,"Shannon Brown","","2023/04/26 19:46:00",58.2788333333333,-169.720666666667,"4/26/2023","19:46","169°43.24' W","58°16.73' N","degrees minutes seconds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E1750.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",27,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","70M24",64,1000,"Shannon Brown","","2023/04/27 05:41:00",58.045,-169.680833333333,"4/27/2023","5:41","169°40.85' W","58°02.70' N","degrees minutes seconds","2023/04/27 02:44:00",1,8.1218,99.499,353.578,32.2039,32.2063,25.8481,25.85,0.3882,0.0278,0.0279,1.0489,65.621,58.27933333333333,-170.10933333333332,"2023-04-27T02:44:00Z","DY2306c027_btl","027_btl",27
"E1751.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",27,4,"Niskin; Sterivex 0.22µm filter","95% EtOH","70M24",30,1000,"Shannon Brown","","2023/04/27 05:41:00",58.045,-169.680833333333,"4/27/2023","5:41","169°40.85' W","58°02.70' N","degrees minutes seconds","2023/04/27 02:44:00",4,8.5553,103.486,372.512,31.9729,31.9748,25.6793,25.6808,0.9108,-0.3928,-0.3918,0.3761,31.23,58.27933333333333,-170.10933333333332,"2023-04-27T02:44:00Z","DY2306c027_btl","027_btl",27
"E1752.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",27,6,"Niskin; Sterivex 0.22µm filter","95% EtOH","70M24",10,1000,"Shannon Brown","","2023/04/27 05:41:00",58.045,-169.680833333333,"4/27/2023","5:41","169°40.85' W","58°02.70' N","degrees minutes seconds","2023/04/27 02:44:00",6,8.5652,103.89,372.949,31.9636,31.966,25.6676,25.6696,0.5213,-0.287,-0.2879,0.3781,10.743,58.27933333333333,-170.10933333333332,"2023-04-27T02:44:00Z","DY2306c027_btl","027_btl",27
"E1753.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",29,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","70M22",62,1000,"Shannon Brown","","2023/04/27 08:16:00",57.9298333333333,-169.332666666667,"4/27/2023","8:16","169°19.96' W","57°55.79' N","degrees minutes seconds","2023/04/27 07:20:00",1,8.1484,102.698,354.727,32.3121,32.3149,25.8789,25.8812,0.7221,1.0912,1.0907,1.0883,63.945,57.908166666666666,-169.50316666666666,"2023-04-27T07:20:00Z","DY2306c029_btl","029_btl",29
"E1754.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",29,4,"Niskin; Sterivex 0.22µm filter","95% EtOH","70M22",30,1000,"Shannon Brown","","2023/04/27 08:16:00",57.9298333333333,-169.332666666667,"4/27/2023","8:16","169°19.96' W","57°55.79' N","degrees minutes seconds","2023/04/27 07:20:00",4,8.2077,102.982,357.311,32.2876,32.2903,25.8691,25.8712,0.7249,0.9236,0.9254,0.7384,31.24,57.908166666666666,-169.50316666666666,"2023-04-27T07:20:00Z","DY2306c029_btl","029_btl",29
"E1755.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",29,6,"Niskin; Sterivex 0.22µm filter","95% EtOH","70M22",10,1000,"Shannon Brown","","2023/04/27 08:16:00",57.9298333333333,-169.332666666667,"4/27/2023","8:16","169°19.96' W","57°55.79' N","degrees minutes seconds","2023/04/27 07:20:00",6,8.2803,103.716,360.478,32.2643,32.2669,25.8539,25.8559,0.7777,0.8637,0.8645,0.6328,10.642,57.908166666666666,-169.50316666666666,"2023-04-27T07:20:00Z","DY2306c029_btl","029_btl",29
"E1756.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",32,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","M4",66,1000,"Shannon Brown","Stored in fridge for 4-10 hours before filtering","2023/04/27 17:25:00",57.8541666666667,-168.903,"4/27/2023","17:25","168°54.18' W","57°51.25' N","degrees minutes seconds","2023/04/27 13:42:00",1,8.333,102.761,362.791,32.1687,32.1711,25.8074,25.8094,0.8133,0.2886,0.2887,0.7514,66.335,57.770833333333336,-168.45033333333333,"2023-04-27T13:42:00Z","DY2306c032_btl","032_btl",32
"E1757.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",32,4,"Niskin; Sterivex 0.22µm filter","95% EtOH","M4",30,1000,"Shannon Brown","Stored in fridge for 4-10 hours before filtering","2023/04/27 17:25:00",57.8541666666667,-168.903,"4/27/2023","17:25","168°54.18' W","57°51.25' N","degrees minutes seconds","2023/04/27 13:42:00",4,8.3359,102.809,362.915,32.1696,32.172,25.8079,25.8098,0.6999,0.293,0.2931,0.5969,30.259,57.770833333333336,-168.45033333333333,"2023-04-27T13:42:00Z","DY2306c032_btl","032_btl",32
"E1758.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",32,6,"Niskin; Sterivex 0.22µm filter","95% EtOH","M4",10,1000,"Shannon Brown","Stored in fridge for 4-10 hours before filtering","2023/04/27 17:25:00",57.8541666666667,-168.903,"4/27/2023","17:25","168°54.18' W","57°51.25' N","degrees minutes seconds","2023/04/27 13:42:00",6,8.3784,103.332,364.767,32.1636,32.1661,25.803,25.805,0.8654,0.2941,0.2944,0.5749,10.851,57.770833333333336,-168.45033333333333,"2023-04-27T13:42:00Z","DY2306c032_btl","032_btl",32
"E1759.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",33,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","70M19",62,1000,"Shannon Brown","Stored in fridge for 4-10 hours before filtering","2023/04/27 19:40:00",57.654,-169.0105,"4/27/2023","19:40","169°00.63' W","57°39.24' N","degrees minutes seconds","2023/04/27 17:25:00",1,8.237,102.564,358.597,32.2303,32.2328,25.8387,25.8407,0.7894,0.6441,0.6441,0.6298,67.261,57.85416666666666,-168.903,"2023-04-27T17:25:00Z","DY2306c033_btl","033_btl",33
"E1760.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",33,4,"Niskin; Sterivex 0.22µm filter","95% EtOH","70M19",30,1000,"Shannon Brown","Stored in fridge for 4-10 hours before filtering","2023/04/27 19:40:00",57.654,-169.0105,"4/27/2023","19:40","169°00.63' W","57°39.24' N","degrees minutes seconds","2023/04/27 17:25:00",4,8.2461,102.676,358.995,32.2302,32.2328,25.8387,25.8408,0.76,0.6434,0.6435,0.5799,30.916,57.85416666666666,-168.903,"2023-04-27T17:25:00Z","DY2306c033_btl","033_btl",33
"E1761.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",33,6,"Niskin; Sterivex 0.22µm filter","95% EtOH","70M19",10,1000,"Shannon Brown","Stored in fridge for 4-10 hours before filtering","2023/04/27 19:40:00",57.654,-169.0105,"4/27/2023","19:40","169°00.63' W","57°39.24' N","degrees minutes seconds","2023/04/27 17:25:00",6,8.2476,102.691,359.059,32.2301,32.1061,25.8386,25.7388,0.8696,0.6422,0.6424,0.716,9.613,57.85416666666666,-168.903,"2023-04-27T17:25:00Z","DY2306c033_btl","033_btl",33
"E1762.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",34,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","70M18",66,1000,"Shannon Brown","Stored in fridge for 4-10 hours before filtering","2023/04/27 21:42:00",57.5235,-168.611333333333,"4/27/2023","21:42","168°36.68' W","57°31.41' N","degrees minutes seconds","2023/04/27 19:40:00",1,8.1295,102.712,353.899,32.3336,32.336,25.8907,25.8927,0.7425,1.1812,1.1809,0.6961,63.888,57.654,-169.0105,"2023-04-27T19:40:00Z","DY2306c034_btl","034_btl",34
"E1763.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",34,4,"Niskin; Sterivex 0.22µm filter","95% EtOH","70M18",30,1000,"Shannon Brown","Stored in fridge for 4-10 hours before filtering","2023/04/27 21:42:00",57.5235,-168.611333333333,"4/27/2023","21:42","168°36.68' W","57°31.41' N","degrees minutes seconds","2023/04/27 19:40:00",4,8.1581,102.692,355.148,32.3156,32.3113,25.8847,25.8811,0.8031,1.0418,1.0442,0.6398,31.017,57.654,-169.0105,"2023-04-27T19:40:00Z","DY2306c034_btl","034_btl",34
"E1764.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",34,6,"Niskin; Sterivex 0.22µm filter","95% EtOH","70M18",10,1000,"Shannon Brown","Stored in fridge for 4-10 hours before filtering","2023/04/27 21:42:00",57.5235,-168.611333333333,"4/27/2023","21:42","168°36.68' W","57°31.41' N","degrees minutes seconds","2023/04/27 19:40:00",6,8.1682,102.617,355.588,32.3044,32.2709,25.88,25.8531,0.6167,0.9684,0.9686,0.567,10.578,57.654,-169.0105,"2023-04-27T19:40:00Z","DY2306c034_btl","034_btl",34
"E1765.DY2306",1,1,FALSE,"DY2306","EcoFOCI Spring Mooring",36,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","70M16",67,1000,"Shannon Brown","Stored in fridge for 4-10 hours before filtering","2023/04/28 00:34:00",57.5008333333333,-167.988333333333,"4/28/2023","0:34","167°59.30' W","57°30.05' N","degrees minutes seconds","2023/04/27 23:17:00",1,8.2057,102.815,357.25,32.2037,32.2585,25.8034,25.8475,0.7421,0.8925,0.8929,0.5441,66.618,57.525333333333336,-168.3065,"2023-04-27T23:17:00Z","DY2306c036_btl","036_btl",36
