ASVs_new	ASVs_original
ASV_7107	ASV_7732;ASV_6342
ASV_7108	ASV_7945;ASV_6556
ASV_7109	ASV_8983;ASV_6073
ASV_7110	ASV_9343;ASV_6009
ASV_7111	NA;ASV_5658
ASV_7112	NA;ASV_5659
ASV_7113	NA;ASV_5660
ASV_7114	NA;ASV_5661
ASV_7115	NA;ASV_5662
ASV_7116	NA;ASV_5663
ASV_7117	NA;ASV_5665
ASV_7118	NA;ASV_5668
ASV_7119	NA;ASV_5669
ASV_7120	NA;ASV_5670
ASV_7121	NA;ASV_5671
ASV_7122	NA;ASV_5672
ASV_7123	NA;ASV_5673
ASV_7124	NA;ASV_5676
ASV_7125	NA;ASV_5677
ASV_7126	NA;ASV_5678
ASV_7127	NA;ASV_5679
ASV_7128	NA;ASV_5681
ASV_7129	NA;ASV_5682
ASV_7130	NA;ASV_5687
ASV_7131	NA;ASV_5689
ASV_7132	NA;ASV_5690
ASV_7133	NA;ASV_5694
ASV_7134	NA;ASV_5696
ASV_7135	NA;ASV_5697
ASV_7136	NA;ASV_5699
ASV_7137	NA;ASV_5701
ASV_7138	NA;ASV_5702
ASV_7139	NA;ASV_5706
ASV_7140	NA;ASV_5707
ASV_7141	NA;ASV_5708
ASV_7142	NA;ASV_5709
ASV_7143	NA;ASV_5710
ASV_7144	NA;ASV_5711
ASV_7145	NA;ASV_5712
ASV_7146	NA;ASV_5713
ASV_7147	NA;ASV_5714
ASV_7148	NA;ASV_5715
ASV_7149	NA;ASV_5716
ASV_7150	NA;ASV_5717
ASV_7151	NA;ASV_5718
ASV_7152	NA;ASV_5719
ASV_7153	NA;ASV_5720
ASV_7154	NA;ASV_5721
ASV_7155	NA;ASV_5722
ASV_7156	NA;ASV_5724
ASV_7157	NA;ASV_5725
ASV_7158	NA;ASV_5726
ASV_7159	NA;ASV_5729
ASV_7160	NA;ASV_5731
ASV_7161	NA;ASV_5734
ASV_7162	NA;ASV_5735
ASV_7163	NA;ASV_5736
ASV_7164	NA;ASV_5737
ASV_7165	NA;ASV_5738
ASV_7166	NA;ASV_5739
ASV_7167	NA;ASV_5742
ASV_7168	NA;ASV_5743
ASV_7169	NA;ASV_5744
ASV_7170	NA;ASV_5746
ASV_7171	NA;ASV_5747
ASV_7172	NA;ASV_5748
ASV_7173	NA;ASV_5749
ASV_7174	NA;ASV_5752
ASV_7175	NA;ASV_5753
ASV_7176	NA;ASV_5754
ASV_7177	NA;ASV_5755
ASV_7178	NA;ASV_5756
ASV_7179	NA;ASV_5757
ASV_7180	NA;ASV_5758
ASV_7181	NA;ASV_5759
ASV_7182	NA;ASV_5760
ASV_7183	NA;ASV_5761
ASV_7184	NA;ASV_5762
ASV_7185	NA;ASV_5763
ASV_7186	NA;ASV_5764
ASV_7187	NA;ASV_5766
ASV_7188	NA;ASV_5767
ASV_7189	NA;ASV_5768
ASV_7190	NA;ASV_5769
ASV_7191	NA;ASV_5771
ASV_7192	NA;ASV_5772
ASV_7193	NA;ASV_5773
ASV_7194	NA;ASV_5774
ASV_7195	NA;ASV_5776
ASV_7196	NA;ASV_5777
ASV_7197	NA;ASV_5778
ASV_7198	NA;ASV_5779
ASV_7199	NA;ASV_5780
ASV_7200	NA;ASV_5781
ASV_7201	NA;ASV_5782
ASV_7202	NA;ASV_5783
ASV_7203	NA;ASV_5784
ASV_7204	NA;ASV_5785
ASV_7205	NA;ASV_5786
ASV_7206	NA;ASV_5787
ASV_7207	NA;ASV_5788
ASV_7208	NA;ASV_5789
ASV_7209	NA;ASV_5790
ASV_7210	NA;ASV_5791
ASV_7211	NA;ASV_5792
ASV_7212	NA;ASV_5793
ASV_7213	NA;ASV_5794
ASV_7214	NA;ASV_5795
ASV_7215	NA;ASV_5796
ASV_7216	NA;ASV_5797
ASV_7217	NA;ASV_5798
ASV_7218	NA;ASV_5799
ASV_7219	NA;ASV_5800
ASV_7220	NA;ASV_5801
ASV_7221	NA;ASV_5802
ASV_7222	NA;ASV_5803
ASV_7223	NA;ASV_5804
ASV_7224	NA;ASV_5807
ASV_7225	NA;ASV_5808
ASV_7226	NA;ASV_5809
ASV_7227	NA;ASV_5810
ASV_7228	NA;ASV_5811
ASV_7229	NA;ASV_5812
ASV_7230	NA;ASV_5813
ASV_7231	NA;ASV_5814
ASV_7232	NA;ASV_5815
ASV_7233	NA;ASV_5816
ASV_7234	NA;ASV_5817
ASV_7235	NA;ASV_5818
ASV_7236	NA;ASV_5819
ASV_7237	NA;ASV_5820
ASV_7238	NA;ASV_5821
ASV_7239	NA;ASV_5823
ASV_7240	NA;ASV_5824
ASV_7241	NA;ASV_5825
ASV_7242	NA;ASV_5826
ASV_7243	NA;ASV_5827
ASV_7244	NA;ASV_5828
ASV_7245	NA;ASV_5829
ASV_7246	NA;ASV_5830
ASV_7247	NA;ASV_5831
ASV_7248	NA;ASV_5832
ASV_7249	NA;ASV_5833
ASV_7250	NA;ASV_5834
ASV_7251	ASV_3561;NA
ASV_7252	ASV_3562;NA
ASV_7253	ASV_3564;NA
ASV_7254	ASV_3567;NA
ASV_7255	ASV_3568;NA
ASV_7256	ASV_3569;NA
ASV_7257	ASV_3571;NA
ASV_7258	ASV_3574;NA
ASV_7259	ASV_3575;NA
ASV_7260	ASV_3576;NA
ASV_7261	ASV_3577;NA
ASV_7262	ASV_3578;NA
ASV_7263	ASV_3579;NA
ASV_7264	ASV_3580;NA
ASV_7265	ASV_3582;NA
ASV_7266	ASV_3583;NA
ASV_7267	ASV_3586;NA
ASV_7268	ASV_3587;NA
ASV_7269	ASV_3588;NA
ASV_7270	ASV_3591;NA
ASV_7271	ASV_3597;NA
ASV_7272	ASV_3598;NA
ASV_7273	ASV_3599;NA
ASV_7274	ASV_3600;NA
ASV_7275	ASV_3604;NA
ASV_7276	ASV_3605;NA
ASV_7277	ASV_3606;NA
ASV_7278	ASV_3607;NA
ASV_7279	ASV_3608;NA
ASV_7280	ASV_3609;NA
ASV_7281	ASV_3611;NA
ASV_7282	ASV_3612;NA
ASV_7283	ASV_3613;NA
ASV_7284	ASV_3614;NA
ASV_7285	ASV_3615;NA
ASV_7286	ASV_3616;NA
ASV_7287	ASV_3617;NA
ASV_7288	ASV_3618;NA
ASV_7289	ASV_3619;NA
ASV_7290	ASV_3620;NA
ASV_7291	ASV_3623;NA
ASV_7292	ASV_3624;NA
ASV_7293	ASV_3625;NA
ASV_7294	ASV_3627;NA
ASV_7295	ASV_3628;NA
ASV_7296	ASV_3630;NA
ASV_7297	ASV_3632;NA
ASV_7298	ASV_3633;NA
ASV_7299	ASV_3635;NA
ASV_7300	ASV_3636;NA
ASV_7301	ASV_3637;NA
ASV_7302	ASV_3638;NA
ASV_7303	ASV_3640;NA
ASV_7304	ASV_3643;NA
ASV_7305	ASV_3646;NA
ASV_7306	ASV_3647;NA
ASV_7307	ASV_3648;NA
ASV_7308	ASV_3649;NA
ASV_7309	ASV_3650;NA
ASV_7310	ASV_3651;NA
ASV_7311	ASV_3652;NA
ASV_7312	ASV_3653;NA
ASV_7313	ASV_3654;NA
ASV_7314	ASV_3656;NA
ASV_7315	ASV_3657;NA
ASV_7316	ASV_3659;NA
ASV_7317	ASV_3660;NA
ASV_7318	ASV_3661;NA
ASV_7319	ASV_3664;NA
ASV_7320	ASV_3666;NA
ASV_7321	ASV_3667;NA
ASV_7322	ASV_3668;NA
ASV_7323	ASV_3669;NA
ASV_7324	ASV_3670;NA
ASV_7325	ASV_3671;NA
ASV_7326	ASV_3672;NA
ASV_7327	ASV_3674;NA
ASV_7328	ASV_3676;NA
ASV_7329	ASV_3677;NA
ASV_7330	ASV_3678;NA
ASV_7331	ASV_3679;NA
ASV_7332	ASV_3758;ASV_19843
ASV_7333	ASV_3974;ASV_14850
ASV_7334	ASV_4000;ASV_11175
ASV_7335	ASV_4031;ASV_11802
ASV_7336	ASV_4108;ASV_10835
ASV_7337	ASV_4242;ASV_9023
ASV_7338	ASV_4393;ASV_9716
ASV_7339	ASV_4395;ASV_9649
ASV_7340	ASV_4470;ASV_9148
ASV_7341	ASV_4515;ASV_9697
ASV_7342	ASV_4538;ASV_8120
ASV_7343	ASV_4570;ASV_8691
ASV_7344	ASV_4576;ASV_8673
ASV_7345	ASV_4622;ASV_8751
ASV_7346	ASV_4764;ASV_8546
ASV_7347	ASV_4871;ASV_8583
ASV_7348	ASV_4954;ASV_8759
ASV_7349	ASV_4970;ASV_7377
ASV_7350	ASV_5290;ASV_7690
ASV_7351	ASV_5307;ASV_7643
ASV_7352	ASV_5420;ASV_7457
ASV_7353	ASV_5426;ASV_7494
ASV_7354	ASV_6354;ASV_7136
ASV_7355	ASV_8639;ASV_6501
ASV_7356	NA;ASV_5835
ASV_7357	NA;ASV_5836
ASV_7358	NA;ASV_5837
ASV_7359	NA;ASV_5838
ASV_7360	NA;ASV_5839
ASV_7361	NA;ASV_5840
ASV_7362	NA;ASV_5841
ASV_7363	NA;ASV_5842
ASV_7364	NA;ASV_5843
ASV_7365	NA;ASV_5844
ASV_7366	NA;ASV_5845
ASV_7367	NA;ASV_5846
ASV_7368	NA;ASV_5847
ASV_7369	NA;ASV_5848
ASV_7370	NA;ASV_5849
ASV_7371	NA;ASV_5850
ASV_7372	NA;ASV_5851
ASV_7373	NA;ASV_5852
ASV_7374	NA;ASV_5855
ASV_7375	NA;ASV_5857
ASV_7376	NA;ASV_5858
ASV_7377	NA;ASV_5859
ASV_7378	NA;ASV_5860
ASV_7379	NA;ASV_5861
ASV_7380	NA;ASV_5862
ASV_7381	NA;ASV_5864
ASV_7382	NA;ASV_5865
ASV_7383	NA;ASV_5866
ASV_7384	NA;ASV_5867
ASV_7385	NA;ASV_5870
ASV_7386	NA;ASV_5871
ASV_7387	NA;ASV_5873
ASV_7388	NA;ASV_5874
ASV_7389	NA;ASV_5875
ASV_7390	NA;ASV_5876
ASV_7391	NA;ASV_5877
ASV_7392	NA;ASV_5879
ASV_7393	NA;ASV_5880
ASV_7394	NA;ASV_5883
ASV_7395	NA;ASV_5884
ASV_7396	NA;ASV_5885
ASV_7397	NA;ASV_5886
ASV_7398	NA;ASV_5887
ASV_7399	NA;ASV_5888
ASV_7400	NA;ASV_5889
ASV_7401	NA;ASV_5890
ASV_7402	NA;ASV_5891
ASV_7403	NA;ASV_5892
ASV_7404	NA;ASV_5894
ASV_7405	NA;ASV_5895
ASV_7406	NA;ASV_5896
ASV_7407	NA;ASV_5897
ASV_7408	NA;ASV_5898
ASV_7409	NA;ASV_5899
ASV_7410	NA;ASV_5900
ASV_7411	NA;ASV_5901
ASV_7412	NA;ASV_5902
ASV_7413	NA;ASV_5903
ASV_7414	NA;ASV_5904
ASV_7415	NA;ASV_5905
ASV_7416	NA;ASV_5906
ASV_7417	NA;ASV_5907
ASV_7418	NA;ASV_5908
ASV_7419	NA;ASV_5909
ASV_7420	NA;ASV_5910
ASV_7421	NA;ASV_5911
ASV_7422	NA;ASV_5912
ASV_7423	NA;ASV_5913
ASV_7424	NA;ASV_5914
ASV_7425	NA;ASV_5915
ASV_7426	NA;ASV_5916
ASV_7427	NA;ASV_5917
ASV_7428	NA;ASV_5918
ASV_7429	NA;ASV_5919
ASV_7430	NA;ASV_5920
ASV_7431	NA;ASV_5921
ASV_7432	NA;ASV_5922
ASV_7433	NA;ASV_5923
ASV_7434	NA;ASV_5924
ASV_7435	NA;ASV_5925
ASV_7436	NA;ASV_5926
ASV_7437	NA;ASV_5927
ASV_7438	NA;ASV_5928
ASV_7439	NA;ASV_5929
ASV_7440	NA;ASV_5931
ASV_7441	NA;ASV_5932
ASV_7442	NA;ASV_5933
ASV_7443	NA;ASV_5934
ASV_7444	NA;ASV_5935
ASV_7445	NA;ASV_5937
ASV_7446	NA;ASV_5938
ASV_7447	NA;ASV_5939
ASV_7448	NA;ASV_5940
ASV_7449	NA;ASV_5941
ASV_7450	NA;ASV_5943
ASV_7451	NA;ASV_5944
ASV_7452	NA;ASV_5945
ASV_7453	NA;ASV_5946
ASV_7454	NA;ASV_5948
ASV_7455	NA;ASV_5950
ASV_7456	NA;ASV_5951
ASV_7457	NA;ASV_5952
ASV_7458	NA;ASV_5953
ASV_7459	NA;ASV_5954
ASV_7460	NA;ASV_5955
ASV_7461	NA;ASV_5957
ASV_7462	NA;ASV_5958
ASV_7463	NA;ASV_5959
ASV_7464	NA;ASV_5960
ASV_7465	NA;ASV_5961
ASV_7466	NA;ASV_5962
ASV_7467	NA;ASV_5963
ASV_7468	NA;ASV_5965
ASV_7469	NA;ASV_5966
ASV_7470	NA;ASV_5967
ASV_7471	NA;ASV_5968
ASV_7472	NA;ASV_5969
ASV_7473	NA;ASV_5970
ASV_7474	NA;ASV_5971
ASV_7475	NA;ASV_5972
ASV_7476	NA;ASV_5973
ASV_7477	NA;ASV_5974
ASV_7478	NA;ASV_5975
ASV_7479	NA;ASV_5976
ASV_7480	NA;ASV_5977
ASV_7481	NA;ASV_5978
ASV_7482	NA;ASV_5979
ASV_7483	NA;ASV_5981
ASV_7484	NA;ASV_5982
ASV_7485	NA;ASV_5983
ASV_7486	NA;ASV_5985
ASV_7487	NA;ASV_5986
ASV_7488	NA;ASV_5987
ASV_7489	NA;ASV_5988
ASV_7490	NA;ASV_5990
ASV_7491	NA;ASV_5991
ASV_7492	NA;ASV_5992
ASV_7493	NA;ASV_5993
ASV_7494	NA;ASV_5994
ASV_7495	NA;ASV_5995
ASV_7496	NA;ASV_5996
ASV_7497	NA;ASV_5997
ASV_7498	NA;ASV_5998
ASV_7499	NA;ASV_5999
ASV_7500	NA;ASV_6000
ASV_7501	NA;ASV_6001
ASV_7502	NA;ASV_6002
ASV_7503	NA;ASV_6003
ASV_7504	NA;ASV_6004
ASV_7505	NA;ASV_6005
ASV_7506	NA;ASV_6006
ASV_7507	NA;ASV_6007
ASV_7508	NA;ASV_6008
ASV_7509	NA;ASV_6011
ASV_7510	NA;ASV_6012
ASV_7511	NA;ASV_6013
ASV_7512	NA;ASV_6014
ASV_7513	NA;ASV_6015
ASV_7514	NA;ASV_6016
ASV_7515	NA;ASV_6017
ASV_7516	NA;ASV_6018
ASV_7517	NA;ASV_6019
ASV_7518	NA;ASV_6021
ASV_7519	NA;ASV_6022
ASV_7520	NA;ASV_6023
ASV_7521	NA;ASV_6024
ASV_7522	NA;ASV_6025
ASV_7523	NA;ASV_6026
ASV_7524	NA;ASV_6027
ASV_7525	NA;ASV_6028
ASV_7526	NA;ASV_6029
ASV_7527	NA;ASV_6030
ASV_7528	NA;ASV_6031
ASV_7529	NA;ASV_6032
ASV_7530	NA;ASV_6033
ASV_7531	NA;ASV_6034
ASV_7532	NA;ASV_6035
ASV_7533	NA;ASV_6036
ASV_7534	NA;ASV_6037
ASV_7535	NA;ASV_6038
ASV_7536	NA;ASV_6039
ASV_7537	NA;ASV_6041
ASV_7538	NA;ASV_6042
ASV_7539	ASV_3680;NA
ASV_7540	ASV_3682;NA
ASV_7541	ASV_3688;NA
ASV_7542	ASV_3689;NA
ASV_7543	ASV_3690;NA
ASV_7544	ASV_3691;NA
ASV_7545	ASV_3692;NA
ASV_7546	ASV_3693;NA
ASV_7547	ASV_3698;NA
ASV_7548	ASV_3700;NA
ASV_7549	ASV_3701;NA
ASV_7550	ASV_3702;NA
ASV_7551	ASV_3704;NA
ASV_7552	ASV_3705;NA
ASV_7553	ASV_3706;NA
ASV_7554	ASV_3707;NA
ASV_7555	ASV_3708;NA
ASV_7556	ASV_3709;NA
ASV_7557	ASV_3710;NA
ASV_7558	ASV_3712;NA
ASV_7559	ASV_3713;NA
ASV_7560	ASV_3714;NA
ASV_7561	ASV_3716;NA
ASV_7562	ASV_3717;NA
ASV_7563	ASV_3718;NA
ASV_7564	ASV_3719;NA
ASV_7565	ASV_3720;NA
ASV_7566	ASV_3721;NA
ASV_7567	ASV_3722;NA
ASV_7568	ASV_3723;NA
ASV_7569	ASV_3724;NA
ASV_7570	ASV_3725;NA
ASV_7571	ASV_3726;NA
ASV_7572	ASV_3727;NA
ASV_7573	ASV_3728;NA
ASV_7574	ASV_3731;NA
ASV_7575	ASV_3732;NA
ASV_7576	ASV_3735;NA
ASV_7577	ASV_3737;NA
ASV_7578	ASV_3738;NA
ASV_7579	ASV_3739;NA
ASV_7580	ASV_3740;NA
ASV_7581	ASV_3741;NA
ASV_7582	ASV_3742;NA
ASV_7583	ASV_3743;NA
ASV_7584	ASV_3744;NA
ASV_7585	ASV_3745;NA
ASV_7586	ASV_3746;NA
ASV_7587	ASV_3747;NA
ASV_7588	ASV_3748;NA
ASV_7589	ASV_3749;NA
ASV_7590	ASV_3750;NA
ASV_7591	ASV_3751;NA
ASV_7592	ASV_3752;NA
ASV_7593	ASV_3753;NA
ASV_7594	ASV_3754;NA
ASV_7595	ASV_3756;NA
ASV_7596	ASV_3757;NA
ASV_7597	ASV_3759;NA
ASV_7598	ASV_3760;NA
ASV_7599	ASV_3761;NA
ASV_7600	ASV_3762;NA
ASV_7601	ASV_3763;NA
ASV_7602	ASV_3765;NA
ASV_7603	ASV_3766;NA
ASV_7604	ASV_3767;NA
ASV_7605	ASV_3769;NA
ASV_7606	ASV_3770;NA
ASV_7607	ASV_3771;NA
ASV_7608	ASV_3772;NA
ASV_7609	ASV_3773;NA
ASV_7610	ASV_3774;NA
ASV_7611	ASV_3775;NA
ASV_7612	ASV_3776;NA
ASV_7613	ASV_3777;NA
ASV_7614	ASV_3778;NA
ASV_7615	ASV_3780;NA
ASV_7616	ASV_3781;NA
ASV_7617	ASV_3782;NA
ASV_7618	ASV_3783;NA
ASV_7619	ASV_3784;NA
ASV_7620	ASV_3785;NA
ASV_7621	ASV_3787;NA
ASV_7622	ASV_3788;NA
ASV_7623	ASV_3789;NA
ASV_7624	ASV_3790;NA
ASV_7625	ASV_3791;NA
ASV_7626	ASV_3792;NA
ASV_7627	ASV_3793;NA
ASV_7628	ASV_3794;NA
ASV_7629	ASV_3795;NA
ASV_7630	ASV_3796;NA
ASV_7631	ASV_3797;NA
ASV_7632	ASV_3798;NA
ASV_7633	ASV_3800;NA
ASV_7634	ASV_3802;NA
ASV_7635	ASV_3804;NA
ASV_7636	ASV_3805;NA
ASV_7637	ASV_3806;NA
ASV_7638	ASV_3807;NA
ASV_7639	ASV_3808;NA
ASV_7640	ASV_3809;NA
ASV_7641	ASV_3810;NA
ASV_7642	ASV_3812;NA
ASV_7643	ASV_3813;NA
ASV_7644	ASV_3814;NA
ASV_7645	ASV_3815;NA
ASV_7646	ASV_3816;NA
ASV_7647	ASV_4185;ASV_16694
ASV_7648	ASV_4239;ASV_12205
ASV_7649	ASV_4246;ASV_12218
ASV_7650	ASV_4293;ASV_13680
ASV_7651	ASV_4384;ASV_11223
ASV_7652	ASV_4388;ASV_12678
ASV_7653	ASV_4487;ASV_12815
ASV_7654	ASV_4514;ASV_12665
ASV_7655	ASV_4564;ASV_9103
ASV_7656	ASV_4577;ASV_10583
ASV_7657	ASV_4693;ASV_9074
ASV_7658	ASV_4795;ASV_9809
ASV_7659	ASV_4982;ASV_8068
ASV_7660	ASV_5112;ASV_8403
ASV_7661	ASV_5277;ASV_8389
ASV_7662	ASV_5408;ASV_8626
ASV_7663	ASV_5661;ASV_7598
ASV_7664	ASV_5723;ASV_7425
ASV_7665	ASV_5864;ASV_7373
ASV_7666	ASV_6434;ASV_7796
ASV_7667	ASV_6844;ASV_6991
ASV_7668	ASV_7002;ASV_7046
ASV_7669	ASV_7057;ASV_6988
ASV_7670	ASV_7148;ASV_7027
ASV_7671	ASV_8133;ASV_6755
ASV_7672	ASV_8271;ASV_6614
ASV_7673	ASV_8528;ASV_6664
ASV_7674	ASV_9094;ASV_6896
ASV_7675	ASV_9248;ASV_6496
ASV_7676	ASV_9301;ASV_6590
ASV_7677	NA;ASV_6043
ASV_7678	NA;ASV_6045
ASV_7679	NA;ASV_6047
ASV_7680	NA;ASV_6049
ASV_7681	NA;ASV_6050
ASV_7682	NA;ASV_6052
ASV_7683	NA;ASV_6054
ASV_7684	NA;ASV_6055
ASV_7685	NA;ASV_6057
ASV_7686	NA;ASV_6058
ASV_7687	NA;ASV_6059
ASV_7688	NA;ASV_6062
ASV_7689	NA;ASV_6063
ASV_7690	NA;ASV_6064
ASV_7691	NA;ASV_6065
ASV_7692	NA;ASV_6066
ASV_7693	NA;ASV_6067
ASV_7694	NA;ASV_6069
ASV_7695	NA;ASV_6070
ASV_7696	NA;ASV_6071
ASV_7697	NA;ASV_6072
ASV_7698	NA;ASV_6074
ASV_7699	NA;ASV_6075
ASV_7700	NA;ASV_6077
ASV_7701	NA;ASV_6079
ASV_7702	NA;ASV_6081
ASV_7703	NA;ASV_6084
ASV_7704	NA;ASV_6085
ASV_7705	NA;ASV_6086
ASV_7706	NA;ASV_6088
ASV_7707	NA;ASV_6089
ASV_7708	NA;ASV_6090
ASV_7709	NA;ASV_6091
ASV_7710	NA;ASV_6092
ASV_7711	NA;ASV_6093
ASV_7712	NA;ASV_6095
ASV_7713	NA;ASV_6099
ASV_7714	NA;ASV_6100
ASV_7715	NA;ASV_6102
ASV_7716	NA;ASV_6103
ASV_7717	NA;ASV_6105
ASV_7718	NA;ASV_6106
ASV_7719	NA;ASV_6107
ASV_7720	NA;ASV_6108
ASV_7721	NA;ASV_6109
ASV_7722	NA;ASV_6110
ASV_7723	NA;ASV_6111
ASV_7724	NA;ASV_6112
ASV_7725	NA;ASV_6113
ASV_7726	NA;ASV_6114
ASV_7727	NA;ASV_6115
ASV_7728	NA;ASV_6116
ASV_7729	NA;ASV_6117
ASV_7730	NA;ASV_6118
ASV_7731	NA;ASV_6119
ASV_7732	NA;ASV_6120
ASV_7733	NA;ASV_6121
ASV_7734	NA;ASV_6122
ASV_7735	NA;ASV_6124
ASV_7736	NA;ASV_6125
ASV_7737	NA;ASV_6126
ASV_7738	NA;ASV_6127
ASV_7739	NA;ASV_6128
ASV_7740	NA;ASV_6129
ASV_7741	NA;ASV_6130
ASV_7742	NA;ASV_6131
ASV_7743	NA;ASV_6132
ASV_7744	NA;ASV_6133
ASV_7745	NA;ASV_6134
ASV_7746	NA;ASV_6135
ASV_7747	NA;ASV_6136
ASV_7748	NA;ASV_6137
ASV_7749	NA;ASV_6139
ASV_7750	NA;ASV_6140
ASV_7751	NA;ASV_6141
ASV_7752	NA;ASV_6143
ASV_7753	NA;ASV_6145
ASV_7754	NA;ASV_6146
ASV_7755	NA;ASV_6147
ASV_7756	NA;ASV_6150
ASV_7757	NA;ASV_6151
ASV_7758	NA;ASV_6152
ASV_7759	NA;ASV_6154
ASV_7760	NA;ASV_6156
ASV_7761	NA;ASV_6157
ASV_7762	NA;ASV_6159
ASV_7763	NA;ASV_6160
ASV_7764	NA;ASV_6161
ASV_7765	NA;ASV_6162
ASV_7766	NA;ASV_6163
ASV_7767	NA;ASV_6164
ASV_7768	NA;ASV_6165
ASV_7769	NA;ASV_6166
ASV_7770	NA;ASV_6167
ASV_7771	NA;ASV_6168
ASV_7772	NA;ASV_6169
ASV_7773	NA;ASV_6171
ASV_7774	NA;ASV_6173
ASV_7775	NA;ASV_6174
ASV_7776	NA;ASV_6176
ASV_7777	NA;ASV_6178
ASV_7778	NA;ASV_6179
ASV_7779	NA;ASV_6180
ASV_7780	NA;ASV_6181
ASV_7781	NA;ASV_6183
ASV_7782	NA;ASV_6185
ASV_7783	NA;ASV_6186
ASV_7784	NA;ASV_6187
ASV_7785	NA;ASV_6188
ASV_7786	NA;ASV_6189
ASV_7787	NA;ASV_6190
ASV_7788	NA;ASV_6191
ASV_7789	NA;ASV_6192
ASV_7790	NA;ASV_6193
ASV_7791	NA;ASV_6194
ASV_7792	NA;ASV_6195
ASV_7793	NA;ASV_6196
ASV_7794	NA;ASV_6197
ASV_7795	NA;ASV_6198
ASV_7796	NA;ASV_6199
ASV_7797	NA;ASV_6200
ASV_7798	NA;ASV_6201
ASV_7799	NA;ASV_6202
ASV_7800	NA;ASV_6203
ASV_7801	NA;ASV_6204
ASV_7802	NA;ASV_6205
ASV_7803	NA;ASV_6206
ASV_7804	NA;ASV_6207
ASV_7805	NA;ASV_6208
ASV_7806	NA;ASV_6209
ASV_7807	NA;ASV_6210
ASV_7808	NA;ASV_6211
ASV_7809	NA;ASV_6212
ASV_7810	NA;ASV_6213
ASV_7811	NA;ASV_6214
ASV_7812	NA;ASV_6215
ASV_7813	NA;ASV_6216
ASV_7814	NA;ASV_6217
ASV_7815	NA;ASV_6219
ASV_7816	NA;ASV_6220
ASV_7817	NA;ASV_6221
ASV_7818	NA;ASV_6222
ASV_7819	NA;ASV_6223
ASV_7820	NA;ASV_6224
ASV_7821	NA;ASV_6225
ASV_7822	NA;ASV_6226
ASV_7823	NA;ASV_6227
ASV_7824	NA;ASV_6228
ASV_7825	NA;ASV_6229
ASV_7826	NA;ASV_6230
ASV_7827	NA;ASV_6231
ASV_7828	NA;ASV_6233
ASV_7829	NA;ASV_6234
ASV_7830	NA;ASV_6235
ASV_7831	NA;ASV_6236
ASV_7832	NA;ASV_6237
ASV_7833	NA;ASV_6238
ASV_7834	NA;ASV_6239
ASV_7835	NA;ASV_6240
ASV_7836	NA;ASV_6241
ASV_7837	NA;ASV_6242
ASV_7838	NA;ASV_6243
ASV_7839	NA;ASV_6244
ASV_7840	NA;ASV_6245
ASV_7841	NA;ASV_6246
ASV_7842	NA;ASV_6247
ASV_7843	NA;ASV_6248
ASV_7844	NA;ASV_6249
ASV_7845	NA;ASV_6250
ASV_7846	NA;ASV_6251
ASV_7847	NA;ASV_6252
ASV_7848	NA;ASV_6253
ASV_7849	NA;ASV_6254
ASV_7850	NA;ASV_6255
ASV_7851	NA;ASV_6256
ASV_7852	NA;ASV_6257
ASV_7853	NA;ASV_6258
ASV_7854	NA;ASV_6259
ASV_7855	NA;ASV_6260
ASV_7856	NA;ASV_6261
ASV_7857	NA;ASV_6262
ASV_7858	NA;ASV_6263
ASV_7859	NA;ASV_6264
ASV_7860	NA;ASV_6265
ASV_7861	NA;ASV_6266
ASV_7862	NA;ASV_6267
ASV_7863	NA;ASV_6268
ASV_7864	NA;ASV_6269
ASV_7865	NA;ASV_6271
ASV_7866	NA;ASV_6272
ASV_7867	NA;ASV_6273
ASV_7868	NA;ASV_6274
ASV_7869	NA;ASV_6275
ASV_7870	NA;ASV_6276
ASV_7871	NA;ASV_6277
ASV_7872	NA;ASV_6278
ASV_7873	NA;ASV_6279
ASV_7874	NA;ASV_6280
ASV_7875	NA;ASV_6281
ASV_7876	NA;ASV_6282
ASV_7877	NA;ASV_6283
ASV_7878	NA;ASV_6284
ASV_7879	NA;ASV_6288
ASV_7880	NA;ASV_6289
ASV_7881	NA;ASV_6290
ASV_7882	NA;ASV_6291
ASV_7883	NA;ASV_6292
ASV_7884	NA;ASV_6293
ASV_7885	NA;ASV_6294
ASV_7886	NA;ASV_6295
ASV_7887	NA;ASV_6296
ASV_7888	NA;ASV_6297
ASV_7889	NA;ASV_6298
ASV_7890	NA;ASV_6299
ASV_7891	NA;ASV_6300
ASV_7892	NA;ASV_6301
ASV_7893	ASV_3818;NA
ASV_7894	ASV_3819;NA
ASV_7895	ASV_3823;NA
ASV_7896	ASV_3825;NA
ASV_7897	ASV_3826;NA
ASV_7898	ASV_3828;NA
ASV_7899	ASV_3829;NA
ASV_7900	ASV_3830;NA
ASV_7901	ASV_3831;NA
ASV_7902	ASV_3833;NA
ASV_7903	ASV_3834;NA
ASV_7904	ASV_3836;NA
ASV_7905	ASV_3837;NA
ASV_7906	ASV_3838;NA
ASV_7907	ASV_3839;NA
ASV_7908	ASV_3840;NA
ASV_7909	ASV_3841;NA
ASV_7910	ASV_3842;NA
ASV_7911	ASV_3844;NA
ASV_7912	ASV_3845;NA
ASV_7913	ASV_3846;NA
ASV_7914	ASV_3847;NA
ASV_7915	ASV_3850;NA
