ASVs_new	ASVs_original
ASV_11749	NA;ASV_8653
ASV_11750	NA;ASV_8654
ASV_11751	NA;ASV_8655
ASV_11752	NA;ASV_8656
ASV_11753	NA;ASV_8657
ASV_11754	NA;ASV_8658
ASV_11755	NA;ASV_8659
ASV_11756	NA;ASV_8660
ASV_11757	NA;ASV_8661
ASV_11758	NA;ASV_8662
ASV_11759	NA;ASV_8664
ASV_11760	NA;ASV_8665
ASV_11761	NA;ASV_8666
ASV_11762	NA;ASV_8668
ASV_11763	NA;ASV_8669
ASV_11764	NA;ASV_8670
ASV_11765	NA;ASV_8671
ASV_11766	NA;ASV_8672
ASV_11767	NA;ASV_8674
ASV_11768	NA;ASV_8675
ASV_11769	NA;ASV_8676
ASV_11770	NA;ASV_8677
ASV_11771	NA;ASV_8678
ASV_11772	NA;ASV_8679
ASV_11773	NA;ASV_8680
ASV_11774	NA;ASV_8681
ASV_11775	NA;ASV_8682
ASV_11776	NA;ASV_8683
ASV_11777	NA;ASV_8684
ASV_11778	NA;ASV_8685
ASV_11779	NA;ASV_8686
ASV_11780	NA;ASV_8687
ASV_11781	NA;ASV_8688
ASV_11782	NA;ASV_8689
ASV_11783	NA;ASV_8690
ASV_11784	NA;ASV_8692
ASV_11785	NA;ASV_8693
ASV_11786	NA;ASV_8694
ASV_11787	NA;ASV_8695
ASV_11788	NA;ASV_8696
ASV_11789	NA;ASV_8697
ASV_11790	NA;ASV_8698
ASV_11791	NA;ASV_8699
ASV_11792	NA;ASV_8700
ASV_11793	NA;ASV_8701
ASV_11794	NA;ASV_8702
ASV_11795	NA;ASV_8704
ASV_11796	NA;ASV_8705
ASV_11797	NA;ASV_8706
ASV_11798	NA;ASV_8707
ASV_11799	NA;ASV_8708
ASV_11800	NA;ASV_8709
ASV_11801	NA;ASV_8710
ASV_11802	NA;ASV_8711
ASV_11803	NA;ASV_8712
ASV_11804	NA;ASV_8713
ASV_11805	NA;ASV_8714
ASV_11806	NA;ASV_8715
ASV_11807	NA;ASV_8716
ASV_11808	NA;ASV_8717
ASV_11809	NA;ASV_8718
ASV_11810	NA;ASV_8719
ASV_11811	NA;ASV_8720
ASV_11812	NA;ASV_8721
ASV_11813	NA;ASV_8722
ASV_11814	NA;ASV_8723
ASV_11815	NA;ASV_8724
ASV_11816	NA;ASV_8725
ASV_11817	NA;ASV_8726
ASV_11818	NA;ASV_8727
ASV_11819	NA;ASV_8728
ASV_11820	NA;ASV_8729
ASV_11821	NA;ASV_8730
ASV_11822	NA;ASV_8731
ASV_11823	NA;ASV_8732
ASV_11824	NA;ASV_8733
ASV_11825	NA;ASV_8734
ASV_11826	NA;ASV_8735
ASV_11827	NA;ASV_8736
ASV_11828	NA;ASV_8737
ASV_11829	NA;ASV_8738
ASV_11830	NA;ASV_8739
ASV_11831	NA;ASV_8740
ASV_11832	NA;ASV_8741
ASV_11833	NA;ASV_8742
ASV_11834	NA;ASV_8743
ASV_11835	NA;ASV_8744
ASV_11836	NA;ASV_8745
ASV_11837	NA;ASV_8746
ASV_11838	NA;ASV_8747
ASV_11839	NA;ASV_8748
ASV_11840	NA;ASV_8749
ASV_11841	NA;ASV_8750
ASV_11842	NA;ASV_8752
ASV_11843	NA;ASV_8753
ASV_11844	NA;ASV_8755
ASV_11845	NA;ASV_8756
ASV_11846	NA;ASV_8757
ASV_11847	NA;ASV_8758
ASV_11848	NA;ASV_8760
ASV_11849	NA;ASV_8761
ASV_11850	NA;ASV_8762
ASV_11851	NA;ASV_8763
ASV_11852	NA;ASV_8764
ASV_11853	NA;ASV_8766
ASV_11854	NA;ASV_8767
ASV_11855	NA;ASV_8768
ASV_11856	NA;ASV_8769
ASV_11857	NA;ASV_8770
ASV_11858	NA;ASV_8771
ASV_11859	NA;ASV_8772
ASV_11860	NA;ASV_8773
ASV_11861	NA;ASV_8774
ASV_11862	NA;ASV_8775
ASV_11863	NA;ASV_8776
ASV_11864	NA;ASV_8777
ASV_11865	NA;ASV_8778
ASV_11866	NA;ASV_8779
ASV_11867	NA;ASV_8780
ASV_11868	NA;ASV_8781
ASV_11869	NA;ASV_8782
ASV_11870	NA;ASV_8783
ASV_11871	NA;ASV_8784
ASV_11872	NA;ASV_8785
ASV_11873	NA;ASV_8786
ASV_11874	NA;ASV_8787
ASV_11875	NA;ASV_8788
ASV_11876	NA;ASV_8789
ASV_11877	NA;ASV_8790
ASV_11878	NA;ASV_8791
ASV_11879	NA;ASV_8792
ASV_11880	NA;ASV_8794
ASV_11881	NA;ASV_8795
ASV_11882	NA;ASV_8796
ASV_11883	NA;ASV_8797
ASV_11884	NA;ASV_8798
ASV_11885	NA;ASV_8799
ASV_11886	NA;ASV_8800
ASV_11887	NA;ASV_8802
ASV_11888	NA;ASV_8803
ASV_11889	NA;ASV_8804
ASV_11890	NA;ASV_8805
ASV_11891	NA;ASV_8806
ASV_11892	NA;ASV_8807
ASV_11893	NA;ASV_8809
ASV_11894	NA;ASV_8810
ASV_11895	NA;ASV_8811
ASV_11896	NA;ASV_8812
ASV_11897	NA;ASV_8813
ASV_11898	NA;ASV_8814
ASV_11899	NA;ASV_8815
ASV_11900	NA;ASV_8816
ASV_11901	NA;ASV_8817
ASV_11902	NA;ASV_8818
ASV_11903	NA;ASV_8819
ASV_11904	NA;ASV_8820
ASV_11905	NA;ASV_8821
ASV_11906	NA;ASV_8822
ASV_11907	NA;ASV_8823
ASV_11908	NA;ASV_8824
ASV_11909	NA;ASV_8825
ASV_11910	NA;ASV_8826
ASV_11911	NA;ASV_8827
ASV_11912	NA;ASV_8828
ASV_11913	NA;ASV_8829
ASV_11914	NA;ASV_8830
ASV_11915	NA;ASV_8831
ASV_11916	NA;ASV_8832
ASV_11917	NA;ASV_8833
ASV_11918	NA;ASV_8834
ASV_11919	NA;ASV_8835
ASV_11920	NA;ASV_8836
ASV_11921	NA;ASV_8838
ASV_11922	NA;ASV_8839
ASV_11923	NA;ASV_8840
ASV_11924	NA;ASV_8841
ASV_11925	NA;ASV_8842
ASV_11926	NA;ASV_8843
ASV_11927	NA;ASV_8844
ASV_11928	NA;ASV_8845
ASV_11929	NA;ASV_8846
ASV_11930	NA;ASV_8847
ASV_11931	NA;ASV_8848
ASV_11932	NA;ASV_8849
ASV_11933	NA;ASV_8850
ASV_11934	NA;ASV_8851
ASV_11935	NA;ASV_8852
ASV_11936	NA;ASV_8853
ASV_11937	NA;ASV_8854
ASV_11938	NA;ASV_8855
ASV_11939	NA;ASV_8856
ASV_11940	NA;ASV_8858
ASV_11941	NA;ASV_8859
ASV_11942	NA;ASV_8860
ASV_11943	NA;ASV_8861
ASV_11944	NA;ASV_8862
ASV_11945	NA;ASV_8863
ASV_11946	NA;ASV_8864
ASV_11947	NA;ASV_8865
ASV_11948	NA;ASV_8866
ASV_11949	NA;ASV_8867
ASV_11950	NA;ASV_8868
ASV_11951	NA;ASV_8869
ASV_11952	NA;ASV_8870
ASV_11953	NA;ASV_8871
ASV_11954	NA;ASV_8872
ASV_11955	NA;ASV_8873
ASV_11956	NA;ASV_8874
ASV_11957	NA;ASV_8875
ASV_11958	NA;ASV_8876
ASV_11959	NA;ASV_8877
ASV_11960	NA;ASV_8878
ASV_11961	NA;ASV_8879
ASV_11962	NA;ASV_8880
ASV_11963	NA;ASV_8881
ASV_11964	NA;ASV_8882
ASV_11965	NA;ASV_8883
ASV_11966	NA;ASV_8884
ASV_11967	NA;ASV_8885
ASV_11968	NA;ASV_8886
ASV_11969	NA;ASV_8887
ASV_11970	NA;ASV_8888
ASV_11971	NA;ASV_8889
ASV_11972	NA;ASV_8890
ASV_11973	NA;ASV_8891
ASV_11974	NA;ASV_8892
ASV_11975	NA;ASV_8893
ASV_11976	NA;ASV_8894
ASV_11977	NA;ASV_8895
ASV_11978	NA;ASV_8896
ASV_11979	NA;ASV_8897
ASV_11980	NA;ASV_8898
ASV_11981	NA;ASV_8899
ASV_11982	NA;ASV_8900
ASV_11983	NA;ASV_8901
ASV_11984	NA;ASV_8902
ASV_11985	NA;ASV_8903
ASV_11986	NA;ASV_8904
ASV_11987	NA;ASV_8905
ASV_11988	NA;ASV_8906
ASV_11989	NA;ASV_8907
ASV_11990	NA;ASV_8908
ASV_11991	NA;ASV_8909
ASV_11992	NA;ASV_8911
ASV_11993	NA;ASV_8912
ASV_11994	NA;ASV_8913
ASV_11995	NA;ASV_8914
ASV_11996	NA;ASV_8915
ASV_11997	NA;ASV_8916
ASV_11998	NA;ASV_8917
ASV_11999	NA;ASV_8919
ASV_12000	NA;ASV_8921
ASV_12001	NA;ASV_8922
ASV_12002	NA;ASV_8923
ASV_12003	NA;ASV_8925
ASV_12004	NA;ASV_8927
ASV_12005	NA;ASV_8928
ASV_12006	NA;ASV_8929
ASV_12007	NA;ASV_8930
ASV_12008	NA;ASV_8931
ASV_12009	NA;ASV_8932
ASV_12010	NA;ASV_8933
ASV_12011	NA;ASV_8934
ASV_12012	NA;ASV_8936
ASV_12013	NA;ASV_8937
ASV_12014	NA;ASV_8938
ASV_12015	NA;ASV_8939
ASV_12016	NA;ASV_8940
ASV_12017	NA;ASV_8941
ASV_12018	NA;ASV_8942
ASV_12019	NA;ASV_8943
ASV_12020	NA;ASV_8944
ASV_12021	NA;ASV_8945
ASV_12022	NA;ASV_8946
ASV_12023	NA;ASV_8947
ASV_12024	NA;ASV_8948
ASV_12025	NA;ASV_8949
ASV_12026	NA;ASV_8950
ASV_12027	NA;ASV_8951
ASV_12028	NA;ASV_8954
ASV_12029	NA;ASV_8955
ASV_12030	NA;ASV_8956
ASV_12031	NA;ASV_8957
ASV_12032	NA;ASV_8958
ASV_12033	NA;ASV_8959
ASV_12034	NA;ASV_8960
ASV_12035	NA;ASV_8961
ASV_12036	NA;ASV_8962
ASV_12037	NA;ASV_8963
ASV_12038	NA;ASV_8964
ASV_12039	NA;ASV_8965
ASV_12040	NA;ASV_8966
ASV_12041	NA;ASV_8967
ASV_12042	NA;ASV_8968
ASV_12043	NA;ASV_8969
ASV_12044	NA;ASV_8970
ASV_12045	NA;ASV_8971
ASV_12046	NA;ASV_8972
ASV_12047	NA;ASV_8973
ASV_12048	NA;ASV_8974
ASV_12049	NA;ASV_8975
ASV_12050	NA;ASV_8976
ASV_12051	NA;ASV_8977
ASV_12052	NA;ASV_8978
ASV_12053	NA;ASV_8979
ASV_12054	NA;ASV_8980
ASV_12055	NA;ASV_8981
ASV_12056	NA;ASV_8982
ASV_12057	NA;ASV_8983
ASV_12058	NA;ASV_8984
ASV_12059	NA;ASV_8985
ASV_12060	NA;ASV_8987
ASV_12061	NA;ASV_8988
ASV_12062	NA;ASV_8989
ASV_12063	NA;ASV_8990
ASV_12064	NA;ASV_8991
ASV_12065	NA;ASV_8992
ASV_12066	NA;ASV_8993
ASV_12067	NA;ASV_8994
ASV_12068	NA;ASV_8995
ASV_12069	NA;ASV_8996
ASV_12070	NA;ASV_8997
ASV_12071	NA;ASV_8998
ASV_12072	NA;ASV_8999
ASV_12073	NA;ASV_9000
ASV_12074	NA;ASV_9001
ASV_12075	NA;ASV_9002
ASV_12076	NA;ASV_9003
ASV_12077	NA;ASV_9004
ASV_12078	NA;ASV_9005
ASV_12079	NA;ASV_9006
ASV_12080	NA;ASV_9007
ASV_12081	NA;ASV_9008
ASV_12082	NA;ASV_9009
ASV_12083	NA;ASV_9010
ASV_12084	NA;ASV_9011
ASV_12085	NA;ASV_9012
ASV_12086	NA;ASV_9013
ASV_12087	NA;ASV_9014
ASV_12088	NA;ASV_9015
ASV_12089	NA;ASV_9016
ASV_12090	NA;ASV_9017
ASV_12091	NA;ASV_9018
ASV_12092	NA;ASV_9019
ASV_12093	NA;ASV_9020
ASV_12094	ASV_5646;NA
ASV_12095	ASV_5647;NA
ASV_12096	ASV_5648;NA
ASV_12097	ASV_5649;NA
ASV_12098	ASV_5650;NA
ASV_12099	ASV_5651;NA
ASV_12100	ASV_5652;NA
ASV_12101	ASV_5653;NA
ASV_12102	ASV_5654;NA
ASV_12103	ASV_5655;NA
ASV_12104	ASV_5656;NA
ASV_12105	ASV_5657;NA
ASV_12106	ASV_5659;NA
ASV_12107	ASV_5660;NA
ASV_12108	ASV_5662;NA
ASV_12109	ASV_5663;NA
ASV_12110	ASV_5664;NA
ASV_12111	ASV_5665;NA
ASV_12112	ASV_5666;NA
ASV_12113	ASV_5667;NA
ASV_12114	ASV_5668;NA
ASV_12115	ASV_5669;NA
ASV_12116	ASV_5670;NA
ASV_12117	ASV_5671;NA
ASV_12118	ASV_5672;NA
ASV_12119	ASV_5673;NA
ASV_12120	ASV_5674;NA
ASV_12121	ASV_5675;NA
ASV_12122	ASV_5676;NA
ASV_12123	ASV_5677;NA
ASV_12124	ASV_5678;NA
ASV_12125	ASV_5679;NA
ASV_12126	ASV_5680;NA
ASV_12127	ASV_5681;NA
ASV_12128	ASV_5682;NA
ASV_12129	ASV_5683;NA
ASV_12130	ASV_5684;NA
ASV_12131	ASV_5685;NA
ASV_12132	ASV_5686;NA
ASV_12133	ASV_5687;NA
ASV_12134	ASV_5688;NA
ASV_12135	ASV_5689;NA
ASV_12136	ASV_5690;NA
ASV_12137	ASV_5691;NA
ASV_12138	ASV_5692;NA
ASV_12139	ASV_5693;NA
ASV_12140	ASV_5694;NA
ASV_12141	ASV_5695;NA
ASV_12142	ASV_5696;NA
ASV_12143	ASV_5697;NA
ASV_12144	ASV_5698;NA
ASV_12145	ASV_5699;NA
ASV_12146	ASV_5700;NA
ASV_12147	ASV_5701;NA
ASV_12148	ASV_5702;NA
ASV_12149	ASV_5703;NA
ASV_12150	ASV_5704;NA
ASV_12151	ASV_5705;NA
ASV_12152	ASV_5706;NA
ASV_12153	ASV_5707;NA
ASV_12154	ASV_5708;NA
ASV_12155	ASV_5709;NA
ASV_12156	ASV_5710;NA
ASV_12157	ASV_5711;NA
ASV_12158	ASV_5712;NA
ASV_12159	ASV_5713;NA
ASV_12160	ASV_5714;NA
ASV_12161	ASV_5716;NA
ASV_12162	ASV_5717;NA
ASV_12163	ASV_5718;NA
ASV_12164	ASV_5719;NA
ASV_12165	ASV_5720;NA
ASV_12166	ASV_5721;NA
ASV_12167	ASV_5722;NA
ASV_12168	ASV_5724;NA
ASV_12169	ASV_5725;NA
ASV_12170	ASV_5726;NA
ASV_12171	ASV_5727;NA
ASV_12172	ASV_5728;NA
ASV_12173	ASV_5729;NA
ASV_12174	ASV_5730;NA
ASV_12175	ASV_5731;NA
ASV_12176	ASV_5732;NA
ASV_12177	ASV_5733;NA
ASV_12178	ASV_5734;NA
ASV_12179	ASV_5735;NA
ASV_12180	ASV_5737;NA
ASV_12181	ASV_5738;NA
ASV_12182	ASV_5739;NA
ASV_12183	ASV_5740;NA
ASV_12184	ASV_5741;NA
ASV_12185	ASV_5742;NA
ASV_12186	ASV_5743;NA
ASV_12187	ASV_5744;NA
ASV_12188	ASV_5745;NA
ASV_12189	ASV_5746;NA
ASV_12190	ASV_5747;NA
ASV_12191	ASV_5748;NA
ASV_12192	ASV_5749;NA
ASV_12193	ASV_5750;NA
ASV_12194	ASV_5751;NA
ASV_12195	ASV_5752;NA
ASV_12196	ASV_5753;NA
ASV_12197	ASV_5754;NA
ASV_12198	ASV_5756;NA
ASV_12199	ASV_5757;NA
ASV_12200	ASV_5758;NA
ASV_12201	ASV_5759;NA
ASV_12202	ASV_5760;NA
ASV_12203	ASV_5761;NA
ASV_12204	ASV_5762;NA
ASV_12205	ASV_5763;NA
ASV_12206	ASV_5764;NA
ASV_12207	ASV_5765;NA
ASV_12208	ASV_5766;NA
ASV_12209	ASV_5767;NA
ASV_12210	ASV_5768;NA
ASV_12211	ASV_5770;NA
ASV_12212	ASV_5771;NA
ASV_12213	ASV_5772;NA
ASV_12214	ASV_5773;NA
ASV_12215	ASV_5774;NA
ASV_12216	ASV_5775;NA
ASV_12217	ASV_5776;NA
ASV_12218	ASV_5777;NA
ASV_12219	ASV_5778;NA
ASV_12220	ASV_5779;NA
ASV_12221	ASV_5780;NA
ASV_12222	ASV_5781;NA
ASV_12223	ASV_5783;NA
ASV_12224	ASV_5784;NA
ASV_12225	ASV_5785;NA
ASV_12226	ASV_5786;NA
ASV_12227	ASV_5788;NA
ASV_12228	ASV_5789;NA
ASV_12229	ASV_5790;NA
ASV_12230	ASV_5791;NA
ASV_12231	ASV_5792;NA
ASV_12232	ASV_5793;NA
ASV_12233	ASV_5794;NA
ASV_12234	ASV_5795;NA
ASV_12235	ASV_5796;NA
ASV_12236	ASV_5797;NA
ASV_12237	ASV_5798;NA
ASV_12238	ASV_5799;NA
ASV_12239	ASV_5800;NA
ASV_12240	ASV_5801;NA
ASV_12241	ASV_5802;NA
ASV_12242	ASV_5803;NA
ASV_12243	ASV_5804;NA
ASV_12244	ASV_5805;NA
ASV_12245	ASV_5806;NA
ASV_12246	ASV_5807;NA
ASV_12247	ASV_5808;NA
ASV_12248	ASV_5809;NA
ASV_12249	ASV_5810;NA
ASV_12250	ASV_5811;NA
ASV_12251	ASV_5812;NA
ASV_12252	ASV_5813;NA
ASV_12253	ASV_5814;NA
ASV_12254	ASV_5815;NA
ASV_12255	ASV_5816;NA
ASV_12256	ASV_5817;NA
ASV_12257	ASV_5818;NA
ASV_12258	ASV_5819;NA
ASV_12259	ASV_5820;NA
ASV_12260	ASV_5821;NA
ASV_12261	ASV_5822;NA
ASV_12262	ASV_5823;NA
ASV_12263	ASV_5824;NA
ASV_12264	ASV_5825;NA
ASV_12265	ASV_5826;NA
ASV_12266	ASV_5827;NA
ASV_12267	ASV_5828;NA
ASV_12268	ASV_5829;NA
ASV_12269	ASV_5830;NA
ASV_12270	ASV_5831;NA
ASV_12271	ASV_5832;NA
ASV_12272	ASV_5833;NA
ASV_12273	ASV_5834;NA
ASV_12274	ASV_5835;NA
ASV_12275	ASV_5836;NA
ASV_12276	ASV_5837;NA
ASV_12277	ASV_5838;NA
ASV_12278	ASV_5839;NA
ASV_12279	ASV_5840;NA
ASV_12280	ASV_5841;NA
ASV_12281	ASV_5842;NA
ASV_12282	ASV_5843;NA
ASV_12283	ASV_5844;NA
ASV_12284	ASV_5845;NA
ASV_12285	ASV_5846;NA
ASV_12286	ASV_5847;NA
ASV_12287	ASV_5848;NA
ASV_12288	ASV_5849;NA
ASV_12289	ASV_5850;NA
ASV_12290	ASV_5851;NA
ASV_12291	ASV_5852;NA
ASV_12292	ASV_5854;NA
ASV_12293	ASV_5855;NA
ASV_12294	ASV_5857;NA
ASV_12295	ASV_5858;NA
ASV_12296	ASV_5859;NA
ASV_12297	ASV_5860;NA
ASV_12298	ASV_5861;NA
ASV_12299	ASV_5862;NA
ASV_12300	ASV_5863;NA
ASV_12301	ASV_5865;NA
ASV_12302	ASV_5866;NA
ASV_12303	ASV_5867;NA
ASV_12304	ASV_5868;NA
ASV_12305	ASV_5869;NA
ASV_12306	ASV_5870;NA
ASV_12307	ASV_5871;NA
ASV_12308	ASV_5872;NA
ASV_12309	ASV_5873;NA
ASV_12310	ASV_5874;NA
ASV_12311	ASV_5875;NA
ASV_12312	ASV_5876;NA
ASV_12313	ASV_5877;NA
ASV_12314	ASV_5878;NA
ASV_12315	ASV_5879;NA
ASV_12316	ASV_5880;NA
ASV_12317	ASV_5881;NA
ASV_12318	ASV_5882;NA
ASV_12319	ASV_5883;NA
ASV_12320	ASV_5884;NA
ASV_12321	ASV_5885;NA
ASV_12322	ASV_5886;NA
ASV_12323	ASV_5887;NA
ASV_12324	ASV_5888;NA
ASV_12325	ASV_5889;NA
ASV_12326	ASV_5890;NA
ASV_12327	ASV_5891;NA
ASV_12328	ASV_5892;NA
ASV_12329	ASV_5893;NA
ASV_12330	ASV_5894;NA
ASV_12331	ASV_5895;NA
ASV_12332	ASV_5896;NA
ASV_12333	ASV_5897;NA
ASV_12334	ASV_5898;NA
ASV_12335	ASV_5899;NA
ASV_12336	ASV_5900;NA
ASV_12337	ASV_5901;NA
ASV_12338	ASV_5902;NA
ASV_12339	ASV_5903;NA
ASV_12340	ASV_5904;NA
ASV_12341	ASV_5905;NA
ASV_12342	ASV_5906;NA
ASV_12343	ASV_5907;NA
ASV_12344	ASV_5908;NA
ASV_12345	ASV_5909;NA
ASV_12346	ASV_5910;NA
ASV_12347	ASV_5911;NA
ASV_12348	ASV_5912;NA
ASV_12349	ASV_5913;NA
ASV_12350	ASV_5914;NA
ASV_12351	ASV_5915;NA
ASV_12352	ASV_5916;NA
ASV_12353	ASV_5917;NA
ASV_12354	ASV_5918;NA
ASV_12355	ASV_5919;NA
ASV_12356	ASV_5920;NA
ASV_12357	ASV_5921;NA
ASV_12358	ASV_5922;NA
ASV_12359	ASV_5923;NA
ASV_12360	ASV_5924;NA
ASV_12361	ASV_5925;NA
ASV_12362	ASV_5926;NA
ASV_12363	ASV_5927;NA
ASV_12364	ASV_5928;NA
ASV_12365	ASV_5929;NA
ASV_12366	ASV_5930;NA
ASV_12367	ASV_5931;NA
ASV_12368	ASV_5932;NA
ASV_12369	ASV_5933;NA
ASV_12370	ASV_5934;NA
ASV_12371	ASV_5935;NA
ASV_12372	ASV_5936;NA
ASV_12373	ASV_5937;NA
ASV_12374	ASV_5938;NA
ASV_12375	ASV_5939;NA
ASV_12376	ASV_5940;NA
ASV_12377	ASV_5941;NA
ASV_12378	ASV_5942;NA
ASV_12379	ASV_5943;NA
ASV_12380	ASV_5944;NA
ASV_12381	ASV_5945;NA
ASV_12382	ASV_5946;NA
ASV_12383	ASV_5947;NA
ASV_12384	ASV_5948;NA
ASV_12385	ASV_5949;NA
ASV_12386	ASV_5950;NA
ASV_12387	ASV_5951;NA
ASV_12388	ASV_5952;NA
ASV_12389	ASV_5954;NA
ASV_12390	ASV_5955;NA
ASV_12391	ASV_5956;NA
ASV_12392	ASV_5957;NA
ASV_12393	ASV_5958;NA
ASV_12394	ASV_5959;NA
ASV_12395	ASV_5960;NA
ASV_12396	ASV_5961;NA
ASV_12397	ASV_5962;NA
ASV_12398	ASV_5963;NA
ASV_12399	ASV_5964;NA
ASV_12400	ASV_5965;NA
ASV_12401	ASV_5966;NA
ASV_12402	ASV_5967;NA
ASV_12403	ASV_5968;NA
ASV_12404	ASV_5969;NA
ASV_12405	ASV_5970;NA
ASV_12406	ASV_5971;NA
ASV_12407	ASV_5972;NA
ASV_12408	ASV_5973;NA
ASV_12409	ASV_5975;NA
ASV_12410	ASV_5976;NA
ASV_12411	ASV_5977;NA
ASV_12412	ASV_5978;NA
ASV_12413	ASV_5979;NA
ASV_12414	ASV_5981;NA
ASV_12415	ASV_5982;NA
ASV_12416	ASV_5983;NA
ASV_12417	ASV_5984;NA
ASV_12418	ASV_5985;NA
ASV_12419	ASV_5986;NA
ASV_12420	ASV_5987;NA
ASV_12421	ASV_5988;NA
ASV_12422	ASV_5989;NA
ASV_12423	ASV_5990;NA
ASV_12424	ASV_5991;NA
ASV_12425	ASV_5992;NA
ASV_12426	ASV_5993;NA
ASV_12427	ASV_5994;NA
ASV_12428	ASV_5995;NA
ASV_12429	ASV_5996;NA
ASV_12430	ASV_5997;NA
ASV_12431	ASV_5998;NA
ASV_12432	ASV_5999;NA
ASV_12433	ASV_6000;NA
ASV_12434	ASV_6001;NA
ASV_12435	ASV_6002;NA
ASV_12436	ASV_6003;NA
ASV_12437	ASV_6004;NA
ASV_12438	ASV_6005;NA
ASV_12439	ASV_6006;NA
ASV_12440	ASV_6007;NA
ASV_12441	ASV_6008;NA
ASV_12442	ASV_6009;NA
ASV_12443	ASV_6010;NA
ASV_12444	ASV_6011;NA
ASV_12445	ASV_6012;NA
ASV_12446	ASV_6013;NA
ASV_12447	ASV_6014;NA
ASV_12448	ASV_6015;NA
ASV_12449	ASV_6016;NA
ASV_12450	ASV_6017;NA
ASV_12451	ASV_6018;NA
ASV_12452	ASV_6020;NA
ASV_12453	ASV_6021;NA
ASV_12454	ASV_6022;NA
ASV_12455	ASV_6023;NA
ASV_12456	ASV_6024;NA
ASV_12457	ASV_6025;NA
ASV_12458	ASV_6026;NA
ASV_12459	ASV_6027;NA
ASV_12460	ASV_6028;NA
ASV_12461	ASV_6029;NA
ASV_12462	ASV_6030;NA
ASV_12463	ASV_6031;NA
ASV_12464	ASV_6032;NA
ASV_12465	ASV_6033;NA
ASV_12466	ASV_6034;NA
ASV_12467	ASV_6036;NA
ASV_12468	ASV_6037;NA
ASV_12469	ASV_6039;NA
ASV_12470	ASV_6040;NA
ASV_12471	ASV_6041;NA
ASV_12472	ASV_6042;NA
ASV_12473	ASV_6043;NA
ASV_12474	ASV_6044;NA
ASV_12475	ASV_6045;NA
ASV_12476	ASV_6046;NA
ASV_12477	ASV_6047;NA
ASV_12478	ASV_6048;NA
ASV_12479	ASV_6049;NA
ASV_12480	ASV_6050;NA
ASV_12481	ASV_6051;NA
ASV_12482	ASV_6052;NA
ASV_12483	ASV_6053;NA
ASV_12484	ASV_6054;NA
ASV_12485	ASV_6055;NA
ASV_12486	ASV_6056;NA
ASV_12487	ASV_6057;NA
ASV_12488	ASV_6058;NA
ASV_12489	ASV_6059;NA
ASV_12490	ASV_6060;NA
ASV_12491	ASV_6061;NA
ASV_12492	ASV_6062;NA
ASV_12493	ASV_6063;NA
ASV_12494	ASV_6064;NA
ASV_12495	ASV_6065;NA
ASV_12496	ASV_6066;NA
ASV_12497	ASV_6067;NA
ASV_12498	ASV_6068;NA
ASV_12499	ASV_6069;NA
ASV_12500	ASV_6070;NA
ASV_12501	ASV_6071;NA
ASV_12502	ASV_6072;NA
ASV_12503	ASV_6073;NA
ASV_12504	ASV_6074;NA
ASV_12505	ASV_6075;NA
ASV_12506	ASV_6076;NA
ASV_12507	ASV_6077;NA
ASV_12508	ASV_6078;NA
ASV_12509	ASV_6079;NA
ASV_12510	ASV_6080;NA
ASV_12511	ASV_6081;NA
ASV_12512	ASV_6082;NA
ASV_12513	ASV_6083;NA
ASV_12514	ASV_6084;NA
ASV_12515	ASV_6085;NA
ASV_12516	ASV_6086;NA
ASV_12517	ASV_6087;NA
ASV_12518	ASV_6088;NA
ASV_12519	ASV_6089;NA
ASV_12520	ASV_6090;NA
ASV_12521	ASV_6091;NA
ASV_12522	ASV_6092;NA
ASV_12523	ASV_6093;NA
ASV_12524	ASV_6094;NA
ASV_12525	ASV_6095;NA
ASV_12526	ASV_6096;NA
ASV_12527	ASV_6097;NA
ASV_12528	ASV_6098;NA
ASV_12529	ASV_6099;NA
ASV_12530	ASV_6100;NA
ASV_12531	ASV_6101;NA
ASV_12532	ASV_6102;NA
ASV_12533	ASV_6106;NA
ASV_12534	ASV_6107;NA
ASV_12535	ASV_6108;NA
ASV_12536	ASV_6109;NA
ASV_12537	ASV_6110;NA
ASV_12538	ASV_6111;NA
ASV_12539	ASV_6113;NA
ASV_12540	ASV_6114;NA
ASV_12541	ASV_6115;NA
ASV_12542	ASV_6116;NA
ASV_12543	ASV_6117;NA
ASV_12544	ASV_6118;NA
ASV_12545	ASV_6119;NA
ASV_12546	ASV_6120;NA
ASV_12547	ASV_6121;NA
ASV_12548	ASV_6122;NA
ASV_12549	ASV_6123;NA
ASV_12550	ASV_6125;NA
ASV_12551	ASV_6126;NA
ASV_12552	ASV_6127;NA
ASV_12553	ASV_6128;NA
ASV_12554	ASV_6129;NA
ASV_12555	ASV_6130;NA
ASV_12556	ASV_6131;NA
ASV_12557	ASV_6132;NA
ASV_12558	ASV_6133;NA
ASV_12559	ASV_6134;NA
ASV_12560	ASV_6135;NA
ASV_12561	ASV_6136;NA
ASV_12562	ASV_6137;NA
ASV_12563	ASV_6138;NA
ASV_12564	ASV_6139;NA
ASV_12565	ASV_6141;NA
ASV_12566	ASV_6142;NA
ASV_12567	ASV_6143;NA
ASV_12568	ASV_6144;NA
ASV_12569	ASV_6145;NA
ASV_12570	ASV_6146;NA
