% Cruise_CSN    Bottle        Date                PrDM      DepSM      T090C      T190C      C0S/m      C1S/m      C1S/m         V0         V1         V2         V3         V4         V5         V6         V7  FlECO-AFL   CStarAt0   CStarTr0        Par Sbox0Mm/Kg Sbox1Mm/Kg   Latitude  Longitude       Sal00      Sal11  Sigma-t00  Sigma-t11    
SKQ202312S_047       1    2023 09 25 03 14 01   38.120     37.727    -0.6684    -0.6629   2.674091   2.674959   2.674959     0.1232     2.9775     0.1515     0.0000     2.2360     2.2382     1.2170     0.0000     0.3909     1.8370    63.1765 4.4530e-02    290.883    275.646   71.71928 -161.77236     32.6512    32.6569    26.2383    26.2427  
SKQ202312S_047       2    2023 09 25 03 14 17   38.125     37.732    -0.6632    -0.6624   2.674070   2.674935   2.674935     0.1040     2.9698     0.1415     0.0000     2.2273     2.2402     0.7977     0.0000     0.2756     1.8473    63.0136 4.0791e-02    289.874    276.650   71.71928 -161.77238     32.6453    32.6561    26.2333    26.2421  
SKQ202312S_047       3    2023 09 25 03 14 26   38.142     37.748    -0.6659    -0.6716   2.674067   2.674393   2.674393     0.1182     2.9590     0.1553     0.0000     2.2278     2.2325     1.5997     0.0000     0.3613     1.8618    62.7850 4.5950e-02    290.445    274.618   71.71928 -161.77238     32.6482    32.6588    26.2358    26.2445  
SKQ202312S_047       4    2023 09 25 03 16 34   30.533     30.218    -0.6368    -0.6360   2.675976   2.676866   2.676866     0.1142     3.0411     0.8576     0.0000     2.2448     2.2517     0.9418     0.0000     0.3373     1.7523    64.5273 7.0996e-01    291.691    277.736   71.71928 -161.77240     32.6470    32.6580    26.2337    26.2426  
SKQ202312S_047       5    2023 09 25 03 16 42   30.590     30.274    -0.6370    -0.6359   2.675963   2.676874   2.676874     0.1137     3.0777     0.8496     0.0000     2.2460     2.2546     0.6343     0.0000     0.3340     1.7044    65.3043 6.9476e-01    292.624    278.103   71.71928 -161.77240     32.6469    32.6579    26.2336    26.2425  
SKQ202312S_047       6    2023 09 25 03 16 51   30.497     30.183    -0.6369    -0.6363   2.675964   2.676848   2.676848     0.1212     3.0872     0.8567     0.0000     2.2453     2.2538     0.9461     0.0000     0.3794     1.6922    65.5053 7.0822e-01    292.560    277.301   71.71928 -161.77240     32.6469    32.6581    26.2336    26.2427  
SKQ202312S_047       7    2023 09 25 03 19 05   20.278     20.070    -0.5626    -0.5897   2.676419   2.676067   2.676067     0.5112     3.9920     1.6006     0.0000     2.5295     2.5253     1.1554     0.0000     2.7191     0.6637    84.7105 4.4661e+00    335.626    317.286   71.71926 -161.77248     32.5790    32.6035    26.1758    26.1967  
SKQ202312S_047       8    2023 09 25 03 19 16   20.314     20.105    -0.5668    -0.5621   2.676553   2.677617   2.677617     0.5137     3.9725     1.5986     0.0000     2.5286     2.5320     1.1481     0.0000     2.7340     0.6833    84.2984 4.4450e+00    338.130    321.513   71.71926 -161.77248     32.5853    32.5944    26.1811    26.1883  
SKQ202312S_047       9    2023 09 25 03 19 24   20.322     20.113    -0.6116    -0.6083   2.673903   2.674899   2.674899     0.6084     3.9905     1.6006     0.0000     2.5298     2.5298     1.1488     0.0000     3.3023     0.6653    84.6792 4.4659e+00    338.296    320.631   71.71926 -161.77248     32.5980    32.6078    26.1931    26.2009  
SKQ202312S_047      10    2023 09 25 03 21 48   10.200     10.095     2.3120     2.3134   2.538742   2.539669   2.539669     0.1186     4.1659     2.1491     0.0000     2.6385     2.5913     1.6629     0.0000     0.3635     0.4931    88.4019 1.6091e+01    338.806    312.008   71.71924 -161.77260     28.0262    28.0362    22.3697    22.3776  
SKQ202312S_047      11    2023 09 25 03 21 57   10.207     10.103     2.3119     2.3134   2.538725   2.539658   2.539658     0.1236     4.1565     2.1466     0.0000     2.6381     2.5892     1.6588     0.0000     0.3937     0.5022    88.2019 1.6001e+01    338.367    312.322   71.71922 -161.77260     28.0261    28.0361    22.3696    22.3775  
SKQ202312S_047      12    2023 09 25 03 22 08   10.203     10.099     2.3111     2.3126   2.538449   2.539485   2.539485     0.1229     4.1628     2.1575     0.0000     2.6376     2.5869     1.6603     0.0000     0.3894     0.4960    88.3384 1.6409e+01    338.481    311.044   71.71922 -161.77260     28.0235    28.0347    22.3676    22.3764  
SKQ202312S_047      13    2023 09 25 03 24 48    2.861      2.832     1.8323     1.8357   2.471456   2.472378   2.472378     0.1201     4.1266     2.5411     0.0000     2.6291     2.5837     2.0292     0.0000     0.3725     0.5311    87.5678 3.9862e+01    342.366    317.065   71.71920 -161.77272     27.6303    27.6387    22.0819    22.0884  
SKQ202312S_047      14    2023 09 25 03 24 59    2.836      2.807     1.8484     1.8457   2.472470   2.473126   2.473126     0.1260     4.1358     2.5434     0.0000     2.6302     2.5831     2.0006     0.0000     0.4082     0.5221    87.7640 4.0076e+01    342.578    315.325   71.71920 -161.77273     27.6287    27.6391    22.0797    22.0881  
SKQ202312S_047      15    2023 09 25 03 25 06    2.924      2.894     1.8634     1.8586   2.473631   2.473991   2.473991     0.1163     4.1403     2.5352     0.0000     2.6314     2.5889     2.0321     0.0000     0.3496     0.5177    87.8608 3.9328e+01    342.745    318.259   71.71920 -161.77274     27.6298    27.6384    22.0797    22.0868  
SKQ202312S_049       1    2023 09 25 06 50 21   36.221     35.847    -0.6502    -0.6489   2.675088   2.676029   2.676029     0.1399     2.6317     0.0125     0.0000     2.1916     2.1796     0.9289     0.0000     0.4916     2.3309    55.8375 2.0746e-06    283.621    266.610   71.85008 -162.15674     32.6461    32.6573    26.2334    26.2425  
SKQ202312S_049       2    2023 09 25 06 50 33   36.215     35.842    -0.6497    -0.6487   2.675124   2.676057   2.676057     0.1385     2.6391     0.0124     0.0000     2.1903     2.1814     1.1840     0.0000     0.4827     2.3197    55.9945 1.2102e-06    283.228    267.220   71.85008 -162.15674     32.6461    32.6575    26.2334    26.2427  
SKQ202312S_049       3    2023 09 25 06 50 41   36.206     35.832    -0.6490    -0.6484   2.675197   2.676094   2.676094     0.1409     2.6220     0.0125     0.0000     2.1914     2.1813     0.2506     0.0000     0.4978     2.3457    55.6312 2.0746e-06    283.704    266.771   71.85008 -162.15674     32.6463    32.6576    26.2336    26.2427  
SKQ202312S_049       4    2023 09 25 06 52 26   30.611     30.295    -0.6921    -0.6905   2.670781   2.671762   2.671762     0.1353     2.9940     0.0124     0.0000     2.2088     2.2028     0.5348     0.0000     0.4637     1.8148    63.5272 1.3831e-06    286.987    270.824   71.85008 -162.15676     32.6369    32.6483    26.2276    26.2367  
SKQ202312S_049       5    2023 09 25 06 52 35   30.727     30.410    -0.6909    -0.6904   2.670908   2.671802   2.671802     0.1429     2.9852     0.0122     0.0000     2.2080     2.2014     1.1699     0.0000     0.5096     1.8266    63.3399 1.7289e-07    286.489    270.385   71.85008 -162.15674     32.6372    32.6486    26.2278    26.2370  
SKQ202312S_049       6    2023 09 25 06 52 43   30.603     30.287    -0.6935    -0.6922   2.670683   2.671626   2.671626     0.1385     2.9870     0.0123     0.0000     2.2075     2.2017     0.5370     0.0000     0.4833     1.8241    63.3795 1.0373e-06    286.604    269.999   71.85007 -162.15674     32.6370    32.6483    26.2277    26.2368  
SKQ202312S_049       7    2023 09 25 06 52 52   30.626     30.310    -0.6930    -0.6918   2.670720   2.671653   2.671653     0.1409     2.9864     0.0125     0.0000     2.2079     2.1972     0.5330     0.0000     0.4975     1.8249    63.3669 1.9017e-06    286.460    269.676   71.85008 -162.15674     32.6369    32.6483    26.2276    26.2368  
SKQ202312S_049       8    2023 09 25 06 54 56   20.489     20.279    -0.6267    -0.6249   2.657909   2.658992   2.658992     0.2866     3.4497     0.0122     0.0000     2.4535     2.4379     1.0409     0.0000     1.3720     1.2479    73.2008 3.4577e-07    327.254    307.316   71.85008 -162.15676     32.3996    32.4122    26.0331    26.0433  
SKQ202312S_049       9    2023 09 25 06 55 08   20.486     20.275    -0.6323    -0.6308   2.657716   2.658660   2.658660     0.2927     3.5109     0.0122     0.0000     2.4527     2.4443     1.0473     0.0000     1.4080     1.1775    74.4999 1.7289e-07    327.226    307.488   71.85008 -162.15676     32.4030    32.4140    26.0361    26.0450  
SKQ202312S_049      10    2023 09 25 06 56 55   15.499     15.340    -0.3422    -0.3871   2.651989   2.646946   2.646946     0.4164     3.9628     0.0152     0.0000     2.9781     2.9935     1.2915     0.0000     2.1507     0.6931    84.0911 6.7906e-04    405.273    391.486   71.85008 -162.15676     32.0210    32.0013    25.7162    25.7020  
SKQ202312S_049      11    2023 09 25 06 58 58   10.401     10.294     1.8078     1.8101   2.532730   2.533933   2.533933     0.1531     4.0859     0.1317     0.0000     2.6421     2.6228     1.5542     0.0000     0.5705     0.5707    86.7040 3.7487e-02    343.417    321.067   71.85008 -162.15676     28.4017    28.4144    22.7006    22.7106  
SKQ202312S_049      12    2023 09 25 06 59 13   10.402     10.295     1.8130     1.8137   2.534693   2.535992   2.535992     0.1598     4.0700     0.1090     0.0000     2.6436     2.6275     1.5490     0.0000     0.6110     0.5863    86.3671 2.9607e-02    343.412    322.341   71.85008 -162.15676     28.4212    28.4365    22.7159    22.7281  
SKQ202312S_049      13    2023 09 25 06 59 22   10.345     10.239     1.8111     1.8130   2.536103   2.536549   2.536549     0.1607     4.0876     0.0939     0.0000     2.6412     2.6354     1.5541     0.0000     0.6162     0.5690    86.7400 2.4385e-02    342.699    323.714   71.85008 -162.15676     28.4402    28.4440    22.7312    22.7342  
SKQ202312S_049      14    2023 09 25 07 01 39    2.963      2.933     1.7159     1.7133   2.504414   2.504458   2.504458     0.1358     4.0923     0.6694     0.0000     2.6355     2.6165     1.9334     0.0000     0.4664     0.5644    86.8400 4.2007e-01    343.764    321.553   71.85008 -162.15676     28.1388    28.1416    22.4953    22.4978  
SKQ202312S_049      15    2023 09 25 07 01 49    2.910      2.880     1.7079     1.7096   2.502833   2.503546   2.503546     0.1367     4.0949     0.6825     0.0000     2.6362     2.6136     1.9294     0.0000     0.4725     0.5619    86.8944 4.3798e-01    343.503    321.687   71.85008 -162.15676     28.1264    28.1336    22.4859    22.4916  
SKQ202312S_049      16    2023 09 25 07 01 55    2.969      2.938     1.7120     1.7121   2.503572   2.504104   2.504104     0.1270     4.0863     0.6794     0.0000     2.6347     2.6115     1.9298     0.0000     0.4139     0.5703    86.7119 4.3273e-01    343.530    321.256   71.85008 -162.15676     28.1318    28.1383    22.4900    22.4952  
SKQ202312S_049      17    2023 09 25 07 02 03    2.932      2.902     1.7212     1.7239   2.505400   2.506582   2.506582     0.1202     4.1103     0.6854     0.0000     2.6348     2.6198     1.9284     0.0000     0.3731     0.5469    87.2213 4.3992e-01    343.302    323.157   71.85008 -162.15676     28.1462    28.1583    22.5010    22.5106  
SKQ202312S_050       1    2023 09 26 16 06 37   34.218     33.868     5.9774     5.9785   3.078684   3.079786   3.079786     0.0817     2.4846     0.0126     0.0000     1.9036     1.8748     0.8807     0.0000     0.1421     2.5612    52.7136 3.1119e-06    197.513    183.387   70.58002 -162.49076     30.9883    30.9996    24.3867    24.3955  
SKQ202312S_050       2    2023 09 26 16 06 46   34.207     33.856     5.9755     5.9763   3.078127   3.079083   3.079083     0.0831     2.4868     0.0126     0.0000     1.9027     1.8718     0.1975     0.0000     0.1509     2.5575    52.7617 2.9391e-06    197.295    183.237   70.58002 -162.49076     30.9839    30.9938    24.3834    24.3912  
SKQ202312S_050       3    2023 09 26 16 06 52   34.178     33.828     5.9785     5.9790   3.079018   3.079925   3.079925     0.0826     2.4844     0.0125     0.0000     1.9043     1.8758     0.2001     0.0000     0.1475     2.5615    52.7093 2.4204e-06    198.015    184.151   70.58002 -162.49076     30.9910    31.0007    24.3887    24.3963  
SKQ202312S_050       4    2023 09 26 16 06 58   34.186     33.836     5.9782     5.9790   3.078900   3.079945   3.079945     0.0818     2.4884     0.0126     0.0000     1.9043     1.8740     1.5615     0.0000     0.1430     2.5550    52.7955 2.9391e-06    197.595    183.425   70.58002 -162.49076     30.9900    31.0009    24.3880    24.3965  
SKQ202312S_050       5    2023 09 26 16 09 09   22.092     21.867     5.5052     5.5059   2.994854   2.995885   2.995885     0.0862     2.7419     0.0125     0.0000     1.8045     1.7772     0.8039     0.0000     0.1691     2.1669    58.1748 2.2475e-06    186.772    172.673   70.57996 -162.49074     30.4865    30.4975    24.0443    24.0530  
SKQ202312S_050       6    2023 09 26 16 09 18   22.116     21.890     5.5073     5.5081   2.995073   2.996127   2.996127     0.0869     2.7564     0.0126     0.0000     1.8083     1.7850     0.8006     0.0000     0.1732     2.1457    58.4832 2.9391e-06    187.069    174.815   70.57996 -162.49074     30.4871    30.4982    24.0446    24.0533  
SKQ202312S_050       7    2023 09 26 16 09 26   22.092     21.866     5.5058     5.5073   2.994989   2.996100   2.996100     0.0869     2.7456     0.0126     0.0000     1.8071     1.7785     0.8034     0.0000     0.1733     2.1613    58.2558 2.9391e-06    186.743    172.970   70.57996 -162.49074     30.4875    30.4986    24.0451    24.0537  
SKQ202312S_050       8    2023 09 26 16 11 45   10.289     10.184     6.5765     6.5745   2.905047   2.905675   2.905675     0.1961     4.0388     0.2315     0.0000     2.5781     2.5525     1.3881     0.0000     0.8286     0.6171    85.7049 7.7624e-02    291.771    272.777   70.57988 -162.49072     28.5672    28.5756    22.4074    22.4143  
SKQ202312S_050       9    2023 09 26 16 11 52   10.289     10.184     6.5893     6.5915   2.906477   2.907727   2.907727     0.1987     4.0375     0.2316     0.0000     2.5782     2.5557     1.3863     0.0000     0.8443     0.6184    85.6768 7.7748e-02    291.382    273.965   70.57988 -162.49072     28.5720    28.5837    22.4097    22.4186  
SKQ202312S_050      10    2023 09 26 16 11 58   10.263     10.159     6.5739     6.5756   2.904732   2.905946   2.905946     0.2027     4.0366     0.2356     0.0000     2.5772     2.5526     1.3884     0.0000     0.8678     0.6192    85.6588 7.9318e-02    291.533    272.940   70.57988 -162.49072     28.5659    28.5777    22.4067    22.4157  
SKQ202312S_050      11    2023 09 26 16 12 05   10.263     10.158     6.5593     6.5618   2.903078   2.904341   2.904341     0.1983     4.0366     0.2309     0.0000     2.5773     2.5510     1.3877     0.0000     0.8418     0.6192    85.6578 7.7349e-02    291.568    272.838   70.57988 -162.49073     28.5602    28.5718    22.4039    22.4127  
SKQ202312S_050      12    2023 09 26 16 14 11    2.834      2.805     6.5370     6.5382   2.899668   2.900800   2.900800     0.1992     4.0405     0.8900     0.0000     2.5824     2.5498     1.7606     0.0000     0.8473     0.6154    85.7403 7.7743e-01    292.287    271.575   70.57988 -162.49072     28.5450    28.5562    22.3946    22.4033  
SKQ202312S_050      13    2023 09 26 16 14 18    2.780      2.752     6.5393     6.5390   2.899937   2.900869   2.900869     0.2019     4.0409     0.8850     0.0000     2.5837     2.5514     1.7611     0.0000     0.8636     0.6150    85.7503 7.7414e-01    292.458    272.049   70.57988 -162.49072     28.5460    28.5563    22.3951    22.4033  
SKQ202312S_050      14    2023 09 26 16 14 24    2.774      2.746     6.5389     6.5398   2.899825   2.900879   2.900879     0.2016     4.0392     0.8807     0.0000     2.5835     2.5528     1.7617     0.0000     0.8614     0.6166    85.7138 7.5810e-01    292.151    273.003   70.57988 -162.49072     28.5451    28.5558    22.3944    22.4028  
SKQ202312S_050      15    2023 09 26 16 14 36    2.715      2.687     6.5362     6.5384   2.899570   2.900791   2.900791     0.1987     4.0407     0.9102     0.0000     2.5824     2.5597     1.7632     0.0000     0.8443     0.6152    85.7456 8.2148e-01    292.176    274.305   70.57988 -162.49072     28.5446    28.5561    22.3944    22.4032  
SKQ202312S_051       1    2023 09 26 19 09 35   37.153     36.772     5.3525     5.3534   3.069721   3.070761   3.070761     0.0811     1.7323     0.0128     0.0000     1.9042     1.8821     0.3932     0.0000     0.1386     4.0046    36.7461 4.1493e-06    200.463    186.539   70.71706 -162.85558     31.4655    31.4765    24.8355    24.8441  
SKQ202312S_051       2    2023 09 26 19 09 41   37.137     36.756     5.3532     5.3540   3.069764   3.070802   3.070802     0.0818     1.7328     0.0128     0.0000     1.9045     1.8866     0.2384     0.0000     0.1427     4.0035    36.7556 4.3221e-06    200.362    187.986   70.71706 -162.85556     31.4654    31.4764    24.8353    24.8439  
SKQ202312S_051       3    2023 09 26 19 09 48   37.119     36.738     5.3535     5.3546   3.069785   3.070835   3.070835     0.0812     1.7363     0.0128     0.0000     1.9029     1.8870     0.8411     0.0000     0.1394     3.9954    36.8301 4.4950e-06    200.080    187.581   70.71704 -162.85554     31.4654    31.4763    24.8353    24.8438  
SKQ202312S_051       4    2023 09 26 19 09 59   37.102     36.722     5.3549     5.3559   3.069886   3.070938   3.070938     0.0817     1.7652     0.0127     0.0000     1.9024     1.8864     0.5802     0.0000     0.1421     3.9292    37.4448 3.6306e-06    200.034    187.448   70.71704 -162.85551     31.4652    31.4762    24.8350    24.8436  
SKQ202312S_051       5    2023 09 26 19 11 42   30.570     30.257     5.3632     5.3631   3.070281   3.071220   3.071220     0.0828     1.8133     0.6335     0.0000     1.9072     1.8859     0.5655     0.0000     0.1491     3.8216    38.4662 3.7593e-01    200.565    187.120   70.71698 -162.85510     31.4650    31.4758    24.8340    24.8425  
SKQ202312S_051       6    2023 09 26 19 11 48   30.565     30.252     5.3626     5.3633   3.070240   3.071234   3.071234     0.0810     1.8165     0.6271     0.0000     1.9060     1.8850     0.7499     0.0000     0.1382     3.8146    38.5333 3.6875e-01    200.463    186.962   70.71698 -162.85508     31.4651    31.4758    24.8341    24.8424  
SKQ202312S_051       7    2023 09 26 19 11 54   30.571     30.258     5.3629     5.3634   3.070274   3.071270   3.071270     0.0836     1.7995     0.6263     0.0000     1.9058     1.8838     0.5661     0.0000     0.1539     3.8523    38.1726 3.6782e-01    200.316    186.896   70.71700 -162.85504     31.4652    31.4761    24.8341    24.8427  
SKQ202312S_051       8    2023 09 26 19 13 41   20.291     20.084     7.0707     7.0719   3.159344   3.160275   3.160275     0.1372     4.1389     1.4419     0.0000     2.4821     2.4596     1.0760     0.0000     0.4747     0.5191    87.8285 3.0626e+00    270.420    252.372   70.71704 -162.85453     30.8899    30.8988    24.1735    24.1804  
SKQ202312S_051       9    2023 09 26 19 13 47   20.295     20.088     7.0711     7.0730   3.159272   3.160297   3.160297     0.1367     4.1392     1.4362     0.0000     2.4832     2.4633     1.0747     0.0000     0.4721     0.5187    87.8370 3.0210e+00    270.817    254.173   70.71704 -162.85450     30.8887    30.8982    24.1726    24.1798  
SKQ202312S_051      10    2023 09 26 19 13 53   20.300     20.093     7.0719     7.0750   3.158991   3.160221   3.160221     0.1373     4.1391     1.4318     0.0000     2.4837     2.4572     1.0742     0.0000     0.4758     0.5189    87.8344 2.9898e+00    270.639    252.001   70.71704 -162.85448     30.8849    30.8955    24.1695    24.1774  
SKQ202312S_051      11    2023 09 26 19 15 40   17.256     17.079     7.1474     7.1690   3.101414   3.105754   3.105754     0.1786     4.0837     1.5743     0.0000     2.4685     2.4601     1.2266     0.0000     0.7238     0.5728    86.6585 4.1965e+00    268.412    252.684   70.71708 -162.85398     30.1981    30.2259    23.6196    23.6387  
SKQ202312S_051      12    2023 09 26 19 17 43   10.373     10.267     6.4712     6.4707   2.903733   2.904659   2.904659     0.1890     4.0318     2.2102     0.0000     2.5839     2.5594     1.5702     0.0000     0.7861     0.6240    85.5562 1.8542e+01    293.104    274.928   70.71712 -162.85336     28.6410    28.6515    22.4779    22.4862  
SKQ202312S_051      13    2023 09 26 19 17 51   10.375     10.269     6.4754     6.4728   2.903890   2.905022   2.905022     0.1962     4.0350     2.2173     0.0000     2.5844     2.5676     1.5678     0.0000     0.8292     0.6208    85.6244 1.8849e+01    293.150    275.714   70.71712 -162.85332     28.6391    28.6536    22.4760    22.4877  
SKQ202312S_051      14    2023 09 26 19 17 58   10.353     10.248     6.4743     6.4725   2.904186   2.904881   2.904881     0.2003     4.0306     2.2304     0.0000     2.5843     2.5694     1.5721     0.0000     0.8540     0.6251    85.5314 1.9430e+01    293.226    276.599   70.71712 -162.85328     28.6433    28.6524    22.4794    22.4867  
SKQ202312S_051      15    2023 09 26 19 20 12    2.069      2.048     6.4445     6.4462   2.900464   2.901529   2.901529     0.1835     4.0327     3.0234     0.0000     2.5874     2.5667     1.9812     0.0000     0.7532     0.6231    85.5753 1.2130e+02    293.434    275.670   70.71710 -162.85273     28.6314    28.6416    22.4735    22.4813  
SKQ202312S_051      16    2023 09 26 19 20 18    2.018      1.997     6.4442     6.4479   2.900383   2.901673   2.901673     0.1757     4.0322     3.0118     0.0000     2.5872     2.5641     1.9807     0.0000     0.7060     0.6236    85.5647 1.1814e+02    293.355    275.466   70.71710 -162.85270     28.6307    28.6417    22.4730    22.4812  
SKQ202312S_051      17    2023 09 26 19 20 24    2.094      2.073     6.4568     6.4498   2.901319   2.901817   2.901817     0.1807     4.0338     3.0001     0.0000     2.5873     2.5641     1.9789     0.0000     0.7359     0.6220    85.5991 1.1507e+02    293.431    275.491   70.71710 -162.85268     28.6304    28.6417    22.4712    22.4810  
SKQ202312S_052       1    2023 09 26 20 48 56   38.624     38.227     4.4562     4.4568   3.019810   3.020823   3.020823     0.0815     2.3943     0.1794     0.0000     2.1064     2.0923     0.2757     0.0000     0.1407     2.7093    50.7983 5.5268e-02    234.022    220.062   70.83302 -163.11882     31.7439    31.7551    25.1517    25.1605  
SKQ202312S_052       2    2023 09 26 20 49 02   38.583     38.186     4.4640     4.4692   3.020346   3.021638   3.021638     0.0823     2.4065     0.1658     0.0000     2.1073     2.0980     0.3561     0.0000     0.1458     2.6890    51.0564 4.9943e-02    234.291    221.175   70.83304 -163.11882     31.7426    31.7525    25.1498    25.1572  
SKQ202312S_052       3    2023 09 26 20 49 11   38.673     38.276     4.4685     4.4691   3.020611   3.021624   3.021624     0.0806     2.4563     0.1773     0.0000     2.1074     2.0956     0.6087     0.0000     0.1352     2.6070    52.1132 5.4544e-02    234.185    220.485   70.83304 -163.11882     31.7413    31.7525    25.1484    25.1572  
SKQ202312S_053       1    2023 09 26 23 42 03   39.228     38.825     4.4014     4.4014   3.019081   3.020001   3.020001     0.0855     2.4214     0.0126     0.0000     2.1094     2.1005     0.2315     0.0000     0.1651     2.6642    51.3733 3.1119e-06    234.768    221.166   70.84870 -163.18464     31.7878    31.7985    25.1921    25.2006  
SKQ202312S_053       2    2023 09 26 23 42 20   39.230     38.828     4.3995     4.4009   3.018874   3.019941   3.019941     0.0916     2.3934     0.0127     0.0000     2.1068     2.0989     0.5497     0.0000     0.2017     2.7107    50.7793 3.2848e-06    234.535    220.736   70.84872 -163.18466     31.7873    31.7983    25.1919    25.2005  
SKQ202312S_053       3    2023 09 26 23 42 28   39.226     38.824     4.4007     4.4012   3.018985   3.019962   3.019962     0.0844     2.3795     0.0128     0.0000     2.1064     2.0990     0.2312     0.0000     0.1582     2.7341    50.4841 4.3221e-06    234.439    221.103   70.84872 -163.18468     31.7874    31.7983    25.1918    25.2004  
SKQ202312S_053       4    2023 09 26 23 42 34   39.210     38.807     4.4050     4.4046   3.019504   3.020344   3.020344     0.0842     2.3847     0.0127     0.0000     2.1069     2.1012     0.2326     0.0000     0.1575     2.7255    50.5926 3.4577e-06    234.587    221.519   70.84872 -163.18468     31.7893    31.7995    25.1929    25.2010  
SKQ202312S_053       5    2023 09 26 23 44 42   30.334     30.023     4.4651     4.4659   3.025007   3.025938   3.025938     0.0815     2.6399     0.4744     0.0000     2.1317     2.1270     0.6752     0.0000     0.1412     2.3184    56.0115 2.2438e-01    237.615    224.512   70.84874 -163.18484     31.7998    31.8098    25.1951    25.2030  
SKQ202312S_053       6    2023 09 26 23 44 49   30.313     30.003     4.4745     4.4754   3.025917   3.026921   3.026921     0.0841     2.6569     0.4630     0.0000     2.1354     2.1310     0.6788     0.0000     0.1563     2.2928    56.3717 2.1545e-01    238.148    224.939   70.84874 -163.18486     31.8014    31.8121    25.1954    25.2039  
SKQ202312S_053       7    2023 09 26 23 44 58   30.282     29.972     4.4721     4.4733   3.025637   3.026680   3.026680     0.0801     2.6743     0.4897     0.0000     2.1372     2.1279     0.6794     0.0000     0.1325     2.2667    56.7414 2.3664e-01    238.085    224.722   70.84874 -163.18486     31.8004    31.8114    25.1949    25.2035  
SKQ202312S_053       8    2023 09 26 23 47 09   20.291     20.083     4.7377     4.7515   3.045213   3.047352   3.047352     0.0884     3.1681     1.8152     0.0000     2.2038     2.1944     1.1767     0.0000     0.1822     1.5887    67.2228 7.4194e+00    245.303    230.696   70.84874 -163.18488     31.7768    31.7883    25.1487    25.1564  
SKQ202312S_053       9    2023 09 26 23 47 19   20.290     20.083     4.7440     4.7438   3.046159   3.046737   3.046737     0.0885     3.1543     1.6160     0.0000     2.2081     2.2005     1.1821     0.0000     0.1832     1.6061    66.9303 4.6432e+00    246.870    232.046   70.84874 -163.18488     31.7817    31.7885    25.1519    25.1574  
SKQ202312S_053      10    2023 09 26 23 47 27   20.307     20.099     4.7191     4.7100   3.043987   3.044057   3.044057     0.0911     3.1714     1.6220     0.0000     2.2178     2.2090     1.1788     0.0000     0.1984     1.5845    67.2931 4.7487e+00    248.092    233.142   70.84874 -163.18488     31.7805    31.7900    25.1536    25.1620  
SKQ202312S_053      11    2023 09 26 23 49 38   13.342     13.206     6.8469     6.8458   3.195210   3.195959   3.195959     0.1010     4.1735     2.1530     0.0000     2.5028     2.4904     1.5226     0.0000     0.2580     0.4858    88.5642 1.6238e+01    273.307    256.901   70.84874 -163.18488     31.4856    31.4948    24.6714    24.6788  
SKQ202312S_053      12    2023 09 26 23 51 26   10.082      9.979     5.8719     5.8911   3.004115   3.001253   3.001253     0.2185     4.0789     2.1280     0.0000     2.5768     2.5713     1.6854     0.0000     0.9629     0.5775    86.5564 1.5349e+01    293.498    276.882   70.84874 -163.18490     30.2652    30.2161    23.8281    23.7872  
SKQ202312S_053      13    2023 09 26 23 51 33   10.111     10.008     5.8398     5.8492   3.008618   3.008772   3.008772     0.2221     4.0832     2.1669     0.0000     2.5775     2.5733     1.6848     0.0000     0.9846     0.5733    86.6474 1.6921e+01    293.303    277.508   70.84874 -163.18490     30.3441    30.3374    23.8941    23.8877  
SKQ202312S_053      14    2023 09 26 23 51 40   10.103     10.000     5.8418     5.8456   3.007090   3.009671   3.009671     0.2195     4.0838     2.2163     0.0000     2.5787     2.5743     1.6861     0.0000     0.9691     0.5727    86.6601 1.8817e+01    293.694    277.011   70.84874 -163.18490     30.3253    30.3506    23.8790    23.8986  
SKQ202312S_053      15    2023 09 26 23 54 03    2.819      2.790     5.5716     5.5725   2.895187   2.896249   2.896249     0.1725     4.0202     2.9305     0.0000     2.5937     2.5904     2.0553     0.0000     0.6872     0.6356    85.3097 9.9448e+01    299.867    283.295   70.84874 -163.18492     29.3193    29.3304    23.1147    23.1234  
SKQ202312S_053      16    2023 09 26 23 54 11    2.717      2.689     5.6764     5.6632   2.930889   2.923894   2.923894     0.1701     4.0226     2.7862     0.0000     2.5912     2.5882     2.0611     0.0000     0.6729     0.6331    85.3616 7.1413e+01    297.198    281.687   70.84874 -163.18492     29.6261    29.5597    23.3456    23.2946  
SKQ202312S_053      17    2023 09 26 23 54 18    2.837      2.808     5.5866     5.5859   2.895155   2.896302   2.896302     0.1690     4.0206     2.9504     0.0000     2.5877     2.5854     2.0557     0.0000     0.6663     0.6351    85.3188 1.0272e+02    298.453    282.268   70.84874 -163.18490     29.3058    29.3192    23.1025    23.1131  
SKQ202312S_054       1    2023 09 27 02 33 02   40.233     39.820     1.6897     1.6902   2.821666   2.822632   2.822632     0.1092     2.5055     0.0420     0.0000     2.3682     2.3667     0.9202     0.0000     0.3073     2.5276    53.1584 8.1390e-03    293.203    277.624   70.97168 -163.56660     32.0905    32.1022    25.6628    25.6721  
