% Cruise_CSN    Bottle        Date                PrDM      DepSM      T090C      T190C      C0S/m      C1S/m      C1S/m         V0         V1         V2         V3         V4         V5         V6         V7  FlECO-AFL   CStarAt0   CStarTr0        Par Sbox0Mm/Kg Sbox1Mm/Kg   Latitude  Longitude       Sal00      Sal11  Sigma-t00  Sigma-t11    
SKQ202312S_021      10    2023 09 18 03 04 43   30.344     30.044     3.2222     3.2250   3.002354   3.003500   3.003500     0.1421     3.9144     1.1854     0.0000     2.2717     2.3002     0.8844     0.0000     0.5046     0.7422    83.0644 1.6438e+00    264.459    254.367   64.99174 -169.13882     32.7600    32.7710    26.0777    26.0862  
SKQ202312S_021      11    2023 09 18 03 06 56   20.253     20.053     2.7708     2.7727   2.956159   2.957226   2.957226     0.1919     3.8626     1.7558     0.0000     2.2235     2.2430     1.3892     0.0000     0.8032     0.7955    81.9647 6.4350e+00    260.677    249.105   64.99192 -169.13894     32.6637    32.6748    26.0398    26.0485  
SKQ202312S_021      12    2023 09 18 03 07 03   20.320     20.120     2.7712     2.7737   2.956181   2.957333   2.957333     0.1888     3.8719     1.7515     0.0000     2.2231     2.2488     1.3817     0.0000     0.7850     0.7858    82.1631 6.3702e+00    260.471    250.685   64.99192 -169.13894     32.6636    32.6750    26.0396    26.0486  
SKQ202312S_021      13    2023 09 18 03 07 09   20.355     20.154     2.7715     2.7717   2.956171   2.957082   2.957082     0.1857     3.8744     1.7441     0.0000     2.2230     2.2502     1.3791     0.0000     0.7660     0.7833    82.2160 6.2627e+00    260.591    250.341   64.99192 -169.13896     32.6631    32.6740    26.0393    26.0480  
SKQ202312S_021      14    2023 09 18 03 07 15   20.181     19.982     2.7716     2.7705   2.956167   2.956903   2.956903     0.1834     3.8655     1.7591     0.0000     2.2207     2.2515     1.3869     0.0000     0.7526     0.7925    82.0266 6.4855e+00    259.999    250.864   64.99192 -169.13896     32.6630    32.6731    26.0392    26.0473  
SKQ202312S_021      15    2023 09 18 03 09 19   10.479     10.376     2.7775     2.7868   2.948701   2.951016   2.951016     0.2005     3.9471     2.3710     0.0000     2.3173     2.3410     1.8586     0.0000     0.8553     0.7089    83.7584 2.6902e+01    272.736    262.671   64.99204 -169.13880     32.5711    32.5900    25.9653    25.9796  
SKQ202312S_021      16    2023 09 18 03 09 26   10.309     10.207     2.7831     2.7837   2.949610   2.950344   2.950344     0.2021     3.9131     2.3865     0.0000     2.3278     2.3572     1.8842     0.0000     0.8645     0.7435    83.0364 2.7886e+01    276.763    266.313   64.99205 -169.13879     32.5767    32.5850    25.9693    25.9759  
SKQ202312S_021      17    2023 09 18 03 09 36   10.308     10.206     2.7863     2.7942   2.950097   2.951371   2.951371     0.1915     3.9178     2.4024     0.0000     2.3267     2.3597     1.8827     0.0000     0.8008     0.7388    83.1353 2.8929e+01    275.778    265.656   64.99206 -169.13878     32.5794    32.5868    25.9712    25.9764  
SKQ202312S_021      18    2023 09 18 03 09 52   10.202     10.102     2.7998     2.8315   2.951561   2.954006   2.954006     0.2033     3.9261     2.4197     0.0000     2.3100     2.3559     1.8865     0.0000     0.8716     0.7303    83.3125 3.0113e+01    272.342    265.175   64.99208 -169.13876     32.5835    32.5812    25.9733    25.9688  
SKQ202312S_021      19    2023 09 18 03 12 12    2.236      2.214     2.3609     2.2741   2.893535   2.884182   2.884182     0.2933     3.9264     2.9531     0.0000     2.4938     2.5335     2.2888     0.0000     1.4116     0.7301    83.3183 1.0320e+02    304.879    295.291   64.99218 -169.13888     32.3221    32.2949    25.7997    25.7845  
SKQ202312S_021      20    2023 09 18 03 12 18    2.025      2.005     2.4480     2.3503   2.903144   2.892906   2.892906     0.2466     3.9211     2.9733     0.0000     2.4837     2.5311     2.2893     0.0000     1.1317     0.7354    83.2067 1.0832e+02    300.972    294.546   64.99218 -169.13888     32.3522    32.3253    25.8170    25.8030  
SKQ202312S_021      21    2023 09 18 03 12 25    2.038      2.018     2.5033     2.3850   2.909577   2.897317   2.897317     0.2631     3.9407     2.9826     0.0000     2.4676     2.5172     2.2967     0.0000     1.2307     0.7155    83.6219 1.1054e+02    297.481    291.084   64.99218 -169.13888     32.3751    32.3444    25.8309    25.8157  
SKQ202312S_021      22    2023 09 18 03 12 32    2.075      2.055     2.5187     2.4815   2.911310   2.908292   2.908292     0.2465     3.9470     2.9697     0.0000     2.4533     2.4965     2.2993     0.0000     1.1309     0.7090    83.7573 1.0720e+02    294.561    285.336   64.99218 -169.13888     32.3808    32.3815    25.8343    25.8377  
SKQ202312S_021      23    2023 09 18 03 12 41    2.336      2.313     2.3144     2.3264   2.887852   2.890958   2.890958     0.3127     3.8703     2.9305     0.0000     2.4652     2.4878     2.2933     0.0000     1.5282     0.7875    82.1287 9.7909e+01    302.168    287.710   64.99218 -169.13888     32.2992    32.3253    25.7850    25.8049  
SKQ202312S_023       1    2023 09 18 07 10 54   43.065     42.638     2.2190     2.2178   2.920793   2.921585   2.921585     0.2339     3.5625     0.0122     0.0000     2.0744     2.0935     1.2667     0.0000     1.0552     1.1192    75.5948 1.0000e-12    242.404    232.646   64.96166 -169.88356     32.7821    32.7931    26.1785    26.1875  
SKQ202312S_023       2    2023 09 18 07 11 04   42.916     42.492     2.2179     2.2188   2.920701   2.921661   2.921661     0.2305     3.5566     0.0122     0.0000     2.0725     2.0954     1.9638     0.0000     1.0350     1.1257    75.4699 1.7289e-07    242.191    232.696   64.96164 -169.88356     32.7822    32.7931    26.1787    26.1874  
SKQ202312S_023       3    2023 09 18 07 11 19   43.121     42.694     2.2147     2.2154   2.920426   2.921359   2.921359     0.2126     3.5578     0.0122     0.0000     2.0717     2.0906     1.3695     0.0000     0.9273     1.1244    75.4948 1.0000e-12    242.036    232.339   64.96164 -169.88354     32.7819    32.7928    26.1787    26.1873  
SKQ202312S_023       4    2023 09 18 07 11 30   43.017     42.591     2.2168     2.2177   2.920602   2.921557   2.921557     0.2416     3.5645     0.0122     0.0000     2.0696     2.0884     1.9440     0.0000     1.1014     1.1169    75.6376 1.0000e-12    241.617    231.857   64.96162 -169.88354     32.7820    32.7929    26.1786    26.1872  
SKQ202312S_023       5    2023 09 18 07 11 48   42.926     42.501     2.2184     2.2220   2.920723   2.921916   2.921916     0.1983     3.5755     0.0122     0.0001     2.0691     2.0914     1.2419     0.0000     0.8415     1.1046    75.8698 3.4577e-07    241.777    232.549   64.96162 -169.88352     32.7818    32.7930    26.1784    26.1870  
SKQ202312S_023       6    2023 09 18 07 13 57   30.656     30.354     3.2459     3.2459   3.006392   3.007257   3.007257     0.1261     4.0041     0.0123     0.0000     2.2718     2.3032     0.8685     0.0000     0.4090     0.6516    84.9680 1.0373e-06    264.469    254.984   64.96160 -169.88354     32.7845    32.7950    26.0951    26.1034  
SKQ202312S_023       7    2023 09 18 07 14 07   30.576     30.274     3.2427     3.2432   3.006133   3.007043   3.007043     0.1360     4.0050     0.0123     0.0000     2.2726     2.3014     0.8772     0.0000     0.4679     0.6507    84.9866 5.1866e-07    264.699    254.453   64.96160 -169.88352     32.7847    32.7951    26.0956    26.1038  
SKQ202312S_023       8    2023 09 18 07 14 18   30.806     30.502     3.2504     3.2456   3.006758   3.007267   3.007267     0.1231     4.0060     0.0123     0.0000     2.2721     2.3028     0.8609     0.0000     0.3907     0.6497    85.0082 8.6443e-07    264.393    254.691   64.96160 -169.88352     32.7842    32.7953    26.0945    26.1037  
SKQ202312S_023       9    2023 09 18 07 16 25   20.662     20.458     1.3188     1.3182   2.793561   2.794324   2.794324     0.3898     3.7940     0.0122     0.0000     2.4640     2.5075     1.3704     0.0000     1.9908     0.8673    80.5075 1.0000e-12    311.240    300.658   64.96160 -169.88352     32.1266    32.1368    25.7159    25.7242  
SKQ202312S_023      10    2023 09 18 07 16 33   20.787     20.583     1.3167     1.3157   2.793487   2.794497   2.794497     0.3970     3.7794     0.0122     0.0000     2.4690     2.5024     1.3632     0.0000     2.0338     0.8826    80.1997 1.0000e-12    311.885    298.749   64.96160 -169.88352     32.1277    32.1416    25.7169    25.7281  
SKQ202312S_023      11    2023 09 18 07 16 44   20.679     20.475     1.3228     1.3230   2.794498   2.795395   2.795395     0.4055     3.7708     0.0122     0.0000     2.4665     2.5055     1.3723     0.0000     2.0850     0.8917    80.0162 1.0000e-12    310.991    299.987   64.96160 -169.88352     32.1344    32.1455    25.7219    25.7308  
SKQ202312S_023      12    2023 09 18 07 18 25   15.063     14.915     1.3208     1.3248   2.793560   2.794832   2.794832     0.4105     3.7696     0.0122     0.0000     2.4716     2.5084     1.6520     0.0000     2.1147     0.8930    79.9902 1.0000e-12    311.402    300.186   64.96168 -169.88360     32.1276    32.1396    25.7166    25.7260  
SKQ202312S_023      13    2023 09 18 07 20 14   10.301     10.199     1.2946     1.2956   2.790994   2.791967   2.791967     0.3855     3.7781     0.0168     0.0000     2.4731     2.5069     1.8936     0.0000     1.9651     0.8841    80.1706 1.2124e-03    311.813    300.020   64.96172 -169.88362     32.1246    32.1359    25.7159    25.7249  
SKQ202312S_023      14    2023 09 18 07 20 20   10.435     10.333     1.2935     1.2942   2.790917   2.791867   2.791867     0.3916     3.7774     0.0355     0.0000     2.4723     2.5025     1.8800     0.0000     2.0018     0.8847    80.1574 6.3677e-03    311.822    299.578   64.96174 -169.88362     32.1247    32.1360    25.7160    25.7250  
SKQ202312S_023      15    2023 09 18 07 20 28   10.524     10.421     1.2959     1.2965   2.791096   2.792024   2.792024     0.3992     3.7767     0.0241     0.0000     2.4728     2.5058     1.8872     0.0000     2.0473     0.8855    80.1415 3.2307e-03    312.066    300.101   64.96174 -169.88364     32.1244    32.1356    25.7156    25.7246  
SKQ202312S_023      16    2023 09 18 07 22 55    3.153      3.123     1.3534     1.3662   2.795223   2.796988   2.796988     0.4203     3.7298     0.5798     0.0000     2.4910     2.5267     2.2526     0.0000     2.1735     0.9355    79.1455 3.2171e-01    313.369    301.918   64.96174 -169.88366     32.1218    32.1310    25.7099    25.7165  
SKQ202312S_023      17    2023 09 18 07 23 00    3.353      3.320     1.3664     1.3694   2.796177   2.797271   2.797271     0.4220     3.7193     0.6081     0.0000     2.4919     2.5279     2.2497     0.0000     2.1837     0.9467    78.9239 3.5069e-01    314.329    302.922   64.96174 -169.88366     32.1204    32.1312    25.7080    25.7164  
SKQ202312S_023      18    2023 09 18 07 23 05    3.292      3.260     1.3707     1.3648   2.796464   2.796942   2.796942     0.4142     3.7186     0.5570     0.0000     2.4968     2.5323     2.2495     0.0000     2.1372     0.9475    78.9080 2.9968e-01    315.209    303.017   64.96174 -169.88366     32.1197    32.1318    25.7071    25.7172  
SKQ202312S_023      19    2023 09 18 07 23 10    3.446      3.412     1.3556     1.3465   2.795353   2.795602   2.795602     0.4123     3.7144     0.5689     0.0000     2.4970     2.5328     2.2489     0.0000     2.1257     0.9520    78.8192 3.1110e-01    314.950    302.980   64.96174 -169.88366     32.1211    32.1336    25.7092    25.7198  
SKQ202312S_025       1    2023 09 20 21 15 18   41.242     40.818     2.5085     2.5089   2.853171   2.854096   2.854096     0.0903     3.4488     0.0123     0.0000     2.5628     2.5846     1.4157     0.0000     0.1934     1.2491    73.1802 1.0373e-06    316.859    303.756   71.24684 -157.16436     31.6573    31.6683    25.2569    25.2656  
SKQ202312S_025       2    2023 09 20 21 15 24   41.098     40.675     2.5226     2.5271   2.853751   2.855014   2.855014     0.0945     3.4381     0.0123     0.0000     2.5623     2.5808     0.6067     0.0000     0.2191     1.2614    72.9533 5.1866e-07    316.749    302.618   71.24684 -157.16436     31.6505    31.6615    25.2503    25.2589  
SKQ202312S_025       3    2023 09 20 21 15 34   41.349     40.923     2.5136     2.5192   2.853296   2.854619   2.854619     0.0900     3.4110     0.0123     0.0000     2.5617     2.5748     0.6990     0.0000     0.1920     1.2930    72.3783 1.0373e-06    316.690    301.253   71.24684 -157.16436     31.6538    31.6643    25.2537    25.2617  
SKQ202312S_025       4    2023 09 20 21 15 44   40.911     40.490     2.5243     2.5297   2.853853   2.855115   2.855115     0.0905     3.4152     0.0125     0.0000     2.5627     2.5715     0.5047     0.0000     0.1947     1.2881    72.4677 1.9017e-06    317.116    300.537   71.24684 -157.16436     31.6502    31.6603    25.2500    25.2576  
SKQ202312S_025       5    2023 09 20 21 17 51   30.072     29.764     3.7234     3.7232   2.911584   2.912481   2.912481     0.1115     4.0125     0.1721     0.0000     2.5879     2.6082     0.8158     0.0000     0.3212     0.6432    85.1468 5.2414e-02    310.761    296.733   71.24684 -157.16440     31.1826    31.1934    24.7763    24.7850  
SKQ202312S_025       6    2023 09 20 21 18 01   30.008     29.700     3.7313     3.7275   2.912707   2.913241   2.913241     0.0986     4.0169     0.2263     0.0000     2.5825     2.6063     0.8150     0.0000     0.2436     0.6388    85.2394 7.5103e-02    309.469    296.222   71.24684 -157.16442     31.1884    31.1983    24.7802    24.7885  
SKQ202312S_025       7    2023 09 20 21 18 09   30.277     29.966     3.7715     3.7726   2.916473   2.918333   2.918333     0.0979     4.0156     0.1889     0.0000     2.5835     2.6062     0.8080     0.0000     0.2393     0.6401    85.2113 5.9232e-02    310.044    296.383   71.24684 -157.16440     31.1943    31.2152    24.7812    24.7978  
SKQ202312S_025       8    2023 09 20 21 20 51   20.267     20.059     3.5695     3.5677   2.885694   2.886385   2.886385     0.1038     3.5218     0.9168     0.0000     2.5964     2.6195     1.3025     0.0000     0.2749     1.1651    74.7300 8.3092e-01    313.115    301.029   71.24684 -157.16438     31.0280    31.0379    24.6672    24.6752  
SKQ202312S_025       9    2023 09 20 21 20 58   20.660     20.448     3.5861     3.5919   2.886981   2.888657   2.888657     0.1020     3.5750     0.8749     0.0000     2.5978     2.6146     1.2773     0.0000     0.2638     1.1052    75.8592 7.4392e-01    314.063    298.949   71.24684 -157.16438     31.0273    31.0415    24.6651    24.6759  
SKQ202312S_025      10    2023 09 20 21 21 05   20.335     20.127     3.5666     3.5627   2.885116   2.885648   2.885648     0.1020     3.5036     0.9152     0.0000     2.6008     2.6256     1.2903     0.0000     0.2642     1.1859    74.3454 8.2798e-01    314.779    301.385   71.24684 -157.16438     31.0238    31.0339    24.6641    24.6725  
SKQ202312S_025      11    2023 09 20 21 22 51   15.309     15.153     3.5971     3.5988   2.873312   2.874396   2.874396     0.1196     3.2040     1.4904     0.0000     2.6117     2.6285     1.5452     0.0000     0.3696     1.5435    67.9866 3.4385e+00    315.514    300.749   71.24684 -157.16438     30.8574    30.8687    24.5290    24.5378  
SKQ202312S_025      12    2023 09 20 21 24 35    9.646      9.547     4.0883     4.0825   2.895378   2.895953   2.895953     0.1624     4.0284     1.8982     0.0000     2.5959     2.6228     1.8229     0.0000     0.6265     0.6273    85.4853 8.9958e+00    309.164    296.778   71.24684 -157.16440     30.6573    30.6695    24.3250    24.3352  
SKQ202312S_025      13    2023 09 20 21 24 42    9.677      9.578     4.0885     4.0895   2.895368   2.896362   2.896362     0.1605     4.0283     1.8686     0.0000     2.5967     2.6049     1.8347     0.0000     0.6150     0.6275    85.4816 8.3783e+00    309.702    294.016   71.24683 -157.16440     30.6569    30.6676    24.3247    24.3331  
SKQ202312S_025      14    2023 09 20 21 24 52   10.084      9.981     4.0922     4.0934   2.896413   2.897418   2.897418     0.1585     4.0295     1.8542     0.0000     2.5948     2.6223     1.7976     0.0000     0.6029     0.6262    85.5086 8.1066e+00    309.019    296.740   71.24682 -157.16440     30.6655    30.6762    24.3312    24.3395  
SKQ202312S_025      15    2023 09 20 21 26 28    3.656      3.619     3.9941     4.0144   2.841329   2.844464   2.844464     0.1850     2.9101     2.7481     0.0000     2.6031     2.6295     2.1209     0.0000     0.7618     1.9285    61.7467 6.4509e+01    312.139    299.221   71.24684 -157.16440     30.1160    30.1340    23.9037    23.9162  
SKQ202312S_025      16    2023 09 20 21 26 35    3.703      3.665     3.9970     3.9939   2.842051   2.843650   2.843650     0.1846     2.9056     2.7104     0.0000     2.6039     2.6090     2.1267     0.0000     0.7594     1.9348    61.6494 5.8925e+01    312.419    295.742   71.24684 -157.16440     30.1218    30.1433    23.9081    23.9254  
SKQ202312S_025      17    2023 09 20 21 26 40    3.920      3.880     3.9943     3.9984   2.843784   2.845262   2.845262     0.1884     2.9612     2.6695     0.0000     2.6037     2.6268     2.1152     0.0000     0.7821     1.8590    62.8316 5.3623e+01    312.366    299.727   71.24684 -157.16440     30.1444    30.1579    23.9263    23.9366  
SKQ202312S_025      18    2023 09 20 21 26 46    3.875      3.835     4.0013     3.9991   2.844427   2.844987   2.844987     0.1843     2.9649     2.6861     0.0000     2.6031     2.6279     2.1179     0.0000     0.7579     1.8540    62.9093 5.5916e+01    311.881    298.709   71.24684 -157.16439     30.1455    30.1540    23.9265    23.9335  
SKQ202312S_026       1    2023 09 20 23 22 25   51.380     50.849     2.1639     2.1631   2.836003   2.836872   2.836872     0.0944     3.0143     0.0124     0.0000     2.5286     2.5443     0.2395     0.0000     0.2188     1.7878    63.9577 1.5560e-06    315.263    299.317   71.28777 -157.24540     31.7840    31.7956    25.3840    25.3933  
SKQ202312S_026       2    2023 09 20 23 22 35   51.355     50.825     2.1611     2.1619   2.835817   2.836785   2.836785     0.0950     3.0246     0.0126     0.0005     2.5280     2.5490     0.6453     0.0000     0.2222     1.7741    64.1767 2.9391e-06    315.146    302.339   71.28777 -157.24540     31.7846    31.7958    25.3847    25.3936  
SKQ202312S_026       3    2023 09 20 23 22 43   51.129     50.601     2.1618     2.1624   2.835864   2.836822   2.836822     0.0933     3.0015     0.0127     0.0000     2.5274     2.5480     1.9921     0.0000     0.2121     1.8048    63.6863 3.8035e-06    314.897    300.792   71.28776 -157.24540     31.7845    31.7958    25.3846    25.3935  
SKQ202312S_026       4    2023 09 20 23 22 49   51.128     50.600     2.1614     2.1616   2.835831   2.836763   2.836763     0.0946     2.9998     0.0126     0.0000     2.5276     2.5501     0.2515     0.0000     0.2198     1.8070    63.6509 3.1119e-06    314.896    301.358   71.28776 -157.24540     31.7846    31.7959    25.3847    25.3937  
SKQ202312S_026       5    2023 09 20 23 23 06   51.335     50.805     2.1626     2.1635   2.835919   2.836892   2.836892     0.0947     3.0298     0.0126     0.0000     2.5288     2.5424     0.5799     0.0000     0.2204     1.7673    64.2867 2.7662e-06    315.283    299.494   71.28776 -157.24542     31.7843    31.7955    25.3844    25.3933  
SKQ202312S_026       6    2023 09 20 23 25 38   40.141     39.728     2.2166     2.2197   2.838829   2.839936   2.839936     0.0945     3.0768     0.4474     0.0000     2.5339     2.5591     0.7983     0.0000     0.2191     1.7056    65.2853 2.0361e-01    315.214    301.637   71.28778 -157.24532     31.7723    31.7828    25.3708    25.3790  
SKQ202312S_026       7    2023 09 20 23 25 46   40.472     40.055     2.2165     2.2165   2.838844   2.839767   2.839767     0.0980     3.0951     0.4149     0.0000     2.5336     2.5593     0.7841     0.0000     0.2400     1.6820    65.6725 1.8039e-01    315.087    301.641   71.28778 -157.24532     31.7724    31.7837    25.3709    25.3799  
SKQ202312S_026       8    2023 09 20 23 28 12   30.169     29.859     3.1720     3.1750   2.892629   2.846855   2.846855     0.0934     3.9608     1.1013     0.0000     2.5769     2.6006     1.3042     0.0000     0.2127     0.6951    84.0487 1.3353e+00    313.456    301.414   71.28780 -157.24504     31.4892    30.9370    25.0690    24.6287  
SKQ202312S_026       9    2023 09 20 23 28 43   30.065     29.757     3.1809     3.1786   2.893373   2.685687   2.685687     0.0965     3.9611     1.0972     0.0000     2.5786     2.5416     1.3054     0.0000     0.2312     0.6948    84.0556 1.3198e+00    313.560    296.788   71.28782 -157.24502     31.4896    29.0100    25.0686    23.0930  
SKQ202312S_026      10    2023 09 20 23 28 51   30.334     30.023     3.1681     3.1638   2.892466   2.703318   2.703318     0.0948     3.9610     1.1030     0.0000     2.5788     2.5428     1.2904     0.0000     0.2207     0.6948    84.0535 1.3394e+00    313.689    299.297   71.28782 -157.24500     31.4910    29.2329    25.0707    23.2718  
SKQ202312S_026      11    2023 09 20 23 28 58   30.261     29.950     3.1850     3.1808   2.893739   2.731926   2.731926     0.0960     3.9669     1.1241     0.0000     2.5788     2.5631     1.2964     0.0000     0.2278     0.6890    84.1773 1.4119e+00    313.563    299.535   71.28782 -157.24498     31.4898    29.5582    25.0684    23.5295  
SKQ202312S_026      12    2023 09 20 23 33 46   20.017     19.812     4.2612     4.1997   2.947462   2.550054   2.550054     0.1170     3.9803     1.7396     0.0000     2.5361     1.5643     1.8149     0.0000     0.3542     0.6754    84.4624 6.1974e+00    298.765    154.554   71.28780 -157.24508     31.0973    26.5626    24.6579    21.0652  
SKQ202312S_026      13    2023 09 20 23 33 53   20.080     19.874     4.2399     4.2088   2.947784   2.557262   2.557262     0.1165     3.9677     1.7124     0.0000     2.5336     1.5677     1.8119     0.0000     0.3509     0.6881    84.1947 5.8119e+00    297.892    154.881   71.28780 -157.24508     31.1211    26.6377    24.6788    21.1239  
SKQ202312S_026      14    2023 09 20 23 33 58   20.278     20.070     4.1964     4.2142   2.948095   2.561212   2.561212     0.1120     3.9550     1.6824     0.0000     2.5284     1.5707     1.7855     0.0000     0.3244     0.7010    83.9250 5.4175e+00    297.265    155.276   71.28780 -157.24506     31.1659    26.6784    24.7186    21.1558  
SKQ202312S_026      15    2023 09 20 23 36 05   10.254     10.150     4.3336     4.3361   2.882751   2.603702   2.603702     0.2109     3.9114     2.3381     0.0000     2.6057     1.6308     2.2465     0.0000     0.9178     0.7453    82.9999 2.4936e+01    309.663    162.502   71.28782 -157.24494     30.2827    27.0692    24.0042    21.4551  
SKQ202312S_026      16    2023 09 20 23 36 11   10.027      9.924     4.3386     4.3356   2.883534   2.604477   2.604477     0.2090     3.9007     2.3456     0.0000     2.6064     1.6322     2.3229     0.0000     0.9056     0.7563    82.7735 2.5370e+01    309.951    162.682   71.28782 -157.24494     30.2873    27.0785    24.0074    21.4626  
SKQ202312S_026      17    2023 09 20 23 36 17    9.762      9.663     4.3315     4.3357   2.882406   2.604296   2.604296     0.2122     3.9190     2.3463     0.0000     2.6067     1.6338     2.2714     0.0000     0.9252     0.7375    83.1612 2.5507e+01    309.850    162.931   71.28782 -157.24492     30.2808    27.0765    24.0030    21.4610  
SKQ202312S_026      18    2023 09 20 23 36 26    9.407      9.311     4.3309     4.3361   2.882344   2.607304   2.607304     0.2114     3.9176     2.4715     0.0004     2.6044     1.6350     2.3350     0.0000     0.9204     0.7389    83.1326 3.3950e+01    309.004    162.990   71.28781 -157.24492     30.2809    27.1107    24.0031    21.4881  
SKQ202312S_026      19    2023 09 20 23 38 47    2.696      2.668     4.3868     4.4139   2.886374   2.638257   2.638257     0.2111     3.9063     2.9991     0.0000     2.6118     1.6567     2.6671     0.0000     0.9187     0.7505    82.8914 1.1534e+02    309.387    165.127   71.28780 -157.24494     30.2794    27.4030    23.9965    21.7130  
SKQ202312S_026      20    2023 09 20 23 38 53    2.407      2.382     4.3725     4.4100   2.885143   2.639335   2.639335     0.2142     3.8873     3.0358     0.0000     2.6114     1.6566     2.6371     0.0000     0.9375     0.7701    82.4879 1.2476e+02    309.822    165.092   71.28780 -157.24494     30.2784    27.4187    23.9971    21.7257  
SKQ202312S_026      21    2023 09 20 23 38 58    2.873      2.843     4.3680     4.4055   2.884826   2.642324   2.642324     0.2153     3.9031     2.9633     0.0000     2.6126     1.6569     2.6708     0.0000     0.9439     0.7538    82.8243 1.0563e+02    310.336    165.196   71.28780 -157.24492     30.2787    27.4564    23.9978    21.7560  
SKQ202312S_026      22    2023 09 20 23 39 06    2.593      2.567     4.3619     4.3994   2.884295   2.646492   2.646492     0.2115     3.9008     3.0018     0.0000     2.6114     1.6580     2.5738     0.0000     0.9212     0.7562    82.7756 1.1575e+02    309.970    165.382   71.28782 -157.24492     30.2782    27.5092    23.9980    21.7984  
SKQ202312S_027       1    2023 09 21 01 18 08   85.429     84.540    -1.1536    -1.1534   2.620912   2.622708   2.622708     0.2269     3.5720     0.0122     0.0094     2.3414     2.3544     0.2741     0.0000     1.0132     1.1084    75.7974 3.4577e-07    316.368    300.825   71.32998 -157.33132     32.4284    32.4526    26.0740    26.0936  
SKQ202312S_027       2    2023 09 21 01 18 15   85.313     84.425    -1.1587    -1.1698   2.620609   2.621688   2.621688     0.2227     3.5559     0.0122     0.0000     2.3407     2.3498     0.9563     0.0000     0.9885     1.1266    75.4541 1.7289e-07    316.108    300.417   71.32998 -157.33132     32.4299    32.4566    26.0754    26.0974  
SKQ202312S_027       3    2023 09 21 01 18 23   85.495     84.605    -1.1754    -1.1664   2.619626   2.621835   2.621835     0.2335     3.5589     0.0122     0.0000     2.3400     2.3514     0.2678     0.0000     1.0531     1.1232    75.5176 1.0000e-12    316.253    301.051   71.32998 -157.33132     32.4345    32.4548    26.0796    26.0958  
SKQ202312S_027       4    2023 09 21 01 18 29   85.824     84.931    -1.1609    -1.1751   2.620489   2.621509   2.621509     0.2342     3.5830     0.0122     0.0000     2.3403     2.3570     0.2524     0.0000     1.0571     1.0961    76.0312 1.7289e-07    316.074    303.339   71.32998 -157.33132     32.4303    32.4596    26.0757    26.1000  
SKQ202312S_027       5    2023 09 21 01 20 47   76.118     75.327    -0.6559    -0.6543   2.651847   2.653695   2.653695     0.1057     3.7888     0.0124     0.0000     2.3622     2.3746     0.7376     0.0000     0.2864     0.8727    80.3986 1.3831e-06    315.031    298.789   71.32996 -157.33146     32.3166    32.3397    25.9671    25.9857  
SKQ202312S_027       6    2023 09 21 01 23 46   51.156     50.628    -0.3115    -0.3127   2.674499   2.676097   2.676097     0.1088     3.7283     0.0376     0.0000     2.4037     2.4034     1.9971     0.0000     0.3048     0.9370    79.1148 6.8525e-03    317.214    299.529   71.32996 -157.33148     32.2667    32.2892    25.9135    25.9317  
SKQ202312S_027       7    2023 09 21 01 23 54   50.803     50.278    -0.3023    -0.3016   2.675160   2.676914   2.676914     0.1057     3.7340     0.0521     0.0000     2.4033     2.4017     2.0183     0.0000     0.2865     0.9310    79.2344 1.1126e-02    317.247    300.559   71.32996 -157.33152     32.2659    32.2885    25.9124    25.9307  
SKQ202312S_027       8    2023 09 21 01 26 16   40.617     40.199     0.0622     0.0876   2.698662   2.701498   2.701498     0.0963     3.8616     0.4658     0.0000     2.4687     2.4763     2.5320     0.0000     0.2300     0.7965    81.9446 2.1757e-01    324.199    306.059   71.32992 -157.33176     32.1971    32.2076    25.8410    25.8484  
SKQ202312S_027       9    2023 09 21 01 26 25   40.511     40.094     0.0994     0.1061   2.700274   2.702302   2.702302     0.1007     3.8888     0.4710     0.0000     2.4675     2.4750     2.5375     0.0000     0.2563     0.7684    82.5212 2.2167e-01    323.970    308.379   71.32992 -157.33176     32.1792    32.1988    25.8248    25.8404  
SKQ202312S_027      10    2023 09 21 01 28 32   30.495     30.181     1.6274     1.6240   2.792393   2.794576   2.794576     0.0745     4.1891     0.8928     0.0000     2.5694     2.5730     3.0446     0.0000     0.0991     0.4708    88.8959 7.7997e-01    326.806    310.552   71.32990 -157.33178     31.7919    31.8227    25.4276    25.4525  
SKQ202312S_027      11    2023 09 21 01 28 44   30.633     30.318     1.5211     1.4808   2.786802   2.786284   2.786284     0.0696     4.1481     0.8923     0.0000     2.5640     2.5758     3.0330     0.0000     0.0699     0.5103    88.0248 7.7890e-01    324.754    307.945   71.32990 -157.33180     31.8292    31.8635    25.4644    25.4946  
SKQ202312S_027      12    2023 09 21 01 29 03   30.845     30.528     1.3486     1.1759   2.777792   2.769643   2.769643     0.0693     4.1191     0.8601     0.0000     2.5595     2.5772     3.0257     0.0000     0.0681     0.5387    87.4091 7.1481e-01    323.865    310.571   71.32991 -157.33182     31.8907    31.9638    25.5247    25.5940  
