time (UTC),pressure,latitude (degrees_north),longitude (degrees_east),BTLID,salinity_ch1 (PSU),salinity_ch2 (PSU),sigma_t_ch1 (kg m-3),sigma_t_ch2 (kg m-3),chlor_fluorescence (ugrams/l),par (umol m-2 s-1),temperature_ch1 (degree_C),oxy_percentsat_ch1 (percent),oxy_conc_ch1 (umol/kg),oxy_conc_ch2 (umol/kg),temperature_ch2 (degree_C),transmissometry (percent),Water_Depth (dbar),air_pressure_at_sealevel (mbar),wind_direction (degrees),wind_speed (m s-1),air_temperature (degree_C),Station_Name,profile_id,SI (uM/l),PO4 (uM/l),NO2 (uM/l),NO3 (uM/l),NH4 (uM/l),PO4_WOCE_FLAG,SI_WOCE_FLAG,NO3_WOCE_FLAG,NO2_WOCE_FLAG,NH4_WOCE_FLAG
2023-09-17T03:44:23Z,39.0,64.672,-170.64183,NaN,33.0137,33.024,26.27983,26.287981,0.5481,0.2449,3.2237,72.45934,235.96558,236.57799,3.2244,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T03:44:23Z,40.0,64.672,-170.64183,NaN,33.0135,33.024,26.27968,26.28799,0.5577,0.20277,3.2236,72.54845,236.2567,236.34842,3.2243,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T03:44:23Z,41.0,64.672,-170.64183,3.0,33.0137,33.0239,26.27984,26.287891,0.6079,0.17306,3.2236,72.48461,236.04846,236.66502,3.2245,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc012,59.3,2.579,0.22,27.5,4.6,NaN,NaN,NaN,NaN,NaN
2023-09-17T03:44:23Z,42.0,64.672,-170.64183,NaN,33.0135,33.0238,26.279726,26.287876,0.5369,0.14906,3.2231,72.496025,236.08887,236.912,3.2238,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc012,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,0.0,64.6725,-170.26334,NaN,32.7061,32.7167,26.092548,26.10098,4.4538,NaN,2.54,94.61188,314.09552,314.6213,2.5405,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,1.0,64.6725,-170.26334,NaN,32.7061,32.7167,26.092548,26.10098,4.4538,NaN,2.54,94.61188,314.09552,314.6213,2.5405,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,2.0,64.6725,-170.26334,NaN,32.7061,32.7167,26.092548,26.10098,4.4538,NaN,2.54,94.61188,314.09552,314.6213,2.5405,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,3.0,64.6725,-170.26334,NaN,32.7061,32.7167,26.092548,26.10098,4.4538,NaN,2.54,94.61188,314.09552,314.6213,2.5405,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,4.0,64.6725,-170.26334,NaN,32.7061,32.7167,26.092548,26.10098,4.4538,NaN,2.54,94.61188,314.09552,314.6213,2.5405,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,5.0,64.6725,-170.26334,NaN,32.7061,32.7167,26.092548,26.10098,4.4538,0.11778,2.54,94.61188,314.09552,314.6213,2.5405,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,6.0,64.6725,-170.26334,NaN,32.7193,32.7293,26.101479,26.10913,4.2503,0.067024,2.5601,94.4449,313.3527,314.72794,2.5643,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,7.0,64.6725,-170.26334,NaN,32.7424,32.7603,26.116282,26.12919,4.2656,0.036137,2.6052,94.85246,314.2965,314.5604,2.6223,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,8.0,64.6725,-170.26334,NaN,32.7407,32.7541,26.115086,26.12519,4.3895,0.005055,2.6032,94.50481,313.16415,313.22867,2.6106,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,9.0,64.6725,-170.26334,NaN,32.7418,32.751,26.11577,26.123226,4.6027,1.1571E-4,2.6056,93.68551,310.42807,311.2877,2.6043,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,10.0,64.6725,-170.26334,NaN,32.7692,32.778,26.133738,26.140604,4.7935,-1.495E-6,2.6536,93.473206,309.29056,309.6524,2.6556,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,11.0,64.6725,-170.26334,NaN,32.7685,32.7809,26.132833,26.142445,4.554,1.0E-12,2.6578,92.77197,306.93985,308.67758,2.6614,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,12.0,64.6725,-170.26334,NaN,32.7868,32.7899,26.145016,26.148335,4.1973,1.0E-12,2.6874,92.544464,305.9194,307.768,2.6772,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,13.0,64.6725,-170.26334,NaN,32.8042,32.8048,26.156199,26.15788,5.0476,1.0E-12,2.7202,91.48556,302.1328,303.01236,2.7057,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,14.0,64.6725,-170.26334,NaN,32.8119,32.8209,26.161135,26.16824,4.999,1.0E-12,2.7348,89.167206,294.35248,296.65842,2.7358,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,15.0,64.6725,-170.26334,NaN,32.8341,32.8408,26.175423,26.181076,4.5529,1.0E-12,2.776,83.95363,276.81195,280.82587,2.7724,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,16.0,64.6725,-170.26334,NaN,32.8578,32.873,26.190603,26.201683,4.5568,1.0E-12,2.8205,81.17487,267.30664,269.0363,2.833,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,17.0,64.6725,-170.26334,NaN,32.8967,32.9089,26.215927,26.224836,4.1207,1.0E-12,2.888,80.08195,263.18958,264.08914,2.8977,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,18.0,64.6725,-170.26334,NaN,32.9944,33.0034,26.27974,26.286585,3.9608,1.0E-12,3.0515,78.65419,257.2647,257.9093,3.0553,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,19.0,64.6725,-170.26334,NaN,33.0183,33.0268,26.296087,26.302797,3.0535,1.0E-12,3.0824,77.37907,252.85548,253.17543,3.0832,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,20.0,64.6725,-170.26334,NaN,33.0212,33.03,26.298153,26.30511,2.3912,1.0E-12,3.0852,76.51925,250.02306,249.74605,3.0859,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,21.0,64.6725,-170.26334,NaN,33.0275,33.0363,26.30264,26.309572,2.4027,1.0E-12,3.0913,76.15068,248.7695,248.05095,3.0923,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,22.0,64.6725,-170.26334,NaN,33.0343,33.0434,26.307623,26.314802,2.203,1.0E-12,3.0963,75.12267,245.36832,245.30809,3.0972,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,23.0,64.6725,-170.26334,NaN,33.0384,33.0479,26.310778,26.318295,1.7226,1.0E-12,3.0976,72.99866,238.41571,238.79315,3.0983,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,24.0,64.6725,-170.26334,NaN,33.0403,33.0497,26.312462,26.31989,1.5864,1.0E-12,3.0957,71.94289,234.97516,234.6544,3.0965,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,25.0,64.6725,-170.26334,NaN,33.0416,33.0511,26.313765,26.321262,1.648,1.0E-12,3.0927,71.32328,232.96635,232.10521,3.0936,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,26.0,64.6725,-170.26334,NaN,33.0426,33.0524,26.315172,26.322866,1.4902,1.0E-12,3.0858,71.06974,232.17589,231.09337,3.0872,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,27.0,64.6725,-170.26334,NaN,33.0467,33.0565,26.321026,26.328642,1.5589,1.0E-12,3.0565,70.96457,231.99252,231.0009,3.0588,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,28.0,64.6725,-170.26334,NaN,33.0492,33.059,26.32475,26.332447,1.1903,1.0E-12,3.0368,70.34737,230.08214,228.30919,3.0382,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,29.0,64.6725,-170.26334,NaN,33.0497,33.0598,26.325403,26.333391,1.0082,1.0E-12,3.0339,69.726555,228.06711,227.47469,3.0347,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,30.0,64.6725,-170.26334,NaN,33.0499,33.0599,26.32558,26.333471,1.0321,1.0E-12,3.0337,69.53628,227.44551,226.63802,3.0347,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,31.0,64.6725,-170.26334,NaN,33.0501,33.06,26.325748,26.33356,0.9673,1.0E-12,3.0336,69.51879,227.38853,225.81657,3.0346,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,32.0,64.6725,-170.26334,NaN,33.0511,33.0612,26.326818,26.334806,1.0363,1.0E-12,3.0305,69.58653,227.62578,225.62944,3.0313,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,33.0,64.6725,-170.26334,NaN,33.0522,33.0622,26.327784,26.335701,0.941,1.0E-12,3.0295,69.60187,227.67964,226.08966,3.0302,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,34.0,64.6725,-170.26334,NaN,33.0526,33.0624,26.328129,26.335861,1.0951,1.0E-12,3.0292,69.536,227.4652,225.85901,3.0302,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,35.0,64.6725,-170.26334,NaN,33.0528,33.0627,26.328306,26.336126,0.981,1.0E-12,3.029,69.3334,226.80319,225.51846,3.0299,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,36.0,64.6725,-170.26334,NaN,33.053,33.0629,26.328484,26.336304,0.9912,4.0819E-7,3.0288,69.07251,225.95056,224.98317,3.0297,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,37.0,64.6725,-170.26334,NaN,33.0532,33.063,26.328644,26.336384,0.9391,1.5882E-7,3.0288,68.93612,225.50404,224.29881,3.0297,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,38.0,64.6725,-170.26334,NaN,33.053,33.063,26.328457,26.336367,0.9045,3.0669E-7,3.0291,68.8887,225.34761,224.37715,3.0299,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,39.0,64.6725,-170.26334,NaN,33.0532,33.063,26.328644,26.336384,1.0473,-1.321E-8,3.0288,68.80437,225.07307,224.64589,3.0297,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,40.0,64.6725,-170.26334,NaN,33.0531,33.063,26.328615,26.336428,0.9377,1.0E-12,3.0282,68.80773,225.08757,223.96915,3.0292,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,41.0,64.6725,-170.26334,NaN,33.0532,33.0631,26.328756,26.336586,0.9759,1.0E-12,3.0275,68.71539,224.78922,224.17152,3.0283,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,42.0,64.6725,-170.26334,NaN,33.0532,33.0631,26.328756,26.336586,0.9888,1.6902E-7,3.0275,68.679924,224.67317,224.17043,3.0283,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T06:56:27Z,43.0,64.6725,-170.26334,NaN,33.0531,33.063,26.328703,26.336533,0.9846,-1.595E-8,3.0272,68.70786,224.76642,224.35757,3.028,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,0.0,64.66917,-169.92033,NaN,32.5688,32.5783,26.00557,26.013412,2.6147,NaN,2.249,91.78482,307.25583,307.78214,2.2458,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,1.0,64.66917,-169.92033,NaN,32.5688,32.5783,26.00557,26.013412,2.6147,NaN,2.249,91.78482,307.25583,307.78214,2.2458,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,2.0,64.66917,-169.92033,17.0,32.5688,32.5783,26.00557,26.013412,2.6147,NaN,2.249,91.78482,307.25583,307.78214,2.2458,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,38.4,1.852,0.19,17.6,2.16,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,3.0,64.66917,-169.92033,NaN,32.5688,32.5783,26.00557,26.013412,2.6147,NaN,2.249,91.78482,307.25583,307.78214,2.2458,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,4.0,64.66917,-169.92033,NaN,32.5688,32.5783,26.00557,26.013412,2.6147,NaN,2.249,91.78482,307.25583,307.78214,2.2458,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,5.0,64.66917,-169.92033,NaN,32.5688,32.5783,26.00557,26.013412,2.6147,0.14363,2.249,91.78482,307.25583,307.78214,2.2458,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,6.0,64.66917,-169.92033,NaN,32.5768,32.5864,26.010286,26.01792,2.6505,0.11066,2.271,91.670425,306.685,307.08148,2.2716,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,7.0,64.66917,-169.92033,NaN,32.5878,32.5985,26.018772,26.027332,2.6445,0.072436,2.2751,91.88329,307.33975,307.15002,2.2751,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,8.0,64.66917,-169.92033,NaN,32.5888,32.5957,26.019962,26.025307,2.9362,0.028077,2.27,91.84067,307.2341,306.60165,2.2723,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,9.0,64.66917,-169.92033,NaN,32.5841,32.5933,26.016708,26.0241,2.83,0.0078448,2.2634,91.807945,307.18643,307.70163,2.263,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,10.0,64.66917,-169.92033,14.0,32.5831,32.5944,26.016077,26.024948,3.0316,0.0011841,2.2612,91.79258,307.15433,307.4851,2.2634,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,39.0,1.867,0.19,18.1,2.1,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,11.0,64.66917,-169.92033,NaN,32.5839,32.5966,26.016817,26.02667,2.899,1.6334E-4,2.2599,91.77251,307.09528,306.68326,2.2639,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,12.0,64.66917,-169.92033,NaN,32.5866,32.5971,26.018648,26.026962,2.7814,5.0748E-6,2.2642,91.18668,305.0958,305.90317,2.2653,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,13.0,64.66917,-169.92033,NaN,32.5866,32.5974,26.018608,26.027142,3.0635,1.0E-12,2.2647,85.44056,285.86658,288.81396,2.2661,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,14.0,64.66917,-169.92033,NaN,32.5891,32.5979,26.02041,26.027504,2.8957,1.0E-12,2.2673,83.95144,280.86063,282.18802,2.2666,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,15.0,64.66917,-169.92033,NaN,32.6173,32.6215,26.040749,26.044315,2.7211,1.0E-12,2.2962,81.45921,272.26703,275.82214,2.2935,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,16.0,64.66917,-169.92033,NaN,32.7927,32.8007,26.165003,26.170973,3.1085,1.0E-12,2.4997,78.50328,260.70734,262.0252,2.505,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,17.0,64.66917,-169.92033,NaN,32.8658,32.8643,26.215815,26.215513,3.2019,1.0E-12,2.5938,77.58906,256.9249,256.37088,2.5828,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,18.0,64.66917,-169.92033,NaN,32.8945,32.8966,26.235956,26.238087,3.124,1.0E-12,2.6279,75.225174,248.83167,249.4055,2.6224,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,19.0,64.66917,-169.92033,NaN,32.9751,32.9793,26.290955,26.29426,3.3149,1.0E-12,2.7411,74.17617,244.52293,244.07431,2.7417,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,20.0,64.66917,-169.92033,10.0,33.008,33.013,26.308874,26.313063,2.9596,1.0E-12,2.84,73.588326,241.93086,240.312,2.8377,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,56.1,2.526,0.24,28.2,2.65,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,21.0,64.66917,-169.92033,NaN,33.0146,33.0229,26.31166,26.318193,2.8532,1.0E-12,2.8691,73.04205,239.95003,238.14362,2.8702,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,22.0,64.66917,-169.92033,NaN,33.02,33.0287,26.316383,26.323277,2.3424,1.0E-12,2.8643,72.8087,239.20204,238.04787,2.8649,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,23.0,64.66917,-169.92033,NaN,33.0224,33.0316,26.319128,26.32643,1.6883,1.0E-12,2.8546,72.50756,238.2655,237.09479,2.8551,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,24.0,64.66917,-169.92033,NaN,33.0225,33.0317,26.31937,26.326681,1.4063,1.0E-12,2.8527,72.39986,237.92258,237.0665,2.8531,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,25.0,64.66917,-169.92033,NaN,33.0227,33.0321,26.319649,26.327059,1.5029,1.0E-12,2.8513,72.290276,237.57034,235.61185,2.8524,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,26.0,64.66917,-169.92033,NaN,33.0232,33.0325,26.320091,26.327438,1.2252,1.8351E-7,2.8508,72.23701,237.39732,235.94368,2.8517,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,27.0,64.66917,-169.92033,NaN,33.0233,33.0327,26.320127,26.327564,1.1854,-1.339E-9,2.8513,72.165764,237.16008,235.74022,2.8521,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,28.0,64.66917,-169.92033,NaN,33.0233,33.0328,26.320127,26.327644,1.1684,1.0E-12,2.8513,72.1024,236.95184,235.15488,2.8521,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,29.0,64.66917,-169.92033,NaN,33.0233,33.0328,26.32012,26.327618,1.3092,1.0E-12,2.8514,71.87529,236.2049,235.42688,2.8524,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,30.0,64.66917,-169.92033,NaN,33.0232,33.0329,26.320047,26.32768,1.0631,1.0E-12,2.8513,71.75022,235.79463,235.51936,2.8526,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,31.0,64.66917,-169.92033,7.0,33.0234,33.0329,26.320173,26.327646,1.1171,1.0E-12,2.8517,71.804,235.96869,234.92749,2.853,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,58.4,2.601,0.24,28.1,3.68,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,32.0,64.66917,-169.92033,NaN,33.0235,33.0329,26.320236,26.327724,1.1511,1.8175E-7,2.8519,71.682724,235.56879,234.58368,2.8521,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,33.0,64.66917,-169.92033,NaN,33.0228,33.0323,26.320215,26.327732,1.2141,-7.875E-9,2.8456,71.68945,235.62888,234.2377,2.8464,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-17T08:29:33Z,34.0,64.66917,-169.92033,NaN,33.0222,33.032,26.320374,26.328072,1.1247,1.0E-12,2.8381,71.75618,235.89305,234.3106,2.8396,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
