time (UTC),pressure,latitude (degrees_north),longitude (degrees_east),BTLID,salinity_ch1 (PSU),salinity_ch2 (PSU),sigma_t_ch1 (kg m-3),sigma_t_ch2 (kg m-3),chlor_fluorescence (ugrams/l),par (umol m-2 s-1),temperature_ch1 (degree_C),oxy_percentsat_ch1 (percent),oxy_conc_ch1 (umol/kg),oxy_conc_ch2 (umol/kg),temperature_ch2 (degree_C),transmissometry (percent),Water_Depth (dbar),air_pressure_at_sealevel (mbar),wind_direction (degrees),wind_speed (m s-1),air_temperature (degree_C),Station_Name,profile_id,SI (uM/l),PO4 (uM/l),NO2 (uM/l),NO3 (uM/l),NH4 (uM/l),PO4_WOCE_FLAG,SI_WOCE_FLAG,NO3_WOCE_FLAG,NO2_WOCE_FLAG,NH4_WOCE_FLAG
2023-09-22T14:08:00Z,669.0,72.4655,-156.54617,NaN,34.8509,34.8612,27.947548,27.955755,0.0139,5.9556E-6,0.6616,86.256454,295.38327,295.46707,0.663,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,670.0,72.4655,-156.54617,NaN,34.851,34.8611,27.947653,27.9557,0.0,4.6751E-6,0.6612,86.24172,295.33563,295.65857,0.6626,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,671.0,72.4655,-156.54617,NaN,34.8509,34.861,27.947592,27.955626,-0.0049,7.602E-6,0.6609,86.27245,295.44336,295.86636,0.6625,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,672.0,72.4655,-156.54617,NaN,34.8509,34.8611,27.947603,27.955713,-0.0015,6.1056E-6,0.6607,86.29803,295.53247,295.46707,0.6624,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,673.0,72.4655,-156.54617,NaN,34.8509,34.861,27.947617,27.955633,-0.0027,5.3565E-6,0.6605,86.20501,295.21545,294.75443,0.6624,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,674.0,72.4655,-156.54617,NaN,34.8509,34.861,27.947647,27.955677,0.0059,6.0661E-6,0.66,86.17244,295.1077,294.51724,0.6617,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,675.0,72.4655,-156.54617,NaN,34.8509,34.861,27.94766,27.955683,0.0049,4.9928E-6,0.6598,86.179565,295.1336,294.7588,0.6616,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,676.0,72.4655,-156.54617,NaN,34.8509,34.861,27.947655,27.955683,0.0109,4.842E-6,0.6599,86.234535,295.32114,295.0841,0.6616,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,677.0,72.4655,-156.54617,NaN,34.8508,34.8609,27.947573,27.955603,0.0139,5.6535E-6,0.6599,86.276825,295.46616,295.42465,0.6616,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,678.0,72.4655,-156.54617,NaN,34.8507,34.8609,27.947542,27.955664,0.0012,5.1934E-6,0.6591,86.30463,295.5677,295.627,0.6606,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,679.0,72.4655,-156.54617,NaN,34.8508,34.861,27.947636,27.955738,0.0043,5.7896E-6,0.6589,86.240425,295.3491,295.08517,0.6607,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,680.0,72.4655,-156.54617,NaN,34.8508,34.8609,27.947655,27.955688,0.0033,5.9369E-6,0.6586,86.179565,295.14294,294.83493,0.6602,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,681.0,72.4655,-156.54617,NaN,34.8509,34.861,27.947779,27.955814,-9.0E-4,6.8048E-6,0.6579,86.24766,295.38123,295.2125,0.6595,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,682.0,72.4655,-156.54617,NaN,34.8509,34.861,27.947773,27.955807,-2.0E-4,5.9516E-6,0.658,86.26814,295.45062,295.392,0.6596,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,683.0,72.4655,-156.54617,NaN,34.8507,34.8611,27.947731,27.956062,-5.0E-4,6.9093E-6,0.6561,86.248375,295.3978,295.22662,0.6568,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,684.0,72.4655,-156.54617,NaN,34.8507,34.8612,27.947905,27.95628,0.005,5.4708E-6,0.6533,86.28209,295.53455,295.3735,0.6546,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,685.0,72.4655,-156.54617,NaN,34.8509,34.8612,27.948185,27.956367,0.0018,5.8779E-6,0.6514,86.31824,295.67233,295.42572,0.6532,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,686.0,72.4655,-156.54617,NaN,34.8508,34.8611,27.948086,27.956287,-9.0E-4,5.9686E-6,0.6517,86.25502,295.45374,295.18094,0.6532,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,687.0,72.4655,-156.54617,NaN,34.851,34.8612,27.94826,27.956387,0.0035,5.9611E-6,0.6515,86.17305,295.174,295.40506,0.6529,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,688.0,72.4655,-156.54617,NaN,34.851,34.8614,27.94837,27.956703,0.0123,5.9292E-6,0.6497,86.26614,295.50656,295.6825,0.6504,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,689.0,72.4655,-156.54617,NaN,34.8511,34.8616,27.948606,27.957,-9.0E-4,6.4883E-6,0.6472,86.33325,295.75522,295.40506,0.6482,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,690.0,72.4655,-156.54617,NaN,34.8514,34.8615,27.948898,27.956934,0.0036,5.4834E-6,0.6464,86.32805,295.74277,295.55847,0.648,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,691.0,72.4655,-156.54617,NaN,34.8513,34.8616,27.94881,27.957027,0.0029,5.7878E-6,0.6465,86.307335,295.6713,295.64114,0.6478,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,692.0,72.4655,-156.54617,NaN,34.8512,34.8615,27.948843,27.957027,-0.0041,6.546E-6,0.6447,86.368,295.893,295.3115,0.6465,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,693.0,72.4655,-156.54617,NaN,34.8513,34.8615,27.949005,27.957113,-0.0094,8.2844E-6,0.6434,86.32556,295.7573,295.08954,0.6451,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,694.0,72.4655,-156.54617,NaN,34.8511,34.8615,27.948906,27.957195,0.003,6.9286E-6,0.6424,86.36312,295.89404,295.42792,0.6438,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,695.0,72.4655,-156.54617,NaN,34.8513,34.8615,27.949184,27.957289,0.0017,7.5799E-6,0.6405,86.33878,295.82462,295.57697,0.6423,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,696.0,72.4655,-156.54617,NaN,34.851,34.8616,27.94906,27.9575,0.0039,8.059E-6,0.6386,86.3389,295.84015,295.98605,0.6402,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,697.0,72.4655,-156.54617,NaN,34.8514,34.8616,27.949564,27.957693,0.0107,7.4774E-6,0.6357,86.36206,295.94064,296.17535,0.6371,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,698.0,72.4655,-156.54617,NaN,34.8512,34.8616,27.949358,27.957644,0.005,5.5752E-6,0.6364,86.28669,295.67752,295.3637,0.6379,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,699.0,72.4655,-156.54617,NaN,34.8514,34.8617,27.949644,27.957829,0.0051,4.579E-6,0.6344,86.30294,295.74796,295.13196,0.6362,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,700.0,72.4655,-156.54617,NaN,34.8514,34.8616,27.949625,27.957743,0.0076,5.3952E-6,0.6347,86.335655,295.85776,295.3833,0.6363,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,701.0,72.4655,-156.54617,NaN,34.8513,34.8617,27.9496,27.957897,0.0129,5.7948E-6,0.6338,86.31696,295.80078,295.41486,0.6351,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,702.0,72.4655,-156.54617,NaN,34.8516,34.8617,27.949905,27.957928,0.0067,5.012E-6,0.6328,86.31313,295.7946,295.25275,0.6346,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,703.0,72.4655,-156.54617,NaN,34.8515,34.8617,27.949806,27.957935,0.0014,6.4118E-6,0.6331,86.26839,295.6392,295.61505,0.6345,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,704.0,72.4655,-156.54617,NaN,34.8515,34.8617,27.949787,27.957891,0.0051,5.9275E-6,0.6334,86.31591,295.79974,296.02957,0.6352,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,705.0,72.4655,-156.54617,NaN,34.8516,34.8617,27.949867,27.957891,-3.0E-4,6.6058E-6,0.6334,86.34953,295.91476,296.28088,0.6352,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,706.0,72.4655,-156.54617,NaN,34.8516,34.8617,27.949856,27.957891,0.0141,6.2563E-6,0.6336,86.343025,295.89093,295.90335,0.6352,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,707.0,72.4655,-156.54617,NaN,34.8515,34.8617,27.949768,27.957884,-0.0077,6.161E-6,0.6337,86.39275,296.06082,295.43008,0.6353,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,708.0,72.4655,-156.54617,NaN,34.8513,34.8618,27.949867,27.95825,-0.0095,4.6047E-6,0.6295,86.31649,295.83188,295.22552,0.6307,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,709.0,72.4655,-156.54617,5.0,34.8517,34.8618,27.950283,27.958344,9.0E-4,5.911E-6,0.628,86.27021,295.68372,295.6999,0.6292,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,7.3,0.872,0.01,12.1,0.12,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,710.0,72.4655,-156.54617,NaN,34.8516,34.8618,27.950233,27.958332,0.0047,7.3413E-6,0.6275,86.33432,295.9075,295.7358,0.6294,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,711.0,72.4655,-156.54617,NaN,34.8516,34.8619,27.950352,27.95858,0.0056,4.6312E-6,0.6256,86.386925,296.10226,295.67163,0.6267,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,712.0,72.4655,-156.54617,NaN,34.8517,34.8619,27.950377,27.958525,0.0086,5.4144E-6,0.6265,86.40169,296.14578,295.4366,0.6276,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,713.0,72.4655,-156.54617,NaN,34.8516,34.8618,27.95032,27.958443,0.0082,5.838E-6,0.6261,86.36325,296.0173,295.63245,0.6276,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,714.0,72.4655,-156.54617,NaN,34.8517,34.8619,27.950457,27.958616,0.0055,4.6987E-6,0.6252,86.31024,295.84222,295.62592,0.6261,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,715.0,72.4655,-156.54617,NaN,34.8516,34.8618,27.950418,27.95855,0.0067,5.6744E-6,0.6245,86.29562,295.7977,295.54977,0.6259,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,716.0,72.4655,-156.54617,NaN,34.8518,34.8619,27.950518,27.958555,-0.0,6.4751E-6,0.6255,86.28831,295.76453,296.01868,0.6271,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,717.0,72.4655,-156.54617,NaN,34.8517,34.8618,27.950377,27.958387,7.0E-4,6.7782E-6,0.6265,86.37147,296.04218,296.0165,0.6285,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,718.0,72.4655,-156.54617,NaN,34.8518,34.8619,27.950487,27.958506,0.0065,5.5241E-6,0.626,86.394,296.123,295.95776,0.6279,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,719.0,72.4655,-156.54617,NaN,34.8517,34.8619,27.950377,27.958487,1.0E-4,5.9443E-6,0.6265,86.40985,296.17377,295.80978,0.6282,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,720.0,72.4655,-156.54617,NaN,34.8517,34.8619,27.950377,27.958525,5.0E-4,5.9037E-6,0.6265,86.38053,296.07327,295.6923,0.6276,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,721.0,72.4655,-156.54617,NaN,34.8516,34.8619,27.950426,27.958624,0.0077,6.0019E-6,0.6244,86.38517,296.10538,295.6934,0.626,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,722.0,72.4655,-156.54617,NaN,34.8518,34.8619,27.950592,27.958616,0.0126,5.3448E-6,0.6243,86.376015,296.0743,295.4921,0.6261,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,723.0,72.4655,-156.54617,NaN,34.8518,34.8619,27.950611,27.95866,0.0052,6.2411E-6,0.624,86.31612,295.87125,295.12543,0.6254,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,724.0,72.4655,-156.54617,NaN,34.8516,34.8619,27.950525,27.958735,0.0065,5.5414E-6,0.6228,86.31513,295.87744,295.0014,0.6242,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,725.0,72.4655,-156.54617,NaN,34.8517,34.862,27.950686,27.958889,-0.0044,6.9985E-6,0.6215,86.398445,296.17273,295.27014,0.623,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,726.0,72.4655,-156.54617,NaN,34.8518,34.862,27.950796,27.95892,-0.0095,5.9894E-6,0.621,86.37746,296.10434,295.5813,0.6225,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,727.0,72.4655,-156.54617,NaN,34.8518,34.8619,27.950796,27.958834,9.0E-4,6.5427E-6,0.621,86.33243,295.94998,295.8457,0.6226,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,728.0,72.4655,-156.54617,NaN,34.8518,34.8619,27.950804,27.958847,0.0019,5.7881E-6,0.6209,86.2778,295.7635,296.26022,0.6224,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,729.0,72.4655,-156.54617,NaN,34.8518,34.8619,27.950804,27.958847,0.0021,5.9266E-6,0.6209,86.31377,295.88678,296.07526,0.6224,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,730.0,72.4655,-156.54617,NaN,34.8518,34.8619,27.950796,27.958847,0.001,6.3543E-6,0.621,86.28558,295.7894,295.7641,0.6224,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,731.0,72.4655,-156.54617,NaN,34.8519,34.8621,27.950878,27.959002,0.0036,6.2618E-6,0.621,86.23246,295.60706,295.3833,0.6225,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,732.0,72.4655,-156.54617,NaN,34.8518,34.8619,27.950779,27.958809,0.0059,6.686E-6,0.6213,86.337326,295.96448,295.52582,0.623,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,733.0,72.4655,-156.54617,NaN,34.8521,34.862,27.950983,27.958858,0.0048,5.3659E-6,0.6219,86.35367,296.01526,295.59656,0.6235,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,734.0,72.4655,-156.54617,NaN,34.8521,34.8621,27.950933,27.958858,1.0E-4,7.137E-6,0.6227,86.33338,295.9396,295.6194,0.6248,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,735.0,72.4655,-156.54617,NaN,34.852,34.8622,27.95084,27.958958,-0.0011,6.8569E-6,0.6229,86.31925,295.8899,295.7249,0.6245,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,736.0,72.4655,-156.54617,NaN,34.8522,34.8621,27.95102,27.958908,0.0111,5.1206E-6,0.6226,86.26371,295.70132,295.49536,0.624,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,737.0,72.4655,-156.54617,NaN,34.8521,34.8623,27.95097,27.959112,0.0027,5.5589E-6,0.6221,86.33809,295.96033,295.0286,0.6233,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,738.0,72.4655,-156.54617,NaN,34.8522,34.8623,27.951052,27.959082,-1.0E-4,7.0809E-6,0.6221,86.35569,296.02042,295.0656,0.6238,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,739.0,72.4655,-156.54617,NaN,34.8522,34.8622,27.951027,27.958994,0.0052,5.4862E-6,0.6225,86.43304,296.28253,295.29626,0.6239,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,740.0,72.4655,-156.54617,NaN,34.8519,34.8623,27.950878,27.959162,-8.0E-4,5.9308E-6,0.621,86.38659,296.1354,295.43335,0.6225,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,741.0,72.4655,-156.54617,NaN,34.8523,34.8622,27.9513,27.959175,0.0115,5.1006E-6,0.6194,86.38029,296.12506,295.14612,0.621,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,742.0,72.4655,-156.54617,NaN,34.8516,34.8622,27.950771,27.959192,0.0047,7.3692E-6,0.6188,86.38966,296.1634,295.27014,0.6207,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,743.0,72.4655,-156.54617,NaN,34.8522,34.8625,27.951824,27.960016,-0.0011,4.5279E-6,0.6096,86.438515,296.3996,295.51276,0.6113,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,744.0,72.4655,-156.54617,NaN,34.8521,34.8625,27.95181,27.960121,-4.0E-4,6.7035E-6,0.6085,86.290085,295.8992,295.59763,0.6096,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,745.0,72.4655,-156.54617,NaN,34.8523,34.8624,27.95204,27.960096,-0.006,5.7851E-6,0.6074,86.30832,295.96967,295.46054,0.6087,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,746.0,72.4655,-156.54617,NaN,34.8524,34.8624,27.952114,27.960066,-0.0025,5.6491E-6,0.6075,86.3648,296.16235,295.64114,0.6092,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,747.0,72.4655,-156.54617,NaN,34.8523,34.8625,27.952028,27.96014,0.0025,6.3439E-6,0.6076,86.21934,295.663,295.38113,0.6093,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,748.0,72.4655,-156.54617,NaN,34.8522,34.8625,27.951965,27.960184,0.0031,6.5913E-6,0.6073,86.253044,295.7811,295.231,0.6086,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,749.0,72.4655,-156.54617,NaN,34.8522,34.8625,27.95207,27.960281,-0.002,6.8619E-6,0.6056,86.16378,295.4879,295.20703,0.607,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-22T14:08:00Z,750.0,72.4655,-156.54617,NaN,34.8524,34.8625,27.952263,27.960325,-0.0084,5.7747E-6,0.6051,86.24649,295.7749,295.19073,0.6063,NaN,NaN,NaN,NaN,NaN,NaN,,skq202312sc036,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
