pressure,chlor_fluorescence (ugrams/l),temperature_ch1 (degree_C),temperature_ch2 (degree_C),par (uEin*m-2*s-1),turbidity (NTU),salinity_ch1 (PSU),salinity_ch2 (PSU),sigma_t_ch1,sigma_t_ch2,oxy_concM_ch1 (ml/l),oxy_conc_ch1 (micromole/kg),oxy_percentsat_ch1 (percent),oxy_concM_ch2 (ml/l),oxy_conc_ch2 (micromole/kg),oxy_percentsat_ch2 (percent),latitude (degrees_north),longitude (degrees_east),time (UTC),Water_Depth (dbar),air_pressure_at_sealevel (mbar),wind_direction (degrees),wind_speed (m s-1),air_temperature (degree_C),Station_Name,profile_id
65.0,0.3013,4.0119,4.0112,0.2834,0.1834,32.4003,32.3998,NaN,NaN,7.129960326897111,310.440186,96.73082454036525,7.199249275343436,313.45714399999997,97.66886106708456,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
66.0,0.191,4.0208,4.0198,0.28352,0.2435,32.4122,32.4112,NaN,NaN,7.1425750450239915,310.986828,96.93074249163833,7.206319090661975,313.762449,97.79276298274539,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
67.0,0.1804,4.053,4.0483,0.28341,0.2467,32.4297,32.4273,NaN,NaN,7.173500869723251,312.33005999999995,97.43821599721174,7.231311228611864,314.847533,98.21064275524238,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
68.0,0.2095,4.0676,4.0671,0.2834,0.2786,32.4434,32.4429,NaN,NaN,7.187940872758548,312.95588399999997,97.6780486328313,7.243156955194136,315.36004499999996,98.42686014447085,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
69.0,0.2916,4.0718,4.0713,0.28343,0.2328,32.4502,32.4499,NaN,NaN,7.204365681004194,313.669476,97.91573682173654,7.249561863969358,315.637322,98.52860881672697,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
70.0,0.1055,4.0624,4.0648,0.28342,0.23,32.4542,32.4533,NaN,NaN,7.167473568913553,312.061986,97.39470509736138,7.227031319526941,314.65534099999996,98.20913395029993,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
71.0,0.2129,4.0423,4.0422,0.28346,0.1578,32.4678,32.4671,NaN,NaN,7.10743688009754,309.44421,96.54057981747009,7.188475883285001,312.97266,97.64063670431791,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
72.0,0.1961,4.0256,4.0275,0.28339,0.2151,32.4841,32.4814,NaN,NaN,7.061347253290779,307.433178,95.88614875735045,7.144536737835524,311.05574499999994,97.018494714039,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
73.0,0.1233,4.002,4.0033,0.28335,0.2756,32.5102,32.5086,NaN,NaN,6.9895011042180935,304.298334,94.8727948444733,7.075865366377461,308.0587509999999,96.04707018549664,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
74.0,0.224,3.9985,3.9982,0.28339,0.1862,32.5304,32.53,NaN,NaN,6.960139924167783,303.015204,94.47910199539164,7.045061216281579,306.712406,95.63089353160268,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
75.0,0.0502,3.9957,3.996,0.28339,0.2501,32.5478,32.546,NaN,NaN,6.936043405648075,301.96198799999996,94.15665960481427,7.019283140413237,305.586281,95.28617447405328,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
76.0,0.2031,3.9939,3.9935,0.28342,0.0969,32.5527,32.5527,NaN,NaN,6.921849192317891,301.34284199999996,93.96296794800764,7.003433160146141,304.89458999999994,95.06953158638942,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
77.0,-0.1172,3.9935,3.9932,0.28338,0.3881,32.5543,32.5541,NaN,NaN,6.91261062054197,300.940254,93.83765668218402,6.995508415790344,304.549245,94.96216034801054,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
78.0,0.0531,3.9888,3.9896,0.28341,0.2284,32.5597,32.5584,NaN,NaN,6.896141818150821,300.22189199999997,93.60680349163083,6.984267564673386,304.05875499999996,94.80401725316815,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
79.0,0.0541,3.9853,3.9852,0.28341,0.2439,32.566,32.5655,NaN,NaN,6.891860854530826,300.03395399999994,93.54470793470699,6.967018069242371,303.306003,94.56428340725411,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
80.0,0.044,3.9809,3.9806,0.28338,0.2938,32.5771,32.5766,NaN,NaN,6.857978556963204,298.55620799999997,93.08182863125833,6.938592242709423,302.065764,94.17497466992528,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
81.0,-0.0514,3.975,3.975,0.28337,0.2714,32.5945,32.5937,NaN,NaN,6.809074930277936,296.423064,92.41566357353635,6.8940570796438525,300.1228229999999,93.5685717540498,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
82.0,0.0993,3.9672,3.967,0.28339,0.2241,32.6118,32.6113,NaN,NaN,6.763567369673489,294.43779,91.7913172053893,6.862631540229508,298.75045199999994,93.13499213484576,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
83.0,0.164,3.9652,3.9651,0.28345,0.1644,32.6164,32.6159,NaN,NaN,6.767888067480939,294.624774,91.84833840505586,6.84364111409987,297.922625,92.87585802963301,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
84.0,0.0377,3.9646,3.9644,0.28343,0.2182,32.6178,32.6177,NaN,NaN,6.77289236158015,294.842286,91.91577965788206,6.839949094897184,297.761464,92.82530043162647,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
85.0,0.116,3.9646,3.9643,0.28349,0.2664,32.6181,32.6179,NaN,NaN,6.7762907368412275,294.990156,91.96208584796108,6.832017260339077,297.416119,92.71755669222624,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
86.0,0.0071,3.9643,3.964,0.2834,0.335,32.6188,32.6188,NaN,NaN,6.758850645102069,294.230772,91.72516766192955,6.822042769527611,296.98168499999997,92.58207940219782,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
87.0,-0.1042,3.9628,3.9626,0.28344,0.2882,32.6221,32.6218,NaN,NaN,6.739737463761258,293.39793000000003,91.46448005618319,6.816265027174324,296.729433,92.5023921048936,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
88.0,0.1244,3.9624,3.9616,0.28345,0.1965,32.6234,32.6244,NaN,NaN,6.748050211275524,293.75949599999996,91.57720443637021,6.811082737531986,296.503207,92.4314378557875,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
89.0,-0.0063,3.9609,3.9606,0.28343,0.3021,32.6278,32.6276,NaN,NaN,6.722302499979992,292.637592,91.22716553500871,6.804293983600187,296.206911,92.33905814967216,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
90.0,-0.2462,3.9602,3.9597,0.28342,0.358,32.6296,32.6298,NaN,NaN,6.704890126675835,291.87916199999995,90.9904214771184,6.795982228155737,295.844549,92.22561213408649,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
91.0,-0.1816,3.9598,3.9594,0.28338,0.4059,32.6307,32.6307,NaN,NaN,6.697138305320121,291.54144599999995,90.88501393530706,6.794216633486056,295.76747199999994,92.2015392826658,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
92.0,-0.1605,3.959,3.9589,0.28338,0.3386,32.6326,32.6321,NaN,NaN,6.709946979527823,292.09858199999996,91.05823257680863,6.788222814349708,295.506211,92.11994976578185,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
93.0,-0.063,3.9586,3.9583,0.28341,0.3069,32.6334,32.6335,NaN,NaN,6.701295076744077,291.721752,90.94042681761596,6.786322067997904,295.42312799999996,92.0936816092209,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
94.0,0.1089,3.958,3.9577,0.28347,0.205,32.6349,32.6348,NaN,NaN,6.702968823719811,291.79425599999996,90.9627338376447,6.774165231483989,294.89359899999994,91.92817219657312,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
95.0,0.079,3.9573,3.957,0.28351,0.2023,32.6368,32.6367,NaN,NaN,6.714111954602396,292.278888,91.11356894244118,6.774313670245367,294.899605,91.92980022313711,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
96.0,-0.0686,3.9566,3.9563,0.28346,0.3175,32.6385,32.6384,NaN,NaN,6.70235297426162,291.76658999999995,90.95348903936033,6.770322031871474,294.72543099999996,91.87512200891165,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
97.0,0.1213,3.956,3.9557,0.28349,0.1903,32.64,32.6399,NaN,NaN,6.7031939610659395,291.802842,90.9644948397559,6.767616967892897,294.607313,91.83800292823595,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
98.0,0.0523,3.9558,3.9555,0.28347,0.2124,32.6406,32.6404,NaN,NaN,6.705344915531719,291.89633399999997,90.99360985512173,6.762514953645413,294.385091,91.76863073717949,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
99.0,0.0088,3.9554,3.9549,0.28348,0.2511,32.6409,32.641,NaN,NaN,6.705565922463968,291.905874,90.99590732487222,6.762679490665711,294.392098,91.76989509766703,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
100.0,0.1267,3.9548,3.9539,0.28347,0.2144,32.6418,32.6423,NaN,NaN,6.678725161542511,290.73722399999997,90.63089999468392,6.758708914256815,294.21892499999996,91.71458698745157,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
101.0,0.0383,3.9536,3.9535,0.28352,0.2315,32.6437,32.6432,NaN,NaN,6.691512264142683,291.293406,90.80293513990384,6.749194128336767,293.804511,91.58513798158971,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
102.0,-0.1913,3.9534,3.9531,0.28351,0.3669,32.645,32.6446,NaN,NaN,6.6790714288539315,290.751534,90.634469530692,6.746350407695097,293.680387,91.54652384478413,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
103.0,-0.0742,3.9528,3.9525,0.28356,0.3264,32.6469,32.6468,NaN,NaN,6.658788322947077,289.86813,90.3590695990242,6.744476770632769,293.598305,91.5211226756085,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
104.0,-0.0069,3.9523,3.952,0.28352,0.2761,32.6486,32.6484,NaN,NaN,6.6718150337839734,290.434806,90.53577867287852,6.737885995812021,293.31101799999993,91.43156280658539,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
105.0,-0.0892,3.948,3.948,0.28351,0.3591,32.6549,32.6545,NaN,NaN,6.661331081034667,289.976886,90.38789763841064,6.722421901288856,292.63634399999995,91.21659512529719,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
106.0,0.1897,3.9449,3.9448,0.28356,0.1919,32.6588,32.6583,NaN,NaN,6.626113422651886,288.442854,89.90561101280966,6.714487531942973,292.28999799999997,91.10417465355515,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
107.0,-0.0636,3.9429,3.9428,0.28355,0.3218,32.6622,32.6617,NaN,NaN,6.624488537587608,288.371304,89.8812520682008,6.69631747047991,291.498207,90.85530087014358,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
108.0,0.3602,3.9405,3.9403,0.28355,0.0533,32.6651,32.6649,NaN,NaN,6.606512426403409,287.58806999999996,89.63387008484473,6.683412467665923,290.93564499999997,90.67664737099783,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
109.0,-0.1883,3.9387,3.9383,0.28351,0.4003,32.6675,32.6675,NaN,NaN,6.620332632525173,288.18908999999996,89.818895672888,6.674988029782188,290.56827799999996,90.55953030304427,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
110.0,0.1557,3.9371,3.9369,0.28361,0.2001,32.6697,32.6696,NaN,NaN,6.608094205963989,287.655804,89.65069531733906,6.660903771381499,289.954665,90.36665095691399,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
111.0,-0.2006,3.9352,3.935,0.28356,0.3727,32.6724,32.6723,NaN,NaN,6.5766823688608875,286.28776799999997,89.22203705618853,6.6601601155673515,289.921632,90.35403011303839,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
112.0,-0.1673,3.934,3.9338,0.28361,0.4011,32.6742,32.6741,NaN,NaN,6.5894252938541635,286.842042,89.39338806759616,6.651317026531522,289.536247,90.23252252899361,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
113.0,0.0237,3.9333,3.9329,0.28358,0.2888,32.6756,32.6755,NaN,NaN,6.586671558231855,286.721838,89.35535260777364,6.642379680137699,289.14685799999995,90.11015507917587,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
114.0,-0.1786,3.9324,3.9321,0.28361,0.4393,32.6771,32.677,NaN,NaN,6.581200912513532,286.483338,89.28008563991962,6.637168008874298,288.9196309999999,90.0386124497233,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
115.0,-0.0812,3.9319,3.9315,0.2836,0.3255,32.6777,32.6778,NaN,NaN,6.570772477964148,286.02923400000003,89.13789032737576,6.6339531956894495,288.77949099999995,89.99417245979558,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
116.0,-0.0747,3.9315,3.9312,0.28364,0.3642,32.6784,32.6784,NaN,NaN,6.570776334853014,286.02923400000003,89.13749603880538,6.629265457362794,288.57528699999995,89.93028768781578,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
117.0,0.1933,3.9312,3.9308,0.28363,0.1916,32.6789,32.679,NaN,NaN,6.567579422211639,285.88995,89.09377767761825,6.628670954828444,288.549261,89.92171155118885,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
118.0,-0.1164,3.931,3.9306,0.28363,0.383,32.6792,32.6793,NaN,NaN,6.568041345106111,285.909984,89.09979065886293,6.625545291854714,288.413125,89.87905460401694,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
119.0,-0.0738,3.9309,3.9306,0.28364,0.3159,32.6794,32.6794,NaN,NaN,6.568743769096216,285.940512,89.10922293954798,6.623499257760739,288.324036,89.85135979003934,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
120.0,-0.1256,3.9306,3.9303,0.28362,0.365,32.68,32.6799,NaN,NaN,6.571990575801079,286.08170399999995,89.15297812663454,6.621110534465172,288.219932,89.81860276007416,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
121.0,-0.0558,3.9305,3.9302,0.28365,0.2926,32.6802,32.6801,NaN,NaN,6.567279823672705,285.876594,89.08897741946308,6.621571573693834,288.23995199999996,89.82475964398428,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
122.0,0.1641,3.9307,3.9304,0.28365,0.2718,32.68,32.6799,NaN,NaN,6.5572194185132355,285.43870799999996,88.95281519065493,6.619822812737626,288.16387599999996,89.80135288943404,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
123.0,-0.06,3.9307,3.9304,0.28366,0.3324,32.6801,32.6801,NaN,NaN,6.558973223818124,285.515028,88.97666680344689,6.623020241452668,288.30301499999996,89.84484912972086,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
124.0,-0.1385,3.9308,3.9304,0.28365,0.3926,32.6802,32.6801,NaN,NaN,6.568989184902754,285.95100599999995,89.11281697746021,6.617179451483422,288.048761,89.76561565700688,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
125.0,0.0881,3.9307,3.9304,0.28365,0.2391,32.6803,32.6803,NaN,NaN,6.5690993765338535,285.955776,89.11415500379546,6.617962362883236,288.082795,89.7763576309859,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
126.0,-0.2432,3.9308,3.9304,0.28366,0.4311,32.6802,32.6803,NaN,NaN,6.552508663231299,285.23359800000003,88.88924746469914,6.618859225406954,288.121834,89.78852407229519,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
127.0,0.1049,3.9306,3.9302,0.28365,0.2872,32.6805,32.6806,NaN,NaN,6.562832649258711,285.682932,89.02904625024323,6.611088483643618,287.78349599999996,89.68285463282368,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
128.0,0.1121,3.9305,3.9302,0.28365,0.2769,32.6807,32.6807,NaN,NaN,6.564499364316926,285.755436,89.05155981245649,6.612031849760394,287.82453699999996,89.69571250945079,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
129.0,-0.0159,3.9305,3.9303,0.28366,0.3136,32.6807,32.6807,NaN,NaN,6.557990440758842,285.472098,88.96326217338623,6.613319571708971,287.880593,89.713399629593,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
130.0,-0.2384,3.9303,3.9301,0.28367,0.4252,32.681,32.681,NaN,NaN,6.568380179849703,285.924294,89.10395217626564,6.6146320160593035,287.93764999999996,89.73094855335573,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
131.0,0.0345,3.9298,3.9295,0.28367,0.2965,32.6815,32.6816,NaN,NaN,6.552735253715773,285.243138,88.8909374837392,6.612037028177081,287.82453699999996,89.69479924304174,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
132.0,0.0086,3.9294,3.9292,0.28367,0.3121,32.682,32.6819,NaN,NaN,6.561657787036701,285.631416,89.01140952564653,6.605209151625271,287.52723999999995,89.60170351706235,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
133.0,0.0487,3.9295,3.9291,0.28366,0.2887,32.682,32.682,NaN,NaN,6.550897141788237,285.163002,88.86565366560762,6.60626755836384,287.573286,89.61590344579939,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
134.0,-0.1097,3.9294,3.9291,0.28366,0.3924,32.6822,32.6821,NaN,NaN,6.551643396130705,285.19543799999997,88.8756806057785,6.604290504345928,287.4872,89.58914469727944,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
135.0,-0.1873,3.929,3.9286,0.28367,0.4792,32.6827,32.6829,NaN,NaN,6.5405130276483066,284.710806,88.72412817819352,6.602041401058952,287.3891019999999,89.55802862092081,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
136.0,0.0221,3.9288,3.9285,0.28366,0.3057,32.6831,32.683,NaN,NaN,6.543583426774714,284.844366,88.76558672692235,6.599006616876905,287.25697,89.51670364612274,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
137.0,-0.1694,3.9278,3.9276,0.28367,0.4464,32.6843,32.6841,NaN,NaN,6.538944033038036,284.642118,88.701211133124,6.601887285284195,287.382095,89.55448325394482,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
138.0,-0.184,3.9276,3.9274,0.28367,0.3986,32.6846,32.6843,NaN,NaN,6.540720897637982,284.71939199999997,88.72506214557711,6.595357758646839,287.0978109999999,89.46559548964188,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
139.0,0.0684,3.9275,3.9274,0.28367,0.2718,32.6847,32.6845,NaN,NaN,6.530990900711369,284.295816,88.59291857495369,6.593082269626392,286.99871199999995,89.43484952970357,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
140.0,-0.0144,3.9274,3.9271,0.28366,0.3449,32.6849,32.6849,NaN,NaN,6.520012207680251,283.817862,88.44389671072521,6.590853980655998,286.901615,89.4042113684093,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
141.0,0.1594,3.9274,3.9271,0.28366,0.2287,32.6849,32.6848,NaN,NaN,6.522620227537096,283.931388,88.47927447252857,6.587887092705648,286.77248599999996,89.36390545678975,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
142.0,-0.2413,3.9277,3.9272,0.28367,0.4239,32.6847,32.6848,NaN,NaN,6.544052707008762,284.8644,88.77053443563628,6.5859554502925945,286.68840199999994,89.33792054305994,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
143.0,-0.0775,3.9279,3.9276,0.28367,0.3546,32.6846,32.6845,NaN,NaN,6.547383315401941,285.009408,88.81608696588545,6.590644789472349,286.89260599999994,89.402220708799,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
144.0,0.0977,3.9278,3.9274,0.28367,0.2785,32.6847,32.6848,NaN,NaN,6.522093113366123,283.908492,88.47286648287594,6.590945430639531,286.905619,89.40604470043337,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
145.0,-0.1108,3.9278,3.9275,0.28367,0.4159,32.6848,32.6848,NaN,NaN,6.529961426937873,284.250978,88.57966084035299,6.591428315106435,286.92663999999996,89.41281278591798,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
146.0,0.1473,3.9277,3.9273,0.28367,0.2525,32.685,32.685,NaN,NaN,6.53750157397065,284.57915399999996,88.68184767770197,6.5906706526715,286.893607,89.40222045606914,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
147.0,-0.2426,3.9274,3.9271,0.28367,0.4215,32.6853,32.6854,NaN,NaN,6.522184182038851,283.91230799999994,88.47359871975397,6.589132164487679,286.82653999999997,89.38115718853099,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
148.0,-0.0222,3.9275,3.9271,0.28367,0.3383,32.6853,32.6853,NaN,NaN,6.5339310270354245,284.42365199999995,88.63316084692316,6.586740163043273,286.72243599999996,89.34864944996157,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
149.0,0.1165,3.9275,3.9272,0.28367,0.2662,32.6854,32.6853,NaN,NaN,6.5316742479884295,284.32539,88.60260739282525,6.580853293210658,286.46617999999995,89.26901190838001,54.396166666666666,-165.23161666666667,2022-05-15T07:30:00Z,167.0,1027.0,336.0,13.5,3.9,UBS3,DY2206c018_ctd
