dada2_input	filtered	dada_f	dada_r	merged	nonchim	final_perc_reads_retained
MP_E370	160762	142771	142428	142338	140671	138750	86.3
MP_E373	250518	228368	227617	227586	224445	206349	82.4
MP_E378	146600	136293	135922	135852	134971	126978	86.6
MP_E380	252398	238932	238330	238149	235691	224856	89.1
MP_E384_3B	148309	139990	139684	139606	138369	122142	82.4
MP_E386_1B	252807	234999	234324	234180	231125	212752	84.2
MP_E388_1B	176048	163655	163283	163339	162210	160744	91.3
MP_E392	219259	198818	197965	198118	195271	192786	87.9
MP_E394	223073	202295	201568	201617	199724	194901	87.4
MP_E395	223818	195344	195014	194974	193515	174643	78
MP_E396	206494	192795	192363	192249	189420	184532	89.4
MP_E404	151078	143322	143158	143107	142110	141053	93.4
MP_E405	204584	189549	188789	188525	186376	181729	88.8
MP_E406	236686	223958	223439	223350	221146	210163	88.8
MP_E408	142904	135410	134667	134326	132832	129611	90.7
MP_E411_1T	200557	187508	186747	186605	184902	159337	79.4
MP_E412_1B	249158	237474	237107	236760	234602	228995	91.9
MP_E412_2T	247969	234256	233450	233164	228438	215352	86.8
MP_E412_3T	171208	154245	153416	153497	151708	149295	87.2
MP_E413_1B	139250	125417	125086	124936	123614	118293	85
MP_E413_2B	205615	193129	192702	192536	190644	183549	89.3
MP_E413_3B	232203	217396	216892	216783	214460	206108	88.8
MP_E418_1B	213870	201607	200820	200751	198568	182063	85.1
MP_E418_2T	224915	197388	196359	195998	193383	189127	84.1
MP_E418_3T	215850	201242	200261	200136	197383	191447	88.7
MP_E419_1B	250423	234320	233588	233195	230735	220630	88.1
MP_E419_2B	128905	120878	120361	120336	119047	112278	87.1
MP_E419_3B	218912	205454	204880	204752	202858	195106	89.1
MP_E423	141669	131936	131489	131285	130285	127440	90
MP_E424	152865	144473	144235	144173	143756	140405	91.8
MP_E425	201900	175734	174989	174986	173328	163344	80.9
MP_E427	206717	187914	187144	186840	184391	181105	87.6
MP_E428	170438	149657	148880	148713	146699	144533	84.8
MP_E429	201872	174979	174141	174125	171993	169305	83.9
MP_E430	214944	199791	198746	198339	195499	182313	84.8
MP_E431	129406	117644	117047	116836	115207	113667	87.8
MP_E432	239104	217897	217217	216940	214396	211319	88.4
MP_E433	225877	211792	211074	210778	208299	191539	84.8
MP_E434	222784	209115	208315	207936	205423	190400	85.5
MP_E435	162269	149868	149082	148876	147106	138654	85.4
MP_E436	213064	199463	198283	197842	195094	191439	89.9
MP_E437	169254	155269	154248	153875	151484	147339	87.1
MP_E438	171899	156914	156210	156177	154345	151523	88.1
MP_E440	193434	174018	173276	172994	170597	166978	86.3
MP_E441	195577	174388	173389	173164	170753	160083	81.9
MP_E442	197316	183395	182744	182531	179621	176199	89.3
MP_E444	243321	222081	221419	221229	219201	214269	88.1
MP_E445	268339	247966	247211	247145	244440	230868	86
MP_E446_1B_PCR1	134349	125966	125420	125359	124164	121199	90.2
MP_E446_2B_PCR1	138820	128138	127182	127033	125001	122072	87.9
