reads.in	reads.out
MP_E860_3B_R1_trimmed.fq.gz	155639	144445
MP_E861_1B_R1_trimmed.fq.gz	197945	181110
MP_E861_2B_R1_trimmed.fq.gz	191681	168680
MP_E861_3B_R1_trimmed.fq.gz	202847	166044
MP_E862_1B_R1_trimmed.fq.gz	193656	178900
MP_E862_2B_R1_trimmed.fq.gz	214592	194683
MP_E862_3B_R1_trimmed.fq.gz	205603	191759
MP_E866_R1_trimmed.fq.gz	219438	198727
MP_E867_R1_trimmed.fq.gz	178895	150863
MP_E868_R1_trimmed.fq.gz	61286	51838
MP_E869_R1_trimmed.fq.gz	179998	169588
MP_E870_R1_trimmed.fq.gz	180730	168703
MP_E871_R1_trimmed.fq.gz	193308	181215
MP_E856_R1_trimmed.fq.gz	138731	128496
MP_E857_R1_trimmed.fq.gz	211772	197403
MP_E858_R1_trimmed.fq.gz	210262	193724
MP_E859_R1_trimmed.fq.gz	216778	198347
MP_E872_1B_R1_trimmed.fq.gz	140569	124522
MP_E872_2B_R1_trimmed.fq.gz	134564	121930
MP_E872_3B_R1_trimmed.fq.gz	130293	115214
MP_E873_1B_R1_trimmed.fq.gz	215272	200071
MP_E873_2B_R1_trimmed.fq.gz	236196	200966
MP_E873_3B_R1_trimmed.fq.gz	242254	223849
MP_E874_1B_R1_trimmed.fq.gz	201531	184630
MP_E874_2B_R1_trimmed.fq.gz	189424	174322
MP_E874_3B_R1_trimmed.fq.gz	196743	179411
MP_E875_R1_trimmed.fq.gz	137633	127004
MP_E876_R1_trimmed.fq.gz	214603	167157
MP_E880_R1_trimmed.fq.gz	171337	155409
MP_E881_R1_trimmed.fq.gz	203835	190887
MP_E885_1B_R1_trimmed.fq.gz	196453	171792
MP_E885_2T_R1_trimmed.fq.gz	241480	208544
MP_E885_3T_R1_trimmed.fq.gz	192333	173430
MP_E886_1B_R1_trimmed.fq.gz	188458	177965
MP_E886_2B_R1_trimmed.fq.gz	214616	201029
MP_E886_3B_R1_trimmed.fq.gz	181417	171183
MP_E892_R1_trimmed.fq.gz	200324	186100
MP_E895_R1_trimmed.fq.gz	200567	162222
MP_E896_R1_trimmed.fq.gz	224411	205577
MP_E901_R1_trimmed.fq.gz	197526	170999
MP_E903_1B_R1_trimmed.fq.gz	220223	194108
MP_E904_1B_R1_trimmed.fq.gz	163453	138992
MP_E904_2B_R1_trimmed.fq.gz	203503	188305
MP_E904_3B_R1_trimmed.fq.gz	188597	177103
MP_E907_R1_trimmed.fq.gz	192085	181929
MP_POSITIVE_R1_trimmed.fq.gz	153798	143965
