reads.in	reads.out
MP_E370_R1_trimmed.fq.gz	160762	142771
MP_E373_R1_trimmed.fq.gz	250518	228368
MP_E378_R1_trimmed.fq.gz	146600	136293
MP_E380_R1_trimmed.fq.gz	252398	238932
MP_E384_3B_R1_trimmed.fq.gz	148309	139990
MP_E386_1B_R1_trimmed.fq.gz	252807	234999
MP_E388_1B_R1_trimmed.fq.gz	176048	163655
MP_E392_R1_trimmed.fq.gz	219259	198818
MP_E394_R1_trimmed.fq.gz	223073	202295
MP_E395_R1_trimmed.fq.gz	223818	195344
MP_E396_R1_trimmed.fq.gz	206494	192795
MP_E404_R1_trimmed.fq.gz	151078	143322
MP_E405_R1_trimmed.fq.gz	204584	189549
MP_E406_R1_trimmed.fq.gz	236686	223958
MP_E408_R1_trimmed.fq.gz	142904	135410
MP_E411_1T_R1_trimmed.fq.gz	200557	187508
MP_E412_1B_R1_trimmed.fq.gz	249158	237474
MP_E412_2T_R1_trimmed.fq.gz	247969	234256
MP_E412_3T_R1_trimmed.fq.gz	171208	154245
MP_E413_1B_R1_trimmed.fq.gz	139250	125417
MP_E413_2B_R1_trimmed.fq.gz	205615	193129
MP_E413_3B_R1_trimmed.fq.gz	232203	217396
MP_E418_1B_R1_trimmed.fq.gz	213870	201607
MP_E418_2T_R1_trimmed.fq.gz	224915	197388
MP_E418_3T_R1_trimmed.fq.gz	215850	201242
MP_E419_1B_R1_trimmed.fq.gz	250423	234320
MP_E419_2B_R1_trimmed.fq.gz	128905	120878
MP_E419_3B_R1_trimmed.fq.gz	218912	205454
MP_E423_R1_trimmed.fq.gz	141669	131936
MP_E424_R1_trimmed.fq.gz	152865	144473
MP_E425_R1_trimmed.fq.gz	201900	175734
MP_E427_R1_trimmed.fq.gz	206717	187914
MP_E428_R1_trimmed.fq.gz	170438	149657
MP_E429_R1_trimmed.fq.gz	201872	174979
MP_E430_R1_trimmed.fq.gz	214944	199791
MP_E431_R1_trimmed.fq.gz	129406	117644
MP_E432_R1_trimmed.fq.gz	239104	217897
MP_E433_R1_trimmed.fq.gz	225877	211792
MP_E434_R1_trimmed.fq.gz	222784	209115
MP_E435_R1_trimmed.fq.gz	162269	149868
MP_E436_R1_trimmed.fq.gz	213064	199463
MP_E437_R1_trimmed.fq.gz	169254	155269
MP_E438_R1_trimmed.fq.gz	171899	156914
MP_E440_R1_trimmed.fq.gz	193434	174018
MP_E441_R1_trimmed.fq.gz	195577	174388
MP_E442_R1_trimmed.fq.gz	197316	183395
MP_E444_R1_trimmed.fq.gz	243321	222081
MP_E445_R1_trimmed.fq.gz	268339	247966
MP_E446_1B_PCR1_R1_trimmed.fq.gz	134349	125966
MP_E446_2B_PCR1_R1_trimmed.fq.gz	138820	128138
MP_E446_3B_PCR1_R1_trimmed.fq.gz	114162	107324
MP_E447_1B_PCR1_R1_trimmed.fq.gz	227242	211514
MP_E447_2B_PCR1_R1_trimmed.fq.gz	224379	211462
MP_E447_3B_PCR1_R1_trimmed.fq.gz	254544	228798
MP_E448_1B_PCR1_R1_trimmed.fq.gz	228317	198726
MP_E448_2B_PCR1_R1_trimmed.fq.gz	183456	174062
MP_E448_3B_PCR1_R1_trimmed.fq.gz	203310	191176
MP_E449_1B_PCR1_R1_trimmed.fq.gz	120406	114082
MP_E449_2B_PCR1_R1_trimmed.fq.gz	109100	102484
MP_E449_3B_PCR1_R1_trimmed.fq.gz	124719	117674
MP_E450_1B_PCR1_R1_trimmed.fq.gz	165596	154847
MP_E450_2B_PCR1_R1_trimmed.fq.gz	169405	159948
MP_E450_3B_PCR1_R1_trimmed.fq.gz	182835	172828
MP_E451_R1_trimmed.fq.gz	191210	175381
MP_E453_R1_trimmed.fq.gz	221927	199595
MP_E454_R1_trimmed.fq.gz	243658	229141
MP_E455_R1_trimmed.fq.gz	144581	135142
MP_E458_1B_R1_trimmed.fq.gz	200740	190144
MP_E463_R1_trimmed.fq.gz	211288	189709
MP_E464_R1_trimmed.fq.gz	248486	232283
MP_E465_R1_trimmed.fq.gz	213348	199041
MP_E466_1B_R1_trimmed.fq.gz	237418	220636
MP_E466_2B_R1_trimmed.fq.gz	207454	189663
MP_E466_3B_R1_trimmed.fq.gz	292601	270216
MP_E467_R1_trimmed.fq.gz	138281	130104
MP_E469_R1_trimmed.fq.gz	213430	202771
MP_E470_R1_trimmed.fq.gz	260471	244453
MP_E471_R1_trimmed.fq.gz	148470	139056
MP_E472_R1_trimmed.fq.gz	152369	143409
MP_E474_R1_trimmed.fq.gz	234665	205378
MP_E475_PCR1_R1_trimmed.fq.gz	130623	122720
MP_E476_R1_trimmed.fq.gz	236696	224753
MP_E477_R1_trimmed.fq.gz	191958	180944
MP_E478_R1_trimmed.fq.gz	227436	214144
MP_E479_R1_trimmed.fq.gz	257258	242059
MP_E486_PCR1_R1_trimmed.fq.gz	129894	122798
MP_E487_R1_trimmed.fq.gz	220738	208449
MP_E488_R1_trimmed.fq.gz	261722	242721
MP_E489_R1_trimmed.fq.gz	207226	196792
MP_E490_R1_trimmed.fq.gz	212455	199791
MP_E491_R1_trimmed.fq.gz	228892	214238
MP_E492_1B_PCR1_R1_trimmed.fq.gz	144698	122566
MP_E494_PCR1_R1_trimmed.fq.gz	176533	167561
MP_E495_PCR1_R1_trimmed.fq.gz	221824	205877
MP_E496_1T_PCR1_R1_trimmed.fq.gz	188033	178677
MP_E496_2T_PCR1_R1_trimmed.fq.gz	221456	208182
MP_E496_3B_PCR1_R1_trimmed.fq.gz	205603	194558
MP_E497_PCR1_R1_trimmed.fq.gz	173343	162060
MP_E498_1B_PCR1_R1_trimmed.fq.gz	230848	216709
MP_E498_2B_PCR1_R1_trimmed.fq.gz	233667	218947
MP_E498_3B_PCR1_R1_trimmed.fq.gz	220132	206871
MP_E499_R1_trimmed.fq.gz	193346	172630
MP_E501_R1_trimmed.fq.gz	136939	121947
MP_E502_R1_trimmed.fq.gz	220538	205689
MP_E503_R1_trimmed.fq.gz	243319	227698
MP_E504_R1_trimmed.fq.gz	209073	195732
MP_E505_R1_trimmed.fq.gz	251071	228843
MP_E506_R1_trimmed.fq.gz	161976	152510
MP_E516_R1_trimmed.fq.gz	166305	152460
MP_E520_1B_R1_trimmed.fq.gz	138124	128586
MP_E522_1B_R1_trimmed.fq.gz	249060	234925
MP_E522_2T_R1_trimmed.fq.gz	199652	178360
MP_E522_3T_R1_trimmed.fq.gz	200429	174312
MP_E523_1B_R1_trimmed.fq.gz	230001	216338
MP_E523_2B_R1_trimmed.fq.gz	213938	201316
MP_E523_3B_R1_trimmed.fq.gz	233995	212779
MP_E524_R1_trimmed.fq.gz	132883	123137
MP_E528_R1_trimmed.fq.gz	121246	105416
MP_E529_R1_trimmed.fq.gz	149587	134576
MP_E531_R1_trimmed.fq.gz	209399	197856
MP_E532_R1_trimmed.fq.gz	135739	122786
MP_E533_R1_trimmed.fq.gz	291340	253514
MP_E534_R1_trimmed.fq.gz	205119	192112
MP_E535_R1_trimmed.fq.gz	237926	224003
MP_E536_R1_trimmed.fq.gz	138175	130233
MP_E537_R1_trimmed.fq.gz	182896	166795
MP_E538_R1_trimmed.fq.gz	221680	207176
MP_E539_R1_trimmed.fq.gz	234132	220479
MP_E540_R1_trimmed.fq.gz	163129	153639
MP_E541_R1_trimmed.fq.gz	241311	227821
MP_E542_R1_trimmed.fq.gz	239476	224826
MP_E543_R1_trimmed.fq.gz	157280	148061
MP_E544_R1_trimmed.fq.gz	229067	216687
MP_E545_R1_trimmed.fq.gz	224940	211719
MP_E552_R1_trimmed.fq.gz	135479	125897
MP_E555_R1_trimmed.fq.gz	69845	65068
MP_E557_R1_trimmed.fq.gz	230328	218756
MP_E560_R1_trimmed.fq.gz	165363	151148
MP_E561_R1_trimmed.fq.gz	128248	118200
MP_E562_R1_trimmed.fq.gz	134646	122773
MP_E563_R1_trimmed.fq.gz	194815	172874
MP_E564_R1_trimmed.fq.gz	233900	219389
MP_E565_R1_trimmed.fq.gz	139499	126501
MP_E566_R1_trimmed.fq.gz	123264	109600
MP_E567_R1_trimmed.fq.gz	246969	219448
MP_E568_R1_trimmed.fq.gz	226726	214312
MP_E569_R1_trimmed.fq.gz	135271	116902
MP_E570_R1_trimmed.fq.gz	121759	112199
MP_E571_R1_trimmed.fq.gz	221726	200974
MP_E572_R1_trimmed.fq.gz	277191	261413
MP_E573_1B_PCR1_R1_trimmed.fq.gz	146555	135233
MP_E573_2B_PCR1_R1_trimmed.fq.gz	123401	115235
MP_E573_3B_PCR1_R1_trimmed.fq.gz	129885	120345
MP_E574_1B_PCR1_R1_trimmed.fq.gz	175278	145447
MP_E574_2B_PCR1_R1_trimmed.fq.gz	172983	156774
MP_E574_3B_PCR1_R1_trimmed.fq.gz	187503	178043
MP_E575_1B_PCR1_R1_trimmed.fq.gz	189328	157216
MP_E575_2B_PCR1_R1_trimmed.fq.gz	204485	185613
MP_E575_3B_PCR1_R1_trimmed.fq.gz	194917	176735
MP_E579_R1_trimmed.fq.gz	141341	127500
MP_E580_R1_trimmed.fq.gz	283364	262541
MP_E581_R1_trimmed.fq.gz	248703	232665
MP_E583_R1_trimmed.fq.gz	110743	97326
MP_E588_R1_trimmed.fq.gz	123817	110732
MP_E590_R1_trimmed.fq.gz	125408	115884
MP_E592_R1_trimmed.fq.gz	220799	204686
MP_E593_R1_trimmed.fq.gz	198504	175697
MP_E594_R1_trimmed.fq.gz	111611	103336
MP_E595_R1_trimmed.fq.gz	270872	251993
MP_E596_R1_trimmed.fq.gz	253838	239916
MP_E597_R1_trimmed.fq.gz	222877	210183
MP_E598_1B_PCR1_R1_trimmed.fq.gz	118385	110746
MP_E598_2B_PCR1_R1_trimmed.fq.gz	118208	108282
MP_E598_3B_PCR1_R1_trimmed.fq.gz	126712	117721
MP_E599_PCR1_R1_trimmed.fq.gz	165419	153922
MP_E600_1B_PCR1_R1_trimmed.fq.gz	191861	171354
MP_E600_2B_PCR1_R1_trimmed.fq.gz	238502	220496
MP_E600_3B_PCR1_R1_trimmed.fq.gz	216786	204294
MP_E601_R1_trimmed.fq.gz	135755	123800
MP_E602_R1_trimmed.fq.gz	223916	208894
MP_E603_R1_trimmed.fq.gz	239684	222267
MP_E604_R1_trimmed.fq.gz	143565	136203
MP_E605_R1_trimmed.fq.gz	204188	180433
MP_E606_R1_trimmed.fq.gz	154878	146975
MP_E607_R1_trimmed.fq.gz	140391	131864
MP_E609_R1_trimmed.fq.gz	164147	155685
MP_E622_R1_trimmed.fq.gz	216816	195990
MP_E623_R1_trimmed.fq.gz	287623	200173
MP_E626_R1_trimmed.fq.gz	229772	210347
MP_E627_R1_trimmed.fq.gz	176172	123295
MP_E632_R1_trimmed.fq.gz	134604	125768
MP_E633_R1_trimmed.fq.gz	235868	220504
MP_E634_R1_trimmed.fq.gz	189635	159613
MP_E635_R1_trimmed.fq.gz	118396	84829
MP_E636_R1_trimmed.fq.gz	189096	164760
MP_E637_R1_trimmed.fq.gz	195459	183576
MP_E638_R1_trimmed.fq.gz	127610	116560
MP_E639_R1_trimmed.fq.gz	162784	151041
MP_E640_R1_trimmed.fq.gz	164876	154423
MP_E649_R1_trimmed.fq.gz	149394	134183
MP_E650_R1_trimmed.fq.gz	174675	164363
MP_E653_R1_trimmed.fq.gz	168470	148715
MP_E654_R1_trimmed.fq.gz	211466	196117
MP_E655_R1_trimmed.fq.gz	137661	129243
MP_E656_R1_trimmed.fq.gz	114704	106320
MP_E657_R1_trimmed.fq.gz	183715	169929
MP_E658_1B_R1_trimmed.fq.gz	144119	132323
MP_E658_2T_R1_trimmed.fq.gz	158962	147949
MP_E658_3T_R1_trimmed.fq.gz	117018	107154
MP_E659_1B_R1_trimmed.fq.gz	156025	145229
MP_E659_2B_R1_trimmed.fq.gz	154733	133138
MP_E659_3B_R1_trimmed.fq.gz	173237	161908
MP_E660_1B_R1_trimmed.fq.gz	179504	166733
MP_E660_2B_R1_trimmed.fq.gz	162268	151770
MP_E660_3B_R1_trimmed.fq.gz	171430	161677
MP_E661_R1_trimmed.fq.gz	144376	134946
MP_E663_R1_trimmed.fq.gz	170955	160177
MP_E666_R1_trimmed.fq.gz	165851	152483
MP_E667_R1_trimmed.fq.gz	152860	145447
MP_E675_1B_R1_trimmed.fq.gz	125925	111426
MP_E680_R1_trimmed.fq.gz	158040	144263
MP_E681_R1_trimmed.fq.gz	161205	146034
MP_E685_R1_trimmed.fq.gz	152362	139272
MP_E686_R1_trimmed.fq.gz	158725	146454
MP_E687_R1_trimmed.fq.gz	157371	141542
MP_E688_R1_trimmed.fq.gz	127640	119977
MP_E689_R1_trimmed.fq.gz	189201	174136
MP_E690_R1_trimmed.fq.gz	157574	144666
MP_E691_1B_R1_trimmed.fq.gz	147547	136727
MP_E691_2B_R1_trimmed.fq.gz	134397	118770
MP_E691_3B_R1_trimmed.fq.gz	142742	118357
MP_E692_1B_R1_trimmed.fq.gz	159838	142291
MP_E692_2B_R1_trimmed.fq.gz	180011	163170
MP_E692_3B_R1_trimmed.fq.gz	154592	140193
MP_E693_1B_R1_trimmed.fq.gz	139057	114004
MP_E693_2B_R1_trimmed.fq.gz	152536	142815
MP_E693_3B_R1_trimmed.fq.gz	181379	169324
MP_E694_1B_R1_trimmed.fq.gz	133957	125362
MP_E694_2B_R1_trimmed.fq.gz	125848	118164
MP_E694_3B_R1_trimmed.fq.gz	117677	109913
MP_E695_1B_R1_trimmed.fq.gz	222819	203421
MP_E695_2B_R1_trimmed.fq.gz	142773	130640
MP_E695_3B_R1_trimmed.fq.gz	192186	178077
MP_E696_1B_R1_trimmed.fq.gz	155699	143641
MP_E696_2B_R1_trimmed.fq.gz	164316	150790
MP_E696_3B_R1_trimmed.fq.gz	165458	153507
MP_E699_R1_trimmed.fq.gz	176888	161697
MP_E700_R1_trimmed.fq.gz	155372	136287
MP_E707_R1_trimmed.fq.gz	108259	100178
MP_E709_R1_trimmed.fq.gz	212241	199796
MP_E713_R1_trimmed.fq.gz	127414	119803
MP_E715_R1_trimmed.fq.gz	156048	146927
MP_E716_R1_trimmed.fq.gz	143709	132154
MP_E718_R1_trimmed.fq.gz	160903	151861
MP_E721_R1_trimmed.fq.gz	138782	131391
MP_E724_R1_trimmed.fq.gz	169946	157538
MP_E725_1B_R1_trimmed.fq.gz	128666	120704
MP_E730_1B_R1_trimmed.fq.gz	165713	150656
MP_E733_R1_trimmed.fq.gz	150524	122897
MP_E737_R1_trimmed.fq.gz	172821	159334
MP_E742_1B_R1_trimmed.fq.gz	183327	165398
MP_E742_2T_R1_trimmed.fq.gz	179407	152350
MP_E742_3T_R1_trimmed.fq.gz	178371	133910
MP_E746_R1_trimmed.fq.gz	166088	149124
MP_E747_R1_trimmed.fq.gz	165887	145545
MP_E748_R1_trimmed.fq.gz	158437	146752
MP_E749_R1_trimmed.fq.gz	161268	138580
MP_E750_R1_trimmed.fq.gz	144367	130055
MP_E753_R1_trimmed.fq.gz	127391	98931
MP_E756_R1_trimmed.fq.gz	172574	157236
MP_E757_R1_trimmed.fq.gz	190922	160738
MP_E758_R1_trimmed.fq.gz	114771	105047
MP_E759_R1_trimmed.fq.gz	183578	163553
MP_E760_R1_trimmed.fq.gz	153140	139810
MP_E761_R1_trimmed.fq.gz	106891	95318
MP_E768_1B_R1_trimmed.fq.gz	107902	97685
MP_E769_1B_R1_trimmed.fq.gz	162636	140024
MP_E769_2T_R1_trimmed.fq.gz	176283	158090
MP_E769_3T_R1_trimmed.fq.gz	143894	128828
MP_E770_R1_trimmed.fq.gz	175045	154676
MP_E771_R1_trimmed.fq.gz	172036	155840
MP_E772_1B_R1_trimmed.fq.gz	203428	191765
MP_E772_2B_R1_trimmed.fq.gz	133515	125942
MP_E772_3B_R1_trimmed.fq.gz	183719	171963
MP_E773_R1_trimmed.fq.gz	111250	100172
MP_E774_R1_trimmed.fq.gz	157123	148185
MP_E775_R1_trimmed.fq.gz	134068	124200
MP_E780_R1_trimmed.fq.gz	144168	126444
MP_E781_R1_trimmed.fq.gz	183911	166142
MP_E784_R1_trimmed.fq.gz	183650	165519
MP_E785_R1_trimmed.fq.gz	216201	202669
MP_E788_1B_R1_trimmed.fq.gz	187275	176190
MP_E788_2B_R1_trimmed.fq.gz	205786	194259
MP_E788_3B_R1_trimmed.fq.gz	181011	171672
MP_E789_R1_trimmed.fq.gz	198351	179992
MP_E792_R1_trimmed.fq.gz	156685	148011
MP_E400_R1_trimmed.fq.gz	219167	208126
MP_E798_R1_trimmed.fq.gz	168711	158151
MP_E800_R1_trimmed.fq.gz	152535	137764
MP_E801_R1_trimmed.fq.gz	230897	186894
MP_E804_R1_trimmed.fq.gz	177158	159514
MP_E805_R1_trimmed.fq.gz	174066	153079
MP_E809_1B_R1_trimmed.fq.gz	163025	145916
MP_E809_2T_R1_trimmed.fq.gz	171936	133806
MP_E809_3T_R1_trimmed.fq.gz	170277	148864
MP_E810_1B_R1_trimmed.fq.gz	163847	132536
MP_E810_2B_R1_trimmed.fq.gz	142844	113477
MP_E810_3B_R1_trimmed.fq.gz	191642	167529
MP_E811_1B_R1_trimmed.fq.gz	116638	105162
MP_E811_2B_R1_trimmed.fq.gz	131648	116421
MP_E811_3B_R1_trimmed.fq.gz	123616	107925
MP_E812_R1_trimmed.fq.gz	169774	157610
MP_E813_1B_R1_trimmed.fq.gz	192681	154975
MP_E813_2B_R1_trimmed.fq.gz	181834	167025
MP_E813_3B_R1_trimmed.fq.gz	154868	125187
MP_E814_1B_R1_trimmed.fq.gz	168516	114001
MP_E814_2B_R1_trimmed.fq.gz	133099	121925
MP_E814_3B_R1_trimmed.fq.gz	211910	187365
MP_E819_R1_trimmed.fq.gz	156562	139869
MP_E822_R1_trimmed.fq.gz	195787	169645
MP_E823_R1_trimmed.fq.gz	188079	166405
MP_E824_R1_trimmed.fq.gz	125121	118312
MP_E825_R1_trimmed.fq.gz	183665	169338
MP_E826_R1_trimmed.fq.gz	245517	201558
MP_E829_R1_trimmed.fq.gz	123846	113614
MP_E831_R1_trimmed.fq.gz	219643	196661
MP_E832_R1_trimmed.fq.gz	207300	193798
MP_E833_R1_trimmed.fq.gz	209371	191798
MP_E840_R1_trimmed.fq.gz	128991	113310
MP_E841_R1_trimmed.fq.gz	216078	192723
MP_E843_R1_trimmed.fq.gz	183758	161082
MP_E846_R1_trimmed.fq.gz	119795	112418
MP_E852_R1_trimmed.fq.gz	132785	115131
MP_E853_R1_trimmed.fq.gz	203605	162342
MP_E854_R1_trimmed.fq.gz	219127	205564
MP_E855_R1_trimmed.fq.gz	181509	138687
MP_E860_1B_R1_trimmed.fq.gz	135473	125282
MP_E860_2B_R1_trimmed.fq.gz	135558	125007
