Value	Sample	TerminalTaxa
1	MP_E370	Engraulis mordax
3171	MP_E370	Sphingomonadales
20	MP_E370	Iodidimonadales
19700	MP_E370	Bacteria
209	MP_E370	Unknown
6671	MP_E370	Planctomycetota
232	MP_E370	Nitrospina
7	MP_E370	Acidobacteriota
12	MP_E370	Acidobacterium sp_ SCGC AAA007_P13
4593	MP_E370	Chloroflexota
9	MP_E370	Telonemida
2	MP_E370	Flavobacteriales
15	MP_E370	Fibrella aquatilis
34	MP_E370	Pelagomonadales
277	MP_E370	Planctomycetaceae
4989	MP_E370	Gammaproteobacteria
11	MP_E370	Vicinamibacteria
3	MP_E370	Candidatus Nitromaritima sp_ SCGC AAA288_L16
13	MP_E370	Thalassionema sp_ CCMP1100
319	MP_E370	Pirellulaceae
415	MP_E370	Thiotrichales
3608	MP_E370	Eukaryota
6	MP_E370	Euryarchaeota
19	MP_E370	Virgulinella fragilis
54	MP_E370	Verrucomicrobiota
1328	MP_E370	Deltaproteobacteria
394	MP_E370	Chaetoceros sp_
2	MP_E370	Porticoccaceae
307	MP_E370	Acidobacterium sp_ SCGC AAA007_N14
135	MP_E370	Colwelliaceae
89	MP_E370	Nitrospina sp_ SCGC AAA288_E23
1176	MP_E370	Candidatus Falkowbacteria
322	MP_E370	Dictyocha speculum
4133	MP_E370	Chloroparvula pacifica
65	MP_E370	Nitrospinaceae
1	MP_E370	Myxococcales
76	MP_E370	Candidatus Marinimicrobia
680	MP_E370	Picozoa
228	MP_E370	Pseudo_nitzschia
1	MP_E370	Desulfobulbales
42186	MP_E370	Pseudoalteromonas
4	MP_E370	Planctomycetia
15	MP_E370	Cellvibrionaceae
11	MP_E370	Leiosporocerotopsida
179	MP_E370	Gemmatimonadota
37	MP_E370	Alphaproteobacteria
38	MP_E370	Cycloclasticus
723	MP_E370	Dehalococcoidia
151	MP_E370	Oxalobacteraceae
12	MP_E370	Nitrospina sp_ SCGC AAA288_O16
3	MP_E370	Candidatus Brocadiales
461	MP_E370	Cytophagia
54	MP_E370	Nitrospina sp_ SCGC AAA003_G17
78	MP_E370	Candidatus Poribacteria
1100	MP_E370	Alteromonadales
13	MP_E370	Actinocyclus
2209	MP_E370	Sinobacterium
64	MP_E370	Rotaliida
483	MP_E370	Psychromonas
94	MP_E370	Vicinamibacterales
4371	MP_E370	Homo sapiens
29	MP_E370	Meringosphaera mediterranea
4	MP_E370	Nitrospina sp_ SCGC AAA001_J21
70	MP_E370	Methylococcales
54	MP_E370	Planctomycetales
9	MP_E370	Phaeocystis jahnii
1960	MP_E370	Florenciella
154	MP_E370	Koliellaceae
54	MP_E370	Crenothrix polyspora
1	MP_E370	Colwellia
18	MP_E370	Pelagomonas
64	MP_E370	Rhizosolenia sp_
343	MP_E370	Bacillariophyta
62	MP_E370	Candidatus Brocadiaceae
1	MP_E370	Allosmerus elongatus
30	MP_E370	Nocardioidaceae
31	MP_E370	Actinomycetes
89	MP_E370	Nitrospina sp_ SCGC AAA003_C16
24	MP_E370	Bacteroidota
6	MP_E370	Anaeromyxobacteraceae
401	MP_E370	Rhizosoleniaceae
65	MP_E370	Sedimentisphaerales
533	MP_E370	Prasinoderma coloniale
16	MP_E370	Bacterioplanes
42	MP_E370	Pseudomonadota
18	MP_E370	Dinophysis
7	MP_E370	Psychrobium
19	MP_E370	Phycisphaerales
1761	MP_E370	Cytophagales
32	MP_E370	Elliptochloris bilobata
37	MP_E370	Methylococcaceae
623	MP_E370	Nitrospina sp_ SCGC AAA288_C20
2	MP_E370	Chrysochromulina sp_ clone 124
4	MP_E373	Engraulis mordax
9363	MP_E373	Bacteria
667	MP_E373	Unknown
1883	MP_E373	Planctomycetota
112	MP_E373	Nitrospina
5632	MP_E373	Pelagomonadales
2227	MP_E373	Planctomycetaceae
302	MP_E373	Gammaproteobacteria
2	MP_E373	Candidatus Nitromaritima sp_ SCGC AAA288_L16
346	MP_E373	Thalassionema sp_ CCMP1100
3	MP_E373	Thiotrichales
14788	MP_E373	Eukaryota
160	MP_E373	Virgulinella fragilis
4	MP_E373	Verrucomicrobiota
222	MP_E373	Deltaproteobacteria
2322	MP_E373	Chaetoceros sp_
1	MP_E373	Porticoccaceae
3158	MP_E373	Dictyocha speculum
125	MP_E373	Chloroparvula pacifica
42	MP_E373	Nitrospinaceae
1	MP_E373	Picozoa
1031	MP_E373	Pseudo_nitzschia
1328	MP_E373	Pseudoalteromonas
16	MP_E373	Cellvibrionaceae
1058	MP_E373	Alphaproteobacteria
3304	MP_E373	Alteromonadales
542	MP_E373	Actinocyclus
758	MP_E373	Rotaliida
10	MP_E373	Psychromonas
9	MP_E373	Vicinamibacterales
370	MP_E373	Homo sapiens
757	MP_E373	Meringosphaera mediterranea
205	MP_E373	Phaeocystis jahnii
11346	MP_E373	Florenciella
979	MP_E373	Pelagomonas
14447	MP_E373	Rhizosolenia sp_
4314	MP_E373	Bacillariophyta
51	MP_E373	Nitrospina sp_ SCGC AAA003_C16
3212	MP_E373	Rhizosoleniaceae
921	MP_E373	Prasinoderma coloniale
104	MP_E373	Pseudomonadota
415	MP_E373	Dinophysis
6	MP_E373	Psychrobium
17	MP_E373	Methylococcaceae
385	MP_E373	Chrysochromulina sp_ clone 124
3	MP_E373	Minutocellus polymorphus
7	MP_E373	Candidatus Campbellbacteria
2	MP_E373	Pelagomonas sp_ RCC919
6	MP_E373	Prymnesium neolepis
2347	MP_E373	Oncorhynchus gorbuscha
5	MP_E373	Psammodictyon panduriforme
122	MP_E373	Amylibacter
11	MP_E373	Pyramimonadophyceae
2	MP_E373	Corallinales
70	MP_E373	Rhodobacterales
185	MP_E373	Triparmaceae
9	MP_E373	Mallomonadaceae
21	MP_E373	Environmental Unknown
18	MP_E373	Flavobacteriaceae
1040	MP_E373	Ammodytidae
11	MP_E373	Laminariales
619	MP_E373	Haptophyta
143	MP_E373	Chrysochromulina apheles
146	MP_E373	Pycnococcaceae
1383	MP_E373	Cryptophyceae
8	MP_E373	Paracoccaceae
780	MP_E373	Aureococcus anophagefferens
2872	MP_E373	Bacillariophyceae
118	MP_E373	Dictyocha
8	MP_E373	Proboscia
744	MP_E373	Hemiselmis cryptochromatica
4	MP_E373	Actinocyclus sp_ _in_ diatoms_
87	MP_E373	Chrysochromulina elegans
20	MP_E373	Bolidomonas mediterranea
280	MP_E373	Pseudopedinella elastica
7	MP_E373	Aureococcus
6	MP_E373	Pseudopedinella__f
1	MP_E373	Hemiaulales
1066	MP_E373	Dictyochophyceae
97	MP_E373	Nitrospina sp_ SCGC AAA003_A14
214	MP_E373	Chaetocerotaceae
7	MP_E373	Cyanobacteriota
30	MP_E373	Triparma strigata
47	MP_E373	Phaeocystis rex
196	MP_E373	Cryptochloris sp_ C94
3	MP_E373	Pyramimonas sp_ F923
3	MP_E373	Pseudopedinella
16	MP_E373	Helicopedinella
1752	MP_E373	Pyramimonadales
172	MP_E373	Elphidium margaritaceum
3	MP_E373	Synura
6	MP_E373	Teleaulax acuta
356	MP_E373	Parmales
156	MP_E373	Chrysochromulina camella
201	MP_E373	Chaetocerotales
1	MP_E373	Chaetoceros costatus
29	MP_E373	Elphidium
2	MP_E373	Candidatus Marimicrobium litorale
1531	MP_E373	Pyramimonas sp_ RCC2500
5	MP_E373	Leucothrix sargassi
187	MP_E373	Rhizosolenia
203	MP_E373	Thalassionema
73	MP_E373	Prymnesiales
59	MP_E373	Tissierellia
16	MP_E373	Bolidomonas
320	MP_E373	Coscinodiscophyceae
7	MP_E373	Candidatus Accumulibacter phosphatis
752	MP_E373	Thalassiosira sp_
1	MP_E373	Guinardia
428	MP_E373	Chrysochromulina
8	MP_E373	Nephroselmis pyriformis
5	MP_E373	Elphidium aculeatum
4641	MP_E373	Diaphus theta
14	MP_E373	Prymnesium polylepis
50	MP_E373	Sarcinochrysidaceae
57	MP_E373	Roseobacteraceae
10	MP_E373	Prymnesium calathiferum
27735	MP_E378	Bacteria
1389	MP_E378	Unknown
14764	MP_E378	Planctomycetota
26	MP_E378	Telonemida
371	MP_E378	Pelagomonadales
16988	MP_E378	Planctomycetaceae
6856	MP_E378	Gammaproteobacteria
216	MP_E378	Thalassionema sp_ CCMP1100
680	MP_E378	Pirellulaceae
24	MP_E378	Thiotrichales
5175	MP_E378	Eukaryota
2	MP_E378	Virgulinella fragilis
9	MP_E378	Verrucomicrobiota
702	MP_E378	Deltaproteobacteria
371	MP_E378	Chaetoceros sp_
623	MP_E378	Porticoccaceae
1	MP_E378	Dictyocha speculum
165	MP_E378	Chloroparvula pacifica
359	MP_E378	Nitrospinaceae
87	MP_E378	Myxococcales
15	MP_E378	Picozoa
188	MP_E378	Pseudo_nitzschia
3226	MP_E378	Pseudoalteromonas
44	MP_E378	Cellvibrionaceae
4093	MP_E378	Alphaproteobacteria
3	MP_E378	Nitrospina sp_ SCGC AAA003_G17
3	MP_E378	Sinobacterium
548	MP_E378	Rotaliida
38	MP_E378	Psychromonas
5596	MP_E378	Meringosphaera mediterranea
11	MP_E378	Nitrospina sp_ SCGC AAA001_J21
5	MP_E378	Planctomycetales
502	MP_E378	Phaeocystis jahnii
1674	MP_E378	Florenciella
140	MP_E378	Colwellia
834	MP_E378	Pelagomonas
7342	MP_E378	Rhizosolenia sp_
507	MP_E378	Bacillariophyta
164	MP_E378	Nitrospina sp_ SCGC AAA003_C16
45	MP_E378	Bacteroidota
44	MP_E378	Rhizosoleniaceae
2	MP_E378	Prasinoderma coloniale
1	MP_E378	Bacterioplanes
464	MP_E378	Pseudomonadota
485	MP_E378	Dinophysis
16	MP_E378	Psychrobium
90	MP_E378	Phycisphaerales
40	MP_E378	Chrysochromulina sp_ clone 124
10	MP_E378	Prymnesium neolepis
1	MP_E378	Psammodictyon panduriforme
182	MP_E378	Amylibacter
11	MP_E378	Pyramimonadophyceae
185	MP_E378	Rhodobacterales
320	MP_E378	Triparmaceae
227	MP_E378	Environmental Unknown
236	MP_E378	Haptophyta
19	MP_E378	Chrysochromulina apheles
854	MP_E378	Cryptophyceae
1134	MP_E378	Aureococcus anophagefferens
968	MP_E378	Bacillariophyceae
1716	MP_E378	Hemiselmis cryptochromatica
623	MP_E378	Pseudopedinella elastica
4	MP_E378	Aureococcus
252	MP_E378	Dictyochophyceae
155	MP_E378	Triparma strigata
133	MP_E378	Phaeocystis rex
35	MP_E378	Cryptochloris sp_ C94
2	MP_E378	Pyramimonas sp_ F923
173	MP_E378	Pseudopedinella
3	MP_E378	Helicopedinella
6439	MP_E378	Pyramimonadales
206	MP_E378	Elphidium margaritaceum
6	MP_E378	Synura
1219	MP_E378	Parmales
144	MP_E378	Chrysochromulina camella
40	MP_E378	Tissierellia
76	MP_E378	Bolidomonas
234	MP_E378	Coscinodiscophyceae
1170	MP_E378	Candidatus Accumulibacter phosphatis
18	MP_E378	Thalassiosira sp_
402	MP_E378	Chrysochromulina
314	MP_E378	Prymnesium polylepis
315	MP_E378	Sarcinochrysidaceae
15	MP_E378	Roseobacteraceae
2	MP_E378	Merluccius productus
2	MP_E378	Prochlorococcaceae
4	MP_E378	Candidatus Actinomarina sp_
5	MP_E378	Desulfovibrionia
10	MP_E378	Candidatus Rhabdochlamydia sp_
6	MP_E378	Elphidium excavatum
7	MP_E378	Candidatus Kaiserbacteria
3	MP_E378	Pseudoteredinibacter
2	MP_E378	Hemiaulaceae
102	MP_E378	Pseudomonadales
3	MP_E378	Legionellales
4	MP_E378	Haynesina orbiculare
13	MP_E378	Chaetoceros
9	MP_E378	Pseudo_nitzschia sp_ RCC2006
14	MP_E378	Prasinodermaceae
1	MP_E378	Flavicella
1	MP_E378	Noelaerhabdaceae
19	MP_E378	Desulfomonilaceae
1	MP_E378	Artedius harringtoni
109	MP_E378	Bryopsida
13	MP_E378	Chlorobiota
26	MP_E378	Prasinoderma
7	MP_E378	Vibrio
131	MP_E378	Chloropicaceae
4	MP_E378	Deferribacteres
2	MP_E378	Pelagibacter
4	MP_E378	Synechococcus
121	MP_E378	Thermoguttaceae
1	MP_E378	Pelagomonas sp_ RCC986
10	MP_E378	Candidatus Nomurabacteria
71	MP_E378	Nitrosomonadaceae
53	MP_E378	Chattonellaceae
40	MP_E378	Thioprofundaceae
35	MP_E378	Cellvibrionales
26	MP_E378	Prymnesium
4	MP_E378	Emcibacter sp_
1	MP_E380	Engraulis mordax
13865	MP_E380	Bacteria
783	MP_E380	Unknown
4924	MP_E380	Planctomycetota
20	MP_E380	Nitrospina
1065	MP_E380	Pelagomonadales
4174	MP_E380	Planctomycetaceae
931	MP_E380	Gammaproteobacteria
2	MP_E380	Thalassionema sp_ CCMP1100
154	MP_E380	Pirellulaceae
15	MP_E380	Thiotrichales
32283	MP_E380	Eukaryota
126	MP_E380	Virgulinella fragilis
2	MP_E380	Verrucomicrobiota
43	MP_E380	Deltaproteobacteria
2291	MP_E380	Chaetoceros sp_
1	MP_E380	Porticoccaceae
3145	MP_E380	Dictyocha speculum
2	MP_E380	Chloroparvula pacifica
574	MP_E380	Picozoa
118	MP_E380	Pseudo_nitzschia
25	MP_E380	Pseudoalteromonas
1855	MP_E380	Alphaproteobacteria
2	MP_E380	Alteromonadales
18	MP_E380	Actinocyclus
54	MP_E380	Rotaliida
609	MP_E380	Psychromonas
85	MP_E380	Homo sapiens
959	MP_E380	Meringosphaera mediterranea
1	MP_E380	Phaeocystis jahnii
2806	MP_E380	Florenciella
34693	MP_E380	Rhizosolenia sp_
1238	MP_E380	Bacillariophyta
747	MP_E380	Rhizosoleniaceae
620	MP_E380	Prasinoderma coloniale
1022	MP_E380	Dinophysis
8	MP_E380	Psychrobium
36	MP_E380	Candidatus Campbellbacteria
18	MP_E380	Prymnesium neolepis
18	MP_E380	Amylibacter
5	MP_E380	Pyramimonadophyceae
8	MP_E380	Rhodobacterales
464	MP_E380	Triparmaceae
115	MP_E380	Mallomonadaceae
344	MP_E380	Environmental Unknown
223	MP_E380	Laminariales
307	MP_E380	Haptophyta
4730	MP_E380	Cryptophyceae
139	MP_E380	Aureococcus anophagefferens
598	MP_E380	Bacillariophyceae
870	MP_E380	Hemiselmis cryptochromatica
21	MP_E380	Chrysochromulina elegans
3	MP_E380	Bolidomonas mediterranea
2804	MP_E380	Pseudopedinella elastica
3	MP_E380	Hemiaulales
649	MP_E380	Dictyochophyceae
1	MP_E380	Chaetocerotaceae
229	MP_E380	Triparma strigata
143	MP_E380	Cryptochloris sp_ C94
2134	MP_E380	Pyramimonas sp_ F923
590	MP_E380	Pseudopedinella
531	MP_E380	Helicopedinella
142	MP_E380	Pyramimonadales
22	MP_E380	Synura
464	MP_E380	Teleaulax acuta
129	MP_E380	Parmales
7	MP_E380	Chrysochromulina camella
153	MP_E380	Chaetocerotales
117	MP_E380	Chaetoceros costatus
1212	MP_E380	Pyramimonas sp_ RCC2500
7	MP_E380	Thalassionema
162	MP_E380	Prymnesiales
43	MP_E380	Bolidomonas
27	MP_E380	Coscinodiscophyceae
321	MP_E380	Thalassiosira sp_
30	MP_E380	Chrysochromulina
31	MP_E380	Nephroselmis pyriformis
93	MP_E380	Prymnesium polylepis
5	MP_E380	Sarcinochrysidaceae
2	MP_E380	Prymnesium calathiferum
1	MP_E380	Elphidium excavatum
22	MP_E380	Haynesina orbiculare
12	MP_E380	Chaetoceros
68	MP_E380	Prasinodermaceae
142	MP_E380	Noelaerhabdaceae
136	MP_E380	Bryopsida
35	MP_E380	Pelagomonas sp_ RCC986
50	MP_E380	Candidatus Nomurabacteria
15	MP_E380	Polyneura bonnemaisonii
2	MP_E380	Coscinodiscus radiatus
44	MP_E380	Picochlorum__f__o
5	MP_E380	Chrysochromulina sp_ MBIC10518
7261	MP_E380	Clupea pallasii
2537	MP_E380	Cymatogaster aggregata
10	MP_E380	Pedinella sp_ RCC2686
8	MP_E380	Eucampia
3	MP_E380	Trachurus
244	MP_E380	Eutreptiella gymnastica
424	MP_E380	Bolidophyceae
9	MP_E380	Syracosphaera
2308	MP_E380	Atheresthes
29	MP_E380	Skeletonema marinoi
27	MP_E380	Jakobida__c
112	MP_E380	Psychromonas japonica
1174	MP_E380	Sebastes entomelas
62	MP_E380	Chloropicales
38	MP_E380	Pyramimonas disomata
5	MP_E380	Thalassiosiraceae
43	MP_E380	Bovidae
9	MP_E380	Shewanella
124	MP_E380	Psychrobium sp_ HaHa3146
40	MP_E380	Cymbomonas tetramitiformis
1	MP_E380	Proboscia indica
42	MP_E380	Pyramimonas sp_ RCC1987
4	MP_E380	Sulfurimonas sp_ MA01
22	MP_E380	Thalassionema frauenfeldii
4	MP_E380	Sebastes
3	MP_E384_3B	Engraulis mordax
77869	MP_E384_3B	Bacteria
5946	MP_E384_3B	Unknown
21087	MP_E384_3B	Planctomycetota
105	MP_E384_3B	Nitrospina
163	MP_E384_3B	Chloroflexota
196	MP_E384_3B	Telonemida
3	MP_E384_3B	Flavobacteriales
26	MP_E384_3B	Pelagomonadales
4617	MP_E384_3B	Planctomycetaceae
9944	MP_E384_3B	Gammaproteobacteria
142	MP_E384_3B	Candidatus Nitromaritima sp_ SCGC AAA288_L16
7	MP_E384_3B	Thalassionema sp_ CCMP1100
151	MP_E384_3B	Pirellulaceae
217	MP_E384_3B	Thiotrichales
1671	MP_E384_3B	Eukaryota
17	MP_E384_3B	Euryarchaeota
29	MP_E384_3B	Verrucomicrobiota
275	MP_E384_3B	Deltaproteobacteria
79	MP_E384_3B	Chaetoceros sp_
69	MP_E384_3B	Acidobacterium sp_ SCGC AAA007_N14
46	MP_E384_3B	Colwelliaceae
79	MP_E384_3B	Chloroparvula pacifica
720	MP_E384_3B	Nitrospinaceae
185	MP_E384_3B	Candidatus Marinimicrobia
198	MP_E384_3B	Picozoa
307	MP_E384_3B	Pseudo_nitzschia
5764	MP_E384_3B	Pseudoalteromonas
5	MP_E384_3B	Planctomycetia
134	MP_E384_3B	Cellvibrionaceae
1225	MP_E384_3B	Alphaproteobacteria
61	MP_E384_3B	Dehalococcoidia
39	MP_E384_3B	Nitrospina sp_ SCGC AAA288_O16
24	MP_E384_3B	Candidatus Brocadiales
7	MP_E384_3B	Nitrospina sp_ SCGC AAA003_G17
37	MP_E384_3B	Candidatus Poribacteria
17332	MP_E384_3B	Alteromonadales
5	MP_E384_3B	Sinobacterium
215	MP_E384_3B	Rotaliida
1296	MP_E384_3B	Psychromonas
140	MP_E384_3B	Vicinamibacterales
622	MP_E384_3B	Homo sapiens
31	MP_E384_3B	Meringosphaera mediterranea
12	MP_E384_3B	Nitrospina sp_ SCGC AAA001_J21
12	MP_E384_3B	Florenciella
72	MP_E384_3B	Colwellia
32	MP_E384_3B	Rhizosolenia sp_
10	MP_E384_3B	Bacillariophyta
243	MP_E384_3B	Actinomycetes
320	MP_E384_3B	Nitrospina sp_ SCGC AAA003_C16
52	MP_E384_3B	Bacteroidota
574	MP_E384_3B	Anaeromyxobacteraceae
176	MP_E384_3B	Bacterioplanes
606	MP_E384_3B	Pseudomonadota
7161	MP_E384_3B	Psychrobium
685	MP_E384_3B	Phycisphaerales
63	MP_E384_3B	Methylococcaceae
47	MP_E384_3B	Candidatus Campbellbacteria
34	MP_E384_3B	Amylibacter
5	MP_E384_3B	Pyramimonadophyceae
4	MP_E384_3B	Triparmaceae
10	MP_E384_3B	Cryptophyceae
1	MP_E384_3B	Aureococcus anophagefferens
12	MP_E384_3B	Bacillariophyceae
1	MP_E384_3B	Hemiselmis cryptochromatica
6	MP_E384_3B	Pseudopedinella elastica
100	MP_E384_3B	Pseudopedinella__f
380	MP_E384_3B	Dictyochophyceae
466	MP_E384_3B	Nitrospina sp_ SCGC AAA003_A14
1	MP_E384_3B	Chaetocerotaceae
17	MP_E384_3B	Pseudopedinella
2650	MP_E384_3B	Pyramimonadales
17	MP_E384_3B	Elphidium
24	MP_E384_3B	Candidatus Marimicrobium litorale
86	MP_E384_3B	Tissierellia
634	MP_E384_3B	Coscinodiscophyceae
121	MP_E384_3B	Candidatus Accumulibacter phosphatis
5	MP_E384_3B	Elphidium aculeatum
587	MP_E384_3B	Prymnesium polylepis
21	MP_E384_3B	Candidatus Actinomarina sp_
76	MP_E384_3B	Candidatus Kaiserbacteria
243	MP_E384_3B	Pseudoteredinibacter
11	MP_E384_3B	Bryopsida
2	MP_E384_3B	Deferribacteres
417	MP_E384_3B	Thermoguttaceae
295	MP_E384_3B	Candidatus Nomurabacteria
1	MP_E384_3B	Nitrosomonadaceae
2	MP_E384_3B	Clupea pallasii
1	MP_E384_3B	Atheresthes
2100	MP_E384_3B	Shewanella
14	MP_E384_3B	Flavobacterium
20	MP_E384_3B	Cyanidiales
15	MP_E384_3B	Oceanospirillaceae
11	MP_E384_3B	Burkholderiales
2598	MP_E384_3B	Hydrolagus colliei
10	MP_E384_3B	Desulfovibrionales
8	MP_E384_3B	Candidatus Latescibacteria
6	MP_E384_3B	Psychromonas antarctica
6	MP_E384_3B	Tolypothrichaceae
5	MP_E384_3B	Candidatus Persebacteraceae
4	MP_E384_3B	Cyanophyceae
3	MP_E384_3B	Nitrospinales
911	MP_E384_3B	Arcobacter nitrofigilis
7	MP_E384_3B	Alkalimarinus
4846	MP_E384_3B	Moritella
502	MP_E384_3B	Blastocatella fastidiosa
20	MP_E384_3B	Eubacteriales
107	MP_E384_3B	Candidatus Azambacteria
63	MP_E384_3B	Fibrobacterales
335	MP_E384_3B	Thiotrichaceae
1	MP_E384_3B	Paraliomyxa__f
1	MP_E384_3B	Kangiella sp_ KLE1212
267	MP_E384_3B	Bacteriovoracaceae
160	MP_E384_3B	Microbulbifer
2	MP_E384_3B	Flavobacterium sp_ SCGC AAA300_K05
19	MP_E384_3B	Phaselicystidaceae
5	MP_E384_3B	Persicobacteraceae
43	MP_E384_3B	Psychrobium conchae
1	MP_E384_3B	Stephanopyxis
42	MP_E384_3B	Aliivibrio
58	MP_E384_3B	Arcobacter
3	MP_E384_3B	Telonemida__c
15	MP_E384_3B	Bacilli
4749	MP_E384_3B	Pleuronectidae
9	MP_E384_3B	Epsilonproteobacteria
3	MP_E386_1B	Engraulis mordax
7454	MP_E386_1B	Bacteria
1641	MP_E386_1B	Unknown
2197	MP_E386_1B	Planctomycetota
8378	MP_E386_1B	Pelagomonadales
7543	MP_E386_1B	Planctomycetaceae
1579	MP_E386_1B	Gammaproteobacteria
115	MP_E386_1B	Thalassionema sp_ CCMP1100
8275	MP_E386_1B	Eukaryota
6	MP_E386_1B	Verrucomicrobiota
29	MP_E386_1B	Deltaproteobacteria
814	MP_E386_1B	Chaetoceros sp_
376	MP_E386_1B	Porticoccaceae
3220	MP_E386_1B	Dictyocha speculum
1477	MP_E386_1B	Chloroparvula pacifica
10	MP_E386_1B	Picozoa
4506	MP_E386_1B	Pseudo_nitzschia
8	MP_E386_1B	Pseudoalteromonas
16	MP_E386_1B	Planctomycetia
5374	MP_E386_1B	Alphaproteobacteria
762	MP_E386_1B	Alteromonadales
3	MP_E386_1B	Actinocyclus
213	MP_E386_1B	Rotaliida
17445	MP_E386_1B	Meringosphaera mediterranea
1294	MP_E386_1B	Phaeocystis jahnii
26281	MP_E386_1B	Florenciella
209	MP_E386_1B	Pelagomonas
6982	MP_E386_1B	Rhizosolenia sp_
3007	MP_E386_1B	Bacillariophyta
4	MP_E386_1B	Bacteroidota
49	MP_E386_1B	Rhizosoleniaceae
1252	MP_E386_1B	Prasinoderma coloniale
3	MP_E386_1B	Dinophysis
29	MP_E386_1B	Psychrobium
611	MP_E386_1B	Chrysochromulina sp_ clone 124
6	MP_E386_1B	Pelagomonas sp_ RCC919
358	MP_E386_1B	Prymnesium neolepis
110	MP_E386_1B	Amylibacter
483	MP_E386_1B	Corallinales
25	MP_E386_1B	Rhodobacterales
1536	MP_E386_1B	Triparmaceae
35	MP_E386_1B	Mallomonadaceae
197	MP_E386_1B	Environmental Unknown
4	MP_E386_1B	Flavobacteriaceae
1649	MP_E386_1B	Haptophyta
95	MP_E386_1B	Chrysochromulina apheles
245	MP_E386_1B	Cryptophyceae
24	MP_E386_1B	Paracoccaceae
3286	MP_E386_1B	Aureococcus anophagefferens
2594	MP_E386_1B	Bacillariophyceae
83	MP_E386_1B	Chrysochromulina elegans
7	MP_E386_1B	Bolidomonas mediterranea
61	MP_E386_1B	Pseudopedinella elastica
502	MP_E386_1B	Aureococcus
1337	MP_E386_1B	Dictyochophyceae
8	MP_E386_1B	Cyanobacteriota
194	MP_E386_1B	Triparma strigata
6	MP_E386_1B	Cryptochloris sp_ C94
193	MP_E386_1B	Pseudopedinella
24	MP_E386_1B	Pyramimonadales
141	MP_E386_1B	Elphidium margaritaceum
1	MP_E386_1B	Synura
5844	MP_E386_1B	Parmales
4	MP_E386_1B	Chrysochromulina camella
410	MP_E386_1B	Prymnesiales
12	MP_E386_1B	Bolidomonas
451	MP_E386_1B	Coscinodiscophyceae
184	MP_E386_1B	Candidatus Accumulibacter phosphatis
1034	MP_E386_1B	Chrysochromulina
1184	MP_E386_1B	Prymnesium polylepis
10	MP_E386_1B	Sarcinochrysidaceae
3	MP_E386_1B	Roseobacteraceae
53	MP_E386_1B	Prymnesium calathiferum
10	MP_E386_1B	Candidatus Actinomarina sp_
4	MP_E386_1B	Desulfovibrionia
6	MP_E386_1B	Elphidium excavatum
58	MP_E386_1B	Pseudo_nitzschia sp_ RCC2006
439	MP_E386_1B	Prasinodermaceae
85	MP_E386_1B	Noelaerhabdaceae
30	MP_E386_1B	Bryopsida
15	MP_E386_1B	Prasinoderma
3	MP_E386_1B	Synechococcus
495	MP_E386_1B	Pelagomonas sp_ RCC986
30	MP_E386_1B	Chattonellaceae
101	MP_E386_1B	Emcibacter sp_
310	MP_E386_1B	Chrysochromulina sp_ MBIC10518
1	MP_E386_1B	Eucampia
1	MP_E386_1B	Bolidophyceae
137	MP_E386_1B	Chloropicales
9	MP_E386_1B	Proboscia indica
1	MP_E386_1B	Thalassionema frauenfeldii
17	MP_E386_1B	Pseudo_nitzschia sp_ RCC2008
160	MP_E386_1B	Ectothiorhodospiraceae
5	MP_E386_1B	Nemaliales
2	MP_E386_1B	Prasinoderma singulare
1911	MP_E386_1B	Gadus
44	MP_E386_1B	Prymnesium parvum
474	MP_E386_1B	Ophioglossales
97	MP_E386_1B	Chrysochromulina sp_ MBIC10516
35	MP_E386_1B	Phalacroma mitra
7	MP_E386_1B	Aureococcus__f
2	MP_E386_1B	Synechococcus sp_ UIO 013
30	MP_E386_1B	Euglenales
943	MP_E388_1B	Iodidimonadales
53593	MP_E388_1B	Bacteria
173	MP_E388_1B	Unknown
14867	MP_E388_1B	Planctomycetota
399	MP_E388_1B	Nitrospina
2617	MP_E388_1B	Acidobacteriota
26	MP_E388_1B	Acidobacterium sp_ SCGC AAA007_P13
8097	MP_E388_1B	Chloroflexota
1710	MP_E388_1B	Planctomycetaceae
4020	MP_E388_1B	Gammaproteobacteria
5	MP_E388_1B	Thalassionema sp_ CCMP1100
2	MP_E388_1B	Pirellulaceae
430	MP_E388_1B	Thiotrichales
395	MP_E388_1B	Eukaryota
1	MP_E388_1B	Euryarchaeota
34	MP_E388_1B	Verrucomicrobiota
25	MP_E388_1B	Deltaproteobacteria
1	MP_E388_1B	Chaetoceros sp_
291	MP_E388_1B	Acidobacterium sp_ SCGC AAA007_N14
3	MP_E388_1B	Nitrospina sp_ SCGC AAA288_E23
47	MP_E388_1B	Nitrospinaceae
109	MP_E388_1B	Myxococcales
1595	MP_E388_1B	Candidatus Marinimicrobia
310	MP_E388_1B	Pseudo_nitzschia
10625	MP_E388_1B	Pseudoalteromonas
48	MP_E388_1B	Planctomycetia
1082	MP_E388_1B	Cellvibrionaceae
560	MP_E388_1B	Alphaproteobacteria
817	MP_E388_1B	Dehalococcoidia
7882	MP_E388_1B	Candidatus Brocadiales
516	MP_E388_1B	Cytophagia
139	MP_E388_1B	Candidatus Poribacteria
