Percent	Sample	TerminalTaxa
0.00409978886087366	MP_E1839_DY2306_PCR2	zzOther
0.0804171576833789	MP_E1894_SKQ23_12S	zzOther
0.00361971295676253	MP_E1151_DY2206	zzOther
0.00048100510827425	MP_E1455_RC0083	zzOther
0.0406409660938226	MP_E1619_DY2209	zzOther
0.00111095064046304	MP_E1839_DY2306_PCR3	zzOther
0.0354901676103825	MP_E2001_SKQ23_12S	zzOther
0.322762781996073	MP_E2007_SKQ23_12S	zzOther
0.0271101893646727	MP_E1842_DY2306_PCR1	zzOther
0.146083385975995	MP_E1461_RC0083	Acidobacteriota
0.00668819628900652	MP_E1486_RC0083	Acidobacteriota
0.00150217332290396	MP_E1488_RC0083	Acidobacteriota
0.000703035472826507	MP_E1494_RC0083	Acidobacteriota
0.00723767062808506	MP_E1499_RC0083	Acidobacteriota
0.00301841231512225	MP_E1501_RC0083	Acidobacteriota
0.00912956152020242	MP_E1534_RC0083	Acidobacteriota
0.0600883036810617	MP_E1546_RC0083	Acidobacteriota
0.00199936819964891	MP_E1556_RC0083	Acidobacteriota
0.0183096071340887	MP_E1564_RC0083	Acidobacteriota
0.0129853265809635	MP_E1567_RC0083	Acidobacteriota
0.00271505146961857	MP_E1611_DY2209	Acidobacteriota
0.0131001001772366	MP_E1718_DY2306	Acidobacteriota
0.000894064529107388	MP_E1781_DY2306	Acidobacteriota
0.00139479740567683	MP_E1783_DY2306	Acidobacteriota
0.00319138071895425	MP_E1788_DY2306	Acidobacteriota
0.000522511083766364	MP_E1797_DY2306	Acidobacteriota
0.10127514615845	MP_E1833_DY2306_PCR3	Acidobacteriota
0.00226268233448479	MP_E1834_DY2306_PCR1	Acidobacteriota
0.0865437745068669	MP_E1834_DY2306_PCR2	Acidobacteriota
0.0197186801630078	MP_E1838_DY2306_PCR2	Acidobacteriota
0.0444380256185218	MP_E1839_DY2306_PCR3	Acidobacteriota
0.00330155040807163	MP_E1842_DY2306_PCR3	Acidobacteriota
0.00105234726056469	MP_E1877_SKQ23_12S	Acidobacteriota
0.0123366930260674	MP_E1880_SKQ23_12S	Acidobacteriota
0.0989216368598441	MP_E1907_SKQ23_12S	Acidobacteriota
0.0285718082632327	MP_E1916_SKQ23_12S	Acidobacteriota
0.00908375219524011	MP_E1934_SKQ23_12S	Acidobacteriota
0.0502244726430372	MP_E1937_SKQ23_12S	Acidobacteriota
0.0386259463356852	MP_E1943_SKQ23_12S	Acidobacteriota
0.279934231065415	MP_E1948_SKQ23_12S	Acidobacteriota
4.53252506411751	MP_E1949_SKQ23_12S	Acidobacteriota
0.0450619601952685	MP_E1951_SKQ23_12S	Acidobacteriota
0.559624321759653	MP_E1956_SKQ23_12S	Acidobacteriota
0.0131331563813316	MP_E1975_SKQ23_12S	Acidobacteriota
0.0967913662101341	MP_E2001_SKQ23_12S	Acidobacteriota
0.00421361334198529	MP_E2007_SKQ23_12S	Acidobacteriota
0.000755675120152344	MP_E2023_SKQ23_12S	Acidobacteriota
0.0206768486892071	MP_E1723_DY2306	zzOther
0.0591636283177327	MP_E1455_RC0083	zzOther
0.00239203929323212	MP_E1456_RC0083	zzOther
0.000357188781414753	MP_E1458_RC0083	zzOther
1.07259423036429	MP_E1461_RC0083	zzOther
0.0320927813374943	MP_E1470_RC0083	zzOther
0.00211288862058557	MP_E1501_RC0083	zzOther
0.0592671436260606	MP_E1517_RC0083	zzOther
0.00173300464011992	MP_E1526_RC0083	zzOther
0.00642249508095263	MP_E1529_RC0083	zzOther
0.0779119594857811	MP_E1567_RC0083	zzOther
0.0123265828724119	MP_E1723_DY2306	zzOther
0.191999500489104	MP_E1948_SKQ23_12S	zzOther
1.18442527395663	MP_E1949_SKQ23_12S	zzOther
0.0168351787895987	MP_E1455_RC0083	zzOther
0.0228600820105442	MP_E1458_RC0083	zzOther
0.0486944619919983	MP_E1461_RC0083	zzOther
0.444134583107393	MP_E1470_RC0083	zzOther
0.000338093120988314	MP_E1489_RC0083	zzOther
0.00482945970419559	MP_E1501_RC0083	zzOther
0.28242608238133	MP_E1517_RC0083	zzOther
0.0105188564342184	MP_E1518_RC0083	zzOther
0.0021662558001499	MP_E1526_RC0083	zzOther
0.000583863189177512	MP_E1529_RC0083	zzOther
0.198908913865782	MP_E1564_RC0083	zzOther
0.668744318919621	MP_E1567_RC0083	zzOther
0.00616720927288603	MP_E1568_RC0083	zzOther
0.0956550985710363	MP_E1720_DY2306	zzOther
0.0258460608615089	MP_E1723_DY2306	zzOther
0.0109268008408433	MP_E1948_SKQ23_12S	zzOther
1.05385870832362	MP_E1949_SKQ23_12S	zzOther
0.73842022823898	MP_E1517_RC0083	zzOther
0.116188774646325	MP_E1529_RC0083	zzOther
0.0461682859389665	MP_E1786_DY2306	zzOther
0.0862056262065104	MP_E1155_DY2206	zzOther
0.00103643590421259	MP_E1752_DY2306	zzOther
10.3579335179133	MP_E1892_SKQ23_12S	Acipenser fulvescens
0.245236216033375	MP_E1970_SKQ23_12S	zzOther
0.0441220408702117	MP_E1148_DY2206	Actinocyclus
0.0302617642608564	MP_E1149_DY2206	Actinocyclus
0.0472316471314004	MP_E1150_DY2206	Actinocyclus
0.181890576077317	MP_E1151_DY2206	Actinocyclus
0.0171825156697072	MP_E1153_DY2206	Actinocyclus
0.0103299345473975	MP_E1154_DY2206	Actinocyclus
0.194515259132639	MP_E1155_DY2206	Actinocyclus
0.0278692236679382	MP_E1156_DY2206	Actinocyclus
0.0251916634393765	MP_E1158_DY2206	Actinocyclus
0.00859915470309269	MP_E1159_DY2206	Actinocyclus
0.205904374799444	MP_E1160_DY2206	Actinocyclus
0.00226332931215159	MP_E1164_DY2206	Actinocyclus
0.406269968366164	MP_E1165_DY2206	Actinocyclus
0.144801621778164	MP_E1166_DY2206	Actinocyclus
0.168240096957326	MP_E1456_RC0083	Actinocyclus
0.380836283625769	MP_E1457_RC0083	Actinocyclus
0.433755333780019	MP_E1459_RC0083	Actinocyclus
0.241715629104475	MP_E1460_RC0083	Actinocyclus
0.0469120812406866	MP_E1462_RC0083	Actinocyclus
0.0337835508580332	MP_E1463_RC0083	Actinocyclus
0.00590212070574608	MP_E1470_RC0083	Actinocyclus
2.20469824390992	MP_E1471_RC0083	Actinocyclus
0.0821018062397373	MP_E1472_RC0083	Actinocyclus
0.0206761087563321	MP_E1496_RC0083	Actinocyclus
0.154525127892956	MP_E1498_RC0083	Actinocyclus
0.019848139677975	MP_E1502_RC0083	Actinocyclus
0.000381350438171653	MP_E1503_RC0083	Actinocyclus
0.00196247743150954	MP_E1505_RC0083	Actinocyclus
0.00928597714273923	MP_E1506_RC0083	Actinocyclus
0.00136332341894247	MP_E1510_RC0083	Actinocyclus
0.0179677242931513	MP_E1511_RC0083	Actinocyclus
0.00604766771694496	MP_E1517_RC0083	Actinocyclus
0.0459507938968488	MP_E1518_RC0083	Actinocyclus
0.332100494594476	MP_E1519_RC0083	Actinocyclus
0.110912296967675	MP_E1526_RC0083	Actinocyclus
1.78404824212083	MP_E1527_RC0083	Actinocyclus
0.0728575929426591	MP_E1528_RC0083	Actinocyclus
0.259235255994815	MP_E1529_RC0083	Actinocyclus
0.355220432802319	MP_E1530_RC0083	Actinocyclus
0.229313507772521	MP_E1532_RC0083	Actinocyclus
0.00659967680439878	MP_E1533_RC0083	Actinocyclus
0.0321708358330942	MP_E1534_RC0083	Actinocyclus
0.00156788962057071	MP_E1542_RC0083	Actinocyclus
0.0103967146381743	MP_E1556_RC0083	Actinocyclus
0.0686137730713812	MP_E1557_RC0083	Actinocyclus
0.000681379930635523	MP_E1559_RC0083	Actinocyclus
0.000547454746022057	MP_E1561_RC0083	Actinocyclus
0.0269342732383915	MP_E1562_RC0083	Actinocyclus
0.023837040350217	MP_E1563_RC0083	Actinocyclus
0.00208063717432827	MP_E1564_RC0083	Actinocyclus
2.24539553886198	MP_E1565_RC0083	Actinocyclus
0.0683057443179379	MP_E1566_RC0083	Actinocyclus
0.0279147367088525	MP_E1568_RC0083	Actinocyclus
0.064798644749421	MP_E1569_RC0083	Actinocyclus
0.000387864495659796	MP_E1611_DY2209	Actinocyclus
0.00971651237515119	MP_E1614_DY2209	Actinocyclus
0.000670227810432766	MP_E1615_DY2209	Actinocyclus
