Sample_Name,Biological_Replicate,Technical_Replicate,Negative_control,Cruise_ID_short,Cruise_ID_long,Collection_Date_UTC,Collection_Date_local,Collection_Time_UTC,Collection_Time_local,Field_Sample_Name,Cast_No.,Rosette_position,Field_collection_method,Preservation,Area.within.region,Station,Depth_m,Lat,Lon,Sample_volume_ml,Personnel_responsible_for_Collecting_Sample,Field_Notes
E1541.RC0083,1,1,FALSE,RC_GOA_2022,RC Alaska OA Cruise 2022,8/20/22,8/19/22,7:32,23:43,NA,60,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Gulf of Alaska,GB07,380.1,58.81,-136.47109,1000,Kesten Bozinovic,
E1542.RC0083,1,1,FALSE,RC_GOA_2022,RC Alaska OA Cruise 2022,8/20/22,8/19/22,7:32,23:55,NA,60,6,Niskin; Sterivex 0.22µm filter,95% EtOH,Gulf of Alaska,GB07,3,58.81,-136.46766,1000,Kesten Bozinovic,
E1543.RC0083,1,1,FALSE,RC_GOA_2022,RC Alaska OA Cruise 2022,8/20/22,8/20/22,15:08,7:12,NA,63,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Gulf of Alaska,GB13,96.6,58.71,-136.11356,1000,Kesten Bozinovic,
E1544.RC0083,1,1,FALSE,RC_GOA_2022,RC Alaska OA Cruise 2022,8/20/22,8/20/22,15:08,7:15,NA,63,3,Niskin; Sterivex 0.22µm filter,95% EtOH,Gulf of Alaska,GB13,25.9,58.71,-136.11307,1000,Kesten Bozinovic,
E1545.RC0083,1,1,FALSE,RC_GOA_2022,RC Alaska OA Cruise 2022,8/20/22,8/20/22,15:08,7:18,NA,63,5,Niskin; Sterivex 0.22µm filter,95% EtOH,Gulf of Alaska,GB13,3.2,58.71,-136.1127,1000,Kesten Bozinovic,
E1546.RC0083,1,1,FALSE,RC_GOA_2022,RC Alaska OA Cruise 2022,8/20/22,8/20/22,17:36,9:46,NA,66,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Gulf of Alaska,GB16,299.2,58.89,-136.09455,1000,Kesten Bozinovic,
E1547.RC0083,1,1,FALSE,RC_GOA_2022,RC Alaska OA Cruise 2022,8/20/22,8/20/22,17:36,9:56,NA,66,5,Niskin; Sterivex 0.22µm filter,95% EtOH,Gulf of Alaska,GB16,50.4,58.89,-136.0952,1000,Kesten Bozinovic,
E1548.RC0083,1,1,FALSE,RC_GOA_2022,RC Alaska OA Cruise 2022,8/20/22,8/20/22,17:36,9:59,NA,66,7,Niskin; Sterivex 0.22µm filter,95% EtOH,Gulf of Alaska,GB16,2.6,58.89,-136.09552,1000,Kesten Bozinovic,
E1549.RC0083,1,1,FALSE,RC_GOA_2022,RC Alaska OA Cruise 2022,8/20/22,8/20/22,20:35,12:44,NA,70,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Gulf of Alaska,GB20,227,59.07,-136.19928,1000,Kesten Bozinovic,
E1550.RC0083,1,1,FALSE,RC_GOA_2022,RC Alaska OA Cruise 2022,8/20/22,8/20/22,20:35,12:50,NA,70,3,Niskin; Sterivex 0.22µm filter,95% EtOH,Gulf of Alaska,GB20,50.3,59.07,-136.19866,1000,Kesten Bozinovic,
E1551.NC.RC0083,NA,NA,TRUE,RC_GOA_2022,RC Alaska OA Cruise 2022,8/20/22,8/20/22,NA,NA,NA,NA,NA,Sterivex 0.22µm filter,95% EtOH,Gulf of Alaska,NA,NA,NA,NA,1000,Kesten Bozinovic,
E1552.RC0083,1,1,FALSE,RC_GOA_2022,RC Alaska OA Cruise 2022,8/20/22,8/20/22,20:35,12:54,NA,70,5,Niskin; Sterivex 0.22µm filter,95% EtOH,Gulf of Alaska,GB20,2.8,59.07,-136.19821,1000,Kesten Bozinovic,"the female filter end got stuck in the tube lock & broke off when trying to remove; sealed that end w/ tin foil wrapped in parafilm while maintaining serility (sample is likely lost, but possibly preserved)"
E1553.RC0083,1,1,FALSE,RC_GOA_2022,RC Alaska OA Cruise 2022,8/21/22,8/20/22,1:46,17:53,NA,73,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Gulf of Alaska,GB04,277.1,58.65,-136.11146,1000,Kesten Bozinovic,
E1554.RC0083,1,1,FALSE,RC_GOA_2022,RC Alaska OA Cruise 2022,8/21/22,8/20/22,1:46,18:01,NA,73,4,Niskin; Sterivex 0.22µm filter,95% EtOH,Gulf of Alaska,GB04,49.9,58.65,-136.11042,1000,Kesten Bozinovic,
E1555.RC0083,1,1,FALSE,RC_GOA_2022,RC Alaska OA Cruise 2022,8/21/22,8/20/22,1:46,18:03,NA,73,6,Niskin; Sterivex 0.22µm filter,95% EtOH,Gulf of Alaska,GB04,3.2,58.65,-136.11,1000,Kesten Bozinovic,
E1556.RC0083,1,1,FALSE,RC_GOA_2022,RC Alaska OA Cruise 2022,8/21/22,8/20/22,4:04,20:07,NA,76,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Gulf of Alaska,GB01,54.3,58.41,-135.99438,1000,Kesten Bozinovic,
E1557.RC0083,1,1,FALSE,RC_GOA_2022,RC Alaska OA Cruise 2022,8/21/22,8/20/22,4:04,20:11,NA,76,4,Niskin; Sterivex 0.22µm filter,95% EtOH,Gulf of Alaska,GB01,3.2,58.42,-135.9944,1000,Kesten Bozinovic,
E1558.RC0083,1,1,FALSE,RC_GOA_2022,RC Alaska OA Cruise 2022,8/21/22,8/21/22,23:13,15:20,NA,78,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Gulf of Alaska,LFC,108.2,58.35,-134.7801,1000,Kesten Bozinovic,
E1559.RC0083,1,1,FALSE,RC_GOA_2022,RC Alaska OA Cruise 2022,8/22/22,8/21/22,23:13,15:24,NA,78,4,Niskin; Sterivex 0.22µm filter,95% EtOH,Gulf of Alaska,LFC,3,58.35,-134.78004,1000,Kesten Bozinovic,
E1560.RC0083,1,1,FALSE,RC_GOA_2022,RC Alaska OA Cruise 2022,8/22/22,8/21/22,0:40,16:43,NA,80,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Gulf of Alaska,SPC,51.1,58.23,-134.62942,1000,Kesten Bozinovic,
E1561.RC0083,1,1,FALSE,RC_GOA_2022,RC Alaska OA Cruise 2022,8/22/22,8/21/22,0:40,16:46,NA,80,4,Niskin; Sterivex 0.22µm filter,95% EtOH,Gulf of Alaska,SPC,3.5,58.23,-134.6284,1000,Kesten Bozinovic,
E1562.RC0083,1,1,FALSE,RC_GOA_2022,RC Alaska OA Cruise 2022,8/22/22,8/21/22,2:20,18:24,NA,82,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Gulf of Alaska,SPA,86.3,58.18,-134.27926,1000,Kesten Bozinovic,
E1563.RC0083,1,1,FALSE,RC_GOA_2022,RC Alaska OA Cruise 2022,8/23/22,8/21/22,2:20,18:27,NA,82,4,Niskin; Sterivex 0.22µm filter,95% EtOH,Gulf of Alaska,SPA,3.2,58.18,-134.27995,1000,Kesten Bozinovic,
E1564.RC0083,1,1,FALSE,RC_GOA_2022,RC Alaska OA Cruise 2022,8/23/22,8/23/22,18:32,10:43,NA,117,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Gulf of Alaska,MCS1,397,56.47,-134.45546,1000,Kesten Bozinovic,"very slightly raining, possible cross contamination"
E1565.RC0083,1,1,FALSE,RC_GOA_2022,RC Alaska OA Cruise 2022,8/23/22,8/23/22,18:32,10:53,NA,117,4,Niskin; Sterivex 0.22µm filter,95% EtOH,Gulf of Alaska,MCS1,99.9,56.47,-134.45484,1000,Kesten Bozinovic,"very slightly raining, possible cross contamination"
E1566.RC0083,1,1,FALSE,RC_GOA_2022,RC Alaska OA Cruise 2022,8/24/22,8/23/22,18:32,10:59,NA,117,8,Niskin; Sterivex 0.22µm filter,95% EtOH,Gulf of Alaska,MCS1,2.9,56.47,-134.45446,1000,Kesten Bozinovic,"very slightly raining, possible cross contamination"
E1567.RC0083,1,1,FALSE,RC_GOA_2022,RC Alaska OA Cruise 2022,8/24/22,8/23/22,7:10,23:33,NA,129,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Gulf of Alaska,MSC3B,846.9,57.26,-134.70744,1000,Kesten Bozinovic,
E1568.RC0083,1,1,FALSE,RC_GOA_2022,RC Alaska OA Cruise 2022,8/24/22,8/23/22,7:10,23:53,NA,129,5,Niskin; Sterivex 0.22µm filter,95% EtOH,Gulf of Alaska,MSC3B,150,57.26,-134.70915,1000,Kesten Bozinovic,
E1569.RC0083,1,1,FALSE,RC_GOA_2022,RC Alaska OA Cruise 2022,8/24/22,8/24/22,7:10,0:00,NA,129,10,Niskin; Sterivex 0.22µm filter,95% EtOH,Gulf of Alaska,MSC3B,3.1,57.26,-134.71018,1000,Kesten Bozinovic,
E1570.RC0083,1,1,FALSE,RC_GOA_2022,RC Alaska OA Cruise 2022,8/24/22,8/24/22,14:42,6:56,NA,133,1,Niskin; Sterivex 0.22µm filter,95% EtOH,Gulf of Alaska,MCS5B,546.2,57.94,-134.8145,1000,Kesten Bozinovic,
E1571.RC0083,1,1,FALSE,RC_GOA_2022,RC Alaska OA Cruise 2022,8/24/22,8/24/22,14:42,7:11,NA,133,5,Niskin; Sterivex 0.22µm filter,95% EtOH,Gulf of Alaska,MCS5B,75.3,57.94,-134.81202,1000,Kesten Bozinovic,
E1572.RC0083,1,1,FALSE,RC_GOA_2022,RC Alaska OA Cruise 2022,8/24/22,8/24/22,14:42,7:17,NA,133,9,Niskin; Sterivex 0.22µm filter,95% EtOH,Gulf of Alaska,MCS5B,3.2,57.94,-134.8112,600,Kesten Bozinovic,"filter airlocked, ~600mL filtered"
E1573.NC.RC0083,NA,NA,TRUE,RC_GOA_2022,RC Alaska OA Cruise 2022,8/24/22,8/24/22,NA,NA,NA,NA,NA,Sterivex 0.22µm filter,95% EtOH,Gulf of Alaska,NA,NA,NA,NA,1000,Kesten Bozinovic,
