"Sample_Name","Biological_Replicate","Technical_Replicate","Negative_control","Cruise_ID_short","Cruise_ID_long","Cast_No.","Rosette_position","Field_collection_method","Preservation","Station","Depth_m_notes","Sample_volume_ml","Personnel_responsible_for_Collecting_Sample","Field_Notes","Date_UTC_notes","Lat_notes","Lon_notes","Date_UTC_btl","btl_Bottle","btl_Density00","btl_Potemp090C","btl_OxsolMm.Kg","btl_OxsatMm.Kg","btl_OxsolML.L","btl_OxsolMg.L","btl_OxsatML.L","btl_OxsatMg.L","btl_Latitude","btl_Longitude","btl_SfdSM","btl_PrDM","btl_DepSM","btl_T090C","btl_Sal00","btl_Density00.1","btl_Sigma.é00","btl_Potemp090C.1","btl_Sbeox0PS","btl_CStarTr0","btl_FlECO.AFL","btl_Ph","btl_Sbeox0ML.L","btl_Sbeox0Mg.L","btl_Sbox0Mm.Kg","btl_Sbeox0Mm.L","btl_Scan","btl_Latitude_sdev","btl_Longitude_sdev","btl_SfdSM_sdev","btl_PrDM_sdev","btl_DepSM_sdev","btl_T090C_sdev","btl_Sal00_sdev","btl_Density00.1_sdev","btl_Sigma.é00_sdev","btl_Potemp090C.1_sdev","btl_Sbeox0PS_sdev","btl_CStarTr0_sdev","btl_FlECO.AFL_sdev","btl_Ph_sdev","btl_Sbeox0ML.L_sdev","btl_Sbeox0Mg.L_sdev","btl_Sbox0Mm.Kg_sdev","btl_Sbeox0Mm.L_sdev","btl_Scan_sdev","btl_time","btl_Cast","btl2_EXPOCODE","btl2_Cruise","btl2_Station","btl2_Section_ID","btl2_Station_ID","btl2_Cast_number","btl2_Rosette_position","btl2_Niskin_ID","btl2_Niskin_flag","btl2_Sample_ID","btl2_Date.and.Time..UTC.","btl2_Year_UTC","btl2_Month_UTC","btl2_Day_UTC","btl2_Time_UTC","btl2_Latitude","btl2_Longitude","btl2_Depth_bottom","btl2_CTDPRES","btl2_CTDTEMP_ITS90","btl2_CTDTEMP_flag","btl2_CTDSAL_PSS78","btl2_CTDSAL_flag","btl2_CTDOXY","btl2_CTDOXY_flag","btl2_Oxygen","btl2_OXYGEN_flag","btl2_DIC.umol.kg.1","btl2_DIC_flag","btl2_TA.umol.kg.1","btl2_TA_flag","btl2_Silicate.umol.kg.1","btl2_Silicate_flag","btl2_Phosphate.umol.kg.1","btl2_Phosphate_flag","btl2_Nitrate.umol.kg.1","btl2_Nitrate_flag","btl2_Nitrite.umol.kg.1","btl2_Nitrite_flag","btl2_Ammonium.umol.kg.1","btl2_Ammonium_flag","btl2_d18O.permil","btl2_d18O_Flag","btl2_X.H....nmol.KgSW.","btl2_pCO2..uatm.","btl2_Omega.C","btl2_Omega.A","btl2_SBE.18.pH..BA.","btl2_SBE43.O2..BA..umol.kg.1"
"E1495.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",30,4,"Niskin; Sterivex 0.22µm filter","95% EtOH","LC2",100.3,"1000","Kesten Bozinovic","","0022/08/18 01:34:00",58.62,-135.01336,"2022/08/17 17:48:21",4,1025.9811,5.1669,312.35884,312.94628,7.17259,10.25034,7.18608,10.26962,58.61842,-135.01336,198.887,101.222,100.254,5.1745,32.294,1025.9811,25.512,5.1669,47.073,100.0052,-0.0471,7.712,3.3763,4.8251,147.036,150.788,20656,0,0,0.071,0.072,0.071,0.0013,5e-4,6e-4,3e-4,0.0013,0.012,0.0228,0.0145,0,9e-4,0.0013,0.038,0.039,14,"2022/08/17 17:48:21",30,"32RC20220812","RC0083","LC2","LC",2,30,4,4,2,23004,"8/17/22 17:48",2022,8,17,"17:48:21",58.6184,-135.0134,309,101.22,5.1745,2,32.294,2,147.04,2,NA,9,2169.42,2,2196.62,2,NA,3,NA,3,NA,3,NA,2,NA,3,NA,9,20.3,911.43,1.16,0.73,7.663,151.44
"E1496.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",30,7,"Niskin; Sterivex 0.22µm filter","95% EtOH","LC2",10,"1000","Kesten Bozinovic","","0022/08/18 01:34:00",58.62,-135.0126,"2022/08/17 17:52:13",7,1021.6285,10.7221,283.70729,283.70033,6.48971,9.27444,6.48955,9.27422,58.61914,-135.0126,108.664,10.126,10.031,10.7233,28.2645,1021.6285,21.5826,10.7221,98.33,91.9822,2.104,8.228,6.3813,9.1196,278.97,284.991,26206,0,1e-5,0.051,0.052,0.051,0.0173,0.0372,0.0319,0.0317,0.0173,0.046,0.1474,0.066,0.002,0.0028,0.004,0.125,0.125,14,"2022/08/17 17:52:13",30,"32RC20220812","RC0083","LC2","LC",2,30,7,7,2,23007,"8/17/22 17:52",2022,8,17,"17:52:13",58.6191,-135.0126,309,10.13,10.7233,2,28.2645,2,278.97,2,NA,9,1751.84,2,1890.25,2,14.99,2,0.7,2,4.84,2,0.25,2,1.15,2,NA,9,8.9,337.58,2.44,1.52,8.044,282.05
"E1497.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",32,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","JH3",129.7,"1000","Kesten Bozinovic","","0022/08/18 03:14:00",58.56,-135.11926,"2022/08/17 19:18:35",1,1026.6791,5.0759,311.39836,312.01652,7.15444,10.22441,7.16864,10.24471,58.56424,-135.11926,138.067,130.992,129.73,5.0857,32.989,1026.6791,26.0726,5.0759,30.927,98.5868,-0.0591,7.618,2.2126,3.1621,96.306,98.817,5217,0,0,0.045,0.043,0.043,3e-4,3e-4,3e-4,3e-4,3e-4,0.033,0.0435,0,0.002,0.0023,0.0033,0.102,0.104,14,"2022/08/17 19:18:35",32,"32RC20220812","RC0083","JH3","JH",3,32,1,1,2,33201,"8/17/22 19:18",2022,8,17,"19:18:35",58.5642,-135.1193,140,130.99,5.0857,2,32.989,2,96.31,2,NA,9,2209.54,2,2226.38,2,72.62,2,2.87,2,35.51,2,0.04,2,0.05,2,NA,9,23.1,1047.82,1.04,0.66,7.593,101.22
"E1498.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",32,3,"Niskin; Sterivex 0.22µm filter","95% EtOH","JH3",24.3,"1000","Kesten Bozinovic","","0022/08/18 03:14:00",58.56,-135.11926,"2022/08/17 19:22:17",3,1023.3767,8.7022,292.84945,293.02554,6.70986,9.58906,6.7139,9.59483,58.56467,-135.11926,114.595,24.578,24.347,8.7046,30.0186,1023.3767,23.2644,8.7022,77.944,99.0971,0.43,8.052,5.23,7.4741,228.259,233.57,10532,1e-5,0,16.128,0.057,0.056,0.0297,0.0251,0.024,0.024,0.0297,0.15,0.0551,0.0191,0.001,0.0106,0.0151,0.46,0.472,14,"2022/08/17 19:22:17",32,"32RC20220812","RC0083","JH3","JH",3,32,3,3,2,33203,"8/17/22 19:22",2022,8,17,"19:22:17",58.5647,-135.1193,140,24.58,8.7046,2,30.0186,2,228.26,2,NA,9,1978.84,2,2077.75,2,30.29,2,1.47,2,14.83,2,0.41,2,1.28,2,NA,9,12.2,517.43,1.94,1.22,7.915,231.85
"E1499.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",32,4,"Niskin; Sterivex 0.22µm filter","95% EtOH","JH3",3.4,"1000","Kesten Bozinovic","","0022/08/18 03:14:00",58.57,-135.11963,"2022/08/17 19:23:32",4,1014.7125,12.3909,290.76335,290.55856,6.60629,9.44104,6.60163,9.43439,58.56504,-135.11963,83.886,3.386,3.354,12.3913,19.7272,1014.7126,14.6972,12.3909,107.144,82.5903,1.159,8.381,7.0783,10.1156,311.539,316.117,12343,0,1e-5,30.903,0.081,0.08,0.0528,0.521,0.4107,0.4107,0.0528,0.503,0.5727,0.0349,0.002,0.0423,0.0605,1.955,1.89,14,"2022/08/17 19:23:32",32,"32RC20220812","RC0083","JH3","JH",3,32,4,4,2,33204,"8/17/22 19:23",2022,8,17,"19:23:32",58.565,-135.1196,140,3.39,12.3913,2,19.7272,2,311.54,2,NA,9,1421.04,2,1506.53,2,11.65,2,0.17,2,0.89,2,0.1,2,0.25,2,NA,9,9.2,311.68,1.69,1.02,NA,314.3
"E1500.NC.RC0083",NA,NA,TRUE,"RC_GOA_2022","RC Alaska OA Cruise 2022",NA,NA,"Sterivex 0.22µm filter","95% EtOH",NA,NA,"1000","Kesten Bozinovic","","0022/08/18 00:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"E1501.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",33,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","LC1",551.4,"1000","Kesten Bozinovic","","0022/08/18 04:23:00",58.45,-135.04592,"2022/08/17 20:39:32",1,1029.286,5.1614,308.58683,309.21356,7.09434,10.13852,7.10875,10.15911,58.45152,-135.04592,561.83,557.28,551.353,5.2063,33.8221,1029.286,26.7229,5.1614,20.386,87.6978,-0.0651,7.616,1.4463,2.0669,62.91,64.591,22393,0,1e-5,0.082,0.089,0.088,2e-4,2e-4,4e-4,2e-4,2e-4,0.029,0.0929,0.0119,0.001,0.0021,0.003,0.09,0.093,14,"2022/08/17 20:39:32",33,"32RC20220812","RC0083","LC1","LC",1,33,1,1,2,13301,"8/17/22 20:39",2022,8,17,"20:39:32",58.4515,-135.0459,553,557.28,5.2063,2,33.8221,2,62.91,2,64.7,2,2271.35,2,2280.38,2,71.98,2,2.77,2,35.64,2,0.02,2,0.01,2,-0.26,2,26.1,1159.58,0.92,0.58,7.593,68.15
"E1502.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",33,4,"Niskin; Sterivex 0.22µm filter","95% EtOH","LC1",100.8,"1000","Kesten Bozinovic","","0022/08/18 04:23:00",58.45,-135.04856,"2022/08/17 20:52:26",4,1025.7397,5.6739,309.17686,309.698,7.09784,10.14352,7.1098,10.16062,58.45168,-135.04856,199.44,101.779,100.807,5.6819,32.0603,1025.7397,25.2691,5.6739,50.595,100.507,-0.0238,7.779,3.5912,5.1321,156.429,160.382,40969,0,0,0.054,0.054,0.054,3e-4,4e-4,4e-4,3e-4,3e-4,0.016,0.0599,0.0119,0,0.0011,0.0016,0.048,0.049,14,"2022/08/17 20:52:26",33,"32RC20220812","RC0083","LC1","LC",1,33,4,4,2,13304,"8/17/22 20:52",2022,8,17,"20:52:26",58.4517,-135.0486,553,101.78,5.6819,2,32.0603,2,156.43,2,NA,9,2150.74,2,2192.75,2,57.68,2,2.47,2,30.28,2,0.14,2,0.04,2,-1.11,2,18.6,833.56,1.27,0.8,7.713,160.74
"E1503.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",33,8,"Niskin; Sterivex 0.22µm filter","95% EtOH","LC1",2.9,"1000","Kesten Bozinovic","","0022/08/18 04:23:00",58.45,-135.0483,"2022/08/17 20:57:28",8,1015.3169,12.2407,290.1575,289.96755,6.59646,9.427,6.59214,9.42083,58.452,-135.0483,101.515,2.91,2.883,12.2411,20.481,1015.3169,15.3036,12.2407,107.107,92.6694,2.2164,8.395,7.0653,10.097,310.778,315.534,48229,0,0,0.038,0.039,0.038,0.0062,0.009,0.008,0.008,0.0062,0.054,0.0924,0.0412,0.003,0.0038,0.0055,0.167,0.171,14,"2022/08/17 20:57:28",33,"32RC20220812","RC0083","LC1","LC",1,33,8,8,2,13308,"8/17/22 20:57",2022,8,17,"20:57:28",58.452,-135.0483,553,2.91,12.2411,2,20.481,2,310.78,2,313.39,2,1479.06,2,1597.81,2,10.72,2,0.24,2,1.14,2,0.14,2,0.24,2,-4.55,2,7.3,251.63,2.23,1.35,8.159,313.54
"E1504.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",35,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","UCC",150,"1000","Kesten Bozinovic","","0022/08/18 07:40:00",58.13,-135.06748,"2022/08/17 23:46:29",1,1026.8589,5.2986,309.42329,310.01774,7.10966,10.16042,7.12332,10.17994,58.1317,-135.06748,159.849,151.453,149.993,5.3103,33.1299,1026.8589,26.1588,5.2986,31.608,101.6189,-0.0591,7.668,2.2472,3.2115,97.804,100.362,8211,0,0,0.086,0.087,0.086,1e-4,4e-4,6e-4,4e-4,1e-4,0.013,0.0341,0,0.002,0.001,0.0013,0.041,0.042,14,"2022/08/17 23:46:29",35,"32RC20220812","RC0083","UCC","UC",3,35,1,1,2,33501,"8/17/22 23:46",2022,8,17,"23:46:29",58.1317,-135.0675,160,151.45,5.3103,2,33.1299,2,97.8,2,NA,9,2215.24,2,2237.51,2,67.19,2,2.68,2,30.07,2,0.02,2,0.01,2,NA,9,22.3,1014.88,1.09,0.69,7.631,102.7
"E1505.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",35,2,"Niskin; Sterivex 0.22µm filter","95% EtOH","UCC",50.6,"1000","Kesten Bozinovic","","0022/08/18 07:40:00",58.13,-135.06794,"2022/08/17 23:49:27",2,1024.3882,7.2506,300.67689,301.00271,6.89519,9.85392,6.90266,9.86459,58.13148,-135.06794,120.463,51.127,50.647,7.2551,30.894,1024.3882,24.1532,7.2506,56.646,91.0888,0.1167,7.876,3.9058,5.5818,170.321,174.435,12482,0,0,29.123,0.046,0.045,0.001,0.002,0.0018,0.0017,0.001,0.038,0.0808,0,0.002,0.0026,0.0037,0.112,0.115,14,"2022/08/17 23:49:27",35,"32RC20220812","RC0083","UCC","UC",3,35,2,2,2,33502,"8/17/22 23:49",2022,8,17,"23:49:27",58.1315,-135.0679,160,51.13,7.2551,2,30.894,2,170.32,2,NA,9,2074.15,2,2128.03,2,43.9,2,2,2,19.9,2,0.21,2,0.18,2,NA,9,17.1,753.74,1.39,0.88,7.783,174.49
"E1506.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",35,4,"Niskin; Sterivex 0.22µm filter","95% EtOH","UCC",3,"1000","Kesten Bozinovic","","0022/08/18 07:40:00",58.13,-135.06832,"2022/08/17 23:51:53",4,1017.3216,12.1026,285.80578,285.64987,6.51036,9.30395,6.5068,9.29887,58.1313,-135.06832,99.604,2.986,2.958,12.1029,23.0456,1017.3216,17.308,12.1026,109.505,92.211,2.6261,8.369,7.1292,10.1883,312.973,318.39,15987,0,0,2.443,0.066,0.065,0.0041,0.033,0.0262,0.0262,0.0041,0.14,0.1142,0.1269,0,0.0091,0.013,0.4,0.406,14,"2022/08/17 23:51:53",35,"32RC20220812","RC0083","UCC","UC",3,35,4,4,2,33504,"8/17/22 23:51",2022,8,17,"23:51:53",58.1313,-135.0683,160,2.99,12.1029,2,23.0456,2,312.97,2,309.5,2,1622.7,2,1745.86,2,11.11,2,0.32,2,1.68,2,0.09,2,0.33,2,NA,9,8.2,303.49,2.3,1.41,8.143,315.72
"E1507.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",37,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","UCA",386.6,"1000","Kesten Bozinovic","","0022/08/18 09:04:00",58.08,-135.00172,"2022/08/18 01:13:41",1,1028.4963,5.2028,308.44801,309.07052,7.09097,10.1337,7.10528,10.15415,58.07826,-135.00172,396.079,390.567,386.58,5.2339,33.7953,1028.4963,26.6969,5.2028,20.885,94.3144,-0.0639,7.64,1.481,2.1164,64.42,66.14,13384,0,0,0.036,0.036,0.036,3e-4,2e-4,3e-4,2e-4,3e-4,0.019,0.0626,0.0109,0,0.0013,0.0019,0.058,0.06,14,"2022/08/18 01:13:41",37,"32RC20220812","RC0083","UCA","UC",1,37,1,1,2,13701,"8/18/22 1:13",2022,8,18,"1:13:41",58.0783,-135.0017,395,390.57,5.2339,2,33.7953,2,64.42,2,NA,9,2255.52,2,2274.78,2,71.82,2,2.41,2,27.97,2,0.03,2,0.02,2,-0.37,2,23.6,1061.96,1.03,0.65,7.611,69.65
"E1508.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",37,4,"Niskin; Sterivex 0.22µm filter","95% EtOH","UCA",100.9,"1000","Kesten Bozinovic","","0022/08/18 09:04:00",58.08,-135.00034,"2022/08/18 01:22:28",4,1026.1068,5.355,310.54679,311.11672,7.13184,10.19211,7.14492,10.21081,58.07792,-135.00034,199.518,101.854,100.885,5.3628,32.4768,1026.1068,25.6354,5.355,43.487,103.4923,-0.0591,7.735,3.1014,4.4323,135.049,138.511,26040,0,1e-5,0.035,0.036,0.035,2e-4,8e-4,7e-4,6e-4,2e-4,0.031,0.0122,0,0.002,0.0022,0.0031,0.096,0.098,14,"2022/08/18 01:22:28",37,"32RC20220812","RC0083","UCA","UC",1,37,4,4,2,13704,"8/18/22 1:22",2022,8,18,"1:22:28",58.0779,-135.0003,395,101.85,5.3628,2,32.4768,2,135.05,2,NA,9,2174.9,2,2220.89,2,63.57,2,2.62,2,28.92,2,0.02,2,0.03,2,NA,9,18.1,814.42,1.31,0.83,7.681,139.57
"E1509.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",37,8,"Niskin; Sterivex 0.22µm filter","95% EtOH","UCA",2.9,"1000","Kesten Bozinovic","","0022/08/18 09:04:00",58.08,-134.99913,"2022/08/18 01:28:02",8,1021.8602,10.7566,282.80078,282.79626,6.47065,9.2472,6.47054,9.24705,58.07762,-134.99913,101.56,2.955,2.927,10.7569,28.6116,1021.8602,21.846800000000002,10.7566,99.371,89.1944,3.0058,8.248,6.43,9.1891,281.023,287.163,34057,0,1e-5,0.037,0.037,0.037,0.0018,0.0041,0.0035,0.0034,0.0018,0.08,0.0205,0.0944,0.001,0.0052,0.0075,0.229,0.234,14,"2022/08/18 01:28:02",37,"32RC20220812","RC0083","UCA","UC",1,37,8,8,2,13708,"8/18/22 1:28",2022,8,18,"1:28:02",58.0776,-134.9991,395,2.96,10.7569,2,28.6116,2,281.02,2,276.27,2,1872.09,2,2009.95,2,22.05,2,0.94,2,9.31,2,0.28,2,0.49,2,-2.11,2,9.3,380.92,2.5,1.56,8.06,284.09
"E1510.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",38,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","ISA",95.7,"1000","Kesten Bozinovic","","0022/08/18 11:39:00",58.22,-135.53126,"2022/08/18 03:45:20",1,1025.6134,6.3056,304.71851,305.16807,6.9948,9.99627,7.00512,10.01101,58.22144,-135.53126,104.965,96.634,95.714,6.3136,32.0288,1025.6133,25.168,6.3056,43.177,56.7218,0.1287,7.777,3.0202,4.3161,131.569,134.881,7993,0,0,0.031,0.033,0.033,0.016,0.0208,0.0183,0.0184,0.016,0.054,4.802,0.0145,0.001,0.0044,0.0062,0.188,0.195,14,"2022/08/18 03:45:20",38,"32RC20220812","RC0083","ISA","IS",1,38,1,1,2,13801,"8/18/22 3:45",2022,8,18,"3:45:20",58.2214,-135.5313,101,96.63,6.3136,2,32.0288,2,131.57,2,NA,9,2145,2,2179.4,2,58.72,2,2.36,2,30.05,2,0.18,2,0.1,2,-0.96,2,20.2,906.73,1.19,0.75,7.711,136.13
"E1511.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",38,4,"Niskin; Sterivex 0.22µm filter","95% EtOH","ISA",3.2,"1000","Kesten Bozinovic","","0022/08/18 11:39:00",58.22,-135.53144,"2022/08/18 03:50:15",4,1020.6645,10.4102,288.22708,288.22386,6.58708,9.41359,6.587,9.41349,58.22178,-135.53144,94.131,3.251,3.221,10.4106,27,1020.6645,20.6497,10.4102,89.357,89.3736,2.388,8.192,5.886,8.4117,257.551,262.869,15074,0,0,11.268,0.087,0.086,0.086,0.1364,0.1197,0.1196,0.086,0.387,0.0214,0.0225,0.002,0.0199,0.0285,0.901,0.89,14,"2022/08/18 03:50:15",38,"32RC20220812","RC0083","ISA","IS",1,38,4,4,2,13804,"8/18/22 3:50",2022,8,18,"3:50:15",58.2218,-135.5314,101,3.25,10.4106,2,27,2,257.55,2,262.87,2,1720.1,2,1878.14,2,16.33,2,0.46,2,4.52,2,0.09,2,0.32,2,-4.98,2,7.3,274.25,2.76,1.72,8.015,260.85
"E1512.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",41,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","ISD",213.4,"1000","Kesten Bozinovic","","0022/08/18 13:46:00",58.27,-135.39854,"2022/08/18 05:52:14",1,1027.3451,5.348,308.45189,309.04657,7.08866,10.13041,7.10233,10.14994,58.2733,-135.39854,223.553,215.485,213.372,5.3649,33.3791,1027.3451,26.3504,5.3479,27.24,94.8179,-0.0591,7.667,1.9309,2.7595,84.022,86.236,8433,0,0,0.035,0.033,0.033,3e-4,6e-4,5e-4,5e-4,3e-4,0.032,0.1407,0,0.001,0.0023,0.0033,0.099,0.102,14,"2022/08/18 05:52:14",41,"32RC20220812","RC0083","ISD","IS",4,41,1,1,2,44101,"8/18/22 5:52",2022,8,18,"5:52:14",58.2733,-135.3985,220,215.49,5.3649,2,33.3791,2,84.02,2,91.62,2,2242.38,2,2266.55,2,68.82,2,2.47,2,28.69,2,0.03,2,0.2,2,-0.54,2,22.2,1015.83,1.11,0.7,7.631,89.06
"E1513.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",41,4,"Niskin; Sterivex 0.22µm filter","95% EtOH","ISD",3.4,"1000","Kesten Bozinovic","","0022/08/18 13:46:00",58.27,-135.3979,"2022/08/18 06:00:50",4,1017.6597,12.3079,283.5989,283.43699,6.46222,9.23516,6.45853,9.22989,58.273,-135.3979,101.617,3.405,3.373,12.3083,23.5256,1017.6597,17.6442,12.3079,104.447,88.7926,3.0549,8.354,6.7496,9.6459,296.211,301.437,20823,0,1e-5,0.393,0.031,0.03,0.0015,0.0025,0.0022,0.0021,0.0015,0.071,0.0849,0.043,0,0.0045,0.0065,0.2,0.203,14,"2022/08/18 06:00:50",41,"32RC20220812","RC0083","ISD","IS",4,41,4,4,2,44104,"8/18/22 6:00",2022,8,18,"6:00:50",58.273,-135.3979,220,3.41,12.3083,2,23.5256,2,296.21,2,NA,9,1629.29,2,1777.36,2,14.54,2,0.38,2,3.21,2,0.13,2,0.46,2,-4.83,2,7.1,262.01,2.69,1.65,8.132,299.12
"E1514.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",42,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","XS1",70.1,"1000","Kesten Bozinovic","","0022/08/18 21:43:00",58.11,-136.52538,"2022/08/18 13:46:37",1,1025.3015,8.0681,292.57543,292.84738,6.71481,9.59614,6.72105,9.60506,58.1086,-136.52538,78.577,70.751,70.083,8.0749,32.0888,1025.3015,24.9784,8.0681,59.158,94.6312,0.2255,7.949,3.9723,5.6769,173.081,177.404,4177,0,0,0.082,0.311,0.308,0.0324,0.0102,0.0129,0.0127,0.0324,0.059,0.0318,0.0134,0,0.0058,0.0083,0.252,0.26,14,"2022/08/18 13:46:37",42,"32RC20220812","RC0083","XS1","XS",1,42,1,1,2,14201,"8/18/22 13:46",2022,8,18,"13:46:37",58.1086,-136.5254,72,70.75,8.0749,2,32.0888,2,173.08,2,175.73,2,2091.13,2,2183.29,2,40.28,2,1.75,2,22.33,2,0.2,2,0.34,2,-0.89,2,13.6,601.45,1.85,1.17,7.84,177.22
"E1515.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",42,3,"Niskin; Sterivex 0.22µm filter","95% EtOH","XS1",24.7,"1000","Kesten Bozinovic","","0022/08/18 21:43:00",58.11,-136.52466,"2022/08/18 13:49:06",3,1023.5488,13.0701,264.46496,264.33853,6.06053,8.66111,6.05763,8.65696,58.10849,-136.52466,56.403,24.942,24.709,13.0734,31.2001,1023.5488,23.4374,13.0701,93.677,96.5936,1.3062,8.242,5.6773,8.1134,247.742,253.549,7756,1e-5,1e-5,15.392,0.054,0.053,0.0027,5e-4,6e-4,6e-4,0.0027,0.069,0.0643,0.0685,0.001,0.0044,0.0064,0.194,0.198,14,"2022/08/18 13:49:06",42,"32RC20220812","RC0083","XS1","XS",1,42,3,3,2,14203,"8/18/22 13:49",2022,8,18,"13:49:06",58.1085,-136.5247,72,24.94,13.0734,2,31.2001,2,247.74,2,NA,9,1937.98,2,2117.26,2,15.24,2,0.58,2,3.49,2,0.13,2,0.44,2,NA,9,8.9,369.88,3.11,1.97,8.056,251.14
"E1516.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",42,5,"Niskin; Sterivex 0.22µm filter","95% EtOH","XS1",3,"1000","Kesten Bozinovic","","0022/08/18 21:43:00",58.11,-136.52413,"2022/08/18 13:50:44",5,1023.1728,14.1371,258.95374,258.76334,5.93262,8.47831,5.92826,8.47208,58.1084,-136.52413,71.696,3.02,2.992,14.1376,31.1156,1023.1728,23.159300000000002,14.1371,101.944,94.0718,1.0096,8.299,6.048,8.6431,263.988,270.102,10106,0,1e-5,7.829,0.092,0.091,8e-4,3e-4,4e-4,3e-4,8e-4,0.026,0.0374,0.0159,0,0.0015,0.0022,0.067,0.068,14,"2022/08/18 13:50:44",42,"32RC20220812","RC0083","XS1","XS",1,42,5,5,2,14205,"8/18/22 13:50",2022,8,18,"13:50:44",58.1084,-136.5241,72,3.02,14.1376,2,31.1156,2,263.99,2,NA,9,1904.71,2,2111.92,2,13.1,2,0.39,2,0.62,2,0.07,2,0.18,2,NA,9,7.9,323.1,3.55,2.26,8.097,267.22
"E1517.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",43,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","XS2",314.5,"1000","Kesten Bozinovic","","0022/08/18 22:19:00",58.13,-136.55502,"2022/08/18 14:27:11",1,1027.8327,5.9446,303.8316,304.35685,6.98264,9.97889,6.99471,9.99614,58.13,-136.55502,324.435,317.685,314.496,5.9714,33.4985,1027.8327,26.3731,5.9446,37.551,97.6707,-0.0591,7.749,2.6221,3.7472,114.093,117.102,11380,0,1e-5,0.103,0.325,0.321,0.0018,0.0015,0.0028,0.0014,0.0018,0.032,0.2481,0,0.001,0.0023,0.0033,0.101,0.103,14,"2022/08/18 14:27:11",43,"32RC20220812","RC0083","XS2","XS",2,43,1,1,2,24301,"8/18/22 14:27",2022,8,18,"14:27:11",58.13,-136.555,320,317.69,5.9714,2,33.4985,2,114.09,2,NA,9,2206.54,2,2250.1,2,53.41,2,2.33,2,31.67,2,0.05,2,0.09,2,-0.16,2,19.6,877.85,1.25,0.79,7.693,118.83
