"Sample_Name","Biological_Replicate","Technical_Replicate","Negative_control","Cruise_ID_short","Cruise_ID_long","Cast_No.","Rosette_position","Field_collection_method","Preservation","Station","Depth_m_notes","Sample_volume_ml","Personnel_responsible_for_Collecting_Sample","Field_Notes","Date_UTC_notes","Lat_notes","Lon_notes","Date_UTC_btl","btl_Bottle","btl_Density00","btl_Potemp090C","btl_OxsolMm.Kg","btl_OxsatMm.Kg","btl_OxsolML.L","btl_OxsolMg.L","btl_OxsatML.L","btl_OxsatMg.L","btl_Latitude","btl_Longitude","btl_SfdSM","btl_PrDM","btl_DepSM","btl_T090C","btl_Sal00","btl_Density00.1","btl_Sigma.é00","btl_Potemp090C.1","btl_Sbeox0PS","btl_CStarTr0","btl_FlECO.AFL","btl_Ph","btl_Sbeox0ML.L","btl_Sbeox0Mg.L","btl_Sbox0Mm.Kg","btl_Sbeox0Mm.L","btl_Scan","btl_Latitude_sdev","btl_Longitude_sdev","btl_SfdSM_sdev","btl_PrDM_sdev","btl_DepSM_sdev","btl_T090C_sdev","btl_Sal00_sdev","btl_Density00.1_sdev","btl_Sigma.é00_sdev","btl_Potemp090C.1_sdev","btl_Sbeox0PS_sdev","btl_CStarTr0_sdev","btl_FlECO.AFL_sdev","btl_Ph_sdev","btl_Sbeox0ML.L_sdev","btl_Sbeox0Mg.L_sdev","btl_Sbox0Mm.Kg_sdev","btl_Sbeox0Mm.L_sdev","btl_Scan_sdev","btl_time","btl_Cast","btl2_EXPOCODE","btl2_Cruise","btl2_Station","btl2_Section_ID","btl2_Station_ID","btl2_Cast_number","btl2_Rosette_position","btl2_Niskin_ID","btl2_Niskin_flag","btl2_Sample_ID","btl2_Date.and.Time..UTC.","btl2_Year_UTC","btl2_Month_UTC","btl2_Day_UTC","btl2_Time_UTC","btl2_Latitude","btl2_Longitude","btl2_Depth_bottom","btl2_CTDPRES","btl2_CTDTEMP_ITS90","btl2_CTDTEMP_flag","btl2_CTDSAL_PSS78","btl2_CTDSAL_flag","btl2_CTDOXY","btl2_CTDOXY_flag","btl2_Oxygen","btl2_OXYGEN_flag","btl2_DIC.umol.kg.1","btl2_DIC_flag","btl2_TA.umol.kg.1","btl2_TA_flag","btl2_Silicate.umol.kg.1","btl2_Silicate_flag","btl2_Phosphate.umol.kg.1","btl2_Phosphate_flag","btl2_Nitrate.umol.kg.1","btl2_Nitrate_flag","btl2_Nitrite.umol.kg.1","btl2_Nitrite_flag","btl2_Ammonium.umol.kg.1","btl2_Ammonium_flag","btl2_d18O.permil","btl2_d18O_Flag","btl2_X.H....nmol.KgSW.","btl2_pCO2..uatm.","btl2_Omega.C","btl2_Omega.A","btl2_SBE.18.pH..BA.","btl2_SBE43.O2..BA..umol.kg.1"
"E1472.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",17,9,"Niskin; Sterivex 0.22µm filter","95% EtOH","CS2",3.1,"1000","Kesten Bozinovic","","0022/08/13 15:43:00",56.17,-134.40714,"2022/08/13 09:20:40",9,1024.4715,9.5403,284.00231,284.13733,6.51474,9.31021,6.51784,9.31464,56.17376,-134.40714,101.691,3.087,3.059,9.5407,31.7088,1024.4715,24.4575,9.5403,85.19,92.4297,2.8276,8.126,5.5499,7.9314,241.941,247.859,54066,0,0,0.125,0.126,0.125,0.0043,0.0014,0.0018,0.0017,0.0043,0.069,0.101,0.1354,0.002,0.0049,0.007,0.211,0.217,14,"2022/08/13 09:20:40",17,"32RC20220812","RC0083","CS2","CS",2,17,9,9,2,21709,"8/13/22 9:20",2022,8,13,"9:20:40",56.1738,-134.4071,480,3.09,9.5407,2,31.7088,2,241.94,2,241.96,2,2029.29,2,2153.54,2,26.45,2,1.2,2,11.68,2,0.22,2,0.44,2,-1.25,2,11.2,485.37,2.3,1.45,7.973,245.4
"E1473.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",20,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","CS5",351,"1000","Kesten Bozinovic","","0022/08/13 19:18:00",56.19,-134.62034,"2022/08/13 12:28:50",1,1028.3357,5.3103,307.63348,308.24355,7.07228,10.107,7.08631,10.12704,56.19036,-134.62034,360.858,354.5,350.967,5.3387,33.8187,1028.3357,26.7028,5.3103,25.048,105.9353,-0.089,7.699,1.7714,2.5316,77.055,79.113,14896,0,0,0.119,0.306,0.303,6e-4,3e-4,0.0012,3e-4,5e-4,0.016,0.0456,0.0042,0.002,0.0012,0.0017,0.051,0.052,14,"2022/08/13 12:28:50",20,"32RC20220812","RC0083","CS5","CS",5,20,1,1,2,52001,"8/13/22 12:28",2022,8,13,"12:28:50",56.1904,-134.6203,361,354.5,5.3387,2,33.8187,2,77.06,2,NA,9,2251.97,2,2287.49,2,67.49,2,2.6,2,29.08,2,0,2,0.03,2,-0.23,2,20.8,938.8,1.17,0.74,7.656,82.16
"E1474.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",20,4,"Niskin; Sterivex 0.22µm filter","95% EtOH","CS5",100.5,"1000","Kesten Bozinovic","","0022/08/13 19:18:00",56.19,-134.62096,"2022/08/13 12:37:49",4,1026.0616,6.6784,300.7583,301.18196,6.90677,9.87047,6.9165,9.88437,56.19184,-134.62096,199.094,101.41,100.461,6.6872,32.6313,1026.0616,25.5956,6.6784,48.571,104.115,0.2459,7.877,3.3547,4.7942,146.082,149.821,27816,0,0,0.428,0.432,0.428,0.0069,0.0062,0.0078,0.0058,0.0069,0.051,0.077,0.0145,0,0.0038,0.0054,0.164,0.168,14,"2022/08/13 12:37:49",20,"32RC20220812","RC0083","CS5","CS",5,20,4,4,2,52004,"8/13/22 12:37",2022,8,13,"12:37:49",56.1918,-134.621,361,101.41,6.6872,2,32.6313,2,146.08,2,NA,9,2180.5,2,2195.8,2,52.14,2,2.24,2,28.07,2,0.19,2,0.25,2,NA,9,24.3,1104.99,1.04,0.66,NA,150.5
"E1475.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",20,8,"Niskin; Sterivex 0.22µm filter","95% EtOH","CS5",3.7,"1000","Kesten Bozinovic","","0022/08/13 19:18:00",56.19,-134.6224,"2022/08/13 12:44:02",8,1021.9712,11.4425,278.10505,278.05748,6.36388,9.09462,6.36279,9.09306,56.19306,-134.6224,102.288,3.69,3.657,11.4429,28.8999,1021.9712,21.9546,11.4425,128.461,83.9237,4.5045,8.484,8.1751,11.683,357.257,365.1,36779,0,0,0.106,0.106,0.105,0.0031,0.0018,0.0021,0.0019,0.0031,0.061,0.0953,0.3923,0.002,0.0038,0.0055,0.167,0.171,14,"2022/08/13 12:44:02",20,"32RC20220812","RC0083","CS5","CS",5,20,8,8,2,52008,"8/13/22 12:44",2022,8,13,"12:44:02",56.1931,-134.6224,361,3.69,11.4429,2,28.8999,2,357.26,2,357.55,2,1768.42,2,2018.98,2,3.62,2,0.15,2,0.06,2,0.04,2,0.21,2,-2.56,2,5.2,191.63,4.22,2.65,8.24,359.56
"E1476.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",21,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","SEC0",59,"1000","Kesten Bozinovic","EtOH added ~20 min after filtering; filter was capped during that time","0022/08/14 19:17:00",56.77,-135.50368,"2022/08/14 11:21:16",1,1024.8844,9.1913,285.88183,286.04801,6.55885,9.37326,6.56267,9.37871,56.77188,-135.50368,69.325,59.602,59.048,9.1975,31.8382,1024.8844,24.6136,9.1913,72.25,103.8941,0.146,7.992,4.7388,6.7722,206.549,211.633,4756,1e-5,1e-5,0.472,0.583,0.577,0.013,0.0025,0.0066,0.004,0.013,0.059,0.0445,0,0.002,0.0051,0.0072,0.22,0.226,14,"2022/08/14 11:21:16",21,"32RC20220812","RC0083","SEC0","SEC",0,21,1,1,2,2101,"8/14/22 11:21",2022,8,14,"11:21:16",56.7719,-135.5037,65,59.6,9.1975,2,31.8382,2,206.55,2,206.7,2,2043.19,2,2179.11,2,25.66,2,1.37,2,12.3,2,0.28,2,0.86,2,NA,9,10.4,449.97,2.44,1.54,7.871,210.36
"E1477.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",21,2,"Niskin; Sterivex 0.22µm filter","95% EtOH","SEC0",24.2,"1000","Kesten Bozinovic","","0022/08/14 19:17:00",56.77,-135.5041,"2022/08/14 11:23:06",2,1024.2778,10.2743,279.93188,280.00413,6.41955,9.17418,6.42121,9.17654,56.77242,-135.5041,63.866,24.455,24.229,10.277,31.49,1024.2778,24.1672,10.2743,81.289,100.5036,0.9109,8.072,5.2184,7.4576,227.554,233.054,7383,1e-5,0,22.442,0.202,0.2,0.0117,0.0076,0.0087,0.0079,0.0117,0.061,0.1156,0.1526,0.002,0.0047,0.0067,0.202,0.208,14,"2022/08/14 11:23:06",21,"32RC20220812","RC0083","SEC0","SEC",0,21,2,2,2,2102,"8/14/22 11:23",2022,8,14,"11:23:06",56.7724,-135.5041,65,24.46,10.277,2,31.49,2,227.55,2,NA,9,2003.07,2,2151.49,2,20.6,2,1.15,2,10.25,2,0.29,2,0.87,2,-1.27,2,9.8,418.81,2.64,1.67,7.93,231.15
"E1478.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",21,4,"Niskin; Sterivex 0.22µm filter","95% EtOH","SEC0",3.2,"1000","Kesten Bozinovic","","0022/08/14 19:17:00",56.77,-135.50461,"2022/08/14 11:25:22",4,1023.1844,13.127,264.78577,264.65258,6.0663,8.66935,6.06325,8.66498,56.7732,-135.50461,36.984,3.24,3.211,13.1275,30.8685,1023.1844,23.1699,13.127,110.039,78.266,6.4278,8.308,6.6753,9.5396,291.366,298.117,10669,0,1e-5,32.28,0.185,0.184,7e-4,3e-4,7e-4,3e-4,7e-4,0.062,0.1616,0.3579,0,0.0038,0.0055,0.167,0.171,14,"2022/08/14 11:25:22",21,"32RC20220812","RC0083","SEC0","SEC",0,21,4,4,2,2104,"8/14/22 11:25",2022,8,14,"11:25:22",56.7732,-135.5046,65,3.24,13.1275,2,30.8685,2,291.37,2,NA,9,1881.77,2,2113.9,2,4.1,2,0.25,2,0,2,0,2,0.09,2,-1.44,2,6.6,265.62,3.93,2.49,8.105,294.33
"E1479.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",23,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","SEC10",180.9,"1000","Kesten Bozinovic","possible cross contaminiation from spray / rain","0022/08/14 21:02:00",56.69,-135.7495,"2022/08/14 13:08:03",1,1027.1398,5.9174,304.3278,304.85508,6.99354,9.99446,7.00565,10.01178,56.69386,-135.7495,191.2,182.635,180.882,5.9325,33.4006,1027.1398,26.2991,5.9174,36.901,104.6224,-0.0711,7.739,2.5807,3.6881,112.301,115.254,7760,0,1e-5,0.424,0.707,0.7,0.001,0.0012,0.0042,0.0011,0.001,0.04,0.0232,0.0145,0,0.0028,0.004,0.122,0.125,14,"2022/08/14 13:08:03",23,"32RC20220812","RC0083","SEC10","SEC",10,23,1,1,2,102301,"8/14/22 13:08",2022,8,14,"13:08:03",56.6939,-135.7495,185,182.64,5.9325,2,33.4006,2,112.3,2,NA,9,2201.53,2,2267.88,2,NA,4,NA,4,NA,4,NA,4,NA,4,-0.15,2,15.9,717.41,1.56,0.98,7.685,117.05
"E1480.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",23,4,"Niskin; Sterivex 0.22µm filter","95% EtOH","SEC10",72.4,"1000","Kesten Bozinovic","possible cross contaminiation from spray / rain","0022/08/14 21:02:00",56.7,-135.75154,"2022/08/14 13:12:52",4,1025.5218,7.5848,295.39713,295.71945,6.78095,9.69066,6.78835,9.70124,56.69616,-135.75154,171.005,73.055,72.373,7.5916,32.2677,1025.5218,25.1874,7.5848,73.497,105.2868,-0.0298,7.996,4.9838,7.1223,217.108,222.576,14696,0,0,0.496,0.501,0.497,0.0187,0.0027,0.007,0.0047,0.0187,0.738,0.0529,0,0.002,0.0481,0.0687,2.096,2.148,14,"2022/08/14 13:12:52",23,"32RC20220812","RC0083","SEC10","SEC",10,23,4,4,2,102304,"8/14/22 13:12",2022,8,14,"13:12:52",56.6962,-135.7515,185,73.06,7.5916,2,32.2677,2,217.11,2,NA,9,2078.7,2,2177.09,2,29.25,2,1.63,2,19.28,2,0.03,2,0.09,2,NA,9,12.8,560.26,1.92,1.21,7.877,220.81
"E1481.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",23,8,"Niskin; Sterivex 0.22µm filter","95% EtOH","SEC10",2.4,"1000","Kesten Bozinovic","possible cross contaminiation from spray / rain","0022/08/14 21:02:00",56.7,-135.75191,"2022/08/14 13:17:24",8,1023.4515,13.4937,261.99444,261.84346,6.00394,8.58022,6.00048,8.57528,56.69826,-135.75191,54.713,2.444,2.422,13.494,31.312,1023.4515,23.4406,13.4937,109.01,71.1453,6.2896,8.32,6.5449,9.3533,285.601,292.295,21219,0,1e-5,38.388,0.15,0.148,6e-4,2e-4,8e-4,3e-4,6e-4,0.086,0.9055,0.0465,0,0.0052,0.0074,0.227,0.232,14,"2022/08/14 13:17:24",23,"32RC20220812","RC0083","SEC10","SEC",10,23,8,8,2,102308,"8/14/22 13:17",2022,8,14,"13:17:24",56.6983,-135.7519,185,2.44,13.494,2,31.312,2,285.6,2,NA,9,1918.49,2,2138.16,2,17,2,0.4,2,0.19,2,0.01,2,0.07,2,-1.4,2,7.3,300.86,3.74,2.37,8.115,288.62
"E1482.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",25,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","SEC30",1201.3,"1000","Kesten Bozinovic","","0022/08/15 00:24:00",56.52,-136.26051,"2022/08/14 16:54:08",1,1033.0233,2.9101,324.08764,325.04167,7.45566,10.65488,7.47761,10.68625,56.51876,-136.26051,1299.904,1215.901,1201.272,2.9945,34.3902,1033.0233,27.4064,2.9101,4.147,106.1978,-0.089,7.606,0.3092,0.4418,13.438,13.807,43224,0,1e-5,0.689,0.699,0.689,0.001,3e-4,0.0033,3e-4,0.0011,0.03,0.0239,0.0042,0,0.0022,0.0032,0.097,0.1,14,"2022/08/14 16:54:08",25,"32RC20220812","RC0083","SEC30","SEC",30,25,1,1,2,302501,"8/14/22 16:54",2022,8,14,"16:54:08",56.5188,-136.2605,1957,1215.9,2.9945,2,34.3902,2,13.44,2,14.54,2,2365.16,2,2393.28,2,NA,9,NA,9,NA,9,NA,9,NA,9,-0.21,2,21.8,924.92,0.96,0.62,7.591,19.18
"E1483.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",25,6,"Niskin; Sterivex 0.22µm filter","95% EtOH","SEC30",199.4,"1000","Kesten Bozinovic","","0022/08/15 00:24:00",56.52,-136.26658,"2022/08/14 17:24:28",6,1027.5299,5.9298,303.35477,303.89037,6.97325,9.96547,6.98556,9.98306,56.521,-136.26658,298.041,201.347,199.408,5.9467,33.7883,1027.5299,26.604,5.9298,33.77,106.6619,-0.0908,7.768,2.3549,3.3653,102.442,105.168,86922,0,0,0.214,0.217,0.214,5e-4,4e-4,0.0012,3e-4,5e-4,0.012,0.014,0.0081,0,8e-4,0.0012,0.037,0.038,14,"2022/08/14 17:24:28",25,"32RC20220812","RC0083","SEC30","SEC",30,25,6,6,2,302506,"8/14/22 17:24",2022,8,14,"17:24:28",56.521,-136.2666,1957,201.35,5.9467,2,33.7883,2,102.44,2,NA,9,2233.49,2,2272.23,2,55.08,2,2.43,2,28.95,2,0.05,2,0.14,2,-0.31,2,20.3,929.82,1.24,0.79,7.708,107.29
"E1484.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",25,12,"Niskin; Sterivex 0.22µm filter","95% EtOH","SEC30",3.2,"1000","Kesten Bozinovic","Collection bottle leaked in storage; only 500 ml filtered","0022/08/15 00:24:00",56.52,-136.26862,"2022/08/14 17:33:01",12,1023.73,14.8854,253.47915,253.2554,5.81036,8.30358,5.80523,8.29625,56.52178,-136.26862,101.952,3.262,3.232,14.8858,32.0401,1023.73,23.7156,14.8854,103.627,96.2568,1.2123,8.332,6.0211,8.6048,262.674,268.904,99217,0,1e-5,0.302,0.314,0.311,0.0208,0.0024,0.0076,0.0063,0.0209,0.067,0.106,0.0259,0,0.0046,0.0066,0.201,0.207,14,"2022/08/14 17:33:01",25,"32RC20220812","RC0083","SEC30","SEC",30,25,12,12,2,302512,"8/14/22 17:33",2022,8,14,"17:33:01",56.5218,-136.2686,1957,3.26,14.8858,2,32.0401,2,262.67,2,NA,9,1951.08,2,2170.22,2,12.8,2,0.36,2,0.15,2,0.05,2,0.2,2,-1.06,2,8,335.52,3.74,2.39,8.123,265.92
"E1485.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",26,2,"Niskin; Sterivex 0.22µm filter","95% EtOH","LC5",247.7,"1000","Kesten Bozinovic","samples taken ~ 1h after CTD was raised (to account for wind/sea spray","0022/08/17 16:53:00",59.33,-135.38213,"2022/08/17 09:11:17",2,1026.6362,4.3649,318.7037,319.38529,7.318,10.45816,7.33365,10.48052,59.32514,-135.38213,346.322,250.186,247.69,4.3821,32.137,1026.6362,25.473,4.3649,53.286,97.8767,-0.0717,7.649,3.8995,5.5728,169.826,174.152,25752,1e-5,1e-5,0.292,0.296,0.293,2e-4,3e-4,0.0016,3e-4,2e-4,0.046,0.1219,0.0147,0.002,0.0034,0.0049,0.148,0.152,14,"2022/08/17 09:11:17",26,"32RC20220812","RC0083","LC5","LC",5,26,2,2,2,52602,"8/17/22 9:11",2022,8,17,"9:11:17",59.3251,-135.3821,437,250.19,4.3821,2,32.137,2,169.83,2,NA,9,2193.75,2,2210.19,2,68.28,2,2.49,2,26.15,2,0.05,2,0.14,2,-1.05,2,22.4,995.06,1,0.63,7.616,174
"E1486.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",26,3,"Niskin; Sterivex 0.22µm filter","95% EtOH","LC5",89.8,"1000","Kesten Bozinovic","samples taken ~ 1h after CTD was raised (to account for wind/sea spray","0022/08/17 16:53:00",59.33,-135.38174,"2022/08/17 09:16:19",3,1025.3968,4.4112,319.92535,320.58295,7.34248,10.49314,7.35757,10.514709999999999,59.32667,-135.38174,188.458,90.695,89.826,4.4173,31.5143,1025.3968,24.974,4.4112,62.222,97.504,-0.0591,7.729,4.5686,6.529,199.063,204.035,32986,1e-5,1e-5,0.127,0.128,0.127,5e-4,0.0019,0.0018,0.0015,5e-4,0.074,0.072,0,0.001,0.0054,0.0077,0.236,0.242,14,"2022/08/17 09:16:19",26,"32RC20220812","RC0083","LC5","LC",5,26,3,3,2,52603,"8/17/22 9:16",2022,8,17,"9:16:19",59.3267,-135.3817,437,90.7,4.4173,2,31.5143,2,199.06,2,NA,9,2138.27,2,2164.93,2,59.68,2,2.56,2,32.83,2,0.04,2,0.11,2,-1.22,2,20,884.33,1.11,0.69,7.676,202.95
"E1487.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",26,8,"Niskin; Sterivex 0.22µm filter","95% EtOH","LC5",2.8,"1000","Kesten Bozinovic","samples taken ~ 1h after CTD was raised (to account for wind/sea spray","0022/08/17 16:53:00",59.33,-135.38082,"2022/08/17 09:25:27",8,1008.0177,11.0248,319.08822,318.84634,7.20202,10.29241,7.19656,10.28461,59.33066,-135.38082,4.975,2.811,2.785,11.0251,10.8093,1008.0177,8.0046,11.0248,100.993,74.6579,3.2145,8.327,7.2735,10.3946,322.256,324.836,46150,1e-5,0,0.26,0.123,0.122,0.0159,0.1237,0.0975,0.0978,0.0159,0.29,0.24,0.0583,0.005,0.0232,0.0331,1.051,1.035,14,"2022/08/17 09:25:27",26,"32RC20220812","RC0083","LC5","LC",5,26,8,8,2,52608,"8/17/22 9:25",2022,8,17,"9:25:27",59.3307,-135.3808,437,2.81,11.0251,2,10.8093,2,322.26,2,326.21,2,973.79,2,978.16,2,18.25,2,0.12,2,0.98,2,0.11,2,0.29,2,-11.45,2,17,446.08,0.47,0.27,NA,324.91
"E1488.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",28,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","LC3",284.2,"1000","Kesten Bozinovic","Potential rain contamination","0022/08/17 22:51:00",58.83,-135.18929,"2022/08/17 14:58:38",1,1027.9617,5.2673,308.18882,308.80251,7.0846,10.12461,7.09871,10.14477,58.83306,-135.18929,294.358,287.031,284.154,5.29,33.7306,1027.9617,26.6381,5.2673,19.251,61.0216,-0.0471,7.591,1.3639,1.9491,59.33,60.91,10872,0,1e-5,0.054,0.05,0.05,1e-4,5e-4,5e-4,4e-4,1e-4,0.023,0.0444,0.0145,0,0.0017,0.0024,0.072,0.074,14,"2022/08/17 14:58:38",28,"32RC20220812","RC0083","LC3","LC",3,28,1,1,2,32801,"8/17/22 14:58",2022,8,17,"14:58:38",58.8331,-135.1893,291,287.03,5.29,2,33.7306,2,59.33,2,NA,9,2270.23,2,2292.56,2,83.27,2,2.9,2,36.66,2,0.11,2,0.09,2,-0.39,2,22.9,1050.02,1.08,0.68,7.573,64.61
"E1489.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",28,2,"Niskin; Sterivex 0.22µm filter","95% EtOH","LC3",202.6,"1000","Kesten Bozinovic","Potential rain contamination","0022/08/17 22:51:00",58.83,-135.18971,"2022/08/17 15:01:16",2,1027.4157,5.2879,308.56628,309.17246,7.09213,10.13536,7.10606,10.15527,58.83343,-135.18971,301.246,204.625,202.614,5.3039,33.5226,1027.4157,26.471,5.2879,21.238,96.7979,-0.0669,7.591,1.5062,2.1526,65.534,67.269,14654,1e-5,1e-5,0.106,0.107,0.105,2e-4,5e-4,8e-4,4e-4,2e-4,0.022,0.0281,0.0131,0.001,0.0016,0.0022,0.068,0.069,14,"2022/08/17 15:01:16",28,"32RC20220812","RC0083","LC3","LC",3,28,2,2,2,32802,"8/17/22 15:01",2022,8,17,"15:01:16",58.8334,-135.1897,291,204.63,5.3039,2,33.5226,2,65.53,2,NA,9,2262.9,2,2263.43,2,79.23,2,2.9,2,36.17,2,0.04,2,0.11,2,-0.45,2,26.9,1240.89,0.92,0.58,7.573,70.75
"E1490.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",28,5,"Niskin; Sterivex 0.22µm filter","95% EtOH","LC3",8.3,"1000","Kesten Bozinovic","Potential rain contamination","0022/08/17 22:51:00",58.84,-135.19125,"2022/08/17 15:07:49",5,1018.823,11.6103,285.17442,285.06672,6.5054,9.29687,6.50295,9.29336,58.83525,-135.19125,106.952,8.399,8.32,11.6112,24.8479,1018.823,18.7848,11.6103,99.736,87.6795,1.7493,8.301,6.4882,9.2723,284.421,289.764,24096,1e-5,1e-5,0.111,0.111,0.11,0.019,0.1206,0.097,0.0965,0.019,0.087,0.227,0.0757,0,0.0044,0.0063,0.183,0.196,14,"2022/08/17 15:07:49",28,"32RC20220812","RC0083","LC3","LC",3,28,5,5,2,32805,"8/17/22 15:07",2022,8,17,"15:07:49",58.8353,-135.1913,291,8.4,11.6112,2,24.8479,2,284.42,2,NA,9,1619.89,2,1768.62,2,9.62,2,0.19,2,0.81,2,0.17,2,0.34,2,-5.52,2,7.2,260.37,2.64,1.63,8.094,287.45
"E1491.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",29,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","JH1",50.7,"1000","Kesten Bozinovic","","0022/08/18 01:04:00",58.63,-134.95188,"2022/08/17 17:07:41",1,1024.1457,7.7962,297.42962,297.69884,6.81911,9.74519,6.82528,9.75401,58.62574,-134.95188,61.156,51.196,50.712,7.8009,30.6794,1024.1456,23.9109,7.7962,71.085,99.9567,0.1657,7.959,4.8474,6.9274,211.428,216.484,4602,0,1e-5,0.038,0.04,0.039,6e-4,5e-4,4e-4,5e-4,6e-4,0.064,0.0569,0.0139,0.001,0.0043,0.0062,0.189,0.193,14,"2022/08/17 17:07:41",29,"32RC20220812","RC0083","JH1","JH",1,29,1,1,2,12901,"8/17/22 17:07",2022,8,17,"17:07:41",58.6257,-134.9519,55,51.2,7.8009,2,30.6794,2,211.43,2,NA,9,2018.29,2,2123.43,2,36.81,2,1.75,2,20.31,2,0.49,2,1.06,2,NA,9,11.7,498.73,2.01,1.26,7.846,215.19
"E1492.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",29,2,"Niskin; Sterivex 0.22µm filter","95% EtOH","JH1",24.9,"1000","Kesten Bozinovic","","0022/08/18 01:04:00",58.63,-134.95188,"2022/08/17 17:09:03",2,1023.5127,8.6515,292.83938,293.02274,6.7105,9.58998,6.71471,9.59599,58.62586,-134.95188,56.633,25.181,24.945,8.6539,30.1795,1023.5127,23.3977,8.6515,77.103,99.0937,0.3427,8.022,5.174,7.3942,225.788,231.071,6569,0,1e-5,5.835,0.031,0.031,0.0124,0.0083,0.0083,0.0083,0.0123,0.056,0.1398,0.0134,0.002,0.0045,0.0064,0.194,0.199,14,"2022/08/17 17:09:03",29,"32RC20220812","RC0083","JH1","JH",1,29,2,2,2,12902,"8/17/22 17:09",2022,8,17,"17:09:03",58.6259,-134.9519,55,25.18,8.6539,2,30.1795,2,225.79,2,NA,9,1991.49,2,2094.98,2,32.93,2,1.58,2,17.47,2,0.51,2,1.36,2,NA,9,11.9,506.52,2,1.26,7.892,229.4
"E1493.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",29,4,"Niskin; Sterivex 0.22µm filter","95% EtOH","JH1",3.3,"1000","Kesten Bozinovic","","0022/08/18 01:04:00",58.63,-134.95204,"2022/08/17 17:11:06",4,1010.7796,12.8481,298.21872,297.94909,6.74942,9.64559,6.74331,9.63687,58.626,-134.95204,65.163,3.296,3.266,12.8484,14.7217,1010.7796,10.7645,12.8481,105.262,72.7012,2.3528,8.403,7.1045,10.1531,313.91,317.289,9524,0,0,17.563,0.045,0.045,0.0011,0.0053,0.004,0.0039,0.0011,0.15,0.5319,0.0355,0.001,0.0099,0.0141,0.437,0.442,14,"2022/08/17 17:11:06",29,"32RC20220812","RC0083","JH1","JH",1,29,4,4,2,12904,"8/17/22 17:11",2022,8,17,"17:11:06",58.626,-134.952,55,3.3,12.8484,2,14.7217,2,313.91,2,NA,9,1200.9,2,1276.36,2,9.79,2,0.07,2,0.03,2,0.07,2,0.23,2,NA,9,7.6,230.73,1.55,0.91,NA,316.64
"E1494.RC0083",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022",30,1,"Niskin; Sterivex 0.22µm filter","95% EtOH","LC2",301.1,"1000","Kesten Bozinovic","","0022/08/18 01:34:00",58.62,-135.01396,"2022/08/17 17:41:53",1,1028.0393,5.2273,308.48903,309.10733,7.09149,10.13445,7.10571,10.15477,58.61712,-135.01396,310.617,304.197,301.141,5.2513,33.7226,1028.0393,26.6365,5.2273,20.917,83.9739,-0.0591,7.606,1.4833,2.1199,64.528,66.246,11340,0,0,0.039,0.04,0.04,1e-4,3e-4,3e-4,3e-4,1e-4,0.027,0.1309,0,0,0.0019,0.0027,0.083,0.085,14,"2022/08/17 17:41:53",30,"32RC20220812","RC0083","LC2","LC",2,30,1,1,2,23001,"8/17/22 17:41",2022,8,17,"17:41:53",58.6171,-135.014,309,304.2,5.2513,2,33.7226,2,64.53,2,NA,9,2264.82,2,2276.29,2,76.59,2,2.78,2,30.62,2,0.02,2,0.04,2,NA,9,24.9,1137.78,0.99,0.62,7.585,69.76
