"Sample_Name","Biological_Replicate","Technical_Replicate","Negative_control","Cruise_ID_short","Cruise_ID_long","Collection_Date_UTC","Collection_Date_local","Collection_Time_UTC","Collection_Time_local","Field_Sample_Name","Cast_No.","Rosette_position","Field_collection_method","Preservation","Area.within.region","Station","Depth_m","Lat","Lon","Sample_volume_ml","Personnel_responsible_for_Collecting_Sample","Field_Notes","Combined_date","Date_UTC","Date_local","Lat_dec","Lon_dec","Bottle","Density00","Potemp090C","OxsolMm.Kg","OxsatMm.Kg","OxsolML.L","OxsolMg.L","OxsatML.L","OxsatMg.L","Latitude","Longitude","SfdSM","PrDM","DepSM","T090C","Sal00","Density00.1","Sigma.é00","Potemp090C.1","Sbeox0PS","CStarTr0","FlECO.AFL","Ph","Sbeox0ML.L","Sbeox0Mg.L","Sbox0Mm.Kg","Sbeox0Mm.L","Scan","Latitude_sdev","Longitude_sdev","SfdSM_sdev","PrDM_sdev","DepSM_sdev","T090C_sdev","Sal00_sdev","Density00.1_sdev","Sigma.é00_sdev","Potemp090C.1_sdev","Sbeox0PS_sdev","CStarTr0_sdev","FlECO.AFL_sdev","Ph_sdev","Sbeox0ML.L_sdev","Sbeox0Mg.L_sdev","Sbox0Mm.Kg_sdev","Sbeox0Mm.L_sdev","Scan_sdev","time"
"E1516.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-18","2022-08-18","21:43","13:50",NA,"42","5","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","XS1",3,58.11,-136.52413,"1000","Kesten Bozinovic","","2022-08-18 21:43",NA,NA,58.11,-136.52413,5,1023.1728,14.1371,258.95374,258.76334,5.93262,8.47831,5.92826,8.47208,58.1084,-136.52413,71.696,3.02,2.992,14.1376,31.1156,1023.1728,23.159300000000002,14.1371,101.944,94.0718,1.0096,8.299,6.048,8.6431,263.988,270.102,10106,0,1e-5,7.829,0.092,0.091,8e-4,3e-4,4e-4,3e-4,8e-4,0.026,0.0374,0.0159,0,0.0015,0.0022,0.067,0.068,14,"2022/08/18 13:50:44"
"E1517.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-18","2022-08-18","22:19","14:27",NA,"43","1","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","XS2",314.5,58.13,-136.55502,"1000","Kesten Bozinovic","","2022-08-18 22:19",NA,NA,58.13,-136.55502,1,1027.8327,5.9446,303.8316,304.35685,6.98264,9.97889,6.99471,9.99614,58.13,-136.55502,324.435,317.685,314.496,5.9714,33.4985,1027.8327,26.3731,5.9446,37.551,97.6707,-0.0591,7.749,2.6221,3.7472,114.093,117.102,11380,0,1e-5,0.103,0.325,0.321,0.0018,0.0015,0.0028,0.0014,0.0018,0.032,0.2481,0,0.001,0.0023,0.0033,0.101,0.103,14,"2022/08/18 14:27:11"
"E1518.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-18","2022-08-18","22:19","14:34",NA,"43","5","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","XS2",100.2,58.13,-136.55322,"1000","Kesten Bozinovic","","2022-08-18 22:19",NA,NA,58.13,-136.55322,5,1025.8354,6.9916,299.11319,299.49832,6.86749,9.81433,6.87633,9.82696,58.1301,-136.55322,198.839,101.17,100.207,7.0006,32.3986,1025.8354,25.3712,6.9916,50.531,93.6917,0.0874,7.857,3.4702,4.9592,151.144,154.978,21929,0,1e-5,0.093,0.093,0.092,0.0083,0.0063,0.0064,0.0061,0.0083,0.073,0.1669,0,0.002,0.0053,0.0076,0.23,0.237,14,"2022/08/18 14:34:31"
"E1519.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-18","2022-08-18","22:19","14:39",NA,"43","8","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","XS2",10.4,58.13,-136.55194,"1000","Kesten Bozinovic","","2022-08-18 22:19",NA,NA,58.13,-136.55194,8,1023.4736,11.4833,274.13273,274.10638,6.28201,8.97762,6.28141,8.97676,58.13008,-136.55194,104.489,10.516,10.419,11.4846,30.805,1023.4734,23.426,11.4833,85.089,79.4486,1.6202,8.184,5.3455,7.6393,233.267,238.732,28521,0,0,18.71,0.51,0.505,0.1762,0.0535,0.014,0.0121,0.1761,0.789,0.3004,0.0288,0.003,0.0694,0.0992,3.03,3.099,14,"2022/08/18 14:39:05"
"E1520.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-19","2022-08-18","0:09","16:12",NA,"45","1","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","XS4",102.4,58.17,-136.61379,"1000","Kesten Bozinovic","","2022-08-19 0:09",NA,NA,58.17,-136.61379,1,1026.014,6.782,300.16073,300.57201,6.89267,9.85031,6.90211,9.86381,58.17369,-136.61379,114.202,103.373,102.388,6.7911,32.577,1026.014,25.5393,6.782,48.542,91.6066,0.0067,7.843,3.3458,4.7815,145.703,149.424,4496,1e-5,1e-5,0.129,0.141,0.14,0.0028,0.0029,0.0031,0.0027,0.0028,0.035,0.8175,0.0127,0,0.0025,0.0035,0.107,0.11,14,"2022/08/18 16:12:48"
"E1521.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-19","2022-08-18","0:09","16:14",NA,"45","2","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","XS4",50.8,58.17,-136.61292,"1000","Kesten Bozinovic","","2022-08-19 0:09",NA,NA,58.17,-136.61292,2,1024.3379,9.2495,286.84105,286.99145,6.57759,9.40004,6.58104,9.40497,58.17368,-136.61292,123.076,51.249,50.767,9.2549,31.1989,1024.3379,24.1048,9.2495,68.571,86.512200000000007,0.689,8.026,4.5103,6.4457,196.69,201.431,6810,0,1e-5,0.146,0.196,0.194,0.0159,0.006,0.0032,0.0025,0.0159,0.079,1.0721,0.0471,0.001,0.0066,0.0094,0.287,0.294,14,"2022/08/18 16:14:25"
"E1522.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-19","2022-08-18","0:09","16:17",NA,"45","5","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","XS4",3.5,58.17,-136.6114,"1000","Kesten Bozinovic","","2022-08-19 0:09",NA,NA,58.17,-136.6114,5,1023.3672,12.1418,270.25871,270.1883,6.19278,8.8501,6.19117,8.8478,58.17376,-136.6114,69.359,3.563,3.53,12.1423,30.8618,1023.3672,23.3512,12.1418,90.892,85.1662,0.8708,8.23,5.6288,8.0441,245.644,251.38,10743,0,1e-5,43.081,0.179,0.178,0.0438,0.0039,0.0074,0.0069,0.0439,0.285,0.0655,0.0187,0.002,0.0218,0.0312,0.951,0.975,14,"2022/08/18 16:17:09"
"E1523.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-19","2022-08-18","4:29","20:34",NA,"46","1","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","SEM30",162.7,58.01,-137.73272,"~500","Kesten Bozinovic","filter air locked, ~500mL filtered through processed sample","2022-08-19 4:29",NA,NA,58.01,-137.73272,1,1027.1496,6.1343,302.45886,302.96503,6.95123,9.93401,6.96287,9.95063,58.01056,-137.73272,174.537,164.29,162.702,6.1482,33.5553,1027.1496,26.3943,6.1343,40.001,104.1812,-0.0884,7.772,2.7806,3.9737,120.987,124.18,7784,0,0,0.147,0.186,0.184,2e-4,3e-4,9e-4,3e-4,2e-4,0.004,0.0092,0,0.001,3e-4,4e-4,0.013,0.013,14,"2022/08/18 20:34:40"
"E1524.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-19","2022-08-18","4:29","20:38",NA,"46","3","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","SEM30",50.4,58.01,-137.73289,"1000","Kesten Bozinovic","","2022-08-19 4:29",NA,NA,58.01,-137.73289,3,1025.354,7.9168,293.2556,293.54526,6.73136,9.61979,6.73801,9.62929,58.0103,-137.73289,149.042,50.888,50.41,7.9216,32.2433,1025.354,25.1214,7.9168,76.672,105.4478,0.0288,8.031,5.1611,7.3757,224.845,230.493,13355,0,1e-5,0.455,0.459,0.455,0.006,0.0024,0.0041,0.0024,0.006,0.732,0.0192,0,0.003,0.0493,0.0705,2.148,2.202,14,"2022/08/18 20:38:32"
"E1525.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-19","2022-08-18","4:29","20:41",NA,"46","6","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","SEM30",2.6,58.01,-137.73326,"1000","Kesten Bozinovic","","2022-08-19 4:29",NA,NA,58.01,-137.73326,6,1023.4739,14.5635,255.84613,255.63639,5.86316,8.37905,5.85836,8.37218,58.01016,-137.73326,81.734,2.593,2.569,14.5638,31.6232,1023.4739,23.4624,14.5635,101.499,97.2763,1.2709,8.305,5.9511,8.5047,259.682,265.775,17311,0,0,27.265,0.181,0.18,0.0186,0.0029,0.0061,0.0055,0.0186,0.142,0,0.0156,0.002,0.0071,0.0101,0.31,0.317,14,"2022/08/18 20:41:17"
"E1526.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-19","2022-08-18","7:25","23:29",NA,"48","1","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","SEM10",112.3,58.17,-137.22258,"1000","Kesten Bozinovic","","2022-08-19 7:25",NA,NA,58.17,-137.22258,1,1026.2608,6.4417,302.07902,302.53177,6.93807,9.9152,6.94847,9.93006,58.1721,-137.22258,123.238,113.398,112.314,6.4514,32.7749,1026.2608,25.7394,6.4417,59.874,103.4997,-0.0699,7.887,4.1541,5.9366,180.866,185.521,5796,0,1e-5,0.38,0.537,0.532,6e-4,6e-4,0.0024,5e-4,6e-4,0.103,0.0286,0.0155,0.001,0.0071,0.0102,0.311,0.318,14,"2022/08/18 23:29:03"
"E1527.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-19","2022-08-18","7:25","23:31",NA,"48","3","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","SEM10",50.7,58.17,-137.22313,"1000","Kesten Bozinovic","","2022-08-19 7:25",NA,NA,58.17,-137.22313,3,1025.2256,8.4057,290.21438,290.45653,6.66071,9.51882,6.66627,9.52677,58.1723,-137.22313,123.482,51.226,50.744,8.4108,32.1691,1025.2256,24.992,8.4057,88.283,105.3656,0.3009,8.091,5.8803,8.4035,256.211,262.614,9451,0,1e-5,0.205,0.373,0.369,0.0217,0.0035,0.0063,0.0057,0.0217,0.192,0.0401,0.0431,0,0.013,0.0186,0.567,0.581,14,"2022/08/18 23:31:35"
"E1528.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-19","2022-08-18","7:25","23:34",NA,"48","6","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","SEM10",3.2,58.17,-137.22379,"1000","Kesten Bozinovic","","2022-08-19 7:25",NA,NA,58.17,-137.22379,6,1023.5216,14.5097,256.04325,255.83686,5.86794,8.38587,5.86321,8.37911,58.17255,-137.22379,4.629,3.249,3.219,14.5102,31.6667,1023.5217,23.5072,14.5097,102.315,95.1244,1.8384,8.302,6.0038,8.58,261.971,268.13,13166,1e-5,2e-5,0.492,0.488,0.484,9e-4,3e-4,0.0024,4e-4,0.001,0.025,0.0068,0.0543,0,0.0015,0.0021,0.064,0.066,14,"2022/08/18 23:34:10"
"E1529.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-19","2022-08-19","9:01","01:04",NA,"50","1","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","SEM2.5",119.8,58.23,-137.00525,"1000","Kesten Bozinovic","","2022-08-19 9:01",NA,NA,58.23,-137.00525,1,1026.0642,6.8429,299.79306,300.19706,6.88402,9.83796,6.8933,9.85121,58.23415,-137.00525,129.571,120.972,119.813,6.8535,32.5486,1026.0642,25.5089,6.8429,61.229,99.5578,-0.0453,7.906,4.2151,6.0237,183.562,188.244,5646,1e-5,1e-5,0.162,0.115,0.114,0.007,0.004,0.0043,0.0041,0.007,0.038,0.0852,0.0148,0.002,0.0025,0.0036,0.109,0.111,14,"2022/08/19 01:04:59"
"E1530.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-19","2022-08-19","9:01","01:09",NA,"50","4","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","SEM2.5",26,58.23,-137.00507,"1000","Kesten Bozinovic","","2022-08-19 9:01",NA,NA,58.23,-137.00507,4,1024.3282,9.4397,285.30819,285.4458,6.54311,9.35076,6.54626,9.35527,58.23486,-137.00507,122.243,26.223,25.978,9.4424,31.3704,1024.3282,24.2091,9.4397,71.359,95.1112,0.7423,8.035,4.6691,6.6726,203.592,208.521,11910,0,1e-5,3.497,0.256,0.254,0.0185,0.0011,0.0045,0.0035,0.0185,0.145,0.0378,0.0164,0,0.0113,0.0161,0.492,0.505,14,"2022/08/19 01:09:20"
"E1531.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-19","2022-08-19","9:01","01:10",NA,"50","6","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","SEM2.5",4,58.24,-137.00502,"1000","Kesten Bozinovic","","2022-08-19 9:01",NA,NA,58.24,-137.00502,6,1023.4827,14.4391,256.53631,256.33319,5.879,8.40167,5.87434,8.39502,58.23512,-137.00502,78.533,3.993,3.956,14.4396,31.5928,1023.4827,23.465,14.4391,101.492,93.4103,2.1202,8.297,5.9667,8.527,260.364,266.473,14166,0,0,32.056,0.329,0.326,0.0025,2e-4,0.001,5e-4,0.0024,0.027,0.0269,0.1032,0,0.0018,0.0025,0.077,0.079,14,"2022/08/19 01:10:54"
"E1532.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-19","2022-08-19","10:19","02:22",NA,"52","1","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","SEM-2.5",62.5,58.27,-136.87108,"1000","Kesten Bozinovic","","2022-08-19 10:19",NA,NA,58.27,-136.87108,1,1024.7483,8.1912,293.13108,293.37907,6.72416,9.6095,6.72985,9.61763,58.27112,-136.87108,72.171,63.062,62.467,8.1973,31.4506,1024.7483,24.4601,8.1912,62.295,92.2733,0.2728,7.945,4.1888,5.9863,182.607,187.074,3536,0,1e-5,0.146,0.149,0.148,0.0048,0.0026,0.0023,0.0027,0.0048,0.068,0.0573,0.0183,0.002,0.0047,0.0067,0.205,0.21,14,"2022/08/19 02:22:21"
"E1533.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-19","2022-08-19","10:19","02:24",NA,"52","3","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","SEM-2.5",26.5,58.27,-136.87042,"1000","Kesten Bozinovic","","2022-08-19 10:19",NA,NA,58.27,-136.87042,3,1024.0697,9.2442,287.30896,287.45658,6.5873100000000004,9.41393,6.5907,9.41877,58.2714,-136.87042,70.146,26.776,26.526,9.247,30.9971,1024.0697,23.9479,9.2442,76.387,89.8417,1.0789,8.014,5.0319,7.191,219.467,224.723,6793,1e-5,0,0.604,0.36,0.356,0.0041,0.0033,0.0048,0.0032,0.0041,0.076,0.0219,0.0109,0.002,0.0047,0.0067,0.206,0.21,14,"2022/08/19 02:24:37"
"E1534.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-19","2022-08-19","10:19","02:26",NA,"52","5","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","SEM-2.5",3.5,58.27,-136.86972,"1000","Kesten Bozinovic","","2022-08-19 10:19",NA,NA,58.27,-136.86972,5,1023.2834,11.0761,277.1019,277.10053,6.34907,9.07345,6.34904,9.07341,58.27166,-136.86972,59.105,3.562,3.529,11.0766,30.5086,1023.2834,23.2674,11.0761,90.755,88.018,2.0173,8.119,5.7621,8.2346,251.483,257.334,10157,1e-5,1e-5,4.97,0.142,0.141,0.0046,0.0059,0.0043,0.0038,0.0046,0.083,0.0217,0.0388,0.001,0.0057,0.0082,0.251,0.256,14,"2022/08/19 02:26:57"
"E1535.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-19","2022-08-19","13:35","05:39",NA,"53","1","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","GB24",124.6,58.33,-136.11309,"1000","Kesten Bozinovic","","2022-08-19 13:35",NA,NA,58.33,-136.11309,1,1025.6937,7.3389,297.30739,297.65091,6.82434,9.75266,6.83222,9.76393,58.3315,-136.11309,134.238,125.836,124.628,7.3504,32.1353,1025.6937,25.1172,7.3389,52.501,83.3974,0.155,7.883,3.5828,5.1202,156.088,160.008,5738,0,1e-5,0.066,0.047,0.047,2e-4,2e-4,3e-4,2e-4,2e-4,0.036,0.149,0.0209,0.002,0.0024,0.0035,0.106,0.108,14,"2022/08/19 05:39:10"
"E1536.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-19","2022-08-19","13:35","05:43",NA,"53","3","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","GB24",25.1,58.33,-136.11083,"1000","Kesten Bozinovic","","2022-08-19 13:35",NA,NA,58.33,-136.11083,3,1024.0425,7.9952,295.99074,296.24293,6.78622,9.69819,6.79201,9.70646,58.33178,-136.11083,89.671,25.304,25.067,7.9975,30.7346,1024.0425,23.9266,7.9952,61.081,89.82,0.7859,7.949,4.1451,5.9237,180.793,185.119,11317,0,1e-5,39.221,0.031,0.031,0.002,0.0065,0.0054,0.0053,0.002,0.065,0.1256,0.037,0,0.0044,0.0063,0.192,0.197,14,"2022/08/19 05:43:02"
"E1537.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-19","2022-08-19","13:35","05:46",NA,"53","5","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","GB24",2.9,58.33,-136.10966,"1000","Kesten Bozinovic","","2022-08-19 13:35",NA,NA,58.33,-136.10966,5,1022.8184,8.6058,294.78446,294.95776,6.75116,9.64809,6.75513,9.65376,58.33216,-136.10966,78.861,2.939,2.912,8.6061,29.4135,1022.8184,22.8049,8.6058,69.894,88.0985,1.5382,8.019,4.7187,6.7434,206.037,210.735,15605,0,1e-5,31.296,0.027,0.027,0.0011,0.0017,0.0016,0.0015,0.0011,0.103,0.0427,0.0448,0,0.007,0.01,0.305,0.312,14,"2022/08/19 05:46:01"
"E1538.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-20","2022-08-19","3:19","19:26",NA,"55","1","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","GB12",267.8,59.03,-137.01602,"1000","Kesten Bozinovic","","2022-08-20 3:19",NA,NA,59.03,-137.01602,1,1025.6357,5.1932,315.40425,315.94654,7.23453,10.33887,7.24697,10.35665,59.0319,-137.01602,277.216,270.535,267.83,5.2131,30.8692,1025.6357,24.3812,5.1932,77.887,1e-4,0.3302,7.93,5.6348,8.0526,245.659,251.648,10650,0,0,0.032,0.039,0.038,0.0057,0.0019,0.0022,0.0021,0.0057,0.047,0,0.0198,0,0.0028,0.004,0.122,0.124,14,"2022/08/19 19:26:39"
"E1539.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-20","2022-08-19","3:19","19:31",NA,"55","3","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","GB12",74.8,59.03,-137.01548,"1000","Kesten Bozinovic","","2022-08-20 3:19",NA,NA,59.03,-137.01548,3,1024.1291,7.0265,303.34588,303.68203,6.95387,9.93778,6.96158,9.94879,59.03162,-137.01548,173.427,75.514,74.794,7.0329,30.384,1024.1291,23.7813,7.0265,78.688,6.6208,0.0874,8.015,5.4718,7.8198,238.695,244.372,18247,0,0,0.033,0.033,0.033,0.001,5e-4,5e-4,5e-4,0.001,0.04,0.2491,0,0.001,0.0028,0.0039,0.12,0.123,14,"2022/08/19 19:31:55"
"E1540.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-20","2022-08-19","3:19","19:35",NA,"55","6","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","GB12",2.8,59.03,-137.01512,"1000","Kesten Bozinovic","","2022-08-20 3:19",NA,NA,59.03,-137.01512,6,1016.5907,5.1308,340.17882,340.43901,7.74335,11.06602,7.74927,11.07449,59.0314,-137.01512,101.459,2.854,2.827,5.1309,20.9881,1016.5907,16.5772,5.1308,92.549,49.193,0.0491,8.218,7.1664,10.2416,314.834,320.053,23556,0,0,0.025,0.025,0.025,0.0192,0.0548,0.0418,0.0418,0.0192,0.274,1.4455,0.0136,0.003,0.027,0.0386,1.2,1.207,14,"2022/08/19 19:35:36"
"E1541.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-20","2022-08-19","7:32","23:43",NA,"60","1","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","GB07",380.1,58.81,-136.47109,"1000","Kesten Bozinovic","","2022-08-20 7:32",NA,NA,58.81,-136.47109,1,1026.3687,4.696,318.65911,319.26498,7.31065,10.44765,7.32455,10.46751,58.81024,-136.47109,478.714,384.02,380.083,4.7232,31.0614,1026.3687,24.5859,4.696,78.117,97.3402,-0.0723,7.922,5.7108,8.1614,248.927,255.047,15652,0,1e-5,0.04,0.039,0.039,2e-4,2e-4,3e-4,2e-4,1e-4,0.032,0.053900000000000003,0.017,0,0.0024,0.0034,0.102,0.105,14,"2022/08/19 23:43:36"
"E1542.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-20","2022-08-19","7:32","23:55",NA,"60","6","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","GB07",3,58.81,-136.46766,"1000","Kesten Bozinovic","","2022-08-20 7:32",NA,NA,58.81,-136.46766,6,1017.9433,8.8951,306.2877,306.32742,6.98117,9.97679,6.98208,9.97809,58.80882,-136.46766,101.663,3.06,3.031,8.8954,23.2245,1017.9433,17.9292,8.8951,115.046,54.9364,3.919,8.403,8.0316,11.4779,352.373,358.69,33024,0,0,0.03,0.031,0.03,0.0144,0.0341,0.0264,0.0264,0.0143,0.151,0.2938,0.0461,0.002,0.0112,0.0159,0.497,0.498,14,"2022/08/19 23:55:39"
"E1543.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-20","2022-08-20","15:08","07:12",NA,"63","1","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","GB13",96.6,58.71,-136.11356,"1000","Kesten Bozinovic","","2022-08-20 15:08",NA,NA,58.71,-136.11356,1,1024.4169,6.7769,304.64477,305.01005,6.98492,9.98214,6.99329,9.99411,58.71388,-136.11356,106.974,97.537,96.604,6.7851,30.5801,1024.4169,23.9674,6.7769,69.57,94.0804,0.0174,7.949,4.8594,6.9445,211.94,217.02,5328,0,1e-5,0.041,0.04,0.039,7e-4,5e-4,4e-4,4e-4,7e-4,0.029,0.1007,0.0144,0.002,0.0021,0.003,0.09,0.092,14,"2022/08/20 07:12:23"
"E1544.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-20","2022-08-20","15:08","07:15",NA,"63","3","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","GB13",25.9,58.71,-136.11307,"1000","Kesten Bozinovic","","2022-08-20 15:08",NA,NA,58.71,-136.11307,3,1023.566,7.486,300.96855,301.25338,6.89711,9.85666,6.90364,9.86599,58.71347,-136.11307,90.447,26.111,25.866,7.4883,30.0336,1023.566,23.446,7.4859,69.139,94.1124,0.2488,7.98,4.7686,6.8148,208.085,212.964,10078,1e-5,1e-5,37.022,0.03,0.029,1e-4,2e-4,2e-4,2e-4,2e-4,0.056,0.0278,0.0148,0,0.0039,0.0056,0.17,0.174,14,"2022/08/20 07:15:41"
"E1545.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-20","2022-08-20","15:08","07:18",NA,"63","5","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","GB13",3.2,58.71,-136.1127,"1000","Kesten Bozinovic","","2022-08-20 15:08",NA,NA,58.71,-136.1127,5,1016.4894,9.3066,307.41069,307.39364,6.99676,9.99906,6.99637,9.99851,58.71314,-136.1127,63.79,3.244,3.214,9.3069,21.4286,1016.4894,16.4744,9.3066,117.263,60.8344,4.029,8.411,8.2046,11.7252,360.48,366.418,13429,0,0,40.952,0.03,0.03,0.0582,0.1127,0.0955,0.0955,0.0582,0.294,0.1056,0.1093,0,0.0251,0.0358,1.072,1.12,14,"2022/08/20 07:18:00"
"E1546.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-20","2022-08-20","17:36","09:46",NA,"66","1","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","GB16",299.2,58.89,-136.09455,"1000","Kesten Bozinovic","","2022-08-20 17:36",NA,NA,58.89,-136.09455,1,1025.8817,4.7207,318.83535,319.43491,7.31392,10.45232,7.32767,10.47197,58.89238,-136.09455,309.089,302.216,299.175,4.7419,30.9276,1025.8817,24.4772,4.7207,77.138,95.8214,-0.0902,7.912,5.6418,8.0627,245.942,251.962,14775,0,1e-5,0.04,0.039,0.039,2e-4,3e-4,3e-4,2e-4,2e-4,0.044,0.0528,0.0071,0,0.0032,0.0046,0.139,0.142,14,"2022/08/20 09:46:39"
"E1547.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-20","2022-08-20","17:36","09:56",NA,"66","5","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","GB16",50.4,58.89,-136.0952,"1000","Kesten Bozinovic","","2022-08-20 17:36",NA,NA,58.89,-136.0952,5,1023.9153,7.1418,302.7989,303.12157,6.94065,9.91888,6.94805,9.92945,58.8909,-136.0952,149.026,50.876,50.394,7.1462,30.2753,1023.9153,23.681,7.1418,67.593,92.3395,0.0282,7.986,4.6914,6.7045,204.671,209.518,28801,0,0,0.037,0.038,0.038,2e-4,6e-4,5e-4,5e-4,2e-4,0.064,0.077,0.0042,0,0.0045,0.0064,0.195,0.2,14,"2022/08/20 09:56:23"
"E1548.",1,1,FALSE,"RC_GOA_2022","RC Alaska OA Cruise 2022","2022-08-20","2022-08-20","17:36","09:59",NA,"66","7","Niskin; Sterivex 0.22µm filter","95% EtOH","Gulf of Alaska","GB16",2.6,58.89,-136.09552,"1000","Kesten Bozinovic","","2022-08-20 17:36",NA,NA,58.89,-136.09552,7,1013.6414,6.4824,338.11183,338.18107,7.67398,10.96688,7.67555,10.96913,58.8904,-136.09552,88.563,2.646,2.622,6.4825,17.3898,1013.6414,13.6289,6.4824,93.479,50.5641,0.3326,8.315,7.1736,10.2518,316.065,320.372,33408,0,1e-5,20.132,0.034,0.034,0.0128,0.0333,0.0255,0.0255,0.0128,0.229,1.0735,0.0143,0,0.0148,0.0212,0.648,0.663,14,"2022/08/20 09:59:35"
