dada2_input	filtered	dada_f	dada_r	merged	nonchim	final_perc_reads_retained
MP_E370	121915	112687	112628	112635	112433	112172	92
MP_E373	122426	114393	114310	114170	112920	110758	90.5
MP_E378	130613	123638	123495	123496	122616	121369	92.9
MP_E380	152617	145547	145493	145482	144924	142283	93.2
MP_E384_3B	203199	189941	189638	189673	188562	184349	90.7
MP_E386_1B	149445	140318	140239	140110	139579	138077	92.4
MP_E388_1B	179954	161142	160964	161004	160640	160115	89
MP_E392	221853	209919	209724	209771	209183	207629	93.6
MP_E394	139052	127261	127158	127081	126829	126381	90.9
MP_E395	151579	141082	140888	140835	139627	136484	90
MP_E396	201300	188915	188757	188687	188079	186792	92.8
MP_E400	261065	247467	246847	246748	244524	232154	88.9
MP_E404	184904	176729	176655	176600	176292	175842	95.1
MP_E405	60011	56685	56664	56664	56543	56513	94.2
MP_E406	157627	150579	150484	150450	149983	148609	94.3
MP_E408	205495	196632	196509	196460	195805	193991	94.4
MP_E411_1T	237029	228138	227975	227962	226772	224768	94.8
MP_E412_1B	160544	153536	153361	153405	152952	151767	94.5
MP_E412_2T	82967	78858	78809	78812	78384	78260	94.3
MP_E412_3T	158688	149339	149190	149210	148705	147442	92.9
MP_E413_1B	181727	172897	172748	172842	171997	167150	92
MP_E413_2B	144900	136876	136761	136798	136157	132122	91.2
MP_E413_3B	166972	158081	158017	158034	157342	154160	92.3
MP_E418_1B	147278	140085	139989	139970	139585	138264	93.9
MP_E418_2T	160192	153155	153055	153041	152574	151185	94.4
MP_E418_3T	164558	155378	155230	155243	154567	152741	92.8
MP_E419_1B	34654	29693	29686	29627	27985	27934	80.6
MP_E419_2B	84635	81941	81923	81923	81564	81526	96.3
MP_E419_3B	143363	136351	136312	136312	135513	132088	92.1
MP_E423	221780	210147	209921	209945	208244	199308	89.9
MP_E424	173831	165580	165383	165428	163876	154460	88.9
MP_E425	162952	152360	152300	152329	150925	145594	89.3
MP_E427	198216	187881	187603	187542	186301	184108	92.9
MP_E428	146278	138725	138567	138506	138025	136398	93.2
MP_E429	113941	108637	108592	108554	108375	108180	94.9
MP_E430	88658	85312	85300	85301	85111	85065	95.9
MP_E431	75702	60716	60683	59790	59639	59468	78.6
MP_E432	82986	80182	80142	80138	80023	79952	96.3
MP_E433	157044	148193	148017	148018	147430	145058	92.4
MP_E434	108493	102867	102835	102837	102558	102087	94.1
MP_E435	290286	275496	275284	275230	273325	269387	92.8
MP_E436	159267	153443	153371	153366	152817	151242	95
MP_E437	145555	137643	137510	137467	136326	130400	89.6
MP_E438	218140	207336	207090	207001	206065	203190	93.1
MP_E440	102787	97389	97207	97210	96758	95923	93.3
MP_E441	111919	105493	105484	105478	104987	104403	93.3
MP_E442	252607	239833	239658	239629	239014	237952	94.2
MP_E444	201073	186174	185806	185747	184562	181319	90.2
MP_E445	23285	19096	19091	19089	17542	17538	75.3
MP_E446_1B_PCR1	168286	159520	159312	159282	158210	152137	90.4
MP_E446_2B_PCR1	235779	223842	223698	223707	222470	216250	91.7
MP_E446_3B_PCR1	211651	203062	202860	202838	201643	194809	92
MP_E447_1B_PCR1	251598	238414	238257	238198	236110	232621	92.5
MP_E447_2B_PCR1	237297	226531	226405	226353	225461	222637	93.8
MP_E447_3B_PCR1	174184	166329	166318	166314	166111	165976	95.3
MP_E448_1B_PCR1	250421	232526	232409	232320	230585	225810	90.2
MP_E448_2B_PCR1	164677	159162	159142	159144	158798	158496	96.2
MP_E448_3B_PCR1	192409	185636	185586	185579	184905	183680	95.5
MP_E449_1B_PCR1	216012	208760	208668	208557	207606	203506	94.2
MP_E449_2B_PCR1	169133	161794	161738	161721	159427	158236	93.6
MP_E449_3B_PCR1	153303	146858	146721	146793	146027	141649	92.4
MP_E450_1B_PCR1	234950	223439	223326	223293	221666	207472	88.3
MP_E450_2B_PCR1	159014	152759	152688	152692	152091	149929	94.3
MP_E450_3B_PCR1	232229	222067	221984	221847	220238	207968	89.6
MP_E451	258887	240903	240718	240665	240142	239020	92.3
MP_E453	145985	136655	136418	136342	135209	132607	90.8
MP_E454	152371	142853	142768	142692	142136	140350	92.1
MP_E455	192188	180506	180425	180415	179419	170703	88.8
MP_E458_1B	233938	217477	216856	216807	215248	211999	90.6
MP_E463	120613	112684	112571	112529	112023	111020	92
MP_E464	179740	170415	170058	170169	168863	164339	91.4
MP_E465	143784	136833	136527	136415	134427	123410	85.8
MP_E466_1B	211740	200393	199744	199617	195573	173598	82
MP_E466_2B	155875	147202	146717	146626	143305	126926	81.4
MP_E466_3B	83802	79517	79238	79138	77624	70081	83.6
MP_E467	67284	64007	63999	64001	63841	63713	94.7
MP_E469	108331	105043	104994	104997	104670	103045	95.1
MP_E470	179131	172896	172727	172720	172171	168002	93.8
MP_E471	260548	251159	251058	251027	250148	247113	94.8
MP_E472	244984	236631	236430	236414	235295	228017	93.1
MP_E474	209098	199766	199485	199542	197735	186723	89.3
MP_E475_PCR1	160614	153036	153018	152997	152261	151674	94.4
MP_E476	70985	67623	67575	67587	67260	66336	93.5
MP_E477	134031	127302	127162	127232	126537	123188	91.9
MP_E478	109744	84077	84054	84022	75873	74911	68.3
MP_E479	175790	167395	167364	167317	166927	165460	94.1
MP_E486_PCR1	217964	209006	208409	208288	206143	194981	89.5
MP_E487	100125	95790	95637	95586	95200	94134	94
MP_E488	162110	154558	154238	154182	152683	147087	90.7
MP_E489	163023	155075	154701	154746	153459	147824	90.7
MP_E490	109522	103770	103666	103608	103256	101136	92.3
MP_E491	164552	155189	155062	155042	154318	151554	92.1
MP_E492_1B_PCR1	156971	149918	149807	149775	149424	148512	94.6
MP_E494_PCR1	223667	210469	210030	209966	208041	200946	89.8
MP_E495_PCR1	193920	181061	180843	180769	180130	178551	92.1
MP_E496_1T_PCR1	203534	194585	194514	194482	193978	192599	94.6
MP_E496_2T_PCR1	235949	221828	221596	221424	220108	215404	91.3
MP_E496_3B_PCR1	188629	179516	179398	179418	178861	177340	94
MP_E497_PCR1	207623	196199	196077	196006	194956	191051	92
MP_E498_1B_PCR1	243451	228328	228148	228086	226835	222321	91.3
MP_E498_2B_PCR1	255282	242968	242733	242683	241640	236723	92.7
MP_E498_3B_PCR1	215927	203657	203555	203531	202886	200598	92.9
MP_E499	198474	188581	188448	188429	188076	187036	94.2
MP_E501	141787	134324	134134	134151	133106	132243	93.3
MP_E502	158688	150030	149719	149599	148225	144901	91.3
MP_E503	188747	177272	176889	176860	175472	170706	90.4
MP_E504	186060	176790	176417	176316	174640	166242	89.3
MP_E505	94659	88898	88838	88794	88462	86829	91.7
MP_E506	201014	188550	188355	188423	187765	186214	92.6
MP_E516	206959	189897	189551	189579	188525	186488	90.1
MP_E520_1B	154218	145799	145658	145606	145214	142021	92.1
MP_E522_1B	141423	129274	129139	129108	128745	127816	90.4
MP_E522_2T	124522	116382	116322	116259	115955	115606	92.8
MP_E522_3T	50301	46365	46302	46282	46100	45983	91.4
MP_E523_1B	163959	155243	155174	155138	154525	152566	93.1
MP_E523_2B	124210	117560	117471	117476	117103	115789	93.2
MP_E523_3B	170546	160049	159862	159850	158887	155453	91.2
MP_E524	191792	182175	181795	181854	180705	178818	93.2
MP_E528	203385	192106	191859	191807	189815	187459	92.2
MP_E529	237485	224464	224209	224206	223261	221536	93.3
MP_E531	157033	149094	148904	148891	148182	144719	92.2
MP_E532	172745	162386	162218	162226	160984	159064	92.1
MP_E533	108802	102188	101949	101915	101057	97283	89.4
MP_E534	138406	128788	128488	128482	127743	124720	90.1
MP_E535	146397	138214	138023	137986	137269	134274	91.7
MP_E536	221945	212057	211705	211668	210342	199361	89.8
MP_E537	143717	136128	135972	135943	135374	133630	93
MP_E538	162837	154084	153931	153913	153336	151709	93.2
MP_E539	121213	115158	115101	115100	114883	114074	94.1
MP_E540	261078	247616	247481	247495	246559	241078	92.3
MP_E541	178067	169436	169288	169219	168679	166402	93.4
MP_E542	168789	161215	161185	161178	160484	158665	94
MP_E543	105821	100423	100325	100303	99724	96864	91.5
MP_E544	133436	128325	128304	128300	127769	125037	93.7
MP_E545	204894	197076	197049	197046	197023	196972	96.1
MP_E552	94594	87035	86947	86929	86574	86089	91
MP_E555	123064	116353	116247	116181	115694	114892	93.4
MP_E557	158852	152018	151901	151818	151097	148913	93.7
MP_E560	221714	209916	209644	209662	208861	206880	93.3
MP_E561	242181	229050	228547	228485	226696	221752	91.6
MP_E562	201120	191400	191036	191029	189523	185854	92.4
MP_E563	169655	159946	159512	159503	158099	154321	91
MP_E564	174568	164938	164732	164721	163999	161533	92.5
MP_E565	230320	220257	220136	220064	219515	217854	94.6
MP_E566	111788	106773	106644	106673	106141	105684	94.5
MP_E567	164696	153654	153207	153079	151519	146914	89.2
MP_E568	167663	159927	159783	159740	158900	154475	92.1
MP_E569	241705	226375	225963	225864	224194	219067	90.6
MP_E570	196253	187061	186845	186881	186130	184277	93.9
MP_E571	172344	163479	163092	163037	161436	156357	90.7
MP_E572	118759	113338	113307	113286	113021	111768	94.1
MP_E573_1B_PCR1	242431	227368	226965	227005	225060	213938	88.2
MP_E573_2B_PCR1	203515	195098	194897	194858	193476	184012	90.4
MP_E573_3B_PCR1	192934	184412	184173	184095	182812	175343	90.9
MP_E574_1B_PCR1	272340	257290	256893	256982	254823	241050	88.5
MP_E574_2B_PCR1	243309	230365	230070	230058	227601	219224	90.1
MP_E574_3B_PCR1	244297	230911	230686	230690	229635	224304	91.8
MP_E575_1B_PCR1	120905	113399	113354	113395	112792	112692	93.2
MP_E575_2B_PCR1	178261	169419	169405	169382	168418	165594	92.9
MP_E575_3B_PCR1	220535	211098	211064	211082	210272	207484	94.1
MP_E579	180166	172049	171953	171967	171142	168324	93.4
MP_E580	111164	106122	106111	106101	105974	105818	95.2
MP_E581	145068	137971	137945	137938	137332	135416	93.3
MP_E583	204126	191852	191317	191423	189961	185106	90.7
MP_E588	208287	196914	196771	196771	196323	195400	93.8
MP_E590	179870	167579	167361	167308	164389	161579	89.8
MP_E592	173909	164348	163921	163941	162389	156943	90.2
MP_E593	126274	118179	118127	118102	117300	112865	89.4
MP_E594	169588	159636	159346	159362	157582	153861	90.7
MP_E595	202013	191708	191269	191187	189502	182248	90.2
MP_E596	179903	170435	170050	169890	168423	162869	90.5
MP_E597	195420	186740	186616	186656	185650	177999	91.1
MP_E598_1B_PCR1	208817	196187	196006	196003	195251	192770	92.3
MP_E598_2B_PCR1	168133	161258	160947	160978	159750	156451	93.1
MP_E598_3B_PCR1	205083	194693	194236	194236	192511	187154	91.3
MP_E599_PCR1	236488	224552	224229	224132	222377	216363	91.5
MP_E600_1B_PCR1	151940	141572	141532	141516	141136	140516	92.5
MP_E600_2B_PCR1	208238	196493	196452	196450	195534	192479	92.4
MP_E600_3B_PCR1	274306	263335	263194	263198	262205	256830	93.6
MP_E601	171297	164667	164404	164437	163686	161228	94.1
MP_E602	172845	165440	165143	165074	163824	158218	91.5
MP_E603	139138	131051	130974	130980	130119	124482	89.5
MP_E604	228182	219817	219603	219623	218603	210421	92.2
MP_E605	97492	84229	83385	83073	72425	65171	66.8
MP_E606	92624	76818	76773	76757	50070	48817	52.7
MP_E607	193286	185487	185321	185335	184597	182715	94.5
MP_E609	110647	80285	80026	79956	58498	51967	47
MP_E622	156876	147341	147060	146973	145783	143090	91.2
MP_E623	178240	169070	168938	168856	167811	162498	91.2
MP_E626	148961	140612	140373	140351	139556	137144	92.1
MP_E627	158491	148053	147909	147912	146475	141701	89.4
MP_E632	121018	114168	114079	114076	113814	113454	93.7
MP_E633	149181	141965	141740	141691	140785	137597	92.2
MP_E634	80746	43034	43017	43018	36111	35189	43.6
MP_E635	159272	148973	148925	148928	148113	147038	92.3
MP_E636	201917	190560	190443	190429	188701	183797	91
MP_E637	171373	163225	163164	163111	162179	158486	92.5
MP_E638	181925	174081	174019	174019	173017	169237	93
MP_E639	174138	166343	166302	166319	165293	162174	93.1
MP_E640	173136	166458	166425	166415	165276	162394	93.8
MP_E649	183140	161410	161222	161145	157347	154718	84.5
MP_E650	193091	185188	184817	184711	182165	170918	88.5
MP_E653	186252	170844	170440	170277	168396	163983	88
MP_E654	190948	181058	180797	180660	178974	168282	88.1
MP_E655	204530	195308	195021	194914	193562	189670	92.7
MP_E656	150005	143472	143219	143180	141935	135910	90.6
MP_E657	204713	194758	194391	194309	192576	184283	90
MP_E658_1B	212421	202343	202150	202138	201454	199738	94
MP_E658_2T	160148	151226	151060	151026	150148	149088	93.1
MP_E658_3T	192607	184359	184040	183947	182239	179057	93
MP_E659_1B	172536	163724	163390	163344	161281	157178	91.1
MP_E659_2B	117596	96903	96724	96669	95040	91451	77.8
MP_E659_3B	150759	138476	138420	138418	130689	130129	86.3
MP_E660_1B	174013	154370	154176	154203	140479	136263	78.3
MP_E660_2B	194830	178758	178467	178450	172393	166571	85.5
MP_E660_3B	108413	75814	75794	75797	65587	65184	60.1
MP_E661	226563	216228	215922	215864	214601	211360	93.3
MP_E663	234238	220308	219873	219904	217801	209276	89.3
MP_E666	204142	193297	192923	192907	191037	183487	89.9
MP_E667	185244	175132	174973	174948	174239	170737	92.2
MP_E675_1B	66566	62856	62745	62752	62121	61972	93.1
MP_E680	190431	177249	176977	176958	175992	172376	90.5
MP_E681	130171	120943	120929	120918	117906	117724	90.4
MP_E685	252714	242705	242562	242541	240997	238666	94.4
MP_E686	210316	199048	199003	199007	193720	189379	90
MP_E688	167945	162161	162032	162025	161017	158608	94.4
MP_E689	252259	236383	236157	236076	233606	223132	88.5
MP_E690	96850	93087	92835	93072	91843	90954	93.9
MP_E691_1B	243898	232606	232383	232384	230833	226911	93
MP_E691_2B	193121	183832	183683	183658	182888	181191	93.8
MP_E691_3B	138768	129967	129856	129834	129050	128042	92.3
MP_E692_1B	204540	195344	195152	195283	193646	191500	93.6
MP_E692_2B	199823	189844	189743	189737	188068	184072	92.1
MP_E692_3B	208450	200749	200649	200666	199914	196584	94.3
MP_E693_1B	171501	158551	158390	158374	155920	152345	88.8
MP_E693_2B	210854	203931	203896	203881	199058	197529	93.7
MP_E693_3B	252555	240546	240393	240356	231635	226507	89.7
MP_E694_1B	175752	167921	167784	167689	167156	166172	94.5
MP_E694_2B	176021	167455	167356	167341	166904	166662	94.7
MP_E694_3B	175240	164472	164266	164332	163898	163052	93
MP_E695_1B	158610	125498	125244	125211	124481	122149	77
MP_E695_2B	86209	80611	80593	80583	80514	79694	92.4
MP_E695_3B	154744	144570	144396	144416	143569	141098	91.2
MP_E696_1B	178084	170211	170101	170074	168507	162049	91
MP_E696_2B	190012	181632	181562	181533	179945	172174	90.6
MP_E696_3B	186878	177653	177425	177480	171567	158723	84.9
MP_E699	182011	164186	163739	163708	148096	142047	78
MP_E700	151012	140104	139801	139789	129703	124127	82.2
MP_E707	55672	53451	53441	53440	53278	53233	95.6
MP_E709	122126	71005	70975	70971	68443	67593	55.3
MP_E713	155789	151109	151088	151061	148948	147333	94.6
MP_E715	173747	168313	168157	168187	166647	163199	93.9
MP_E716	204197	187022	186938	186999	180870	178674	87.5
MP_E718	184240	178734	178668	178653	177111	173836	94.4
MP_E721	228905	215311	214864	214948	213432	208207	91
MP_E724	198454	189118	188982	188914	187109	181426	91.4
MP_E725_1B	153348	121282	121208	121201	116890	115794	75.5
MP_E730_1B	180735	171902	171815	171732	170322	165779	91.7
MP_E733	82749	73532	73478	73397	72074	67782	81.9
MP_E737	183840	173626	173416	173297	165773	157905	85.9
MP_E742_1B	162821	152369	152097	152135	148041	140895	86.5
MP_E742_2T	80432	31504	31464	31459	27251	25790	32.1
MP_E742_3T	166397	158048	157846	157796	156224	149683	90
MP_E746	189979	179166	178412	178198	175393	168199	88.5
MP_E747	204916	195629	195462	195358	192796	185609	90.6
MP_E748	213238	205247	205186	205148	203232	198825	93.2
MP_E749	235630	225201	225006	224959	220481	211655	89.8
MP_E750	122615	109459	108210	107991	85882	82013	66.9
MP_E753	151683	136733	136681	136358	131133	128164	84.5
MP_E756	181394	171450	171199	171149	168659	166907	92
MP_E757	184497	173228	173119	173140	171740	168899	91.5
MP_E758	186734	174703	174450	174519	171396	169561	90.8
MP_E759	214345	203792	203439	203391	200250	194885	90.9
MP_E760	194872	185682	185508	185379	183477	177530	91.1
MP_E761	164318	154559	154468	154457	153406	152550	92.8
MP_E768_1B	158034	149994	149852	149800	148248	146342	92.6
MP_E769_1B	181791	169828	169204	169187	166731	160100	88.1
MP_E769_2T	174945	139893	139478	139423	134801	129822	74.2
MP_E769_3T	177006	168336	168144	168080	162549	158766	89.7
MP_E770	246441	233048	232839	232870	230706	225419	91.5
MP_E771	201935	193954	193893	193899	191195	188507	93.4
MP_E772_1B	208835	199839	199697	199647	197901	192250	92.1
MP_E772_2B	165490	157660	157551	157513	156195	151837	91.7
MP_E772_3B	166929	161569	161557	161551	160354	159538	95.6
