dada2_input	filtered	dada_f	dada_r	merged	nonchim	final_perc_reads_retained
MP_E773	247635	225526	225329	225217	221694	216269	87.3
MP_E774	170014	159805	159531	159389	155929	143270	84.3
MP_E775	160561	151071	150818	150803	148307	137055	85.4
MP_E780	143280	131210	130862	130855	125100	121914	85.1
MP_E781	225907	217162	217046	217048	212362	207766	92
MP_E784	218155	194894	194378	194431	181138	174708	80.1
MP_E785	163336	153393	153258	153154	140556	135190	82.8
MP_E788_1B	138637	129690	129476	129439	125514	120634	87
MP_E788_2B	150761	142412	142336	142268	136693	133733	88.7
MP_E788_3B	142304	135056	134946	134867	131533	125971	88.5
MP_E789	174654	158268	158091	157969	155114	148548	85.1
MP_E792	201023	190110	189935	189912	187900	177664	88.4
MP_E798	136021	123587	123451	123201	111953	109917	80.8
MP_E800	129346	114343	113551	113973	106680	103928	80.3
MP_E801	157693	149128	149069	149101	145860	144673	91.7
MP_E804	174451	158365	158054	158102	157196	155165	88.9
MP_E805	151560	142544	142486	142515	139977	134321	88.6
MP_E809_1B	155287	145314	144901	144920	135391	130025	83.7
MP_E809_2T	147606	133468	133168	133079	128363	123647	83.8
MP_E809_3T	173710	162253	161930	161909	156267	150230	86.5
MP_E810_1B	144420	132288	132154	132203	129999	121934	84.4
MP_E810_2B	109228	81545	81367	81492	64948	60223	55.1
MP_E810_3B	187668	175910	175898	175887	173877	171417	91.3
MP_E811_1B	195678	185457	185041	184967	181067	174931	89.4
MP_E811_2B	179438	167453	167253	167195	166171	163490	91.1
MP_E811_3B	174631	159591	159432	159407	157891	155668	89.1
MP_E812	158195	145973	145688	145659	142489	138356	87.5
MP_E813_1B	171570	157181	156709	156733	149043	141100	82.2
MP_E813_2B	173629	158346	157881	157807	151975	145691	83.9
MP_E813_3B	168740	157263	157004	156827	153169	146030	86.5
MP_E814_1B	87425	76937	76888	76920	76394	74820	85.6
MP_E814_2B	149233	142237	142204	142218	141492	137441	92.1
MP_E814_3B	143529	136445	136414	136439	135905	134052	93.4
MP_E819	134455	123324	123311	123308	121071	119601	89
MP_E822	220442	208833	208602	208582	207112	204491	92.8
MP_E823	202028	189914	189805	189810	188100	180754	89.5
MP_E824	21483	20438	20432	20431	20421	20411	95
MP_E825	233879	221262	221149	221143	219449	210887	90.2
MP_E829	174793	167142	166797	166796	166000	164366	94
MP_E831	241276	221886	221660	221568	220430	216295	89.6
MP_E832	178727	169027	168703	168788	167063	159745	89.4
MP_E833	171313	162101	162054	162017	161228	157704	92.1
MP_E840	94528	87408	86871	87292	86620	86477	91.5
MP_E841	210856	197357	197163	197147	195589	192953	91.5
MP_E843	162652	154843	154735	154804	153992	150283	92.4
MP_E846	206251	195194	194766	194774	193447	190128	92.2
MP_E852	206637	194491	194327	194261	193167	191878	92.9
MP_E854	179280	170790	170654	170721	169348	160571	89.6
MP_E856	186634	172912	172719	172707	170207	169091	90.6
MP_E857	182822	167725	167630	167620	166969	166427	91
MP_E858	99806	94262	94211	94182	93088	92210	92.4
MP_E859	208454	194126	194034	194054	192713	188717	90.5
MP_E860_1B	148300	139524	139384	139358	138842	138101	93.1
MP_E860_2B	104913	60996	60951	60905	54503	54071	51.5
MP_E860_3B	122027	112798	112682	112644	112220	111628	91.5
MP_E861_1B	181676	170968	170821	170769	168893	161164	88.7
MP_E861_2B	133015	126291	126265	126253	125585	121630	91.4
MP_E861_3B	230171	219668	219519	219589	218484	212689	92.4
MP_E862_1B	202065	193263	193208	193225	192101	186939	92.5
MP_E862_2B	266311	255634	255570	255504	253125	246516	92.6
MP_E862_3B	235115	223501	223444	223436	222035	217184	92.4
MP_E866	97412	91377	91256	91203	90770	90112	92.5
MP_E867	195350	184883	184786	184801	183767	179732	92
MP_E868	212055	201097	201006	201023	199847	194113	91.5
MP_E869	105902	100862	100849	100845	100494	98506	93
MP_E870	208240	199169	199096	199130	197781	194193	93.3
MP_E871	213176	203312	203269	203200	201814	192489	90.3
MP_E872_1B	191204	175191	175006	174959	173550	171839	89.9
MP_E872_2B	174887	161827	161721	161695	160144	158955	90.9
MP_E872_3B	122842	79688	79577	79578	67713	66759	54.3
MP_E873_1B	231377	218528	218154	218198	216547	210135	90.8
MP_E873_2B	219987	206658	206491	206352	204698	198937	90.4
MP_E873_3B	165181	156436	156338	156316	155462	153049	92.7
MP_E874_1B	175022	168759	168689	168701	167582	166318	95
MP_E874_2B	197672	188697	188626	188657	187285	185394	93.8
MP_E874_3B	107284	102344	102311	102311	101296	100423	93.6
MP_E875	263525	249795	249571	249668	247928	242720	92.1
MP_E876	187905	178937	178890	178892	177527	175800	93.6
MP_E880	103923	97940	97841	97856	95447	95337	91.7
MP_E881	175658	164270	164228	164149	163431	160888	91.6
MP_E885_1B	199527	189706	189476	189492	188711	186964	93.7
MP_E885_2T	158568	148364	148175	148215	147633	147046	92.7
MP_E885_3T	151531	142625	142504	142484	141522	141113	93.1
MP_E886_1B	187517	178993	178869	178895	178038	175920	93.8
MP_E886_2B	87906	84618	84592	84555	83794	83362	94.8
MP_E886_3B	126275	119568	119482	119442	117966	116631	92.4
MP_E892	186757	177947	177898	177861	176694	175037	93.7
MP_E895	254915	238689	238388	238462	237182	235241	92.3
MP_E896	256507	238989	238838	238798	237644	235064	91.6
MP_E901	122455	110743	110660	110620	109954	108729	88.8
MP_E903_1B	228107	209277	209074	208997	208012	206673	90.6
MP_E904_1B	178271	167717	167656	167647	166609	162553	91.2
MP_E904_2B	174000	162891	162822	162818	161682	157900	90.7
MP_E904_3B	186592	175490	175388	175343	173517	167392	89.7
MP_E907	177316	168491	168402	168334	167548	165171	93.2
MP_POSITIVE	283958	272625	272530	272415	270214	270214	95.2
