reads.in	reads.out
MP_E693_1B_R1_trimmed.fq.gz	171501	158551
MP_E693_2B_R1_trimmed.fq.gz	210854	203931
MP_E693_3B_R1_trimmed.fq.gz	252555	240546
MP_E694_1B_R1_trimmed.fq.gz	175752	167921
MP_E694_2B_R1_trimmed.fq.gz	176021	167455
MP_E694_3B_R1_trimmed.fq.gz	175240	164472
MP_E695_1B_R1_trimmed.fq.gz	158610	125498
MP_E695_2B_R1_trimmed.fq.gz	86209	80611
MP_E695_3B_R1_trimmed.fq.gz	154744	144570
MP_E696_1B_R1_trimmed.fq.gz	178084	170211
MP_E696_2B_R1_trimmed.fq.gz	190012	181632
MP_E696_3B_R1_trimmed.fq.gz	186878	177653
MP_E699_R1_trimmed.fq.gz	182011	164186
MP_E700_R1_trimmed.fq.gz	151012	140104
MP_E707_R1_trimmed.fq.gz	55672	53451
MP_E709_R1_trimmed.fq.gz	122126	71005
MP_E713_R1_trimmed.fq.gz	155789	151109
MP_E715_R1_trimmed.fq.gz	173747	168313
MP_E716_R1_trimmed.fq.gz	204197	187022
MP_E718_R1_trimmed.fq.gz	184240	178734
MP_E721_R1_trimmed.fq.gz	228905	215311
MP_E724_R1_trimmed.fq.gz	198454	189118
MP_E725_1B_R1_trimmed.fq.gz	153348	121282
MP_E730_1B_R1_trimmed.fq.gz	180735	171902
MP_E733_R1_trimmed.fq.gz	82749	73532
MP_E737_R1_trimmed.fq.gz	183840	173626
MP_E742_1B_R1_trimmed.fq.gz	162821	152369
MP_E742_2T_R1_trimmed.fq.gz	80432	31504
MP_E742_3T_R1_trimmed.fq.gz	166397	158048
MP_E746_R1_trimmed.fq.gz	189979	179166
MP_E747_R1_trimmed.fq.gz	204916	195629
MP_E748_R1_trimmed.fq.gz	213238	205247
MP_E749_R1_trimmed.fq.gz	235630	225201
MP_E750_R1_trimmed.fq.gz	122615	109459
MP_E753_R1_trimmed.fq.gz	151683	136733
MP_E756_R1_trimmed.fq.gz	181394	171450
MP_E757_R1_trimmed.fq.gz	184497	173228
MP_E758_R1_trimmed.fq.gz	186734	174703
MP_E759_R1_trimmed.fq.gz	214345	203792
MP_E760_R1_trimmed.fq.gz	194872	185682
MP_E761_R1_trimmed.fq.gz	164318	154559
MP_E768_1B_R1_trimmed.fq.gz	158034	149994
MP_E769_1B_R1_trimmed.fq.gz	181791	169828
MP_E769_2T_R1_trimmed.fq.gz	174945	139893
MP_E769_3T_R1_trimmed.fq.gz	177006	168336
MP_E770_R1_trimmed.fq.gz	246441	233048
MP_E771_R1_trimmed.fq.gz	201935	193954
MP_E772_1B_R1_trimmed.fq.gz	208835	199839
MP_E772_2B_R1_trimmed.fq.gz	165490	157660
MP_E772_3B_R1_trimmed.fq.gz	166929	161569
MP_E773_R1_trimmed.fq.gz	247635	225526
MP_E774_R1_trimmed.fq.gz	170014	159805
MP_E775_R1_trimmed.fq.gz	160561	151071
MP_E780_R1_trimmed.fq.gz	143280	131210
MP_E781_R1_trimmed.fq.gz	225907	217162
MP_E784_R1_trimmed.fq.gz	218155	194894
MP_E785_R1_trimmed.fq.gz	163336	153393
MP_E788_1B_R1_trimmed.fq.gz	138637	129690
MP_E788_2B_R1_trimmed.fq.gz	150761	142412
MP_E788_3B_R1_trimmed.fq.gz	142304	135056
MP_E789_R1_trimmed.fq.gz	174654	158268
MP_E792_R1_trimmed.fq.gz	201023	190110
MP_E798_R1_trimmed.fq.gz	136021	123587
MP_E800_R1_trimmed.fq.gz	129346	114343
MP_E801_R1_trimmed.fq.gz	157693	149128
MP_E804_R1_trimmed.fq.gz	174451	158365
MP_E805_R1_trimmed.fq.gz	151560	142544
MP_E809_1B_R1_trimmed.fq.gz	155287	145314
MP_E809_2T_R1_trimmed.fq.gz	147606	133468
MP_E809_3T_R1_trimmed.fq.gz	173710	162253
MP_E810_1B_R1_trimmed.fq.gz	144420	132288
MP_E810_2B_R1_trimmed.fq.gz	109228	81545
MP_E810_3B_R1_trimmed.fq.gz	187668	175910
MP_E811_1B_R1_trimmed.fq.gz	195678	185457
MP_E811_2B_R1_trimmed.fq.gz	179438	167453
MP_E811_3B_R1_trimmed.fq.gz	174631	159591
MP_E812_R1_trimmed.fq.gz	158195	145973
MP_E813_1B_R1_trimmed.fq.gz	171570	157181
MP_E813_2B_R1_trimmed.fq.gz	173629	158346
MP_E813_3B_R1_trimmed.fq.gz	168740	157263
MP_E814_1B_R1_trimmed.fq.gz	87425	76937
MP_E814_2B_R1_trimmed.fq.gz	149233	142237
MP_E814_3B_R1_trimmed.fq.gz	143529	136445
MP_E819_R1_trimmed.fq.gz	134455	123324
MP_E822_R1_trimmed.fq.gz	220442	208833
MP_E823_R1_trimmed.fq.gz	202028	189914
MP_E824_R1_trimmed.fq.gz	21483	20438
MP_E825_R1_trimmed.fq.gz	233879	221262
MP_E829_R1_trimmed.fq.gz	174793	167142
MP_E831_R1_trimmed.fq.gz	241276	221886
MP_E832_R1_trimmed.fq.gz	178727	169027
MP_E833_R1_trimmed.fq.gz	171313	162101
MP_E840_R1_trimmed.fq.gz	94528	87408
MP_E841_R1_trimmed.fq.gz	210856	197357
MP_E843_R1_trimmed.fq.gz	162652	154843
MP_E846_R1_trimmed.fq.gz	206251	195194
MP_E852_R1_trimmed.fq.gz	206637	194491
MP_E854_R1_trimmed.fq.gz	179280	170790
MP_E856_R1_trimmed.fq.gz	186634	172912
MP_E857_R1_trimmed.fq.gz	182822	167725
MP_E858_R1_trimmed.fq.gz	99806	94262
MP_E859_R1_trimmed.fq.gz	208454	194126
MP_E860_1B_R1_trimmed.fq.gz	148300	139524
MP_E860_2B_R1_trimmed.fq.gz	104913	60996
MP_E860_3B_R1_trimmed.fq.gz	122027	112798
MP_E861_1B_R1_trimmed.fq.gz	181676	170968
MP_E861_2B_R1_trimmed.fq.gz	133015	126291
MP_E861_3B_R1_trimmed.fq.gz	230171	219668
MP_E862_1B_R1_trimmed.fq.gz	202065	193263
MP_E862_2B_R1_trimmed.fq.gz	266311	255634
MP_E862_3B_R1_trimmed.fq.gz	235115	223501
MP_E866_R1_trimmed.fq.gz	97412	91377
MP_E867_R1_trimmed.fq.gz	195350	184883
MP_E868_R1_trimmed.fq.gz	212055	201097
MP_E869_R1_trimmed.fq.gz	105902	100862
MP_E870_R1_trimmed.fq.gz	208240	199169
MP_E871_R1_trimmed.fq.gz	213176	203312
MP_E872_1B_R1_trimmed.fq.gz	191204	175191
MP_E872_2B_R1_trimmed.fq.gz	174887	161827
MP_E872_3B_R1_trimmed.fq.gz	122842	79688
MP_E873_1B_R1_trimmed.fq.gz	231377	218528
MP_E873_2B_R1_trimmed.fq.gz	219987	206658
MP_E873_3B_R1_trimmed.fq.gz	165181	156436
MP_E874_1B_R1_trimmed.fq.gz	175022	168759
MP_E874_2B_R1_trimmed.fq.gz	197672	188697
MP_E874_3B_R1_trimmed.fq.gz	107284	102344
MP_E875_R1_trimmed.fq.gz	263525	249795
MP_E876_R1_trimmed.fq.gz	187905	178937
MP_E880_R1_trimmed.fq.gz	103923	97940
MP_E881_R1_trimmed.fq.gz	175658	164270
MP_E885_1B_R1_trimmed.fq.gz	199527	189706
MP_E885_2T_R1_trimmed.fq.gz	158568	148364
MP_E885_3T_R1_trimmed.fq.gz	151531	142625
MP_E886_1B_R1_trimmed.fq.gz	187517	178993
MP_E886_2B_R1_trimmed.fq.gz	87906	84618
MP_E886_3B_R1_trimmed.fq.gz	126275	119568
MP_E892_R1_trimmed.fq.gz	186757	177947
MP_E895_R1_trimmed.fq.gz	254915	238689
MP_E896_R1_trimmed.fq.gz	256507	238989
MP_E901_R1_trimmed.fq.gz	122455	110743
MP_E903_1B_R1_trimmed.fq.gz	228107	209277
MP_E904_1B_R1_trimmed.fq.gz	178271	167717
MP_E904_2B_R1_trimmed.fq.gz	174000	162891
MP_E904_3B_R1_trimmed.fq.gz	186592	175490
MP_E907_R1_trimmed.fq.gz	177316	168491
MP_POSITIVE_R1_trimmed.fq.gz	283958	272625
