ASV	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_10018	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10019	Eukaryota	Cercozoa	Cercomonadida__c	Cercomonadida	NA	NA	NA
ASV_1002	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	Ensiculiferaceae	Pentapharsodinium	Pentapharsodinium tyrrhenicum
ASV_10020	Eukaryota	Dinophyceae__p	Dinophyceae	Prorocentrales	NA	NA	NA
ASV_10021	Eukaryota	Dinophyceae__p	Dinophyceae	Madanidinium__f__o	Madanidinium__f	Madanidinium	NA
ASV_10022	Eukaryota	Bigyra__p	Bigyra	NA	NA	NA	NA
ASV_10023	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	NA	NA	NA
ASV_10024	Eukaryota	Ancyromonadida__c__p	Ancyromonadida__c	Ancyromonadida	Planomonadidae	Planomonas	NA
ASV_10025	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	Pfiesteriaceae	NA	NA
ASV_10026	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Plumulariidae	Plumularia	NA
ASV_10027	Eukaryota	Euglenozoa	Euglenida	Petalomonadida	NA	NA	NA
ASV_10028	Eukaryota	Ciliophora	Oligohymenophorea	Philasterida	NA	NA	NA
ASV_10029	Eukaryota	Ciliophora	Prostomatea	Prorodontida	Colepidae	NA	NA
ASV_1003	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium leonis
ASV_10030	Eukaryota	Polycystinea__p	Polycystinea	Nassellaria	Plagiacanthidae	Lithomelissa	NA
ASV_10031	Unknown	NA	NA	NA	NA	NA	NA
ASV_10032	Eukaryota	Cercozoa	Homocognata__f__o__c	Homocognata__f__o	NA	NA	NA
ASV_10033	Eukaryota	Streptophyta	Magnoliopsida	Brassicales	NA	NA	NA
ASV_10034	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus elongatus
ASV_10035	Eukaryota	Prasinodermophyta	Prasinodermophyceae	Prasinodermales	NA	NA	NA
ASV_10036	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	NA	NA	NA
ASV_10037	Eukaryota	Annelida	Polychaeta	Spionida	Spionidae	Prionospio	Prionospio aff_ cirrifera HA_2020
ASV_10038	Eukaryota	Arthropoda	Malacostraca	Isopoda	NA	NA	NA
ASV_10039	Eukaryota	Ciliophora	Spirotrichea	Tintinnida	NA	NA	NA
ASV_1004	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	NA	NA	NA
ASV_10040	Eukaryota	Ciliophora	Spirotrichea	Strombidiidae__o	Strombidiidae	Strombidium	Strombidium caudispina
ASV_10041	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Warnowiaceae	Warnowia	Warnowia sp_
ASV_10042	Eukaryota	Haptophyta	Prymnesiales__c	Prymnesiales	NA	NA	NA
ASV_10043	Eukaryota	Cercozoa	Massisteriidae__o__c	Massisteriidae__o	Massisteriidae	NA	NA
ASV_10044	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	NA	NA	NA
ASV_10045	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	NA
ASV_10046	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10047	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10048	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10049	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_1005	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	NA
ASV_10050	Eukaryota	Dinophyceae__p	Dinophyceae	Blastodiniales	Blastodinium__f	NA	NA
ASV_10051	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10052	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_10053	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Mitrocomidae	NA	NA
ASV_10054	Eukaryota	Tubulinea	Elardia	NA	NA	NA	NA
ASV_10055	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	NA
ASV_10056	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros cinctus
ASV_10057	Eukaryota	Pirsoniales__c__p	Pirsoniales__c	Pirsoniales	NA	NA	NA
ASV_10058	Eukaryota	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Punctelia	Punctelia sp_
ASV_10059	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_1006	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10060	Eukaryota	Cercozoa	Cercomonadida__c	Cercomonadida	NA	NA	NA
ASV_10061	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	NA	NA	NA
ASV_10062	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa rotundata
ASV_10063	Eukaryota	Euglenozoa	Diplonemea	NA	NA	NA	NA
ASV_10064	Environmental Unknown	NA	NA	NA	NA	NA	NA
ASV_10065	Unknown	NA	NA	NA	NA	NA	NA
ASV_10066	Unknown	NA	NA	NA	NA	NA	NA
ASV_10067	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros willei
ASV_10068	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10069	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	Ensiculiferaceae	Pentapharsodinium	NA
ASV_1007	Eukaryota	Ciliophora	Spirotrichea	Strombidiidae__o	Strombidiidae	Strombidium	NA
ASV_10070	Eukaryota	Dinophyceae__p	Dinophyceae	Gonyaulacales	Pyrocystaceae	NA	NA
ASV_10071	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	NA	NA	NA
ASV_10072	Eukaryota	Annelida	Polychaeta	Terebellida	Terebellidae	Lanassa	NA
ASV_10073	Eukaryota	Nemertea	Enopla	Polystilifera	NA	NA	NA
ASV_10074	Eukaryota	Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Cryothecomonas	NA
ASV_10075	Eukaryota	Dinophyceae__p	Dinophyceae	Dinophysales	Amphisoleniaceae	Triposolenia	Triposolenia bicornis
ASV_10076	Eukaryota	Foraminifera	Astrorhizida__c	Astrorhizida	Astrorhizidae	NA	NA
ASV_10077	Eukaryota	Bigyra__p	Bigyra	Pseudophyllomitidae__o	Pseudophyllomitidae	NA	NA
ASV_10078	Eukaryota	Euglenozoa	Diplonemea	NA	NA	NA	NA
ASV_10079	Eukaryota	Euglenozoa	Diplonemea	NA	NA	NA	NA
ASV_1008	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	Guinardia	Guinardia striata
ASV_10080	Eukaryota	Chytridiomycota	Chytridiomycetes	Rhizophydiales	NA	NA	NA
ASV_10081	Eukaryota	Annelida	Polychaeta	Capitellidae__o	Capitellidae	Heteromastus	Heteromastus filiformis
ASV_10082	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10083	Eukaryota	Arthropoda	Hexanauplia	NA	NA	NA	NA
ASV_10084	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus jashnovi
ASV_10085	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Clytiidae	Clytia	NA
ASV_10086	Eukaryota	Annelida	Polychaeta	Phyllodocida	Syllidae	Myrianida	Myrianida pinnigera
ASV_10087	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Paragymnodinium	NA
ASV_10088	Unknown	NA	NA	NA	NA	NA	NA
ASV_10089	Eukaryota	Streptophyta	Magnoliopsida	Asterales	Asteraceae	NA	NA
ASV_1009	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10090	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	Ensiculiferaceae	Ensiculifera	Ensiculifera mexicana
ASV_10091	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium catenatum
ASV_10092	Eukaryota	Bacillariophyta	Fragilariophyceae	NA	NA	NA	NA
ASV_10093	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	NA
ASV_10094	Eukaryota	Dinophyceae__p	Dinophyceae	Gonyaulacales	Pyrocystaceae	Alexandrium	NA
ASV_10095	Eukaryota	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Repetobasidium	Repetobasidium mirificum
ASV_10096	Eukaryota	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
ASV_10097	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10098	Eukaryota	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
ASV_10099	Eukaryota	Dinophyceae__p	Dinophyceae	Gonyaulacales	Pyrocystaceae	Alexandrium	NA
ASV_101	Eukaryota	Cercozoa	Imbricatea	Thaumatomonadida	Thaumatomastigidae	Protaspis	Protaspis sp_ CC_2009c
ASV_1010	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	NA	NA	NA
ASV_10100	Eukaryota	Euglenozoa	Diplonemea	NA	NA	NA	NA
ASV_10101	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10102	Eukaryota	Cercozoa	Imbricatea	Marimonadida	NA	NA	NA
ASV_10103	Eukaryota	Discosea	Flabellinia	Dactylopodida	Paramoebidae	NA	NA
ASV_10104	Eukaryota	Ciliophora	Spirotrichea	Strombidiidae__o	Strombidiidae	Strombidium	Strombidium biarmatum
ASV_10105	Eukaryota	Cnidaria	Myxozoa	Multivalvulida	Kudoidae	NA	NA
ASV_10106	Eukaryota	Euglenozoa	Diplonemea	NA	NA	NA	NA
ASV_10107	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Eudubosquellidae	Euduboscquella	NA
ASV_10108	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Candaciidae	Candacia	NA
ASV_10109	Eukaryota	Bigyra__p	Bigyra	Thraustochytrida	NA	NA	NA
ASV_1011	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10110	Eukaryota	Annelida	Polychaeta	Phyllodocida	Polynoidae	Polynoe	Polynoe sp_ P_9 NJ_2021
ASV_10111	Eukaryota	Dinophyceae__p	Dinophyceae	Gonyaulacales	Amphidomataceae	Azadinium	Azadinium galwayense
ASV_10112	Eukaryota	Endomyxa	Vampyrellida__c	Vampyrellida	NA	NA	NA
ASV_10113	Eukaryota	Echinodermata	Crinoidea	Comatulida	Antedonidae	NA	NA
ASV_10114	Eukaryota	Euglenozoa	Diplonemea	NA	NA	NA	NA
ASV_10115	Eukaryota	Euglenozoa	Diplonemea	NA	NA	NA	NA
ASV_10116	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	Amphidiniopsidaceae	NA	NA
ASV_10117	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	NA	NA	NA
ASV_10118	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	Ensiculiferaceae	Pentapharsodinium	Pentapharsodinium tyrrhenicum
ASV_10119	Unknown	NA	NA	NA	NA	NA	NA
ASV_1012	Eukaryota	Cercozoa	Homocognata__f__o__c	NA	NA	NA	NA
ASV_10120	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10121	Environmental Unknown	NA	NA	NA	NA	NA	NA
ASV_10122	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10123	Eukaryota	Ciliophora	Spirotrichea	Tintinnida	NA	NA	NA
ASV_10124	Bacteria	Bacillota	Clostridia	Eubacteriales	Syntrophomonadaceae	NA	NA
ASV_10125	Eukaryota	Foraminifera	Rotaliida__c	NA	NA	NA	NA
ASV_10126	Eukaryota	Ichthyosporea__p	Ichthyosporea	Dermocystida	Sphaerothecum__f	NA	NA
ASV_10127	Unknown	NA	NA	NA	NA	NA	NA
ASV_10128	Eukaryota	Endomyxa	Phytomyxea	Phagomyxida	NA	NA	NA
ASV_10129	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus acuspes
ASV_1013	Eukaryota	Choanoflagellata__p	Choanoflagellata	Acanthoecida	Stephanoecidae	NA	NA
ASV_10130	Unknown	NA	NA	NA	NA	NA	NA
ASV_10131	Eukaryota	Bigyra__p	Bigyra	Thraustochytrida	NA	NA	NA
ASV_10132	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	Peridiniaceae	NA	NA
ASV_10133	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_10134	Eukaryota	Cercozoa	Imbricatea	Marimonadida	Abollifer__f	Abollifer	Abollifer globosa
ASV_10135	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	Stylasteridae	Stylaster	NA
ASV_10136	Eukaryota	Perkinsozoa	Perkinsida__c	Perkinsida	NA	NA	NA
ASV_10137	Eukaryota	Annelida	Polychaeta	Maldanidae__o	Maldanidae	Maldane	Maldane cf_ sarsi GK_2017
ASV_10138	Eukaryota	Dinophyceae__p	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	NA
ASV_10139	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_1014	Eukaryota	Apicomplexa	Conoidasida	Corallicolida	NA	NA	NA
ASV_10140	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	Peridiniopsidaceae	Palatinus	Palatinus apiculatus
ASV_10141	Eukaryota	Chlorophyta	Mamiellophyceae	Mamiellales	NA	NA	NA
ASV_10142	Eukaryota	Annelida	Polychaeta	Phyllodocida	Nephtyidae	Nephtys	Nephtys pente
ASV_10143	Environmental Unknown	NA	NA	NA	NA	NA	NA
ASV_10144	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_10145	Eukaryota	Chrysophyceae__p	Chrysophyceae	NA	NA	NA	NA
ASV_10146	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus jashnovi
ASV_10147	Unknown	NA	NA	NA	NA	NA	NA
ASV_10148	Eukaryota	Chordata	Actinopteri	NA	NA	NA	NA
ASV_10149	Eukaryota	Chordata	Actinopteri	Syngnathiformes	NA	NA	NA
ASV_1015	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10150	Eukaryota	Annelida	Polychaeta	Phyllodocida	Polynoidae	NA	NA
ASV_10151	Eukaryota	Cnidaria	Hydrozoa	Anthoathecata	NA	NA	NA
ASV_10152	Unknown	NA	NA	NA	NA	NA	NA
ASV_10153	Eukaryota	Telonemida__c__p	Telonemida__c	Telonemida	Telonema__f	NA	NA
ASV_10154	Eukaryota	Telonemida__c__p	Telonemida__c	Telonemida	NA	NA	NA
ASV_10155	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10156	Eukaryota	Streptophyta	Magnoliopsida	NA	NA	NA	NA
ASV_10157	Eukaryota	Cercozoa	Imbricatea	Thaumatomonadida	NA	NA	NA
ASV_10158	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10159	Eukaryota	Discosea	Flabellinia	Dactylopodida	Paramoebidae	Paramoeba	Paramoeba karteshi
ASV_1016	Eukaryota	Dinophyceae__p	Dinophyceae	Blastodiniales	Blastodinium__f	NA	NA
ASV_10160	Eukaryota	Ciliophora	Spirotrichea	Strombidiidae__o	Strombidiidae	NA	NA
ASV_10161	Eukaryota	Bigyra__p	Bigyra	Oblongichytrida	Oblongichytrium__f	NA	NA
ASV_10162	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10163	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	Ensiculiferaceae	Ensiculifera	Ensiculifera mexicana
ASV_10164	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	NA	NA	NA
ASV_10165	Eukaryota	Telonemida__c__p	Telonemida__c	Telonemida	NA	NA	NA
ASV_10166	Unknown	NA	NA	NA	NA	NA	NA
ASV_10167	Eukaryota	Dinophyceae__p	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Adenoides	Adenoides eludens
ASV_10168	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	Podolampadaceae	Podolampas	NA
ASV_10169	Eukaryota	Dinophyceae__p	Dinophyceae	Gonyaulacales	Amphidomataceae	Azadinium	Azadinium galwayense
ASV_1017	Eukaryota	Streptophyta	Magnoliopsida	Asparagales	NA	NA	NA
ASV_10170	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_10171	Environmental Unknown	NA	NA	NA	NA	NA	NA
ASV_10172	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Gymnodiniaceae	NA	NA
ASV_10173	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium spirale
ASV_10174	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	Karlodinium veneficum
ASV_10175	Eukaryota	Dinophyceae__p	Dinophyceae	Gonyaulacales	Amphidomataceae	Azadinium	Azadinium dexteroporum
ASV_10176	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_10177	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
ASV_10178	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Kareniaceae	Takayama	Takayama helix
ASV_10179	Eukaryota	Picozoa	NA	NA	NA	NA	NA
ASV_1018	Eukaryota	Phaeophyceae__p	Phaeophyceae	NA	NA	NA	NA
ASV_10180	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Kareniaceae	Takayama	NA
ASV_10181	Eukaryota	Arthropoda	Malacostraca	Cumacea	NA	NA	NA
ASV_10182	Environmental Unknown	NA	NA	NA	NA	NA	NA
ASV_10183	Eukaryota	Apicomplexa	Conoidasida	Eucoccidiorida	NA	NA	NA
ASV_10184	Eukaryota	Cercozoa	Imbricatea	Thaumatomonadida	Thaumatomastigidae	Protaspis	NA
ASV_10185	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Sellaphora	Sellaphora pupula
ASV_10186	Eukaryota	Cercozoa	Cercomonadida__c	Cercomonadida	NA	NA	NA
ASV_10187	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10188	Eukaryota	Arthropoda	Hexanauplia	Poecilostomatoida	NA	NA	NA
ASV_10189	Eukaryota	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	NA	NA
ASV_1019	Environmental Unknown	NA	NA	NA	NA	NA	NA
ASV_10190	Eukaryota	Rhodophyta	Florideophyceae	Gigartinales	NA	NA	NA
ASV_10191	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10192	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Gymnodiniaceae	NA	NA
ASV_10193	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10194	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10195	Eukaryota	Colponemida__c__p	Colponemida__c	Colponemida	NA	NA	NA
ASV_10196	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10197	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10198	Eukaryota	Euglenozoa	Diplonemea	NA	NA	NA	NA
ASV_10199	Unknown	NA	NA	NA	NA	NA	NA
ASV_102	Eukaryota	Cryptophyceae__p	Cryptophyceae	Kathablepharidacea	Katablepharidaceae	Leucocryptos	Leucocryptos marina
ASV_1020	Eukaryota	Cnidaria	Hydrozoa	Trachymedusae	Rhopalonematidae	Aglantha	Aglantha digitale
ASV_10200	Eukaryota	Chytridiomycota	Chytridiomycetes	Spizellomycetales	NA	NA	NA
ASV_10201	Eukaryota	Ciliophora	Oligohymenophorea	NA	NA	NA	NA
ASV_10202	Eukaryota	Chlorophyta	Mamiellophyceae	Dolichomastigales	Crustomastigaceae	NA	NA
ASV_10203	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10204	Eukaryota	Ciliophora	Oligohymenophorea	Philasterida	NA	NA	NA
ASV_10205	Eukaryota	Bigyra__p	Bigyra	Thraustochytrida	Thraustochytriaceae	NA	NA
ASV_10206	Eukaryota	Arthropoda	Hexanauplia	Calanoida	NA	NA	NA
ASV_10207	Unknown	NA	NA	NA	NA	NA	NA
ASV_10208	Eukaryota	Acantharea__p	Acantharea	Chaunacanthida	NA	NA	NA
ASV_10209	Eukaryota	Ciliophora	Spirotrichea	Strombidiidae__o	Strombidiidae	NA	NA
ASV_1021	Eukaryota	Cryptophyceae__p	Cryptophyceae	Pyrenomonadales	NA	NA	NA
ASV_10210	Eukaryota	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	NA	NA	NA
ASV_10211	Eukaryota	Cercozoa	Imbricatea	Thaumatomonadida	NA	NA	NA
ASV_10212	Eukaryota	Apusomonadida__c__p	Apusomonadida__c	Apusomonadida	Apusomonadidae	Karpovia	NA
ASV_10213	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10214	Eukaryota	Nemertea	Pilidiophora	Heteronemertea	Lineidae	Siphonenteron	NA
ASV_10215	Eukaryota	Cercozoa	Imbricatea	Thaumatomonadida	NA	NA	NA
ASV_10216	Eukaryota	Euglenozoa	Diplonemea	Diplonemidae__o	Diplonemidae	NA	NA
ASV_10217	Eukaryota	Cnidaria	Hydrozoa	Trachymedusae	Rhopalonematidae	Rhopalonema	Rhopalonema velatum
ASV_10218	Eukaryota	Annelida	Polychaeta	Spionida	Spionidae	Spiophanes	Spiophanes hakaiensis
ASV_10219	Eukaryota	Chlorophyta	Mamiellophyceae	Dolichomastigales	Crustomastigaceae	NA	NA
ASV_1022	Eukaryota	Dinophyceae__p	Dinophyceae	NA	NA	NA	NA
ASV_10220	Eukaryota	Haptophyta	Prymnesiales__c	Prymnesiales	NA	NA	NA
ASV_10221	Eukaryota	Acantharea__p	Acantharea	Chaunacanthida	NA	NA	NA
ASV_10222	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	Ensiculiferaceae	Ensiculifera	Ensiculifera mexicana
ASV_10223	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_10224	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_10225	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	NA	NA	NA
ASV_10226	Eukaryota	Dinophyceae__p	Dinophyceae	Syndiniales	Amoebophryaceae	NA	NA
ASV_10227	Eukaryota	Chlorophyta	Nephroselmidophyceae	Nephroselmidales	Nephroselmidaceae	NA	NA
ASV_10228	Unknown	NA	NA	NA	NA	NA	NA
ASV_10229	Eukaryota	Sticholonchida__c__p	Sticholonchida__c	Sticholonchida	NA	NA	NA
ASV_1023	Eukaryota	Cercozoa	Thecofilosea	Ventricleftida	NA	NA	NA
ASV_10230	Eukaryota	Raphidophyceae__p	Raphidophyceae	Chattonellales	Vacuolariaceae	NA	NA
ASV_10231	Eukaryota	Cercozoa	Imbricatea	Thaumatomonadida	Thaumatomastigidae	NA	NA
ASV_10232	Eukaryota	Chlorophyta	Trebouxiophyceae	Chlorellales	NA	NA	NA
ASV_10233	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Warnowiaceae	Warnowia	Warnowia sp_
ASV_10234	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	Kryptoperidiniaceae	Blixaea	NA
ASV_10235	Eukaryota	Cercozoa	NA	NA	NA	NA	NA
ASV_10236	Eukaryota	Ciliophora	Spirotrichea	Bistichella__f__o	Bistichella__f	Bistichella	NA
ASV_10237	Unknown	NA	NA	NA	NA	NA	NA
ASV_10238	Eukaryota	Polycystinea__p	Polycystinea	Nassellaria	Plagiacanthidae	NA	NA
ASV_10239	Eukaryota	Dinophyceae__p	Dinophyceae	Gonyaulacales	Amphidomataceae	Azadinium	NA
ASV_1024	Eukaryota	Choanoflagellata__p	Choanoflagellata	Acanthoecida	Stephanoecidae	NA	NA
ASV_10240	Eukaryota	Dinophyceae__p	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	Karlodinium veneficum
ASV_10241	Eukaryota	Dinophyceae__p	Dinophyceae	Peridiniales	NA	NA	NA
ASV_10242	Eukaryota	Nemertea	Enopla	NA	NA	NA	NA
ASV_10243	Eukaryota	Euglenozoa	Kinetoplastea	NA	NA	NA	NA
ASV_10244	Unknown	NA	NA	NA	NA	NA	NA
