dada2_input	filtered	dada_f	dada_r	merged	nonchim	final_perc_reads_retained
MP_E235_3B_NO20	233981	218316	217946	217825	215706	205531	87.8
MP_E236_1B_NO20	201927	189370	189279	189273	187805	184735	91.5
MP_E236_2B_NO20	204200	192526	192489	192480	191429	187541	91.8
MP_E236_3B_NO20	195547	181270	181259	181238	180490	178691	91.4
MP_E237_1B_NO20	242922	229520	228410	228413	224609	211333	87
MP_E237_2B_NO20	253786	236003	235916	235811	233572	222037	87.5
MP_E238_1B_NO20	243729	230790	230374	230245	227974	219522	90.1
MP_E238_2B_NO20	240195	226772	226691	226616	224821	213624	88.9
MP_E239_1B_NO20	233699	220038	219414	219252	215453	205892	88.1
MP_E239_2B_NO20	266800	250434	249497	249130	244676	229574	86
MP_E240_1B_NO20	211058	197332	197191	197140	195554	183655	87
MP_E240_2B_NO20	214990	201671	201522	201522	199821	190668	88.7
MP_E241_1B_NO20	260561	247531	246954	246530	242593	230514	88.5
MP_E241_2B_NO20	250691	236711	236286	236042	233743	224833	89.7
MP_E242_1B_NO20	218470	205417	205265	205190	203015	194856	89.2
MP_E242_2B_NO20	220468	207373	207253	207240	205771	200070	90.7
MP_E243_1B_NO20	236277	217161	216769	216665	214325	207423	87.8
MP_E243_2B_NO20	215946	201455	201058	201054	199404	194615	90.1
MP_E244_1B_NO20	175367	164098	163919	164025	162425	160863	91.7
MP_E244_2B_NO20	200434	182704	182627	182592	181346	179092	89.4
MP_E245_1B_NO20	179072	168596	168449	168445	168111	167125	93.3
MP_E245_2B_NO20	224415	211547	211308	211192	210204	206176	91.9
MP_E246_1B_NO20	231416	217636	217522	217454	215464	210356	90.9
MP_E246_2B_NO20	272329	254686	254420	254492	252897	250311	91.9
MP_E247_1B_NO20	242510	230516	230142	230030	228518	224752	92.7
MP_E247_2B_NO20	219705	205695	205404	205249	203863	200493	91.3
MP_E248_1B_NO20	246825	231392	231243	231122	229128	223813	90.7
MP_E248_2B_NO20	237908	221438	221303	221261	219538	215483	90.6
MP_E249_1B_NO20	221687	211291	210823	210567	208503	201807	91
MP_E249_2B_NO20	260270	245245	244797	244554	242501	235822	90.6
MP_E250_1B_NO20	232530	217805	217674	217626	215901	211275	90.9
MP_E250_2B_NO20	230009	215045	214765	214694	212261	204132	88.7
MP_E251_1B_NO20	242803	229527	229263	229097	227258	218900	90.2
MP_E251_2B_NO20	220998	207121	206824	206623	205138	197869	89.5
MP_E252_1B_NO20	278528	260179	260091	260002	258008	251339	90.2
MP_E252_2B_NO20	241227	227327	227201	227093	224645	216119	89.6
MP_E253_NO20	221762	208898	208614	208531	207009	200035	90.2
MP_E254_NO20	215008	194365	194272	194213	192429	186694	86.8
MP_E255_1B_NO20	192453	177825	177611	177433	176159	172680	89.7
MP_E255_2B_NO20	196322	185703	185563	185571	184507	181247	92.3
MP_E256_1B_NO20	199633	182507	182357	182202	180131	177241	88.8
MP_E256_2B_NO20	244900	230250	229888	229825	227652	221735	90.5
MP_E257_1B_NO20	183660	174276	173971	173838	172472	166871	90.9
MP_E257_2B_NO20	232246	221150	220818	220781	219519	214737	92.5
MP_E258_1B_NO20	191162	179358	179207	179194	178284	176137	92.1
MP_E258_2B_NO20	192453	182608	182291	182278	180500	175009	90.9
MP_E259_1B_NO20	172436	151431	151115	150934	148306	145140	84.2
MP_E259_2B_NO20	198340	181996	181199	180773	177210	168460	84.9
MP_E260_1B_NO20	177938	152404	152176	152255	150227	145995	82
MP_E260_2B_NO20	208924	186952	186767	186745	185150	180057	86.2
MP_E261_1B_NO20	182118	163842	162969	162434	157969	151714	83.3
MP_E261_2B_NO20	177380	160457	159491	158964	153729	145678	82.1
MP_E262_1B_NO20	196109	173044	172858	172819	169977	166836	85.1
MP_E262_2B_NO20	204189	193118	192997	192971	192029	190312	93.2
MP_E263_2B_NO20	231756	220793	220132	219906	216900	210747	90.9
MP_E264_1B_NO20	219993	207910	207679	207692	205738	198271	90.1
MP_E264_2B_NO20	204696	191640	191505	191446	190289	184904	90.3
MP_E265_1B_NO20	177253	160485	160068	159931	157573	152946	86.3
MP_E265_2B_NO20	200986	176998	176699	176633	173417	170335	84.7
MP_E266_1B_NO20	198961	173135	172796	172474	170242	158665	79.7
MP_E266_2B_NO20	203979	184712	184452	184389	180923	169855	83.3
MP_E267_1B_NO20	202073	184713	184314	183980	179212	153899	76.2
MP_E267_2B_NO20	237638	216999	216476	216347	211497	177606	74.7
MP_E268_1B_NO20	219486	200593	200096	199851	196186	163737	74.6
MP_E268_2B_NO20	233797	215383	214887	214633	210760	178733	76.4
MP_E269_1B_NO20	213617	191254	190836	190538	186867	172139	80.6
MP_E269_2B_NO20	201858	178333	177721	177568	167642	153217	75.9
MP_E270_1B_NO20	141594	109156	109101	109064	104166	100781	71.2
MP_E270_2B_NO20	178847	157924	157556	157549	153633	133221	74.5
MP_E271_1B_NO20	260793	247220	246633	246637	242376	223157	85.6
MP_E271_2B_NO20	233156	221323	220904	220811	217787	202330	86.8
MP_E272_1B_NO20	187031	161813	161500	161384	158133	148386	79.3
MP_E272_2B_NO20	217946	202044	201783	201738	199395	187037	85.8
MP_E273_1B_NO20	189936	170340	169599	169348	165850	153938	81
MP_E273_2B_NO20	203744	184472	184210	184112	180229	174865	85.8
MP_E274_1B_NO20	207433	196686	196076	196132	193820	182744	88.1
MP_E274_2B_NO20	182923	172132	171917	171871	170260	164530	89.9
MP_E275_1B_NO20	172720	142950	142784	142736	141265	138684	80.3
MP_E275_2B_NO20	185870	165353	165190	165045	162339	159520	85.8
MP_E276_1B_NO20	213577	194323	193990	193848	190788	179672	84.1
MP_E276_2B_NO20	173717	164093	164005	163987	162998	160775	92.5
MP_E277_1B_NO20	210253	189068	188625	188413	181619	171411	81.5
MP_E277_2B_NO20	260174	247700	246957	246868	242211	227605	87.5
MP_E277_3B_NO20	235353	222995	222685	222601	220908	214779	91.3
MP_E278_2B_NO20	232983	202146	201905	201731	198907	191440	82.2
MP_E278_3B_NO20	231748	205748	205351	205317	202346	193278	83.4
MP_E279_1B_NO20	199702	178918	178420	178200	174461	168608	84.4
MP_E279_2B_NO20	245621	229973	229507	229401	226678	216902	88.3
MP_E280_1B_NO20	13024	11896	11894	11893	11768	11768	90.4
MP_E280_2B_NO20	203261	191987	191826	191627	188944	180595	88.8
MP_E280_3B_NO20	193477	161980	161742	161839	159389	156166	80.7
MP_E281_1B_NO20	197458	179176	178658	178287	175107	166279	84.2
MP_E281_2B_NO20	248713	222715	221946	221774	216264	201237	80.9
MP_E281_3B_NO20	219794	202290	201225	200808	195398	180430	82.1
MP_E282_1B_NO20	252163	238543	238233	238182	236309	224856	89.2
MP_E282_2B_NO20	216082	202649	202343	202376	200765	195282	90.4
MP_E282_3B_NO20	215497	202605	202378	202361	200378	195144	90.6
MP_E283_1B_NO20	165091	138431	138053	137947	135530	129501	78.4
MP_E283_2B_NO20	241322	219093	218838	218801	217068	213088	88.3
MP_E283_3B_NO20	236102	223561	223174	223005	220793	212828	90.1
MP_E284_1B_NO20	229067	201956	201687	201547	199196	189747	82.8
MP_E284_2B_NO20	173585	164229	164148	163951	163153	160388	92.4
MP_E284_3B_NO20	43456	41111	41102	41107	41005	40980	94.3
MP_E285_1B_NO20	222661	188163	187413	186943	182417	173029	77.7
MP_E285_2B_NO20	205902	179450	179059	178693	175325	168633	81.9
MP_E285_3B_NO20	216378	194230	193886	193670	190384	185904	85.9
MP_E286_1B_NO20	205341	182083	181888	181901	178857	172237	83.9
MP_E286_2B_NO20	203929	177118	176996	176847	173729	168011	82.4
MP_E286_3B_NO20	236244	220584	220438	220375	218397	209513	88.7
MP_E287_1B_NO20	280854	267115	266145	265935	260746	247648	88.2
MP_E287_2B_NO20	214031	194328	193701	193467	189845	180224	84.2
MP_E287_3B_NO20	216235	197487	196046	195668	189004	170878	79
MP_E288_1B_NO20	205839	181087	180371	180100	175895	165328	80.3
MP_E288_2B_NO20	297910	282379	281611	281425	277123	264642	88.8
MP_E289_1B_NO20	187795	178904	178802	178773	178110	176458	94
MP_E289_2B_NO20	232889	221145	221011	220964	219766	216087	92.8
MP_E289_3B_NO20	174248	166584	166432	166393	165559	163755	94
MP_E290_1B_NO20	207190	194973	194869	194807	194085	192838	93.1
MP_E290_2B_NO20	239390	226644	226504	226476	225479	223034	93.2
MP_E290_3B_NO20	193411	177180	177048	177042	175936	174404	90.2
MP_E291_1B_NO20	270810	256566	256228	256024	253884	246944	91.2
MP_E291_2B_NO20	239218	226358	226186	226194	225193	222971	93.2
MP_E291_3B_NO20	240592	225775	225370	225144	222323	214831	89.3
MP_E292_1B_NO20	234242	219594	219267	219153	210197	205324	87.7
MP_E292_2B_NO20	231401	218577	218128	217918	215304	205677	88.9
MP_E292_3B_NO20	258298	239333	238999	238843	235913	229275	88.8
MP_E293_1B_NO20	245625	233881	233561	233478	231270	225200	91.7
MP_E293_2B_NO20	266609	253176	252862	252740	250863	244118	91.6
MP_E293_3B_NO20	261873	246089	245665	245346	241314	230922	88.2
MP_E294_1B_NO20	239144	226751	226512	226497	224752	219721	91.9
MP_E294_2B_NO20	279892	262552	262287	262143	260472	253935	90.7
MP_E294_3B_NO20	252756	238724	238480	238468	237045	232125	91.8
MP_E295_1B_NO20	245106	232985	232589	232510	230396	220756	90.1
MP_E295_2B_NO20	252695	237232	237008	236824	235215	228227	90.3
MP_E295_3B_NO20	297759	279884	279649	279292	277503	272357	91.5
MP_E296_1B_NO20	290138	274220	273831	273775	271299	264148	91
MP_E296_2B_NO20	258969	245742	245456	245444	243838	237168	91.6
MP_E296_3B_NO20	225395	213992	213686	213465	208613	203380	90.2
MP_E297_1B_NO20	217103	204548	204281	204207	202675	197893	91.2
MP_E297_2B_NO20	221787	211228	211041	210982	209610	206460	93.1
MP_E297_3B_NO20	316466	299204	298926	298771	291350	286132	90.4
MP_E298_1B_NO20	207270	196728	196623	196638	195796	193606	93.4
MP_E298_2B_NO20	278219	262027	261735	261703	259849	253854	91.2
MP_E298_3B_NO20	235239	220691	220645	220568	219822	218369	92.8
MP_E299_1B_NO20	252827	239662	239200	239179	236637	228395	90.3
MP_E299_2B_NO20	247705	231368	231005	230823	228149	217328	87.7
MP_E299_3B_NO20	205249	193100	192806	192658	190623	185803	90.5
MP_E300_1B_NO20	236419	221074	220536	220391	216405	204023	86.3
MP_E300_2B_NO20	258559	245644	245129	245095	242006	229654	88.8
MP_E300_3B_NO20	266011	251557	251145	251145	248404	241459	90.8
MP_E611_1B_WCOA21	45138	38370	38326	38330	37254	37155	82.3
MP_E614_WCOA21	88890	58271	58192	58181	56107	54675	61.5
MP_E619_WCOA21	107901	97829	97737	97669	96650	96104	89.1
MP_E624_WCOA21	53755	32832	32788	32757	29857	29734	55.3
MP_E645_WCOA21	71778	63237	63191	63164	62504	62353	86.9
MP_E668_WCOA21	81964	65146	65085	65059	64820	64384	78.6
MP_E671_WCOA21	105724	82509	82239	82288	78461	78174	73.9
MP_E678_WCOA21	106405	86879	86766	86772	86281	85730	80.6
MP_E687_WCOA21	170200	136362	136064	136046	134282	124897	73.4
MP_E697_WCOA21	76459	65046	64980	65002	63782	62786	82.1
MP_E731_WCOA21	129103	112815	112661	112662	111798	111230	86.2
MP_E754_WCOA21	59478	51759	51738	51731	50955	50951	85.7
MP_E777_WCOA21	117629	108274	108165	108094	107736	107274	91.2
MP_E782_WCOA21	75691	63314	63248	63268	61950	61636	81.4
MP_E786_WCOA21	107451	97083	96989	96968	95959	95220	88.6
MP_E790_WCOA21	121462	113202	112998	113034	111692	108712	89.5
MP_E806_1B_WCOA21	86289	72414	72356	72341	72150	72087	83.5
MP_E815_WCOA21	89133	80733	80675	80659	79600	79363	89
MP_E820_WCOA21	103529	91693	91571	91595	90866	90250	87.2
MP_E828_WCOA21	141048	131703	131511	131481	129609	128729	91.3
MP_E834_WCOA21	113753	100604	100154	100139	98395	94998	83.5
MP_E882_1B_WCOA21	106239	83825	83721	83630	83072	82691	77.8
MP_E888_WCOA21	74864	54729	54611	54627	54186	54048	72.2
MP_E893_WCOA21	33768	28254	28225	28227	28000	27999	82.9
MP_E897_WCOA21	62477	37573	37535	37518	37248	37247	59.6
MP_E902_1B_WCOA21	61511	49154	49116	49071	48499	48245	78.4
MP_E969_1T_NA128	110864	93764	93488	93448	91381	89639	80.9
MP_E970_1T_NA128	94649	70690	70389	70505	69723	68647	72.5
MP_E971_1T_NA128	106631	98311	98117	98123	97190	96529	90.5
MP_E972_1T_NA128	97333	76114	75990	75917	75184	74473	76.5
MP_E973_1T_NA128	134907	125638	125362	125317	124114	122905	91.1
MP_E977_2T_NA128	108169	99965	99883	99872	99393	99180	91.7
MP_E978_2T_NA128	137675	128834	128690	128686	127855	127640	92.7
MP_E979_1T_NA128	72055	66172	66101	66088	65671	65560	91
MP_E980_1T_NA128	102917	96140	96046	96036	95443	95136	92.4
MP_E985_1T_NA128	112594	103407	103310	103241	102527	101744	90.4
MP_E991_1T_NA128	142072	133885	133638	133680	131932	130965	92.2
MP_E994_2T_NA128	148166	116916	116679	116686	115653	113885	76.9
MP_E995_1T_NA128	131738	119603	119425	119355	118036	117000	88.8
MP_E996_1T_NA128	132502	121453	121130	121258	119839	118146	89.2
MP_E1005_1T_NA128	140298	132769	132665	132450	132223	131706	93.9
MP_E1011_2T_NA128	171677	164652	164105	164077	157005	119868	69.8
MP_E1012_1T_NA128	82079	42422	42167	42269	41652	40795	49.7
MP_E1013_1T_NA128	113624	84223	84108	84054	83467	82212	72.4
MP_E1014_1T_NA128	142334	128216	127583	127470	122533	113685	79.9
MP_E1015_1T_NA128	154543	141543	141358	141258	138745	134418	87
MP_E1020_1T_NA128	116738	99325	99204	99200	98678	97819	83.8
MP_E1021_1T_NA128	124189	105931	105687	105659	104742	103386	83.2
MP_E1022_1T_NA128	84851	71447	71215	71256	70306	68514	80.7
MP_E1024_1T_NA128	94333	76781	76699	76665	76405	75985	80.5
MP_E1025_1T_NA128	106845	93114	93006	92983	91774	91267	85.4
MP_E1623_1B_Chaba22	166027	152507	152153	152142	150513	146391	88.2
MP_E1624_1B_Chaba22	158824	148619	148374	148339	147103	145623	91.7
MP_E1625_1B_Chaba22	79082	74556	74517	74510	74328	73825	93.4
MP_E1626_1B_Chaba22	103198	90174	90099	90043	89855	89617	86.8
MP_E1627_1B_Chaba22	168794	157615	157488	157471	155658	155066	91.9
MP_E1631_Chaba22	152662	142127	141942	141915	140628	131047	85.8
MP_E1632_Chaba22	112865	104878	104721	104696	104097	102821	91.1
MP_E1634_Chaba22	184156	170207	170094	170039	168668	159936	86.8
MP_E1635_Chaba22	147306	137363	137255	137226	136916	135893	92.3
MP_E1637_Chaba22	146201	132640	132378	132407	130847	124300	85
MP_E2084_SKQ23_12S	25498	23183	23162	23133	23016	22690	89
MP_E2090_SKQ23_12S	94065	50464	50386	50394	50080	49403	52.5
MP_E2097_SKQ23_12S	67224	63436	63359	63356	63108	62429	92.9
MP_E2138_1T_QiavacTest	172277	166243	165887	165805	164587	161114	93.5
MP_E2138_2T_QiavacTest	4798	755	753	752	749	747	15.6
MP_E2139_1T_QiavacTest	149962	142342	142123	142100	141125	138958	92.7
MP_E2139_2T_QiavacTest	123884	118747	118568	118423	117333	115501	93.2
MP_E2139_3T_QiavacTest	136350	129780	129659	129523	128569	127380	93.4
MP_E2139_4T_QiavacTest	122053	98948	98795	98794	96712	95055	77.9
MP_E2140_Kotzebue23	128826	116288	115758	115689	114143	113598	88.2
MP_E2141_Kotzebue23	127658	117585	117425	117408	116772	115845	90.7
MP_E41_NC_DY20	30500	2250	2241	2244	1892	1890	6.2
MP_E56_NC_DY20	16587	1929	1925	1925	630	630	3.8
MP_E73_NC_DY20	21336	2127	2121	2120	1622	1621	7.6
MP_E232_NC_NO20	2765	792	789	791	458	457	16.5
MP_E301_NC_NO20	2100	1799	1796	1791	1636	1635	77.9
MP_POSITIVE	220726	211101	210916	211074	208017	208017	94.2
