Value	Sample	TerminalTaxa
102	MP_E1071_SKQ2021	Chaetoceros gelidus
31	MP_E1071_SKQ2021	Pseudo_nitzschia pungens
508	MP_E1071_SKQ2021	Pseudo_nitzschia seriata
16	MP_E1071_SKQ2021	Fragilariopsis cylindrus
21	MP_E1071_SKQ2021	Prorocentrum
2	MP_E1071_SKQ2021	Bacillariophyceae
2	MP_E1071_SKQ2021	Pseudo_nitzschia
1181	MP_E1071_SKQ2021	Gyrodinium dominans
1	MP_E1071_SKQ2021	Chaetoceros
10	MP_E1071_SKQ2021	Fragilariopsis oceanica
22	MP_E1071_SKQ2021	Thalassiosira
5	MP_E1071_SKQ2021	Levanderina__f__o
169	MP_E1071_SKQ2021	Levanderina__f
2	MP_E1071_SKQ2021	Porosira glacialis
9	MP_E1071_SKQ2021	Shionodiscus sp_ IAL_2014
7	MP_E1071_SKQ2021	Bacillariaceae
5	MP_E1071_SKQ2021	Gyrodinium
3	MP_E1071_SKQ2021	Polarella glacialis
228575	MP_E1072_SKQ2021	Unknown
5767	MP_E1072_SKQ2021	Peridiniales
19919	MP_E1072_SKQ2021	Gymnodiniales
2203	MP_E1072_SKQ2021	Dinophyceae
126	MP_E1072_SKQ2021	Cylindrotheca closterium
47	MP_E1072_SKQ2021	Prorocentrales
34	MP_E1072_SKQ2021	Chaetocerotales
114	MP_E1072_SKQ2021	Chaetoceros gelidus
25	MP_E1072_SKQ2021	Pseudo_nitzschia pungens
179	MP_E1072_SKQ2021	Pseudo_nitzschia seriata
7	MP_E1072_SKQ2021	Fragilariopsis cylindrus
1	MP_E1072_SKQ2021	Prorocentrum
41	MP_E1072_SKQ2021	Pseudo_nitzschia
683	MP_E1072_SKQ2021	Gyrodinium dominans
1	MP_E1072_SKQ2021	Chaetoceros
2	MP_E1072_SKQ2021	Thalassiosira hyalina
50	MP_E1072_SKQ2021	Fragilariopsis oceanica
35	MP_E1072_SKQ2021	Thalassiosira
2	MP_E1072_SKQ2021	Pseudo_nitzschia delicatissima
4	MP_E1072_SKQ2021	Levanderina__f__o
369	MP_E1072_SKQ2021	Levanderina__f
2	MP_E1072_SKQ2021	Porosira glacialis
8	MP_E1072_SKQ2021	Shionodiscus sp_ IAL_2014
5	MP_E1072_SKQ2021	Chaetoceros atlanticus
14	MP_E1072_SKQ2021	Bacillariaceae
8	MP_E1072_SKQ2021	Fragilariopsis reginae_jahniae
10	MP_E1072_SKQ2021	Polarella glacialis
167574	MP_E1073_SKQ2021	Unknown
1356	MP_E1073_SKQ2021	Peridiniales
13068	MP_E1073_SKQ2021	Gymnodiniales
307	MP_E1073_SKQ2021	Dinophyceae
1561	MP_E1073_SKQ2021	Cylindrotheca closterium
11	MP_E1073_SKQ2021	Prorocentrales
32	MP_E1073_SKQ2021	Pseudo_nitzschia granii
132	MP_E1073_SKQ2021	Chaetocerotales
6	MP_E1073_SKQ2021	Chaetoceros cf_ neogracilis clade I
2	MP_E1073_SKQ2021	Chaetocerotaceae
62	MP_E1073_SKQ2021	Chaetoceros gelidus
1373	MP_E1073_SKQ2021	Pseudo_nitzschia pungens
9	MP_E1073_SKQ2021	Pseudo_nitzschia seriata
75	MP_E1073_SKQ2021	Prorocentrum
42	MP_E1073_SKQ2021	Pseudo_nitzschia
205	MP_E1073_SKQ2021	Gyrodinium dominans
24	MP_E1073_SKQ2021	Pseudo_nitzschia delicatissima
5	MP_E1073_SKQ2021	Chaetoceros cf_ neogracilis clade II
170	MP_E1073_SKQ2021	Levanderina__f
17	MP_E1073_SKQ2021	Shionodiscus sp_ IAL_2014
19	MP_E1073_SKQ2021	Chaetoceros sp_ CCAP 1010_16
2	MP_E1073_SKQ2021	Laminariales
217356	MP_E1074_SKQ2021	Unknown
1541	MP_E1074_SKQ2021	Peridiniales
17518	MP_E1074_SKQ2021	Gymnodiniales
921	MP_E1074_SKQ2021	Dinophyceae
117	MP_E1074_SKQ2021	Cylindrotheca closterium
32	MP_E1074_SKQ2021	Prorocentrales
1	MP_E1074_SKQ2021	Pseudo_nitzschia granii
40	MP_E1074_SKQ2021	Chaetocerotales
2	MP_E1074_SKQ2021	Chaetoceros cf_ neogracilis clade I
137	MP_E1074_SKQ2021	Chaetoceros gelidus
3	MP_E1074_SKQ2021	Pseudo_nitzschia pungens
234	MP_E1074_SKQ2021	Pseudo_nitzschia seriata
13	MP_E1074_SKQ2021	Fragilariopsis cylindrus
32	MP_E1074_SKQ2021	Prorocentrum
14	MP_E1074_SKQ2021	Pseudo_nitzschia
192	MP_E1074_SKQ2021	Gyrodinium dominans
4	MP_E1074_SKQ2021	Chaetoceros
34	MP_E1074_SKQ2021	Fragilariopsis oceanica
19	MP_E1074_SKQ2021	Thalassiosira
5	MP_E1074_SKQ2021	Pseudo_nitzschia delicatissima
15	MP_E1074_SKQ2021	Levanderina__f__o
226	MP_E1074_SKQ2021	Levanderina__f
11	MP_E1074_SKQ2021	Shionodiscus sp_ IAL_2014
2	MP_E1074_SKQ2021	Kareniaceae
12	MP_E1074_SKQ2021	Bacillariaceae
11	MP_E1074_SKQ2021	Fragilariopsis reginae_jahniae
208098	MP_E1075_SKQ2021	Unknown
3498	MP_E1075_SKQ2021	Peridiniales
22196	MP_E1075_SKQ2021	Gymnodiniales
1124	MP_E1075_SKQ2021	Dinophyceae
177	MP_E1075_SKQ2021	Cylindrotheca closterium
48	MP_E1075_SKQ2021	Prorocentrales
5	MP_E1075_SKQ2021	Pseudo_nitzschia granii
34	MP_E1075_SKQ2021	Chaetocerotales
1	MP_E1075_SKQ2021	Chaetoceros cf_ neogracilis clade I
357	MP_E1075_SKQ2021	Chaetoceros gelidus
11	MP_E1075_SKQ2021	Pseudo_nitzschia pungens
263	MP_E1075_SKQ2021	Pseudo_nitzschia seriata
11	MP_E1075_SKQ2021	Fragilariopsis cylindrus
9	MP_E1075_SKQ2021	Prorocentrum
10	MP_E1075_SKQ2021	Pseudo_nitzschia
409	MP_E1075_SKQ2021	Gyrodinium dominans
15	MP_E1075_SKQ2021	Chaetoceros
31	MP_E1075_SKQ2021	Fragilariopsis oceanica
17	MP_E1075_SKQ2021	Thalassiosira
9	MP_E1075_SKQ2021	Gymnodiniaceae
7	MP_E1075_SKQ2021	Pseudo_nitzschia delicatissima
21	MP_E1075_SKQ2021	Levanderina__f__o
184	MP_E1075_SKQ2021	Levanderina__f
1	MP_E1075_SKQ2021	Minidiscus
27	MP_E1075_SKQ2021	Shionodiscus sp_ IAL_2014
23	MP_E1075_SKQ2021	Bacillariaceae
2	MP_E1075_SKQ2021	Heterocapsa triquetra
3	MP_E1075_SKQ2021	Azadinium obesum
258246	MP_E1076_SKQ2021	Unknown
3765	MP_E1076_SKQ2021	Peridiniales
25631	MP_E1076_SKQ2021	Gymnodiniales
2283	MP_E1076_SKQ2021	Dinophyceae
918	MP_E1076_SKQ2021	Cylindrotheca closterium
41	MP_E1076_SKQ2021	Prorocentrales
124	MP_E1076_SKQ2021	Chaetocerotales
15	MP_E1076_SKQ2021	Chaetocerotaceae
49	MP_E1076_SKQ2021	Chaetoceros gelidus
771	MP_E1076_SKQ2021	Pseudo_nitzschia pungens
67	MP_E1076_SKQ2021	Prorocentrum
9	MP_E1076_SKQ2021	Pseudo_nitzschia
119	MP_E1076_SKQ2021	Gyrodinium dominans
13	MP_E1076_SKQ2021	Chaetoceros
15	MP_E1076_SKQ2021	Levanderina__f__o
154	MP_E1076_SKQ2021	Levanderina__f
22	MP_E1076_SKQ2021	Shionodiscus sp_ IAL_2014
3	MP_E1076_SKQ2021	Bacillariaceae
19	MP_E1076_SKQ2021	Chaetoceros sp_ CCAP 1010_16
11	MP_E1076_SKQ2021	Laminariales
219283	MP_E1077_SKQ2021	Unknown
896	MP_E1077_SKQ2021	Peridiniales
33219	MP_E1077_SKQ2021	Gymnodiniales
835	MP_E1077_SKQ2021	Dinophyceae
40	MP_E1077_SKQ2021	Cylindrotheca closterium
130	MP_E1077_SKQ2021	Prorocentrales
295	MP_E1077_SKQ2021	Environmental Unknown
62	MP_E1077_SKQ2021	Chaetocerotales
351	MP_E1077_SKQ2021	Chaetoceros gelidus
2901	MP_E1077_SKQ2021	Pseudo_nitzschia pungens
18	MP_E1077_SKQ2021	Pseudo_nitzschia seriata
10	MP_E1077_SKQ2021	Fragilariopsis cylindrus
25	MP_E1077_SKQ2021	Prorocentrum
34	MP_E1077_SKQ2021	Bacillariophyceae
108	MP_E1077_SKQ2021	Pseudo_nitzschia
1208	MP_E1077_SKQ2021	Gyrodinium dominans
6	MP_E1077_SKQ2021	Chaetoceros
11	MP_E1077_SKQ2021	Thalassiosira hyalina
26	MP_E1077_SKQ2021	Fragilariopsis oceanica
7	MP_E1077_SKQ2021	Gymnodiniaceae
9509	MP_E1077_SKQ2021	Pseudo_nitzschia delicatissima
10	MP_E1077_SKQ2021	Florenciellales
6	MP_E1077_SKQ2021	Thalassiosiraceae
27	MP_E1077_SKQ2021	Levanderina__f__o
49	MP_E1077_SKQ2021	Levanderina__f
4	MP_E1077_SKQ2021	Bacillariaceae
2	MP_E1077_SKQ2021	Pelagodinium
9	MP_E1077_SKQ2021	Fragilariopsis reginae_jahniae
200356	MP_E1078_SKQ2021	Unknown
491	MP_E1078_SKQ2021	Peridiniales
9	MP_E1078_SKQ2021	Coscinodiscophyceae
33554	MP_E1078_SKQ2021	Gymnodiniales
1772	MP_E1078_SKQ2021	Dinophyceae
15	MP_E1078_SKQ2021	Cylindrotheca closterium
472	MP_E1078_SKQ2021	Prorocentrales
141	MP_E1078_SKQ2021	Environmental Unknown
123	MP_E1078_SKQ2021	Chaetocerotales
9	MP_E1078_SKQ2021	Chaetocerotaceae
695	MP_E1078_SKQ2021	Chaetoceros gelidus
4250	MP_E1078_SKQ2021	Pseudo_nitzschia pungens
2	MP_E1078_SKQ2021	Thalassiosirales
19	MP_E1078_SKQ2021	Fragilariopsis cylindrus
116	MP_E1078_SKQ2021	Prorocentrum
16	MP_E1078_SKQ2021	Bacillariophyceae
98	MP_E1078_SKQ2021	Pseudo_nitzschia
822	MP_E1078_SKQ2021	Gyrodinium dominans
8	MP_E1078_SKQ2021	Chaetoceros
26	MP_E1078_SKQ2021	Fragilariopsis oceanica
10762	MP_E1078_SKQ2021	Pseudo_nitzschia delicatissima
27	MP_E1078_SKQ2021	Florenciellales
7	MP_E1078_SKQ2021	Thalassiosiraceae
50	MP_E1078_SKQ2021	Levanderina__f__o
180	MP_E1078_SKQ2021	Levanderina__f
9	MP_E1078_SKQ2021	Minidiscus
4	MP_E1078_SKQ2021	Cymatosirales
3	MP_E1078_SKQ2021	Thalassiosira sp_
18	MP_E1078_SKQ2021	Shimiella gracilenta
6	MP_E1078_SKQ2021	Shionodiscus sp_ IAL_2014
6	MP_E1078_SKQ2021	Kareniaceae
8	MP_E1078_SKQ2021	Bacillariaceae
26	MP_E1078_SKQ2021	Pelagodinium
198353	MP_E1079_SKQ2021	Unknown
763	MP_E1079_SKQ2021	Peridiniales
5	MP_E1079_SKQ2021	Coscinodiscophyceae
31115	MP_E1079_SKQ2021	Gymnodiniales
1733	MP_E1079_SKQ2021	Dinophyceae
2	MP_E1079_SKQ2021	Bacterosira sp_ RCC4607
95	MP_E1079_SKQ2021	Cylindrotheca closterium
25	MP_E1079_SKQ2021	Prorocentrales
91	MP_E1079_SKQ2021	Environmental Unknown
4	MP_E1079_SKQ2021	Minidiscus trioculatus
81	MP_E1079_SKQ2021	Chaetocerotales
9	MP_E1079_SKQ2021	Chaetocerotaceae
786	MP_E1079_SKQ2021	Chaetoceros gelidus
4976	MP_E1079_SKQ2021	Pseudo_nitzschia pungens
36	MP_E1079_SKQ2021	Prorocentrum
159	MP_E1079_SKQ2021	Pseudo_nitzschia
1524	MP_E1079_SKQ2021	Gyrodinium dominans
11	MP_E1079_SKQ2021	Chaetoceros
2	MP_E1079_SKQ2021	Thalassiosira
14539	MP_E1079_SKQ2021	Pseudo_nitzschia delicatissima
128	MP_E1079_SKQ2021	Florenciellales
8	MP_E1079_SKQ2021	Thalassiosiraceae
11	MP_E1079_SKQ2021	Chaetoceros cf_ neogracilis clade II
21	MP_E1079_SKQ2021	Levanderina__f__o
96	MP_E1079_SKQ2021	Levanderina__f
4	MP_E1079_SKQ2021	Minidiscus
16	MP_E1079_SKQ2021	Cymatosirales
2	MP_E1079_SKQ2021	Thalassiosira sp_
1	MP_E1079_SKQ2021	Florenciella__f
69	MP_E1079_SKQ2021	Shimiella gracilenta
1	MP_E1079_SKQ2021	Porosira glacialis
18	MP_E1079_SKQ2021	Kareniaceae
17	MP_E1079_SKQ2021	Pelagodinium
4	MP_E1079_SKQ2021	Scrippsiella
174534	MP_E1080_SKQ2021	Unknown
65	MP_E1080_SKQ2021	Peridiniales
28537	MP_E1080_SKQ2021	Gymnodiniales
1590	MP_E1080_SKQ2021	Dinophyceae
3	MP_E1080_SKQ2021	Bacterosira sp_ RCC4607
118	MP_E1080_SKQ2021	Prorocentrales
169	MP_E1080_SKQ2021	Environmental Unknown
30	MP_E1080_SKQ2021	Pseudo_nitzschia granii
122	MP_E1080_SKQ2021	Chaetocerotales
2	MP_E1080_SKQ2021	Chaetoceros cf_ neogracilis clade I
72	MP_E1080_SKQ2021	Chaetocerotaceae
7507	MP_E1080_SKQ2021	Chaetoceros gelidus
428	MP_E1080_SKQ2021	Pseudo_nitzschia pungens
7	MP_E1080_SKQ2021	Thalassiosirales
16	MP_E1080_SKQ2021	Pseudo_nitzschia seriata
87	MP_E1080_SKQ2021	Fragilariopsis cylindrus
2	MP_E1080_SKQ2021	Prorocentrum
18	MP_E1080_SKQ2021	Bacillariophyceae
98	MP_E1080_SKQ2021	Pseudo_nitzschia
347	MP_E1080_SKQ2021	Gyrodinium dominans
4	MP_E1080_SKQ2021	Chaetoceros
11	MP_E1080_SKQ2021	Fragilariopsis oceanica
12	MP_E1080_SKQ2021	Gymnodiniaceae
12612	MP_E1080_SKQ2021	Pseudo_nitzschia delicatissima
55	MP_E1080_SKQ2021	Florenciellales
2	MP_E1080_SKQ2021	Thalassiosira nordenskioeldii
2	MP_E1080_SKQ2021	Thalassiosiraceae
15	MP_E1080_SKQ2021	Levanderina__f
7	MP_E1080_SKQ2021	Minidiscus
4	MP_E1080_SKQ2021	Cymatosirales
3	MP_E1080_SKQ2021	Florenciella__f
3	MP_E1080_SKQ2021	Florenciella
23	MP_E1080_SKQ2021	Shimiella gracilenta
11	MP_E1080_SKQ2021	Kareniaceae
2	MP_E1080_SKQ2021	Cylindrotheca
13	MP_E1080_SKQ2021	Bacillariaceae
2	MP_E1080_SKQ2021	Azadinium dalianense
61	MP_E1080_SKQ2021	Heterocapsa triquetra
3	MP_E1080_SKQ2021	Asterionellopsis glacialis
5	MP_E1080_SKQ2021	Pelagodinium
2	MP_E1080_SKQ2021	Mediophyceae
2	MP_E1080_SKQ2021	Mertensia ovum
1	MP_E1080_SKQ2021	Thalassiosira bioculata
124915	MP_E1081_SKQ2021	Unknown
226	MP_E1081_SKQ2021	Peridiniales
46698	MP_E1081_SKQ2021	Gymnodiniales
1950	MP_E1081_SKQ2021	Dinophyceae
1	MP_E1081_SKQ2021	Bacterosira sp_ RCC4607
155	MP_E1081_SKQ2021	Prorocentrales
26	MP_E1081_SKQ2021	Environmental Unknown
1	MP_E1081_SKQ2021	Pseudo_nitzschia granii
114	MP_E1081_SKQ2021	Chaetocerotales
3	MP_E1081_SKQ2021	Chaetoceros cf_ neogracilis clade I
8	MP_E1081_SKQ2021	Chaetocerotaceae
3571	MP_E1081_SKQ2021	Chaetoceros gelidus
249	MP_E1081_SKQ2021	Pseudo_nitzschia pungens
3	MP_E1081_SKQ2021	Thalassiosirales
178	MP_E1081_SKQ2021	Fragilariopsis cylindrus
28	MP_E1081_SKQ2021	Prorocentrum
30	MP_E1081_SKQ2021	Pseudo_nitzschia
1626	MP_E1081_SKQ2021	Gyrodinium dominans
22	MP_E1081_SKQ2021	Chaetoceros
16	MP_E1081_SKQ2021	Fragilariopsis oceanica
2	MP_E1081_SKQ2021	Thalassiosira
1320	MP_E1081_SKQ2021	Pseudo_nitzschia delicatissima
26	MP_E1081_SKQ2021	Florenciellales
2	MP_E1081_SKQ2021	Thalassiosira nordenskioeldii
20	MP_E1081_SKQ2021	Levanderina__f__o
64	MP_E1081_SKQ2021	Levanderina__f
4	MP_E1081_SKQ2021	Minidiscus
19	MP_E1081_SKQ2021	Florenciella
28	MP_E1081_SKQ2021	Shimiella gracilenta
2	MP_E1081_SKQ2021	Kareniaceae
6	MP_E1081_SKQ2021	Fragilariopsis
2	MP_E1081_SKQ2021	Cylindrotheca
16	MP_E1081_SKQ2021	Bacillariaceae
23	MP_E1081_SKQ2021	Heterocapsa triquetra
1	MP_E1081_SKQ2021	Asterionellopsis glacialis
1	MP_E1081_SKQ2021	Pelagodinium
1	MP_E1081_SKQ2021	Thalassiosira bioculata
2	MP_E1081_SKQ2021	Suessiaceae
171682	MP_E1082_SKQ2021	Unknown
768	MP_E1082_SKQ2021	Peridiniales
3	MP_E1082_SKQ2021	Coscinodiscophyceae
60050	MP_E1082_SKQ2021	Gymnodiniales
1013	MP_E1082_SKQ2021	Dinophyceae
4	MP_E1082_SKQ2021	Bacterosira sp_ RCC4607
358	MP_E1082_SKQ2021	Prorocentrales
307	MP_E1082_SKQ2021	Environmental Unknown
89	MP_E1082_SKQ2021	Pseudo_nitzschia granii
9	MP_E1082_SKQ2021	Minidiscus trioculatus
112	MP_E1082_SKQ2021	Chaetocerotales
156	MP_E1082_SKQ2021	Chaetocerotaceae
2433	MP_E1082_SKQ2021	Chaetoceros gelidus
662	MP_E1082_SKQ2021	Pseudo_nitzschia pungens
7	MP_E1082_SKQ2021	Thalassiosirales
6	MP_E1082_SKQ2021	Pseudo_nitzschia seriata
44	MP_E1082_SKQ2021	Fragilariopsis cylindrus
51	MP_E1082_SKQ2021	Prorocentrum
47	MP_E1082_SKQ2021	Bacillariophyceae
86	MP_E1082_SKQ2021	Pseudo_nitzschia
3026	MP_E1082_SKQ2021	Gyrodinium dominans
23	MP_E1082_SKQ2021	Chaetoceros
1	MP_E1082_SKQ2021	Thalassiosira hyalina
13	MP_E1082_SKQ2021	Fragilariopsis oceanica
12062	MP_E1082_SKQ2021	Pseudo_nitzschia delicatissima
40	MP_E1082_SKQ2021	Florenciellales
5	MP_E1082_SKQ2021	Thalassiosiraceae
18	MP_E1082_SKQ2021	Thalassiosira sp_ RCC4858
46	MP_E1082_SKQ2021	Levanderina__f__o
51	MP_E1082_SKQ2021	Levanderina__f
4	MP_E1082_SKQ2021	Minidiscus
6	MP_E1082_SKQ2021	Florenciella__f
11	MP_E1082_SKQ2021	Florenciella
9	MP_E1082_SKQ2021	Shimiella gracilenta
2	MP_E1082_SKQ2021	Porosira glacialis
10	MP_E1082_SKQ2021	Kareniaceae
4	MP_E1082_SKQ2021	Karlodinium veneficum
18	MP_E1082_SKQ2021	Tovelliaceae
506	MP_E1082_SKQ2021	Heterocapsa triquetra
37	MP_E1082_SKQ2021	Fragilariopsis reginae_jahniae
69	MP_E1082_SKQ2021	Gonyaulacales
4	MP_E1082_SKQ2021	Rhaponeidales
158292	MP_E1083_SKQ2021	Unknown
748	MP_E1083_SKQ2021	Peridiniales
35335	MP_E1083_SKQ2021	Gymnodiniales
779	MP_E1083_SKQ2021	Dinophyceae
385	MP_E1083_SKQ2021	Prorocentrales
323	MP_E1083_SKQ2021	Environmental Unknown
29	MP_E1083_SKQ2021	Pseudo_nitzschia granii
5	MP_E1083_SKQ2021	Minidiscus trioculatus
41	MP_E1083_SKQ2021	Chaetocerotales
3	MP_E1083_SKQ2021	Chaetoceros cf_ neogracilis clade I
75	MP_E1083_SKQ2021	Chaetocerotaceae
1980	MP_E1083_SKQ2021	Chaetoceros gelidus
686	MP_E1083_SKQ2021	Pseudo_nitzschia pungens
27	MP_E1083_SKQ2021	Pseudo_nitzschia seriata
28	MP_E1083_SKQ2021	Fragilariopsis cylindrus
9	MP_E1083_SKQ2021	Prorocentrum
17	MP_E1083_SKQ2021	Bacillariophyceae
69	MP_E1083_SKQ2021	Pseudo_nitzschia
1786	MP_E1083_SKQ2021	Gyrodinium dominans
11	MP_E1083_SKQ2021	Chaetoceros
24	MP_E1083_SKQ2021	Fragilariopsis oceanica
12134	MP_E1083_SKQ2021	Pseudo_nitzschia delicatissima
21	MP_E1083_SKQ2021	Florenciellales
6	MP_E1083_SKQ2021	Thalassiosira nordenskioeldii
5	MP_E1083_SKQ2021	Thalassiosiraceae
48	MP_E1083_SKQ2021	Levanderina__f__o
35	MP_E1083_SKQ2021	Levanderina__f
18	MP_E1083_SKQ2021	Shimiella gracilenta
2	MP_E1083_SKQ2021	Kareniaceae
18	MP_E1083_SKQ2021	Tovelliaceae
10	MP_E1083_SKQ2021	Azadinium dalianense
749	MP_E1083_SKQ2021	Heterocapsa triquetra
66	MP_E1083_SKQ2021	Gonyaulacales
240962	MP_E1084_SKQ2021	Unknown
224	MP_E1084_SKQ2021	Peridiniales
100396	MP_E1084_SKQ2021	Gymnodiniales
3998	MP_E1084_SKQ2021	Dinophyceae
5	MP_E1084_SKQ2021	Bacterosira sp_ RCC4607
3	MP_E1084_SKQ2021	Cylindrotheca closterium
57	MP_E1084_SKQ2021	Prorocentrales
9	MP_E1084_SKQ2021	Environmental Unknown
2	MP_E1084_SKQ2021	Pseudo_nitzschia granii
194	MP_E1084_SKQ2021	Chaetocerotales
2	MP_E1084_SKQ2021	Chaetoceros cf_ neogracilis clade I
22	MP_E1084_SKQ2021	Chaetocerotaceae
5177	MP_E1084_SKQ2021	Chaetoceros gelidus
585	MP_E1084_SKQ2021	Pseudo_nitzschia pungens
5	MP_E1084_SKQ2021	Thalassiosirales
14	MP_E1084_SKQ2021	Pseudo_nitzschia seriata
156	MP_E1084_SKQ2021	Fragilariopsis cylindrus
47	MP_E1084_SKQ2021	Prorocentrum
7	MP_E1084_SKQ2021	Pseudo_nitzschia
3269	MP_E1084_SKQ2021	Gyrodinium dominans
30	MP_E1084_SKQ2021	Chaetoceros
14	MP_E1084_SKQ2021	Fragilariopsis oceanica
9	MP_E1084_SKQ2021	Thalassiosira
120	MP_E1084_SKQ2021	Pseudo_nitzschia delicatissima
7	MP_E1084_SKQ2021	Florenciellales
2	MP_E1084_SKQ2021	Thalassiosira nordenskioeldii
2	MP_E1084_SKQ2021	Thalassiosiraceae
6	MP_E1084_SKQ2021	Levanderina__f__o
21	MP_E1084_SKQ2021	Levanderina__f
1	MP_E1084_SKQ2021	Minidiscus
11	MP_E1084_SKQ2021	Florenciella__f
12	MP_E1084_SKQ2021	Shimiella gracilenta
7	MP_E1084_SKQ2021	Bacillariaceae
3	MP_E1084_SKQ2021	Shimiella
2	MP_E1084_SKQ2021	Porosira
214128	MP_E1085_SKQ2021	Unknown
531	MP_E1085_SKQ2021	Peridiniales
51290	MP_E1085_SKQ2021	Gymnodiniales
649	MP_E1085_SKQ2021	Dinophyceae
4	MP_E1085_SKQ2021	Bacterosira sp_ RCC4607
4	MP_E1085_SKQ2021	Cylindrotheca closterium
796	MP_E1085_SKQ2021	Prorocentrales
376	MP_E1085_SKQ2021	Environmental Unknown
74	MP_E1085_SKQ2021	Pseudo_nitzschia granii
98	MP_E1085_SKQ2021	Chaetocerotales
56	MP_E1085_SKQ2021	Chaetocerotaceae
2318	MP_E1085_SKQ2021	Chaetoceros gelidus
605	MP_E1085_SKQ2021	Pseudo_nitzschia pungens
46	MP_E1085_SKQ2021	Pseudo_nitzschia seriata
36	MP_E1085_SKQ2021	Fragilariopsis cylindrus
19	MP_E1085_SKQ2021	Prorocentrum
2	MP_E1085_SKQ2021	Bacillariophyceae
22	MP_E1085_SKQ2021	Pseudo_nitzschia
1879	MP_E1085_SKQ2021	Gyrodinium dominans
14	MP_E1085_SKQ2021	Chaetoceros
2	MP_E1085_SKQ2021	Fragilariopsis oceanica
4	MP_E1085_SKQ2021	Thalassiosira
1069	MP_E1085_SKQ2021	Gymnodiniaceae
5137	MP_E1085_SKQ2021	Pseudo_nitzschia delicatissima
8	MP_E1085_SKQ2021	Florenciellales
11	MP_E1085_SKQ2021	Thalassiosira nordenskioeldii
3	MP_E1085_SKQ2021	Chaetoceros cf_ neogracilis clade II
9	MP_E1085_SKQ2021	Levanderina__f__o
79	MP_E1085_SKQ2021	Levanderina__f
4	MP_E1085_SKQ2021	Minidiscus
2	MP_E1085_SKQ2021	Florenciella
5	MP_E1085_SKQ2021	Shimiella gracilenta
1	MP_E1085_SKQ2021	Porosira glacialis
1	MP_E1085_SKQ2021	Kareniaceae
2	MP_E1085_SKQ2021	Fragilariopsis
7	MP_E1085_SKQ2021	Tovelliaceae
255	MP_E1085_SKQ2021	Heterocapsa triquetra
10	MP_E1085_SKQ2021	Pelagodinium
5	MP_E1085_SKQ2021	Gonyaulacales
1	MP_E1085_SKQ2021	Rhaponeidales
190080	MP_E1086_SKQ2021	Unknown
891	MP_E1086_SKQ2021	Peridiniales
56236	MP_E1086_SKQ2021	Gymnodiniales
666	MP_E1086_SKQ2021	Dinophyceae
4	MP_E1086_SKQ2021	Bacterosira sp_ RCC4607
413	MP_E1086_SKQ2021	Prorocentrales
469	MP_E1086_SKQ2021	Environmental Unknown
21	MP_E1086_SKQ2021	Pseudo_nitzschia granii
1	MP_E1086_SKQ2021	Minidiscus trioculatus
50	MP_E1086_SKQ2021	Chaetocerotales
118	MP_E1086_SKQ2021	Chaetocerotaceae
1949	MP_E1086_SKQ2021	Chaetoceros gelidus
470	MP_E1086_SKQ2021	Pseudo_nitzschia pungens
110	MP_E1086_SKQ2021	Pseudo_nitzschia seriata
55	MP_E1086_SKQ2021	Fragilariopsis cylindrus
32	MP_E1086_SKQ2021	Prorocentrum
55	MP_E1086_SKQ2021	Pseudo_nitzschia
683	MP_E1086_SKQ2021	Gyrodinium dominans
11	MP_E1086_SKQ2021	Chaetoceros
3	MP_E1086_SKQ2021	Fragilariopsis oceanica
2	MP_E1086_SKQ2021	Thalassiosira
4215	MP_E1086_SKQ2021	Pseudo_nitzschia delicatissima
18	MP_E1086_SKQ2021	Florenciellales
11	MP_E1086_SKQ2021	Thalassiosira nordenskioeldii
7	MP_E1086_SKQ2021	Thalassiosiraceae
3	MP_E1086_SKQ2021	Thalassiosira sp_ RCC4858
14	MP_E1086_SKQ2021	Levanderina__f__o
107	MP_E1086_SKQ2021	Levanderina__f
8	MP_E1086_SKQ2021	Minidiscus
5	MP_E1086_SKQ2021	Florenciella__f
8	MP_E1086_SKQ2021	Shimiella gracilenta
5	MP_E1086_SKQ2021	Porosira glacialis
17	MP_E1086_SKQ2021	Tovelliaceae
269	MP_E1086_SKQ2021	Heterocapsa triquetra
3	MP_E1086_SKQ2021	Asterionellopsis glacialis
4	MP_E1086_SKQ2021	Pelagodinium
9	MP_E1086_SKQ2021	Bacillariales
221129	MP_E1087_SKQ2021	Unknown
437	MP_E1087_SKQ2021	Peridiniales
86998	MP_E1087_SKQ2021	Gymnodiniales
2913	MP_E1087_SKQ2021	Dinophyceae
1	MP_E1087_SKQ2021	Bacterosira sp_ RCC4607
168	MP_E1087_SKQ2021	Prorocentrales
77	MP_E1087_SKQ2021	Chaetocerotales
2286	MP_E1087_SKQ2021	Chaetoceros gelidus
984	MP_E1087_SKQ2021	Pseudo_nitzschia pungens
2	MP_E1087_SKQ2021	Pseudo_nitzschia seriata
62	MP_E1087_SKQ2021	Fragilariopsis cylindrus
120	MP_E1087_SKQ2021	Prorocentrum
19	MP_E1087_SKQ2021	Pseudo_nitzschia
1252	MP_E1087_SKQ2021	Gyrodinium dominans
17	MP_E1087_SKQ2021	Chaetoceros
7	MP_E1087_SKQ2021	Fragilariopsis oceanica
1	MP_E1087_SKQ2021	Thalassiosira
