Percent	Sample	TerminalTaxa
0.00260247234873129	MP_E1057_SKQ2021	zzOther
0.0016701182443717	MP_E1061_SKQ2021	zzOther
0.00577990135635019	MP_E1080_SKQ2021	zzOther
0.00177248395902017	MP_E1081_SKQ2021	zzOther
0.00451311058625307	MP_E1086_SKQ2021	zzOther
0.00209380234505863	MP_E1087_SKQ2021	zzOther
0.00428513273198637	MP_E1105_SKQ2021	zzOther
0.00489117143555882	MP_E1107_SKQ2021	zzOther
0.00368595650571323	MP_E1110_SKQ2021	zzOther
0.00372363203068273	MP_E1111_SKQ2021	zzOther
0.00741861776313837	MP_E1102_SKQ2021	zzOther
0.0182173064411191	MP_E1057_SKQ2021	zzOther
0.00385326757090012	MP_E1080_SKQ2021	zzOther
0.0181326950624671	MP_E1083_SKQ2021	zzOther
0.00296744710525535	MP_E1102_SKQ2021	zzOther
0.00534059654463404	MP_E1065_SKQ2021	zzOther
0.00355454448512423	MP_E1068_SKQ2021	zzOther
0.0105289018355386	MP_E1075_SKQ2021	zzOther
0.00523885433739719	MP_E1119_SKQ2021	zzOther
0.00795066047272355	MP_E1120_SKQ2021	zzOther
0.00324647216691196	MP_E1122_SKQ2021	zzOther
0.00110291279268548	MP_E1123_SKQ2021	zzOther
0.0232237944362424	MP_E1143_SKQ2021	zzOther
0.00473709142586452	MP_E1101_SKQ2021	zzOther
0.00741861776313837	MP_E1102_SKQ2021	zzOther
0.0174786284043601	MP_E1113_SKQ2021	zzOther
0.0146880622773841	MP_E1114_SKQ2021	zzOther
0.00673264660337979	MP_E1116_SKQ2021	zzOther
0.0167913776275882	MP_E1117_SKQ2021	zzOther
0.0112535423082038	MP_E1118_SKQ2021	zzOther
0.00149681552497062	MP_E1119_SKQ2021	zzOther
0.00227161727792102	MP_E1120_SKQ2021	zzOther
0.00126248279867187	MP_E1121_SKQ2021	zzOther
0.00330873837805645	MP_E1123_SKQ2021	zzOther
0.00276980177451967	MP_E1138_SKQ2021	zzOther
0.000798913477670368	MP_E1141_SKQ2021	zzOther
0.00209654594056292	MP_E1134_SKQ2021	zzOther
0.0495417389150359	MP_E1056_SKQ2021	zzOther
0.0104098893949252	MP_E1057_SKQ2021	zzOther
0.0111766809728183	MP_E1058_SKQ2021	zzOther
0.0249912530614285	MP_E1059_SKQ2021	zzOther
0.0253023632407267	MP_E1060_SKQ2021	zzOther
0.0240326844508532	MP_E1065_SKQ2021	zzOther
0.0430920180323522	MP_E1066_SKQ2021	zzOther
0.00507296616331569	MP_E1067_SKQ2021	zzOther
0.0106636334553727	MP_E1068_SKQ2021	zzOther
0.00695942654325284	MP_E1069_SKQ2021	zzOther
0.0370331181885515	MP_E1071_SKQ2021	zzOther
0.0472079848934448	MP_E1072_SKQ2021	zzOther
0.056775170325511	MP_E1074_SKQ2021	zzOther
0.0807215807391289	MP_E1075_SKQ2021	zzOther
0.00881600987393106	MP_E1076_SKQ2021	zzOther
0.00808031836454356	MP_E1077_SKQ2021	zzOther
0.0149245378057198	MP_E1078_SKQ2021	zzOther
0.0250462392108508	MP_E1080_SKQ2021	zzOther
0.0283597433443227	MP_E1081_SKQ2021	zzOther
