"Sample_Name","Biological_Replicate","Technical_Replicate","Negative_control","Cruise_ID_short","Cruise_ID_long","Collection_Date_UTC","Collection_Date_local","Collection_Time_UTC","Collection_Time_local","Field_Sample_Name","Cast_No.","Rosette_position","Field_collection_method","Preservation","Area.within.region","Station","Depth_m","Lat","Lon","Sample_volume_ml","Personnel_responsible_for_Collecting_Sample","Field_Notes","Combined_date","Combined_date_local","Date_UTC","Date_local_check","Date_local","Lat_fix","Lat_dec","Lon_fix","Lon_dec","Cast","Bottle"
"E30.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/8/20",NA,"7:11",NA,"DBO1-1 70mR1 11",19,1,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO1-1",70,"62˚ 00.64' N","175˚ 04.18' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/8/20 7:11",NA,"2020/09/08 07:11:00",NA,"2020-09-07 23:11:00","62 00.64",62.0106666666667,"175 04.18",-175.069666666667,"19","1"
"E30.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/8/20",NA,"7:11",NA,"DBO1-1 70mR2 12",19,1,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO1-1",70,"62˚ 00.64' N","175˚ 04.18' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/8/20 7:11",NA,"2020/09/08 07:11:00",NA,"2020-09-07 23:11:00","62 00.64",62.0106666666667,"175 04.18",-175.069666666667,"19","1"
"E31.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/8/20",NA,"11:58",NA,"DBO1-3 0mR1 13",22,9,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO1-3",0,"62˚ 13.07' N","174˚ 52.69' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/8/20 11:58",NA,"2020/09/08 11:58:00",NA,"2020-09-08 03:58:00","62 13.07",62.2178333333333,"174 52.69",-174.878166666667,"22","9"
"E31.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/8/20",NA,"11:58",NA,"DBO1-3 0mR2 14",22,9,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO1-3",0,"62˚ 13.07' N","174˚ 52.69' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/8/20 11:58",NA,"2020/09/08 11:58:00",NA,"2020-09-08 03:58:00","62 13.07",62.2178333333333,"174 52.69",-174.878166666667,"22","9"
"E32.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/8/20",NA,"11:58",NA,"DBO1-3 66mR1 15",22,1,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO1-3",66,"62˚ 13.07' N","174˚ 52.69' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/8/20 11:58",NA,"2020/09/08 11:58:00",NA,"2020-09-08 03:58:00","62 13.07",62.2178333333333,"174 52.69",-174.878166666667,"22","1"
"E32.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/8/20",NA,"11:58",NA,"DBO1-3 66mR2 16",22,1,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO1-3",66,"62˚ 13.07' N","174˚ 52.69' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/8/20 11:58",NA,"2020/09/08 11:58:00",NA,"2020-09-08 03:58:00","62 13.07",62.2178333333333,"174 52.69",-174.878166666667,"22","1"
"E33.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/8/20",NA,"3:55",NA,"M8 0mR1 17",24,9,"Niskin; 0.22 µm swinex filter","95% EtOH","Bering Sea","M8",0,"62˚ 12.224' N","174˚ 41.949' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/8/20 3:55",NA,"2020/09/08 03:55:00",NA,"2020-09-07 19:55:00","62 12.224",62.2037333333333,"174 41.949",-174.69915,"24","9"
"E33.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/8/20",NA,"3:55",NA,"M8 0mR2 18",24,9,"Niskin; 0.22 µm swinex filter","95% EtOH","Bering Sea","M8",0,"62˚ 12.224' N","174˚ 41.949' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/8/20 3:55",NA,"2020/09/08 03:55:00",NA,"2020-09-07 19:55:00","62 12.224",62.2037333333333,"174 41.949",-174.69915,"24","9"
"E34.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/8/20",NA,"3:55",NA,"M8 68mR1 19",24,2,"Niskin; 0.22 µm swinex filter","95% EtOH","Bering Sea","M8",68,"62˚ 12.224' N","174˚ 41.949' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/8/20 3:55",NA,"2020/09/08 03:55:00",NA,"2020-09-07 19:55:00","62 12.224",62.2037333333333,"174 41.949",-174.69915,"24","2"
"E34.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/8/20",NA,"3:55",NA,"M8 68mR2 20",24,2,"Niskin; 0.22 µm swinex filter","95% EtOH","Bering Sea","M8",68,"62˚ 12.224' N","174˚ 41.949' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/8/20 3:55",NA,"2020/09/08 03:55:00",NA,"2020-09-07 19:55:00","62 12.224",62.2037333333333,"174 41.949",-174.69915,"24","2"
"E35.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/9/20",NA,"12:48",NA,"DBO1-7 0mR1 21",26,9,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO1-7",0,"62˚ 47.381' N","173˚ 29.850' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/9/20 12:48",NA,"2020/09/09 12:48:00",NA,"2020-09-09 04:48:00","62 47.381",62.7896833333333,"173 29.850",-173.4975,"26","9"
"E35.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/9/20",NA,"12:48",NA,"DBO1-7 0mR2 22",26,9,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO1-7",0,"62˚ 47.381' N","173˚ 29.850' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/9/20 12:48",NA,"2020/09/09 12:48:00",NA,"2020-09-09 04:48:00","62 47.381",62.7896833333333,"173 29.850",-173.4975,"26","9"
"E36.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/9/20",NA,"12:48",NA,"DBO1-7 65mR1 23",26,1,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO1-7",65,"62˚ 47.381' N","173˚ 29.850' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/9/20 12:48",NA,"2020/09/09 12:48:00",NA,"2020-09-09 04:48:00","62 47.381",62.7896833333333,"173 29.850",-173.4975,"26","1"
"E36.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/9/20",NA,"12:48",NA,"DBO1-7 65mR2 24",26,1,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO1-7",65,"62˚ 47.381' N","173˚ 29.850' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/9/20 12:48",NA,"2020/09/09 12:48:00",NA,"2020-09-09 04:48:00","62 47.381",62.7896833333333,"173 29.850",-173.4975,"26","1"
"E37.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/9/20",NA,"4:48",NA,"DBO1-9 0mR1 25",28,10,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO1-9",0,"63˚ 16.504' N","173˚ 17.279' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/9/20 4:48",NA,"2020/09/09 04:48:00",NA,"2020-09-08 20:48:00","63 16.504",63.2750666666667,"173 17.279",-173.287983333333,"28","10"
"E37.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/9/20",NA,"4:48",NA,"DBO1-9 0mR2 26",28,10,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO1-9",0,"63˚ 16.504' N","173˚ 17.279' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/9/20 4:48",NA,"2020/09/09 04:48:00",NA,"2020-09-08 20:48:00","63 16.504",63.2750666666667,"173 17.279",-173.287983333333,"28","10"
"E38.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/9/20",NA,"4:48",NA,"DBO1-9 65mR1 27",28,2,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO1-9",65,"63˚ 16.504' N","173˚ 17.279' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/9/20 4:48",NA,"2020/09/09 04:48:00",NA,"2020-09-08 20:48:00","63 16.504",63.2750666666667,"173 17.279",-173.287983333333,"28","2"
"E38.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/9/20",NA,"4:48",NA,"DBO1-9 65mR2 28",28,2,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO1-9",65,"63˚ 16.504' N","173˚ 17.279' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/9/20 4:48",NA,"2020/09/09 04:48:00",NA,"2020-09-08 20:48:00","63 16.504",63.2750666666667,"173 17.279",-173.287983333333,"28","2"
"E39.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/9/20",NA,"17:40",NA,"DBO2-1 42mR1 29",30,2,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO2-1",42,"64˚ 40.465' N","169˚ 55.270' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/9/20 17:40",NA,"2020/09/09 17:40:00",NA,"2020-09-09 09:40:00","64 40.465",64.6744166666667,"169 55.270",-169.921166666667,"30","2"
"E39.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/9/20",NA,"17:40",NA,"DBO2-1 42mR2 30",30,2,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO2-1",42,"64˚ 40.465' N","169˚ 55.270' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/9/20 17:40",NA,"2020/09/09 17:40:00",NA,"2020-09-09 09:40:00","64 40.465",64.6744166666667,"169 55.270",-169.921166666667,"30","2"
"E40.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/9/20",NA,"17:40",NA,"DBO2-1 0mR1 31",30,8,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO2-1",0,"64˚ 40.465' N","169˚ 55.270' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/9/20 17:40",NA,"2020/09/09 17:40:00",NA,"2020-09-09 09:40:00","64 40.465",64.6744166666667,"169 55.270",-169.921166666667,"30","8"
"E40.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/9/20",NA,"17:40",NA,"DBO2-1 0mR2 32",30,8,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO2-1",0,"64˚ 40.465' N","169˚ 55.270' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/9/20 17:40",NA,"2020/09/09 17:40:00",NA,"2020-09-09 09:40:00","64 40.465",64.6744166666667,"169 55.270",-169.921166666667,"30","8"
"E41.NC.DY2012",1,1,TRUE,"DY2012","DY20-12 Dyson 2020","9/9/20",NA,"",NA,"Control-2",NA,NA,"0.22µm swinex filter","95% EtOH",NA,NA,NA,NA,NA,1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/9/20 ",NA,"2020/09/09 00:00:00",NA,"2020-09-08 16:00:00",NA,NA,NA,NA,NA,NA
"E42.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/9/20",NA,"22:31",NA,"DBO2-3 0mR1 33",32,8,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO2-3",0,"64˚ 40.11' N","168˚ 14.14' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/9/20 22:31",NA,"2020/09/09 22:31:00",NA,"2020-09-09 14:31:00","64 40.11",64.6685,"168 14.14",-168.235666666667,"32","8"
"E42.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/9/20",NA,"22:31",NA,"DBO2-3 0mR2 34",32,8,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO2-3",0,"64˚ 40.11' N","168˚ 14.14' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/9/20 22:31",NA,"2020/09/09 22:31:00",NA,"2020-09-09 14:31:00","64 40.11",64.6685,"168 14.14",-168.235666666667,"32","8"
"E43.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/9/20",NA,"22:31",NA,"DBO2-3 34mR1 35",32,2,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO2-3",34,"64˚ 40.11' N","168˚ 14.14' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/9/20 22:31",NA,"2020/09/09 22:31:00",NA,"2020-09-09 14:31:00","64 40.11",64.6685,"168 14.14",-168.235666666667,"32","2"
"E43.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/9/20",NA,"22:31",NA,"DBO2-3 34mR2 36",32,2,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO2-3",34,"64˚ 40.11' N","168˚ 14.14' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/9/20 22:31",NA,"2020/09/09 22:31:00",NA,"2020-09-09 14:31:00","64 40.11",64.6685,"168 14.14",-168.235666666667,"32","2"
"E44.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/10/20",NA,"3:02",NA,"DBO2-5 0mR1 37",34,8,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO2-5",0,"64˚ 59.30' N","169˚ 08.33' W",1000,"Sarah Donohoe, Penelope Adams","DBO2-5 0mR2 lost because water was filtered without an inserted filter. Filter stored in 50cc tube","9/10/20 3:02",NA,"2020/09/10 03:02:00",NA,"2020-09-09 19:02:00","64 59.30",64.9883333333333,"169 08.33",-169.138833333333,"34","8"
"E45.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/10/20",NA,"3:02",NA,"DBO2-5 43mR1 39",34,2,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO2-5",43,"64˚ 59.30' N","169˚ 08.33' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/10/20 3:02",NA,"2020/09/10 03:02:00",NA,"2020-09-09 19:02:00","64 59.30",64.9883333333333,"169 08.33",-169.138833333333,"34","2"
"E45.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/10/20",NA,"3:02",NA,"DBO2-5 43mR2 40",34,2,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO2-5",43,"64˚ 59.30' N","169˚ 08.33' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/10/20 3:02",NA,"2020/09/10 03:02:00",NA,"2020-09-09 19:02:00","64 59.30",64.9883333333333,"169 08.33",-169.138833333333,"34","2"
"E46.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/10/20",NA,"5:32",NA,"DBO2-4 0mR1 41",35,7,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO2-4",0,"64˚ 57.567' N","169˚ 52.749' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/10/20 5:32",NA,"2020/09/10 05:32:00",NA,"2020-09-09 21:32:00","64 57.567",64.95945,"169 52.749",-169.87915,"35","7"
"E46.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/10/20",NA,"5:32",NA,"DBO2-4 0mR2 42",35,7,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO2-4",0,"64˚ 57.567' N","169˚ 52.749' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/10/20 5:32",NA,"2020/09/10 05:32:00",NA,"2020-09-09 21:32:00","64 57.567",64.95945,"169 52.749",-169.87915,"35","7"
"E47.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/10/20",NA,"5:32",NA,"DBO2-4 45mR1 43",35,2,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO2-4",45,"64˚ 57.567' N","169˚ 52.749' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/10/20 5:32",NA,"2020/09/10 05:32:00",NA,"2020-09-09 21:32:00","64 57.567",64.95945,"169 52.749",-169.87915,"35","2"
"E47.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/10/20",NA,"5:32",NA,"DBO2-4 45mR2 44",35,2,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO2-4",45,"64˚ 57.567' N","169˚ 52.749' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/10/20 5:32",NA,"2020/09/10 05:32:00",NA,"2020-09-09 21:32:00","64 57.567",64.95945,"169 52.749",-169.87915,"35","2"
"E48.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/10/20",NA,"21:54",NA,"DBO3-8 0mR1 45",36,7,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO3-8",0,"67˚ 40.374' N","168˚ 56.526' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/10/20 21:54",NA,"2020/09/10 21:54:00",NA,"2020-09-10 13:54:00","67 40.374",67.6729,"168 56.526",-168.9421,"36","7"
"E48.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/10/20",NA,"21:54",NA,"DBO3-8 0mR2 46",36,7,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO3-8",0,"67˚ 40.374' N","168˚ 56.526' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/10/20 21:54",NA,"2020/09/10 21:54:00",NA,"2020-09-10 13:54:00","67 40.374",67.6729,"168 56.526",-168.9421,"36","7"
"E49.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/10/20",NA,"21:54",NA,"DBO3-8 45mR1 47",36,1,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO3-8",45,"67˚ 40.374' N","168˚ 56.526' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/10/20 21:54",NA,"2020/09/10 21:54:00",NA,"2020-09-10 13:54:00","67 40.374",67.6729,"168 56.526",-168.9421,"36","1"
"E49.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/10/20",NA,"21:54",NA,"DBO3-8 45mR2 48",36,1,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO3-8",45,"67˚ 40.374' N","168˚ 56.526' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in 50cc tube","9/10/20 21:54",NA,"2020/09/10 21:54:00",NA,"2020-09-10 13:54:00","67 40.374",67.6729,"168 56.526",-168.9421,"36","1"
"E50.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/11/20",NA,"6:14",NA,"DBO3-6 0mR1 49",39,7,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO3-6",0,"67˚ 53.86' N","168˚ 13.89' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","9/11/20 6:14",NA,"2020/09/11 06:14:00",NA,"2020-09-10 22:14:00","67 53.86",67.8976666666667,"168 13.89",-168.2315,"39","7"
"E50.2B.DY2012",2,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/11/20",NA,"6:14",NA,"DBO3-6 0mR2 50",39,7,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO3-6",0,"67˚ 53.86' N","168˚ 13.89' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","9/11/20 6:14",NA,"2020/09/11 06:14:00",NA,"2020-09-10 22:14:00","67 53.86",67.8976666666667,"168 13.89",-168.2315,"39","7"
"E51.1B.DY2012",1,1,FALSE,"DY2012","DY20-12 Dyson 2020","9/11/20",NA,"6:14",NA,"DBO3-6 54mR1 51",39,2,"Niskin; 0.22 µm swinex filter","95% EtOH","Chukchi Sea","DBO3-6",54,"67˚ 53.86' N","168˚ 13.89' W",1000,"Sarah Donohoe, Penelope Adams","Filter stored in Whirlpak","9/11/20 6:14",NA,"2020/09/11 06:14:00",NA,"2020-09-10 22:14:00","67 53.86",67.8976666666667,"168 13.89",-168.2315,"39","2"
