Percent	Sample	TerminalTaxa
0.00342927295983978	MP_E1556_RC0083	zzOther
0.00683284136875478	MP_E1719_DY2306	zzOther
0.00205756377590387	MP_E1556_RC0083	zzOther
0.00675622417151801	MP_E1839_DY2306_PCR2	zzOther
0.00111719777007325	MP_E1836_DY2306_PCR2	zzOther
0.00183379407409445	MP_E1164_DY2206	Acanthamoeba sp_
0.00131828728116431	MP_E1499_RC0083	Acanthamoeba sp_
0.000664743342595424	MP_E1511_RC0083	Acanthamoeba sp_
0.00331689626959733	MP_E1616_DY2209	Acanthamoeba sp_
34.7488682905799	MP_E1824_DY2306_PCR1	Acanthamoeba sp_
39.8445312352597	MP_E1824_DY2306_PCR2	Acanthamoeba sp_
30.1589563457853	MP_E1824_DY2306_PCR3	Acanthamoeba sp_
0.00127464309993202	MP_E1836_DY2306_PCR1	Acanthamoeba sp_
0.000744798513382167	MP_E1836_DY2306_PCR2	Acanthamoeba sp_
0.00117410855807728	MP_E1838_DY2306_PCR1	Acanthamoeba sp_
0.00159121648500278	MP_E1927_SKQ23_12S	Acanthamoeba sp_
0.001277481827821	MP_E1943_SKQ23_12S	Acanthamoeba sp_
0.000813308988284284	MP_E1951_SKQ23_12S	Acanthamoeba sp_
0.00262410944285783	MP_E2015_SKQ23_12S	Acanthamoeba sp_
0.000375441613197524	MP_E2017_SKQ23_12S	Acanthamoeba sp_
0.000832102515029852	MP_E2023_SKQ23_12S	Acanthamoeba sp_
0.00553307487725796	MP_E1148_DY2206	zzOther
0.00408876116377825	MP_E1151_DY2206	zzOther
0.00197053653768848	MP_E1154_DY2206	zzOther
0.000725263089185602	MP_E1155_DY2206	zzOther
0.000256535235114543	MP_E1488_RC0083	zzOther
0.000659143640582156	MP_E1499_RC0083	zzOther
0.481172068791014	MP_E1510_RC0083	zzOther
0.00288847594380951	MP_E1533_RC0083	zzOther
0.04874441814449	MP_E1541_RC0083	zzOther
0.00202862799831218	MP_E1542_RC0083	zzOther
0.000437268384402637	MP_E1547_RC0083	zzOther
0.00764417079857263	MP_E1548_RC0083	zzOther
0.0353242768615894	MP_E1553_RC0083	zzOther
0.00177235437339519	MP_E1560_RC0083	zzOther
0.00121235633577421	MP_E1562_RC0083	zzOther
0.0101578702332078	MP_E1565_RC0083	zzOther
0.774829772247006	MP_E1567_RC0083	zzOther
0.00283953772325865	MP_E1568_RC0083	zzOther
0.025667539363005	MP_E1611_DY2209	zzOther
