reads.in	reads.out
MP_E1074_SKQ2021_R1_trimmed.fq.gz	213462	189285
MP_E1075_SKQ2021_R1_trimmed.fq.gz	33881	29647
MP_E1076_SKQ2021_R1_trimmed.fq.gz	225710	201521
MP_E1077_SKQ2021_R1_trimmed.fq.gz	247810	182884
MP_E1078_SKQ2021_R1_trimmed.fq.gz	230571	172863
MP_E1079_SKQ2021_R1_trimmed.fq.gz	251545	206556
MP_E1080_SKQ2021_R1_trimmed.fq.gz	224573	166677
MP_E1081_SKQ2021_R1_trimmed.fq.gz	109633	90933
MP_E1082_SKQ2021_R1_trimmed.fq.gz	200849	156989
MP_E1083_SKQ2021_R1_trimmed.fq.gz	189414	145960
MP_E1084_SKQ2021_R1_trimmed.fq.gz	315779	259263
MP_E1085_SKQ2021_R1_trimmed.fq.gz	315242	237946
MP_E1086_SKQ2021_R1_trimmed.fq.gz	216852	168518
MP_E1087_SKQ2021_R1_trimmed.fq.gz	230420	189111
MP_E1088_SKQ2021_R1_trimmed.fq.gz	230882	180592
MP_E1089_SKQ2021_R1_trimmed.fq.gz	219180	161949
MP_E1090_SKQ2021_R1_trimmed.fq.gz	224308	183245
MP_E1091_SKQ2021_R1_trimmed.fq.gz	257952	208744
MP_E1092_SKQ2021_R1_trimmed.fq.gz	223015	179339
MP_E1093_SKQ2021_R1_trimmed.fq.gz	274725	187632
MP_E1094_SKQ2021_R1_trimmed.fq.gz	222370	186522
MP_E1095_SKQ2021_R1_trimmed.fq.gz	232212	173670
MP_E1096_SKQ2021_R1_trimmed.fq.gz	264660	187536
MP_E1097_SKQ2021_R1_trimmed.fq.gz	218822	164625
MP_E1098_SKQ2021_R1_trimmed.fq.gz	246777	177968
MP_E1099_SKQ2021_R1_trimmed.fq.gz	233006	166670
MP_E1100_SKQ2021_R1_trimmed.fq.gz	201877	172633
MP_E1101_SKQ2021_R1_trimmed.fq.gz	260307	200108
MP_E1102_SKQ2021_R1_trimmed.fq.gz	268102	230037
MP_E1103_SKQ2021_R1_trimmed.fq.gz	199534	148511
MP_E1104_SKQ2021_R1_trimmed.fq.gz	248924	210529
MP_E1105_SKQ2021_R1_trimmed.fq.gz	225490	176772
MP_E1106_SKQ2021_R1_trimmed.fq.gz	211071	151859
MP_E1107_SKQ2021_R1_trimmed.fq.gz	222090	182040
MP_E1108_SKQ2021_R1_trimmed.fq.gz	273055	210001
MP_E1109_SKQ2021_R1_trimmed.fq.gz	239095	208603
MP_E1110_SKQ2021_R1_trimmed.fq.gz	282858	236023
MP_E1111_SKQ2021_R1_trimmed.fq.gz	194158	164953
MP_E1112_SKQ2021_R1_trimmed.fq.gz	209419	159094
MP_E1113_SKQ2021_R1_trimmed.fq.gz	258726	226225
MP_E1114_SKQ2021_R1_trimmed.fq.gz	220427	188654
MP_E1115_SKQ2021_R1_trimmed.fq.gz	206825	169048
MP_E1116_SKQ2021_R1_trimmed.fq.gz	241744	206045
MP_E1117_SKQ2021_R1_trimmed.fq.gz	217254	180213
MP_E1118_SKQ2021_R1_trimmed.fq.gz	232576	184259
MP_E1119_SKQ2021_R1_trimmed.fq.gz	237596	205374
MP_E1120_SKQ2021_R1_trimmed.fq.gz	271279	239290
MP_E1121_SKQ2021_R1_trimmed.fq.gz	224560	170848
MP_E1122_SKQ2021_R1_trimmed.fq.gz	235060	198670
MP_E1123_SKQ2021_R1_trimmed.fq.gz	249148	213969
MP_E1124_SKQ2021_R1_trimmed.fq.gz	249632	207266
MP_E1125_SKQ2021_R1_trimmed.fq.gz	313401	246326
MP_E1126_SKQ2021_R1_trimmed.fq.gz	295886	262082
MP_E1127_SKQ2021_R1_trimmed.fq.gz	277525	233804
MP_E1128_SKQ2021_R1_trimmed.fq.gz	274196	216487
MP_E1129_SKQ2021_R1_trimmed.fq.gz	223821	162738
MP_E1130_SKQ2021_R1_trimmed.fq.gz	263870	214468
MP_E1131_SKQ2021_R1_trimmed.fq.gz	207656	157697
MP_E1132_SKQ2021_R1_trimmed.fq.gz	227941	181635
MP_E1133_SKQ2021_R1_trimmed.fq.gz	273967	201844
MP_E1134_SKQ2021_R1_trimmed.fq.gz	260570	204363
MP_E1135_SKQ2021_R1_trimmed.fq.gz	279530	239906
MP_E1136_SKQ2021_R1_trimmed.fq.gz	234988	190478
MP_E1137_SKQ2021_R1_trimmed.fq.gz	312752	239194
MP_E1138_SKQ2021_R1_trimmed.fq.gz	312919	293592
MP_E1139_SKQ2021_R1_trimmed.fq.gz	252080	210140
MP_E1140_SKQ2021_R1_trimmed.fq.gz	240983	210577
MP_E1141_SKQ2021_R1_trimmed.fq.gz	239158	195596
MP_E1142_SKQ2021_R1_trimmed.fq.gz	214406	161885
MP_E1143_SKQ2021_R1_trimmed.fq.gz	280339	215633
MP_E1144_SKQ2021_R1_trimmed.fq.gz	262735	207389
MP_E1145_SKQ2021_R1_trimmed.fq.gz	194950	171694
MP_E1146_SKQ2021_R1_trimmed.fq.gz	215783	178440
MP_E1172_OC0622_R1_trimmed.fq.gz	262028	232271
MP_E1173_OC0622_R1_trimmed.fq.gz	272248	236404
MP_E1174_OC0622_R1_trimmed.fq.gz	281650	248751
MP_E1229_OC0822_PCR1_R1_trimmed.fq.gz	281864	211898
MP_E1229_OC0822_PCR2_R1_trimmed.fq.gz	289898	218385
MP_E1229_OC0822_PCR3_R1_trimmed.fq.gz	218789	158861
MP_E1230_OC0822_PCR1_R1_trimmed.fq.gz	264362	181928
MP_E1230_OC0822_PCR2_R1_trimmed.fq.gz	272209	183761
MP_E1230_OC0822_PCR3_R1_trimmed.fq.gz	223833	152367
MP_E1231_OC0822_PCR1_R1_trimmed.fq.gz	300222	234122
MP_E1231_OC0822_PCR2_R1_trimmed.fq.gz	269648	214135
MP_E1231_OC0822_PCR3_R1_trimmed.fq.gz	279843	216620
MP_E1240_OC0922_R1_trimmed.fq.gz	281573	222197
MP_E1241_OC0922_R1_trimmed.fq.gz	265227	223172
MP_E1242_OC0922_R1_trimmed.fq.gz	246543	201338
MP_E1243_OC0922_R1_trimmed.fq.gz	269582	209068
MP_E1244_OC0922_R1_trimmed.fq.gz	301382	227594
MP_E1245_OC0922_R1_trimmed.fq.gz	291601	238633
MP_E1246_OC0922_R1_trimmed.fq.gz	223717	172110
MP_E1247_OC0922_R1_trimmed.fq.gz	203807	143781
MP_E1248_OC0922_R1_trimmed.fq.gz	240331	157704
MP_E1249_OC0922_R1_trimmed.fq.gz	71580	59402
MP_E1250_OC0922_R1_trimmed.fq.gz	244204	191948
MP_E1251_OC0922_R1_trimmed.fq.gz	316347	287306
MP_E1252_OC0922_R1_trimmed.fq.gz	289515	265894
MP_E1253_OC0922_R1_trimmed.fq.gz	235708	193520
MP_E1254_OC0922_R1_trimmed.fq.gz	214219	170868
MP_E1255_OC0922_R1_trimmed.fq.gz	267132	155812
MP_E1256_OC0922_R1_trimmed.fq.gz	274696	239326
MP_E1257_OC0922_R1_trimmed.fq.gz	246683	218791
MP_E1258_OC0922_R1_trimmed.fq.gz	290563	247894
MP_E1259_OC0922_R1_trimmed.fq.gz	248958	211945
MP_E1260_OC0922_R1_trimmed.fq.gz	248835	220278
MP_E1261_OC0922_R1_trimmed.fq.gz	346166	334981
MP_E1262_OC0922_R1_trimmed.fq.gz	320270	291958
MP_E1263_OC0922_R1_trimmed.fq.gz	116749	97633
MP_E1265_OC0922_PCR1_R1_trimmed.fq.gz	259043	226377
MP_E1265_OC0922_PCR2_R1_trimmed.fq.gz	294994	256758
MP_E1265_OC0922_PCR3_R1_trimmed.fq.gz	5980	5495
MP_E1266_OC0922_PCR1_R1_trimmed.fq.gz	321245	294721
MP_E1266_OC0922_PCR2_R1_trimmed.fq.gz	277480	257606
MP_E1266_OC0922_PCR3_R1_trimmed.fq.gz	346566	319683
MP_E1267_OC0922_PCR1_R1_trimmed.fq.gz	286675	258472
MP_E1267_OC0922_PCR2_R1_trimmed.fq.gz	206417	186213
MP_E1267_OC0922_PCR3_R1_trimmed.fq.gz	219097	199395
MP_E1275_OC1021_R1_trimmed.fq.gz	236786	195175
MP_E1276_OC1021_R1_trimmed.fq.gz	232840	177489
MP_E1277_OC1021_R1_trimmed.fq.gz	95132	88413
MP_E1278_OC1021_R1_trimmed.fq.gz	256186	201102
MP_E1279_OC1021_R1_trimmed.fq.gz	232369	165972
MP_E1280_OC1021_R1_trimmed.fq.gz	226889	171569
MP_E1281_OC1021_R1_trimmed.fq.gz	88404	81522
MP_E1282_OC1021_R1_trimmed.fq.gz	260958	193485
MP_E1283_OC1021_R1_trimmed.fq.gz	278662	215363
MP_E1284_OC1021_R1_trimmed.fq.gz	249301	174450
MP_E1285_OC1021_R1_trimmed.fq.gz	219700	172209
MP_E1286_OC1021_R1_trimmed.fq.gz	259034	192332
MP_E1287_OC1021_R1_trimmed.fq.gz	257095	241571
MP_E1288_OC1021_R1_trimmed.fq.gz	191881	175220
MP_E1289_OC1021_R1_trimmed.fq.gz	267800	213463
MP_E1290_OC1021_R1_trimmed.fq.gz	292802	210847
MP_E1291_OC1021_R1_trimmed.fq.gz	324641	270375
MP_E1292_OC1021_R1_trimmed.fq.gz	247656	224709
MP_E1293_OC1021_R1_trimmed.fq.gz	200849	170849
MP_E1294_OC1021_R1_trimmed.fq.gz	295461	278937
MP_E1295_OC1021_R1_trimmed.fq.gz	115952	109554
MP_E1296_OC1021_R1_trimmed.fq.gz	105927	100506
MP_E1297_OC1021_R1_trimmed.fq.gz	143402	134369
MP_E1298_OC1021_R1_trimmed.fq.gz	218839	200309
MP_E1299_OC1021_R1_trimmed.fq.gz	254515	136916
MP_E1300_OC1021_R1_trimmed.fq.gz	268557	160340
MP_E1301_OC1021_R1_trimmed.fq.gz	260274	154196
MP_E1302_OC1021_R1_trimmed.fq.gz	42044	28019
MP_E1303_OC1021_R1_trimmed.fq.gz	177361	48017
MP_E1304_OC1021_R1_trimmed.fq.gz	228075	201455
MP_E1305_OC1021_R1_trimmed.fq.gz	272443	181464
MP_E1306_OC1021_R1_trimmed.fq.gz	122096	66029
MP_E1307_OC1021_R1_trimmed.fq.gz	28790	5102
MP_E1308_OC1021_R1_trimmed.fq.gz	169347	87095
MP_E1309_OC1021_R1_trimmed.fq.gz	281441	108741
MP_E1310_OC1021_R1_trimmed.fq.gz	251463	161280
MP_E1312_OC1021_R1_trimmed.fq.gz	293388	197908
MP_E1313_OC1021_R1_trimmed.fq.gz	199566	46327
MP_E1315_OC1021_R1_trimmed.fq.gz	206085	105497
MP_E1316_OC1021_R1_trimmed.fq.gz	251073	63705
MP_E1317_OC1021_R1_trimmed.fq.gz	269433	163152
MP_E1318_OC1021_R1_trimmed.fq.gz	201273	73322
MP_E1319_OC1021_R1_trimmed.fq.gz	199578	72759
MP_E1320_OC1021_R1_trimmed.fq.gz	271125	179522
MP_E1321_OC1021_R1_trimmed.fq.gz	254846	135278
MP_E1322_OC1021_R1_trimmed.fq.gz	207128	76311
MP_E1323_OC1021_PCR1_R1_trimmed.fq.gz	165648	159333
MP_E1323_OC1021_PCR2_R1_trimmed.fq.gz	240443	227633
MP_E1323_OC1021_PCR3_R1_trimmed.fq.gz	160442	153617
MP_E1324_OC1021_PCR1_R1_trimmed.fq.gz	224484	186942
MP_E1324_OC1021_PCR2_R1_trimmed.fq.gz	211617	183489
MP_E1324_OC1021_PCR3_R1_trimmed.fq.gz	195492	177386
MP_E1325_OC1021_PCR1_R1_trimmed.fq.gz	276212	201761
MP_E1325_OC1021_PCR2_R1_trimmed.fq.gz	273394	201257
MP_E1325_OC1021_PCR3_R1_trimmed.fq.gz	284397	212003
MP_E1389_OC0722_R1_trimmed.fq.gz	248556	245172
MP_E1390_OC0722_R1_trimmed.fq.gz	286688	246130
MP_E1391_OC0722_R1_trimmed.fq.gz	239589	210122
MP_E1403_OC0722_R1_trimmed.fq.gz	285330	261651
MP_E1404_OC0722_R1_trimmed.fq.gz	250212	190954
MP_E1406_OC0722_R1_trimmed.fq.gz	282168	223381
MP_E1408_OC0722_R1_trimmed.fq.gz	237926	116759
MP_E1410_OC0722_R1_trimmed.fq.gz	243940	231413
MP_E1412_OC0722_R1_trimmed.fq.gz	264245	248533
MP_E1414_OC0722_R1_trimmed.fq.gz	257044	245161
MP_E1416_OC0722_R1_trimmed.fq.gz	307815	256832
MP_E1418_OC0722_R1_trimmed.fq.gz	318017	234136
MP_E1420_OC0722_R1_trimmed.fq.gz	369178	298159
MP_E1422_OC0722_R1_trimmed.fq.gz	268608	229779
MP_E1424_OC0722_R1_trimmed.fq.gz	335814	236742
MP_E1426_OC0722_R1_trimmed.fq.gz	309963	280536
MP_E1845_OC0623_R1_trimmed.fq.gz	149876	138164
MP_E1846_OC0623_R1_trimmed.fq.gz	199601	188382
MP_E1847_OC0623_R1_trimmed.fq.gz	287329	236762
MP_E1849_OC0723_R1_trimmed.fq.gz	236621	178833
MP_E1850_OC0723_R1_trimmed.fq.gz	266957	190184
MP_E1851_OC0723_R1_trimmed.fq.gz	304350	174950
MP_E1852_OC0723_R1_trimmed.fq.gz	226387	168348
MP_E1853_OC0723_R1_trimmed.fq.gz	308043	248916
MP_E1854_OC0723_R1_trimmed.fq.gz	322121	299244
MP_E1855_OC0723_R1_trimmed.fq.gz	274683	219290
MP_E1856_OC0723_R1_trimmed.fq.gz	331603	214927
MP_E1857_OC0723_R1_trimmed.fq.gz	277580	208332
MP_E1858_OC0723_R1_trimmed.fq.gz	294713	235983
MP_E1859_OC0723_R1_trimmed.fq.gz	213723	153457
MP_E1860_OC0723_R1_trimmed.fq.gz	316952	207701
MP_E1861_OC0723_R1_trimmed.fq.gz	280234	176952
MP_E1862_OC0723_R1_trimmed.fq.gz	161069	144110
MP_E1863_OC0723_R1_trimmed.fq.gz	226052	193854
MP_E1864_OC0723_R1_trimmed.fq.gz	280247	208249
MP_E1865_OC0723_R1_trimmed.fq.gz	249579	196321
MP_E1866_OC0723_R1_trimmed.fq.gz	298110	262745
MP_E1867_OC0723_R1_trimmed.fq.gz	286891	269740
MP_E1868_OC0723_R1_trimmed.fq.gz	254816	190870
MP_E1869_OC0723_R1_trimmed.fq.gz	215924	156455
MP_E1870_OC0723_R1_trimmed.fq.gz	218219	146841
MP_E1871_OC0723_R1_trimmed.fq.gz	235362	183975
MP_E1872_OC0723_R1_trimmed.fq.gz	219711	173530
MP_E1873_OC0723_R1_trimmed.fq.gz	189926	171513
MP_E1874_OC0723_R1_trimmed.fq.gz	194816	178093
MP_E1875_OC0723_R1_trimmed.fq.gz	255551	230430
MP_E2128_1B_R1_trimmed.fq.gz	225730	218949
MP_E2128_2B_R1_trimmed.fq.gz	212599	205683
MP_E2128_3B_R1_trimmed.fq.gz	284559	263801
MP_E2128_4B_R1_trimmed.fq.gz	292032	270894
MP_E2129_1B_R1_trimmed.fq.gz	256443	232107
MP_E2129_2B_R1_trimmed.fq.gz	244358	229066
MP_E2129_3B_R1_trimmed.fq.gz	261312	237117
MP_E2129_4B_R1_trimmed.fq.gz	188946	167765
MP_E2129_5B_R1_trimmed.fq.gz	193004	186698
MP_E2130_1B_R1_trimmed.fq.gz	228834	216926
MP_E2130_2B_R1_trimmed.fq.gz	250202	212446
MP_E2130_3B_R1_trimmed.fq.gz	177418	170404
MP_E2130_4B_R1_trimmed.fq.gz	170622	154330
MP_E2130_5B_R1_trimmed.fq.gz	268958	250907
MP_E2131_1B_R1_trimmed.fq.gz	246198	184204
MP_E2131_2B_R1_trimmed.fq.gz	244477	208666
MP_E2131_3B_R1_trimmed.fq.gz	32706	24662
MP_E2131_4B_R1_trimmed.fq.gz	238239	196185
MP_E2131_5B_R1_trimmed.fq.gz	246976	169589
MP_E2132_1B_R1_trimmed.fq.gz	264597	233805
MP_E2132_2B_R1_trimmed.fq.gz	258026	241288
MP_E2132_3B_R1_trimmed.fq.gz	260458	239543
MP_E2132_4B_R1_trimmed.fq.gz	211992	205083
MP_E2132_5B_R1_trimmed.fq.gz	280702	267484
MP_E2133_1B_R1_trimmed.fq.gz	235838	220237
MP_E2133_2B_R1_trimmed.fq.gz	152172	148321
MP_E2133_3B_R1_trimmed.fq.gz	223600	204543
MP_E2133_4B_R1_trimmed.fq.gz	241250	233052
MP_E2133_5B_R1_trimmed.fq.gz	186960	182234
MP_E2134_1B_R1_trimmed.fq.gz	153033	130589
MP_E2134_2B_R1_trimmed.fq.gz	334251	311602
MP_E2134_3B_R1_trimmed.fq.gz	322957	296551
MP_E2134_4B_R1_trimmed.fq.gz	216410	209165
MP_E2134_5B_R1_trimmed.fq.gz	265904	224081
MP_E2135_1B_R1_trimmed.fq.gz	208036	192832
MP_E2135_2B_R1_trimmed.fq.gz	253200	233390
MP_E2135_3B_R1_trimmed.fq.gz	290536	238948
MP_E2135_4B_R1_trimmed.fq.gz	246482	223123
MP_E2135_5B_R1_trimmed.fq.gz	301616	280113
MP_E2136_1B_R1_trimmed.fq.gz	194360	184855
MP_E2136_2B_R1_trimmed.fq.gz	268097	259420
MP_E2136_3B_R1_trimmed.fq.gz	212546	204735
MP_E2136_4B_R1_trimmed.fq.gz	251923	232167
MP_E2136_5B_R1_trimmed.fq.gz	2038	1923
MP_E2137_1B_R1_trimmed.fq.gz	280998	232620
MP_E446_1B_PCR2_R1_trimmed.fq.gz	232044	173753
MP_E446_1B_PCR3_R1_trimmed.fq.gz	286114	214933
MP_E446_2B_PCR2_R1_trimmed.fq.gz	182324	139342
MP_E446_2B_PCR3_R1_trimmed.fq.gz	251001	187075
MP_E446_3B_PCR2_R1_trimmed.fq.gz	218963	167242
MP_E446_3B_PCR3_R1_trimmed.fq.gz	212552	162115
MP_E447_1B_PCR2_R1_trimmed.fq.gz	214696	170611
MP_E447_1B_PCR3_R1_trimmed.fq.gz	233999	186467
MP_E447_2B_PCR2_R1_trimmed.fq.gz	250019	200218
MP_E447_2B_PCR3_R1_trimmed.fq.gz	221085	173318
MP_E447_3B_PCR2_R1_trimmed.fq.gz	223212	188984
MP_E447_3B_PCR3_R1_trimmed.fq.gz	206917	172712
MP_E448_1B_PCR2_R1_trimmed.fq.gz	292506	226349
MP_E448_1B_PCR3_R1_trimmed.fq.gz	297465	234425
MP_E448_2B_PCR2_R1_trimmed.fq.gz	161977	152000
MP_E448_2B_PCR3_R1_trimmed.fq.gz	187977	176103
MP_E448_3B_PCR2_R1_trimmed.fq.gz	269773	247199
MP_E448_3B_PCR3_R1_trimmed.fq.gz	182295	165985
MP_E449_1B_PCR2_R1_trimmed.fq.gz	205582	179820
MP_E449_1B_PCR3_R1_trimmed.fq.gz	248058	215845
MP_E449_2B_PCR2_R1_trimmed.fq.gz	196770	170957
MP_E449_2B_PCR3_R1_trimmed.fq.gz	219822	192558
MP_E449_3B_PCR2_R1_trimmed.fq.gz	186452	154969
MP_E449_3B_PCR3_R1_trimmed.fq.gz	229998	191024
MP_E450_1B_PCR2_R1_trimmed.fq.gz	215668	202504
MP_E450_1B_PCR3_R1_trimmed.fq.gz	272304	253936
MP_E450_2B_PCR2_R1_trimmed.fq.gz	293188	273582
MP_E450_2B_PCR3_R1_trimmed.fq.gz	263343	247463
MP_E450_3B_PCR2_R1_trimmed.fq.gz	268526	248910
MP_E450_3B_PCR3_R1_trimmed.fq.gz	217525	203600
MP_E475_PCR2_R1_trimmed.fq.gz	195405	181469
MP_E475_PCR3_R1_trimmed.fq.gz	225623	209754
MP_E486_PCR2_R1_trimmed.fq.gz	200298	138794
MP_E486_PCR3_R1_trimmed.fq.gz	205354	142969
MP_E492_1B_PCR2_R1_trimmed.fq.gz	206011	143905
MP_E492_1B_PCR3_R1_trimmed.fq.gz	197268	142676
MP_E494_PCR2_R1_trimmed.fq.gz	251376	155582
MP_E494_PCR3_R1_trimmed.fq.gz	212599	134229
MP_E496_1T_PCR2_R1_trimmed.fq.gz	295576	194606
MP_E496_1T_PCR3_R1_trimmed.fq.gz	322901	216610
MP_E496_3B_PCR2_R1_trimmed.fq.gz	214924	140916
MP_E496_3B_PCR3_R1_trimmed.fq.gz	250666	166617
MP_E498_1B_PCR2_R1_trimmed.fq.gz	247727	199784
MP_E498_1B_PCR3_R1_trimmed.fq.gz	6096	5230
MP_E498_2B_PCR2_R1_trimmed.fq.gz	261114	219564
MP_E498_2B_PCR3_R1_trimmed.fq.gz	278981	231577
MP_E498_3B_PCR2_R1_trimmed.fq.gz	203843	148744
MP_E498_3B_PCR3_R1_trimmed.fq.gz	214445	160465
MP_E573_1B_PCR2_R1_trimmed.fq.gz	220967	140884
MP_E573_1B_PCR3_R1_trimmed.fq.gz	168500	110937
MP_E573_2B_PCR2_R1_trimmed.fq.gz	256132	178483
MP_E573_2B_PCR3_R1_trimmed.fq.gz	261401	185302
MP_E573_3B_PCR2_R1_trimmed.fq.gz	234208	152137
MP_E573_3B_PCR3_R1_trimmed.fq.gz	235605	152748
MP_E574_1B_PCR2_R1_trimmed.fq.gz	182926	159259
MP_E574_1B_PCR3_R1_trimmed.fq.gz	202764	176637
MP_E574_2B_PCR2_R1_trimmed.fq.gz	234038	168111
MP_E574_2B_PCR3_R1_trimmed.fq.gz	179602	127949
MP_E574_3B_PCR2_R1_trimmed.fq.gz	248169	178375
MP_E574_3B_PCR3_R1_trimmed.fq.gz	288804	208788
MP_E575_1B_PCR2_R1_trimmed.fq.gz	230247	209157
MP_E575_1B_PCR3_R1_trimmed.fq.gz	248565	224357
MP_E575_2B_PCR2_R1_trimmed.fq.gz	252101	234328
MP_E575_2B_PCR3_R1_trimmed.fq.gz	251984	232187
MP_E575_3B_PCR2_R1_trimmed.fq.gz	227461	212826
MP_E575_3B_PCR3_R1_trimmed.fq.gz	130000	121827
MP_E598_1B_PCR2_R1_trimmed.fq.gz	287518	209810
MP_E598_1B_PCR3_R1_trimmed.fq.gz	170986	125692
MP_E598_2B_PCR2_R1_trimmed.fq.gz	262135	189882
MP_E598_2B_PCR3_R1_trimmed.fq.gz	212013	156377
MP_E598_3B_PCR2_R1_trimmed.fq.gz	220807	160020
MP_E598_3B_PCR3_R1_trimmed.fq.gz	194311	140813
MP_E600_1B_PCR2_R1_trimmed.fq.gz	222019	193192
MP_E600_1B_PCR3_R1_trimmed.fq.gz	223203	194450
MP_E600_2B_PCR2_R1_trimmed.fq.gz	183548	156990
MP_E600_2B_PCR3_R1_trimmed.fq.gz	203773	175064
MP_E600_3B_PCR2_R1_trimmed.fq.gz	161896	131415
MP_E600_3B_PCR3_R1_trimmed.fq.gz	267199	215892
MP_POSITIVE_R1_trimmed.fq.gz	46489	45862
