x	MP_E611_1B_WCOA21	MP_E614_WCOA21	MP_E619_WCOA21	MP_E624_WCOA21	MP_E645_WCOA21	MP_E668_WCOA21	MP_E671_WCOA21	MP_E678_WCOA21	MP_E697_WCOA21	MP_E731_WCOA21	MP_E754_WCOA21	MP_E777_WCOA21	MP_E782_WCOA21	MP_E786_WCOA21	MP_E790_WCOA21	MP_E806_1B_WCOA21	MP_E815_WCOA21	MP_E820_WCOA21	MP_E828_WCOA21	MP_E834_WCOA21	MP_E882_1B_WCOA21	MP_E888_WCOA21	MP_E893_WCOA21	MP_E897_WCOA21	MP_E902_1B_WCOA21	MP_E969_1T_NA128	MP_E970_1T_NA128	MP_E971_1T_NA128	MP_E972_1T_NA128	MP_E973_1T_NA128	MP_E977_2T_NA128	MP_E978_2T_NA128	MP_E979_1T_NA128	MP_E980_1T_NA128	MP_E985_1T_NA128	MP_E991_1T_NA128	MP_E994_2T_NA128	MP_E995_1T_NA128	MP_E996_1T_NA128	MP_E1005_1T_NA128	MP_E1011_2T_NA128	MP_E1012_1T_NA128	MP_E1013_1T_NA128	MP_E1014_1T_NA128	MP_E1015_1T_NA128	MP_E1020_1T_NA128	MP_E1021_1T_NA128	MP_E1022_1T_NA128	MP_E1024_1T_NA128	MP_E1025_1T_NA128	MP_E1623_1B_Chaba22	MP_E1624_1B_Chaba22	MP_E1625_1B_Chaba22	MP_E1626_1B_Chaba22	MP_E1627_1B_Chaba22	MP_E1631_Chaba22	MP_E1632_Chaba22	MP_E1634_Chaba22	MP_E1635_Chaba22	MP_E1637_Chaba22	MP_E2084_SKQ23_12S	MP_E2090_SKQ23_12S	MP_E2097_SKQ23_12S	MP_E2138_1T_QiavacTest	MP_E2138_2T_QiavacTest	MP_E2139_1T_QiavacTest	MP_E2139_2T_QiavacTest	MP_E2139_3T_QiavacTest	MP_E2139_4T_QiavacTest	MP_E2140_Kotzebue23	MP_E2141_Kotzebue23	MP_POSITIVE
ASV_1	0	0	0	0	0	0	0	4760	11328	0	2126	6014	7212	968	3616	523722	20124	1722	212939	12312	0	0	0	902	965	108102	21127	30457	147493	1734	5442	3897	2877	750	131	1994	11	2	0	7	1214	4459	610	1184	340	222	293	172	0	740	0	0	9	133	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10	21611	13540	19941	16604	8678	6489	37480	13400	10284	34179	10788	8653	8729	24748	16576	1706	11259	12554	19797	10725	9419	7766	25766	2381	3745	15222	22879	17023	7883	10770	8927	13637	3184	16337	14196	7003	60881	37393	38976	28750	8392	19539	14544	18428	3824	7742	12204	7736	24191	15339	70080	45948	20657	50347	71226	36181	40772	57805	47697	37486	472	4783	8045	52	7	18	2	7	18	18022	9062	33
ASV_100	2780	264	119	241	0	185	34	2591	1065	459	187	775	2286	2540	1778	152	3498	147	200	271	50	374	555	72	0	107	14	138	354	725	690	1522	243	550	154	158	3114	4334	2067	31	389	3497	1439	1248	336	1260	1547	345	9	432	11	44	0	0	68	27	3	0	76	30	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1000	0	0	51	0	0	0	0	9	0	0	22	12	0	0	0	12	329	40	70	116	0	0	0	0	0	0	52	0	54	174	275	235	192636	0	113	0	8	42	79	0	717	9384	1087	566	346086	385445	68286	550	0	1586	319	1	19	0	63	617	48	1416	57	56	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10000	15372	10183	9228	21050	40042	41977	28860	25822	33745	31080	4166	25589	52283	29664	18336	2553	20308	9711	13970	28225	27516	35945	42437	7625	13921	7150	7864	8858	6258	4204	3962	6101	5686	21629	14891	17403	3891	2354	1873	1699	1098	6643	4067	2796	732	2206	3434	1853	24391	26105	3448	14024	1	19459	19523	466	5489	203	6274	595	0	1	25	0	1	0	0	0	0	0	0	1
ASV_10001	0	0	0	0	0	0	0	0	0	0	0	86	0	64	0	19	0	17	983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10003	9610	808	265	2323	2944	3424	3177	2166	4603	16813	819	2643	3732	12119	4369	127	1151	1099	1041	51	2048	2321	9398	602	1161	670	831	749	847	413	258	636	1528	3749	1784	1639	765	345	303	188	56	285	976	238	32	188	214	121	663	2527	1184	3814	0	3939	5866	51	1425	0	1401	18	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10004	20059	11644	10375	8940	13309	8778	21049	9855	5056	8602	6235	4256	9916	8418	5291	938	22908	10259	11189	3093	15884	16009	23834	1485	2865	10017	10726	9570	6618	11302	16121	28125	10163	52688	14440	18905	16554	7805	7806	9758	2139	15494	11624	12736	3154	8707	14734	3553	37832	20276	17871	17974	1511	16107	22370	4564	11606	4525	13631	6116	0	1	400	12	21	31	9	28	22	25	0	1
ASV_10005	0	147	0	0	0	0	31	29	0	0	0	0	0	0	0	0	0	124	59	0	224	0	0	0	0	16	16	0	0	0	0	56	0	0	0	0	8	43	23	23	9	31	50	0	0	0	0	17	0	0	14	74	0	242	18	2	0	0	74	24	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10006	39081	4999	23356	11148	19767	9341	12008	12948	14403	7407	4924	5436	12857	9494	1800	582	10084	6794	7631	920	16558	7327	6870	1241	3007	11099	12376	9931	8855	5391	9663	13794	6481	31240	17700	21041	24909	10419	10101	11959	1533	7767	7549	7689	2346	5037	8924	1840	44603	16067	13700	18643	3288	19058	18453	8537	11704	7502	12559	9627	0	403	809	0	0	1	0	1	2	0	4	7
ASV_10007	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	2323	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10009	8499	121551	9161	20733	63695	9811	7740	19231	8146	13320	8428	9577	4421	11938	9499	1549	14877	6059	8718	4106	19137	6057	67262	1789	1856	11362	16462	19335	13277	55803	59202	67706	768	7305	6820	14126	28220	21081	24426	73283	17713	97462	79158	52179	24250	37152	92604	14024	7128	3770	26850	18615	9846	21458	25795	13243	20955	16770	39923	13851	332	2371	4574	628	690	411	286	542	248	1237	649	12
ASV_1001	0	0	0	0	0	0	31	0	28	0	67	51	0	0	0	0	0	23	80	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	204	276	287	302	0	0	0	0	0	0	0	20	0	30	28	0	0	283	83	54	228	60	189	142	0	0	0	72	18	25	22	33	16	37	0	0
ASV_10010	6192	222	2115	3248	10023	22332	154	160	588	0	4	466	0	431	295	645	1593	52	174	1432	600	790	2137	16	428	199	282	225	359	744	567	847	857	773	1018	1121	0	8	3	10	810	1707	300	1224	67	101	1487	140	0	147	0	0	0	24	0	3	21	0	30	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_10011	1059	709	537	3500	124	149	2682	582	303	2466	1107	511	941	2549	905	121	1618	1488	2612	1427	864	2466	1901	365	538	1239	1247	999	735	1124	1556	2157	205	1016	95	161	5738	2748	3233	1679	213	1758	1253	912	358	827	1036	283	1652	511	2089	2658	3360	2571	4101	3644	2704	3623	3218	3857	0	121	1169	0	0	0	0	0	0	0	8	1
ASV_10012	0	3977	41811	11482	3960	1748	1631	8132	362	4429	78	654	1240	2680	1094	0	48	0	0	0	83	0	0	0	1405	2525	7630	28976	10709	27	16	0	59	53	309	13055	0	0	7	11	0	90	13	0	0	0	0	0	0	967	0	0	0	20	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_10016	0	101	530	608	231	116	392	74	203	0	0	9	0	847	0	22	171	63	348	259	345	542	0	62	0	453	528	177	315	51	46	163	0	0	74	417	1065	595	642	1643	28	0	24	100	21	73	57	0	0	85	2488	2615	0	1449	3120	157	1598	69	1072	152	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10018	1923	2430	4213	3930	601	1568	3194	4021	932	3068	1322	1134	1178	1705	1288	195	4694	2019	2076	229	1272	1220	3381	245	467	4422	1735	1989	1835	2772	3957	3565	850	2441	574	1101	12978	8442	6959	4693	1323	5145	3567	4440	721	1990	4475	1958	2539	2185	13580	7199	2746	15860	11645	4151	9219	5381	12723	5462	98	1320	1965	2730	1231	1916	440	1942	1068	497	177	9
ASV_10019	27179	580	133	47	516	24340	0	57	14415	321	0	19059	346	1273	375	2703	1251	157	592	5775	17530	273	31292	1475	27111	100	86	96	174	1790	920	1105	3006	15827	132	2387	0	2	6	13	297	1056	8440	1206	223	293	564	363	130	501	20	0	0	0	0	0	6	0	54	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_1002	0	156	171	1172	209	0	1039	436	289	1286	1002	209	242	338	259	51	133	419	949	0	1284	1726	48	113	297	570	435	457	252	99	253	511	140	553	243	41	1182	978	774	432	42	203	216	66	67	111	197	0	267	166	257	788	118	1113	789	1004	800	1896	956	1722	0	79	24	0	0	0	0	0	0	0	0	0
ASV_10020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10021	0	0	0	0	0	127	0	37	0	8	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	123	0	0	25	0	89	106	4	0	248	0	0	27	6	0	3	44	0	0	0	13	36	0	259	90	19	39	32	78	74	312	40	585	64	477	0	0	0	0	0	0	0	0	0	0	102	0
ASV_10023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	642	156	0	0	0	0	0	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10025	367	5106	46	3850	0	110	1065	10455	91	0	37	365	236	0	153	35	0	220	417	0	924	0	476	90	153	339	493	233	3003	460	627	0	0	0	2503	76	7093	10664	6101	10870	63	367	402	87	243	411	327	56	1252	0	2329	507	0	1827	5470	51	2391	88	1522	6	0	0	22	0	0	0	7	0	1	0	0	0
ASV_10027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	54	62	51	59	59	106	10	0	0
ASV_1003	0	0	0	0	0	0	0	90	294	0	0	0	0	118	0	0	0	0	0	0	0	0	211	71	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	21	9	84	116	444	113	416	144	423	0	0	0	0	0	0	0	0	0	0	0	2
ASV_10030	0	0	17	177	0	1223	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	137	3	0	0	37	0	0	107	49	198	111	146	1234	0	0	0	0	0	0	642	33	0	15	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579	43	0	34	0	60	46	0	662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1590	472	0	0	227	0	0	441	0	1044	0	0	0	158	39	0	0	0	0	0	0	0	0	0
ASV_10035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	226	118	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10039	0	0	0	0	0	0	0	0	0	0	15115	0	0	0	0	479	835	0	0	0	0	146	0	55	0	0	0	0	0	0	0	0	2618	0	0	0	0	0	0	0	4274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1004	442	517	6	214	257	1474	41	229	115	4055	161	229	1995	453	1346	0	0	90	119	25	30	49	199	18	47	9073	1454	100	372	39	171	157	19	0	0	26	1065	958	1025	750	7	17	34	64	0	21	101	30	0	199	254	87	550	79	408	1023	285	1514	460	1784	0	13	226	264	75	102	28	92	74	599	2123	0
ASV_10040	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	8	9	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	87	53	14	0	0	64	0	4	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	11	0	0	0	13	0	0	0	0	0	0	0	0
ASV_10041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV_10042	1099	739	1088	1222	0	589	1681	1787	769	614	1001	1012	471	309	798	48	1473	733	1195	605	430	2209	1759	186	401	1241	700	1553	508	362	610	1082	18	815	560	110	3358	1534	1300	2832	147	461	679	589	176	605	830	193	393	618	13178	33974	6887	3772	14519	4217	5596	3789	7899	4986	0	171	194	0	0	0	0	0	0	0	1	0
ASV_10043	0	75	49	0	0	96	0	207	0	0	0	0	1010	0	0	0	0	4029	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	319	0	43	38	0	10	0	0	0	0	1	0	0	0	3948	1924	0	0	0	23	0	0	10	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10045	939	3300	2279	5275	2049	2511	4844	3214	2379	7922	1436	2096	1284	4389	1564	445	4225	1948	1665	6251	2249	4234	1818	345	837	1623	1120	3969	2254	1907	3378	3977	855	2602	1305	3327	4050	4528	2914	3884	532	2422	1685	2249	508	1252	1058	890	13182	3807	11536	6405	505	11679	13468	3140	7566	2642	9003	1760	0	100	227	540	145	257	298	185	301	809	236	2
ASV_10047	0	0	0	0	0	435	0	153	0	2734	0	200	598	0	148	17	151	120	160	192	0	0	0	0	0	895	74	15	35	0	0	0	0	0	90	0	100	57	17	10	5	122	0	27	1	12	77	25	0	148	143	19	58	172	253	313	154	476	279	330	0	90	23	0	0	0	0	0	0	38	0	0
ASV_10048	0	47	0	0	0	308	162	120	20	1115	0	0	203	0	150	2	0	30	194	64	77	0	0	8	0	85	103	0	24	0	78	57	23	0	0	375	38	25	47	58	9	0	0	0	0	0	151	0	0	53	87	88	179	64	106	896	12	638	112	382	334	139	66	43	30	37	28	15	21	46	39	0
ASV_10049	0	0	18	102	0	473	162	325	91	0	30	16	0	0	0	0	0	49	15	0	179	719	0	32	0	17	11	0	0	0	87	13	0	0	177	432	17	0	0	0	4	37	0	2	0	9	0	13	0	0	0	78	0	0	77	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1005	5278	15943	3176	3373	549	654	3549	6145	1867	0	723	920	401	0	0	530	1222	1173	2549	245	4517	1469	1968	1248	171	1468	1834	932	649	4784	7514	11228	163	982	1161	744	5018	2479	3122	4271	668	1579	2093	3219	797	2473	2257	721	2527	1112	386	2675	38	1456	2235	335	1609	215	626	692	0	73	172	23	6	0	0	14	0	0	0	0
ASV_10050	0	0	0	0	0	0	0	11	0	0	0	40	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	75	60	54	50	316	593	91	0	0	0	0	0	94	0	0	126	0	179	14	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10054	0	0	0	0	0	8	0	2	11	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	17	0	0	0	0	0	0	0	0	0	0	2	58	0	0	6	0	17	0	0	0	68	0	0	0	0	0	0	0	0	0
ASV_10057	0	0	13	0	0	497	72	10	0	0	32	21	0	174	29	0	155	42	70	22	46	0	0	0	0	247	281	96	178	28	25	46	24	0	115	49	54	121	79	44	30	50	28	17	3	0	34	5	0	0	100	196	26	164	86	291	175	293	148	177	0	30	20	197	86	81	39	159	95	124	35	0
ASV_10058	0	0	0	0	0	0	0	0	0	0	0	13	0	0	25	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	6	5	2	5	0	0	16	3	14	0	0	0	0	0	0	0	0	0	1	0	14	0	0	16	3	13	6	10	8	6	1	0
ASV_10059	386	54	41	0	0	293	0	74	674	1494	35	219	204	300	185	107	147	276	592	16	0	0	185	6	0	280	0	0	42	155	270	417	57	133	249	38	70	119	45	22	60	218	308	53	42	78	39	0	526	169	59	177	479	304	144	1135	358	4069	323	3521	0	136	151	2958	666	1121	537	1049	1082	93	0	3
ASV_1006	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	22	16	0	0	0	0	0	0	0	0	291	279	170	134	0	0	0	0	0	0	0	0	0	0	73	7	0	0	0	202	73	377	62	519	0	0	0	0	0	0	0	0	0	4	0	0
ASV_10060	0	62	0	0	0	151	0	30	0	896	0	0	0	23	0	0	0	25	6	0	0	0	0	7	0	769	75	29	45	94	0	146	0	0	75	2	107	158	112	558	37	0	0	8	4	44	27	0	0	355	0	10	3	84	52	107	22	85	48	206	0	0	0	152	61	83	37	84	79	55655	1611	0
ASV_10061	0	10	19	0	0	79	0	18	173	279	6	0	0	0	0	0	0	44	16	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	6	13	13	22	0	0	0	0	0	0	0	0	0	0	85	207	0	0	0	0	32	703	7	1309	10	0	0	0	1405	689	977	268	1026	625	168	31	0
ASV_10063	0	0	32	0	119	0	0	176	1324	663	50	44	0	0	445	0	0	0	24	0	40	0	0	6	0	1373	182	103	162	94	54	0	0	299	26	57	506	217	265	379	16	0	47	16	10	18	0	0	0	156	114	151	0	0	228	28	41	41	43	53	0	0	25	76	29	51	15	43	28	25555	10021	0
ASV_10064	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	1	8	0	145	21	0
ASV_10067	4749	9541	22495	499	1923	4249	1108	3564	1450	240	573	1525	435	324	715	394	717	494	1238	106	2802	0	1278	135	334	425	1489	1027	525	3240	6519	8112	3695	11878	2387	1849	123	29	97	531	269	1534	1320	1430	466	1031	1123	373	13096	3916	294	92	0	623	79	24	75	0	288	15	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10068	5570	50612	6017	3990	12610	3400	2814	4202	991	2001	1191	2927	4278	2266	1950	404	1927	1359	2573	199	3335	2322	2693	451	2084	5987	4342	3885	2133	3172	2371	3558	534	8608	2892	7727	4569	1239	1628	3063	231	656	1475	1974	82	578	1044	519	11047	7306	3315	9465	1121	3607	11256	2762	3237	3806	5068	4192	0	1548	2128	299	65	151	58	81	139	126	0	1
ASV_1007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	2356	0	0	0	0	0	0	22	46	0	22	9	2	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10072	412	0	32	0	0	63	29	55	109	275	0	43	0	66	708	10	5	25	54	0	0	0	0	0	0	100	69	67	0	0	0	0	0	153	4	0	20	15	17	17	0	0	0	0	0	0	0	0	0	0	29	31	7	0	0	29	0	76	10	11	0	19	38	13	3	9	8	9	3	175	920	0
ASV_10076	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1984	260	0
ASV_10077	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	66	0	49	0	0	0	0	0	0	0	0	0	0	0	0	16	14	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10079	2014	617	217	511	717	491	817	785	1227	289	204	389	1041	97	255	31	180	196	199	87	1614	1273	602	180	0	102	205	342	136	391	449	618	313	767	664	316	219	27	87	139	11	150	137	142	63	206	95	150	888	405	115	228	0	396	362	6	140	19	149	12	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10080	4	68	23	53	0	0	0	150	57	194	116	151	0	0	33	0	75	46	58	0	51	0	0	0	0	0	19	16	0	95	249	89	13	128	92	112	80	22	15	29	7	198	28	54	40	47	217	31	0	311	4	0	0	51	0	3	40	22	183	4	0	0	85	432	174	281	54	369	187	200	51	0
ASV_10081	0	0	391	0	0	0	0	0	0	0	38	41	0	0	56	0	0	29	15	0	94	0	212	0	0	22	61	0	0	163	0	222	0	0	0	249	0	0	21	0	8	0	0	0	0	48	80	20	0	0	0	9	0	0	22	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10083	346	610	258	862	1900	1264	3201	730	115	0	286	384	1636	0	127	70	1330	1428	1573	1	2339	1215	0	135	57	211	415	153	453	488	346	601	751	2036	2075	2342	31	91	97	53	424	268	326	439	150	224	144	98	2307	2858	143	573	13	1377	1356	54	841	11	746	26	0	0	40	0	0	0	0	0	0	0	0	0
ASV_10085	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	23	4	4	0	8	0	0	18	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10089	5909	2255	3943	4996	1953	2336	4367	5149	3056	971	1722	1742	1691	3059	4945	384	1968	1009	3540	48	4400	2416	3079	436	1820	3416	4707	5115	4036	1814	1668	4310	662	2706	3257	3703	2606	1332	1500	2325	294	811	1652	761	351	1141	749	381	2890	4018	8475	12268	4691	10172	18461	2942	6436	1932	8068	2607	0	23	624	0	0	1	0	0	0	0	0	1
ASV_1009	191	151	73	97	884	842	734	370	727	3258	202	835	730	1800	1259	83	285	706	396	52	1853	136	139	80	227	185	536	165	194	565	516	792	216	865	536	995	139	29	65	154	92	183	307	276	80	157	329	57	1326	587	143	933	0	714	1209	8	162	0	285	7	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10094	193	751	398	744	2232	1020	2227	745	539	1803	754	1063	1088	1891	1868	67	1181	504	1231	222	550	1768	1358	406	74	452	523	454	168	403	358	382	145	559	855	235	8343	3628	4810	2976	91	480	449	158	53	182	393	146	892	509	1615	4164	122	1151	3747	585	1482	393	2099	1139	0	310	1149	0	0	0	0	0	0	0	0	0
ASV_10096	0	1551	310	102	0	84	58	1733	452	0	58	1030	846	0	0	69	1280	909	1513	250	15633	358	2936	109	137	145	307	298	340	591	833	1032	29	0	0	364	19	10	3	453	75	572	550	655	124	143	673	32	1056	104	38	352	0	568	301	4	140	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1010	836	53	70	1694	0	26	0	414	458	240	0	149	0	0	270	5	204	16	66	0	0	0	0	0	0	242	527	177	292	0	54	33	230	921	64	559	0	0	0	12	10	38	0	217	24	8	1	0	972	214	32	3	0	0	23	5	40	240	30	10	0	0	0	10	0	0	7	4	15	0	0	0
ASV_10101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	5	0	0	0	0	0	0	0	0	7	323	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10102	0	118	94	315	0	1051	106	176	0	0	411	709	0	0	0	57	321	577	224	54	88	153	0	168	63	2895	1235	103	511	163	42	155	0	0	4070	1243	636	1180	372	238	168	620	142	54	21	1855	3454	1749	17	423	765	159	369	966	460	19980	1453	19553	1867	15161	6774	3463	1789	0	0	0	0	0	0	15075	74439	11
ASV_10104	0	4	0	60	393	687	24	0	54	1050	0	69	193	333	1749	9	0	21	10	0	0	0	0	21	49	0	0	0	0	0	17	47	22	0	93	165	10	10	23	7	0	0	0	54	6	0	0	27	143	0	15	20	0	0	0	5	8	0	10	0	0	0	0	38	2	1	2	0	15	0	0	0
ASV_10106	0	0	85	0	0	311	38	0	0	0	0	0	0	0	0	3	241	0	0	0	0	0	0	0	0	114	291	404	345	0	0	0	0	0	0	0	1259	944	592	389	1	122	25	15	2	22	34	11	0	0	86	56	0	329	20	93	122	15	482	82	0	106	80	0	0	0	0	0	0	0	0	0
ASV_10107	947	1325	1019	720	1035	367	723	1792	183	0	81	371	1967	104	149	75	1311	278	135	448	594	468	806	166	250	307	1041	1192	519	3153	2356	3596	176	2383	777	716	846	197	198	130	552	3910	2358	3572	714	1852	3090	1061	1202	789	396	1146	18	1091	998	86	606	112	445	40	0	0	34	24	8	8	8	39	15	95	0	0
ASV_1011	1718	0	14	0	0	270	0	0	0	1423	0	0	0	173	3731	0	0	0	0	0	0	0	332	34	0	0	0	0	0	90	0	38	0	0	0	0	0	0	0	0	0	0	0	0	7	11	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10113	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0
ASV_10116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	31	0	0	0	0	0	0	0	0	0	24	68	0	0	0	0	63	17	0	0	0	0	237	184	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_10118	1308	0	615	3159	587	302	1422	205	0	0	34	466	217	565	234	24	600	97	140	94	458	1789	0	44	124	1174	1123	861	111	266	812	821	111	811	767	129	3257	1660	1539	1581	38	289	253	121	69	291	108	49	5322	3200	967	865	2091	1235	1887	1069	1010	3489	1650	2411	0	0	76	0	0	0	0	0	0	0	0	2
