Sample	ASV	count	Kingdom	Phylum	Class	Order	Family	Genus	Species	(common name)
MP_E1025_1T_NA128	ASV_30	11	Eukaryota	Porifera	Demospongiae	Poecilosclerida				
MP_E1623_1B_Chaba22	ASV_30	12450	Eukaryota	Porifera	Demospongiae	Poecilosclerida				
MP_E1624_1B_Chaba22	ASV_30	6343	Eukaryota	Porifera	Demospongiae	Poecilosclerida				
MP_E1625_1B_Chaba22	ASV_30	10	Eukaryota	Porifera	Demospongiae	Poecilosclerida				
MP_E1626_1B_Chaba22	ASV_30	771	Eukaryota	Porifera	Demospongiae	Poecilosclerida				
MP_E1627_1B_Chaba22	ASV_30	5856	Eukaryota	Porifera	Demospongiae	Poecilosclerida				
MP_E1631_Chaba22	ASV_30	1082	Eukaryota	Porifera	Demospongiae	Poecilosclerida				
MP_E1632_Chaba22	ASV_30	1843	Eukaryota	Porifera	Demospongiae	Poecilosclerida				
MP_E1634_Chaba22	ASV_30	1360	Eukaryota	Porifera	Demospongiae	Poecilosclerida				
MP_E1635_Chaba22	ASV_30	2758	Eukaryota	Porifera	Demospongiae	Poecilosclerida				
MP_E1637_Chaba22	ASV_30	2889	Eukaryota	Porifera	Demospongiae	Poecilosclerida				
MP_E2090_SKQ23_12S	ASV_30	68	Eukaryota	Porifera	Demospongiae	Poecilosclerida				
MP_E2097_SKQ23_12S	ASV_30	137	Eukaryota	Porifera	Demospongiae	Poecilosclerida				
MP_E2140_Kotzebue23	ASV_30	7	Eukaryota	Porifera	Demospongiae	Poecilosclerida				
MP_E611_1B_WCOA21	ASV_300	2	Eukaryota	Picozoa						
MP_E614_WCOA21	ASV_300	33	Eukaryota	Picozoa						
MP_E619_WCOA21	ASV_300	3	Eukaryota	Picozoa						
MP_E624_WCOA21	ASV_300	3	Eukaryota	Picozoa						
MP_E668_WCOA21	ASV_300	36	Eukaryota	Picozoa						
MP_E678_WCOA21	ASV_300	25	Eukaryota	Picozoa						
MP_E697_WCOA21	ASV_300	25	Eukaryota	Picozoa						
MP_E754_WCOA21	ASV_300	5	Eukaryota	Picozoa						
MP_E777_WCOA21	ASV_300	28	Eukaryota	Picozoa						
MP_E782_WCOA21	ASV_300	10	Eukaryota	Picozoa						
MP_E806_1B_WCOA21	ASV_300	88	Eukaryota	Picozoa						
MP_E815_WCOA21	ASV_300	9	Eukaryota	Picozoa						
MP_E882_1B_WCOA21	ASV_300	5	Eukaryota	Picozoa						
MP_E893_WCOA21	ASV_300	8	Eukaryota	Picozoa						
MP_E897_WCOA21	ASV_300	1	Eukaryota	Picozoa						
MP_E902_1B_WCOA21	ASV_300	38	Eukaryota	Picozoa						
MP_E969_1T_NA128	ASV_300	42	Eukaryota	Picozoa						
MP_E970_1T_NA128	ASV_300	6	Eukaryota	Picozoa						
MP_E971_1T_NA128	ASV_300	2	Eukaryota	Picozoa						
MP_E972_1T_NA128	ASV_300	18	Eukaryota	Picozoa						
MP_E973_1T_NA128	ASV_300	51	Eukaryota	Picozoa						
MP_E977_2T_NA128	ASV_300	51	Eukaryota	Picozoa						
MP_E978_2T_NA128	ASV_300	91	Eukaryota	Picozoa						
MP_E979_1T_NA128	ASV_300	7	Eukaryota	Picozoa						
