Sample	Carybdeida	Lineidae	Prosorhochmidae	Carcinonemertidae	Actinopteri	Synaptidae	Picozoa	Micropterus salmoides	Candidatus Karelsulcia__f	Eukaryota	Acharax johnsoni	Elpidiidae	Perciformes	Sphaeronectes koellikeri	Sclerodactylidae	Solasteridae	Cephalopoda	Trachymedusae	Chordata	Pseudobathylagus milleri	Eumicrotremus spinosus	Tetractinellida	Muggiaea atlantica	Elasipodida	Gobiiformes	Euphausia pacifica	Poecilosclerida	Chiridota sp_ 2 AKM_2016	Anthozoa	Chuniphyes multidentata	Homo sapiens	Ulmaridae	Spongillida	Mollusca	Heteronemertea	Merluccius	Gallus	Holothuroidea	Coleoptera	Scorpiones	Hydrozoa	Acharax sp_ NY_2022	Eusergestes arcticus	Spatangoida	Eptatretus	Actinomycetaceae	Echinoidea	Anaerolineales	Hiatella	Stenobrachius leucopsarus	Dictyodendrillidae	Heteromolpadia tridens	Ophiura sarsii	Hiatellidae	Axinellida	Dendroceratida	Micrura purpurea	Oxalobacteraceae	Semaeostomeae	Rhodobacterales	Orseolia	Bacillota	Geodiidae	Thysanoessa	Acartia longiremis	Trochida	Demospongiae	Meioglossus psammophilus	Gadiformes	Gennadas	Bacteria	Harrimania kupfferi	Cricotopus sp_	Pseudocalanus elongatus	Harrimaniidae	Tubulaniformes	Chitonida	Trichometra cubensis	Stichopodidae	Tarletonbeania	Cecidomyiidae	Orseolia oryzae	Eucalanus bungii	Steironepion moniliferum	Lamna ditropis	Tellinidae	Hansarsia megalops	Tubulanus sp_ 3 TCH_2015	Psammobiidae	Lamna	Cyclopecten sp_ DJC_2016	Octopodidae	Paralepetopsis sp_	Monostilifera	Scopelogadus bispinosus	Antedonidae	Antarctonemertes sp_ NEP_2021	Amphiuridae	Hubrechtidae	Poseidonemertidae	Oerstedia sp_ SJ 64	Gemmatimonadales	Chiridota	Candidatus Woesebacteria	Scolopendromorpha	Polydesmida	Ophiolimna	Sporidiobolales	Forcipulatida	Enypniastes	Bathydorus laniger	Simulium	Callyspongiidae	Enypniastes eximia	Tetronarce	Enteropneusta	Tetronarce californica	Amphipholis squamata	Asteronychidae	Saccoglossus	Amphipoda	Protoglossus koehleri	Tubulanidae	Ophiotreta durbanensis	Chaetoderma nitidulum	Sagittidae	Lasaeidae	Arachnida	Luidia foliolata	Fredericella	Diptera	Acharax	Nemertea	Ophiacanthidae	Thyasiridae	Chalinidae	Cyclothone atraria	Gennadas incertus	Apodida	Chondrichthyes	Asteriidae	Ophiolepididae	Balaenoptera	Bacteriovoracales	Euplectellidae	Benthogone abstrusa	Cryptocaryon__f	Dendrochirotida	Molpadia	Astropectinidae	Artiodactyla	Pourtalesiidae	Peniagone leander	Chironomidae	Plutonaster agassizi	Cerianthidae	Mammalia	Stereobalanus	Pannychia	Oceanospirillales	Lucinida	Littorinimorpha	Chaetodermatida	Acartia tonsa	Chaetoderma	Simrothiellidae	Siphonophorae	Sapromyza palpella	Flavobacteriales	Otariidae	Hemiptera	Petrasma pervernicosa	Cunina sp_	Holothyrida	Luidia	Breviturma doederleini	Amphipholis torelli	Breviturma	Tubulanus	Ophiura luetkenii	Candidatus Pseudothioglobus__f	Modiolus	Schizocardium	Galeommatida	Negombata magnifica	Decapoda	Porifera	Diplosoma	Promethearchaeales	Calanoida	Chimaeriformes	Lissodendoryx	Dondersiidae	Clausophyidae	Balaenoptera musculus	Ophiothrix angulata	Eumicrotremus orbis	Trachipterus trachypterus	Cerebratulus	Magelona	Triphoturus mexicanus	Curtonida lutruwita	Labyrinthulida	Luidia sp_ NSMT E_14364	Valvatida	Tepidiformaceae	Geryoniidae	Ophiophthalmus	Balanomorpha	Suberitida	Ctenomys brasiliensis	Thymallus thymallus	Ophiura signata	Peptostreptococcales	Carinaria sp_	Zoarces fedorovi	Sphaeropleales	Sus scrofa	Ceriantheopsis americana	Cliona	Primates	Myxoderma platyacanthum	Suidae	Vesicomyidae	Amphiura koreae	Hymenoptera	Candidatus Pseudothioglobus__f__o	Poecilostomatoida	Rheocricotopus emeiensis	Ophiopholis sp_ EAC01	Lissodendoryx sp_	Nearchaster variabilis	Hippasteria spinosa	Leptothecata	Chloropicales	Galiteuthis armata	Histioteuthis	Merluccius productus	Mytilidae	Psathyrometra fragilis	Lycopodina hypogea	Cephalopholis	Stereobalanus canadensis	Ennucula	Solemyidae	Lonchotaster tartareus	Candidatus Chazhemtobacteraceae	Chionoecetes	Haplosclerida	Archaea	Ostreococcus sp_ _lucimarinus_	Betaproteobacteria	Rhabdus rectius	Mycoplasmatales	Anarhichas lupus	Ennucula tenuis	Megayoldia lischkei	Orthoptera	Roseobacteraceae	Neomerinthe bucephalus	Merluccius albidus	Loxosomatidae	Asteroidea	Gurjanovella littoralis	Poromyidae__o	Veillonellaceae	Carinomidae	Mus pahari	Neocalanus	Thiotrichales	Heteronemertes longifissus	Cheilostomatida	Metacarcinus magister	Pourtalesia	Callanthias	Ophiuridae	Burkholderiales	Zygothuria	Cricotopus trifascia	Neolepetopsis sp_	Chaetoderma felderi	Ctenodiscus crispatus	Megaptera novaeangliae	Ophionotus victoriae	Hymenaster latebrosus	Hemieuryalidae	Cricotopus	Zygonemertes virescens	Oerstedia	Lensia conoidea	Agelasida	Hominidae	Osmeriformes	Aphragmophora	Eualus	Comatulida	Cardiida	Compsomyax subdiaphana	Bryocryptellidae	Chlorellales	Axinella	Magelonidae	Acteonidae__o	Rajidae	Munididae	Carinoma sp_ 5 TCH_2015	Maculaura	Macoma nasuta	Chaetopteridae	Chloroflexota	Crangon sp_ UF_53625	Centropagidae	Loxosomella	Semelidae	Phoca	Muusoctopus leioderma	Chlorophyceae	Heterochone calyx	Merluccius paradoxus	Dermaptera	Acanthocepola krusensternii	Gerres	Apristurus brunneus	Camelus dromedarius	Antarctonemertes	Carininidae	Eubosmina	Palaeonemertea	Aglantha digitale	Enterobacterales	Doliolum nationalis	Nuculidae	Calanus	Candidatus Nanogingivalaceae	Nocardioidaceae	Opiliones	Ralstonia pickettii	Onykia	Acila	Callyspongia	Cerebratulus sp_ 1 TCH_2015	Henricia	Caenidae	Cyclopecten	Pedicellaster	Poseidonemertes	Lycopodina	Pyropelta	Buccinidae	Cochlodesma	Hubrechtella	Caprellidae	Parasagitta elegans	Columbellidae	Maculaura magna	Rodentia	Paracalanidae	Phoronidae__o	Flectonema sp_ DT1601	Anabantidae	Candidatus Babeliales	Cephalothrix major	Ophiopholis mirabilis	Pseudocalanus	Nitrospinales	Paratrissocladius	Magelona johnstoni	Eubacteriales	Pyrenomonadales	Microctenopoma nanum	Synchaetidae	Bathytyphlops marionae	Amphimedon compressa	Ophiuroidea	Turrum gymnostethus	Haliclona indistincta	Pagurus	Mytilus trossulus	Coelosphaeridae	Adapedonta	Zygonemertes sp_	Moerella	Ploima	Chlamys hastata	Humilaria kennerleyi	Pectinidae	Cliona patera	Mya	Velatida	Laqueus	Lineus sp_ 1 TCH_2015	Axinellidae	Lentisphaerota	Dyopedos bispinis	Chaetopterus	Latrunculiidae	Gastropoda	Hanleyella	Seguenziida	Tubulanus sexlineatus	Molpadida	Orcinus orca	Saxidomus nuttalli	Celleporella hyalina	Smittinidae	Tresus	Mamiellales	Marsupiomonadaceae	Anomiidae	Orthasterias koehleri	Mytilus	Camarodonta	Podonidae	Haliclona cinerea	Cypriniformes	Chydoridae	Trisopsis sp_ Trisp100	Crella	Escharinidae	Solecurtidae	Bacteroidia	Planktomarina temperata	Mytilimeria nuttalli	Limnomedusae	Macoma	Bosminidae	Priapulus caudatus	Daphnia pulex	Rhodospirillales	Cephalothrix	Paludicella articulata	Bugulidae	Odobenus rosmarus	Loxosomella aloxiata	Lineus	Tipulidae	Tomocerus sp_ 1 DY_2020	Leptodora kindtii	Castor canadensis	Potthastia	Pyrgota	Lepidostoma	Tanypus punctipennis	Graptoleberis testudinaria	Cypridopsis vidua	Sphaeriidae	Ectopsocus meridionalis	Prostoma sp_	Crangonyx floridanus	Thienemanniella tusimufegea	Daphnia	Rheocricotopus	Parasitidae	Pipunculidae	Aves	Tephritidae	Eratigena saeva	Empoasca	Isotomidae	Lithobius forficatus	Entomobryomorpha	Brillia bifasciata	Lampyridae	Sciaridae	Plumatella rugosa	Paratanytarsus	Dicyrtomina	Thienemanniella	Cricotopus trifasciatus	Plumatellidae	Pectinatella magnifica	Chydorus sphaericus	Corynoneura	Lirceus	Ceratophysella communis	Limnophyes sp_ YF_2022	Acroperus harpae	Eurycercus glacialis	Gammarus balcanicus	Camptocercus rectirostris	Aedes albopictus	Oxidus	Tanytarsus	Stephanella hina	Nebria	Candona	Trichoptera	Hypogastruridae	Dytiscidae	Ephemerellidae	Tanypus	Alona sp_ 1 DPK_2020	Paratrissocladius sp_	Diplostraca	Smittia aterrima	Alona affinis	Carabus	Diaptomidae	Insecta	Caecidotea communis	Cyclocyprididae	Lepidoptera	Hypsibius	Cristatella mucedo	Symphypleona	Candidatus Saccharibacteria	Ablabesmyia	Bosmina	Procyon	Passeriformes	Pacifastacus leniusculus	Cladopelma	Geophilomorpha	Aphididae	Poduromorpha	Occidentodema mcfarlandi	Orchesella villosa	Ceriodaphnia	Thienemanniella xena	Proteroiulus	Eurycercus longirostris	Synchaeta cf_ pectinata	Unionidae	Bovidae	Canidae	Hexagenia sp_ BYU IGCEP003	Neanuridae	Ephemeroptera	Leporidae	Lathonura rectirostris	Isotomurus maculatus	Elipsocidae	Lithobiomorpha	Blattodea	Daphnia pulicaria	Cyrtodaria siliqua	Candonidae	Acetobacterales	Plecoptera	Hippoboscidae	Argyra leucocephala	Syrphidae	Limnophyes	Lithobiidae	Synchaeta	Pardosa	Neelipleona	Synendotendipes sp_	Macrocera parva	Sacconemertidae	Tanytarsus curticornis	Lathrobium	Anthobium melanocephalum	Ameletus	Cicadellidae	Psylla	Sepiida	Pogonognathellus	Rhamphomyia barbata	Hyphomicrobiales	Agrypnia pagetana	Podabrus temporalis	Enchytraeidae	Thripidae	Entomobryidae	Parameletus columbiae	Cricotopus ornatus	Perlodidae	Ilybius	Macoma balthica	Anopheles homunculus	Ceratophysella sp_ FZ_2014	Teleopsis	Onychiuridae	Bibio marci	Tarnania fenestralis	Cyprididae	Stictochironomus sp_	Collembola	Spilogona dispar	Cricetidae	Corixidae	Cladotanytarsus pallidus	Psychoda	Sarcoptiformes	Victivallales	Charadriiformes	Mustelidae	Ceratophysella	
MP_E611_1B_WCOA21	15	81	57	43	11702	2	27	376	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E614_WCOA21	6	0	0	0	2396	0	55	0	1987	25745	261	33622	18712	6	212	405	481	3	204	11403	36	4	3	282	2	2423	62	457	255	71	260	8	2	30	145	905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E619_WCOA21	1	0	0	0	0	0	62	0	3345	87273	0	0	24696	54	0	396	33	0	8	0	0	0	0	0	0	87	108	0	5	63	36	2	0	0	0	0	4910	1	20	18	3	209	360	310	2374	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E624_WCOA21	2	0	0	0	21	0	203	0	10244	11051	0	0	0	0	0	0	362	0	66	0	31	0	0	0	0	10223	561	0	0	13	0	0	0	0	0	5996	0	0	0	0	0	280	0	485	0	0	17	26	3708	11727	2	143	90	303	170	11	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E645_WCOA21	0	0	0	0	0	0	0	0	431	2756	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	5	2	2	27	3	977	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E668_WCOA21	8	488	0	0	4261	0	142	0	367	4480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	491	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	3	1024	12197	38	3	756	9	26	607	593	61	5609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
MP_E671_WCOA21	22	0	0	0	10886	17	268	0	14427	0	0	0	7299	0	0	0	0	9	32	0	0	0	0	0	0	4720	447	0	0	0	5	0	0	0	0	13380	0	0	0	0	0	0	60	1365	0	25	116	0	0	0	10	0	0	0	277	22	0	0	0	0	0	0	0	1240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	4777	4	5	5	3	2073	93	210	735	432	11327	13	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
