	% Eukaryote	96.59	97.6	96.2	81.17	84.16	96.97	79.47	94.34	99.27	99.99	97.58	92.69	99.08	99.25	99.88	89.24	90.24	89.16	86.68	99.58	92.92	56.26	97.81	40.67	80.82	98.65	92	90.33	91.9	97.94	97.23	99.14	97.78	98.73	96.2	98.25	99.87	98.99	98.93	99.09	99.74	96.82	98.15	98.87	99.42	98.44	98.04	97.99	98.9	97.65	96.55	80.3	97.54	95.49	72.47	98.71	94.73	96.47	96.21	90.67	99.85	99.81	99.26	99.99	100	99.98	99.97	100	99.99	99.77	98.29	97.41
	% Prokaryote	0.02	1.97	2.66	18.32	10.28	1.16	19.15	5.41	0.37	0	1.92	6.43	0.26	0.05	0	10.04	9.41	10.42	12.75	0.39	6.64	43.42	1.93	57.4	15.02	1.15	7.66	9.4	7.93	1.83	2.45	0.74	1.87	1	2.19	1.24	0.01	0.78	0.54	0.57	0.25	2.91	1.74	1.04	0.52	1.3	1.87	1.77	0.78	1.63	0.81	16.29	0.01	2.78	19.36	0.05	2.13	0.05	1.41	0.18	0	0.02	0	D	0	D	0	0	0	0.04	0.03	0
Eukaryota;Arthropoda;Branchiopoda;Diplostraca;Macrotrichidae;Lathonura;Lathonura rectirostris	Lathonura rectirostris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0
Eukaryota;Arthropoda;Branchiopoda;Diplostraca;NA;NA;NA	Diplostraca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0.04	0	0	0	0
Eukaryota;Arthropoda;Branchiopoda;Diplostraca;Podonidae;NA;NA	Podonidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0
	<<<Arthropoda, Chilopoda>>>
Eukaryota;Arthropoda;Chilopoda;Geophilomorpha;NA;NA;NA	Geophilomorpha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0.03	0	0
Eukaryota;Arthropoda;Chilopoda;Lithobiomorpha;Lithobiidae;Lithobius;Lithobius forficatus	Lithobius forficatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	D	0	0	0	0	0	0
Eukaryota;Arthropoda;Chilopoda;Lithobiomorpha;Lithobiidae;NA;NA	Lithobiidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0
Eukaryota;Arthropoda;Chilopoda;Lithobiomorpha;NA;NA;NA	Lithobiomorpha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0
Eukaryota;Arthropoda;Chilopoda;Scolopendromorpha;NA;NA;NA	Scolopendromorpha	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	0	0
	<<<Arthropoda, Collembola>>>
Eukaryota;Arthropoda;Collembola;Entomobryomorpha;Entomobryidae;NA;NA	Entomobryidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0
Eukaryota;Arthropoda;Collembola;Entomobryomorpha;Isotomidae;Isotomurus;Isotomurus maculatus	Isotomurus maculatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0
Eukaryota;Arthropoda;Collembola;Entomobryomorpha;Isotomidae;NA;NA	Isotomidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	D	D	D	D	0.02	D	0
Eukaryota;Arthropoda;Collembola;Entomobryomorpha;NA;NA;NA	Entomobryomorpha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0.01	0.01	0	D	0.03	0.02	0
Eukaryota;Arthropoda;Collembola;Entomobryomorpha;Orchesellidae;Orchesella;Orchesella villosa	Orchesella villosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	0	0	0	0
Eukaryota;Arthropoda;Collembola;Entomobryomorpha;Tomoceridae;Pogonognathellus;NA	Pogonognathellus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.02	0
Eukaryota;Arthropoda;Collembola;Entomobryomorpha;Tomoceridae;Tomocerus;Tomocerus sp_ 1 DY_2020	Tomocerus sp_ 1 DY_2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D	0	D	0.03	0.01	D	0	0	0
Eukaryota;Arthropoda;Collembola;NA;NA;NA;NA	Collembola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0
Eukaryota;Arthropoda;Collembola;Neelipleona;NA;NA;NA	Neelipleona	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.01	0
Eukaryota;Arthropoda;Collembola;Poduromorpha;Hypogastruridae;Ceratophysella;Ceratophysella communis	Ceratophysella communis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	0.07	0.08	D	0.01	0	0	0
Eukaryota;Arthropoda;Collembola;Poduromorpha;Hypogastruridae;Ceratophysella;Ceratophysella sp_ FZ_2014	Ceratophysella sp_ FZ_2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0
