Percent	Sample	TerminalTaxa
0.197322381176363	MP_E2139_1T_QiavacTest	zzOther
0.139962302124464	MP_E2139_2T_QiavacTest	zzOther
0.00871571817517764	MP_E2139_3T_QiavacTest	zzOther
0.023622344848439	MP_E2139_4T_QiavacTest	zzOther
0.303689993254885	MP_E1011_2T_NA128	zzOther
0.052302920322186	MP_E1014_1T_NA128	zzOther
0.0275838113675952	MP_E2139_2T_QiavacTest	zzOther
2.46771217712177	MP_E645_WCOA21	Acartia longiremis
0.0442005791800031	MP_E994_2T_NA128	Acartia longiremis
4.40262397919177	MP_E995_1T_NA128	Acartia longiremis
5.53649743978324	MP_E996_1T_NA128	Acartia longiremis
0.00131911039195167	MP_E1005_1T_NA128	Acartia longiremis
0.000687091609924351	MP_E1623_1B_Chaba22	Acartia longiremis
0.00934699552512589	MP_E1624_1B_Chaba22	Acartia longiremis
0.000313645787266608	MP_E1625_1B_Chaba22	Acartia longiremis
0.00229689029764827	MP_E1631_Chaba22	Acartia longiremis
0.00183057425114258	MP_E1632_Chaba22	Acartia longiremis
0.633840241288656	MP_E1634_Chaba22	Acartia longiremis
0.0133490285547856	MP_E1637_Chaba22	Acartia longiremis
0.192826841496336	MP_E2084_SKQ23_12S	Acartia longiremis
0.735628383683928	MP_E2090_SKQ23_12S	Acartia longiremis
2.2929900019939	MP_E2097_SKQ23_12S	Acartia longiremis
0.442477876106195	MP_POSITIVE	Acartia longiremis
0.0295751737541458	MP_E815_WCOA21	zzOther
0.0121463390933973	MP_E828_WCOA21	zzOther
0.00688503709313734	MP_E834_WCOA21	zzOther
0.0319915501683365	MP_E2140_Kotzebue23	zzOther
2.11200211200211	MP_E777_WCOA21	Acharax
0.103031503863681	MP_E971_1T_NA128	Acharax
5.86484672186171	MP_E973_1T_NA128	Acharax
4.67432293452177	MP_E977_2T_NA128	Acharax
1.20753490953641	MP_E978_2T_NA128	Acharax
0.0274919362314949	MP_E1011_2T_NA128	Acharax
0.14847733928608	MP_E1013_1T_NA128	Acharax
0.0419230962721983	MP_E1015_1T_NA128	Acharax
0.425990913519371	MP_E1020_1T_NA128	Acharax
0.499300134336631	MP_E1021_1T_NA128	Acharax
0.94776521270867	MP_E1022_1T_NA128	Acharax
0.259848869508079	MP_E614_WCOA21	zzOther
1.87712281689009	MP_E678_WCOA21	zzOther
0.0485442168984593	MP_E969_1T_NA128	zzOther
1.5164123901988	MP_E971_1T_NA128	zzOther
0.0467717918368905	MP_E972_1T_NA128	zzOther
0.379279480868203	MP_E973_1T_NA128	zzOther
0.601645526225574	MP_E977_2T_NA128	zzOther
0.0125220828623451	MP_E978_2T_NA128	zzOther
0.681515539810558	MP_E979_1T_NA128	zzOther
0.402217143268487	MP_E980_1T_NA128	zzOther
0.0703282089642892	MP_E1011_2T_NA128	zzOther
0.478962966420087	MP_E1012_1T_NA128	zzOther
0.322554219828381	MP_E1013_1T_NA128	zzOther
0.0100057760616356	MP_E1014_1T_NA128	zzOther
0.296396290644442	MP_E1015_1T_NA128	zzOther
0.338506198490889	MP_E1020_1T_NA128	zzOther
1.14890698832305	MP_E1021_1T_NA128	zzOther
1.29001376174236	MP_E1022_1T_NA128	zzOther
1.31956888938429	MP_E1024_1T_NA128	zzOther
0.0228939825456277	MP_E1025_1T_NA128	zzOther
0.16803614787181	MP_E619_WCOA21	Acharax sp_ NY_2022
0.501972032986734	MP_E624_WCOA21	Acharax sp_ NY_2022
0.0114543163682181	MP_E972_1T_NA128	Acharax sp_ NY_2022
0.730029089281719	MP_E973_1T_NA128	Acharax sp_ NY_2022
0.780339389784025	MP_E977_2T_NA128	Acharax sp_ NY_2022
0.108299095025687	MP_E978_2T_NA128	Acharax sp_ NY_2022
0.255547357244408	MP_E980_1T_NA128	Acharax sp_ NY_2022
13.7730842519545	MP_E985_1T_NA128	Acharax sp_ NY_2022
0.0907873242993552	MP_E1011_2T_NA128	Acharax sp_ NY_2022
1.16852962453037	MP_E1012_1T_NA128	Acharax sp_ NY_2022
0.551926109484118	MP_E1013_1T_NA128	Acharax sp_ NY_2022
0.388860842395383	MP_E1014_1T_NA128	Acharax sp_ NY_2022
0.139184679623698	MP_E1015_1T_NA128	Acharax sp_ NY_2022
0.674527035759377	MP_E1020_1T_NA128	Acharax sp_ NY_2022
0.787231444165751	MP_E1021_1T_NA128	Acharax sp_ NY_2022
0.195057739484234	MP_E1022_1T_NA128	Acharax sp_ NY_2022
12.327980176457	MP_E1024_1T_NA128	Acharax sp_ NY_2022
24.1586461414482	MP_E1025_1T_NA128	Acharax sp_ NY_2022
0.174969430056964	MP_E1020_1T_NA128	zzOther
0.0287324454839653	MP_E2138_1T_QiavacTest	zzOther
0.0166347356224259	MP_E2139_1T_QiavacTest	zzOther
0.148135283270418	MP_E2139_2T_QiavacTest	zzOther
0.0070555813799057	MP_E2139_3T_QiavacTest	zzOther
0.010866278630282	MP_E2139_4T_QiavacTest	zzOther
0.000956260638399602	MP_E995_1T_NA128	zzOther
0.00321600283008249	MP_E619_WCOA21	zzOther
0.0335836434223076	MP_E671_WCOA21	zzOther
