dada2_input	filtered	dada_f	dada_r	merged	nonchim	final_perc_reads_retained
MP_E1106_SKQ2021	323455	307057	306352	306186	300119	261871	81
MP_E1107_SKQ2021	313056	293354	292760	292570	286902	246733	78.8
MP_E1108_SKQ2021	362496	341922	341238	341157	334815	290063	80
MP_E1109_SKQ2021	321597	299454	298815	298730	290949	263522	81.9
MP_E1110_SKQ2021	366532	349192	348428	348259	341540	296083	80.8
MP_E1111_SKQ2021	300386	287169	286611	286757	280775	246907	82.2
MP_E1112_SKQ2021	295308	278956	278189	278148	270443	241827	81.9
MP_E1113_SKQ2021	317853	300888	300539	300536	294629	260568	82
MP_E1114_SKQ2021	257254	243448	243191	243136	238840	214859	83.5
MP_E1115_SKQ2021	612	558	546	550	506	476	77.8
MP_E1116_SKQ2021	328186	310650	310169	310246	305440	273280	83.3
MP_E1117_SKQ2021	360273	337420	337043	336896	330658	299214	83.1
MP_E1118_SKQ2021	307031	290513	289888	289762	285128	263430	85.8
MP_E1119_SKQ2021	334121	315195	314800	314695	310871	277627	83.1
MP_E1120_SKQ2021	306873	289408	289115	289090	284918	253699	82.7
MP_E1121_SKQ2021	323726	302265	301729	301747	297332	270027	83.4
MP_E1122_SKQ2021	309217	293040	292726	292615	288956	260111	84.1
MP_E1123_SKQ2021	314762	295957	295704	295632	292169	260852	82.9
MP_E1124_SKQ2021	316572	296809	296219	296095	289487	272716	86.1
MP_E1125_SKQ2021	368879	348889	348543	348372	334428	306500	83.1
MP_E1126_SKQ2021	344354	324317	323940	324011	311480	289069	83.9
MP_E1127_SKQ2021	375167	357007	356412	356538	350311	327672	87.3
MP_E1128_SKQ2021	358050	338672	338292	338347	333883	302122	84.4
MP_E1129_SKQ2021	303517	283946	283248	283066	274335	247817	81.6
MP_E1130_SKQ2021	308723	291047	290266	290428	280422	251198	81.4
MP_E1131_SKQ2021	320307	300755	299805	300041	293723	278712	87
MP_E1132_SKQ2021	338736	320799	320357	320167	313622	293743	86.7
MP_E1133_SKQ2021	379004	353301	352805	352776	345248	304561	80.4
MP_E1134_SKQ2021	355179	331995	331429	331395	325259	291200	82
MP_E1135_SKQ2021	383294	359564	359291	359160	352311	299112	78
MP_E1136_SKQ2021	309740	292545	292276	292302	288152	259818	83.9
MP_E1137_SKQ2021	438092	410032	409597	409609	403187	357898	81.7
MP_E1138_SKQ2021	380961	361610	361284	361318	342384	310138	81.4
MP_E1139_SKQ2021	329188	308813	308297	308209	303038	284697	86.5
MP_E1140_SKQ2021	322506	306713	306185	306190	300548	272195	84.4
MP_E1141_SKQ2021	370968	346059	345530	345714	340931	306266	82.6
MP_E1142_SKQ2021	331283	310679	310427	310445	306965	278514	84.1
MP_E1143_SKQ2021	436638	410652	410255	410311	406136	367036	84.1
MP_E1144_SKQ2021	379901	356334	355837	355935	351454	318866	83.9
MP_E1145_SKQ2021	274996	249523	249278	249113	240150	225251	81.9
MP_E1146_SKQ2021	351903	331919	331536	331546	326943	306305	87
MP_POSITIVE	165885	119185	119181	119133	118999	118999	71.7
