Sample_Name	Biological_Replicate	Technical_Replicate	Negative_control	Cruise_ID_short	Cruise_ID_long	Collection_Date_UTC	Collection_Date_local	Collection_Time_UTC	Collection_Time_local	Field_Sample_Name	Cast_No.	Rosette_position	Field_collection_method	Preservation	Area.within.region	Station	Depth_m	Lat	Lon	Sample_volume_ml	Personnel_responsible_for_Collecting_Sample	Field_Notes	Combined_date	Combined_date_local	Date_UTC	Date_local_check	Date_local	Lat_fix	Lat_dec	Lon_fix	Lon_dec	Cast	Bottle	Year	Month	Day	Hours	Minutes	Seconds	PrDM	T090C	T190C	C0S/m	C1S/m	V0	V1	V2	V3	V4	V5	V6	V7	FlECO-AFL	CStarAt0	CStarTr0	Par	Sbox0Mm/Kg	Sbox1Mm/Kg	???	Latitude	Longitude	ScanPosition	Sal00	Sal11	Sigma-t00	Sigma-t11
E1124.SKQ2021	1	1	FALSE	SKQ2021	SKQ21 EcoFOCI DBO	11/15/21	11/14/21	5:50	20:50	NA	26	3	Niskin; Sterivex 0.22µm filter	95% EtOH	Bering Sea	DBO1.8	64.9	63˚ 1.81' N	173˚ 27.66' W	1000	Matt Galaska	NA	11/15/21 5:50	11/14/21 20:50	2021-11-15 05:50:00	2021-11-14 20:50:00	2021-11-14 20:50:00	63 1.81	63.0301666666667	173 27.66	-173.461	26	3	2021	11	15	6	3	32	64.517	0.0124	0.0112	2.72255	2.722159	0.0156	0	1.9985	1.8558	3.4563	0.0103	0.3218	0	0.1903	1.0696	76.5369	3.5789e-07	217.268	219.964	6.44	63.03045	-173.4611	319.248004	32.5501	32.5462	26.1281	26.1251
E1125.SKQ2021	1	1	FALSE	SKQ2021	SKQ21 EcoFOCI DBO	11/15/21	11/14/21	5:50	20:50	NA	26	12	Niskin; Sterivex 0.22µm filter	95% EtOH	Bering Sea	DBO1.8	30.4	63˚ 1.81' N	173˚ 27.66' W	1000	Matt Galaska	NA	11/15/21 5:50	11/14/21 20:50	2021-11-15 05:50:00	2021-11-14 20:50:00	2021-11-14 20:50:00	63 1.81	63.0301666666667	173 27.66	-173.461	26	12	2021	11	15	6	10	28	30.277	0.4946	0.4922	2.694741	2.694241	0.0177	0	2.8296	2.6038	4.6148	0.0509	2.0594	0	0.2385	-0.087	102.2007	0.011144	332.869	335.626	41.19	63.0303	-173.4611	319.252821	31.702	31.6981	25.4212	25.4182
E1126.SKQ2021	1	1	FALSE	SKQ2021	SKQ21 EcoFOCI DBO	11/15/21	11/14/21	5:50	20:50	NA	26	18	Niskin; Sterivex 0.22µm filter	95% EtOH	Bering Sea	DBO1.8	10.8	63˚ 1.81' N	173˚ 27.66' W	1000	Matt Galaska	NA	11/15/21 5:50	11/14/21 20:50	2021-11-15 05:50:00	2021-11-14 20:50:00	2021-11-14 20:50:00	63 1.81	63.0301666666667	173 27.66	-173.461	26	18	2021	11	15	6	15	19	10.547	0.472	0.47	2.691606	2.691169	0.018	0	2.8386	2.6146	4.6117	0.2708	3.0562	0	0.2453	-0.0844	102.1328	0.099678	333.159	337.361	61.12	63.03029	-173.46111	319.25619	31.6958	31.6922	25.4173	25.4145
E1127.SKQ2021	1	1	FALSE	SKQ2021	SKQ21 EcoFOCI DBO	11/15/21	11/15/21	9:34	00:34	NA	27	3	Niskin; Sterivex 0.22µm filter	95% EtOH	Bering Sea	DBO1.9	60.9	63˚ 16.7' N	173˚ 16.86' W	1000	Matt Galaska	NA	11/15/21 9:34	11/15/21 00:34	2021-11-15 09:34:00	2021-11-15 00:34:00	2021-11-15 00:34:00	63 16.7	63.2783333333333	173 16.86	-173.281	27	3	2021	11	15	9	45	18	59.981	0.487	0.4858	2.766905	2.766513	0.0154	0	2.1339	1.9941	3.4194	0.01	0.9123	0	0.1852	1.1125	75.7205	1e-12	233.58	238.351	18.25	63.2797	-173.281	319.402581	32.6294	32.6256	26.1684	26.1655
E1128.SKQ2021	1	1	FALSE	SKQ2021	SKQ21 EcoFOCI DBO	11/15/21	11/15/21	9:34	00:34	NA	27	12	Niskin; Sterivex 0.22µm filter	95% EtOH	Bering Sea	DBO1.9	30.6	63˚ 16.7' N	173˚ 16.86' W	1000	Matt Galaska	NA	11/15/21 9:34	11/15/21 00:34	2021-11-15 09:34:00	2021-11-15 00:34:00	2021-11-15 00:34:00	63 16.7	63.2783333333333	173 16.86	-173.281	27	12	2021	11	15	9	53	17	31.139	0.5573	0.5467	2.700784	2.699445	0.0179	0	2.8175	2.6123	4.5829	0.0178	1.9749	0	0.2447	-0.0593	101.4931	0.0018015	330.396	337.105	39.5	63.28	-173.28096	319.408133	31.7153	31.709	25.4287	25.4242
E1129.SKQ2021	1	1	FALSE	SKQ2021	SKQ21 EcoFOCI DBO	11/15/21	11/15/21	9:34	00:34	NA	27	18	Niskin; Sterivex 0.22µm filter	95% EtOH	Bering Sea	DBO1.9	10.6	63˚ 16.7' N	173˚ 16.86' W	1000	Matt Galaska	NA	11/15/21 9:34	11/15/21 00:34	2021-11-15 09:34:00	2021-11-15 00:34:00	2021-11-15 00:34:00	63 16.7	63.2783333333333	173 16.86	-173.281	27	18	2021	11	15	9	58	56	10.526	0.5134	0.5118	2.695601	2.69517	0.0211	0	2.8269	2.6198	4.5769	0.1583	3.0166	0	0.3158	-0.0541	101.3622	0.048785	331.192	337.213	60.33	63.28048	-173.28081	319.412056	31.705	31.7011	25.4227	25.4196
E1130.SKQ2021	1	1	FALSE	SKQ2021	SKQ21 EcoFOCI DBO	11/15/21	11/15/21	12:54	03:54	NA	28	3	Niskin; Sterivex 0.22µm filter	95% EtOH	Bering Sea	DBO1.10	45.5	63˚ 36.29' N	172˚ 35.59' W	1000	Matt Galaska	NA	11/15/21 12:54	11/15/21 03:54	2021-11-15 12:54:00	2021-11-15 03:54:00	2021-11-15 03:54:00	63 36.29	63.6048333333333	172 35.59	-172.593166666667	28	3	2021	11	15	13	1	34	45.053	0.7493	0.7481	2.794319	2.793876	0.0131	0	2.1811	2.033	3.7574	0.0098	0.7858	0	0.133	0.7353	83.2072	1e-12	237.542	241.999	15.72	63.60562	-172.59346	319.539545	32.7157	32.7113	26.2235	26.22
E1131.SKQ2021	1	1	FALSE	SKQ2021	SKQ21 EcoFOCI DBO	11/15/21	11/15/21	12:54	03:54	NA	28	9	Niskin; Sterivex 0.22µm filter	95% EtOH	Bering Sea	DBO1.10	29.7	63˚ 36.29' N	172˚ 35.59' W	1000	Matt Galaska	NA	11/15/21 12:54	11/15/21 03:54	2021-11-15 12:54:00	2021-11-15 03:54:00	2021-11-15 03:54:00	63 36.29	63.6048333333333	172 35.59	-172.593166666667	28	9	2021	11	15	13	5	18	30.148	0.684	0.6838	2.734799	2.734526	0.0129	0	2.8071	2.5983	4.6472	0.0132	1.2144	0	0.129	-0.115	102.9177	0.00082768	327.054	332.681	24.29	63.60649	-172.59394	319.542145	32.0244	32.0212	25.6709	25.6683
E1132.SKQ2021	1	1	FALSE	SKQ2021	SKQ21 EcoFOCI DBO	11/15/21	11/15/21	12:54	03:54	NA	28	15	Niskin; Sterivex 0.22µm filter	95% EtOH	Bering Sea	DBO1.10	10.5	63˚ 36.29' N	172˚ 35.59' W	1000	Matt Galaska	NA	11/15/21 12:54	11/15/21 03:54	2021-11-15 12:54:00	2021-11-15 03:54:00	2021-11-15 03:54:00	63 36.29	63.6048333333333	172 35.59	-172.593166666667	28	15	2021	11	15	13	10	21	10.279	0.6483	0.6458	2.718113	2.717749	0.0156	0	2.834	2.6277	4.6441	0.2098	2.2182	0	0.1903	-0.1123	102.8487	0.07076	330.075	336.552	44.36	63.60724	-172.5943	319.545655	31.8573	31.8551	25.5383	25.5366
E1133.SKQ2021	1	1	FALSE	SKQ2021	SKQ21 EcoFOCI DBO	11/15/21	11/15/21	21:20	12:20	NA	29	3	Niskin; Sterivex 0.22µm filter	95% EtOH	Bering Sea	DBO2.1	42.6	64˚ 40.21' N	169˚ 55.122' W	1000	Matt Galaska	NA	11/15/21 21:20	11/15/21 12:20	2021-11-15 21:20:00	2021-11-15 12:20:00	2021-11-15 12:20:00	64 40.21	64.6701666666667	169 55.122	-169.9187	29	3	2021	11	15	21	31	45	42.7	0.1656	0.1641	2.705533	2.704875	0.0189	0	2.5221	2.3302	4.1246	0.241	1.0695	0	0.2676	0.3623	91.3419	0.084574	290.995	294.665	21.39	64.67006	-169.92066	319.892805	32.1774	32.1703	25.8203	25.8147
E1134.SKQ2021	1	1	FALSE	SKQ2021	SKQ21 EcoFOCI DBO	11/15/21	11/15/21	21:20	12:20	NA	29	6	Niskin; Sterivex 0.22µm filter	95% EtOH	Bering Sea	DBO2.1	30.1	64˚ 40.21' N	169˚ 55.122' W	1000	Matt Galaska	NA	11/15/21 21:20	11/15/21 12:20	2021-11-15 21:20:00	2021-11-15 12:20:00	2021-11-15 12:20:00	64 40.21	64.6701666666667	169 55.122	-169.9187	29	6	2021	11	15	21	34	16	30.201	0.1657	0.1643	2.704792	2.704263	0.0212	0	2.5218	2.335	4.1636	0.8338	0.8516	0	0.3187	0.3247	92.2042	0.68898	290.549	295.579	17.03	64.67012	-169.92074	319.894548	32.1747	32.1693	25.8182	25.8139
E1135.SKQ2021	1	1	FALSE	SKQ2021	SKQ21 EcoFOCI DBO	11/15/21	11/15/21	21:20	12:20	NA	29	12	Niskin; Sterivex 0.22µm filter	95% EtOH	Bering Sea	DBO2.1	10.4	64˚ 40.21' N	169˚ 55.122' W	1000	Matt Galaska	NA	11/15/21 21:20	11/15/21 12:20	2021-11-15 21:20:00	2021-11-15 12:20:00	2021-11-15 12:20:00	64 40.21	64.6701666666667	169 55.122	-169.9187	29	12	2021	11	15	21	38	45	10.459	-0.4152	-0.414	2.646368	2.646131	0.0219	0	2.6188	2.4209	4.3122	2.1951	1.849	0	0.3359	0.1843	95.4968	18.527	309.921	313.934	36.98	64.66994	-169.9205	319.897668	32.0262	32.0219	25.7233	25.7197
E1136.SKQ2021	1	1	FALSE	SKQ2021	SKQ21 EcoFOCI DBO	11/16/21	11/15/21	0:44	15:44	NA	30	3	Niskin; Sterivex 0.22µm filter	95% EtOH	Bering Sea	DBO2.2	40.8	64˚ 40.8' N	169˚ 6.04' W	1000	Matt Galaska	NA	11/16/21 0:44	11/15/21 15:44	2021-11-16 00:44:00	2021-11-15 15:44:00	2021-11-15 15:44:00	64 40.8	64.68	169 6.04	-169.100666666667	30	3	2021	11	16	0	51	43	40.943	-0.736	-0.7367	2.634764	2.634141	0.0302	0	2.7957	2.5818	4.2276	0.4576	0.9104	0	0.5285	0.2636	93.6228	0.2186	339.096	345.048	18.21	64.68027	-169.10058	320.032746	32.1936	32.1859	25.8704	25.8642
E1137.SKQ2021	1	1	FALSE	SKQ2021	SKQ21 EcoFOCI DBO	11/16/21	11/15/21	0:44	15:44	NA	30	6	Niskin; Sterivex 0.22µm filter	95% EtOH	Bering Sea	DBO2.2	30.2	64˚ 40.8' N	169˚ 6.04' W	1000	Matt Galaska	NA	11/16/21 0:44	11/15/21 15:44	2021-11-16 00:44:00	2021-11-15 15:44:00	2021-11-15 15:44:00	64 40.8	64.68	169 6.04	-169.100666666667	30	6	2021	11	16	0	53	53	30.198	-0.9638	-0.9647	2.611373	2.610862	0.0339	0	2.7974	2.5836	4.3622	0.8718	0.7636	0	0.6127	0.1381	96.6057	0.76316	341.846	347.458	15.27	64.68029	-169.10058	320.034249	32.1278	32.1219	25.8246	25.8199
E1138.SKQ2021	1	1	FALSE	SKQ2021	SKQ21 EcoFOCI DBO	11/16/21	11/15/21	0:44	15:44	NA	30	12	Niskin; Sterivex 0.22µm filter	95% EtOH	Bering Sea	DBO2.2	10	64˚ 40.8' N	169˚ 6.04' W	1000	Matt Galaska	NA	11/16/21 0:44	11/15/21 15:44	2021-11-16 00:44:00	2021-11-15 15:44:00	2021-11-15 15:44:00	64 40.8	64.68	169 6.04	-169.100666666667	30	12	2021	11	16	0	57	39	10.022	-0.9565	-0.9574	2.611235	2.610832	0.0319	0	2.7977	2.5889	4.3599	1.9467	1.7838	0	0.5651	0.1403	96.5538	10.404	340.564	346.939	35.68	64.68026	-169.10056	320.036866	32.1302	32.1257	25.8263	25.8228
E1139.SKQ2021	1	1	FALSE	SKQ2021	SKQ21 EcoFOCI DBO	11/16/21	11/15/21	7:03	22:03	NA	32	3	Niskin; Sterivex 0.22µm filter	95% EtOH	Bering Sea	DBO2.5	44.4	64˚ 59.39' N	169˚ 8.39' W	1000	Matt Galaska	NA	11/16/21 7:03	11/15/21 22:03	2021-11-16 07:03:00	2021-11-15 22:03:00	2021-11-15 22:03:00	64 59.39	64.9898333333333	169 8.39	-169.139833333333	32	3	2021	11	16	7	10	47	44.387	-0.4231	-0.4245	2.655663	2.654828	0.0237	0	2.7501	2.5432	3.5905	0.0148	1.1998	0	0.3783	0.9171	79.5111	0.00097956	329.429	335.304	24	64.98992	-169.13918	320.295367	32.1385	32.1288	25.8143	25.8066
E1140.SKQ2021	1	1	FALSE	SKQ2021	SKQ21 EcoFOCI DBO	11/16/21	11/15/21	7:03	22:03	NA	32	6	Niskin; Sterivex 0.22µm filter	95% EtOH	Bering Sea	DBO2.5	30.5	64˚ 59.39' N	169˚ 8.39' W	1000	Matt Galaska	NA	11/16/21 7:03	11/15/21 22:03	2021-11-16 07:03:00	2021-11-15 22:03:00	2021-11-15 22:03:00	64 59.39	64.9898333333333	169 8.39	-169.139833333333	32	6	2021	11	16	7	12	53	30.409	-0.4577	-0.4554	2.649946	2.649697	0.0229	0	2.7692	2.5571	4.1997	0.0112	0.9086	0	0.3577	0.29	93.0056	0.00011489	332.338	337.014	18.17	64.98996	-169.1389	320.296823	32.1072	32.1014	25.7904	25.7856
E1141.SKQ2021	1	1	FALSE	SKQ2021	SKQ21 EcoFOCI DBO	11/16/21	11/15/21	7:03	22:03	NA	32	12	Niskin; Sterivex 0.22µm filter	95% EtOH	Bering Sea	DBO2.5	10.4	64˚ 59.39' N	169˚ 8.39' W	1000	Matt Galaska	NA	11/16/21 7:03	11/15/21 22:03	2021-11-16 07:03:00	2021-11-15 22:03:00	2021-11-15 22:03:00	64 59.39	64.9898333333333	169 8.39	-169.139833333333	32	12	2021	11	16	7	16	42	10.457	-1.0062	-1.0068	2.597167	2.596709	0.0254	0	2.778	2.5689	4.3541	0.1924	1.9155	0	0.4167	0.1456	96.4263	0.063185	338.503	344.749	38.31	64.99018	-169.1382	320.299475	31.9925	31.9869	25.7163	25.7119
E1142.SKQ2021	1	1	FALSE	SKQ2021	SKQ21 EcoFOCI DBO	11/16/21	11/16/21	10:31	01:31	NA	33	3	Niskin; Sterivex 0.22µm filter	95% EtOH	Bering Sea	DBO2.4	44	64˚ 57.53' N	169˚ 52.82' W	1000	Matt Galaska	NA	11/16/21 10:31	11/16/21 01:31	2021-11-16 10:31:00	2021-11-16 01:31:00	2021-11-16 01:31:00	64 57.53	64.9588333333333	169 52.82	-169.880333333333	33	3	2021	11	16	10	40	16	44.181	-0.6798	-0.681	2.611037	2.610451	0.0233	0	2.5932	2.401	4.0088	0.0169	0.2231	0	0.3674	0.4762	88.7757	0.001608	309.726	316.09	4.46	64.95928	-169.88129	320.44059	31.8136	31.8071	25.561	25.5558
E1143.SKQ2021	1	1	FALSE	SKQ2021	SKQ21 EcoFOCI DBO	11/16/21	11/16/21	10:31	01:31	NA	33	6	Niskin; Sterivex 0.22µm filter	95% EtOH	Bering Sea	DBO2.4	30.4	64˚ 57.53' N	169˚ 52.82' W	1000	Matt Galaska	NA	11/16/21 10:31	11/16/21 01:31	2021-11-16 10:31:00	2021-11-16 01:31:00	2021-11-16 01:31:00	64 57.53	64.9588333333333	169 52.82	-169.880333333333	33	6	2021	11	16	10	42	38	30.422	-0.6973	-0.698	2.607406	2.606997	0.0244	0	2.6063	2.4189	4.1106	0.0184	0.9175	0	0.3932	0.3759	91.0311	0.0019809	310.838	318.207	18.35	64.95956	-169.88181	320.442239	31.7915	31.7868	25.5437	25.5399
E1144.SKQ2021	1	1	FALSE	SKQ2021	SKQ21 EcoFOCI DBO	11/16/21	11/16/21	10:31	01:31	NA	33	12	Niskin; Sterivex 0.22µm filter	95% EtOH	Bering Sea	DBO2.4	10.2	64˚ 57.53' N	169˚ 52.82' W	1000	Matt Galaska	NA	11/16/21 10:31	11/16/21 01:31	2021-11-16 10:31:00	2021-11-16 01:31:00	2021-11-16 01:31:00	64 57.53	64.9588333333333	169 52.82	-169.880333333333	33	12	2021	11	16	10	47	41	10.269	-0.7583	-0.7604	2.599459	2.598959	0.0264	0	2.6395	2.445	4.2143	0.2448	1.9306	0	0.4396	0.2763	93.3274	0.086426	316.551	322.275	38.61	64.96018	-169.88301	320.445746	31.7609	31.7563	25.521	25.5174
E1145.SKQ2021	1	1	FALSE	SKQ2021	SKQ21 EcoFOCI DBO	11/16/21	11/16/21	16:31	07:31	NA	34	3	Niskin; Sterivex 0.22µm filter	95% EtOH	Bering Sea	DBO2.3	33.7	64˚ 40.19' N	168˚ 14.14' W	1000	Matt Galaska	NA	11/16/21 16:31	11/16/21 07:31	2021-11-16 16:31:00	2021-11-16 07:31:00	2021-11-16 07:31:00	64 40.19	64.6698333333333	168 14.14	-168.235666666667	34	3	2021	11	16	16	42	3	33.741	0.2905	0.2891	2.70658	2.706008	0.0268	0	2.8086	2.6046	4.098	0.0104	0.5776	0	0.4482	0.3881	90.753	5.7312e-05	330.76	337.618	11.55	64.66986	-168.23566	320.692037	32.0655	32.0595	25.7241	25.7193
E1146.SKQ2021	1	1	FALSE	SKQ2021	SKQ21 EcoFOCI DBO	11/16/21	11/16/21	16:31	07:31	NA	34	9	Niskin; Sterivex 0.22µm filter	95% EtOH	Bering Sea	DBO2.3	10.2	64˚ 40.19' N	168˚ 14.14' W	1000	Matt Galaska	NA	11/16/21 16:31	11/16/21 07:31	2021-11-16 16:31:00	2021-11-16 07:31:00	2021-11-16 07:31:00	64 40.19	64.6698333333333	168 14.14	-168.235666666667	34	9	2021	11	16	16	46	21	10.198	0.2878	0.2871	2.705157	2.704751	0.0254	0	2.8144	2.6106	4.1365	0.2003	1.4208	0	0.4172	0.3507	91.6046	0.066093	330.78	336.788	28.42	64.66986	-168.23568	320.69503	32.0632	32.0586	25.7224	25.7187
END.NC.SKQ2021	1	1	TRUE	SKQ2021	SKQ21 EcoFOCI DBO	11/16/21	11/16/21	NA	NA	NA	NA	NA	Sterivex 0.22µm filter	95% EtOH	NA	NA	NA	NA	NA	1000	Matt Galaska	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
