x	Anacapa	B17	B26	B2_5	B5	B9	BS14	BS2	BS20	BS32	BS48	BS6	C19	C26	C2_5	C32	C41	C8	CB06	CC73_3_50	CC73_3_55	CC73_3_60	CC73_3_70	CC73_3_80	CC80_50_5	CC80_51	CC80_52	CC80_54	CC80_57	CC80_60	CC80_70	CC90_27_7	CC90_28	CC90_30	CC90_35	CC90_37	CC90_49	CC90_53	CC90_60	CC90_70	CCE2	CM1	CM20	CM3	CM30	CM5	CM7	CMAP_CO2_Buoy	CR0	CR1	CR13	CR2	CR24	CR3	CR30	CR40	ChaBa	GGTX1	GGTX2	GGTX4	GGTX5	HH10	HH20	HH29	HH3	HH37	JF20	JF23	JF2_5	JF35	JF54	JF9	Kalaloch	La_Goleta	ML1	ML11	ML126	ML3	ML38	ML5	ML60	ML8	ML82	NH1	NH10	NH25	NH30	NH35	NH45	PA3	PR1	PR10	PR15	PR28	PR37	PR4	QC2	QC43	QC74	SB2	SB3	SB4	SB5	SCORP	Sokul
ASV_1	5.34091818192208	0	0	0	0	0	10.1357475687065	2.11018138426145	0.000999720078378054	0.242567621522886	0.227990350859989	0.592923307769058	0.000349196150461637	0.0030256477962463	1.97478352280302	0.270836004101561	17.8047167205411	0.056312725639564	0	1.0394829039633	4.80552423900789	4.94532203791147	3.70229034738	0.199305125373697	13.7832630757431	0.310942463792085	2.63041660751187	2.4320848738145	0.230687329942032	3.61152979266956	31.9678695938943	9.80671527614019	4.38754206234816	12.6319342169858	7.38128120263724	20.6351459238889	9.71776403350818	48.7478379936581	8.29203726403842	1.15148373313226	1.57910415099337	0.000862116223054029	2.19691741430872	0.000710451811829733	0.141180858006686	0	0.00258536702570103	0.245907498749017	1.70375266211353	0	0.0321835018447606	0.00196319018404908	9.00820687526112	0.136605758927779	4.0489073033739	0.512029356244967	0.81731683038326	0.23758393425633	0.00173121202153628	0.15541253829082	0.36522912834628	0.00797141381688623	0.00247731509505445	0.000643575188889318	0	0.137591512273879	0.0186052620058661	0.790066933440535	0.822834587663582	0.143193593970796	0.00127417751841187	0	0.0902303352403994	4.3030718692909	2.1923934958001	2.67101537551974	11.9412251655629	0.442984879176641	1.26851236333527	0.00475074428327105	34.8113610899451	3.04470509018854	3.69943408090547	0.00180512385935289	0.0136138382534543	0.17273353580604	2.18326700181539	4.94132841788387	3.09312863923861	0	7.46540325817759	0.489755216859499	0.33966795679719	3.39857393487743	1.72794286677599	0.372288013207892	0.119587395148492	0	0	1.19226315900674	2.92187821315807	9.31991320982158	2.97045616175126	6.47904055844152	0.83548529559521
ASV_10	4.11905363800167	5.23245972991288	7.24024724637699	0.0346357551692811	1.97029015271404	5.40539437069752	1.43378061678806	1.18394698700902	4.39177030431479	4.41874178621621	3.96899911766483	3.98111737800948	4.87832334650954	6.62518234118335	1.21648710180412	7.74221601483367	5.42745899962306	4.12628056978051	4.84520698079275	6.23387287189451	24.4798613860198	27.9360896932646	4.40523310604197	4.20964744539309	0.536180812929096	6.90812945637906	4.7761853194092	1.35348014788619	18.8420427038645	8.90549466667625	0.833882973711486	1.28509092230742	2.81492432393327	5.45291219910163	11.6039826520892	2.28333185487448	7.36064793885265	4.88433266070914	5.82463259750008	6.96859732629562	12.2256253353991	5.27440405001286	8.47991924671375	6.6734346895225	5.26131876262988	4.17130319401985	3.72958747269209	0.122584694101685	0.581903268558177	0.0470794547862251	8.83113875430455	0.0390149529970669	5.87555891528822	1.48986501531528	3.92681384675315	3.81740485421872	3.2345317861562	8.62919889379069	8.88151727286154	1.20657010925508	0.581216885462209	3.37369129856949	5.06480692875057	7.08670759393399	2.29406534525208	4.09871835300372	5.8416450519552	3.3258808609373	3.92182346513482	4.71201142980693	2.49883883847777	5.13935606649126	0.592942203008339	1.01602368475486	2.40846418904132	4.91896990179344	2.64170237631476	7.96363638305587	5.09716527125723	17.1992778868689	0.300766041864322	5.63395109805762	1.00083839865856	0.55317004541865	1.88923629385431	5.86325401491463	5.12462432569441	7.48985473499079	3.50203857144565	8.73836959228488	2.81830536100829	8.74018953798591	8.13189460245398	7.82468427883667	6.81017817086497	3.6426468096759	2.31945123939666	6.312444732832	1.72585065766639	5.80889884685248	17.0917426736086	2.89351881413173	14.5004405225814	4.09555818021826	0.990502494941357
ASV_100	0	3.99670482832598	1.35708698000853	3.72855281438352	1.63447554912259	0.70437823596745	0.152073127061844	1.0387818965366	0.0499860039189027	0.00472479540325896	0	0.204751960971717	0.00488874610646292	0.00236316067605376	0.0300914291953579	0	0.00610944125567697	0.0201215614008913	0.00337173800531356	0.0804942259044611	0.0265738996678941	0.0497261654995777	0	0	0.028353281892379	0.0457384466002589	0.0741980067396264	0.062690885709693	0.0347509759848574	0.00507857277594788	0.00471120324130783	0.0644478903947878	0.0155461544604646	0	0.0305730654530269	0.0266122593808214	0.00189604611184144	0	0.0459766507163762	0.00471275743437485	0.0206370822658918	0.0633298819676121	0	0.0680091555313515	0.0685925866730598	0.0451963797988262	0.085814784674037	0.0108187640643933	0.0414377611235644	0.00233620296931397	0.0026034461937446	0	0.00502941479579279	0.0104243812905302	0.00306938640302911	0.000629976493850411	0.430897139085468	0.0880033589132043	0.00173121202153628	0.00432479186939129	0.00144851570619951	0.590231205659011	0.0150183181916294	0.0608178553500405	0.124793186943119	0.0397663330271326	0.290140365077697	1.10998710477888	0.669322715389677	0.582078622959033	0.0344877611963079	0.0943051927062856	0.921142653168473	0.00826668320003307	0.000963629003510033	0.0070324372160771	0	0.0025790478155465	0	0.0443402799771964	0.0054221395720305	0	0.0916998532802347	0.281941182065055	0.344943253615671	0.0673632822561152	0.00130917469627147	0	0.0143477169195452	0.138093405473932	0.00828067657865075	0.0122249747239795	0.271384512359429	0.00482866294323102	0.00880238693047093	0.01123356438171	0.00736794377692133	0	0.00837791581391452	0.00799224571435737	0.0107248381890038	0.0143598055273239	0.0197909357514258	0.00179196598025477	2.9757085846083
ASV_1000	4.36789614183452	5.12864294799613	5.00955383082201	0.215275980528291	1.19719776586558	6.21384565610515	1.78118019806157	1.55229006853532	3.31707122005838	5.25331016332744	3.67744702667163	1.46469123839578	3.39945413441793	3.16840103835614	0.65114739560846	5.89955677383647	1.54743607788402	1.55715318902321	9.45607378869246	3.41067647066575	3.46339001557933	6.37088570104488	8.29484930464496	8.61186673489725	0.949981090542366	5.02390582813054	2.94801700540038	1.27149975888121	2.79049171521912	8.6157256561476	10.1149533590879	3.28638319466185	6.35320075101098	3.84660486369845	3.15926054688329	4.23667169342677	2.21081516643506	3.09166906889594	7.84520836620049	11.511695493033	2.85922109574721	4.01452423190335	8.40496887745563	2.94238845661541	9.14206790678169	2.80640422937749	2.29398551557018	1.12648716900924	1.52500066049011	0.184364740549796	3.30958045555784	0.47631458023374	1.86249320477938	3.56635546367027	2.95891257599652	0.715413369098922	1.58885671906736	1.98735197351685	0.886189053992591	1.69612577122686	2.36051400022136	12.6509628179219	8.05860584386781	3.82106357093431	2.62198337712139	5.54078293807892	4.28751282104119	2.41020417739233	2.78744046440627	1.72545679705021	1.67657229640833	4.20348954988681	0.444210881183505	1.42973128463099	2.11513097126287	4.93081867338862	10.1273373587846	5.45974295911213	5.05159011133741	5.1688097801989	3.47515262337533	6.14678357361375	8.982655627751	1.26575051979825	4.98738436929456	2.90720248730375	6.92554774991494	7.15544503822526	3.35138754379043	7.23971656894483	3.29934452413025	3.55407526213519	9.43651099060851	3.61232495287385	9.7575207975029	2.84840948030408	3.62277277678949	1.95124520802156	3.45289816044906	4.54946105391836	4.18488237633229	3.71698286274943	1.97559787395982	3.63538738209206	1.06529848159591
ASV_10000	0.00142126208072769	0	0.00196193839513439	0	0	0.00161214915603992	0.0004412381141483	0.0186803997904046	0.018994681489183	0.00027904510764165	0	0.00240764777128882	0	0	0	0	0	0.000643395067090021	0	0.00100537877645403	0	0	0	0	0	0.000944534816602823	0	0	0	0	0	0	0	0	0.00366121864386066	0	0.00505612296491051	0	0	0	0	0.0108392015504068	0	0.0139248885424138	0	0.00331052747737806	0	0	0	0	0	0	0	0	0	0	0.00318439300534941	0.00428577551107873	0	0	0	0	0	0.0459644533655838	0	0	0	0.00665856541208197	0	0	0	0	0	0	0	0.000325414374529166	0	0	0	0	0	0.000682668414297807	0	0	0.000924154629552617	0.0149474267946748	0	0.00297668884009112	0	0	0.00090665941339136	0	0.00426836292451836	0	0.00229881534382615	0	0	0.0201009323411171	0	0.00192648532018186	0.00107248381890038	0.0127194344742645	0.00649645942961086	0	0
ASV_10001	4.19350093292198	1.32413088400734	1.86307815066562	0.170554131667441	0.304273935336435	1.10395927678458	1.36408257908122	0.244797278301633	1.37661454792658	1.46745493738752	2.08666304097368	0.772438545083633	2.40923961672265	1.07465992589414	5.82931876696501	1.68044242300643	1.45923087811577	1.44426222724094	2.63230414087894	1.67392951263776	1.63389225956856	3.19622284756223	8.98312925317817	5.25734600985752	0.648552638258162	0.98580691423416	1.22129393436693	1.4836842951294	1.3368052207482	8.94270952474354	3.32022048431169	4.59986582981979	5.16292024503338	1.45877566551997	1.71276390412117	1.39270824092965	2.0934035042818	2.23407321994811	2.39368423413172	4.23362709521341	1.16874120216852	0.624743687090238	2.44441485812624	0.532575397799407	4.49733415782882	0.658958122524322	0.907335576999662	0.944001888498831	0.919226350072569	0.0342049904434857	2.01044961478828	0.0170544750287317	2.08274535596264	5.0317198281769	1.44138736636395	1.68651090410475	1.98154540930096	2.72457213267126	2.17880318484497	7.56706342440763	9.31525850128388	0.205660223184506	2.11869827971478	1.60156293708898	0.352670305889394	1.59797318237755	0.540877830153165	0.50386913047147	1.23528844011694	0.646631847834403	2.31572333520381	0.941807482108298	0.505686494204436	3.03174624418803	6.11526378695987	5.89985744421539	1.06276782236073	8.25939205409748	5.20726261933254	1.53765756635206	1.36989208448857	6.84631944513315	5.68015091175854	1.29854489071778	1.22171766361338	0.99200232681207	1.95202852786659	0.751147623230299	3.8033406267561	0.486722658637629	6.27552050146658	2.07787752812233	5.8978405628626	2.67619497395564	6.46098510690858	5.51052890272653	2.12435145930234	1.73704551351629	3.96275417998157	2.01196222695037	1.09515161962322	0.854246827640693	3.00626342990717	4.9822798806525	0.77162572421744
ASV_10002	4.55337976523718	0.0188821752265861	0.0346609116473743	0	0	0.0059233386524146	0	0	0	0.0164696949903775	0.135108578166454	0.000689655172413793	0.0102490479720344	0.0240657222318038	0	0.00941326697662236	0.0596530723141968	0	0.00224782533687571	0.0299142302928323	0.0674976900279276	0.0475411706537862	0	0.0390530313232244	0.00151892581566316	0.756140213731708	0.259639193491334	0	0.0905392113028704	0.658568029878122	0	0.0366574633035394	0.58264231095057	0.47405978143349	0.696678128546654	0	0.411442006269592	0	0.140546759580059	0	0.173081624549546	0.0172101059580145	0.0927367973948747	0.00388859731444061	0.0133967445910644	0.0115390419044745	0.00265925178660147	0	0	0	0.00510000499666632	0	0.00905935372343153	0	0.0477615083880151	0.0197927847481328	0.000614597943295209	0.00267860969442421	0.00369749556300532	0	0	0.00400329619963868	0.00921771772833459	0.0379184774807984	0.00346961198172671	0.059844015221212	0	0.0391190717959816	0.0211663797341386	0.107033353275501	0.134209991188233	0.00970528537235356	0	0	0.00454281705702593	0.0160187495643972	0	0.00687746084145733	0.0469988829251015	0.0110850699942991	0	0.00682668414297807	0	0	0.00204766407085379	0.0648967097592053	0.0370720867155741	0.0595905147208845	0	0.0407488737464062	0	0.0185801022850377	0.041723140530742	0.0591184260310254	0.0112352124776948	0.0015689133705445	0.0525311117358943	0.0479000940894705	0.00239369023254701	0.576052714310686	0.492786815324173	0.0577745683279064	0.371741845138844	5.04800389853801	0
ASV_10006	0.000571435102115453	0	0	0.00166779242655459	0	0	0.034475339237242	0.0318640852509898	0.00699804054864638	0.00203368317160604	0	0.0327492998724453	0	0.00408443340739773	0	0	0	0	0.00180982372316936	0	0	0.00507105820307053	0	0	0.000506308605221054	0.00412375790434241	0.00157746123389018	0	0	0	0	0.00350975712480696	0.00384205991527858	0.00920471281296024	0.000866633982648501	0	0	0	0.00390913751230185	0	0.000457976111966	0.000698438640419343	0	0.0010656777177446	0	0	0.00136656827375096	0	0.0039333945194703	0	0	0	0.00108972525302058	0.000815106643119141	0.00357446497840265	0	0.000227367549875914	0	0.00259681803230442	0	0.0023606062036731	0	0.000425258663582124	0.00223559319868675	0	0	0.0126887210534015	0.00416160338255123	0.0140782693435312	0	0	0.00317808250775363	0	0.00105680875460372	0	0	0	0	0.00102171484619786	0	0	0	0	0	0.000545780378088756	0.004161604429491	0.00130917469627147	0.00113234894465078	0.00478257230651506	0.0113191315962239	0	0.000447763867246969	0	0	0	0	0.00113352981183405	0	0	0.00270165937545578	0.00357594403479178	0	0	0.0029944383773301	0
ASV_10007	1.79252531300655	0.550218611554704	1.16726934688566	0.101916446420462	0.765522425213081	0.886443127996666	0.759554561586422	0.389189785504418	1.55756388211301	1.75756414617871	1.47114387140355	1.02402277363883	1.9255839816833	2.45692731755763	5.68554917821858	1.41999181557463	1.75259993617907	4.16034330476468	4.11461691582841	2.63998123598414	1.75635554907628	1.00338349919561	1.91040732364978	1.70621347194915	0.527289084665899	1.28582546633272	0.738235530429933	0.72335637357338	0.554850838780649	1.10625152011708	1.09888815603505	1.14355098201659	1.68322010748971	0.994603727480343	2.05683526043622	1.3412578727934	1.05500056802379	0.68103199769386	1.33617703669127	1.49080226840725	0.606098530721238	1.44439530819664	1.172608386811	2.11757726089352	1.1606288260011	1.19427171246808	1.51383932325151	1.63815006271217	1.17015361086001	0.112069711797396	1.8943083049895	0.0711616991307407	1.7296648687578	1.52502972432402	1.71375973984962	1.65203720197768	1.18498269315734	1.97459816266216	2.35767078359651	4.69049847647455	3.64098126758085	1.32802897902017	1.92154232784037	1.88537902786817	1.53636064543658	1.00353497971084	1.04137033794189	1.17596636193688	1.22642201038163	1.5861150273721	1.26906056383132	1.44870485341537	1.0718570592843	0.530397435106941	1.79062244864393	1.71607263377878	1.09807167900273	2.65996104102708	1.63808460252184	3.27642997402926	0.413960533686266	1.74121711423223	0.927478516034374	0.68588439339929	1.42939717437846	1.39513536236694	1.70343109456449	1.63785875724898	2.3817210086445	1.65259321304869	3.66417969547482	2.24011056515104	1.69685592869875	1.89838348465245	2.31206355546373	4.08228956990398	2.37712215796783	3.0518967623209	0.965854008832717	1.39037496141508	0.820014135641355	0.843236081012834	0.72729821900078	1.21594132505091	0.687827165884455
ASV_10008	6.05151668301782	5.33335798075605	8.89347182575698	0.040852770206943	1.62455347296327	9.91485059345051	3.06714890619447	1.02948342087119	7.86879673691366	4.43949536446878	8.08872351935799	4.54907972705815	7.00879055685487	9.18894345297609	1.17470399879132	7.93099910996909	8.23839993055466	1.95839915403792	6.95762725275846	10.0457325023053	6.13364936334544	4.93585872701981	1.78488421851187	2.88319103665598	0.753941206492933	6.77960202536022	3.42136389507955	1.17022986658094	3.46454921632784	5.82481855259222	0.86332799396966	5.85193219700614	6.56691001285563	6.52566077770007	9.04533743254794	1.0432005677282	2.91300334268854	0.558518304987028	3.24794621975095	1.82069528881348	3.33518075182595	9.80780902625907	6.24622097044211	14.4344133395813	4.96420887791421	5.51483269169896	8.73032434826419	1.00591963420207	0.34982383094904	0.00881999370158501	5.68626513985715	0.00435545837326155	6.83809789407283	0.603220052988283	4.37927801084214	5.8045976316075	5.00150906227196	7.1834438518709	7.26914881932791	4.60574252756661	2.09077325510472	7.81392041338618	11.3089531558107	10.8270401341331	7.49115193714	10.4921061524137	6.17142379783847	4.54573910190305	8.07906178483174	5.94898877393571	6.59517838410118	8.55473903739147	0.418430785400533	1.55406398965857	3.72371814716296	5.12341081371112	1.0043338527464	6.57198454590095	4.23538582666758	12.1397352251853	0.381078486795175	5.10396209728356	0.356319429888912	1.68217685788024	3.45711833357733	8.57749677160801	9.26635121276918	12.655451409867	4.00779559285962	5.83161659837457	9.99923108521336	6.20216716086997	5.9510025217028	3.96264034381363	4.92349050999569	12.407757223674	4.42790791994775	19.0006424829794	1.64446518975979	6.03028745991363	4.80402837774257	2.18055265584415	3.46657984931391	4.03739452246841	1.21259722367559
