dada2_input	filtered	dada_f	dada_r	merged	nonchim	final_perc_reads_retained
MP_E1838_DY2306_PCR2	55287	47358	47265	47079	46707	46410	83.9
MP_E1838_DY2306_PCR3	154272	148743	148555	148536	147551	146462	94.9
MP_E1839_DY2306_PCR1	15	14	13	13	13	13	86.7
MP_E1839_DY2306_PCR2	109045	104418	104328	104278	103849	102591	94.1
MP_E1839_DY2306_PCR3	103433	99346	99287	99265	98893	98064	94.8
MP_E1840_DY2306_PCR1	164575	158286	158182	158143	157673	156980	95.4
MP_E1840_DY2306_PCR2	107231	101873	101835	101849	101445	101333	94.5
MP_E1840_DY2306_PCR3	72428	68913	68835	68884	68725	68637	94.8
MP_E1841_DY2306_PCR1	124077	118923	118842	118779	118047	116831	94.2
MP_E1841_DY2306_PCR2	126098	121250	121179	121167	120903	120525	95.6
MP_E1841_DY2306_PCR3	159764	152527	152425	152434	151961	151353	94.7
MP_E1842_DY2306_PCR1	161749	154517	154316	154332	153569	152287	94.2
MP_E1842_DY2306_PCR2	165759	152726	152567	152528	151668	149694	90.3
MP_E1842_DY2306_PCR3	172834	165672	165516	165507	164321	162127	93.8
MP_E1877_SKQ23_12S	305640	298124	298071	297968	297227	285655	93.5
MP_E1878_SKQ23_12S	228566	221562	221496	221448	221054	219190	95.9
MP_E1879_SKQ23_12S	207583	200795	200715	200757	200302	195321	94.1
MP_E1880_SKQ23_12S	170487	164546	164424	164439	164180	162960	95.6
MP_E1881_SKQ23_12S	127835	121579	121391	121452	120718	119312	93.3
MP_E1882_SKQ23_12S	141420	135319	135296	135307	134837	134800	95.3
MP_E1883_SKQ23_12S	160397	152671	152587	152587	151919	151837	94.7
MP_E1884_SKQ23_12S	228495	220664	220542	220578	219948	218235	95.5
MP_E1885_SKQ23_12S	302614	292522	292496	292460	291342	291152	96.2
MP_E1886_SKQ23_12S	30	25	23	22	21	21	70
MP_E1887_SKQ23_12S	108649	105159	105125	105099	104912	103025	94.8
MP_E1888_SKQ23_12S	213285	207288	207215	207087	206748	206294	96.7
MP_E1889_SKQ23_12S	240514	232365	232275	232302	231859	210453	87.5
MP_E1890_SKQ23_12S	193990	186837	186703	186654	185899	183334	94.5
MP_E1891_SKQ23_12S	174231	165932	165905	165895	165534	165218	94.8
MP_E1892_SKQ23_12S	193181	183384	183307	183329	182649	181778	94.1
MP_E1893_SKQ23_12S	156481	151143	151001	150937	150268	148466	94.9
MP_E1894_SKQ23_12S	255701	247722	247659	247655	246745	198938	77.8
MP_E1895_SKQ23_12S	88457	84269	84203	84207	83089	79824	90.2
MP_E1896_SKQ23_12S	118519	113206	113123	113068	111938	108703	91.7
MP_E1897_SKQ23_12S	129227	124060	123978	123993	121745	117791	91.2
MP_E1898_SKQ23_12S	95877	91472	91417	91425	90633	88250	92
MP_E1899_SKQ23_12S	111093	105834	105758	105669	104747	100963	90.9
MP_E1900_SKQ23_12S	84892	80716	80697	80671	80253	79307	93.4
MP_E1901_SKQ23_12S	205932	198778	198698	198709	197017	193951	94.2
MP_E1902_SKQ23_12S	101328	97093	96969	96943	96034	93378	92.2
MP_E1903_SKQ23_12S	135592	127760	127652	127637	126697	125101	92.3
MP_E1904_SKQ23_12S	199983	192722	192658	192664	191818	190503	95.3
MP_E1905_SKQ23_12S	126945	121654	121599	121618	121266	120505	94.9
MP_E1906_SKQ23_12S	206486	198906	198783	198805	198095	196647	95.2
MP_E1907_SKQ23_12S	270333	261262	260962	261214	260541	259632	96
MP_E1908_SKQ23_12S	126753	121312	121233	121230	120594	119372	94.2
MP_E1909_SKQ23_12S	241276	232253	232089	231945	230353	226999	94.1
MP_E1910_SKQ23_12S	228107	219194	219115	219066	217891	214155	93.9
MP_E1911_SKQ23_12S	234892	218544	218441	218455	216374	213777	91
MP_E1912_SKQ23_12S	308795	297710	297469	297550	295655	290358	94
MP_E1913_SKQ23_12S	274764	264110	263941	263827	261409	255651	93
MP_E1914_SKQ23_12S	175399	166262	166208	166194	165007	163303	93.1
MP_E1915_SKQ23_12S	389528	375762	375641	375720	375081	373986	96
MP_E1916_SKQ23_12S	161939	155955	155834	155858	154867	152234	94
MP_E1917_SKQ23_12S	97969	92236	92175	92049	91146	88824	90.7
MP_E1918_SKQ23_12S	122883	118914	118878	118891	118851	118832	96.7
MP_E1919_SKQ23_12S	107584	102787	102758	102724	102365	101721	94.6
MP_E1920_SKQ23_12S	354086	342645	342408	342529	341407	338285	95.5
MP_E1921_SKQ23_12S	227566	220286	220265	220258	219823	219352	96.4
MP_E1922_SKQ23_12S	170805	166802	166786	166783	166733	166719	97.6
MP_E1923_SKQ23_12S	128148	123158	123124	123112	122670	121641	94.9
MP_E1924_SKQ23_12S	103324	99379	99361	99361	99305	99239	96
MP_E1925_SKQ23_12S	220126	212610	212516	212529	211824	209945	95.4
MP_E1926_SKQ23_12S	97440	92939	92903	92899	92435	91533	93.9
MP_E1927_SKQ23_12S	111785	107183	107154	107004	106146	105557	94.4
MP_E1928_SKQ23_12S	107109	101735	101621	101680	101162	99699	93.1
MP_E1929_SKQ23_12S	91080	87033	86941	86934	86383	85828	94.2
MP_E1930_SKQ23_12S	34286	31275	31239	31234	30866	30805	89.8
MP_E1931_SKQ23_12S	52934	50445	50442	50437	50338	50208	94.9
MP_E1932_SKQ23_12S	33962	27827	27790	27777	27500	26461	77.9
MP_E1933_SKQ23_12S	103297	99893	99841	99833	99730	99663	96.5
MP_E1934_SKQ23_12S	71490	67798	67742	67700	67509	67125	93.9
MP_E1935_SKQ23_12S	96030	91116	91107	91042	90837	90029	93.8
MP_E1936_SKQ23_12S	39754	36123	36082	36069	36028	35989	90.5
MP_E1937_SKQ23_12S	108600	103350	103293	103316	102941	101143	93.1
MP_E1938_SKQ23_12S	150303	144039	144016	143942	143521	142681	94.9
MP_E1939_SKQ23_12S	54090	52372	52352	52341	52286	51470	95.2
MP_E1940_SKQ23_12S	56310	52936	52921	52920	52796	52738	93.7
MP_E1941_SKQ23_12S	132445	126926	126917	126894	126172	124572	94.1
MP_E1942_SKQ23_12S	14657	14054	14042	14045	14025	14014	95.6
MP_E1943_SKQ23_12S	41817	39918	39911	39902	39836	39702	94.9
MP_E1944_SKQ23_12S	98177	93349	93318	93300	92874	91602	93.3
MP_E1945_SKQ23_12S	82976	74702	74603	74606	74357	73979	89.2
MP_E1946_SKQ23_12S	194700	187777	187757	187758	187252	187154	96.1
MP_E1947_SKQ23_12S	647475	629394	629323	629077	626883	624116	96.4
MP_E1948_SKQ23_12S	200137	192735	192674	192626	192481	192207	96
MP_E1949_SKQ23_12S	25013	21972	21929	21935	21817	21460	85.8
MP_E1950_SKQ23_12S	72377	69320	69261	69266	69050	68848	95.1
MP_E1951_SKQ23_12S	44716	41904	41881	41834	41703	41389	92.6
MP_E1952_SKQ23_12S	137795	131936	131853	131784	131041	129961	94.3
MP_E1953_SKQ23_12S	168849	163455	163411	163424	163038	162889	96.5
MP_E1954_SKQ23_12S	66182	62720	62665	62692	62286	62102	93.8
MP_E1955_SKQ23_12S	99323	92312	92224	92238	91691	89003	89.6
MP_E1956_SKQ23_12S	43472	41387	41366	41357	41270	41172	94.7
MP_E1957_SKQ23_12S	43835	41074	41031	41057	40878	40606	92.6
MP_E1958_SKQ23_12S	69346	65768	65723	65733	64387	63896	92.1
MP_E1959_SKQ23_12S	34455	31976	31937	31960	31859	31853	92.4
MP_E1960_SKQ23_12S	48642	44983	44965	44953	44775	44580	91.6
MP_E1961_SKQ23_12S	83346	78925	78816	78878	78159	76546	91.8
MP_E1962_SKQ23_12S	27824	26243	26239	26220	26182	26180	94.1
MP_E1963_SKQ23_12S	162930	156711	156667	156665	156104	155483	95.4
MP_E1964_SKQ23_12S	32	31	25	22	20	20	62.5
MP_E1965_SKQ23_12S	66453	62994	62948	62970	62852	62674	94.3
MP_E1966_SKQ23_12S	38444	34814	34803	34806	34738	34685	90.2
MP_E1967_SKQ23_12S	90184	86143	86079	86087	85401	82638	91.6
MP_E1968_SKQ23_12S	58083	54996	54988	54985	54893	54864	94.5
MP_E1969_SKQ23_12S	127134	122661	122598	122623	122318	122200	96.1
MP_E1970_SKQ23_12S	76675	73139	73095	73123	72520	71635	93.4
MP_E1971_SKQ23_12S	127706	122102	122087	122081	122020	121983	95.5
MP_E1972_SKQ23_12S	21808	20997	20940	20925	20611	19517	89.5
MP_E1973_SKQ23_12S	95670	92643	92631	92625	92617	92611	96.8
MP_E1974_SKQ23_12S	179466	173274	173219	173211	172711	172101	95.9
MP_E1975_SKQ23_12S	150406	145875	145828	145815	145739	145598	96.8
MP_E1976_SKQ23_12S	173160	166621	166540	166540	165891	163838	94.6
MP_E1977_SKQ23_12S	130856	126454	126442	126429	126233	125778	96.1
MP_E1978_SKQ23_12S	175057	169520	169506	169496	169270	169132	96.6
MP_E1979_SKQ23_12S	57440	55108	55079	55032	54697	54351	94.6
MP_E1980_SKQ23_12S	42	37	32	31	26	26	61.9
MP_E1981_SKQ23_12S	138249	133596	133542	133524	132858	130829	94.6
MP_E1982_SKQ23_12S	17	15	12	12	12	12	70.6
MP_E1983_SKQ23_12S	129997	124889	124869	124843	124402	123524	95
MP_E1984_SKQ23_12S	117592	113408	113370	113379	113009	112853	96
MP_E1985_SKQ23_12S	95417	89549	89525	89463	88195	86872	91
MP_E1986_SKQ23_12S	131993	127140	127100	127116	126420	125379	95
MP_E1987_SKQ23_12S	82879	79124	79051	79092	78727	78567	94.8
MP_E1988_SKQ23_12S	41	36	36	35	34	32	78
MP_E1989_SKQ23_12S	76793	73411	73283	73369	72161	70622	92
MP_E1990_SKQ23_12S	80042	76955	76892	76902	76583	76015	95
MP_E1991_SKQ23_12S	91009	86566	86527	86506	85551	83588	91.8
MP_E1992_SKQ23_12S	68373	65559	65533	65512	65324	64975	95
MP_E1993_SKQ23_12S	99247	94652	94592	94578	85799	83836	84.5
MP_E1994_SKQ23_12S	71353	63058	63014	63003	62830	62543	87.7
MP_E1995_SKQ23_12S	116369	111044	110995	111001	110420	109688	94.3
MP_E1996_SKQ23_12S	95434	91409	91337	91301	90581	88762	93
MP_E1997_SKQ23_12S	114299	109941	109879	109837	109658	108798	95.2
MP_E1998_SKQ23_12S	52797	49901	49836	49863	49623	49266	93.3
MP_E1999_SKQ23_12S	139622	132345	132258	132199	131396	129981	93.1
MP_E2000_SKQ23_12S	98137	94391	94047	94311	93558	93533	95.3
MP_E2001_SKQ23_12S	66481	63528	63466	63495	63384	63256	95.1
MP_E2002_SKQ23_12S	98319	92891	92780	92843	92119	90936	92.5
MP_E2003_SKQ23_12S	61375	59317	59289	59270	59245	59179	96.4
MP_E2004_SKQ23_12S	42	36	35	32	29	29	69
MP_E2005_SKQ23_12S	122670	116504	116372	116345	115816	115482	94.1
MP_E2006_SKQ23_12S	135352	131160	131135	131133	131093	131077	96.8
MP_E2007_SKQ23_12S	126555	120729	120686	120700	120538	120517	95.2
MP_E2008_SKQ23_12S	70238	66653	66631	66622	66043	65618	93.4
MP_E2009_SKQ23_12S	174957	169607	169567	169574	169423	169407	96.8
MP_E2010_SKQ23_12S	70245	67134	67121	67115	67049	66993	95.4
MP_E2011_SKQ23_12S	337159	326200	325989	325995	325427	325002	96.4
MP_E2012_SKQ23_12S	36	30	28	30	28	28	77.8
MP_E2013_SKQ23_12S	339597	329229	329168	329162	328161	324938	95.7
MP_E2014_SKQ23_12S	310618	301946	301917	301917	301519	301245	97
MP_E2015_SKQ23_12S	502148	488046	487720	487996	486819	485577	96.7
MP_E2016_SKQ23_12S	153761	147208	146959	147019	145120	140711	91.5
MP_E2017_SKQ23_12S	198068	190875	190712	190613	188876	182178	92
MP_E2018_SKQ23_12S	228577	219463	219427	219347	217702	214189	93.7
MP_E2019_SKQ23_12S	145220	137474	137347	137400	136151	133292	91.8
MP_E2020_SKQ23_12S	56774	52968	52942	52950	52310	50966	89.8
MP_E2021_SKQ23_12S	78782	69463	69335	69298	68536	66736	84.7
MP_E2022_SKQ23_12S	156163	149115	148923	149002	147880	144179	92.3
MP_E2023_SKQ23_12S	144074	137513	137362	137256	135582	133107	92.4
MP_E2024_SKQ23_12S	83125	77844	77749	77779	77315	76399	91.9
MP_E2025_SKQ23_12S	210201	203215	203174	203185	202437	200713	95.5
MP_E2026_SKQ23_12S	144168	138297	138264	138219	137798	137010	95
MP_E2030_NC	79529	77248	77208	77242	77158	77153	97
MP_POSITIVE	1143853	1097063	1097044	1095920	1080951	1080385	94.5
