reads.in	reads.out
MP_E1499_RC0083_R1_trimmed.fq.gz	289226	278212
MP_E1501_RC0083_R1_trimmed.fq.gz	349738	337087
MP_E1502_RC0083_R1_trimmed.fq.gz	471674	459716
MP_E1503_RC0083_R1_trimmed.fq.gz	556222	539015
MP_E1504_RC0083_R1_trimmed.fq.gz	10413	1435
MP_E1505_RC0083_R1_trimmed.fq.gz	120198	114748
MP_E1506_RC0083_R1_trimmed.fq.gz	304609	293665
MP_E1510_RC0083_R1_trimmed.fq.gz	475566	463349
MP_E1511_RC0083_R1_trimmed.fq.gz	667960	647791
MP_E1517_RC0083_R1_trimmed.fq.gz	184648	177014
MP_E1518_RC0083_R1_trimmed.fq.gz	214296	187191
MP_E1519_RC0083_R1_trimmed.fq.gz	191220	184609
MP_E1526_RC0083_R1_trimmed.fq.gz	249676	241426
MP_E1527_RC0083_R1_trimmed.fq.gz	59175	44372
MP_E1528_RC0083_R1_trimmed.fq.gz	109330	104395
MP_E1529_RC0083_R1_trimmed.fq.gz	179031	172597
MP_E1530_RC0083_R1_trimmed.fq.gz	99858	95696
MP_E1531_RC0083_R1_trimmed.fq.gz	20	18
MP_E1532_RC0083_R1_trimmed.fq.gz	85717	83051
MP_E1533_RC0083_R1_trimmed.fq.gz	555158	538129
MP_E1534_RC0083_R1_trimmed.fq.gz	481613	466468
MP_E1541_RC0083_R1_trimmed.fq.gz	167	161
MP_E1542_RC0083_R1_trimmed.fq.gz	602883	584069
MP_E1546_RC0083_R1_trimmed.fq.gz	120609	115897
MP_E1547_RC0083_R1_trimmed.fq.gz	309857	299127
MP_E1548_RC0083_R1_trimmed.fq.gz	48275	46512
MP_E1553_RC0083_R1_trimmed.fq.gz	209212	203547
MP_E1554_RC0083_R1_trimmed.fq.gz	394929	380999
MP_E1555_RC0083_R1_trimmed.fq.gz	406836	394881
MP_E1556_RC0083_R1_trimmed.fq.gz	263592	254635
MP_E1557_RC0083_R1_trimmed.fq.gz	363018	352681
MP_E1558_RC0083_R1_trimmed.fq.gz	469993	455999
MP_E1559_RC0083_R1_trimmed.fq.gz	162771	156600
MP_E1560_RC0083_R1_trimmed.fq.gz	655503	637161
MP_E1561_RC0083_R1_trimmed.fq.gz	375917	367203
MP_E1562_RC0083_R1_trimmed.fq.gz	591534	571389
MP_E1563_RC0083_R1_trimmed.fq.gz	775195	753369
MP_E1564_RC0083_R1_trimmed.fq.gz	257463	247551
MP_E1565_RC0083_R1_trimmed.fq.gz	196305	187556
MP_E1566_RC0083_R1_trimmed.fq.gz	274056	264105
MP_E1567_RC0083_R1_trimmed.fq.gz	99595	93656
MP_E1568_RC0083_R1_trimmed.fq.gz	321976	312231
MP_E1569_RC0083_R1_trimmed.fq.gz	359761	347619
MP_E1611_DY2209_R1_trimmed.fq.gz	268689	259176
MP_E1612_DY2209_R1_trimmed.fq.gz	196849	189387
MP_E1613_DY2209_R1_trimmed.fq.gz	260032	252286
MP_E1614_DY2209_R1_trimmed.fq.gz	309965	300241
MP_E1615_DY2209_R1_trimmed.fq.gz	155187	151098
MP_E1616_DY2209_R1_trimmed.fq.gz	366968	352272
MP_E1617_DY2209_R1_trimmed.fq.gz	194302	187511
MP_E1618_DY2209_R1_trimmed.fq.gz	167769	161135
MP_E1619_DY2209_R1_trimmed.fq.gz	200376	191744
MP_E1620_DY2209_R1_trimmed.fq.gz	269597	260684
MP_E1621_DY2209_R1_trimmed.fq.gz	123722	118171
MP_E1622_DY2209_R1_trimmed.fq.gz	142840	137094
MP_E1718_DY2306_R1_trimmed.fq.gz	270576	262543
MP_E1719_DY2306_R1_trimmed.fq.gz	435302	422736
MP_E1720_DY2306_R1_trimmed.fq.gz	674615	653208
MP_E1721_DY2306_R1_trimmed.fq.gz	234111	223347
MP_E1722_DY2306_R1_trimmed.fq.gz	955638	928548
MP_E1723_DY2306_R1_trimmed.fq.gz	264241	254617
MP_E1724_DY2306_R1_trimmed.fq.gz	235971	227706
MP_E1725_DY2306_R1_trimmed.fq.gz	119719	112643
MP_E1726_DY2306_R1_trimmed.fq.gz	364991	352737
MP_E1727_DY2306_R1_trimmed.fq.gz	200994	193983
MP_E1728_DY2306_R1_trimmed.fq.gz	37423	29666
MP_E1729_DY2306_R1_trimmed.fq.gz	494064	478667
MP_E1730_DY2306_R1_trimmed.fq.gz	150583	144341
MP_E1731_DY2306_R1_trimmed.fq.gz	307643	298870
MP_E1732_DY2306_R1_trimmed.fq.gz	1064499	1037611
MP_E1733_DY2306_R1_trimmed.fq.gz	937756	914267
MP_E1734_DY2306_R1_trimmed.fq.gz	1053823	1027079
MP_E1735_DY2306_R1_trimmed.fq.gz	230343	221834
MP_E1736_DY2306_R1_trimmed.fq.gz	210228	202266
MP_E1737_DY2306_R1_trimmed.fq.gz	139886	133550
MP_E1750_DY2306_R1_trimmed.fq.gz	151563	145037
MP_E1751_DY2306_R1_trimmed.fq.gz	177045	169583
MP_E1752_DY2306_R1_trimmed.fq.gz	220188	211465
MP_E1753_DY2306_R1_trimmed.fq.gz	333207	323398
MP_E1754_DY2306_R1_trimmed.fq.gz	36	23
MP_E1755_DY2306_R1_trimmed.fq.gz	218176	210404
MP_E1756_DY2306_R1_trimmed.fq.gz	472501	458179
MP_E1757_DY2306_R1_trimmed.fq.gz	244143	234676
MP_E1758_DY2306_R1_trimmed.fq.gz	273231	263286
MP_E1759_DY2306_R1_trimmed.fq.gz	228973	220038
MP_E1760_DY2306_R1_trimmed.fq.gz	247726	240234
MP_E1761_DY2306_R1_trimmed.fq.gz	215973	209778
MP_E1762_DY2306_R1_trimmed.fq.gz	331180	319692
MP_E1763_DY2306_R1_trimmed.fq.gz	323603	312298
MP_E1764_DY2306_R1_trimmed.fq.gz	168894	163379
MP_E1765_DY2306_R1_trimmed.fq.gz	540514	521600
MP_E1766_DY2306_R1_trimmed.fq.gz	433353	419710
MP_E1767_DY2306_R1_trimmed.fq.gz	314075	301648
MP_E1768_DY2306_R1_trimmed.fq.gz	540660	526119
MP_E1769_DY2306_R1_trimmed.fq.gz	414244	400854
MP_E1770_DY2306_R1_trimmed.fq.gz	116477	111193
MP_E1772_DY2306_R1_trimmed.fq.gz	404547	390612
MP_E1773_DY2306_R1_trimmed.fq.gz	362823	351341
MP_E1774_DY2306_R1_trimmed.fq.gz	320999	308681
MP_E1775_DY2306_R1_trimmed.fq.gz	339387	326560
MP_E1776_DY2306_R1_trimmed.fq.gz	538730	523276
MP_E1777_DY2306_R1_trimmed.fq.gz	500637	483716
MP_E1778_DY2306_R1_trimmed.fq.gz	220120	212753
MP_E1779_DY2306_R1_trimmed.fq.gz	240809	232760
MP_E1780_DY2306_R1_trimmed.fq.gz	236371	227334
MP_E1781_DY2306_R1_trimmed.fq.gz	468364	453170
MP_E1782_DY2306_R1_trimmed.fq.gz	272342	263994
MP_E1783_DY2306_R1_trimmed.fq.gz	157598	151184
MP_E1784_DY2306_R1_trimmed.fq.gz	531975	514889
MP_E1785_DY2306_R1_trimmed.fq.gz	356453	343807
MP_E1786_DY2306_R1_trimmed.fq.gz	210492	201853
MP_E1787_DY2306_R1_trimmed.fq.gz	502957	488052
MP_E1788_DY2306_R1_trimmed.fq.gz	179343	171485
MP_E1789_DY2306_R1_trimmed.fq.gz	300613	291131
MP_E1790_DY2306_R1_trimmed.fq.gz	742654	720287
MP_E1791_DY2306_R1_trimmed.fq.gz	265701	257430
MP_E1792_DY2306_R1_trimmed.fq.gz	273483	263700
MP_E1793_DY2306_R1_trimmed.fq.gz	473509	458015
MP_E1794_DY2306_R1_trimmed.fq.gz	162425	155783
MP_E1795_DY2306_R1_trimmed.fq.gz	380555	368275
MP_E1796_DY2306_R1_trimmed.fq.gz	145304	138075
MP_E1797_DY2306_R1_trimmed.fq.gz	410862	397357
MP_E1798_DY2306_R1_trimmed.fq.gz	159305	151381
MP_E1820_DY2306_PCR1_R1_trimmed.fq.gz	63777	60609
MP_E1820_DY2306_PCR2_R1_trimmed.fq.gz	148252	142661
MP_E1820_DY2306_PCR3_R1_trimmed.fq.gz	31753	24541
MP_E1821_DY2306_PCR1_R1_trimmed.fq.gz	46167	43747
MP_E1821_DY2306_PCR2_R1_trimmed.fq.gz	42349	39842
MP_E1821_DY2306_PCR3_R1_trimmed.fq.gz	57922	55101
MP_E1824_DY2306_PCR1_R1_trimmed.fq.gz	8611	8195
MP_E1824_DY2306_PCR2_R1_trimmed.fq.gz	9705	8023
MP_E1824_DY2306_PCR3_R1_trimmed.fq.gz	7701	6930
MP_E1826_DY2306_PCR1_R1_trimmed.fq.gz	17907	17083
MP_E1826_DY2306_PCR2_R1_trimmed.fq.gz	21623	20165
MP_E1826_DY2306_PCR3_R1_trimmed.fq.gz	12726	11744
MP_E1829_DY2306_PCR1_R1_trimmed.fq.gz	121457	115808
MP_E1829_DY2306_PCR2_R1_trimmed.fq.gz	102650	98142
MP_E1829_DY2306_PCR3_R1_trimmed.fq.gz	98875	93275
MP_E1831_DY2306_PCR1_R1_trimmed.fq.gz	12260	11497
MP_E1831_DY2306_PCR2_R1_trimmed.fq.gz	6757	6336
MP_E1831_DY2306_PCR3_R1_trimmed.fq.gz	7626	6906
MP_E1832_DY2306_PCR1_R1_trimmed.fq.gz	93783	89986
MP_E1832_DY2306_PCR2_R1_trimmed.fq.gz	99354	95060
MP_E1832_DY2306_PCR3_R1_trimmed.fq.gz	94951	90459
MP_E1833_DY2306_PCR1_R1_trimmed.fq.gz	81277	75437
MP_E1833_DY2306_PCR2_R1_trimmed.fq.gz	30278	28964
MP_E1833_DY2306_PCR3_R1_trimmed.fq.gz	24783	21951
MP_E1834_DY2306_PCR1_R1_trimmed.fq.gz	146261	140241
MP_E1834_DY2306_PCR2_R1_trimmed.fq.gz	158070	152041
MP_E1834_DY2306_PCR3_R1_trimmed.fq.gz	105797	99472
MP_E1835_DY2306_PCR1_R1_trimmed.fq.gz	126679	120355
MP_E1835_DY2306_PCR2_R1_trimmed.fq.gz	109313	104087
MP_E1835_DY2306_PCR3_R1_trimmed.fq.gz	74677	71270
MP_E1836_DY2306_PCR1_R1_trimmed.fq.gz	82567	78135
MP_E1836_DY2306_PCR2_R1_trimmed.fq.gz	123004	115180
MP_E1836_DY2306_PCR3_R1_trimmed.fq.gz	20405	7713
MP_E1837_DY2306_PCR1_R1_trimmed.fq.gz	132336	127361
MP_E1837_DY2306_PCR2_R1_trimmed.fq.gz	109817	101327
MP_E1837_DY2306_PCR3_R1_trimmed.fq.gz	81773	76304
MP_E1838_DY2306_PCR1_R1_trimmed.fq.gz	169669	163360
MP_E1838_DY2306_PCR2_R1_trimmed.fq.gz	55287	47358
MP_E1838_DY2306_PCR3_R1_trimmed.fq.gz	154272	148743
MP_E1839_DY2306_PCR1_R1_trimmed.fq.gz	15	14
MP_E1839_DY2306_PCR2_R1_trimmed.fq.gz	109045	104418
MP_E1839_DY2306_PCR3_R1_trimmed.fq.gz	103433	99346
MP_E1840_DY2306_PCR1_R1_trimmed.fq.gz	164575	158286
MP_E1840_DY2306_PCR2_R1_trimmed.fq.gz	107231	101873
MP_E1840_DY2306_PCR3_R1_trimmed.fq.gz	72428	68913
MP_E1841_DY2306_PCR1_R1_trimmed.fq.gz	124077	118923
MP_E1841_DY2306_PCR2_R1_trimmed.fq.gz	126098	121250
MP_E1841_DY2306_PCR3_R1_trimmed.fq.gz	159764	152527
MP_E1842_DY2306_PCR1_R1_trimmed.fq.gz	161749	154517
MP_E1842_DY2306_PCR2_R1_trimmed.fq.gz	165759	152726
MP_E1842_DY2306_PCR3_R1_trimmed.fq.gz	172834	165672
MP_E1877_SKQ23_12S_R1_trimmed.fq.gz	305640	298124
MP_E1878_SKQ23_12S_R1_trimmed.fq.gz	228566	221562
MP_E1879_SKQ23_12S_R1_trimmed.fq.gz	207583	200795
MP_E1880_SKQ23_12S_R1_trimmed.fq.gz	170487	164546
MP_E1881_SKQ23_12S_R1_trimmed.fq.gz	127835	121579
MP_E1882_SKQ23_12S_R1_trimmed.fq.gz	141420	135319
MP_E1883_SKQ23_12S_R1_trimmed.fq.gz	160397	152671
MP_E1884_SKQ23_12S_R1_trimmed.fq.gz	228495	220664
MP_E1885_SKQ23_12S_R1_trimmed.fq.gz	302614	292522
MP_E1886_SKQ23_12S_R1_trimmed.fq.gz	30	25
MP_E1887_SKQ23_12S_R1_trimmed.fq.gz	108649	105159
MP_E1888_SKQ23_12S_R1_trimmed.fq.gz	213285	207288
MP_E1889_SKQ23_12S_R1_trimmed.fq.gz	240514	232365
MP_E1890_SKQ23_12S_R1_trimmed.fq.gz	193990	186837
MP_E1891_SKQ23_12S_R1_trimmed.fq.gz	174231	165932
MP_E1892_SKQ23_12S_R1_trimmed.fq.gz	193181	183384
MP_E1893_SKQ23_12S_R1_trimmed.fq.gz	156481	151143
MP_E1894_SKQ23_12S_R1_trimmed.fq.gz	255701	247722
MP_E1895_SKQ23_12S_R1_trimmed.fq.gz	88457	84269
MP_E1896_SKQ23_12S_R1_trimmed.fq.gz	118519	113206
MP_E1897_SKQ23_12S_R1_trimmed.fq.gz	129227	124060
MP_E1898_SKQ23_12S_R1_trimmed.fq.gz	95877	91472
MP_E1899_SKQ23_12S_R1_trimmed.fq.gz	111093	105834
MP_E1900_SKQ23_12S_R1_trimmed.fq.gz	84892	80716
MP_E1901_SKQ23_12S_R1_trimmed.fq.gz	205932	198778
MP_E1902_SKQ23_12S_R1_trimmed.fq.gz	101328	97093
MP_E1903_SKQ23_12S_R1_trimmed.fq.gz	135592	127760
MP_E1904_SKQ23_12S_R1_trimmed.fq.gz	199983	192722
MP_E1905_SKQ23_12S_R1_trimmed.fq.gz	126945	121654
MP_E1906_SKQ23_12S_R1_trimmed.fq.gz	206486	198906
MP_E1907_SKQ23_12S_R1_trimmed.fq.gz	270333	261262
MP_E1908_SKQ23_12S_R1_trimmed.fq.gz	126753	121312
MP_E1909_SKQ23_12S_R1_trimmed.fq.gz	241276	232253
MP_E1910_SKQ23_12S_R1_trimmed.fq.gz	228107	219194
MP_E1911_SKQ23_12S_R1_trimmed.fq.gz	234892	218544
MP_E1912_SKQ23_12S_R1_trimmed.fq.gz	308795	297710
MP_E1913_SKQ23_12S_R1_trimmed.fq.gz	274764	264110
MP_E1914_SKQ23_12S_R1_trimmed.fq.gz	175399	166262
MP_E1915_SKQ23_12S_R1_trimmed.fq.gz	389528	375762
MP_E1916_SKQ23_12S_R1_trimmed.fq.gz	161939	155955
MP_E1917_SKQ23_12S_R1_trimmed.fq.gz	97969	92236
MP_E1918_SKQ23_12S_R1_trimmed.fq.gz	122883	118914
MP_E1919_SKQ23_12S_R1_trimmed.fq.gz	107584	102787
MP_E1920_SKQ23_12S_R1_trimmed.fq.gz	354086	342645
MP_E1921_SKQ23_12S_R1_trimmed.fq.gz	227566	220286
MP_E1922_SKQ23_12S_R1_trimmed.fq.gz	170805	166802
MP_E1923_SKQ23_12S_R1_trimmed.fq.gz	128148	123158
MP_E1924_SKQ23_12S_R1_trimmed.fq.gz	103324	99379
MP_E1925_SKQ23_12S_R1_trimmed.fq.gz	220126	212610
MP_E1926_SKQ23_12S_R1_trimmed.fq.gz	97440	92939
MP_E1927_SKQ23_12S_R1_trimmed.fq.gz	111785	107183
MP_E1928_SKQ23_12S_R1_trimmed.fq.gz	107109	101735
MP_E1929_SKQ23_12S_R1_trimmed.fq.gz	91080	87033
MP_E1930_SKQ23_12S_R1_trimmed.fq.gz	34286	31275
MP_E1931_SKQ23_12S_R1_trimmed.fq.gz	52934	50445
MP_E1932_SKQ23_12S_R1_trimmed.fq.gz	33962	27827
MP_E1933_SKQ23_12S_R1_trimmed.fq.gz	103297	99893
MP_E1934_SKQ23_12S_R1_trimmed.fq.gz	71490	67798
MP_E1935_SKQ23_12S_R1_trimmed.fq.gz	96030	91116
MP_E1936_SKQ23_12S_R1_trimmed.fq.gz	39754	36123
MP_E1937_SKQ23_12S_R1_trimmed.fq.gz	108600	103350
MP_E1938_SKQ23_12S_R1_trimmed.fq.gz	150303	144039
MP_E1939_SKQ23_12S_R1_trimmed.fq.gz	54090	52372
MP_E1940_SKQ23_12S_R1_trimmed.fq.gz	56310	52936
MP_E1941_SKQ23_12S_R1_trimmed.fq.gz	132445	126926
MP_E1942_SKQ23_12S_R1_trimmed.fq.gz	14657	14054
MP_E1943_SKQ23_12S_R1_trimmed.fq.gz	41817	39918
MP_E1944_SKQ23_12S_R1_trimmed.fq.gz	98177	93349
MP_E1945_SKQ23_12S_R1_trimmed.fq.gz	82976	74702
MP_E1946_SKQ23_12S_R1_trimmed.fq.gz	194700	187777
MP_E1947_SKQ23_12S_R1_trimmed.fq.gz	647475	629394
MP_E1948_SKQ23_12S_R1_trimmed.fq.gz	200137	192735
MP_E1949_SKQ23_12S_R1_trimmed.fq.gz	25013	21972
MP_E1950_SKQ23_12S_R1_trimmed.fq.gz	72377	69320
MP_E1951_SKQ23_12S_R1_trimmed.fq.gz	44716	41904
MP_E1952_SKQ23_12S_R1_trimmed.fq.gz	137795	131936
MP_E1953_SKQ23_12S_R1_trimmed.fq.gz	168849	163455
MP_E1954_SKQ23_12S_R1_trimmed.fq.gz	66182	62720
MP_E1955_SKQ23_12S_R1_trimmed.fq.gz	99323	92312
MP_E1956_SKQ23_12S_R1_trimmed.fq.gz	43472	41387
MP_E1957_SKQ23_12S_R1_trimmed.fq.gz	43835	41074
MP_E1958_SKQ23_12S_R1_trimmed.fq.gz	69346	65768
MP_E1959_SKQ23_12S_R1_trimmed.fq.gz	34455	31976
MP_E1960_SKQ23_12S_R1_trimmed.fq.gz	48642	44983
MP_E1961_SKQ23_12S_R1_trimmed.fq.gz	83346	78925
MP_E1962_SKQ23_12S_R1_trimmed.fq.gz	27824	26243
MP_E1963_SKQ23_12S_R1_trimmed.fq.gz	162930	156711
MP_E1964_SKQ23_12S_R1_trimmed.fq.gz	32	31
MP_E1965_SKQ23_12S_R1_trimmed.fq.gz	66453	62994
MP_E1966_SKQ23_12S_R1_trimmed.fq.gz	38444	34814
MP_E1967_SKQ23_12S_R1_trimmed.fq.gz	90184	86143
MP_E1968_SKQ23_12S_R1_trimmed.fq.gz	58083	54996
MP_E1969_SKQ23_12S_R1_trimmed.fq.gz	127134	122661
MP_E1970_SKQ23_12S_R1_trimmed.fq.gz	76675	73139
MP_E1971_SKQ23_12S_R1_trimmed.fq.gz	127706	122102
MP_E1972_SKQ23_12S_R1_trimmed.fq.gz	21808	20997
MP_E1973_SKQ23_12S_R1_trimmed.fq.gz	95670	92643
MP_E1974_SKQ23_12S_R1_trimmed.fq.gz	179466	173274
MP_E1975_SKQ23_12S_R1_trimmed.fq.gz	150406	145875
MP_E1976_SKQ23_12S_R1_trimmed.fq.gz	173160	166621
MP_E1977_SKQ23_12S_R1_trimmed.fq.gz	130856	126454
MP_E1978_SKQ23_12S_R1_trimmed.fq.gz	175057	169520
MP_E1979_SKQ23_12S_R1_trimmed.fq.gz	57440	55108
MP_E1980_SKQ23_12S_R1_trimmed.fq.gz	42	37
MP_E1981_SKQ23_12S_R1_trimmed.fq.gz	138249	133596
MP_E1982_SKQ23_12S_R1_trimmed.fq.gz	17	15
MP_E1983_SKQ23_12S_R1_trimmed.fq.gz	129997	124889
MP_E1984_SKQ23_12S_R1_trimmed.fq.gz	117592	113408
MP_E1985_SKQ23_12S_R1_trimmed.fq.gz	95417	89549
MP_E1986_SKQ23_12S_R1_trimmed.fq.gz	131993	127140
MP_E1987_SKQ23_12S_R1_trimmed.fq.gz	82879	79124
MP_E1988_SKQ23_12S_R1_trimmed.fq.gz	41	36
MP_E1989_SKQ23_12S_R1_trimmed.fq.gz	76793	73411
MP_E1990_SKQ23_12S_R1_trimmed.fq.gz	80042	76955
MP_E1991_SKQ23_12S_R1_trimmed.fq.gz	91009	86566
MP_E1992_SKQ23_12S_R1_trimmed.fq.gz	68373	65559
MP_E1993_SKQ23_12S_R1_trimmed.fq.gz	99247	94652
MP_E1994_SKQ23_12S_R1_trimmed.fq.gz	71353	63058
MP_E1995_SKQ23_12S_R1_trimmed.fq.gz	116369	111044
MP_E1996_SKQ23_12S_R1_trimmed.fq.gz	95434	91409
MP_E1997_SKQ23_12S_R1_trimmed.fq.gz	114299	109941
MP_E1998_SKQ23_12S_R1_trimmed.fq.gz	52797	49901
MP_E1999_SKQ23_12S_R1_trimmed.fq.gz	139622	132345
MP_E2000_SKQ23_12S_R1_trimmed.fq.gz	98137	94391
MP_E2001_SKQ23_12S_R1_trimmed.fq.gz	66481	63528
MP_E2002_SKQ23_12S_R1_trimmed.fq.gz	98319	92891
MP_E2003_SKQ23_12S_R1_trimmed.fq.gz	61375	59317
MP_E2004_SKQ23_12S_R1_trimmed.fq.gz	42	36
MP_E2005_SKQ23_12S_R1_trimmed.fq.gz	122670	116504
MP_E2006_SKQ23_12S_R1_trimmed.fq.gz	135352	131160
MP_E2007_SKQ23_12S_R1_trimmed.fq.gz	126555	120729
MP_E2008_SKQ23_12S_R1_trimmed.fq.gz	70238	66653
MP_E2009_SKQ23_12S_R1_trimmed.fq.gz	174957	169607
MP_E2010_SKQ23_12S_R1_trimmed.fq.gz	70245	67134
MP_E2011_SKQ23_12S_R1_trimmed.fq.gz	337159	326200
MP_E2012_SKQ23_12S_R1_trimmed.fq.gz	36	30
MP_E2013_SKQ23_12S_R1_trimmed.fq.gz	339597	329229
MP_E2014_SKQ23_12S_R1_trimmed.fq.gz	310618	301946
MP_E2015_SKQ23_12S_R1_trimmed.fq.gz	502148	488046
MP_E2016_SKQ23_12S_R1_trimmed.fq.gz	153761	147208
MP_E2017_SKQ23_12S_R1_trimmed.fq.gz	198068	190875
MP_E2018_SKQ23_12S_R1_trimmed.fq.gz	228577	219463
MP_E2019_SKQ23_12S_R1_trimmed.fq.gz	145220	137474
MP_E2020_SKQ23_12S_R1_trimmed.fq.gz	56774	52968
MP_E2021_SKQ23_12S_R1_trimmed.fq.gz	78782	69463
MP_E2022_SKQ23_12S_R1_trimmed.fq.gz	156163	149115
MP_E2023_SKQ23_12S_R1_trimmed.fq.gz	144074	137513
MP_E2024_SKQ23_12S_R1_trimmed.fq.gz	83125	77844
MP_E2025_SKQ23_12S_R1_trimmed.fq.gz	210201	203215
MP_E2026_SKQ23_12S_R1_trimmed.fq.gz	144168	138297
MP_E2030_NC_R1_trimmed.fq.gz	79529	77248
MP_POSITIVE_R1_trimmed.fq.gz	1143853	1097063
